actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
460,PT02M47.00S,2021-11-13T04:52:52.5Z,3,REGULAR,substitution,in,[],2738,,,1610612741,74,58,2021-11-13T04:53:03Z,4420000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M47.00S,2021-11-13T04:52:52.5Z,3,REGULAR,substitution,in,[],201939,,,1610612741,74,58,2021-11-13T04:53:03Z,4430000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M47.00S,2021-11-13T04:52:52.5Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,74,58,2021-11-13T04:53:03Z,4440000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M47.00S,2021-11-13T04:53:12.1Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,74,59,2021-11-13T04:53:12Z,4450000,,,0,,D. DeRozan Free Throw 2 of 2 (11 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
464,PT02M34.00S,2021-11-13T04:53:27.2Z,3,REGULAR,3pt,Jump Shot,[],201939,68.28186596583443,70.09803921568627,1610612744,77,59,2021-11-13T04:53:30Z,4460000,100.0,246.0,1,right,S. Curry 26' 3PT  (32 PTS) (D. Green 7 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.55,Made,32.0,D. Green,203110.0,7.0,,,,,,,,,,,,,,,
466,PT02M05.00S,2021-11-13T04:53:55.3Z,3,REGULAR,3pt,Jump Shot,[],1630245,11.514454664914586,3.6764705882352944,1610612741,77,59,2021-11-13T04:53:58Z,4480000,232.0,56.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,,
467,PT02M03.00S,2021-11-13T04:53:57.3Z,3,REGULAR,rebound,offensive,[],1628993,,,1610612741,77,59,2021-11-13T04:54:36Z,4490000,,,0,,A. Johnson REBOUND (Off:3 Def:4),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,466.0,7.0,4.0,3.0,,,,,,,,,,,
469,PT01M55.00S,2021-11-13T04:54:05.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201942,7.835085413929041,4.166666666666666,1610612741,77,59,2021-11-13T04:54:08Z,4510000,229.0,21.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,23.02,Missed,,,,,,,,,,,,,,,,,,,
470,PT01M53.00S,2021-11-13T04:54:07.2Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,77,59,2021-11-13T04:54:32Z,4520000,,,0,,D. Green REBOUND (Off:1 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,469.0,9.0,8.0,1.0,,,,,,,,,,,
471,PT01M49.00S,2021-11-13T04:54:14.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612744,77,59,2021-11-13T04:54:25Z,4530000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Iguodala 2 FT),"[203897, 2738]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,202037.0,,,,,,1.0,0.0,Iguodala,2738.0,
473,PT01M49.00S,2021-11-13T04:54:45.5Z,3,REGULAR,freethrow,1 of 2,[],2738,,,1610612744,78,59,2021-11-13T04:54:45Z,4550000,,,0,,A. Iguodala Free Throw 1 of 2 (3 PTS),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
474,PT01M49.00S,2021-11-13T04:54:47.6Z,3,REGULAR,substitution,out,[],201942,,,1610612744,78,59,2021-11-13T04:54:50Z,4560000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M49.00S,2021-11-13T04:54:47.6Z,3,REGULAR,substitution,in,[],1628366,,,1610612744,78,59,2021-11-13T04:54:50Z,4570000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M49.00S,2021-11-13T04:54:55.2Z,3,REGULAR,substitution,out,[],203110,,,1610612744,78,59,2021-11-13T04:54:59Z,4580000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M49.00S,2021-11-13T04:54:55.2Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,78,59,2021-11-13T04:54:59Z,4590000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M49.00S,2021-11-13T04:55:16.5Z,3,REGULAR,freethrow,2 of 2,[],2738,,,1610612744,79,59,2021-11-13T04:55:16Z,4600000,,,0,,A. Iguodala Free Throw 2 of 2 (4 PTS),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
479,PT01M41.00S,2021-11-13T04:55:26.5Z,3,REGULAR,3pt,Jump Shot,[],1628366,31.09395532194481,68.87254901960785,1610612741,79,59,2021-11-13T04:55:29Z,4610000,-94.0,240.0,1,left,MISS L. Ball 25' pullup 3PT,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
480,PT01M39.00S,2021-11-13T04:55:28.5Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,79,59,2021-11-13T04:56:22Z,4620000,,,0,,G. Payton II REBOUND (Off:2 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,479.0,3.0,1.0,2.0,,,,,,,,,,,
481,PT01M30.00S,2021-11-13T04:55:37.4Z,3,REGULAR,3pt,Jump Shot,[],202357,68.15045992115637,81.61764705882352,1610612744,79,59,2021-11-13T04:55:40Z,4630000,158.0,247.0,1,right,MISS N. Bjelica 29' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,29.32,Missed,,,,,,,,,,,,,,,,,,,
482,PT01M28.00S,2021-11-13T04:55:39.4Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,79,59,2021-11-13T04:56:12Z,4640000,,,0,,Z. LaVine REBOUND (Off:0 Def:6),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,481.0,6.0,6.0,0.0,,,,,,,,,,,
483,PT01M21.00S,2021-11-13T04:55:46.2Z,3,REGULAR,turnover,lost ball,[],203897,,,1610612741,79,59,2021-11-13T04:55:47Z,4650000,,,0,,Z. LaVine lost ball TURNOVER (7 TO),"[203897, 202357]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,7.0,,,Bjelica,202357.0,,,,,
484,PT01M21.00S,2021-11-13T04:55:46.2Z,3,REGULAR,steal,,[],202357,,,1610612744,79,59,2021-11-13T04:58:39Z,4660000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M16.00S,2021-11-13T04:55:50.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2738,90.3580814717477,52.94117647058824,1610612744,81,59,2021-11-13T05:05:21Z,4670000,15.0,38.0,1,right,A. Iguodala running DUNK (6 PTS) (N. Bjelica 4 AST),"[2738, 202357]",1610612744.0,GSW,running,,,Iguodala,A. Iguodala,,,,,4.08,Made,6.0,N. Bjelica,202357.0,4.0,,,,,,,,,,,,,,,
487,PT00M54.50S,2021-11-13T04:56:13.6Z,3,REGULAR,3pt,Jump Shot,[],203897,28.597240473061763,80.14705882352942,1610612741,81,62,2021-11-13T04:56:16Z,4690000,-151.0,216.0,1,left,Z. LaVine 26' 3PT  (17 PTS) (A. Caruso 5 AST),"[203897, 1627936]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,26.36,Made,17.0,A. Caruso,1627936.0,5.0,,,,,,,,,,,,,,,
489,PT00M41.00S,2021-11-13T04:56:29.2Z,3,REGULAR,3pt,Jump Shot,[],202357,63.093380420499344,31.977634803921568,1610612744,84,62,2021-11-13T04:56:36Z,4710000,-90.0,294.0,1,right,N. Bjelica 30' 3PT  (6 PTS) (S. Curry 2 AST),"[202357, 201939]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,30.79,Made,6.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,,
491,PT00M34.50S,2021-11-13T04:56:42.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203897,33.327858081471746,38.970588235294116,1610612741,84,62,2021-11-13T04:56:47Z,4730000,55.0,261.0,1,left,MISS Z. LaVine 26' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
492,PT00M32.90S,2021-11-13T04:56:44.2Z,3,REGULAR,rebound,defensive,[],2738,,,1610612744,84,62,2021-11-13T04:57:12Z,4740000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,491.0,1.0,1.0,0.0,,,,,,,,,,,
493,PT00M29.60S,2021-11-13T04:56:50.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630228,91.67214191852825,56.127450980392155,1610612744,84,62,2021-11-13T04:57:16Z,4750000,31.0,26.0,1,right,MISS J. Kuminga running DUNK - blocked,"[1630228, 1628366]",1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,4.0,Missed,,,,,,,,,,,Ball,1628366.0,,,,,,,
494,PT00M29.60S,2021-11-13T04:56:50.3Z,3,REGULAR,block,,[],1628366,,,1610612744,84,62,2021-11-13T04:56:58Z,4760000,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M28.60S,2021-11-13T04:56:51.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,84,62,2021-11-13T04:57:16Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,
496,PT00M28.60S,2021-11-13T04:57:04.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,84,62,2021-11-13T04:57:04Z,4780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M26.20S,2021-11-13T04:57:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,89.17542706964521,49.754901960784316,1610612744,86,62,2021-11-13T05:06:44Z,4790000,-1.0,49.0,1,right,G. Payton II cutting Layup (6 PTS) (A. Iguodala 3 AST),"[1627780, 2738]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,4.93,Made,6.0,A. Iguodala,2738.0,3.0,,,,,,,,,,,,,,,
499,PT00M09.70S,2021-11-13T04:57:40.6Z,3,REGULAR,3pt,Jump Shot,[],1627936,24.78646517739816,7.598039215686274,1610612741,86,62,2021-11-13T04:57:43Z,4810000,212.0,180.0,1,left,MISS A. Caruso 27' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,27.84,Missed,,,,,,,,,,,,,,,,,,,
500,PT00M07.80S,2021-11-13T04:57:42.5Z,3,REGULAR,rebound,defensive,[],202357,,,1610612744,86,62,2021-11-13T05:00:11Z,4820000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,499.0,3.0,2.0,1.0,,,,,,,,,,,
501,PT00M01.80S,2021-11-13T04:57:49.6Z,3,REGULAR,turnover,lost ball,[],201939,,,1610612744,86,62,2021-11-13T05:00:21Z,4830000,,,0,,S. Curry lost ball TURNOVER (4 TO),"[201939, 1627936]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,4.0,,,Caruso,1627936.0,,,,,
502,PT00M01.80S,2021-11-13T04:57:49.6Z,3,REGULAR,steal,,[],1627936,,,1610612741,86,62,2021-11-13T04:57:53Z,4840000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M00.20S,2021-11-13T04:57:56.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,55.66688567674113,8.333333333333332,1610612741,86,62,2021-11-13T04:59:25Z,4850000,208.0,471.0,1,left,MISS A. Caruso 51' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,51.48,Missed,,,,,,,,,,,,,,,,,,,
504,PT00M00.10S,2021-11-13T04:57:56.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,86,62,2021-11-13T04:59:25Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,
505,PT00M00.00S,2021-11-13T04:58:18.9Z,3,REGULAR,period,end,[],0,,,1610612741,86,62,2021-11-13T04:58:18Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,out,['startperiod'],202357,,,1610612741,86,62,2021-11-13T05:01:23Z,4880000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,out,['startperiod'],203897,,,1610612741,86,62,2021-11-13T05:01:23Z,4890000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,out,['startperiod'],1630245,,,1610612741,86,62,2021-11-13T05:01:23Z,4900000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,out,['startperiod'],1628993,,,1610612741,86,62,2021-11-13T05:01:23Z,4910000,,,0,,SUB out: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,in,['startperiod'],203490,,,1610612741,86,62,2021-11-13T05:01:23Z,4920000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,in,['startperiod'],1629076,,,1610612741,86,62,2021-11-13T05:01:23Z,4930000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,in,['startperiod'],1627884,,,1610612741,86,62,2021-11-13T05:01:23Z,4940000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2021-11-13T05:00:31.3Z,4,REGULAR,substitution,in,['startperiod'],201942,,,1610612741,86,62,2021-11-13T05:01:23Z,4950000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2021-11-13T05:01:38.1Z,4,REGULAR,period,start,[],0,,,1610612741,86,62,2021-11-13T05:01:38Z,4960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M46.00S,2021-11-13T05:01:51.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,13.485545335085414,48.77450980392157,1610612741,86,64,2021-11-13T05:01:54Z,4970000,6.0,74.0,1,left,D. DeRozan 7' turnaround fadeaway Jump Shot (13 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,7.45,Made,13.0,,,,,,,,,,,,,,,,,,
516,PT11M19.00S,2021-11-13T05:02:17.6Z,4,REGULAR,3pt,Jump Shot,[],1627780,90.22667542706965,3.9215686274509802,1610612744,86,64,2021-11-13T05:02:20Z,4980000,-230.0,39.0,1,right,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
517,PT11M18.00S,2021-11-13T05:02:23.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,86,64,2021-11-13T05:02:23Z,4990000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,,,
519,PT11M18.00S,2021-11-13T05:02:27.8Z,4,REGULAR,foul,personal,[],1629076,,,1610612744,86,64,2021-11-13T05:02:32Z,5010000,,,0,,T. Cook loose ball personal FOUL (1 PF),"[1629076, 1630228]",1610612741.0,CHI,loose ball,,,Cook,T. Cook,,,,,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Kuminga,1630228.0,
521,PT11M11.00S,2021-11-13T05:02:49.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630228,88.38699080157687,49.754901960784316,1610612744,88,64,2021-11-13T05:02:52Z,5030000,-1.0,57.0,1,right,J. Kuminga driving finger roll Layup (2 PTS),[1630228],1610612744.0,GSW,driving finger roll,,,Kuminga,J. Kuminga,,,,,5.67,Made,2.0,,,,,,,,,,,,,,,,,,
522,PT10M58.00S,2021-11-13T05:03:01.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629076,5.863994743758213,48.28431372549019,1610612741,88,66,2021-11-13T05:03:03Z,5040000,9.0,3.0,1,left,T. Cook cutting DUNK (2 PTS) (L. Ball 3 AST),"[1629076, 1628366]",1610612741.0,CHI,cutting,,,Cook,T. Cook,,,,,0.9,Made,2.0,L. Ball,1628366.0,3.0,,,,,,,,,,,,,,,
524,PT10M47.00S,2021-11-13T05:03:13.6Z,4,REGULAR,3pt,Jump Shot,[],201939,72.22404730617609,86.02941176470588,1610612744,88,66,2021-11-13T05:03:17Z,5060000,180.0,209.0,1,right,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
525,PT10M45.00S,2021-11-13T05:03:15.6Z,4,REGULAR,rebound,offensive,[],203490,,,1610612744,88,66,2021-11-13T05:03:30Z,5070000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,524.0,2.0,1.0,1.0,,,,,,,,,,,
526,PT10M40.00S,2021-11-13T05:03:19.5Z,4,REGULAR,turnover,bad pass,[],203490,,,1610612744,88,66,2021-11-13T05:03:21Z,5080000,,,0,,O. Porter Jr. bad pass TURNOVER (1 TO),"[203490, 1628366]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,1.0,,,Ball,1628366.0,,,,,
527,PT10M40.00S,2021-11-13T05:03:19.5Z,4,REGULAR,steal,,[],1628366,,,1610612741,88,66,2021-11-13T05:03:21Z,5090000,,,0,,L. Ball STEAL (3 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M38.00S,2021-11-13T05:03:24.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,88,66,2021-11-13T05:03:24Z,5100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M29.00S,2021-11-13T05:03:46.4Z,4,REGULAR,turnover,bad pass,[],1627936,,,1610612741,88,66,2021-11-13T05:03:47Z,5110000,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1627780]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,1.0,,,Payton II,1627780.0,,,,,
530,PT10M29.00S,2021-11-13T05:03:46.4Z,4,REGULAR,steal,,[],1627780,,,1610612744,88,66,2021-11-13T05:03:48Z,5120000,,,0,,G. Payton II STEAL (3 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT10M27.00S,2021-11-13T05:03:50.8Z,4,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612744,88,66,2021-11-13T05:04:02Z,5130000,,,0,,A. Caruso shooting personal FOUL (4 PF) (Payton II 2 FT),"[1627936, 1627780]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,,,,,,,,,,,201639.0,,,,,,4.0,0.0,Payton II,1627780.0,
533,PT10M27.00S,2021-11-13T05:04:20.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627780,,,1610612744,89,66,2021-11-13T05:04:20Z,5150000,,,0,,G. Payton II Free Throw 1 of 2 (7 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
534,PT10M27.00S,2021-11-13T05:04:34.4Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627780,,,1610612744,90,66,2021-11-13T05:04:34Z,5160000,,,0,,G. Payton II Free Throw 2 of 2 (8 PTS),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
535,PT10M08.00S,2021-11-13T05:04:55.3Z,4,REGULAR,2pt,Jump Shot,[],201942,23.47240473061761,38.48039215686275,1610612741,90,66,2021-11-13T05:04:58Z,5170000,58.0,168.0,1,left,MISS D. DeRozan 17' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,17.77,Missed,,,,,,,,,,,,,,,,,,,
536,PT10M06.00S,2021-11-13T05:04:57.3Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,90,66,2021-11-13T05:05:14Z,5180000,,,0,,G. Payton II REBOUND (Off:2 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,535.0,4.0,2.0,2.0,,,,,,,,,,,
537,PT09M56.00S,2021-11-13T05:05:06.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,92.72339027595268,56.86274509803921,1610612744,92,66,2021-11-13T05:05:09Z,5190000,34.0,16.0,1,right,S. Curry driving finger roll Layup (34 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,3.78,Made,34.0,,,,,,,,,,,,,,,,,,
538,PT09M43.00S,2021-11-13T05:05:20.1Z,4,REGULAR,3pt,Jump Shot,[],1627884,7.703679369250986,95.58823529411765,1610612741,92,69,2021-11-13T05:05:22Z,5200000,-228.0,20.0,1,left,D. Jones Jr. 3PT  (7 PTS) (D. DeRozan 4 AST),"[1627884, 201942]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,22.88,Made,7.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,,
540,PT09M34.00S,2021-11-13T05:05:28.4Z,4,REGULAR,3pt,Jump Shot,[],201939,59.8718791064389,49.754901960784316,1610612744,92,69,2021-11-13T05:05:31Z,5220000,-1.0,325.0,1,right,MISS S. Curry 32' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,32.47,Missed,,,,,,,,,,,,,,,,,,,
541,PT09M32.00S,2021-11-13T05:05:30.4Z,4,REGULAR,rebound,defensive,[],1629076,,,1610612741,92,69,2021-11-13T05:06:01Z,5230000,,,0,,T. Cook REBOUND (Off:0 Def:1),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,540.0,1.0,1.0,0.0,,,,,,,,,,,
542,PT09M23.00S,2021-11-13T05:05:40.0Z,4,REGULAR,3pt,Jump Shot,[],1627936,33.590670170827856,49.26470588235294,1610612741,92,69,2021-11-13T05:05:43Z,5240000,4.0,263.0,1,left,MISS A. Caruso 26' step back 3PT,[1627936],1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
543,PT09M21.00S,2021-11-13T05:05:42.0Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,92,69,2021-11-13T05:06:06Z,5250000,,,0,,G. Payton II REBOUND (Off:2 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,542.0,5.0,3.0,2.0,,,,,,,,,,,
544,PT09M09.00S,2021-11-13T05:05:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,91.80354796320631,55.63725490196079,1610612744,94,69,2021-11-13T05:05:56Z,5260000,28.0,25.0,1,right,J. Kuminga driving Layup (4 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,3.74,Made,4.0,,,,,,,,,,,,,,,,,,
545,PT08M52.00S,2021-11-13T05:06:15.8Z,4,REGULAR,foul,offensive,[],201942,,,1610612741,94,69,2021-11-13T05:06:19Z,5270000,,,0,,D. DeRozan charge offensive FOUL (3 PF),"[201942, 201939]",1610612741.0,CHI,charge,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Curry,201939.0,
547,PT08M52.00S,2021-11-13T05:06:15.8Z,4,REGULAR,turnover,offensive foul,[],201942,,,1610612741,94,69,2021-11-13T05:06:15Z,5290000,,,0,,D. DeRozan offensive foul TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,202007.0,2.0,,,,,,,,,
548,PT08M52.00S,2021-11-13T05:06:26.4Z,4,REGULAR,substitution,out,[],1627936,,,1610612744,94,69,2021-11-13T05:06:29Z,5300000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
