actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
531,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,90,63,2021-10-31T02:26:20Z,5170000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,out,[],202324,,,1610612760,90,63,2021-10-31T02:26:20Z,5180000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,90,63,2021-10-31T02:26:20Z,5190000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,in,[],1629308,,,1610612760,90,63,2021-10-31T02:26:20Z,5200000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,in,[],1630177,,,1610612760,90,63,2021-10-31T02:26:20Z,5210000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,in,[],1630526,,,1610612760,90,63,2021-10-31T02:26:20Z,5220000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M25.00S,2021-10-31T02:25:45.0Z,4,REGULAR,substitution,in,[],1629676,,,1610612760,90,63,2021-10-31T02:26:20Z,5230000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M04.00S,2021-10-31T02:26:39.2Z,4,REGULAR,3pt,Jump Shot,[],1630197,93.24901445466492,96.32352941176471,1610612760,90,66,2021-10-31T02:26:46Z,5240000,232.0,11.0,1,right,A. Pokusevski 3PT  (3 PTS) (T. Jerome 1 AST),"[1630197, 1629660]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,23.19,Made,,,,,3.0,,,,,T. Jerome,1629660.0,1.0,,,,,,,
540,PT07M45.00S,2021-10-31T02:26:57.8Z,4,REGULAR,3pt,Jump Shot,[],1629308,26.363337713534822,18.872549019607842,1610612744,90,66,2021-10-31T02:27:04Z,5260000,156.0,195.0,1,left,MISS J. Toscano-Anderson 24' 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
541,PT07M42.00S,2021-10-31T02:27:00.8Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,90,66,2021-10-31T02:27:04Z,5270000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,540.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
542,PT07M38.00S,2021-10-31T02:27:05.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630526,69.07030223390277,71.07843137254902,1610612760,90,66,2021-10-31T02:27:12Z,5280000,105.0,238.0,1,right,MISS J. Robinson-Earl 26' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
543,PT07M34.00S,2021-10-31T02:27:09.6Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,90,66,2021-10-31T02:27:12Z,5290000,,,0,,J. Poole REBOUND (Off:1 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,542.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
544,PT07M20.00S,2021-10-31T02:27:23.9Z,4,REGULAR,3pt,Jump Shot,[],1630541,7.440867279894875,94.11764705882352,1610612744,90,66,2021-10-31T02:27:31Z,5300000,-221.0,17.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,22.13,Missed,,,,,,,,,,,,,,,,,,,
545,PT07M15.00S,2021-10-31T02:27:28.9Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612760,90,66,2021-10-31T02:27:31Z,5310000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,544.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
546,PT06M59.00S,2021-10-31T02:27:44.6Z,4,REGULAR,turnover,out-of-bounds,[],1630197,,,1610612760,90,66,2021-10-31T02:27:53Z,5320000,,,0,,A. Pokusevski bad pass out-of-bounds TURNOVER (2 TO),[1630197],1610612760.0,OKC,bad pass,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,1662.0,2.0,,,,,,,,,,,,
547,PT06M59.00S,2021-10-31T02:27:52.8Z,4,REGULAR,substitution,out,[],1630526,,,1610612744,90,66,2021-10-31T02:27:57Z,5330000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M59.00S,2021-10-31T02:27:52.8Z,4,REGULAR,substitution,in,[],1630466,,,1610612744,90,66,2021-10-31T02:27:57Z,5340000,,,0,,SUB in: G. Deck,[1630466],1610612760.0,OKC,,,,Deck,G. Deck,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M52.00S,2021-10-31T02:28:09.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,21.369908015768726,60.049019607843135,1610612744,90,66,2021-10-31T02:28:16Z,5350000,-50.0,148.0,1,left,MISS J. Poole 15' floating Shot,[1629673],1610612744.0,GSW,floating,,,Poole,J. Poole,,,,,15.67,Missed,,,,,,,,,,,,,,,,,,,
550,PT06M48.00S,2021-10-31T02:28:13.1Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,90,66,2021-10-31T02:28:16Z,5360000,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,549.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
551,PT06M47.00S,2021-10-31T02:28:15.7Z,4,REGULAR,foul,personal,[],202357,,,1610612760,90,66,2021-10-31T02:28:24Z,5370000,,,0,,N. Bjelica take personal FOUL (3 PF),"[202357, 1630177]",1610612744.0,GSW,take,,,Bjelica,N. Bjelica,,,,,,,,,,,,1627524.0,,,,,,,,,3.0,0.0,Maledon,1630177.0,
553,PT06M41.00S,2021-10-31T02:28:41.2Z,4,REGULAR,3pt,Jump Shot,[],1630177,69.99014454664915,70.34313725490196,1610612760,90,66,2021-10-31T02:28:47Z,5390000,102.0,230.0,1,right,MISS T. Maledon 25' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
554,PT06M37.00S,2021-10-31T02:28:45.2Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,90,66,2021-10-31T02:28:47Z,5400000,,,0,,N. Bjelica REBOUND (Off:2 Def:6),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,553.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
555,PT06M30.00S,2021-10-31T02:28:52.0Z,4,REGULAR,3pt,Jump Shot,[],203490,19.136005256241788,8.333333333333332,1610612744,93,66,2021-10-31T02:28:58Z,5410000,208.0,127.0,1,left,O. Porter Jr. 24' 3PT  (7 PTS) (J. Toscano-Anderson 1 AST),"[203490, 1629308]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,24.42,Made,,,,,7.0,,,,,J. Toscano-Anderson,1629308.0,1.0,,,,,,,
557,PT06M16.00S,2021-10-31T02:29:06.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,89.56964520367937,43.627450980392155,1610612760,93,66,2021-10-31T02:29:11Z,5430000,-32.0,46.0,1,right,MISS T. Jerome floating Shot,[1629660],1610612760.0,OKC,floating,,,Jerome,T. Jerome,,,,,5.56,Missed,,,,,,,,,,,,,,,,,,,
558,PT06M13.00S,2021-10-31T02:29:09.2Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,93,66,2021-10-31T02:29:11Z,5440000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,557.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
559,PT06M06.00S,2021-10-31T02:29:16.0Z,4,REGULAR,3pt,Jump Shot,[],203490,28.597240473061763,24.019607843137255,1610612744,96,66,2021-10-31T02:29:21Z,5450000,130.0,216.0,1,left,O. Porter Jr. 25' 3PT  (10 PTS) (N. Bjelica 3 AST),"[203490, 202357]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.23,Made,,,,,10.0,,,,,N. Bjelica,202357.0,3.0,,,,,,,
561,PT06M04.00S,2021-10-31T02:29:28.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,96,66,2021-10-31T02:29:28Z,5470000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M04.00S,2021-10-31T02:32:03.0Z,4,REGULAR,substitution,out,[],1629673,,,1610612760,96,66,2021-10-31T02:32:24Z,5480000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M04.00S,2021-10-31T02:32:03.0Z,4,REGULAR,substitution,out,[],202357,,,1610612760,96,66,2021-10-31T02:32:24Z,5490000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M04.00S,2021-10-31T02:32:03.0Z,4,REGULAR,substitution,out,[],203490,,,1610612760,96,66,2021-10-31T02:32:24Z,5500000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M04.00S,2021-10-31T02:32:03.0Z,4,REGULAR,substitution,in,[],1630228,,,1610612760,96,66,2021-10-31T02:32:24Z,5510000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M04.00S,2021-10-31T02:32:03.0Z,4,REGULAR,substitution,in,[],1629185,,,1610612760,96,66,2021-10-31T02:32:24Z,5520000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M04.00S,2021-10-31T02:32:03.0Z,4,REGULAR,substitution,in,[],1627780,,,1610612760,96,66,2021-10-31T02:32:24Z,5530000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M45.00S,2021-10-31T02:32:50.9Z,4,REGULAR,foul,personal,[],1629185,,,1610612760,96,66,2021-10-31T02:33:00Z,5540000,,,0,,C. Chiozza personal FOUL (1 PF),"[1629185, 1629676]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,1662.0,,,,,,,,,1.0,0.0,Roby,1629676.0,
570,PT05M41.00S,2021-10-31T02:33:09.4Z,4,REGULAR,3pt,Jump Shot,[],1630197,67.49342969776609,42.8921568627451,1610612760,96,66,2021-10-31T02:33:15Z,5560000,-36.0,253.0,1,right,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
571,PT05M38.00S,2021-10-31T02:33:12.4Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,96,66,2021-10-31T02:33:15Z,5570000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,570.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
572,PT05M16.00S,2021-10-31T02:33:34.5Z,4,REGULAR,2pt,Jump Shot,[],1629308,12.171484888304862,74.01960784313727,1610612744,96,66,2021-10-31T02:33:46Z,5580000,-120.0,62.0,1,left,MISS J. Toscano-Anderson 13' Jump Shot,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,13.51,Missed,,,,,,,,,,,,,,,,,,,
573,PT05M16.00S,2021-10-31T02:33:34.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,96,66,2021-10-31T02:33:46Z,5590000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,,
574,PT05M16.00S,2021-10-31T02:33:43.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612744,96,66,2021-10-31T02:33:52Z,5600000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
575,PT05M01.00S,2021-10-31T02:33:58.4Z,4,REGULAR,2pt,Hook,['fromturnover'],1629676,88.78120893561103,33.33333333333333,1610612760,96,68,2021-10-31T02:34:07Z,5610000,-83.0,53.0,1,right,I. Roby 9' turnaround Hook (2 PTS) (T. Maledon 1 AST),"[1629676, 1630177]",1610612760.0,OKC,turnaround,,,Roby,I. Roby,,,,,9.87,Made,,,,,2.0,,,,,T. Maledon,1630177.0,1.0,,,,,,,
577,PT04M42.00S,2021-10-31T02:34:16.1Z,4,REGULAR,3pt,Jump Shot,[],1627780,7.703679369250986,4.166666666666666,1610612744,99,68,2021-10-31T02:34:21Z,5630000,229.0,20.0,1,left,G. Payton II 3PT  (3 PTS) (J. Toscano-Anderson 2 AST),"[1627780, 1629308]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,23.01,Made,,,,,3.0,,,,,J. Toscano-Anderson,1629308.0,2.0,,,,,,,
579,PT04M33.00S,2021-10-31T02:34:28.8Z,4,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612760,99,68,2021-10-31T02:34:36Z,5650000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Maledon 2 FT),"[1630228, 1630177]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,202027.0,,,,,,,,,1.0,0.0,Maledon,1630177.0,
581,PT04M33.00S,2021-10-31T02:34:52.8Z,4,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,99,68,2021-10-31T02:34:52Z,5670000,,,0,,MISS T. Maledon Free Throw 1 of 2,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
582,PT04M33.00S,2021-10-31T02:34:52.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,99,68,2021-10-31T02:34:52Z,5680000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,
583,PT04M33.00S,2021-10-31T02:35:03.9Z,4,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,99,69,2021-10-31T02:35:04Z,5690000,,,0,,T. Maledon Free Throw 2 of 2 (1 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
584,PT04M18.00S,2021-10-31T02:35:20.9Z,4,REGULAR,2pt,Jump Shot,[],1630228,5.338370565045992,30.14705882352941,1610612744,99,69,2021-10-31T02:35:26Z,5700000,99.0,-2.0,1,left,MISS J. Kuminga 9' Jump Shot,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,9.93,Missed,,,,,,,,,,,,,,,,,,,
585,PT04M15.00S,2021-10-31T02:35:23.6Z,4,REGULAR,rebound,offensive,[],1629185,,,1610612744,99,69,2021-10-31T02:35:23Z,5710000,,,0,,C. Chiozza REBOUND (Off:1 Def:0),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,584.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
586,PT04M13.00S,2021-10-31T02:35:28.9Z,4,REGULAR,turnover,out-of-bounds,[],1629308,,,1610612744,99,69,2021-10-31T02:35:39Z,5720000,,,0,,J. Toscano-Anderson bad pass out-of-bounds TURNOVER (1 TO),[1629308],1610612744.0,GSW,bad pass,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,
587,PT04M03.00S,2021-10-31T02:35:51.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630541,,,1610612760,99,69,2021-10-31T02:36:02Z,5730000,,,0,,M. Moody shooting personal FOUL (2 PF) (Pokusevski 2 FT),"[1630541, 1630197]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,,,,,,,,1662.0,,,,,,,,,2.0,0.0,Pokusevski,1630197.0,
589,PT04M03.00S,2021-10-31T02:36:11.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630197,,,1610612760,99,70,2021-10-31T02:36:11Z,5750000,,,0,,A. Pokusevski Free Throw 1 of 2 (4 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
590,PT04M03.00S,2021-10-31T02:36:22.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630197,,,1610612760,99,71,2021-10-31T02:36:22Z,5760000,,,0,,A. Pokusevski Free Throw 2 of 2 (5 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
591,PT03M47.00S,2021-10-31T02:36:39.6Z,4,REGULAR,turnover,lost ball,[],1629185,,,1610612744,99,71,2021-10-31T02:36:46Z,5770000,,,0,,C. Chiozza lost ball TURNOVER (1 TO),"[1629185, 1630466]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,1.0,Deck,1630466.0,,,,,,,,,,
592,PT03M47.00S,2021-10-31T02:36:39.6Z,4,REGULAR,steal,,[],1630466,,,1610612760,99,71,2021-10-31T02:36:44Z,5780000,,,0,,G. Deck STEAL (1 STL),[1630466],1610612760.0,OKC,,,,Deck,G. Deck,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M41.00S,2021-10-31T02:36:47.2Z,4,REGULAR,turnover,out-of-bounds,[],1630466,,,1610612760,99,71,2021-10-31T02:36:59Z,5790000,,,0,,G. Deck bad pass out-of-bounds TURNOVER (1 TO),[1630466],1610612760.0,OKC,bad pass,,,Deck,G. Deck,,,,,,,,,,,,1627524.0,1.0,,,,,,,,,,,,
594,PT03M32.00S,2021-10-31T02:37:07.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,23.866622864651774,87.00980392156863,1610612744,99,71,2021-10-31T02:37:18Z,5800000,-185.0,172.0,1,left,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
596,PT03M25.00S,2021-10-31T02:37:14.1Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,99,71,2021-10-31T02:37:18Z,5820000,,,0,,A. Pokusevski REBOUND (Off:0 Def:6),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,594.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
597,PT03M20.00S,2021-10-31T02:37:18.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629676,67.09921156373193,50.73529411764706,1610612760,99,71,2021-10-31T02:37:30Z,5830000,4.0,257.0,1,right,MISS I. Roby 25' 3PT,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
598,PT03M14.00S,2021-10-31T02:37:24.8Z,4,REGULAR,rebound,defensive,[],1629185,,,1610612744,99,71,2021-10-31T02:37:30Z,5840000,,,0,,C. Chiozza REBOUND (Off:1 Def:1),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,597.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
599,PT03M06.00S,2021-10-31T02:37:33.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,7.703679369250986,45.588235294117645,1610612744,99,71,2021-10-31T02:37:45Z,5850000,22.0,20.0,1,left,MISS M. Moody Layup,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
600,PT03M04.00S,2021-10-31T02:37:35.1Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,99,71,2021-10-31T02:37:45Z,5860000,,,0,,A. Pokusevski REBOUND (Off:0 Def:7),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,599.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
601,PT02M48.00S,2021-10-31T02:37:50.8Z,4,REGULAR,turnover,lost ball,[],1629676,,,1610612760,99,71,2021-10-31T02:37:56Z,5870000,,,0,,I. Roby lost ball TURNOVER (1 TO),"[1629676, 1630228]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,1.0,Kuminga,1630228.0,,,,,,,,,,
602,PT02M48.00S,2021-10-31T02:37:50.8Z,4,REGULAR,steal,,[],1630228,,,1610612744,99,71,2021-10-31T02:37:52Z,5880000,,,0,,J. Kuminga STEAL (1 STL),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M41.00S,2021-10-31T02:37:57.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629308,7.178055190538765,94.85294117647058,1610612744,99,71,2021-10-31T02:38:04Z,5890000,-224.0,15.0,1,left,MISS J. Toscano-Anderson 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,22.48,Missed,,,,,,,,,,,,,,,,,,,
604,PT02M36.00S,2021-10-31T02:38:02.9Z,4,REGULAR,rebound,defensive,[],1629676,,,1610612760,99,71,2021-10-31T02:38:04Z,5900000,,,0,,I. Roby REBOUND (Off:0 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,603.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
605,PT02M35.00S,2021-10-31T02:38:06.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,99,71,2021-10-31T02:38:06Z,5910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M32.00S,2021-10-31T02:38:25.5Z,4,REGULAR,turnover,bad pass,[],1630177,,,1610612760,99,71,2021-10-31T02:38:32Z,5920000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1629308]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,1.0,Toscano-Anderson,1629308.0,,,,,,,,,,
607,PT02M32.00S,2021-10-31T02:38:25.5Z,4,REGULAR,steal,,[],1629308,,,1610612744,99,71,2021-10-31T02:38:27Z,5930000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M21.00S,2021-10-31T02:38:37.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,26.888961892247043,18.137254901960784,1610612744,102,71,2021-10-31T02:38:42Z,5940000,159.0,200.0,1,left,J. Kuminga 25' 3PT  (3 PTS) (J. Toscano-Anderson 3 AST),"[1630228, 1629308]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.59,Made,,,,,3.0,,,,,J. Toscano-Anderson,1629308.0,3.0,,,,,,,
610,PT01M59.00S,2021-10-31T02:38:58.0Z,4,REGULAR,3pt,Jump Shot,[],1630466,89.70105124835742,95.34313725490196,1610612760,102,74,2021-10-31T02:39:03Z,5960000,227.0,44.0,1,right,G. Deck 3PT  (3 PTS) (T. Jerome 2 AST),"[1630466, 1629660]",1610612760.0,OKC,,,,Deck,G. Deck,,,,,23.1,Made,,,,,3.0,,,,,T. Jerome,1629660.0,2.0,,,,,,,
612,PT01M51.00S,2021-10-31T02:39:09.8Z,4,REGULAR,3pt,Jump Shot,[],1630228,25.18068331143233,85.5392156862745,1610612744,102,74,2021-10-31T02:39:17Z,5980000,-178.0,184.0,1,left,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
613,PT01M46.00S,2021-10-31T02:39:14.8Z,4,REGULAR,rebound,defensive,[],1629660,,,1610612760,102,74,2021-10-31T02:39:17Z,5990000,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,612.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
614,PT01M42.00S,2021-10-31T02:39:18.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630177,93.9060446780552,55.392156862745104,1610612760,102,74,2021-10-31T02:39:24Z,6000000,27.0,5.0,1,right,MISS T. Maledon Layup,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,,
615,PT01M40.00S,2021-10-31T02:39:20.4Z,4,REGULAR,rebound,defensive,[],1629185,,,1610612744,102,74,2021-10-31T02:39:24Z,6010000,,,0,,C. Chiozza REBOUND (Off:1 Def:2),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,614.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
616,PT01M37.00S,2021-10-31T02:39:23.5Z,4,REGULAR,turnover,bad pass,[],1627780,,,1610612744,102,74,2021-10-31T02:39:28Z,6020000,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1629660]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,1.0,Jerome,1629660.0,,,,,,,,,,
617,PT01M37.00S,2021-10-31T02:39:23.5Z,4,REGULAR,steal,,[],1629660,,,1610612760,102,74,2021-10-31T02:39:26Z,6030000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
