actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
425,PT04M32.00S,2022-11-02T01:10:08.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,84.83902759526939,57.35294117647059,1610612751,74,65,2022-11-02T01:10:11Z,4230000,37.0,90.0,1,right,K. Durant 9' pullup Jump Shot (26 PTS) (E. Sumner 3 AST),"[201142, 1628410]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,9.72,Made,,,,,,,26.0,E. Sumner,1628410.0,3.0,,,,,,,,
427,PT04M18.00S,2022-11-02T01:10:21.6Z,3,REGULAR,3pt,Jump Shot,[],1630245,29.122864651773984,21.813725490196077,1610612741,74,65,2022-11-02T01:10:30Z,4250000,141.0,221.0,1,left,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
428,PT04M14.00S,2022-11-02T01:10:25.6Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,74,65,2022-11-02T01:10:30Z,4260000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,,,427.0,1.0,1.0,0.0,,,,,,,,,,,,,,
429,PT04M04.00S,2022-11-02T01:10:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628410,92.9862023653088,50.73529411764706,1610612751,74,65,2022-11-02T01:10:43Z,4270000,4.0,13.0,1,right,MISS E. Sumner driving reverse Layup,[1628410],1610612751.0,BKN,driving reverse,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
430,PT03M59.00S,2022-11-02T01:10:41.8Z,3,REGULAR,rebound,offensive,[],1629139,,,1610612751,74,65,2022-11-02T01:10:43Z,4280000,,,0,,Y. Watanabe REBOUND (Off:1 Def:2),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,,,429.0,3.0,2.0,1.0,,,,,,,,,,,,,,
431,PT03M59.00S,2022-11-02T01:10:41.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629139,94.40999984741211,50.0,1610612751,76,65,2022-11-02T01:10:48Z,4290000,0.0,0.0,1,right,Y. Watanabe tip DUNK (7 PTS),[1629139],1610612751.0,BKN,tip,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,7.0,,,,,,,,,,,
432,PT03M47.00S,2022-11-02T01:10:53.1Z,3,REGULAR,3pt,Jump Shot,[],201609,6.652431011826544,97.30392156862744,1610612741,76,65,2022-11-02T01:12:01Z,4300000,-237.0,10.0,1,left,MISS G. Dragic 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
433,PT03M43.00S,2022-11-02T01:10:57.1Z,3,REGULAR,rebound,defensive,[],1628410,,,1610612751,76,65,2022-11-02T01:10:57Z,4310000,,,0,,E. Sumner REBOUND (Off:0 Def:1),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Left Corner 3,24+ Left,,,432.0,1.0,1.0,0.0,,,,,,,,,,,,,,
434,PT03M26.00S,2022-11-02T01:11:15.0Z,3,REGULAR,turnover,out-of-bounds,[],1628410,,,1610612751,76,65,2022-11-02T01:11:46Z,4320000,,,0,,E. Sumner bad pass out-of-bounds TURNOVER (1 TO),[1628410],1610612751.0,BKN,bad pass,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202058.0,1.0,,,,,,,,,,,,
435,PT03M26.00S,2022-11-02T01:11:17.8Z,3,REGULAR,substitution,out,[],1630172,,,1610612741,76,65,2022-11-02T01:11:28Z,4330000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M26.00S,2022-11-02T01:11:17.8Z,3,REGULAR,substitution,in,[],1627936,,,1610612741,76,65,2022-11-02T01:11:28Z,4340000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M14.00S,2022-11-02T01:11:51.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,23.73521681997372,53.92156862745098,1610612741,76,67,2022-11-02T01:11:58Z,4350000,-20.0,171.0,1,left,D. DeRozan 17' turnaround Jump Shot (16 PTS) (G. Dragic 2 AST),"[201942, 201609]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,17.17,Made,,,,,,,16.0,G. Dragic,201609.0,2.0,,,,,,,,
443,PT02M57.00S,2022-11-02T01:12:02.3Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,76,67,2022-11-02T01:13:38Z,4375000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (4 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,,203593.0,4.0,,,,,,,,,,,,
442,PT02M57.00S,2022-11-02T01:12:17.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,76,67,2022-11-02T01:13:17Z,4400000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M54.00S,2022-11-02T01:15:47.3Z,3,REGULAR,foul,personal,[],1630561,,,1610612741,76,67,2022-11-02T01:16:06Z,4410000,,,0,,D. Duke Jr. personal FOUL (2 PF),"[1630561, 201942]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,,2.0,0.0,DeRozan,201942.0,,,,
446,PT02M45.00S,2022-11-02T01:16:16.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612741,76,67,2022-11-02T01:16:31Z,4430000,,,0,,P. Mills personal FOUL (2 PF) (Caruso 2 FT),"[201988, 1627936]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Mid-Range,16-24 Right Center,,,,,,,202058.0,,,,,,2.0,0.0,Caruso,1627936.0,,,,
448,PT02M45.00S,2022-11-02T01:16:47.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627936,,,1610612741,76,68,2022-11-02T01:17:08Z,4450000,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
449,PT02M45.00S,2022-11-02T01:16:47.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627936,,,1610612741,76,68,2022-11-02T01:17:08Z,4460000,,,0,,MISS A. Caruso Free Throw 2 of 2,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
450,PT02M43.00S,2022-11-02T01:16:49.4Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,76,68,2022-11-02T01:17:08Z,4470000,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,449.0,7.0,7.0,0.0,,,,,,,,,,,,,,
451,PT02M24.00S,2022-11-02T01:17:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.2910643889619,38.970588235294116,1610612751,78,68,2022-11-02T01:17:33Z,4480000,-55.0,123.0,1,right,K. Durant 13' fadeaway Jump Shot (28 PTS) (E. Sumner 4 AST),"[201142, 1628410]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.51,Made,,,,,,,28.0,E. Sumner,1628410.0,4.0,,,,,,,,
452,PT02M07.00S,2022-11-02T01:17:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,11.12023653088042,58.57843137254902,1610612741,78,70,2022-11-02T01:17:45Z,4490000,-43.0,52.0,1,left,D. DeRozan 6' turnaround Jump Shot (18 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,,,,,,,18.0,,,,,,,,,,,
453,PT01M46.00S,2022-11-02T01:18:01.7Z,3,REGULAR,turnover,bad pass,[],1630561,,,1610612751,78,70,2022-11-02T01:18:10Z,4500000,,,0,,D. Duke Jr. bad pass TURNOVER (2 TO),"[1630561, 201942]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,DeRozan,201942.0,,
454,PT01M46.00S,2022-11-02T01:18:01.7Z,3,REGULAR,steal,,[],201942,,,1610612741,78,70,2022-11-02T01:18:03Z,4510000,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
455,PT01M42.00S,2022-11-02T01:18:06.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,6.652431011826544,2.696078431372549,1610612741,78,73,2022-11-02T01:18:14Z,4520000,237.0,10.0,1,left,A. Dosunmu 3PT running (13 PTS) (A. Caruso 2 AST),"[1630245, 1627936]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.67,Made,,,,,,,13.0,A. Caruso,1627936.0,2.0,,,,,,,,
457,PT01M40.00S,2022-11-02T01:18:12.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,78,73,2022-11-02T01:18:12Z,4540000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M40.00S,2022-11-02T01:19:13.1Z,3,REGULAR,substitution,out,[],1630561,,,1610612751,78,73,2022-11-02T01:19:31Z,4550000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M40.00S,2022-11-02T01:19:13.1Z,3,REGULAR,substitution,in,[],202681,,,1610612751,78,73,2022-11-02T01:19:31Z,4560000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M20.00S,2022-11-02T01:20:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.24901445466492,52.450980392156865,1610612751,80,73,2022-11-02T01:20:12Z,4570000,12.0,11.0,1,right,K. Durant driving Layup (30 PTS) (E. Sumner 5 AST),"[201142, 1628410]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,30.0,E. Sumner,1628410.0,5.0,,,,,,,,
463,PT01M05.00S,2022-11-02T01:20:21.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,16.770696452036795,46.81372549019608,1610612741,80,73,2022-11-02T01:20:28Z,4590000,16.0,105.0,1,left,MISS D. DeRozan 10' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,,,,,,,,,,,,,
465,PT01M02.00S,2022-11-02T01:20:24.2Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,80,73,2022-11-02T01:20:28Z,4610000,,,0,,K. Durant REBOUND (Off:0 Def:8),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,463.0,8.0,8.0,0.0,,,,,,,,,,,,,,
466,PT00M57.90S,2022-11-02T01:20:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629139,92.46057818659659,55.14705882352941,1610612751,80,73,2022-11-02T01:20:33Z,4620000,26.0,18.0,1,right,MISS Y. Watanabe running Layup,[1629139],1610612751.0,BKN,running,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
467,PT00M56.40S,2022-11-02T01:20:31.1Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,80,73,2022-11-02T01:20:33Z,4630000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,466.0,2.0,2.0,0.0,,,,,,,,,,,,,,
468,PT00M51.60S,2022-11-02T01:20:37.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,7.178055190538765,57.59803921568627,1610612741,80,73,2022-11-02T01:20:52Z,4640000,-38.0,15.0,1,left,MISS D. DeRozan driving Layup - blocked,"[201942, 1629139]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,Watanabe,1629139.0
469,PT00M51.60S,2022-11-02T01:20:37.7Z,3,REGULAR,block,,[],1629139,,,1610612741,80,73,2022-11-02T01:20:40Z,4650000,,,0,,Y. Watanabe BLOCK (2 BLK),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
470,PT00M51.60S,2022-11-02T01:20:37.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,80,73,2022-11-02T01:20:52Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,468.0,,,,,,,,,,,,,,,,,
472,PT00M43.40S,2022-11-02T01:21:12.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612741,80,73,2022-11-02T01:21:22Z,4680000,,,0,,P. Mills personal FOUL (3 PF) (Dragic 2 FT),"[201988, 201609]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Mid-Range,8-16 Right,,,,,,,201246.0,,,,,,3.0,0.0,Dragic,201609.0,,,,
474,PT00M43.40S,2022-11-02T01:21:37.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201609,,,1610612741,80,74,2022-11-02T01:21:37Z,4700000,,,0,,G. Dragic Free Throw 1 of 2 (14 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
475,PT00M43.40S,2022-11-02T01:21:54.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201609,,,1610612741,80,75,2022-11-02T01:21:54Z,4710000,,,0,,G. Dragic Free Throw 2 of 2 (15 PTS),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
476,PT00M27.00S,2022-11-02T01:22:11.4Z,3,REGULAR,3pt,Jump Shot,[],201988,91.80354796320631,3.1862745098039214,1610612751,80,75,2022-11-02T01:22:18Z,4720000,-234.0,25.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
477,PT00M25.60S,2022-11-02T01:22:12.8Z,3,REGULAR,rebound,offensive,[],1629139,,,1610612751,80,75,2022-11-02T01:22:21Z,4730000,,,0,,Y. Watanabe REBOUND (Off:2 Def:2),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Left Corner 3,24+ Left,,,476.0,4.0,2.0,2.0,,,,,,,,,,,,,,
478,PT00M13.30S,2022-11-02T01:22:25.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202681,90.3580814717477,39.950980392156865,1610612751,80,75,2022-11-02T01:22:29Z,4740000,-50.0,38.0,1,right,MISS K. Irving 6' driving Layup - blocked,"[202681, 201609]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,Dragic,201609.0
479,PT00M13.30S,2022-11-02T01:22:25.3Z,3,REGULAR,block,,[],201609,,,1610612751,80,75,2022-11-02T01:22:27Z,4750000,,,0,,G. Dragic BLOCK (1 BLK),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
480,PT00M11.30S,2022-11-02T01:22:27.3Z,3,REGULAR,rebound,defensive,[],201609,,,1610612741,80,75,2022-11-02T01:22:29Z,4760000,,,0,,G. Dragic REBOUND (Off:0 Def:2),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,478.0,2.0,2.0,0.0,,,,,,,,,,,,,,
481,PT00M00.00S,2022-11-02T01:22:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.850854139290407,61.029411764705884,1610612741,80,77,2022-11-02T01:23:44Z,4770000,-55.0,96.0,1,left,D. DeRozan 11' fadeaway Jump Shot (20 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,11.11,Made,,,,,,,20.0,,,,,,,,,,,
482,PT00M00.00S,2022-11-02T01:22:45.6Z,3,REGULAR,period,end,[],0,,,1610612751,80,77,2022-11-02T01:22:45Z,4780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,80,77,2022-11-02T01:25:56Z,4800000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,80,77,2022-11-02T01:25:56Z,4810000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,out,['startperiod'],201942,,,1610612751,80,77,2022-11-02T01:25:56Z,4820000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,out,['startperiod'],1630245,,,1610612751,80,77,2022-11-02T01:25:56Z,4830000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,in,['startperiod'],1626220,,,1610612751,80,77,2022-11-02T01:25:56Z,4840000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,80,77,2022-11-02T01:25:56Z,4850000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,in,['startperiod'],203897,,,1610612751,80,77,2022-11-02T01:25:56Z,4860000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-11-02T01:25:18.0Z,4,REGULAR,substitution,in,['startperiod'],1630172,,,1610612751,80,77,2022-11-02T01:25:56Z,4870000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-11-02T01:26:20.4Z,4,REGULAR,period,start,[],0,,,1610612741,80,77,2022-11-02T01:26:20Z,4880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT11M51.00S,2022-11-02T01:26:39.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,6.652431011826544,41.911764705882355,1610612741,80,77,2022-11-02T01:26:57Z,4900000,40.0,10.0,1,left,MISS D. Jones Jr. cutting Layup - blocked,"[1627884, 1628410]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,,,,Sumner,1628410.0
495,PT11M51.00S,2022-11-02T01:26:39.3Z,4,REGULAR,block,,[],1628410,,,1610612741,80,77,2022-11-02T01:26:43Z,4910000,,,0,,E. Sumner BLOCK (1 BLK),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
496,PT11M51.00S,2022-11-02T01:26:39.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,80,77,2022-11-02T01:26:48Z,4920000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,494.0,,,,,,,,,,,,,,,,,
498,PT11M42.00S,2022-11-02T01:26:56.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203897,21.895532194480946,33.57843137254902,1610612741,80,79,2022-11-02T01:27:01Z,4940000,82.0,153.0,1,left,Z. LaVine 17' step back Jump Shot (11 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,17.39,Made,,,,,,,11.0,,,,,,,,,,,
499,PT11M27.00S,2022-11-02T01:27:13.6Z,4,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,80,79,2022-11-02T01:27:19Z,4950000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (2 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,203593.0,2.0,,,,,,,,,,,,
500,PT11M14.00S,2022-11-02T01:27:35.9Z,4,REGULAR,foul,personal,['2freethrow'],202681,,,1610612741,80,79,2022-11-02T01:27:46Z,4960000,,,0,,K. Irving shooting personal FOUL (3 PF) (LaVine 2 FT),"[202681, 203897]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,,,,,,3.0,0.0,LaVine,203897.0,,,,
502,PT11M14.00S,2022-11-02T01:28:02.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,80,80,2022-11-02T01:28:02Z,4980000,,,0,,Z. LaVine Free Throw 1 of 2 (12 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
503,PT11M14.00S,2022-11-02T01:28:21.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,80,81,2022-11-02T01:28:21Z,4990000,,,0,,Z. LaVine Free Throw 2 of 2 (13 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
504,PT10M49.00S,2022-11-02T01:28:50.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628410,89.17542706964521,47.794117647058826,1610612751,80,81,2022-11-02T01:28:53Z,5000000,-11.0,49.0,1,right,MISS E. Sumner driving floating Shot,[1628410],1610612751.0,BKN,driving floating,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
505,PT10M46.00S,2022-11-02T01:28:53.0Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,80,81,2022-11-02T01:28:53Z,5010000,,,0,,Z. LaVine REBOUND (Off:1 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,504.0,3.0,2.0,1.0,,,,,,,,,,,,,,
506,PT10M41.00S,2022-11-02T01:28:57.0Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],203897,23.73521681997372,35.78431372549019,1610612741,80,81,2022-11-02T01:29:02Z,5020000,71.0,171.0,1,left,MISS Z. LaVine 18' pullup Shot,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,18.48,Missed,,,,,,,,,,,,,,,,,,
507,PT10M38.00S,2022-11-02T01:29:00.0Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,80,81,2022-11-02T01:29:02Z,5030000,,,0,,N. Claxton REBOUND (Off:0 Def:9),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,506.0,9.0,9.0,0.0,,,,,,,,,,,,,,
508,PT10M20.00S,2022-11-02T01:29:18.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,93.24901445466492,45.83333333333333,1610612751,82,81,2022-11-02T01:29:23Z,5040000,-21.0,11.0,1,right,K. Irving driving Layup (2 PTS) (R. O'Neale 2 AST),"[202681, 1626220]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,2.0,R. O'Neale,1626220.0,2.0,,,,,,,,
510,PT10M04.00S,2022-11-02T01:29:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201609,7.178055190538765,56.61764705882353,1610612741,82,81,2022-11-02T01:29:40Z,5060000,-33.0,15.0,1,left,MISS G. Dragic driving finger roll Layup,[201609],1610612741.0,CHI,driving finger roll,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
511,PT10M02.00S,2022-11-02T01:29:37.0Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,82,81,2022-11-02T01:29:40Z,5070000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,510.0,3.0,3.0,0.0,,,,,,,,,,,,,,
512,PT09M56.00S,2022-11-02T01:29:42.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629651,92.85479632063075,50.73529411764706,1610612751,84,81,2022-11-02T01:29:52Z,5080000,4.0,15.0,1,right,N. Claxton running Layup (9 PTS) (K. Irving 6 AST),"[1629651, 202681]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,9.0,K. Irving,202681.0,6.0,,,,,,,,
