actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
523,PT10M40.00S,2023-11-09T03:01:01.3Z,4,REGULAR,turnover,bad pass,[],1631106,,,1610612745,101,74,2023-11-09T03:01:06Z,5160000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1629060]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0
524,PT10M40.00S,2023-11-09T03:01:01.3Z,4,REGULAR,steal,,[],1629060,,,1610612747,101,74,2023-11-09T03:01:03Z,5170000,False,,,0,,R. Hachimura STEAL (2 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
525,PT10M33.00S,2023-11-09T03:01:07.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641793,91.80354796320631,3.1862745098039214,1610612747,101,74,2023-11-09T03:01:20Z,5180000,False,-234.0,25.0,1,right,MISS D. Hodge 3PT,[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
526,PT10M31.00S,2023-11-09T03:01:09.7Z,4,REGULAR,rebound,offensive,[],1630658,,,1610612747,101,74,2023-11-09T03:01:20Z,5190000,False,,,0,,C. Castleton REBOUND (Off:1 Def:0),[1630658],1610612747.0,LAL,,,,Castleton,C. Castleton,,,,,Left Corner 3,24+ Left,,,,,525.0,,1.0,0.0,1.0,,,,,,,,,,,
527,PT10M29.00S,2023-11-09T03:01:15.0Z,4,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612747,101,74,2023-11-09T03:01:28Z,5200000,False,,,0,,A. Holiday shooting personal FOUL (1 PF) (Reddish 2 FT),"[1628988, 1629629]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,1.0,0.0,Reddish,1629629.0,,,
529,PT10M29.00S,2023-11-09T03:01:36.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629629,,,1610612747,101,75,2023-11-09T03:01:36Z,5220000,False,,,0,,C. Reddish Free Throw 1 of 2 (1 PTS),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
530,PT10M29.00S,2023-11-09T03:01:48.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629629,,,1610612747,101,76,2023-11-09T03:01:48Z,5230000,False,,,0,,C. Reddish Free Throw 2 of 2 (2 PTS),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
531,PT10M13.00S,2023-11-09T03:02:06.3Z,4,REGULAR,2pt,Jump Shot,[],203493,23.866622864651774,22.794117647058822,1610612745,101,76,2023-11-09T03:02:13Z,5240000,False,136.0,172.0,1,left,MISS R. Bullock Jr. 21' pullup Shot,[203493],1610612745.0,HOU,pullup,,,Bullock Jr.,R. Bullock Jr.,,,,,Mid-Range,16-24 Right Center,21.91,Missed,,,,,,,,,,,,,,,,,,
532,PT10M12.00S,2023-11-09T03:02:07.3Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,101,76,2023-11-09T03:02:13Z,5250000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:5),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,,,,,531.0,,6.0,5.0,1.0,,,,,,,,,,,
533,PT10M05.00S,2023-11-09T03:02:13.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,75.50919842312747,12.745098039215685,1610612747,101,76,2023-11-09T03:02:24Z,5260000,False,-186.0,178.0,1,right,MISS C. Reddish 25' 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
534,PT10M04.00S,2023-11-09T03:02:14.8Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612745,101,76,2023-11-09T03:02:24Z,5270000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,533.0,,1.0,1.0,0.0,,,,,,,,,,,
535,PT09M54.00S,2023-11-09T03:02:24.5Z,4,REGULAR,3pt,Jump Shot,[],1628988,27.151773981603156,79.41176470588235,1610612745,104,76,2023-11-09T03:17:06Z,5280000,False,-147.0,203.0,1,left,A. Holiday 25' 3PT step back (3 PTS),[1628988],1610612745.0,HOU,step back,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,25.05,Made,,,,3.0,,,,,,,,,,,,,,
536,PT09M40.00S,2023-11-09T03:02:38.8Z,4,REGULAR,2pt,Jump Shot,[],1629060,79.97700394218134,22.794117647058822,1610612747,104,78,2023-11-09T03:02:43Z,5290000,False,-136.0,136.0,1,right,R. Hachimura 19' step back Jump Shot (20 PTS),[1629060],1610612747.0,LAL,step back,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,19.21,Made,,,,20.0,,,,,,,,,,,,,,
537,PT09M19.00S,2023-11-09T03:02:59.5Z,4,REGULAR,3pt,Jump Shot,[],203493,8.754927726675426,3.431372549019608,1610612745,107,78,2023-11-09T03:03:06Z,5300000,False,233.0,30.0,1,left,R. Bullock Jr. 3PT  (3 PTS) (T. Eason 2 AST),"[203493, 1631106]",1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Right Corner 3,24+ Right,23.47,Made,,,,3.0,,,,T. Eason,1631106.0,2.0,,,,,,,,
539,PT09M04.00S,2023-11-09T03:03:15.0Z,4,REGULAR,3pt,Jump Shot,[],1631108,71.43561103810775,74.26470588235294,1610612747,107,78,2023-11-09T03:03:23Z,5320000,False,121.0,216.0,1,right,MISS M. Christie 24' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,24.77,Missed,,,,,,,,,,,,,,,,,,
540,PT09M01.00S,2023-11-09T03:03:18.0Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,107,78,2023-11-09T03:03:23Z,5330000,False,,,0,,T. Eason REBOUND (Off:3 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,539.0,,7.0,4.0,3.0,,,,,,,,,,,
541,PT08M50.00S,2023-11-09T03:03:28.3Z,4,REGULAR,2pt,Jump Shot,[],1628988,22.28975032851511,46.81372549019608,1610612745,109,78,2023-11-09T03:03:38Z,5340000,False,16.0,157.0,1,left,A. Holiday 15' driving floating Jump Shot (5 PTS),[1628988],1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Center,15.78,Made,,,,5.0,,,,,,,,,,,,,,
542,PT08M30.00S,2023-11-09T03:03:48.1Z,4,REGULAR,2pt,Jump Shot,[],1629060,93.24901445466492,87.00980392156863,1610612747,109,80,2023-11-09T03:03:54Z,5350000,False,185.0,11.0,1,right,R. Hachimura 18' Jump Shot (22 PTS) (D. Hodge 1 AST),"[1629060, 1641793]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right,18.53,Made,,,,22.0,,,,D. Hodge,1641793.0,1.0,,,,,,,,
544,PT08M09.00S,2023-11-09T03:04:09.5Z,4,REGULAR,3pt,Jump Shot,[],1629111,28.597240473061763,20.833333333333336,1610612745,109,80,2023-11-09T03:04:16Z,5370000,False,146.0,216.0,1,left,MISS J. Landale 26' 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
545,PT08M08.00S,2023-11-09T03:04:10.5Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,109,80,2023-11-09T03:04:16Z,5380000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:6),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,544.0,,7.0,6.0,1.0,,,,,,,,,,,
546,PT07M58.00S,2023-11-09T03:04:21.2Z,4,REGULAR,3pt,Jump Shot,[],1631108,89.30683311432325,4.411764705882353,1610612747,109,80,2023-11-09T03:04:29Z,5390000,False,-228.0,48.0,1,right,MISS M. Christie 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
547,PT07M57.00S,2023-11-09T03:04:22.2Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,109,80,2023-11-09T03:04:29Z,5400000,False,,,0,,T. Eason REBOUND (Off:3 Def:5),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,,,546.0,,8.0,5.0,3.0,,,,,,,,,,,
570,PT07M52.00S,2023-11-09T03:04:32.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.5722733245729295,46.07843137254902,1610612745,109,80,2023-11-09T03:09:16Z,5425000,False,20.0,19.0,1,left,MISS T. Eason driving Layup - blocked,"[1631106, 1641793]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.71,Missed,Hodge,1641793.0,,,,,,,,,,,,,,,,
571,PT07M52.00S,2023-11-09T03:04:32.6Z,4,REGULAR,block,,[],1641793,,,1610612745,109,80,2023-11-09T03:09:16Z,5427500,False,,,0,,D. Hodge BLOCK (1 BLK),[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
572,PT07M51.00S,2023-11-09T03:04:33.6Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,109,80,2023-11-09T03:09:16Z,5428750,False,,,0,,R. Hachimura REBOUND (Off:1 Def:7),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,570.0,,8.0,7.0,1.0,,,,,,,,,,,
550,PT07M48.00S,2023-11-09T03:04:36.6Z,4,REGULAR,foul,personal,[],1628988,,,1610612747,109,80,2023-11-09T03:09:16Z,5430000,False,,,0,,A. Holiday personal FOUL (2 PF),"[1628988, 1629060]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202027.0,2.0,0.0,Hachimura,1629060.0,,,
552,PT07M48.00S,2023-11-09T03:04:49.9Z,4,REGULAR,substitution,out,[],1630256,,,1610612747,109,80,2023-11-09T03:09:16Z,5450000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M48.00S,2023-11-09T03:04:49.9Z,4,REGULAR,substitution,out,[],1641793,,,1610612747,109,80,2023-11-09T03:09:16Z,5460000,False,,,0,,SUB out: D. Hodge,[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M48.00S,2023-11-09T03:04:49.9Z,4,REGULAR,substitution,in,[],1631466,,,1610612747,109,80,2023-11-09T03:09:16Z,5470000,False,,,0,,SUB in: N. Williams,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M48.00S,2023-11-09T03:04:49.9Z,4,REGULAR,substitution,in,[],1641721,,,1610612747,109,80,2023-11-09T03:09:16Z,5480000,False,,,0,,SUB in: M. Lewis,[1641721],1610612747.0,LAL,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M40.00S,2023-11-09T03:05:06.9Z,4,REGULAR,2pt,Jump Shot,[],1629629,79.31997371879106,69.6078431372549,1610612747,109,80,2023-11-09T03:09:16Z,5490000,False,98.0,142.0,1,right,MISS C. Reddish 17' Jump Shot,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Right Center,17.25,Missed,,,,,,,,,,,,,,,,,,
557,PT07M38.00S,2023-11-09T03:05:08.9Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612745,109,80,2023-11-09T03:05:16Z,5500000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,,,556.0,,1.0,1.0,0.0,,,,,,,,,,,
558,PT07M25.00S,2023-11-09T03:05:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.046649145860711,45.09803921568628,1610612745,109,80,2023-11-09T03:05:31Z,5510000,False,25.0,14.0,1,left,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
559,PT07M24.00S,2023-11-09T03:05:22.0Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,109,80,2023-11-09T03:05:31Z,5520000,False,,,0,,T. Eason REBOUND (Off:4 Def:5),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,558.0,,9.0,5.0,4.0,,,,,,,,,,,
560,PT07M24.00S,2023-11-09T03:05:23.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631106,5.590000152587891,50.0,1610612745,111,80,2023-11-09T03:05:37Z,5530000,False,0.0,0.0,1,left,T. Eason tip Layup (7 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Made,,,,7.0,,,,,,,,,,,,,,
561,PT07M11.00S,2023-11-09T03:05:36.3Z,4,REGULAR,2pt,Jump Shot,[],1629060,79.31997371879106,32.84313725490196,1610612747,111,82,2023-11-09T03:05:42Z,5540000,False,-86.0,142.0,1,right,R. Hachimura 16' Jump Shot (24 PTS) (C. Castleton 1 AST),"[1629060, 1630658]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,16.58,Made,,,,24.0,,,,C. Castleton,1630658.0,1.0,,,,,,,,
563,PT06M46.00S,2023-11-09T03:06:00.3Z,4,REGULAR,2pt,Jump Shot,[],1631106,22.158344283837057,19.362745098039216,1610612745,113,82,2023-11-09T03:06:05Z,5560000,False,153.0,156.0,1,left,T. Eason 21' pullup Jump Shot (9 PTS) (R. Bullock Jr. 1 AST),"[1631106, 203493]",1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,21.85,Made,,,,9.0,,,,R. Bullock Jr.,203493.0,1.0,,,,,,,,
565,PT06M29.00S,2023-11-09T03:06:17.3Z,4,REGULAR,2pt,Jump Shot,[],1631108,78.66294349540078,48.77450980392157,1610612747,113,82,2023-11-09T03:06:24Z,5580000,False,-6.0,148.0,1,right,MISS M. Christie 14' pullup Shot,[1631108],1610612747.0,LAL,pullup,,,Christie,M. Christie,,,,,Mid-Range,8-16 Center,14.82,Missed,,,,,,,,,,,,,,,,,,
566,PT06M27.00S,2023-11-09T03:06:19.3Z,4,REGULAR,rebound,defensive,[],203493,,,1610612745,113,82,2023-11-09T03:06:24Z,5590000,False,,,0,,R. Bullock Jr. REBOUND (Off:0 Def:1),[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Mid-Range,8-16 Center,,,,,565.0,,1.0,1.0,0.0,,,,,,,,,,,
567,PT06M20.00S,2023-11-09T03:06:31.9Z,4,REGULAR,turnover,bad pass,[],1631106,,,1610612745,113,82,2023-11-09T03:06:52Z,5600000,False,,,0,,T. Eason bad pass TURNOVER (2 TO),"[1631106, 1629629]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,2.0,Reddish,1629629.0
568,PT06M20.00S,2023-11-09T03:06:31.9Z,4,REGULAR,steal,,[],1629629,,,1610612747,113,82,2023-11-09T03:06:35Z,5610000,False,,,0,,C. Reddish STEAL (2 STL),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
569,PT06M17.00S,2023-11-09T03:06:40.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,113,82,2023-11-09T03:06:40Z,5620000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT06M17.00S,2023-11-09T03:08:55.2Z,4,REGULAR,substitution,out,[],1631106,,,1610612747,113,82,2023-11-09T03:09:25Z,5630000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M17.00S,2023-11-09T03:08:55.2Z,4,REGULAR,substitution,out,[],1629060,,,1610612747,113,82,2023-11-09T03:09:25Z,5640000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M17.00S,2023-11-09T03:08:55.2Z,4,REGULAR,substitution,in,[],1626246,,,1610612747,113,82,2023-11-09T03:09:25Z,5650000,False,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M17.00S,2023-11-09T03:08:55.2Z,4,REGULAR,substitution,in,[],1641793,,,1610612747,113,82,2023-11-09T03:09:25Z,5660000,False,,,0,,SUB in: D. Hodge,[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M05.00S,2023-11-09T03:09:43.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630658,94.69448094612353,49.26470588235294,1610612747,113,84,2023-11-09T03:09:51Z,5670000,False,-4.0,-3.0,1,right,C. Castleton cutting DUNK (2 PTS) (M. Christie 2 AST),"[1630658, 1631108]",1610612747.0,LAL,cutting,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,0.45,Made,,,,2.0,,,,M. Christie,1631108.0,2.0,,,,,,,,
579,PT05M49.00S,2023-11-09T03:09:59.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,17.16491458607096,37.745098039215684,1610612745,115,84,2023-11-09T03:10:07Z,5690000,False,61.0,109.0,1,left,A. Holiday 12' driving floating Jump Shot (7 PTS),[1628988],1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,12.5,Made,,,,7.0,,,,,,,,,,,,,,
580,PT05M25.00S,2023-11-09T03:10:22.7Z,4,REGULAR,2pt,Jump Shot,[],1631108,76.03482260183968,41.42156862745098,1610612747,115,84,2023-11-09T03:10:29Z,5700000,False,-43.0,173.0,1,right,MISS M. Christie 17' pullup Shot,[1631108],1610612747.0,LAL,pullup,,,Christie,M. Christie,,,,,Mid-Range,16-24 Center,17.8,Missed,,,,,,,,,,,,,,,,,,
581,PT05M25.00S,2023-11-09T03:10:22.7Z,4,REGULAR,rebound,defensive,[],1626246,,,1610612745,115,84,2023-11-09T03:10:29Z,5710000,False,,,0,,B. Marjanovic REBOUND (Off:0 Def:1),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,Mid-Range,16-24 Center,,,,,580.0,,1.0,1.0,0.0,,,,,,,,,,,
582,PT05M11.00S,2023-11-09T03:10:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,9.411957950065702,57.84313725490197,1610612745,115,84,2023-11-09T03:10:43Z,5720000,False,-39.0,36.0,1,left,MISS N. Williams driving Layup,[1631466],1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
583,PT05M10.00S,2023-11-09T03:10:37.9Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612747,115,84,2023-11-09T03:10:43Z,5730000,False,,,0,,M. Christie REBOUND (Off:1 Def:6),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,582.0,,7.0,6.0,1.0,,,,,,,,,,,
584,PT05M04.00S,2023-11-09T03:10:44.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629629,92.9862023653088,53.92156862745098,1610612747,115,86,2023-11-09T03:10:54Z,5740000,False,20.0,13.0,1,right,C. Reddish driving Layup (4 PTS) (M. Christie 3 AST),"[1629629, 1631108]",1610612747.0,LAL,driving,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,2.37,Made,,,,4.0,,,,M. Christie,1631108.0,3.0,,,,,,,,
586,PT04M45.00S,2023-11-09T03:11:03.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,7.178055190538765,52.20588235294118,1610612745,117,86,2023-11-09T03:11:08Z,5760000,False,-11.0,15.0,1,left,N. Williams driving reverse Layup (2 PTS) (A. Holiday 3 AST),"[1631466, 1628988]",1610612745.0,HOU,driving reverse,,,Williams,N. Williams,,,,,Restricted Area,0-8 Center,1.86,Made,,,,2.0,,,,A. Holiday,1628988.0,3.0,,,,,,,,
588,PT04M32.00S,2023-11-09T03:11:20.7Z,4,REGULAR,foul,technical,['1freethrow'],203493,,,1610612747,117,86,2023-11-09T03:11:29Z,5780000,False,,,0,,R. Bullock Jr. defensive-3-second technical FOUL (1 Tech),[203493],1610612745.0,HOU,defensive-3-second,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,1626300.0,0.0,1.0,,,,,
589,PT04M32.00S,2023-11-09T03:11:43.4Z,4,REGULAR,freethrow,1 of 1,[],1631108,,,1610612747,117,86,2023-11-09T03:11:43Z,5790000,False,,,0,,MISS M. Christie technical Free Throw 1 of 1,[1631108],1610612747.0,LAL,technical,,,Christie,M. Christie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
590,PT04M32.00S,2023-11-09T03:11:43.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,117,86,2023-11-09T03:11:43Z,5800000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,589.0,,,,,,,,,,,,,,,
591,PT04M27.00S,2023-11-09T03:12:15.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,83.26215505913272,55.14705882352941,1610612747,117,88,2023-11-09T03:12:21Z,5810000,False,26.0,105.0,1,right,C. Reddish 10' driving floating Jump Shot (6 PTS),[1629629],1610612747.0,LAL,driving floating,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,10.79,Made,,,,6.0,,,,,,,,,,,,,,
592,PT04M07.00S,2023-11-09T03:12:35.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626246,9.149145860709593,48.77450980392157,1610612745,119,88,2023-11-09T03:12:42Z,5820000,False,6.0,34.0,1,left,B. Marjanovic DUNK (2 PTS) (N. Williams 1 AST),"[1626246, 1631466]",1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,Restricted Area,0-8 Center,3.41,Made,,,,2.0,,,,N. Williams,1631466.0,1.0,,,,,,,,
594,PT03M54.00S,2023-11-09T03:12:48.5Z,4,REGULAR,2pt,Jump Shot,[],1641793,77.87450722733246,68.87254901960785,1610612747,119,90,2023-11-09T03:12:54Z,5840000,False,94.0,155.0,1,right,D. Hodge 18' pullup Jump Shot (2 PTS) (C. Castleton 2 AST),"[1641793, 1630658]",1610612747.0,LAL,pullup,,,Hodge,D. Hodge,,,,,Mid-Range,16-24 Right Center,18.19,Made,,,,2.0,,,,C. Castleton,1630658.0,2.0,,,,,,,,
596,PT03M35.00S,2023-11-09T03:13:07.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,8.229303547963205,53.92156862745098,1610612745,121,90,2023-11-09T03:13:14Z,5860000,False,-20.0,25.0,1,left,N. Williams driving reverse Layup (4 PTS),[1631466],1610612745.0,HOU,driving reverse,,,Williams,N. Williams,,,,,Restricted Area,0-8 Center,3.17,Made,,,,4.0,,,,,,,,,,,,,,
597,PT03M25.00S,2023-11-09T03:13:18.7Z,4,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612747,121,90,2023-11-09T03:13:28Z,5870000,False,,,0,,A. Holiday shooting personal FOUL (3 PF) (Reddish 2 FT),"[1628988, 1629629]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,3.0,0.0,Reddish,1629629.0,,,
599,PT03M25.00S,2023-11-09T03:13:50.4Z,4,REGULAR,freethrow,1 of 2,[],1629629,,,1610612747,121,90,2023-11-09T03:13:50Z,5890000,False,,,0,,MISS C. Reddish Free Throw 1 of 2,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
600,PT03M25.00S,2023-11-09T03:13:50.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,121,90,2023-11-09T03:13:50Z,5900000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,599.0,,,,,,,,,,,,,,,
601,PT03M25.00S,2023-11-09T03:13:59.0Z,4,REGULAR,freethrow,2 of 2,[],1629629,,,1610612747,121,91,2023-11-09T03:13:59Z,5910000,False,,,0,,C. Reddish Free Throw 2 of 2 (7 PTS),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
602,PT03M22.00S,2023-11-09T03:14:11.7Z,4,REGULAR,foul,personal,[],1641793,,,1610612745,121,91,2023-11-09T03:14:21Z,5920000,False,,,0,,D. Hodge personal FOUL (1 PF),"[1641793, 1628988]",1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202027.0,1.0,0.0,Holiday,1628988.0,,,
604,PT03M12.00S,2023-11-09T03:14:30.8Z,4,REGULAR,3pt,Jump Shot,[],1631466,8.886333771353483,2.941176470588235,1610612745,121,91,2023-11-09T03:14:37Z,5940000,False,235.0,31.0,1,left,MISS N. Williams 3PT,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
605,PT03M11.00S,2023-11-09T03:14:31.8Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612747,121,91,2023-11-09T03:14:37Z,5950000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,,,,,604.0,,1.0,1.0,0.0,,,,,,,,,,,
