actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
521,PT06M54.00S,2022-10-22T01:04:49.5Z,4,REGULAR,substitution,out,[],1627936,,,1610612764,88,83,2022-10-22T01:06:24Z,5090000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT06M54.00S,2022-10-22T01:04:49.5Z,4,REGULAR,substitution,in,[],1628398,,,1610612764,88,83,2022-10-22T01:06:24Z,5100000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT06M54.00S,2022-10-22T01:04:49.5Z,4,REGULAR,substitution,in,[],201942,,,1610612764,88,83,2022-10-22T01:06:24Z,5110000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M54.00S,2022-10-22T01:04:49.5Z,4,REGULAR,substitution,in,[],202696,,,1610612764,88,83,2022-10-22T01:06:24Z,5120000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M39.00S,2022-10-22T01:06:56.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204001,25.804862023653087,16.17647058823529,1610612764,88,83,2022-10-22T01:07:00Z,5130000,169.0,190.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,
526,PT06M36.00S,2022-10-22T01:06:59.4Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,88,83,2022-10-22T01:07:00Z,5140000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,525.0,3.0,3.0,0.0,,,,,,,,,
527,PT06M32.00S,2022-10-22T01:07:06.7Z,4,REGULAR,foul,personal,['2freethrow'],1628398,,,1610612741,88,83,2022-10-22T01:07:14Z,5150000,,,0,,K. Kuzma shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628398, 201942]",1610612764.0,WAS,1627534.0,shooting,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,
529,PT06M32.00S,2022-10-22T01:07:31.9Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,88,83,2022-10-22T01:07:31Z,5170000,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,
530,PT06M32.00S,2022-10-22T01:07:31.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,88,83,2022-10-22T01:07:31Z,5180000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,
531,PT06M32.00S,2022-10-22T01:07:32.6Z,4,REGULAR,substitution,out,[],203115,,,1610612741,88,83,2022-10-22T01:07:36Z,5190000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT06M32.00S,2022-10-22T01:07:32.6Z,4,REGULAR,substitution,in,[],1630166,,,1610612741,88,83,2022-10-22T01:07:36Z,5200000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT06M32.00S,2022-10-22T01:07:51.4Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,88,84,2022-10-22T01:07:51Z,5210000,,,0,,D. DeRozan Free Throw 2 of 2 (21 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,
534,PT06M19.00S,2022-10-22T01:08:07.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.539421813403408,49.754901960784316,1610612764,90,84,2022-10-22T01:15:48Z,5220000,1.0,18.0,1,left,B. Beal driving Layup (13 PTS) (D. Wright 4 AST),"[203078, 1626153]",1610612764.0,WAS,,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.84,Made,13.0,D. Wright,1626153.0,4.0,,,,,,,,,,,,,
581,PT06M07.00S,2022-10-22T01:08:13.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.34954007884363,49.486825980392155,1610612741,90,84,2022-10-22T01:20:10Z,5235000,-3.0,1.0,1,right,MISS D. DeRozan driving Layup - blocked,"[201942, 1630166]",1610612741.0,CHI,,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,0.27,Missed,,,,,,,,,,,,,Avdija,1630166.0,,,
582,PT06M07.00S,2022-10-22T01:08:13.3Z,4,REGULAR,block,,[],1630166,,,1610612741,90,84,2022-10-22T01:20:10Z,5237500,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
583,PT06M07.00S,2022-10-22T01:08:13.3Z,4,REGULAR,rebound,offensive,[],1630172,,,1610612741,90,84,2022-10-22T01:20:10Z,5238750,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,581.0,1.0,0.0,1.0,,,,,,,,,
536,PT06M07.00S,2022-10-22T01:08:19.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,88.35413929040736,52.450980392156865,1610612741,90,84,2022-10-22T01:20:10Z,5240000,12.0,57.0,1,right,MISS P. Williams putback Layup,[1630172],1610612741.0,CHI,,putback,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,
537,PT06M07.00S,2022-10-22T01:08:19.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,90,84,2022-10-22T01:19:18Z,5250000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,536.0,,,,,,,,,,,,
538,PT06M07.00S,2022-10-22T01:08:27.7Z,4,REGULAR,substitution,out,[],1626153,,,1610612764,90,84,2022-10-22T01:08:34Z,5252500,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M07.00S,2022-10-22T01:08:27.7Z,4,REGULAR,substitution,in,[],1628420,,,1610612764,90,84,2022-10-22T01:08:34Z,5253750,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT05M55.00S,2022-10-22T01:08:50.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.722076215505908,48.529411764705884,1610612764,90,84,2022-10-22T01:20:16Z,5280000,7.0,29.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,
541,PT05M55.00S,2022-10-22T01:08:50.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612741,90,84,2022-10-22T01:08:55Z,5290000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,540.0,,,,,,,,,,,,
542,PT05M45.00S,2022-10-22T01:09:16.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,79.94415243101183,47.05882352941176,1610612741,90,84,2022-10-22T01:09:20Z,5300000,-15.0,136.0,1,right,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,13.68,Missed,,,,,,,,,,,,,,,,,
543,PT05M43.00S,2022-10-22T01:09:18.9Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,90,84,2022-10-22T01:09:20Z,5310000,,,0,,D. Avdija REBOUND (Off:0 Def:9),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,542.0,9.0,9.0,0.0,,,,,,,,,
544,PT05M23.00S,2022-10-22T01:09:38.3Z,4,REGULAR,2pt,Jump Shot,[],1628398,13.978318002628114,72.05882352941177,1610612764,90,84,2022-10-22T01:09:42Z,5320000,-110.0,79.0,1,left,MISS K. Kuzma 13' fadeaway Shot,[1628398],1610612764.0,WAS,,fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,13.56,Missed,,,,,,,,,,,,,,,,,
545,PT05M21.00S,2022-10-22T01:09:40.3Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,90,84,2022-10-22T01:09:42Z,5330000,,,0,,A. Dosunmu REBOUND (Off:1 Def:4),[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,,,,,544.0,5.0,4.0,1.0,,,,,,,,,
546,PT05M14.00S,2022-10-22T01:09:47.4Z,4,REGULAR,3pt,Jump Shot,[],202696,66.5407358738502,51.96078431372549,1610612741,90,84,2022-10-22T01:09:50Z,5340000,10.0,262.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,
547,PT05M12.00S,2022-10-22T01:09:49.4Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612764,90,84,2022-10-22T01:09:50Z,5350000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,546.0,3.0,3.0,0.0,,,,,,,,,
548,PT04M54.00S,2022-10-22T01:10:09.1Z,4,REGULAR,foul,personal,['3freethrow'],1630245,,,1610612764,90,84,2022-10-22T01:10:32Z,5360000,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Kuzma 3 FT),"[1630245, 1628398]",1610612741.0,CHI,2003.0,shooting,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,3.0,0.0,Kuzma,1628398.0,,,,,
550,PT04M54.00S,2022-10-22T01:10:43.7Z,4,REGULAR,freethrow,1 of 3,[],1628398,,,1610612764,91,84,2022-10-22T01:10:43Z,5380000,,,0,,K. Kuzma Free Throw 1 of 3 (24 PTS),[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,
551,PT04M54.00S,2022-10-22T01:11:03.4Z,4,REGULAR,freethrow,2 of 3,[],1628398,,,1610612764,92,84,2022-10-22T01:11:03Z,5390000,,,0,,K. Kuzma Free Throw 2 of 3 (25 PTS),[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,
552,PT04M54.00S,2022-10-22T01:11:04.6Z,4,REGULAR,substitution,out,[],1630245,,,1610612764,92,84,2022-10-22T01:11:13Z,5400000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT04M54.00S,2022-10-22T01:11:04.6Z,4,REGULAR,substitution,out,[],1630172,,,1610612764,92,84,2022-10-22T01:11:13Z,5410000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT04M54.00S,2022-10-22T01:11:04.6Z,4,REGULAR,substitution,in,[],201609,,,1610612764,92,84,2022-10-22T01:11:13Z,5420000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT04M54.00S,2022-10-22T01:11:04.6Z,4,REGULAR,substitution,in,[],1627936,,,1610612764,92,84,2022-10-22T01:11:13Z,5430000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT04M54.00S,2022-10-22T01:11:33.6Z,4,REGULAR,freethrow,3 of 3,[],1628398,,,1610612764,93,84,2022-10-22T01:11:33Z,5440000,,,0,,K. Kuzma Free Throw 3 of 3 (26 PTS),[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,
557,PT04M43.00S,2022-10-22T01:11:51.2Z,4,REGULAR,2pt,Jump Shot,[],201942,76.65900131406045,49.754901960784316,1610612741,93,86,2022-10-22T01:11:56Z,5450000,-1.0,167.0,1,right,D. DeRozan 16' pullup Jump Shot (23 PTS),[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,16.69,Made,23.0,,,,,,,,,,,,,,,,
558,PT04M28.00S,2022-10-22T01:12:05.6Z,4,REGULAR,2pt,Jump Shot,[],204001,21.20565045992116,51.470588235294116,1610612764,93,86,2022-10-22T01:23:36Z,5460000,-7.0,147.0,1,left,MISS K. Porzingis 14' step back Shot,[204001],1610612764.0,WAS,,step back,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,14.7,Missed,,,,,,,,,,,,,,,,,
559,PT04M25.00S,2022-10-22T01:12:08.6Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,93,86,2022-10-22T01:12:10Z,5470000,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Center,,,,,,,558.0,3.0,3.0,0.0,,,,,,,,,
560,PT04M18.00S,2022-10-22T01:12:17.2Z,4,REGULAR,foul,personal,['2freethrow'],204001,,,1610612741,93,86,2022-10-22T01:12:28Z,5480000,,,0,,K. Porzingis shooting personal FOUL (5 PF) (Vucevic 2 FT),"[204001, 202696]",1610612764.0,WAS,101283.0,shooting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,5.0,0.0,Vucevic,202696.0,,,,,
562,PT04M18.00S,2022-10-22T01:12:51.5Z,4,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,93,87,2022-10-22T01:12:51Z,5500000,,,0,,N. Vucevic Free Throw 1 of 2 (21 PTS),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,
563,PT04M18.00S,2022-10-22T01:13:09.0Z,4,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,93,88,2022-10-22T01:13:09Z,5510000,,,0,,N. Vucevic Free Throw 2 of 2 (22 PTS),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,
564,PT04M04.00S,2022-10-22T01:13:25.2Z,4,REGULAR,3pt,Jump Shot,[],1630166,18.446123521681997,6.127450980392155,1610612764,96,88,2022-10-22T01:13:29Z,5520000,219.0,121.0,1,left,D. Avdija 25' 3PT  (6 PTS) (B. Beal 8 AST),"[1630166, 203078]",1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.05,Made,6.0,B. Beal,203078.0,8.0,,,,,,,,,,,,,
566,PT03M45.00S,2022-10-22T01:13:45.3Z,4,REGULAR,2pt,Jump Shot,[],201942,77.973061760841,71.07843137254902,1610612741,96,88,2022-10-22T01:13:51Z,5540000,105.0,155.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,18.71,Missed,,,,,,,,,,,,,,,,,
567,PT03M45.00S,2022-10-22T01:13:50.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,96,88,2022-10-22T01:13:50Z,5550000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,566.0,,,,,,,,,,,,
568,PT03M36.00S,2022-10-22T01:14:13.2Z,4,REGULAR,foul,technical,['1freethrow'],1628398,,,1610612741,96,88,2022-10-22T01:14:27Z,5560000,,,0,,K. Kuzma defensive-3-second technical FOUL (1 Tech),[1628398],1610612764.0,WAS,2003.0,defensive-3-second,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,1.0,,,,,,,
569,PT03M36.00S,2022-10-22T01:14:32.3Z,4,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,96,89,2022-10-22T01:14:32Z,5570000,,,0,,D. DeRozan technical Free Throw 1 of 1 (24 PTS),[201942],1610612741.0,CHI,,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,
570,PT03M29.00S,2022-10-22T01:14:55.2Z,4,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612741,96,89,2022-10-22T01:15:11Z,5580000,,,0,,D. Avdija shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1630166, 201942]",1610612764.0,WAS,2003.0,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,DeRozan,201942.0,,,,,
572,PT03M29.00S,2022-10-22T01:15:23.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612741,96,90,2022-10-22T01:15:23Z,5600000,,,0,,D. DeRozan Free Throw 1 of 2 (25 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,
573,PT03M29.00S,2022-10-22T01:15:40.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612741,96,91,2022-10-22T01:15:40Z,5610000,,,0,,D. DeRozan Free Throw 2 of 2 (26 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,
574,PT03M24.00S,2022-10-22T01:15:55.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,96,91,2022-10-22T01:16:01Z,5620000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M15.00S,2022-10-22T01:18:55.1Z,4,REGULAR,2pt,Jump Shot,[],203078,20.68002628120894,48.529411764705884,1610612764,98,91,2022-10-22T01:25:30Z,5630000,7.0,142.0,1,left,B. Beal 14' turnaround Jump Shot (15 PTS) (D. Avdija 4 AST),"[203078, 1630166]",1610612764.0,WAS,,turnaround,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,14.21,Made,15.0,D. Avdija,1630166.0,4.0,,,,,,,,,,,,,
580,PT03M14.00S,2022-10-22T01:19:02.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,98,91,2022-10-22T01:19:02Z,5650000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M01.00S,2022-10-22T01:20:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,91.32720105124835,49.877450980392155,1610612741,98,91,2022-10-22T01:25:54Z,5660000,-1.0,29.0,1,right,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,
586,PT03M00.00S,2022-10-22T01:20:43.1Z,4,REGULAR,rebound,offensive,[],201942,,,1610612741,98,91,2022-10-22T01:25:54Z,5670000,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,585.0,4.0,3.0,1.0,,,,,,,,,
588,PT02M51.00S,2022-10-22T01:21:08.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612741,98,91,2022-10-22T01:21:18Z,5690000,,,0,,D. Avdija shooting personal FOUL (4 PF) (Caruso 2 FT),"[1630166, 1627936]",1610612764.0,WAS,101283.0,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Caruso,1627936.0,,,,,
590,PT02M51.00S,2022-10-22T01:21:36.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627936,,,1610612741,98,91,2022-10-22T01:21:36Z,5710000,,,0,,MISS A. Caruso Free Throw 1 of 2,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,Missed,,,,,,,,,,,,,,,,,
591,PT02M51.00S,2022-10-22T01:21:36.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,98,91,2022-10-22T01:21:36Z,5720000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,
592,PT02M51.00S,2022-10-22T01:21:37.3Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,98,91,2022-10-22T01:21:42Z,5730000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT02M51.00S,2022-10-22T01:21:37.3Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,98,91,2022-10-22T01:21:42Z,5740000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT02M51.00S,2022-10-22T01:21:57.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627936,,,1610612741,98,92,2022-10-22T01:21:57Z,5750000,,,0,,A. Caruso Free Throw 2 of 2 (3 PTS),[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
595,PT02M30.00S,2022-10-22T01:22:20.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204001,11.350197109067011,48.529411764705884,1610612764,98,92,2022-10-22T01:27:12Z,5760000,7.0,54.0,1,left,MISS K. Porzingis cutting Layup,[204001],1610612764.0,WAS,,cutting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,
596,PT02M29.00S,2022-10-22T01:22:21.9Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,98,92,2022-10-22T01:22:24Z,5770000,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,595.0,8.0,6.0,2.0,,,,,,,,,
597,PT02M21.00S,2022-10-22T01:22:32.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612741,98,92,2022-10-22T01:22:40Z,5780000,,,0,,D. Avdija personal FOUL (5 PF) (Vucevic 2 FT),"[1630166, 202696]",1610612764.0,WAS,101283.0,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,5.0,0.0,Vucevic,202696.0,,,,,
599,PT02M21.00S,2022-10-22T01:23:01.9Z,4,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,98,93,2022-10-22T01:23:01Z,5800000,,,0,,N. Vucevic Free Throw 1 of 2 (23 PTS),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
600,PT02M21.00S,2022-10-22T01:23:18.3Z,4,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,98,94,2022-10-22T01:23:18Z,5810000,,,0,,N. Vucevic Free Throw 2 of 2 (24 PTS),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,
601,PT02M00.00S,2022-10-22T01:23:41.5Z,4,REGULAR,3pt,Jump Shot,[],1628398,13.978318002628114,96.07843137254902,1610612764,98,94,2022-10-22T01:23:45Z,5820000,-230.0,79.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,
602,PT01M58.00S,2022-10-22T01:23:43.5Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,98,94,2022-10-22T01:23:45Z,5830000,,,0,,D. DeRozan REBOUND (Off:1 Def:4),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,601.0,5.0,4.0,1.0,,,,,,,,,
603,PT01M54.00S,2022-10-22T01:23:48.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,90.5880420499343,51.470588235294116,1610612741,98,96,2022-10-22T01:23:53Z,5840000,7.0,36.0,1,right,D. DeRozan driving Layup (28 PTS),[201942],1610612741.0,CHI,,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.68,Made,28.0,,,,,,,,,,,,,,,,
604,PT01M54.00S,2022-10-22T01:23:54.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,98,96,2022-10-22T01:23:54Z,5850000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT01M36.00S,2022-10-22T01:25:42.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.459264126149804,49.754901960784316,1610612764,98,96,2022-10-22T01:28:48Z,5860000,1.0,27.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,
607,PT01M34.00S,2022-10-22T01:25:44.8Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,98,96,2022-10-22T01:25:44Z,5870000,,,0,,D. DeRozan REBOUND (Off:1 Def:5),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,606.0,6.0,5.0,1.0,,,,,,,,,
608,PT01M24.00S,2022-10-22T01:25:55.0Z,4,REGULAR,2pt,Jump Shot,[],201942,78.49868593955321,53.431372549019606,1610612741,98,96,2022-10-22T01:26:00Z,5880000,17.0,150.0,1,right,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.06,Missed,,,,,,,,,,,,,,,,,
