actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
466,PT04M01.00S,2025-12-21T02:41:20.9Z,3,REGULAR,substitution,in,[],1641765,,,1610612764,82,73,2025-12-21T02:42:06Z,4580000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M01.00S,2025-12-21T02:41:36.4Z,3,REGULAR,freethrow,1 of 1,[],1642273,,,1610612764,82,74,2025-12-21T02:41:36Z,4590000,False,,,0,,K. George Free Throw 1 of 1 (9 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
469,PT03M43.00S,2025-12-21T02:41:57.8Z,3,REGULAR,turnover,backcourt,[],203484,,,1610612763,82,74,2025-12-21T02:42:06Z,4600000,False,,,0,,K. Caldwell-Pope backcourt TURNOVER (1 TO),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,,
470,PT03M30.00S,2025-12-21T02:42:26.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203468,13.222733245729303,28.921568627450984,1610612764,82,76,2025-12-21T02:42:29Z,4610000,False,105.0,72.0,1,left,C. McCollum 12' pullup Jump Shot (15 PTS) (K. George 5 AST),"[203468, 1642273]",1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,12.75,Made,15.0,,,,,,,,,,,K. George,1642273.0,5.0,,,,
472,PT03M15.00S,2025-12-21T02:42:42.8Z,3,REGULAR,turnover,lost ball,[],1642377,,,1610612763,82,76,2025-12-21T02:42:46Z,4630000,False,,,0,,J. Wells lost ball TURNOVER (2 TO),"[1642377, 1642273]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,George,1642273.0,,,,,,,
473,PT03M15.00S,2025-12-21T02:42:42.8Z,3,REGULAR,steal,,[],1642273,,,1610612764,82,76,2025-12-21T02:42:45Z,4640000,False,,,0,,K. George STEAL (1 STL),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
474,PT03M12.00S,2025-12-21T02:42:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642273,7.30946123521682,44.85294117647059,1610612764,82,78,2025-12-21T02:42:51Z,4650000,False,26.0,16.0,1,left,K. George running Layup (11 PTS),[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Restricted Area,0-8 Center,3.04,Made,11.0,,,,,,,,,,,,,,,,,
475,PT03M12.00S,2025-12-21T02:42:50.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629111,,,1610612764,82,78,2025-12-21T02:42:55Z,4660000,False,,,0,,J. Landale shooting personal FOUL (2 PF) (George 1 FT),"[1629111, 1642273]",1610612763.0,MEM,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,202026.0,,,,,,,2.0,0.0,George,1642273.0
477,PT03M12.00S,2025-12-21T02:43:15.7Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642273,,,1610612764,82,79,2025-12-21T02:43:15Z,4680000,False,,,0,,K. George Free Throw 1 of 1 (12 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
478,PT02M59.00S,2025-12-21T02:43:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641765,94.1688567674113,47.549019607843135,1610612763,84,79,2025-12-21T02:43:37Z,4690000,False,-12.0,2.0,1,right,O. Prosper driving finger roll Layup (2 PTS) (K. Caldwell-Pope 3 AST),"[1641765, 203484]",1610612763.0,MEM,driving finger roll,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,1.25,Made,2.0,,,,,,,,,,,K. Caldwell-Pope,203484.0,3.0,,,,
480,PT02M59.00S,2025-12-21T02:43:34.8Z,3,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612763,84,79,2025-12-21T02:43:39Z,4710000,False,,,0,,M. Bagley III shooting personal FOUL (3 PF) (Prosper 1 FT),"[1628963, 1641765]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,202026.0,,,,,,,3.0,0.0,Prosper,1641765.0
482,PT02M59.00S,2025-12-21T02:44:12.5Z,3,REGULAR,freethrow,1 of 1,[],1641765,,,1610612763,85,79,2025-12-21T02:44:12Z,4730000,False,,,0,,O. Prosper Free Throw 1 of 1 (3 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
483,PT02M44.00S,2025-12-21T02:44:26.7Z,3,REGULAR,2pt,Jump Shot,[],1642273,21.76412614980289,50.73529411764706,1610612764,85,81,2025-12-21T02:44:29Z,4740000,False,-4.0,152.0,1,left,K. George 15' pullup Jump Shot (14 PTS) (M. Bagley III 3 AST),"[1642273, 1628963]",1610612764.0,WAS,pullup,,,George,K. George,,,,,Mid-Range,8-16 Center,15.21,Made,14.0,,,,,,,,,,,M. Bagley III,1628963.0,3.0,,,,
485,PT02M24.00S,2025-12-21T02:44:46.4Z,3,REGULAR,2pt,Jump Shot,[],203484,83.39356110381078,69.6078431372549,1610612763,85,81,2025-12-21T02:44:50Z,4760000,False,98.0,104.0,1,right,MISS K. Caldwell-Pope 14' fadeaway Shot,[203484],1610612763.0,MEM,fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,14.26,Missed,,,,,,,,,,,,,,,,,,
486,PT02M22.00S,2025-12-21T02:44:48.4Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612763,85,81,2025-12-21T02:44:50Z,4770000,False,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,,,485.0,3.0,1.0,2.0,,,,,,,,,,,
487,PT02M22.00S,2025-12-21T02:44:49.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629111,94.40999984741211,50.0,1610612763,85,81,2025-12-21T02:44:51Z,4780000,False,0.0,0.0,1,right,MISS J. Landale tip Layup,[1629111],1610612763.0,MEM,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
488,PT02M22.00S,2025-12-21T02:44:49.6Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,85,81,2025-12-21T02:44:51Z,4790000,False,,,0,,K. George REBOUND (Off:0 Def:4),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,487.0,4.0,4.0,0.0,,,,,,,,,,,
489,PT02M16.00S,2025-12-21T02:44:55.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,33.459264126149804,31.127450980392158,1610612764,85,84,2025-12-21T02:45:00Z,4800000,False,94.0,262.0,1,left,K. George 27' 3PT running (17 PTS) (T. Johnson 1 AST),"[1642273, 1642848]",1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Right Center,27.85,Made,17.0,,,,,,,,,,,T. Johnson,1642848.0,1.0,,,,
491,PT02M14.00S,2025-12-21T02:45:01.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612763,85,84,2025-12-21T02:45:01Z,4820000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M14.00S,2025-12-21T02:45:48.7Z,3,REGULAR,substitution,out,[],1642377,,,1610612763,85,84,2025-12-21T02:46:32Z,4830000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M14.00S,2025-12-21T02:45:48.7Z,3,REGULAR,substitution,out,[],1642285,,,1610612763,85,84,2025-12-21T02:46:32Z,4840000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M14.00S,2025-12-21T02:45:48.7Z,3,REGULAR,substitution,in,[],1630583,,,1610612763,85,84,2025-12-21T02:46:32Z,4850000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M14.00S,2025-12-21T02:45:48.7Z,3,REGULAR,substitution,in,[],1642907,,,1610612763,85,84,2025-12-21T02:46:32Z,4860000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M00.00S,2025-12-21T02:46:52.9Z,3,REGULAR,3pt,Jump Shot,[],1630583,74.85216819973719,16.42156862745098,1610612763,88,84,2025-12-21T02:46:56Z,4870000,False,-168.0,184.0,1,right,S. Aldama 24' 3PT  (32 PTS) (K. Caldwell-Pope 4 AST),"[1630583, 203484]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,24.9,Made,32.0,,,,,,,,,,,K. Caldwell-Pope,203484.0,4.0,,,,
498,PT01M42.00S,2025-12-21T02:47:12.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,5.601182654402102,49.50980392156863,1610612764,88,86,2025-12-21T02:47:15Z,4890000,False,2.0,0.0,1,left,M. Bagley III cutting DUNK (10 PTS) (K. George 6 AST),"[1628963, 1642273]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.25,Made,10.0,,,,,,,,,,,K. George,1642273.0,6.0,,,,
500,PT01M24.00S,2025-12-21T02:47:29.4Z,3,REGULAR,2pt,Jump Shot,[],1629111,77.61169513797634,48.28431372549019,1610612763,90,86,2025-12-21T02:47:32Z,4910000,False,-9.0,158.0,1,right,J. Landale 15' Jump Shot (3 PTS) (C. Coward 2 AST),"[1629111, 1642907]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Center,15.82,Made,3.0,,,,,,,,,,,C. Coward,1642907.0,2.0,,,,
502,PT01M09.00S,2025-12-21T02:47:44.4Z,3,REGULAR,3pt,Jump Shot,[],1630551,4.418528252299605,4.411764705882353,1610612764,90,89,2025-12-21T02:47:47Z,4930000,False,228.0,-11.0,1,left,J. Champagnie 3PT  (4 PTS) (C. McCollum 5 AST),"[1630551, 203468]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,22.82,Made,4.0,,,,,,,,,,,C. McCollum,203468.0,5.0,,,,
504,PT00M58.00S,2025-12-21T02:47:56.4Z,3,REGULAR,3pt,Jump Shot,[],203484,70.77858081471747,75.0,1610612763,93,89,2025-12-21T02:48:00Z,4950000,False,125.0,222.0,1,right,K. Caldwell-Pope 25' 3PT pullup (9 PTS),[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.49,Made,9.0,,,,,,,,,,,,,,,,,
505,PT00M46.50S,2025-12-21T02:48:12.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612764,93,89,2025-12-21T02:48:30Z,4960000,False,,,0,,K. Caldwell-Pope personal FOUL (2 PF) (McCollum 2 FT),"[203484, 203468]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628159.0,,,,,,,2.0,0.0,McCollum,203468.0
507,PT00M46.50S,2025-12-21T02:48:45.3Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612764,93,90,2025-12-21T02:48:45Z,4980000,False,,,0,,C. McCollum Free Throw 1 of 2 (16 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
508,PT00M46.50S,2025-12-21T02:49:03.9Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612764,93,91,2025-12-21T02:49:03Z,4990000,False,,,0,,C. McCollum Free Throw 2 of 2 (17 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
509,PT00M32.60S,2025-12-21T02:49:19.7Z,3,REGULAR,turnover,bad pass,[],203484,,,1610612763,93,91,2025-12-21T02:49:22Z,5000000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (2 TO),"[203484, 1642848]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,Johnson,1642848.0,,,,,,,
510,PT00M32.60S,2025-12-21T02:49:19.7Z,3,REGULAR,steal,,[],1642848,,,1610612764,93,91,2025-12-21T02:49:21Z,5010000,False,,,0,,T. Johnson STEAL (1 STL),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
511,PT00M27.70S,2025-12-21T02:49:24.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642273,26.757555847568987,79.41176470588235,1610612764,93,91,2025-12-21T02:49:30Z,5020000,False,-147.0,199.0,1,left,MISS K. George 24' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
512,PT00M24.40S,2025-12-21T02:49:27.8Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612764,93,91,2025-12-21T02:49:30Z,5030000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,511.0,3.0,1.0,2.0,,,,,,,,,,,
513,PT00M24.40S,2025-12-21T02:49:29.7Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628963,5.590000152587891,50.0,1610612764,93,93,2025-12-21T02:49:31Z,5040000,False,0.0,0.0,1,left,M. Bagley III tip DUNK (12 PTS),[1628963],1610612764.0,WAS,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
514,PT00M11.80S,2025-12-21T02:49:44.5Z,3,REGULAR,foul,personal,[],1642848,,,1610612763,93,93,2025-12-21T02:49:48Z,5050000,False,,,0,,T. Johnson personal FOUL (2 PF),"[1642848, 1642907]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202026.0,,,,,,,2.0,0.0,Coward,1642907.0
516,PT00M11.80S,2025-12-21T02:49:54.2Z,3,REGULAR,substitution,out,[],1641765,,,1610612763,93,93,2025-12-21T02:50:06Z,5070000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M11.80S,2025-12-21T02:49:54.2Z,3,REGULAR,substitution,out,[],1642273,,,1610612763,93,93,2025-12-21T02:50:06Z,5090000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M11.80S,2025-12-21T02:49:54.2Z,3,REGULAR,substitution,in,[],1642285,,,1610612763,93,93,2025-12-21T02:50:06Z,5100000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT00M11.80S,2025-12-21T02:49:54.2Z,3,REGULAR,substitution,in,[],1642267,,,1610612763,93,93,2025-12-21T02:50:06Z,5110000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M11.80S,2025-12-21T02:49:54.2Z,3,REGULAR,substitution,in,[],1631103,,,1610612763,93,93,2025-12-21T02:50:06Z,5120000,False,,,0,,SUB in: M. Branham,[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M11.80S,2025-12-21T02:49:54.2Z,3,REGULAR,substitution,out,[],203468,,,1610612763,93,93,2025-12-21T02:50:19Z,5130000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT00M04.60S,2025-12-21T02:50:28.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,84.31340341655716,48.03921568627451,1610612763,95,93,2025-12-21T02:50:31Z,5140000,False,-10.0,95.0,1,right,C. Spencer 9' driving floating Jump Shot (15 PTS),[1642285],1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,9.55,Made,15.0,,,,,,,,,,,,,,,,,
527,PT00M04.60S,2025-12-21T02:51:08.3Z,3,REGULAR,substitution,out,[],1642848,,,1610612764,95,93,2025-12-21T02:53:46Z,5180000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M04.60S,2025-12-21T02:51:08.3Z,3,REGULAR,substitution,out,[],1631103,,,1610612764,95,93,2025-12-21T02:53:46Z,5190000,False,,,0,,SUB out: M. Branham,[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT00M04.60S,2025-12-21T02:51:08.3Z,3,REGULAR,substitution,in,[],203468,,,1610612764,95,93,2025-12-21T02:53:46Z,5200000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT00M04.60S,2025-12-21T02:51:08.3Z,3,REGULAR,substitution,in,[],1642273,,,1610612764,95,93,2025-12-21T02:53:46Z,5210000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT00M04.60S,2025-12-21T02:51:40.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,95,93,2025-12-21T02:53:46Z,5220000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT00M04.60S,2025-12-21T02:53:46.2Z,3,REGULAR,substitution,out,[],1642907,,,1610612764,95,93,2025-12-21T02:54:06Z,5240000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT00M04.60S,2025-12-21T02:53:46.2Z,3,REGULAR,substitution,out,[],1642285,,,1610612764,95,93,2025-12-21T02:54:06Z,5250000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT00M04.60S,2025-12-21T02:53:46.2Z,3,REGULAR,substitution,out,[],1630551,,,1610612764,95,93,2025-12-21T02:54:06Z,5260000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT00M04.60S,2025-12-21T02:53:46.2Z,3,REGULAR,substitution,in,[],1642377,,,1610612764,95,93,2025-12-21T02:54:06Z,5270000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT00M04.60S,2025-12-21T02:53:46.2Z,3,REGULAR,substitution,in,[],1641765,,,1610612764,95,93,2025-12-21T02:54:06Z,5280000,False,,,0,,SUB in: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M04.60S,2025-12-21T02:53:46.2Z,3,REGULAR,substitution,in,[],1642848,,,1610612764,95,93,2025-12-21T02:54:06Z,5290000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT00M00.00S,2025-12-21T02:54:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,13.354139290407357,35.53921568627451,1610612764,95,95,2025-12-21T02:54:17Z,5300000,False,72.0,73.0,1,left,C. McCollum 10' driving floating bank Jump Shot (19 PTS),[203468],1610612764.0,WAS,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,10.27,Made,19.0,,,,,,,,,,,,,,,,,
541,PT00M00.00S,2025-12-21T02:54:31.2Z,3,REGULAR,period,end,[],0,,,1610612763,95,95,2025-12-21T02:54:31Z,5320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,out,['startperiod'],1629111,,,1610612763,95,95,2025-12-21T02:56:46Z,5330000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,out,['startperiod'],1642377,,,1610612763,95,95,2025-12-21T02:56:46Z,5340000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,out,['startperiod'],203468,,,1610612763,95,95,2025-12-21T02:56:46Z,5350000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,out,['startperiod'],1642273,,,1610612763,95,95,2025-12-21T02:56:46Z,5360000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,95,95,2025-12-21T02:56:46Z,5370000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,in,['startperiod'],1642907,,,1610612763,95,95,2025-12-21T02:56:46Z,5380000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,in,['startperiod'],1630551,,,1610612763,95,95,2025-12-21T02:56:46Z,5390000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2025-12-21T02:55:33.8Z,4,REGULAR,substitution,in,['startperiod'],1642860,,,1610612763,95,95,2025-12-21T02:56:46Z,5400000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2025-12-21T02:56:49.3Z,4,REGULAR,period,start,[],0,,,1610612764,95,95,2025-12-21T02:56:49Z,5410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT11M48.00S,2025-12-21T02:57:00.4Z,4,REGULAR,3pt,Jump Shot,[],1642848,30.17411300919842,28.186274509803923,1610612764,95,95,2025-12-21T02:57:03Z,5420000,False,109.0,231.0,1,left,MISS T. Johnson 25' 3PT,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
552,PT11M45.00S,2025-12-21T02:57:03.4Z,4,REGULAR,rebound,defensive,[],203484,,,1610612763,95,95,2025-12-21T02:57:03Z,5430000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,551.0,1.0,1.0,0.0,,,,,,,,,,,
553,PT11M39.00S,2025-12-21T02:57:09.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,83.39356110381078,50.245098039215684,1610612763,95,95,2025-12-21T02:57:14Z,5440000,False,1.0,104.0,1,right,MISS J. Jackson Jr. 10' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
554,PT11M35.00S,2025-12-21T02:57:13.3Z,4,REGULAR,rebound,offensive,[],1642907,,,1610612763,95,95,2025-12-21T02:57:14Z,5450000,False,,,0,,C. Coward REBOUND (Off:2 Def:2),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,553.0,4.0,2.0,2.0,,,,,,,,,,,
555,PT11M35.00S,2025-12-21T02:57:13.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642907,88.25558475689881,48.529411764705884,1610612763,97,95,2025-12-21T02:57:15Z,5460000,False,-7.0,58.0,1,right,C. Coward putback Layup (8 PTS),[1642907],1610612763.0,MEM,putback,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,8.0,,,,,,,,,,,,,,,,,
556,PT11M22.00S,2025-12-21T02:57:26.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642848,9.543363994743759,42.40196078431372,1610612764,97,95,2025-12-21T02:57:30Z,5470000,False,38.0,37.0,1,left,MISS T. Johnson cutting Layup,[1642848],1610612764.0,WAS,cutting,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
557,PT11M20.00S,2025-12-21T02:57:29.7Z,4,REGULAR,rebound,offensive,[],1628963,,,1610612764,97,95,2025-12-21T02:57:29Z,5480000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,556.0,4.0,1.0,3.0,,,,,,,,,,,
