actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
510,PT09M18.00S,2024-01-11T02:27:40.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,96,105,2024-01-11T02:27:41Z,5040000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,509.0,8.0,4.0,4.0,,,,,,,,,,,,,,
511,PT09M10.00S,2024-01-11T02:27:47.9Z,4,REGULAR,3pt,Jump Shot,[],201567,73.9323258869908,12.745098039215685,1610612748,96,105,2024-01-11T02:27:52Z,5050000,False,-186.0,193.0,1,right,MISS K. Love 26' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
512,PT09M06.00S,2024-01-11T02:27:51.9Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,96,105,2024-01-11T02:27:52Z,5060000,False,,,0,,K. Williams REBOUND (Off:0 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,511.0,3.0,3.0,0.0,,,,,,,,,,,,,,
513,PT08M52.00S,2024-01-11T02:28:06.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,11.383048620236531,41.42156862745098,1610612760,96,107,2024-01-11T02:28:10Z,5070000,False,43.0,55.0,1,left,J. Williams 6' driving finger roll Layup (19 PTS) (V. Micic 5 AST),"[1631114, 203995]",1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.94,Made,,,,,19.0,V. Micic,203995.0,5.0,,,,,,,,,,
515,PT08M35.00S,2024-01-11T02:28:28.9Z,4,REGULAR,substitution,out,[],201567,,,1610612748,96,107,2024-01-11T02:28:33Z,5090000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M35.00S,2024-01-11T02:28:28.9Z,4,REGULAR,substitution,in,[],1631107,,,1610612748,96,107,2024-01-11T02:28:33Z,5100000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M31.00S,2024-01-11T02:28:50.5Z,4,REGULAR,3pt,Jump Shot,[],1629130,78.13731931668858,7.8431372549019605,1610612748,96,107,2024-01-11T02:28:55Z,5110000,False,-211.0,153.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
518,PT08M28.00S,2024-01-11T02:28:53.5Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,96,107,2024-01-11T02:28:55Z,5120000,False,,,0,,K. Williams REBOUND (Off:0 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,517.0,4.0,4.0,0.0,,,,,,,,,,,,,,
519,PT08M13.00S,2024-01-11T02:29:07.2Z,4,REGULAR,2pt,Jump Shot,[],1631114,6.258212877792378,72.79411764705883,1610612760,96,107,2024-01-11T02:29:26Z,5130000,False,-114.0,6.0,1,left,MISS J. Williams 11' floating Shot,[1631114],1610612760.0,OKC,floating,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,11.42,Missed,,,,,,,,,,,,,,,,,,
520,PT08M10.00S,2024-01-11T02:29:10.7Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,96,107,2024-01-11T02:29:10Z,5140000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,519.0,1.0,1.0,0.0,,,,,,,,,,,,,,
521,PT07M57.00S,2024-01-11T02:29:23.7Z,4,REGULAR,3pt,Jump Shot,[],1626196,66.17936925098554,48.529411764705884,1610612748,96,107,2024-01-11T02:29:29Z,5150000,False,-7.0,265.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
522,PT07M53.00S,2024-01-11T02:29:27.7Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,96,107,2024-01-11T02:29:29Z,5160000,False,,,0,,J. Williams REBOUND (Off:1 Def:7),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,521.0,8.0,7.0,1.0,,,,,,,,,,,,,,
523,PT07M38.00S,2024-01-11T02:29:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,10.988830486202366,43.627450980392155,1610612760,96,109,2024-01-11T02:31:25Z,5170000,False,32.0,51.0,1,left,C. Holmgren 6' cutting Layup (16 PTS) (J. Williams 11 AST),"[1631096, 1631114]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,16.0,J. Williams,1631114.0,11.0,,,,,,,,,,
525,PT07M25.00S,2024-01-11T02:29:55.1Z,4,REGULAR,3pt,Jump Shot,[],1631170,75.24638633377135,11.519607843137255,1610612748,96,109,2024-01-11T02:30:02Z,5190000,False,-192.0,180.0,1,right,MISS J. Jaquez Jr. 26' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
526,PT07M20.00S,2024-01-11T02:30:00.1Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,96,109,2024-01-11T02:30:02Z,5200000,False,,,0,,J. Williams REBOUND (Off:1 Def:8),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,525.0,9.0,8.0,1.0,,,,,,,,,,,,,,
527,PT07M18.00S,2024-01-11T02:30:02.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629652,11.908672798948752,46.32352941176471,1610612760,96,109,2024-01-11T02:30:25Z,5210000,False,18.0,59.0,1,left,MISS L. Dort 6' running Layup - blocked,"[1629652, 1628389]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,Adebayo,1628389.0,,,,
528,PT07M18.00S,2024-01-11T02:30:02.9Z,4,REGULAR,block,,[],1628389,,,1610612760,96,109,2024-01-11T02:30:07Z,5220000,False,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
529,PT07M18.00S,2024-01-11T02:30:02.9Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,96,109,2024-01-11T02:30:25Z,5230000,False,,,0,,K. Williams REBOUND (Off:1 Def:4),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,527.0,5.0,4.0,1.0,,,,,,,,,,,,,,
530,PT07M14.00S,2024-01-11T02:30:09.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,5.469776609724048,95.83333333333334,1610612760,96,112,2024-01-11T02:30:13Z,5240000,False,-229.0,-1.0,1,left,L. Dort 3PT  (14 PTS) (K. Williams 2 AST),"[1629652, 1629026]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,14.0,K. Williams,1629026.0,2.0,,,,,,,,,,
532,PT07M14.00S,2024-01-11T02:30:17.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,96,112,2024-01-11T02:30:17Z,5260000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M14.00S,2024-01-11T02:30:42.3Z,4,REGULAR,substitution,out,[],1626196,,,1610612748,96,112,2024-01-11T02:32:43Z,5270000,False,,,0,,SUB out: J. Richardson,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M14.00S,2024-01-11T02:30:42.3Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,96,112,2024-01-11T02:32:43Z,5280000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT07M00.00S,2024-01-11T02:33:24.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.01511169513797,46.07843137254902,1610612748,98,112,2024-01-11T02:33:36Z,5290000,False,-20.0,32.0,1,right,B. Adebayo cutting DUNK (14 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.75,Made,,,,,14.0,D. Robinson,1629130.0,1.0,,,,,,,,,,
538,PT06M40.00S,2024-01-11T02:33:43.8Z,4,REGULAR,3pt,Jump Shot,[],1629026,8.360709592641262,96.07843137254902,1610612760,98,112,2024-01-11T02:33:47Z,5310000,False,-230.0,26.0,1,left,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
539,PT06M38.00S,2024-01-11T02:33:45.8Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,98,112,2024-01-11T02:33:47Z,5320000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:4),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,,,538.0,4.0,4.0,0.0,,,,,,,,,,,,,,
540,PT06M34.00S,2024-01-11T02:33:53.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631170,89.96386333771353,54.166666666666664,1610612748,100,112,2024-01-11T02:34:49Z,5330000,False,21.0,42.0,1,right,J. Jaquez Jr. running Layup (12 PTS),[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,12.0,,,,,,,,,,,,,
541,PT06M34.00S,2024-01-11T02:33:57.4Z,4,REGULAR,foul,personal,['1freethrow'],203995,,,1610612748,100,112,2024-01-11T02:34:24Z,5340000,False,,,0,,V. Micic shooting personal FOUL (1 PF) (Jaquez Jr. 1 FT),"[203995, 1631170]",1610612760.0,OKC,shooting,,,Micic,V. Micic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1630886.0,,1.0,0.0,,,Jaquez Jr.,1631170.0,,
543,PT06M34.00S,2024-01-11T02:34:11.9Z,4,REGULAR,substitution,out,[],1631096,,,1610612748,100,112,2024-01-11T02:34:22Z,5360000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M34.00S,2024-01-11T02:34:11.9Z,4,REGULAR,substitution,out,[],1631114,,,1610612748,100,112,2024-01-11T02:34:22Z,5370000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M34.00S,2024-01-11T02:34:11.9Z,4,REGULAR,substitution,out,[],203995,,,1610612748,100,112,2024-01-11T02:34:22Z,5380000,False,,,0,,SUB out: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M34.00S,2024-01-11T02:34:11.9Z,4,REGULAR,substitution,in,[],1630581,,,1610612748,100,112,2024-01-11T02:34:22Z,5390000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M34.00S,2024-01-11T02:34:11.9Z,4,REGULAR,substitution,in,[],1630198,,,1610612748,100,112,2024-01-11T02:34:22Z,5400000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M34.00S,2024-01-11T02:34:11.9Z,4,REGULAR,substitution,in,[],1628983,,,1610612748,100,112,2024-01-11T02:34:22Z,5410000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M34.00S,2024-01-11T02:34:26.1Z,4,REGULAR,freethrow,1 of 1,[],1631170,,,1610612748,100,112,2024-01-11T02:34:29Z,5420000,False,,,0,,MISS J. Jaquez Jr. Free Throw 1 of 1,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
550,PT06M29.00S,2024-01-11T02:34:31.1Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,100,112,2024-01-11T02:34:29Z,5430000,False,,,0,,K. Williams REBOUND (Off:1 Def:5),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,549.0,6.0,5.0,1.0,,,,,,,,,,,,,,
552,PT06M20.00S,2024-01-11T02:34:45.3Z,4,REGULAR,3pt,Jump Shot,[],1630198,20.844283837056505,95.09803921568627,1610612760,100,112,2024-01-11T02:36:19Z,5450000,False,-225.0,143.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
553,PT06M17.00S,2024-01-11T02:34:48.3Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,100,112,2024-01-11T02:36:19Z,5460000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,552.0,4.0,4.0,0.0,,,,,,,,,,,,,,
554,PT06M09.00S,2024-01-11T02:34:49.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631170,88.78120893561103,2.696078431372549,1610612748,103,112,2024-01-11T02:36:28Z,5470000,False,-237.0,53.0,1,right,J. Jaquez Jr. 24' 3PT running (15 PTS) (T. Herro 6 AST),"[1631170, 1629639]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,24.24,Made,,,,,15.0,T. Herro,1629639.0,6.0,,,,,,,,,,
556,PT06M09.00S,2024-01-11T02:35:09.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,103,112,2024-01-11T02:35:09Z,5490000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M56.00S,2024-01-11T02:36:30.6Z,4,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612760,103,112,2024-01-11T02:36:36Z,5500000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1631170, 1628983]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202041.0,,3.0,0.0,,,Gilgeous-Alexander,1628983.0,,
559,PT05M56.00S,2024-01-11T02:36:49.2Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,103,113,2024-01-11T02:36:49Z,5520000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (22 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
560,PT05M56.00S,2024-01-11T02:37:00.1Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,103,114,2024-01-11T02:37:00Z,5530000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (23 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
561,PT05M42.00S,2024-01-11T02:37:18.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,90.09526938239159,53.67647058823529,1610612748,105,114,2024-01-11T02:37:26Z,5540000,False,18.0,41.0,1,right,B. Adebayo driving Layup (16 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,16.0,,,,,,,,,,,,,
562,PT05M42.00S,2024-01-11T02:37:25.2Z,4,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612748,105,114,2024-01-11T02:37:50Z,5550000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1628983, 1628389]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202041.0,,3.0,1.0,,,Adebayo,1628389.0,,
564,PT05M42.00S,2024-01-11T02:37:35.7Z,4,REGULAR,substitution,out,[],1631107,,,1610612748,105,114,2024-01-11T02:37:48Z,5570000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M42.00S,2024-01-11T02:37:35.7Z,4,REGULAR,substitution,out,[],1629652,,,1610612748,105,114,2024-01-11T02:37:48Z,5580000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M42.00S,2024-01-11T02:37:35.7Z,4,REGULAR,substitution,out,[],1629026,,,1610612748,105,114,2024-01-11T02:37:48Z,5590000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M42.00S,2024-01-11T02:37:35.7Z,4,REGULAR,substitution,in,[],1629312,,,1610612748,105,114,2024-01-11T02:37:48Z,5600000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M42.00S,2024-01-11T02:37:35.7Z,4,REGULAR,substitution,in,[],1631096,,,1610612748,105,114,2024-01-11T02:37:48Z,5610000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M42.00S,2024-01-11T02:37:35.7Z,4,REGULAR,substitution,in,[],1631114,,,1610612748,105,114,2024-01-11T02:37:48Z,5620000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M42.00S,2024-01-11T02:37:58.8Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,106,114,2024-01-11T02:37:58Z,5630000,False,,,0,,B. Adebayo Free Throw 1 of 1 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
571,PT05M23.00S,2024-01-11T02:38:18.9Z,4,REGULAR,3pt,Jump Shot,[],1631096,31.488173455978973,29.411764705882355,1610612760,106,117,2024-01-11T02:38:23Z,5640000,False,103.0,243.0,1,left,C. Holmgren 26' 3PT  (19 PTS) (S. Gilgeous-Alexander 8 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.43,Made,,,,,19.0,S. Gilgeous-Alexander,1628983.0,8.0,,,,,,,,,,
573,PT05M12.00S,2024-01-11T02:38:31.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,85.75886990801577,37.5,1610612748,106,117,2024-01-11T02:38:34Z,5660000,False,-62.0,81.0,1,right,MISS T. Herro 10' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,10.26,Missed,,,,,,,,,,,,,,,,,,
574,PT05M08.00S,2024-01-11T02:38:35.4Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,106,117,2024-01-11T02:38:34Z,5670000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:9),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Left,,,573.0,9.0,9.0,0.0,,,,,,,,,,,,,,
575,PT05M04.00S,2024-01-11T02:38:39.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,9.674770039421814,48.529411764705884,1610612760,106,119,2024-01-11T02:39:43Z,5680000,False,7.0,38.0,1,left,C. Holmgren running finger roll Layup (21 PTS),[1631096],1610612760.0,OKC,running finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,21.0,,,,,,,,,,,,,
576,PT04M51.00S,2024-01-11T02:38:51.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,86.94152431011827,50.0,1610612748,108,119,2024-01-11T02:38:56Z,5690000,False,0.0,70.0,1,right,B. Adebayo 7' turnaround Hook (19 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,19.0,,,,,,,,,,,,,
577,PT04M32.00S,2024-01-11T02:39:10.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,19.136005256241788,50.49019607843137,1610612760,108,121,2024-01-11T02:39:15Z,5700000,False,-2.0,127.0,1,left,S. Gilgeous-Alexander 12' fadeaway Jump Shot (25 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.74,Made,,,,,25.0,,,,,,,,,,,,,
578,PT04M20.00S,2024-01-11T02:39:21.8Z,4,REGULAR,turnover,bad pass,[],1631170,,,1610612748,108,121,2024-01-11T02:39:28Z,5710000,False,,,0,,J. Jaquez Jr. bad pass TURNOVER (2 TO),"[1631170, 1630581]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,,,Giddey,1630581.0
579,PT04M20.00S,2024-01-11T02:39:21.8Z,4,REGULAR,steal,,[],1630581,,,1610612760,108,121,2024-01-11T02:39:24Z,5720000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
580,PT04M19.00S,2024-01-11T02:39:25.6Z,4,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612760,108,121,2024-01-11T02:39:36Z,5730000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (4 PF) (Giddey 2 FT),"[1631170, 1630581]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,,4.0,0.0,,,Giddey,1630581.0,,
582,PT04M19.00S,2024-01-11T02:39:51.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630581,,,1610612760,108,122,2024-01-11T02:39:51Z,5750000,False,,,0,,J. Giddey Free Throw 1 of 2 (8 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
583,PT04M19.00S,2024-01-11T02:39:52.0Z,4,REGULAR,substitution,out,[],1629130,,,1610612760,108,122,2024-01-11T02:40:08Z,5760000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M19.00S,2024-01-11T02:39:52.0Z,4,REGULAR,substitution,in,[],1631107,,,1610612760,108,122,2024-01-11T02:40:08Z,5770000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M19.00S,2024-01-11T02:40:11.1Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630581,,,1610612760,108,123,2024-01-11T02:40:11Z,5780000,False,,,0,,J. Giddey Free Throw 2 of 2 (9 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
586,PT04M08.00S,2024-01-11T02:40:23.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,90.3580814717477,57.107843137254896,1610612748,110,123,2024-01-11T02:40:28Z,5790000,False,36.0,38.0,1,right,J. Jaquez Jr. Layup (17 PTS) (N. Jovic 4 AST),"[1631170, 1631107]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,,,,,17.0,N. Jovic,1631107.0,4.0,,,,,,,,,,
588,PT03M53.00S,2024-01-11T02:40:39.1Z,4,REGULAR,3pt,Jump Shot,[],1628983,34.37910643889619,53.67647058823529,1610612760,110,126,2024-01-11T02:40:44Z,5810000,False,-18.0,271.0,1,left,S. Gilgeous-Alexander 27' 3PT step back (28 PTS) (J. Williams 12 AST),"[1628983, 1631114]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,27.13,Made,,,,,28.0,J. Williams,1631114.0,12.0,,,,,,,,,,
590,PT03M31.00S,2024-01-11T02:40:59.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.44480946123521,42.15686274509804,1610612748,112,126,2024-01-11T02:41:03Z,5830000,False,-39.0,94.0,1,right,B. Adebayo 10' turnaround fadeaway Jump Shot (21 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.16,Made,,,,,21.0,,,,,,,,,,,,,
591,PT03M18.00S,2024-01-11T02:41:19.8Z,4,REGULAR,3pt,Jump Shot,[],1630198,29.38567674113009,78.67647058823529,1610612760,112,126,2024-01-11T02:41:49Z,5840000,False,-143.0,224.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
592,PT03M15.00S,2024-01-11T02:41:22.8Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,112,126,2024-01-11T02:42:56Z,5850000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,591.0,9.0,5.0,4.0,,,,,,,,,,,,,,
