actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
532,PT09M14.00S,2022-10-29T04:05:11.4Z,4,REGULAR,foul,personal,[],1628470,,,1610612740,99,85,2022-10-29T04:05:32Z,5210000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 1628984]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,203591.0,1.0,0.0,Graham,1628984.0,,,,,,,,
534,PT09M14.00S,2022-10-29T04:05:16.4Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,99,85,2022-10-29T04:05:29Z,5230000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M14.00S,2022-10-29T04:05:16.4Z,4,REGULAR,substitution,out,[],1626204,,,1610612740,99,85,2022-10-29T04:05:29Z,5240000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M14.00S,2022-10-29T04:05:16.4Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,99,85,2022-10-29T04:05:29Z,5250000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M14.00S,2022-10-29T04:05:16.4Z,4,REGULAR,substitution,in,[],203468,,,1610612740,99,85,2022-10-29T04:05:29Z,5260000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M14.00S,2022-10-29T04:05:35.5Z,4,REGULAR,substitution,out,[],1626166,,,1610612740,99,85,2022-10-29T04:05:43Z,5270000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M14.00S,2022-10-29T04:05:35.5Z,4,REGULAR,substitution,in,[],101108,,,1610612740,99,85,2022-10-29T04:05:43Z,5280000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M06.00S,2022-10-29T04:05:58.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.521024967148489,50.73529411764706,1610612740,99,87,2022-10-29T04:06:02Z,5290000,-4.0,9.0,1,left,J. Valanciunas Layup (17 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.95,Made,17.0,,,,,,,,,,,,,,,,,
541,PT08M50.00S,2022-10-29T04:06:13.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,93.51182654402102,50.0,1610612756,101,87,2022-10-29T04:06:23Z,5300000,0.0,8.0,1,right,J. Landale alley-oop DUNK (6 PTS) (L. Shamet 2 AST),"[1629111, 1629013]",1610612756.0,PHX,alley-oop,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.85,Made,6.0,,,,,,,,,,,,,L. Shamet,1629013.0,2.0,,
543,PT08M38.00S,2022-10-29T04:06:25.3Z,4,REGULAR,3pt,Jump Shot,[],1630631,30.042706964520367,28.676470588235293,1610612740,101,87,2022-10-29T04:06:37Z,5320000,107.0,230.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
544,PT08M33.00S,2022-10-29T04:06:30.3Z,4,REGULAR,rebound,defensive,[],1628470,,,1610612756,101,87,2022-10-29T04:06:37Z,5330000,,,0,,T. Craig REBOUND (Off:4 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,543.0,6.0,2.0,4.0,,,,,,,,,,,,,
545,PT08M25.00S,2022-10-29T04:06:38.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,93.64323258869908,50.0,1610612756,103,87,2022-10-29T04:07:08Z,5340000,0.0,7.0,1,right,J. Landale alley-oop Layup (8 PTS) (C. Paul 4 AST),"[1629111, 101108]",1610612756.0,PHX,alley-oop,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.73,Made,8.0,,,,,,,,,,,,,C. Paul,101108.0,4.0,,
547,PT08M20.00S,2022-10-29T04:06:47.6Z,4,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612740,103,87,2022-10-29T04:07:13Z,5360000,,,0,,L. Shamet shooting personal FOUL (3 PF) (McCollum 2 FT),"[1629013, 203468]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2534.0,3.0,0.0,McCollum,203468.0,,,,,,,,
549,PT08M20.00S,2022-10-29T04:07:14.1Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,103,87,2022-10-29T04:07:14Z,5380000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
550,PT08M20.00S,2022-10-29T04:07:14.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,103,87,2022-10-29T04:07:14Z,5390000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,549.0,,,,,,,,,,,,,,,,
551,PT08M20.00S,2022-10-29T04:07:31.5Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,103,88,2022-10-29T04:07:31Z,5400000,,,0,,C. McCollum Free Throw 2 of 2 (15 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
552,PT08M06.00S,2022-10-29T04:07:48.0Z,4,REGULAR,3pt,Jump Shot,[],1629111,68.15045992115637,31.372549019607842,1610612756,103,88,2022-10-29T04:07:55Z,5410000,-93.0,247.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
553,PT08M03.00S,2022-10-29T04:07:51.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,103,88,2022-10-29T04:07:55Z,5420000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,552.0,,,,,,,,,,,,,,,,
555,PT08M03.00S,2022-10-29T04:07:56.6Z,4,REGULAR,substitution,out,[],1629111,,,1610612740,103,88,2022-10-29T04:07:59Z,5440000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M03.00S,2022-10-29T04:07:56.6Z,4,REGULAR,substitution,in,[],202687,,,1610612740,103,88,2022-10-29T04:07:59Z,5450000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M45.00S,2022-10-29T04:08:23.8Z,4,REGULAR,2pt,Jump Shot,[],203468,22.28975032851511,38.23529411764706,1610612740,103,90,2022-10-29T04:08:29Z,5460000,59.0,157.0,1,left,C. McCollum 16' fadeaway Jump Shot (17 PTS),[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,16.76,Made,17.0,,,,,,,,,,,,,,,,,
558,PT07M30.00S,2022-10-29T04:08:39.1Z,4,REGULAR,2pt,Jump Shot,[],101108,84.57621550591328,70.58823529411765,1610612756,103,90,2022-10-29T04:08:45Z,5470000,103.0,92.0,1,right,MISS C. Paul 13' fadeaway Shot,[101108],1610612756.0,PHX,fadeaway,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,13.84,Missed,,,,,,,,,,,,,,,,,,
559,PT07M28.00S,2022-10-29T04:08:41.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,103,90,2022-10-29T04:08:45Z,5480000,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,558.0,4.0,4.0,0.0,,,,,,,,,,,,,
560,PT07M21.00S,2022-10-29T04:08:48.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,9.149145860709593,51.9607843137255,1610612740,103,90,2022-10-29T04:08:54Z,5490000,-10.0,34.0,1,left,MISS C. McCollum driving Layup - blocked,"[203468, 202687]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,Biyombo,202687.0
561,PT07M21.00S,2022-10-29T04:08:48.4Z,4,REGULAR,block,,[],202687,,,1610612740,103,90,2022-10-29T04:08:50Z,5500000,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
562,PT07M19.00S,2022-10-29T04:08:50.4Z,4,REGULAR,rebound,defensive,[],101108,,,1610612756,103,90,2022-10-29T04:08:54Z,5510000,,,0,,C. Paul REBOUND (Off:1 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,560.0,5.0,4.0,1.0,,,,,,,,,,,,,
563,PT07M15.00S,2022-10-29T04:08:54.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627814,94.95729303547962,3.9215686274509802,1610612756,106,90,2022-10-29T04:12:36Z,5520000,-230.0,-5.0,1,right,D. Lee 3PT running (3 PTS) (T. Craig 2 AST),"[1627814, 1628470]",1610612756.0,PHX,running,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,23.05,Made,3.0,,,,,,,,,,,,,T. Craig,1628470.0,2.0,,
565,PT07M07.00S,2022-10-29T04:09:08.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,106,90,2022-10-29T04:09:08Z,5540000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M51.00S,2022-10-29T04:12:58.0Z,4,REGULAR,2pt,Jump Shot,[],202685,10.988830486202366,72.79411764705883,1610612740,106,92,2022-10-29T04:13:06Z,5550000,-114.0,51.0,1,left,J. Valanciunas 12' turnaround fadeaway Jump Shot (19 PTS),[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,12.48,Made,19.0,,,,,,,,,,,,,,,,,
567,PT06M30.00S,2022-10-29T04:13:18.5Z,4,REGULAR,3pt,Jump Shot,[],1627814,92.46057818659659,2.696078431372549,1610612756,106,92,2022-10-29T04:13:23Z,5560000,-237.0,18.0,1,right,MISS D. Lee 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,,
568,PT06M28.00S,2022-10-29T04:13:20.5Z,4,REGULAR,rebound,offensive,[],202687,,,1610612756,106,92,2022-10-29T04:13:23Z,5570000,,,0,,B. Biyombo REBOUND (Off:4 Def:8),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Left Corner 3,24+ Left,,,,567.0,12.0,8.0,4.0,,,,,,,,,,,,,
569,PT06M25.00S,2022-10-29T04:13:26.9Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612756,106,92,2022-10-29T04:13:37Z,5580000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Biyombo 2 FT),"[202685, 202687]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,2.0,0.0,Biyombo,202687.0,,,,,,,,
571,PT06M25.00S,2022-10-29T04:13:57.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202687,,,1610612756,106,92,2022-10-29T04:13:57Z,5600000,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
572,PT06M25.00S,2022-10-29T04:13:57.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,106,92,2022-10-29T04:13:57Z,5610000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,571.0,,,,,,,,,,,,,,,,
573,PT06M25.00S,2022-10-29T04:13:58.4Z,4,REGULAR,substitution,out,[],1628470,,,1610612756,106,92,2022-10-29T04:14:05Z,5620000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M25.00S,2022-10-29T04:13:58.4Z,4,REGULAR,substitution,out,[],1627814,,,1610612756,106,92,2022-10-29T04:14:05Z,5630000,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M25.00S,2022-10-29T04:13:58.4Z,4,REGULAR,substitution,in,[],1629661,,,1610612756,106,92,2022-10-29T04:14:05Z,5640000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M25.00S,2022-10-29T04:13:58.4Z,4,REGULAR,substitution,in,[],1628969,,,1610612756,106,92,2022-10-29T04:14:05Z,5650000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M25.00S,2022-10-29T04:14:16.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202687,,,1610612756,107,92,2022-10-29T04:14:16Z,5660000,,,0,,B. Biyombo Free Throw 2 of 2 (5 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
578,PT06M10.00S,2022-10-29T04:14:32.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,9.411957950065702,42.64705882352941,1610612740,107,92,2022-10-29T04:14:36Z,5670000,37.0,36.0,1,left,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
579,PT06M08.00S,2022-10-29T04:14:34.2Z,4,REGULAR,rebound,defensive,[],202687,,,1610612756,107,92,2022-10-29T04:14:36Z,5680000,,,0,,B. Biyombo REBOUND (Off:4 Def:9),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,578.0,13.0,9.0,4.0,,,,,,,,,,,,,
580,PT06M04.00S,2022-10-29T04:14:38.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,72.61826544021025,84.80392156862744,1610612756,110,92,2022-10-29T04:15:32Z,5690000,174.0,205.0,1,right,C. Johnson 26' 3PT running (12 PTS) (C. Paul 5 AST),"[1629661, 101108]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,26.88,Made,12.0,,,,,,,,,,,,,C. Paul,101108.0,5.0,,
582,PT05M50.00S,2022-10-29T04:14:52.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,7.966491458607096,41.911764705882355,1610612740,110,92,2022-10-29T04:14:56Z,5710000,40.0,22.0,1,left,MISS C. McCollum driving Layup,[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
583,PT05M49.00S,2022-10-29T04:14:53.1Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,110,92,2022-10-29T04:14:56Z,5720000,,,0,,J. Valanciunas REBOUND (Off:3 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,582.0,8.0,5.0,3.0,,,,,,,,,,,,,
584,PT05M48.00S,2022-10-29T04:14:54.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.338370565045992,49.754901960784316,1610612740,110,94,2022-10-29T04:15:00Z,5730000,1.0,-2.0,1,left,J. Valanciunas putback Layup (21 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.26,Made,21.0,,,,,,,,,,,,,,,,,
585,PT05M31.00S,2022-10-29T04:15:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.02825229960578,65.44117647058823,1610612756,110,94,2022-10-29T04:15:15Z,5740000,77.0,126.0,1,right,MISS C. Paul 14' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,14.76,Missed,,,,,,,,,,,,,,,,,,
586,PT05M29.00S,2022-10-29T04:15:13.4Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,110,94,2022-10-29T04:15:15Z,5750000,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Right,,,,585.0,5.0,5.0,0.0,,,,,,,,,,,,,
587,PT05M18.00S,2022-10-29T04:15:24.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,5.863994743758213,49.754901960784316,1610612740,110,96,2022-10-29T04:15:28Z,5760000,1.0,3.0,1,left,J. Valanciunas cutting DUNK (23 PTS) (C. McCollum 9 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.29,Made,23.0,,,,,,,,,,,,,C. McCollum,203468.0,9.0,,
589,PT04M59.00S,2022-10-29T04:15:43.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202687,85.23324572930355,51.225490196078425,1610612756,110,96,2022-10-29T04:15:47Z,5780000,6.0,86.0,1,right,MISS B. Biyombo 8' Hook,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,8.65,Missed,,,,,,,,,,,,,,,,,,
590,PT04M57.00S,2022-10-29T04:15:45.5Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,110,96,2022-10-29T04:15:47Z,5790000,,,0,,J. Valanciunas REBOUND (Off:3 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,589.0,9.0,6.0,3.0,,,,,,,,,,,,,
591,PT04M45.00S,2022-10-29T04:15:57.9Z,4,REGULAR,turnover,lost ball,[],202685,,,1610612740,110,96,2022-10-29T04:16:05Z,5800000,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 101108]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Paul,101108.0,,,,,
592,PT04M45.00S,2022-10-29T04:15:57.9Z,4,REGULAR,steal,,[],101108,,,1610612756,110,96,2022-10-29T04:16:00Z,5810000,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
593,PT04M40.00S,2022-10-29T04:16:02.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629661,91.40932982917214,50.73529411764706,1610612756,112,96,2022-10-29T04:17:26Z,5820000,4.0,28.0,1,right,C. Johnson running Layup (14 PTS) (C. Paul 6 AST),"[1629661, 101108]",1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.85,Made,14.0,,,,,,,,,,,,,C. Paul,101108.0,6.0,,
595,PT04M22.00S,2022-10-29T04:16:23.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,8.492115637319317,57.84313725490197,1610612740,112,98,2022-10-29T04:17:43Z,5840000,-39.0,27.0,1,left,N. Marshall driving Layup (15 PTS) (J. Alvarado 2 AST),"[1630230, 1630631]",1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,4.78,Made,15.0,,,,,,,,,,,,,J. Alvarado,1630631.0,2.0,,
597,PT04M22.00S,2022-10-29T04:16:27.4Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629013,,,1610612740,112,98,2022-10-29T04:16:38Z,5860000,,,0,,L. Shamet shooting personal FOUL (4 PF) (Marshall 1 FT),"[1629013, 1630230]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,4.0,0.0,Marshall,1630230.0,,,,,,,,
599,PT04M22.00S,2022-10-29T04:16:35.0Z,4,REGULAR,substitution,out,[],1629013,,,1610612740,112,98,2022-10-29T04:17:26Z,5880000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M22.00S,2022-10-29T04:16:35.0Z,4,REGULAR,substitution,in,[],1626164,,,1610612740,112,98,2022-10-29T04:17:26Z,5890000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M22.00S,2022-10-29T04:16:56.5Z,4,REGULAR,freethrow,1 of 1,[],1630230,,,1610612740,112,99,2022-10-29T04:16:56Z,5900000,,,0,,N. Marshall Free Throw 1 of 1 (16 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
602,PT04M02.00S,2022-10-29T04:17:20.7Z,4,REGULAR,foul,personal,[],202685,,,1610612756,112,99,2022-10-29T04:17:27Z,5910000,,,0,,J. Valanciunas personal FOUL (3 PF),"[202685, 1626164]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,,,,203591.0,3.0,0.0,Booker,1626164.0,,,,,,,,
604,PT03M55.00S,2022-10-29T04:17:45.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,92.9862023653088,48.77450980392157,1610612756,114,99,2022-10-29T04:17:49Z,5930000,-6.0,13.0,1,right,B. Biyombo cutting DUNK (7 PTS) (C. Paul 7 AST),"[202687, 101108]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.47,Made,7.0,,,,,,,,,,,,,C. Paul,101108.0,7.0,,
606,PT03M41.00S,2022-10-29T04:18:02.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612740,114,99,2022-10-29T04:18:15Z,5950000,,,0,,B. Biyombo personal FOUL (4 PF) (Valanciunas 2 FT),"[202687, 202685]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,,,,,,2534.0,4.0,0.0,Valanciunas,202685.0,,,,,,,,
608,PT03M41.00S,2022-10-29T04:18:31.5Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,114,100,2022-10-29T04:18:31Z,5970000,,,0,,J. Valanciunas Free Throw 1 of 2 (24 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
609,PT03M41.00S,2022-10-29T04:18:54.6Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,114,101,2022-10-29T04:18:54Z,5980000,,,0,,J. Valanciunas Free Throw 2 of 2 (25 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
610,PT03M27.00S,2022-10-29T04:19:09.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,85.49605781865965,57.59803921568627,1610612756,114,101,2022-10-29T04:19:14Z,5990000,38.0,84.0,1,right,MISS D. Booker 9' driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,9.2,Missed,,,,,,,,,,,,,,,,,,
611,PT03M25.00S,2022-10-29T04:19:11.3Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,114,101,2022-10-29T04:19:14Z,6000000,,,0,,J. Valanciunas REBOUND (Off:3 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,610.0,10.0,7.0,3.0,,,,,,,,,,,,,
612,PT03M23.00S,2022-10-29T04:19:17.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612740,114,101,2022-10-29T04:19:26Z,6010000,,,0,,C. Johnson personal FOUL (2 PF) (Marshall 2 FT),"[1629661, 1630230]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,2.0,0.0,Marshall,1630230.0,,,,,,,,
614,PT03M23.00S,2022-10-29T04:19:48.6Z,4,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,114,102,2022-10-29T04:19:48Z,6030000,,,0,,N. Marshall Free Throw 1 of 2 (17 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
615,PT03M23.00S,2022-10-29T04:20:03.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,114,102,2022-10-29T04:20:03Z,6040000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M23.00S,2022-10-29T04:23:32.3Z,4,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,114,103,2022-10-29T04:23:32Z,6050000,,,0,,N. Marshall Free Throw 2 of 2 (18 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
619,PT03M04.00S,2022-10-29T04:23:56.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,92.72339027595268,49.01960784313725,1610612756,116,103,2022-10-29T04:24:01Z,6060000,-5.0,16.0,1,right,B. Biyombo alley-oop DUNK (9 PTS) (M. Bridges 4 AST),"[202687, 1628969]",1610612756.0,PHX,alley-oop,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.66,Made,9.0,,,,,,,,,,,,,M. Bridges,1628969.0,4.0,,
