actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
420,PT03M35.00S,2023-12-21T01:43:56.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,83.919185282523,59.068627450980394,1610612755,79,83,2023-12-21T01:45:59Z,4160000,False,45.0,99.0,1,right,J. Embiid 10' driving floating Jump Shot (33 PTS) (P. Beverley 1 AST),"[203954, 201976]",1610612755.0,PHI,driving floating,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.86,Made,,,,,,,,,,,33.0,P. Beverley,201976.0,1.0,,,,
422,PT03M35.00S,2023-12-21T01:44:03.0Z,3,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612755,79,83,2023-12-21T01:44:09Z,4180000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Embiid 1 FT),"[1626157, 203954]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,202056.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
424,PT03M35.00S,2023-12-21T01:44:11.1Z,3,REGULAR,substitution,out,[],202699,,,1610612755,79,83,2023-12-21T01:44:25Z,4200000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M35.00S,2023-12-21T01:44:11.1Z,3,REGULAR,substitution,in,[],1630231,,,1610612755,79,83,2023-12-21T01:44:25Z,4210000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M35.00S,2023-12-21T01:44:47.5Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,80,83,2023-12-21T01:44:47Z,4220000,False,,,0,,J. Embiid Free Throw 1 of 1 (34 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,34.0,,,,,,,
427,PT03M26.00S,2023-12-21T01:45:07.5Z,3,REGULAR,3pt,Jump Shot,[],1629675,6.521024967148489,98.2843137254902,1610612750,80,83,2023-12-21T01:45:12Z,4230000,False,-241.0,9.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
428,PT03M23.00S,2023-12-21T01:45:10.5Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,80,83,2023-12-21T01:45:12Z,4240000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,427.0,,,,,,2.0,2.0,0.0,,,,,,,,,
429,PT03M13.00S,2023-12-21T01:45:19.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,91.27792378449409,49.26470588235294,1610612755,82,83,2023-12-21T01:45:27Z,4250000,False,-4.0,29.0,1,right,J. Embiid driving reverse DUNK (36 PTS) (P. Beverley 2 AST),"[203954, 201976]",1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,,36.0,P. Beverley,201976.0,2.0,,,,
431,PT03M13.00S,2023-12-21T01:45:27.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,82,83,2023-12-21T01:45:27Z,4270000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M55.00S,2023-12-21T01:48:39.5Z,3,REGULAR,2pt,Jump Shot,[],1630162,25.57490144546649,58.57843137254902,1610612750,82,83,2023-12-21T01:48:45Z,4280000,False,-43.0,188.0,1,left,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,19.27,Missed,,,,,,,,,,,,,,,,,,
433,PT02M53.00S,2023-12-21T01:48:41.5Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,82,83,2023-12-21T01:48:45Z,4290000,False,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,432.0,,,,,,10.0,8.0,2.0,,,,,,,,,
434,PT02M42.00S,2023-12-21T01:48:53.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,86.41590013140605,54.65686274509803,1610612755,84,83,2023-12-21T01:48:58Z,4300000,False,23.0,75.0,1,right,P. Beverley 7' driving floating Jump Shot (5 PTS),[201976],1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,,,,,,,,,,,5.0,,,,,,,
435,PT02M33.00S,2023-12-21T01:49:01.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,15.588042049934298,50.98039215686274,1610612750,84,85,2023-12-21T01:49:18Z,4310000,False,-5.0,94.0,1,left,K. Anderson 9' driving floating Jump Shot (2 PTS) (A. Edwards 5 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,9.41,Made,,,,,,,,,,,2.0,A. Edwards,1630162.0,5.0,,,,
437,PT02M16.00S,2023-12-21T01:49:20.7Z,3,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612755,84,85,2023-12-21T01:49:30Z,4330000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Martin 2 FT),"[1630162, 1630231]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,1627962.0,1.0,1.0,Martin,1630231.0,,,,,,,,,,,,
439,PT02M16.00S,2023-12-21T01:49:51.5Z,3,REGULAR,freethrow,1 of 2,[],1630231,,,1610612755,84,85,2023-12-21T01:49:51Z,4350000,False,,,0,,MISS K. Martin Free Throw 1 of 2,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
440,PT02M16.00S,2023-12-21T01:49:51.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,84,85,2023-12-21T01:49:51Z,4360000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,,
441,PT02M16.00S,2023-12-21T01:49:56.0Z,3,REGULAR,substitution,out,[],1626157,,,1610612755,84,85,2023-12-21T01:50:02Z,4370000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M16.00S,2023-12-21T01:49:56.0Z,3,REGULAR,substitution,in,[],1628972,,,1610612755,84,85,2023-12-21T01:50:02Z,4380000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M16.00S,2023-12-21T01:50:20.2Z,3,REGULAR,freethrow,2 of 2,[],1630231,,,1610612755,85,85,2023-12-21T01:50:20Z,4390000,False,,,0,,K. Martin Free Throw 2 of 2 (1 PTS),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
444,PT01M56.00S,2023-12-21T01:50:41.4Z,3,REGULAR,3pt,Jump Shot,[],1629638,12.434296977660972,4.901960784313726,1610612750,85,85,2023-12-21T01:50:46Z,4400000,False,225.0,64.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
445,PT01M53.00S,2023-12-21T01:50:44.4Z,3,REGULAR,rebound,offensive,[],1628972,,,1610612750,85,85,2023-12-21T01:50:46Z,4410000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,,,444.0,,,,,,2.0,1.0,1.0,,,,,,,,,
446,PT01M50.00S,2023-12-21T01:50:47.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,7.046649145860711,48.77450980392157,1610612750,85,87,2023-12-21T01:50:53Z,4420000,False,6.0,14.0,1,left,N. Alexander-Walker driving finger roll Layup (4 PTS) (T. Brown Jr. 1 AST),"[1629638, 1628972]",1610612750.0,MIN,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,,,4.0,T. Brown Jr.,1628972.0,1.0,,,,
448,PT01M30.00S,2023-12-21T01:51:06.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,93.38042049934296,52.20588235294118,1610612755,87,87,2023-12-21T01:51:13Z,4440000,False,11.0,10.0,1,right,K. Martin Layup (3 PTS) (P. Beverley 3 AST),"[1630231, 201976]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,3.0,P. Beverley,201976.0,3.0,,,,
450,PT01M17.00S,2023-12-21T01:51:21.1Z,3,REGULAR,turnover,out-of-bounds,[],1628972,,,1610612750,87,87,2023-12-21T01:51:30Z,4460000,False,,,0,,T. Brown Jr. bad pass out-of-bounds TURNOVER (2 TO),[1628972],1610612750.0,MIN,bad pass,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Center,,,,1179.0,,,,,,,,2.0,,,,,,,,
451,PT01M00.00S,2023-12-21T01:51:47.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,73.14388961892247,45.588235294117645,1610612755,87,87,2023-12-21T01:51:53Z,4470000,False,-22.0,200.0,1,right,MISS J. Embiid 20' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,20.11,Missed,,,,,,,,,,,,,,,,,,
452,PT00M57.80S,2023-12-21T01:51:49.6Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,87,87,2023-12-21T01:51:53Z,4480000,False,,,0,,A. Edwards REBOUND (Off:1 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,451.0,,,,,,6.0,5.0,1.0,,,,,,,,,
453,PT00M41.70S,2023-12-21T01:52:06.6Z,3,REGULAR,2pt,Jump Shot,[],1628972,6.521024967148489,75.0,1610612750,87,87,2023-12-21T01:52:11Z,4490000,False,-125.0,9.0,1,left,MISS T. Brown Jr. 12' turnaround fadeaway Shot,[1628972],1610612750.0,MIN,turnaround fadeaway,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Left,12.53,Missed,,,,,,,,,,,,,,,,,,
454,PT00M39.40S,2023-12-21T01:52:08.9Z,3,REGULAR,rebound,defensive,[],1627863,,,1610612755,87,87,2023-12-21T01:52:11Z,4500000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Left,,,453.0,,,,,,1.0,1.0,0.0,,,,,,,,,
455,PT00M23.20S,2023-12-21T01:52:26.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,92.32917214191852,51.71568627450981,1610612755,89,87,2023-12-21T01:52:33Z,4510000,False,9.0,20.0,1,right,J. Embiid driving DUNK (38 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,,38.0,,,,,,,
456,PT00M23.20S,2023-12-21T01:52:37.1Z,3,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612755,89,87,2023-12-21T01:52:43Z,4520000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Embiid 1 FT),"[1629675, 203954]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
458,PT00M23.20S,2023-12-21T01:53:09.8Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,90,87,2023-12-21T01:53:09Z,4540000,False,,,0,,J. Embiid Free Throw 1 of 1 (39 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,39.0,,,,,,,
459,PT00M08.30S,2023-12-21T01:53:27.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,11.908672798948752,42.8921568627451,1610612750,90,87,2023-12-21T01:53:34Z,4550000,False,36.0,59.0,1,left,MISS K. Anderson 6' floating Shot - blocked,"[203937, 201976]",1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,6.92,Missed,,,,,,,,,,,,,,,Beverley,201976.0,,
460,PT00M08.30S,2023-12-21T01:53:27.6Z,3,REGULAR,block,,[],201976,,,1610612750,90,87,2023-12-21T01:53:29Z,4560000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
461,PT00M05.70S,2023-12-21T01:53:30.2Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,90,87,2023-12-21T01:53:30Z,4570000,False,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,459.0,,,,,,3.0,3.0,0.0,,,,,,,,,
462,PT00M00.80S,2023-12-21T01:53:35.1Z,3,REGULAR,3pt,Jump Shot,[],202694,74.19513797634691,90.19607843137256,1610612755,90,87,2023-12-21T01:58:43Z,4580000,False,201.0,190.0,1,right,MISS M. Morris Sr. 27' 3PT,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,27.67,Missed,,,,,,,,,,,,,,,,,,
463,PT00M00.80S,2023-12-21T01:53:35.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,90,87,2023-12-21T01:53:43Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,462.0,,,,,,,,,,,,,,,,,
464,PT00M00.00S,2023-12-21T01:53:39.7Z,3,REGULAR,period,end,[],0,,,1610612755,90,87,2023-12-21T01:53:39Z,4600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],1630231,,,1610612755,90,87,2023-12-21T01:56:15Z,4610000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,90,87,2023-12-21T01:56:15Z,4620000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],1627863,,,1610612755,90,87,2023-12-21T01:56:15Z,4630000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],1630162,,,1610612755,90,87,2023-12-21T01:56:15Z,4640000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],1629675,,,1610612755,90,87,2023-12-21T01:56:15Z,4650000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],1628972,,,1610612755,90,87,2023-12-21T01:56:15Z,4660000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,90,87,2023-12-21T01:56:15Z,4670000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,90,87,2023-12-21T01:56:15Z,4680000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,90,87,2023-12-21T01:56:15Z,4690000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],201144,,,1610612755,90,87,2023-12-21T01:56:15Z,4700000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],1626157,,,1610612755,90,87,2023-12-21T01:56:15Z,4710000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],1630183,,,1610612755,90,87,2023-12-21T01:56:15Z,4720000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,out,['startperiod'],1629638,,,1610612755,90,87,2023-12-21T01:56:38Z,4730000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2023-12-21T01:55:45.4Z,4,REGULAR,substitution,in,['startperiod'],1629003,,,1610612755,90,87,2023-12-21T01:56:38Z,4740000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2023-12-21T01:56:42.8Z,4,REGULAR,period,start,[],0,,,1610612750,90,87,2023-12-21T01:56:42Z,4750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2023-12-21T01:56:43.4Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612750,90,87,2023-12-21T01:56:57Z,4760000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,
482,PT11M41.00S,2023-12-21T01:57:01.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,9.017739816031538,45.83333333333333,1610612750,90,87,2023-12-21T01:57:07Z,4780000,False,21.0,32.0,1,left,MISS K. Anderson floating Shot,[203937],1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
483,PT11M38.00S,2023-12-21T01:57:03.2Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,90,87,2023-12-21T01:57:03Z,4790000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,482.0,,,,,,2.0,1.0,1.0,,,,,,,,,
484,PT11M29.00S,2023-12-21T01:57:13.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201976,93.51182654402102,54.90196078431373,1610612755,90,87,2023-12-21T01:57:18Z,4800000,False,25.0,8.0,1,right,MISS P. Beverley driving finger roll Layup,[201976],1610612755.0,PHI,driving finger roll,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
485,PT11M27.00S,2023-12-21T01:57:15.2Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,90,87,2023-12-21T01:57:18Z,4810000,False,,,0,,K. Towns REBOUND (Off:3 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,484.0,,,,,,11.0,8.0,3.0,,,,,,,,,
486,PT11M24.00S,2023-12-21T01:57:19.2Z,4,REGULAR,foul,personal,['2freethrow'],202694,,,1610612750,90,87,2023-12-21T01:57:24Z,4820000,False,,,0,,M. Morris Sr. shooting personal FOUL (2 PF) (McDaniels 2 FT),"[202694, 1630183]",1610612755.0,PHI,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,1627962.0,2.0,1.0,McDaniels,1630183.0,,,,,,,,,,,,
488,PT11M24.00S,2023-12-21T01:57:46.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630183,,,1610612750,90,87,2023-12-21T01:58:05Z,4840000,False,,,0,,MISS J. McDaniels Free Throw 1 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
489,PT11M24.00S,2023-12-21T01:57:46.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,90,87,2023-12-21T01:58:05Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,
490,PT11M24.00S,2023-12-21T01:57:46.1Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630183,,,1610612750,90,87,2023-12-21T01:58:05Z,4860000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT11M22.00S,2023-12-21T01:57:48.1Z,4,REGULAR,rebound,defensive,[],202694,,,1610612755,90,87,2023-12-21T01:58:05Z,4870000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,490.0,,,,,,1.0,1.0,0.0,,,,,,,,,
493,PT11M08.00S,2023-12-21T01:58:39.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,90,87,2023-12-21T01:58:39Z,4890000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT11M09.00S,2023-12-21T02:00:19.8Z,4,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,90,87,2023-12-21T02:00:41Z,4920000,False,,,0,,T. Maxey lost ball out-of-bounds TURNOVER (4 TO),[1630178],1610612755.0,PHI,lost ball,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,1179.0,,,,,,,,4.0,,,,,,,,
497,PT10M56.00S,2023-12-21T02:01:36.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201144,28.203022339027594,20.098039215686274,1610612750,90,87,2023-12-21T02:01:41Z,4930000,False,150.0,213.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
498,PT10M53.00S,2023-12-21T02:01:39.8Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,90,87,2023-12-21T02:01:41Z,4940000,False,,,0,,P. Reed REBOUND (Off:1 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,497.0,,,,,,3.0,2.0,1.0,,,,,,,,,
499,PT10M47.00S,2023-12-21T02:01:45.9Z,4,REGULAR,3pt,Jump Shot,[],1630178,66.5735873850197,19.852941176470587,1610612755,93,87,2023-12-21T02:01:56Z,4950000,False,-151.0,262.0,1,right,T. Maxey 30' 3PT  (23 PTS) (T. Harris 3 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,30.2,Made,,,,,,,,,,,23.0,T. Harris,202699.0,3.0,,,,
501,PT10M31.00S,2023-12-21T02:02:03.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,4.28712220762155,54.41176470588235,1610612750,93,89,2023-12-21T02:02:08Z,4970000,False,-22.0,-12.0,1,left,K. Towns driving floating Jump Shot (22 PTS) (S. Milton 3 AST),"[1626157, 1629003]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,,,,22.0,S. Milton,1629003.0,3.0,,,,
503,PT10M31.00S,2023-12-21T02:02:05.7Z,4,REGULAR,foul,personal,['1freethrow'],1630194,,,1610612750,93,89,2023-12-21T02:02:11Z,4990000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Towns 1 FT),"[1630194, 1626157]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,202056.0,2.0,1.0,Towns,1626157.0,,,,,,,,,,,,
505,PT10M31.00S,2023-12-21T02:02:35.1Z,4,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,93,90,2023-12-21T02:02:35Z,5010000,False,,,0,,K. Towns Free Throw 1 of 1 (23 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,Made,,,,,,,,,,,23.0,,,,,,,
506,PT10M08.00S,2023-12-21T02:02:58.0Z,4,REGULAR,2pt,Jump Shot,[],202694,88.51839684625493,27.205882352941174,1610612755,93,90,2023-12-21T02:03:01Z,5020000,False,-114.0,55.0,1,right,MISS M. Morris Sr. 12' turnaround fadeaway Shot,[202694],1610612755.0,PHI,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,8-16 Left,12.67,Missed,,,,,,,,,,,,,,,,,,
