actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,value
639,PT01M30.00S,2022-04-07T02:02:00.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612752,96,104,2022-04-07T02:02:15Z,6030000,,,0,,S. Curry personal FOUL (3 PF) (Toppin 2 FT),"[203552, 1630167]",1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,,,,,2882.0,3.0,0.0,Toppin,1630167.0,,,,,,,
641,PT01M30.00S,2022-04-07T02:02:26.8Z,4,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,96,104,2022-04-07T02:02:26Z,6050000,,,0,,MISS O. Toppin Free Throw 1 of 2,[1630167],1610612752.0,NYK,,,,,,,,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
642,PT01M30.00S,2022-04-07T02:02:26.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,96,104,2022-04-07T02:02:26Z,6060000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,
643,PT01M30.00S,2022-04-07T02:02:47.1Z,4,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,97,104,2022-04-07T02:02:47Z,6070000,,,0,,O. Toppin Free Throw 2 of 2 (19 PTS),[1630167],1610612752.0,NYK,,,,,,,,Made,19.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
645,PT01M06.00S,2022-04-07T02:03:12.5Z,4,REGULAR,3pt,Jump Shot,[],201988,66.04796320630749,44.85294117647059,1610612751,97,107,2022-04-07T02:03:16Z,6080000,-26.0,267.0,1,right,P. Mills 26' 3PT  (15 PTS),[201988],1610612751.0,BKN,,,,,,,26.78,Made,15.0,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
646,PT00M56.60S,2022-04-07T02:03:26.8Z,4,REGULAR,3pt,Jump Shot,[],1630193,32.013797634691194,59.80392156862745,1610612752,97,107,2022-04-07T02:03:31Z,6090000,-49.0,248.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,,,,25.32,Missed,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
647,PT00M54.10S,2022-04-07T02:03:29.3Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,97,107,2022-04-07T02:03:31Z,6100000,,,0,,K. Durant REBOUND (Off:2 Def:8),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,646.0,10.0,8.0,2.0,,,,,,,,,,,,
648,PT00M36.80S,2022-04-07T02:03:51.6Z,4,REGULAR,foul,personal,[],1630579,,,1610612751,97,107,2022-04-07T02:09:08Z,6110000,,,0,,J. Sims take personal FOUL (5 PF),"[1630579, 203552]",1610612752.0,NYK,take,,,,,,,,,Sims,J. Sims,,,,,,,,200832.0,5.0,0.0,Curry,203552.0,,,,,,,
650,PT00M33.10S,2022-04-07T02:04:27.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202692,,,1610612751,97,107,2022-04-07T02:04:36Z,6130000,,,0,,A. Burks personal FOUL (4 PF) (Durant 2 FT),"[202692, 201142]",1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,200832.0,4.0,0.0,Durant,201142.0,,,,,,,
652,PT00M33.10S,2022-04-07T02:04:51.6Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,97,107,2022-04-07T02:04:51Z,6150000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,,,,,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
653,PT00M33.10S,2022-04-07T02:04:51.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,97,107,2022-04-07T02:04:51Z,6160000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,652.0,,,,,,,,,,,,,,,
654,PT00M33.10S,2022-04-07T02:05:12.3Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,97,108,2022-04-07T02:05:12Z,6170000,,,0,,K. Durant Free Throw 2 of 2 (32 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,32.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
655,PT00M28.30S,2022-04-07T02:05:21.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,97,108,2022-04-07T02:05:21Z,6180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M27.30S,2022-04-07T02:05:36.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612752,97,108,2022-04-07T02:05:45Z,6190000,,,0,,K. Durant shooting personal FOUL (5 PF) (Barrett 2 FT),"[201142, 1629628]",1610612751.0,BKN,shooting,,,,,,,,,Durant,K. Durant,,,,,,,,2882.0,5.0,0.0,Barrett,1629628.0,,,,,,,
658,PT00M27.30S,2022-04-07T02:06:00.9Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,97,108,2022-04-07T02:06:00Z,6210000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,,,,,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
659,PT00M27.30S,2022-04-07T02:06:00.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,97,108,2022-04-07T02:06:00Z,6220000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,658.0,,,,,,,,,,,,,,,
660,PT00M27.30S,2022-04-07T02:06:15.1Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,98,108,2022-04-07T02:06:15Z,6230000,,,0,,R. Barrett Free Throw 2 of 2 (23 PTS),[1629628],1610612752.0,NYK,,,,,,,,Made,23.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
661,PT00M06.80S,2022-04-07T02:06:37.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,94.1688567674113,51.9607843137255,1610612751,98,110,2022-04-07T02:06:41Z,6240000,10.0,2.0,1,right,B. Brown Layup (5 PTS) (K. Durant 11 AST),"[1628971, 201142]",1610612751.0,BKN,,,,,,,1.01,Made,5.0,Brown,B. Brown,K. Durant,201142.0,11.0,,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-04-07T02:06:48.8Z,4,REGULAR,period,end,[],0,,,1610612752,98,110,2022-04-07T02:06:48Z,6260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2022-04-07T02:06:51.5Z,4,REGULAR,game,end,[],0,,,0,98,110,2022-04-07T02:06:51Z,6270000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
