actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
452,PT03M44.00S,2021-11-24T02:15:07.7Z,3,REGULAR,foul,technical,['1freethrow'],2546,,,1610612752,75,72,2021-11-24T02:15:16Z,4280000,,,0,,C. Anthony technical FOUL (1 Tech),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,201639.0,,,,,,,,,3.0,1.0,,
456,PT03M44.00S,2021-11-24T02:15:14.1Z,3,REGULAR,substitution,out,[],1629628,,,1610612752,75,72,2021-11-24T02:16:01Z,4285000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M44.00S,2021-11-24T02:15:14.1Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,75,72,2021-11-24T02:16:01Z,4287500,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M44.00S,2021-11-24T02:15:20.6Z,3,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,75,72,2021-11-24T02:15:20Z,4290000,,,0,,MISS J. Randle technical Free Throw 1 of 1,[203944],1610612752.0,NYK,technical,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,
454,PT03M44.00S,2021-11-24T02:15:20.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,75,72,2021-11-24T02:15:20Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,
455,PT03M44.00S,2021-11-24T02:15:55.5Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,76,72,2021-11-24T02:15:55Z,4310000,,,0,,J. Randle Free Throw 1 of 2 (18 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
458,PT03M44.00S,2021-11-24T02:16:20.9Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,77,72,2021-11-24T02:16:20Z,4320000,,,0,,J. Randle Free Throw 2 of 2 (19 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
459,PT03M34.00S,2021-11-24T02:16:32.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201566,89.56964520367937,49.01960784313725,1610612747,77,74,2021-11-24T02:16:37Z,4330000,-5.0,46.0,1,right,R. Westbrook driving Hook (19 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,4.58,Made,,,,,19.0,,,,,,,,,,,,,
460,PT03M19.00S,2021-11-24T02:16:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,18.478975032851512,60.049019607843135,1610612752,77,74,2021-11-24T02:16:53Z,4340000,-50.0,121.0,1,left,MISS E. Fournier 13' fadeaway Shot,[203095],1610612752.0,NYK,fadeaway,,,Fournier,E. Fournier,,,,,13.12,Missed,,,,,,,,,,,,,,,,,,
461,PT03M17.00S,2021-11-24T02:16:48.4Z,3,REGULAR,rebound,offensive,[],203944,,,1610612752,77,74,2021-11-24T02:20:07Z,4350000,,,0,,J. Randle REBOUND (Off:1 Def:12),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,460.0,13.0,12.0,1.0,,,,,,,,,,,,,,
462,PT03M03.00S,2021-11-24T02:17:03.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,11.514454664914586,3.9215686274509802,1610612752,77,74,2021-11-24T02:17:09Z,4360000,230.0,56.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
463,PT03M01.00S,2021-11-24T02:17:05.1Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,77,74,2021-11-24T02:17:09Z,4370000,,,0,,D. Jordan REBOUND (Off:4 Def:7),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,462.0,11.0,7.0,4.0,,,,,,,,,,,,,,
464,PT02M50.00S,2021-11-24T02:17:15.8Z,3,REGULAR,2pt,Jump Shot,[],201566,84.44480946123521,18.38235294117647,1610612747,77,74,2021-11-24T02:20:36Z,4380000,-158.0,94.0,1,right,MISS R. Westbrook 18' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,18.38,Missed,,,,,,,,,,,,,,,,,,
465,PT02M48.00S,2021-11-24T02:17:17.8Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,77,74,2021-11-24T02:17:20Z,4390000,,,0,,J. Randle REBOUND (Off:1 Def:13),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,464.0,14.0,13.0,1.0,,,,,,,,,,,,,,
466,PT02M43.00S,2021-11-24T02:17:32.5Z,3,REGULAR,foul,personal,[],1628370,,,1610612752,77,74,2021-11-24T02:17:50Z,4400000,,,0,,M. Monk personal FOUL (1 PF),"[1628370, 203944]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Randle,203944.0
468,PT02M43.00S,2021-11-24T02:17:32.6Z,3,REGULAR,substitution,out,[],203944,,,1610612752,77,74,2021-11-24T02:17:57Z,4420000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M43.00S,2021-11-24T02:17:32.6Z,3,REGULAR,substitution,out,[],201599,,,1610612752,77,74,2021-11-24T02:17:57Z,4430000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M43.00S,2021-11-24T02:17:32.6Z,3,REGULAR,substitution,in,[],1630167,,,1610612752,77,74,2021-11-24T02:17:57Z,4440000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M43.00S,2021-11-24T02:17:32.6Z,3,REGULAR,substitution,in,[],2730,,,1610612752,77,74,2021-11-24T02:17:57Z,4450000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M30.00S,2021-11-24T02:18:08.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,10.85742444152431,51.225490196078425,1610612752,79,74,2021-11-24T02:21:16Z,4460000,-6.0,50.0,1,left,E. Fournier floating Jump Shot (24 PTS) (A. Burks 2 AST),"[203095, 202692]",1610612752.0,NYK,floating,,,Fournier,E. Fournier,,,,,5.0,Made,,,,,24.0,,,A. Burks,202692.0,2.0,,,,,,,,
474,PT02M10.00S,2021-11-24T02:18:31.1Z,3,REGULAR,foul,offensive,[],2730,,,1610612747,79,74,2021-11-24T02:18:39Z,4480000,,,0,,D. Howard offensive FOUL (1 PF),"[2730, 1630193]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,201639.0,,,,,,,,,1.0,0.0,Quickley,1630193.0
476,PT02M10.00S,2021-11-24T02:18:31.1Z,3,REGULAR,turnover,offensive foul,[],2730,,,1610612747,79,74,2021-11-24T02:18:31Z,4500000,,,0,,D. Howard offensive foul TURNOVER (1 TO),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,201639.0,1.0,,,,,,,,,,,
477,PT01M57.00S,2021-11-24T02:19:00.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203095,32.013797634691194,55.88235294117647,1610612752,79,74,2021-11-24T02:19:06Z,4510000,-29.0,248.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
478,PT01M55.00S,2021-11-24T02:19:02.3Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612747,79,74,2021-11-24T02:19:06Z,4520000,,,0,,M. Monk REBOUND (Off:2 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,477.0,3.0,1.0,2.0,,,,,,,,,,,,,,
479,PT01M42.00S,2021-11-24T02:19:15.7Z,3,REGULAR,3pt,Jump Shot,[],201566,72.88107752956637,20.588235294117645,1610612747,79,77,2021-11-24T02:21:58Z,4530000,-147.0,202.0,1,right,R. Westbrook 25' 3PT pullup (22 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,25.02,Made,,,,,22.0,,,,,,,,,,,,,
480,PT01M31.00S,2021-11-24T02:19:26.3Z,3,REGULAR,3pt,Jump Shot,[],1630193,31.750985545335087,47.794117647058826,1610612752,79,77,2021-11-24T02:22:21Z,4540000,11.0,246.0,1,left,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
481,PT01M29.00S,2021-11-24T02:19:28.3Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,79,77,2021-11-24T02:19:33Z,4550000,,,0,,R. Westbrook REBOUND (Off:0 Def:10),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,480.0,10.0,10.0,0.0,,,,,,,,,,,,,,
482,PT01M26.00S,2021-11-24T02:19:31.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2546,94.03745072273325,49.754901960784316,1610612747,79,79,2021-11-24T02:19:36Z,4560000,-1.0,4.0,1,right,C. Anthony running DUNK (8 PTS) (R. Westbrook 8 AST),"[2546, 201566]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,0.37,Made,,,,,8.0,,,R. Westbrook,201566.0,8.0,,,,,,,,
484,PT01M04.00S,2021-11-24T02:19:57.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612752,79,79,2021-11-24T02:20:05Z,4580000,,,0,,M. Monk personal FOUL (2 PF) (Quickley 2 FT),"[1628370, 1630193]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Quickley,1630193.0
487,PT01M04.00S,2021-11-24T02:20:13.6Z,3,REGULAR,substitution,out,[],1629659,,,1610612752,79,79,2021-11-24T02:20:37Z,4595000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M04.00S,2021-11-24T02:20:13.6Z,3,REGULAR,substitution,in,[],201961,,,1610612752,79,79,2021-11-24T02:20:37Z,4597500,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M04.00S,2021-11-24T02:20:30.1Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,80,79,2021-11-24T02:20:30Z,4600000,,,0,,I. Quickley Free Throw 1 of 2 (1 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
489,PT01M04.00S,2021-11-24T02:20:51.4Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,81,79,2021-11-24T02:20:51Z,4610000,,,0,,I. Quickley Free Throw 2 of 2 (2 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
490,PT00M50.80S,2021-11-24T02:21:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.1688567674113,50.245098039215684,1610612747,81,81,2021-11-24T02:21:14Z,4620000,1.0,2.0,1,right,R. Westbrook driving Layup (24 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,0.26,Made,,,,,24.0,,,,,,,,,,,,,
491,PT00M37.00S,2021-11-24T02:21:25.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203457,6.652431011826544,50.49019607843137,1610612752,81,81,2021-11-24T02:21:59Z,4630000,-2.0,10.0,1,left,MISS N. Noel Layup,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,1.03,Missed,,,,,,,,,,,,,,,,,,
492,PT00M36.50S,2021-11-24T02:21:25.8Z,3,REGULAR,rebound,defensive,[],201961,,,1610612747,81,81,2021-11-24T02:21:59Z,4640000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,491.0,1.0,1.0,0.0,,,,,,,,,,,,,,
493,PT00M35.50S,2021-11-24T02:21:31.1Z,3,REGULAR,foul,personal,[],203457,,,1610612747,81,81,2021-11-24T02:21:40Z,4650000,,,0,,N. Noel personal FOUL (3 PF),"[203457, 201961]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,201639.0,,,,,,,,,3.0,0.0,Ellington,201961.0
495,PT00M35.50S,2021-11-24T02:21:31.2Z,3,REGULAR,substitution,out,[],203457,,,1610612747,81,81,2021-11-24T02:21:49Z,4670000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M35.50S,2021-11-24T02:21:31.2Z,3,REGULAR,substitution,in,[],203944,,,1610612747,81,81,2021-11-24T02:21:49Z,4680000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M29.60S,2021-11-24T02:22:04.3Z,3,REGULAR,3pt,Jump Shot,[],2546,67.88764783180025,29.166666666666668,1610612747,81,81,2021-11-24T02:22:10Z,4690000,-104.0,249.0,1,right,MISS C. Anthony 27' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,
498,PT00M27.00S,2021-11-24T02:22:06.9Z,3,REGULAR,rebound,defensive,[],1630167,,,1610612752,81,81,2021-11-24T02:22:10Z,4700000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,497.0,1.0,1.0,0.0,,,,,,,,,,,,,,
499,PT00M19.70S,2021-11-24T02:22:15.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.783837056504599,49.50980392156863,1610612752,83,81,2021-11-24T02:22:19Z,4710000,2.0,11.0,1,left,O. Toppin DUNK (8 PTS) (J. Randle 5 AST),"[1630167, 203944]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,1.16,Made,,,,,8.0,,,J. Randle,203944.0,5.0,,,,,,,,
501,PT00M02.70S,2021-11-24T02:22:38.3Z,3,REGULAR,3pt,Jump Shot,[],201566,74.85216819973719,13.725490196078432,1610612747,83,81,2021-11-24T02:24:19Z,4730000,-181.0,184.0,1,right,MISS R. Westbrook 25' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
502,PT00M01.00S,2021-11-24T02:22:40.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,83,81,2021-11-24T02:22:51Z,4740000,,,0,,J. Randle REBOUND (Off:1 Def:14),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,501.0,15.0,14.0,1.0,,,,,,,,,,,,,,
503,PT00M00.00S,2021-11-24T02:22:43.8Z,3,REGULAR,period,end,[],0,,,1610612752,83,81,2021-11-24T02:22:43Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-11-24T02:25:15.8Z,4,REGULAR,substitution,out,['startperiod'],201566,,,1610612752,83,81,2021-11-24T02:26:21Z,4760000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2021-11-24T02:25:15.8Z,4,REGULAR,substitution,out,['startperiod'],2730,,,1610612752,83,81,2021-11-24T02:26:21Z,4770000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-11-24T02:25:15.8Z,4,REGULAR,substitution,in,['startperiod'],1629659,,,1610612752,83,81,2021-11-24T02:26:21Z,4780000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-11-24T02:25:15.8Z,4,REGULAR,substitution,in,['startperiod'],203076,,,1610612752,83,81,2021-11-24T02:26:21Z,4790000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2021-11-24T02:26:17.9Z,4,REGULAR,period,start,[],0,,,1610612752,83,81,2021-11-24T02:26:22Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M43.00S,2021-11-24T02:26:34.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,5.863994743758213,50.49019607843137,1610612752,85,81,2021-11-24T02:26:39Z,4810000,-2.0,3.0,1,left,O. Toppin cutting DUNK (10 PTS) (A. Burks 3 AST),"[1630167, 202692]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,0.36,Made,,,,,10.0,,,A. Burks,202692.0,3.0,,,,,,,,
511,PT11M15.00S,2021-11-24T02:27:01.8Z,4,REGULAR,2pt,Jump Shot,[],2546,85.75886990801577,12.009803921568627,1610612747,85,81,2021-11-24T02:27:07Z,4830000,-190.0,81.0,1,right,MISS C. Anthony 20' Jump Shot,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,20.67,Missed,,,,,,,,,,,,,,,,,,
512,PT11M13.00S,2021-11-24T02:27:03.8Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,85,81,2021-11-24T02:27:07Z,4840000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,511.0,2.0,2.0,0.0,,,,,,,,,,,,,,
513,PT11M06.00S,2021-11-24T02:27:13.1Z,4,REGULAR,turnover,out-of-bounds,[],1630167,,,1610612752,85,81,2021-11-24T02:27:20Z,4850000,,,0,,O. Toppin lost ball out-of-bounds TURNOVER (1 TO),[1630167],1610612752.0,NYK,lost ball,,,Toppin,O. Toppin,,,,,,,,,,,,201639.0,1.0,,,,,,,,,,,
514,PT10M51.00S,2021-11-24T02:27:37.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628370,88.64980289093299,47.30392156862745,1610612747,85,81,2021-11-24T02:28:01Z,4860000,-13.0,54.0,1,right,MISS M. Monk driving floating Shot,[1628370],1610612747.0,LAL,driving floating,,,Monk,M. Monk,,,,,5.59,Missed,,,,,,,,,,,,,,,,,,
515,PT10M49.00S,2021-11-24T02:27:39.6Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,85,81,2021-11-24T02:27:42Z,4870000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,514.0,3.0,3.0,0.0,,,,,,,,,,,,,,
516,PT10M41.00S,2021-11-24T02:27:49.9Z,4,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,85,81,2021-11-24T02:27:57Z,4880000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,,,,,,,,201639.0,1.0,,,,,,,,,,,
517,PT10M24.00S,2021-11-24T02:28:11.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2546,73.14388961892247,18.627450980392158,1610612747,85,84,2021-11-24T02:28:15Z,4890000,-157.0,200.0,1,right,C. Anthony 25' 3PT  (11 PTS) (T. Horton-Tucker 4 AST),"[2546, 1629659]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.41,Made,,,,,11.0,,,T. Horton-Tucker,1629659.0,4.0,,,,,,,,
519,PT10M06.00S,2021-11-24T02:28:30.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,85,84,2021-11-24T02:28:30Z,4910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M56.00S,2021-11-24T02:28:59.3Z,4,REGULAR,3pt,Jump Shot,[],1630193,7.966491458607096,3.1862745098039214,1610612752,88,84,2021-11-24T02:29:02Z,4920000,234.0,22.0,1,left,I. Quickley 3PT  (5 PTS) (O. Toppin 1 AST),"[1630193, 1630167]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,23.52,Made,,,,,5.0,,,O. Toppin,1630167.0,1.0,,,,,,,,
522,PT09M38.00S,2021-11-24T02:29:17.7Z,4,REGULAR,turnover,bad pass,[],201961,,,1610612747,88,84,2021-11-24T02:29:23Z,4940000,,,0,,W. Ellington bad pass TURNOVER (2 TO),"[201961, 203944]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,2.0,,,,Randle,203944.0,,,,,,
523,PT09M38.00S,2021-11-24T02:29:17.7Z,4,REGULAR,steal,,[],203944,,,1610612752,88,84,2021-11-24T02:30:33Z,4950000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M36.00S,2021-11-24T02:29:21.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202692,7.30946123521682,50.73529411764706,1610612752,88,84,2021-11-24T02:31:00Z,4960000,-4.0,16.0,1,left,MISS A. Burks running Layup,[202692],1610612752.0,NYK,running,,,Burks,A. Burks,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,
525,PT09M35.00S,2021-11-24T02:29:22.5Z,4,REGULAR,rebound,offensive,[],203095,,,1610612752,88,84,2021-11-24T02:29:34Z,4970000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,524.0,2.0,1.0,1.0,,,,,,,,,,,,,,
526,PT09M35.00S,2021-11-24T02:29:24.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203095,5.590000152587891,50.0,1610612752,90,84,2021-11-24T02:31:20Z,4980000,0.0,0.0,1,left,E. Fournier tip Layup (26 PTS),[203095],1610612752.0,NYK,tip,,,Fournier,E. Fournier,,,,,0.0,Made,,,,,26.0,,,,,,,,,,,,,
527,PT09M35.00S,2021-11-24T02:29:27.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,90,84,2021-11-24T02:29:27Z,4990000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M22.00S,2021-11-24T02:33:03.2Z,4,REGULAR,foul,personal,[],203944,,,1610612747,90,84,2021-11-24T02:33:12Z,5000000,,,0,,J. Randle personal FOUL (4 PF),"[203944, 201961]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,1198.0,,,,,,,,,4.0,0.0,Ellington,201961.0
530,PT09M18.00S,2021-11-24T02:33:34.6Z,4,REGULAR,foul,personal,['2freethrow'],203944,,,1610612747,90,84,2021-11-24T02:33:40Z,5020000,,,0,,J. Randle shooting personal FOUL (5 PF) (Davis 2 FT),"[203944, 203076]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,201639.0,,,,,,,,,5.0,0.0,Davis,203076.0
533,PT09M18.00S,2021-11-24T02:33:46.2Z,4,REGULAR,substitution,out,[],2546,,,1610612747,90,84,2021-11-24T02:34:05Z,5035000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M18.00S,2021-11-24T02:33:46.2Z,4,REGULAR,substitution,in,[],201599,,,1610612747,90,84,2021-11-24T02:34:05Z,5037500,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M18.00S,2021-11-24T02:33:46.2Z,4,REGULAR,substitution,out,[],203944,,,1610612747,90,84,2021-11-24T02:34:16Z,5038750,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M18.00S,2021-11-24T02:33:46.2Z,4,REGULAR,substitution,out,[],1628370,,,1610612747,90,84,2021-11-24T02:34:16Z,5039375,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M18.00S,2021-11-24T02:33:46.2Z,4,REGULAR,substitution,in,[],203457,,,1610612747,90,84,2021-11-24T02:34:16Z,5039687,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M18.00S,2021-11-24T02:33:46.2Z,4,REGULAR,substitution,in,[],202340,,,1610612747,90,84,2021-11-24T02:34:16Z,5039843,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M18.00S,2021-11-24T02:33:57.9Z,4,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,90,85,2021-11-24T02:33:57Z,5040000,,,0,,A. Davis Free Throw 1 of 2 (14 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
539,PT09M18.00S,2021-11-24T02:34:28.5Z,4,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,90,86,2021-11-24T02:34:28Z,5050000,,,0,,A. Davis Free Throw 2 of 2 (15 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
540,PT08M59.00S,2021-11-24T02:34:49.8Z,4,REGULAR,2pt,Jump Shot,[],202692,25.443495400788436,67.8921568627451,1610612752,90,86,2021-11-24T02:35:07Z,5060000,-89.0,187.0,1,left,MISS A. Burks 20' pullup Shot,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,20.7,Missed,,,,,,,,,,,,,,,,,,
541,PT08M57.00S,2021-11-24T02:34:51.8Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,90,86,2021-11-24T02:34:55Z,5070000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,540.0,2.0,2.0,0.0,,,,,,,,,,,,,,
