actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
549,PT00M02.00S,2022-02-27T20:04:01.7Z,3,REGULAR,substitution,in,[],1630178,,,1610612755,89,90,2022-02-27T20:04:26Z,4919375,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
545,PT00M02.00S,2022-02-27T20:04:08.8Z,3,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,89,91,2022-02-27T20:04:08Z,4920000,,,0,,J. Harden technical Free Throw 1 of 1 (20 PTS),[201935],1610612755.0,PHI,technical,,,,,,,,,Harden,J. Harden,,,Made,20.0,,,,,,,,,,,,,,
550,PT00M00.00S,2022-02-27T20:04:33.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,54.8784494086728,83.82352941176471,1610612755,89,91,2022-02-27T20:05:12Z,4930000,169.0,372.0,1,right,MISS T. Maxey 40' running 3PT,[1630178],1610612755.0,PHI,running,,,,,,,,,Maxey,T. Maxey,,,Missed,,40.83,,,,,,,,,,,,,
551,PT00M00.00S,2022-02-27T20:04:33.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,89,91,2022-02-27T20:05:12Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,
552,PT00M00.00S,2022-02-27T20:04:37.9Z,3,REGULAR,period,end,[],0,,,1610612755,89,91,2022-02-27T20:04:37Z,4950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2022-02-27T20:06:56.0Z,4,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,89,91,2022-02-27T20:08:11Z,4960000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2022-02-27T20:06:56.0Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,89,91,2022-02-27T20:08:11Z,4970000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
555,PT12M00.00S,2022-02-27T20:06:56.0Z,4,REGULAR,substitution,in,['startperiod'],200794,,,1610612755,89,91,2022-02-27T20:08:11Z,4980000,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,
556,PT12M00.00S,2022-02-27T20:06:56.0Z,4,REGULAR,substitution,in,['startperiod'],201980,,,1610612755,89,91,2022-02-27T20:08:11Z,4990000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
557,PT12M00.00S,2022-02-27T20:08:10.7Z,4,REGULAR,period,start,[],0,,,1610612752,89,91,2022-02-27T20:08:11Z,5000000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT11M46.00S,2022-02-27T20:08:24.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.258212877792378,50.49019607843137,1610612752,91,91,2022-02-27T20:08:30Z,5010000,-2.0,6.0,1,left,O. Toppin cutting DUNK (4 PTS) (R. Barrett 5 AST),"[1630167, 1629628]",1610612752.0,NYK,cutting,,,,,,,,,Toppin,O. Toppin,,,Made,4.0,0.68,,,,,,R. Barrett,1629628.0,5.0,,,,,
560,PT11M25.00S,2022-02-27T20:08:44.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200794,90.88370565045992,60.29411764705882,1610612755,91,93,2022-02-27T20:08:50Z,5030000,51.0,33.0,1,right,P. Millsap 6' floating Jump Shot (6 PTS) (J. Harden 14 AST),"[200794, 201935]",1610612755.0,PHI,floating,,,,,,,,,Millsap,P. Millsap,,,Made,6.0,6.13,,,,,,J. Harden,201935.0,14.0,,,,,
562,PT11M09.00S,2022-02-27T20:09:02.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.915243101182654,47.549019607843135,1610612752,93,93,2022-02-27T20:09:26Z,5050000,12.0,13.0,1,left,I. Quickley driving Layup (15 PTS) (R. Barrett 6 AST),"[1630193, 1629628]",1610612752.0,NYK,driving,,,,,,,,,Quickley,I. Quickley,,,Made,15.0,1.75,,,,,,R. Barrett,1629628.0,6.0,,,,,
564,PT11M09.00S,2022-02-27T20:09:07.0Z,4,REGULAR,foul,personal,['1freethrow'],200794,,,1610612752,93,93,2022-02-27T20:09:16Z,5070000,,,0,,P. Millsap shooting personal FOUL (2 PF) (Quickley 1 FT),"[200794, 1630193]",1610612755.0,PHI,shooting,,,,,,200834.0,2.0,0.0,Millsap,P. Millsap,Quickley,1630193.0,,,,,,,,,,,,,,,,
566,PT11M09.00S,2022-02-27T20:09:36.6Z,4,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,94,93,2022-02-27T20:09:36Z,5090000,,,0,,I. Quickley Free Throw 1 of 1 (16 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,16.0,,,,,,,,,,,,,,
567,PT10M50.00S,2022-02-27T20:10:00.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,93.24901445466492,39.705882352941174,1610612755,94,93,2022-02-27T20:10:07Z,5100000,-51.0,11.0,1,right,MISS T. Harris driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,,,,,,,Harris,T. Harris,,,Missed,,5.27,,,,,,,,,,,,,
568,PT10M48.00S,2022-02-27T20:10:02.1Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612752,94,93,2022-02-27T20:10:07Z,5110000,,,0,,C. Reddish REBOUND (Off:0 Def:3),[1629629],1610612752.0,NYK,,,,,,,,,,Reddish,C. Reddish,,,,,,567.0,3.0,3.0,0.0,,,,,,,,,
569,PT10M43.00S,2022-02-27T20:10:06.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.258212877792378,51.470588235294116,1610612752,96,93,2022-02-27T20:10:12Z,5120000,-7.0,6.0,1,left,R. Barrett driving finger roll Layup (18 PTS) (C. Reddish 1 AST),"[1629628, 1629629]",1610612752.0,NYK,driving finger roll,,,,,,,,,Barrett,R. Barrett,,,Made,18.0,0.97,,,,,,C. Reddish,1629629.0,1.0,,,,,
571,PT10M26.00S,2022-02-27T20:10:23.7Z,4,REGULAR,3pt,Jump Shot,[],200794,94.03745072273325,4.6568627450980395,1610612755,96,93,2022-02-27T20:10:31Z,5140000,-227.0,4.0,1,right,MISS P. Millsap 3PT,[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,Missed,,22.67,,,,,,,,,,,,,
572,PT10M24.00S,2022-02-27T20:10:25.7Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,96,93,2022-02-27T20:10:31Z,5150000,,,0,,I. Quickley REBOUND (Off:2 Def:1),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,571.0,3.0,1.0,2.0,,,,,,,,,
573,PT10M21.00S,2022-02-27T20:10:28.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,24.917871222076215,84.31372549019608,1610612752,96,93,2022-02-27T20:10:35Z,5160000,-172.0,182.0,1,left,MISS C. Reddish 24' 3PT,[1629629],1610612752.0,NYK,,,,,,,,,,Reddish,C. Reddish,,,Missed,,24.99,,,,,,,,,,,,,
574,PT10M19.00S,2022-02-27T20:10:30.3Z,4,REGULAR,rebound,defensive,[],200794,,,1610612755,96,93,2022-02-27T20:10:35Z,5170000,,,0,,P. Millsap REBOUND (Off:2 Def:1),[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,,,,573.0,3.0,1.0,2.0,,,,,,,,,
575,PT10M11.00S,2022-02-27T20:10:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.43166885676742,46.568627450980394,1610612755,96,95,2022-02-27T20:10:59Z,5180000,-17.0,0.0,1,right,J. Harden driving Layup (22 PTS),[201935],1610612755.0,PHI,driving,,,,,,,,,Harden,J. Harden,,,Made,22.0,1.72,,,,,,,,,,,,,
576,PT10M05.00S,2022-02-27T20:10:45.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630193,8.492115637319317,47.30392156862745,1610612752,98,95,2022-02-27T20:11:17Z,5190000,13.0,27.0,1,left,I. Quickley driving Layup (18 PTS),[1630193],1610612752.0,NYK,driving,,,,,,,,,Quickley,I. Quickley,,,Made,18.0,3.05,,,,,,,,,,,,,
577,PT09M51.00S,2022-02-27T20:10:58.6Z,4,REGULAR,3pt,Jump Shot,[],1627777,72.22404730617609,77.45098039215686,1610612755,98,95,2022-02-27T20:11:05Z,5200000,137.0,209.0,1,right,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,,,,,,,Niang,G. Niang,,,Missed,,24.97,,,,,,,,,,,,,
578,PT09M49.00S,2022-02-27T20:11:00.6Z,4,REGULAR,rebound,offensive,[],201980,,,1610612755,98,95,2022-02-27T20:11:05Z,5210000,,,0,,D. Green REBOUND (Off:1 Def:1),[201980],1610612755.0,PHI,,,,,,,,,,Green,D. Green,,,,,,577.0,2.0,1.0,1.0,,,,,,,,,
579,PT09M45.00S,2022-02-27T20:11:05.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201935,64.60249671484888,51.9607843137255,1610612755,98,98,2022-02-27T20:11:08Z,5220000,10.0,280.0,1,right,J. Harden 28' 3PT  (25 PTS) (P. Millsap 1 AST),"[201935, 200794]",1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,Made,25.0,28.04,,,,,,P. Millsap,200794.0,1.0,,,,,
581,PT09M38.00S,2022-02-27T20:11:20.8Z,4,REGULAR,foul,personal,[],200794,,,1610612752,98,98,2022-02-27T20:11:25Z,5240000,,,0,,P. Millsap personal FOUL (3 PF),"[200794, 1630579]",1610612755.0,PHI,,,,,,,202058.0,3.0,0.0,Millsap,P. Millsap,Sims,1630579.0,,,,,,,,,,,,,,,,
583,PT09M38.00S,2022-02-27T20:11:20.9Z,4,REGULAR,substitution,out,[],201980,,,1610612752,98,98,2022-02-27T20:11:29Z,5260000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
584,PT09M38.00S,2022-02-27T20:11:20.9Z,4,REGULAR,substitution,in,[],1630178,,,1610612752,98,98,2022-02-27T20:11:29Z,5270000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
585,PT09M25.00S,2022-02-27T20:11:47.4Z,4,REGULAR,3pt,Jump Shot,[],1630193,28.86005256241787,74.50980392156863,1610612752,98,98,2022-02-27T20:11:53Z,5280000,-123.0,219.0,1,left,MISS I. Quickley 25' step back 3PT,[1630193],1610612752.0,NYK,step back,,,,,,,,,Quickley,I. Quickley,,,Missed,,25.08,,,,,,,,,,,,,
586,PT09M23.00S,2022-02-27T20:11:49.4Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,98,98,2022-02-27T20:11:53Z,5290000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,585.0,2.0,2.0,0.0,,,,,,,,,
587,PT09M14.00S,2022-02-27T20:12:02.3Z,4,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,98,98,2022-02-27T20:12:13Z,5300000,,,0,,J. Sims shooting personal FOUL (6 PF) (Harden 2 FT),"[1630579, 201935]",1610612752.0,NYK,shooting,,,,,,202058.0,6.0,0.0,Sims,J. Sims,Harden,201935.0,,,,,,,,,,,,,,,,
589,PT09M14.00S,2022-02-27T20:12:02.3Z,4,REGULAR,substitution,out,[],1630579,,,1610612755,98,98,2022-02-27T20:12:38Z,5320000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
590,PT09M14.00S,2022-02-27T20:12:02.3Z,4,REGULAR,substitution,in,[],1629011,,,1610612755,98,98,2022-02-27T20:12:38Z,5330000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
591,PT09M14.00S,2022-02-27T20:13:02.4Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,98,99,2022-02-27T20:13:02Z,5340000,,,0,,J. Harden Free Throw 1 of 2 (26 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,Made,26.0,,,,,,,,,,,,,,
592,PT09M14.00S,2022-02-27T20:13:25.3Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,98,100,2022-02-27T20:13:25Z,5350000,,,0,,J. Harden Free Throw 2 of 2 (27 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,Made,27.0,,,,,,,,,,,,,,
593,PT09M01.00S,2022-02-27T20:13:41.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.521024967148489,47.30392156862745,1610612752,100,100,2022-02-27T20:13:44Z,5360000,13.0,9.0,1,left,R. Barrett driving Layup (20 PTS),[1629628],1610612752.0,NYK,driving,,,,,,,,,Barrett,R. Barrett,,,Made,20.0,1.61,,,,,,,,,,,,,
594,PT08M52.00S,2022-02-27T20:13:52.9Z,4,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612755,100,100,2022-02-27T20:14:22Z,5370000,,,0,,M. Robinson shooting personal FOUL (6 PF) (Harris 2 FT),"[1629011, 202699]",1610612752.0,NYK,shooting,,,,,,200834.0,6.0,0.0,Robinson,M. Robinson,Harris,202699.0,,,,,,,,,,,,,,,,
596,PT08M52.00S,2022-02-27T20:13:53.0Z,4,REGULAR,substitution,out,[],1629011,,,1610612755,100,100,2022-02-27T20:14:17Z,5390000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
597,PT08M52.00S,2022-02-27T20:13:53.0Z,4,REGULAR,substitution,in,[],203944,,,1610612755,100,100,2022-02-27T20:14:17Z,5400000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,
598,PT08M52.00S,2022-02-27T20:14:39.6Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,100,101,2022-02-27T20:14:39Z,5410000,,,0,,T. Harris Free Throw 1 of 2 (3 PTS),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,Made,3.0,,,,,,,,,,,,,,
599,PT08M52.00S,2022-02-27T20:14:54.0Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,100,102,2022-02-27T20:14:54Z,5420000,,,0,,T. Harris Free Throw 2 of 2 (4 PTS),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,Made,4.0,,,,,,,,,,,,,,
600,PT08M40.00S,2022-02-27T20:15:07.5Z,4,REGULAR,3pt,Jump Shot,[],1630167,4.418528252299605,95.83333333333334,1610612752,100,102,2022-02-27T20:15:16Z,5430000,-229.0,-11.0,1,left,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,Missed,,22.95,,,,,,,,,,,,,
601,PT08M38.00S,2022-02-27T20:15:09.5Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,100,102,2022-02-27T20:15:16Z,5440000,,,0,,J. Randle REBOUND (Off:3 Def:6),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,600.0,9.0,6.0,3.0,,,,,,,,,
602,PT08M32.00S,2022-02-27T20:15:14.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,5.601182654402102,50.49019607843137,1610612752,100,102,2022-02-27T20:16:06Z,5450000,-2.0,0.0,1,left,MISS O. Toppin driving finger roll Layup,[1630167],1610612752.0,NYK,driving finger roll,,,,,,,,,Toppin,O. Toppin,,,Missed,,0.25,,,,,,,,,,,,,
603,PT08M30.00S,2022-02-27T20:15:16.6Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,100,102,2022-02-27T20:15:21Z,5460000,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,602.0,8.0,8.0,0.0,,,,,,,,,
604,PT08M28.00S,2022-02-27T20:15:22.6Z,4,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612755,100,102,2022-02-27T20:15:28Z,5470000,,,0,,C. Reddish shooting personal FOUL (1 PF) (Harden 2 FT),"[1629629, 201935]",1610612752.0,NYK,shooting,,,,,,201245.0,1.0,0.0,Reddish,C. Reddish,Harden,201935.0,,,,,,,,,,,,,,,,
607,PT08M28.00S,2022-02-27T20:15:35.9Z,4,REGULAR,substitution,out,[],200794,,,1610612755,100,102,2022-02-27T20:15:57Z,5485000,,,0,,SUB out: P. Millsap,[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,
608,PT08M28.00S,2022-02-27T20:15:35.9Z,4,REGULAR,substitution,in,[],203954,,,1610612755,100,102,2022-02-27T20:15:57Z,5487500,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
606,PT08M28.00S,2022-02-27T20:15:49.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612755,100,103,2022-02-27T20:16:25Z,5490000,,,0,,J. Harden Free Throw 1 of 2 (28 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,Made,28.0,,,,,,,,,,,,,,
609,PT08M28.00S,2022-02-27T20:15:49.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612755,100,104,2022-02-27T20:16:25Z,5500000,,,0,,J. Harden Free Throw 2 of 2 (29 PTS),[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,Made,29.0,,,,,,,,,,,,,,
610,PT08M08.00S,2022-02-27T20:16:43.6Z,4,REGULAR,3pt,Jump Shot,[],1630193,26.888961892247043,13.970588235294118,1610612752,103,104,2022-02-27T20:16:48Z,5510000,180.0,200.0,1,left,I. Quickley 26' 3PT  (21 PTS) (J. Randle 7 AST),"[1630193, 203944]",1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,21.0,26.94,,,,,,J. Randle,203944.0,7.0,,,,,
612,PT07M49.00S,2022-02-27T20:17:02.7Z,4,REGULAR,3pt,Jump Shot,[],203954,68.28186596583443,41.17647058823529,1610612755,103,104,2022-02-27T20:17:08Z,5530000,-44.0,246.0,1,right,MISS J. Embiid 24' 3PT,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Missed,,24.96,,,,,,,,,,,,,
613,PT07M47.00S,2022-02-27T20:17:04.7Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,103,104,2022-02-27T20:17:08Z,5540000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,612.0,1.0,1.0,0.0,,,,,,,,,
614,PT07M32.00S,2022-02-27T20:17:19.2Z,4,REGULAR,3pt,Jump Shot,[],1629629,17.95335085413929,93.38235294117648,1610612752,103,104,2022-02-27T20:17:26Z,5550000,-217.0,116.0,1,left,MISS C. Reddish 24' 3PT,[1629629],1610612752.0,NYK,,,,,,,,,,Reddish,C. Reddish,,,Missed,,24.61,,,,,,,,,,,,,
615,PT07M30.00S,2022-02-27T20:17:21.2Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,103,104,2022-02-27T20:17:26Z,5560000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,614.0,3.0,3.0,0.0,,,,,,,,,
616,PT07M25.00S,2022-02-27T20:17:29.7Z,4,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612755,103,104,2022-02-27T20:17:45Z,5570000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629628, 203954]",1610612752.0,NYK,shooting,,,,,,202058.0,1.0,0.0,Barrett,R. Barrett,Embiid,203954.0,,,,,,,,,,,,,,,,
619,PT07M25.00S,2022-02-27T20:17:44.6Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,103,104,2022-02-27T20:18:08Z,5585000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,
620,PT07M25.00S,2022-02-27T20:17:44.6Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,103,104,2022-02-27T20:18:08Z,5587500,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
618,PT07M25.00S,2022-02-27T20:17:59.6Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,103,105,2022-02-27T20:17:59Z,5590000,,,0,,J. Embiid Free Throw 1 of 2 (30 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,30.0,,,,,,,,,,,,,,
621,PT07M25.00S,2022-02-27T20:18:22.9Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,103,106,2022-02-27T20:18:22Z,5600000,,,0,,J. Embiid Free Throw 2 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,31.0,,,,,,,,,,,,,,
622,PT07M08.00S,2022-02-27T20:18:44.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,11.514454664914586,50.0,1610612752,103,106,2022-02-27T20:18:53Z,5610000,0.0,56.0,1,left,MISS I. Quickley driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,,,,,,,Quickley,I. Quickley,,,Missed,,5.57,,,,,,,,,,,,,
623,PT07M07.00S,2022-02-27T20:18:45.0Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,103,106,2022-02-27T20:18:53Z,5620000,,,0,,J. Randle REBOUND (Off:4 Def:6),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,622.0,10.0,6.0,4.0,,,,,,,,,
624,PT07M01.00S,2022-02-27T20:18:51.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,6.389618922470433,48.28431372549019,1610612752,105,106,2022-02-27T20:18:55Z,5630000,9.0,8.0,1,left,O. Toppin cutting Layup (6 PTS) (C. Reddish 2 AST),"[1630167, 1629629]",1610612752.0,NYK,cutting,,,,,,,,,Toppin,O. Toppin,,,Made,6.0,1.15,,,,,,C. Reddish,1629629.0,2.0,,,,,
626,PT06M48.00S,2022-02-27T20:19:04.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.67214191852825,46.81372549019608,1610612755,105,106,2022-02-27T20:19:12Z,5650000,-16.0,26.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1629629]",1610612755.0,PHI,driving,,,,,,,,,Harden,J. Harden,,,Missed,,3.03,,,,,,,,,,,Reddish,1629629.0,
627,PT06M48.00S,2022-02-27T20:19:04.0Z,4,REGULAR,block,,[],1629629,,,1610612755,105,106,2022-02-27T20:19:42Z,5660000,,,0,,C. Reddish BLOCK (1 BLK),[1629629],1610612752.0,NYK,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,
628,PT06M46.00S,2022-02-27T20:19:06.0Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,105,106,2022-02-27T20:19:12Z,5670000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,626.0,2.0,2.0,0.0,,,,,,,,,
629,PT06M27.00S,2022-02-27T20:19:24.9Z,4,REGULAR,3pt,Jump Shot,[],203944,33.065045992115635,40.68627450980392,1610612752,105,106,2022-02-27T20:19:29Z,5680000,47.0,258.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Missed,,26.25,,,,,,,,,,,,,
630,PT06M25.00S,2022-02-27T20:19:26.9Z,4,REGULAR,rebound,defensive,[],1629680,,,1610612755,105,106,2022-02-27T20:19:29Z,5690000,,,0,,M. Thybulle REBOUND (Off:0 Def:5),[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,629.0,5.0,5.0,0.0,,,,,,,,,
631,PT06M16.00S,2022-02-27T20:19:37.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612755,105,106,2022-02-27T20:19:48Z,5700000,,,0,,J. Randle shooting personal FOUL (3 PF) (Embiid 2 FT),"[203944, 203954]",1610612752.0,NYK,shooting,,,,,,201245.0,3.0,0.0,Randle,J. Randle,Embiid,203954.0,,,,,,,,,,,,,,,,
633,PT06M16.00S,2022-02-27T20:19:56.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,105,106,2022-02-27T20:19:56Z,5720000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT06M16.00S,2022-02-27T20:19:57.0Z,4,REGULAR,substitution,in,[],202692,,,1610612755,105,106,2022-02-27T20:22:47Z,5740000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,
636,PT06M16.00S,2022-02-27T20:19:57.0Z,4,REGULAR,substitution,out,[],1629629,,,1610612755,105,106,2022-02-27T20:23:17Z,5750000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,
637,PT06M16.00S,2022-02-27T20:23:19.3Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,105,107,2022-02-27T20:23:19Z,5760000,,,0,,J. Embiid Free Throw 1 of 2 (32 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,32.0,,,,,,,,,,,,,,
638,PT06M16.00S,2022-02-27T20:23:31.4Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,105,108,2022-02-27T20:23:31Z,5770000,,,0,,J. Embiid Free Throw 2 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,33.0,,,,,,,,,,,,,,
639,PT05M52.00S,2022-02-27T20:23:58.5Z,4,REGULAR,3pt,Jump Shot,[],203944,4.418528252299605,97.05882352941177,1610612752,105,108,2022-02-27T20:24:03Z,5780000,-235.0,-11.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Missed,,23.56,,,,,,,,,,,,,
