actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
505,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,out,[],203903,,,1610612763,102,68,2023-11-02T02:54:46Z,5050000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,out,[],1628381,,,1610612763,102,68,2023-11-02T02:54:46Z,5060000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,out,[],203482,,,1610612763,102,68,2023-11-02T02:54:46Z,5070000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,out,[],1628991,,,1610612763,102,68,2023-11-02T02:54:46Z,5080000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,102,68,2023-11-02T02:54:46Z,5090000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,out,[],203935,,,1610612763,102,68,2023-11-02T02:54:46Z,5100000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,in,[],1630534,,,1610612763,102,68,2023-11-02T02:54:46Z,5110000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,in,[],1628374,,,1610612763,102,68,2023-11-02T02:54:46Z,5120000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,in,[],1631117,,,1610612763,102,68,2023-11-02T02:54:46Z,5130000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,in,[],1631254,,,1610612763,102,68,2023-11-02T02:54:46Z,5140000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,in,[],1631246,,,1610612763,102,68,2023-11-02T02:54:46Z,5150000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M01.00S,2023-11-02T02:54:13.5Z,3,REGULAR,substitution,in,[],1631367,,,1610612763,102,68,2023-11-02T02:54:46Z,5160000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT01M51.00S,2023-11-02T02:55:08.8Z,3,REGULAR,3pt,Jump Shot,[],1628379,29.38567674113009,72.54901960784314,1610612763,102,68,2023-11-02T02:55:14Z,5170000,False,-113.0,224.0,1,left,MISS L. Kennard 25' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.05,,,,,,,,,,,,,,
518,PT01M47.00S,2023-11-02T02:55:12.8Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,102,68,2023-11-02T02:55:14Z,5180000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:9),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,517.0,10.0,9.0,1.0,,,
694,PT01M39.00S,2023-11-02T02:55:17.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,87.20433639947439,55.88235294117647,1610612762,102,68,2023-11-02T03:22:52Z,5185000,False,29.0,68.0,1,right,MISS L. Markkanen 7' driving Layup - blocked,"[1628374, 1631223]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,7.39,,,,,,Roddy,1631223.0,,,,,,,
695,PT01M39.00S,2023-11-02T02:55:17.2Z,3,REGULAR,block,,[],1631223,,,1610612762,102,68,2023-11-02T03:22:28Z,5187500,False,,,0,,D. Roddy BLOCK (1 BLK),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
696,PT01M38.00S,2023-11-02T02:55:18.2Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,102,68,2023-11-02T03:22:52Z,5188750,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,694.0,4.0,3.0,1.0,,,
519,PT01M33.00S,2023-11-02T02:55:25.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,92.06636005256242,54.41176470588235,1610612762,102,68,2023-11-02T03:22:28Z,5190000,False,22.0,22.0,1,right,MISS W. Kessler Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,Restricted Area,0-8 Center,3.13,,,,,,,,,,,,,,
520,PT01M31.00S,2023-11-02T02:55:27.6Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,102,68,2023-11-02T02:56:57Z,5200000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,519.0,1.0,1.0,0.0,,,
521,PT01M26.00S,2023-11-02T02:55:33.9Z,3,REGULAR,3pt,Jump Shot,[],1628379,30.831143232588698,62.745098039215684,1610612763,102,68,2023-11-02T02:55:43Z,5210000,False,-64.0,237.0,1,left,MISS L. Kennard 24' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Missed,,Above the Break 3,24+ Center,24.57,,,,,,,,,,,,,,
522,PT01M21.00S,2023-11-02T02:55:38.9Z,3,REGULAR,rebound,offensive,[],1631254,,,1610612763,102,68,2023-11-02T02:55:43Z,5220000,False,,,0,,K. Lofton Jr. REBOUND (Off:1 Def:1),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,521.0,2.0,1.0,1.0,,,
523,PT01M21.00S,2023-11-02T02:55:39.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631254,5.590000152587891,50.0,1610612763,102,70,2023-11-02T02:55:39Z,5230000,False,0.0,0.0,1,left,K. Lofton Jr. tip Layup (3 PTS),[1631254],1610612763.0,MEM,tip,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,3.0,Mid-Range,8-16 Left,0.0,,,,,,,,,,,,,,
524,PT01M06.00S,2023-11-02T02:55:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,89.96386333771353,51.225490196078425,1610612762,102,70,2023-11-02T03:19:41Z,5240000,False,6.0,42.0,1,right,MISS W. Kessler Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,Restricted Area,0-8 Center,4.22,,,,,,,,,,,,,,
525,PT01M03.00S,2023-11-02T02:55:56.2Z,3,REGULAR,rebound,defensive,[],1631246,,,1610612763,102,70,2023-11-02T03:21:08Z,5250000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,524.0,1.0,1.0,0.0,,,
526,PT00M59.60S,2023-11-02T02:55:59.8Z,3,REGULAR,3pt,Jump Shot,[],1631254,31.61957950065703,55.63725490196079,1610612763,102,73,2023-11-02T02:56:05Z,5260000,False,-28.0,245.0,1,left,K. Lofton Jr. 24' 3PT  (6 PTS) (V. Williams Jr. 1 AST),"[1631254, 1631246]",1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,6.0,Above the Break 3,24+ Center,24.63,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,
528,PT00M39.00S,2023-11-02T02:56:23.8Z,3,REGULAR,3pt,Jump Shot,[],1629012,71.43561103810775,75.49019607843137,1610612762,102,73,2023-11-02T02:56:30Z,5280000,False,127.0,216.0,1,right,MISS C. Sexton 25' step back 3PT,[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.08,,,,,,,,,,,,,,
529,PT00M35.90S,2023-11-02T02:56:26.9Z,3,REGULAR,rebound,defensive,[],1631246,,,1610612763,102,73,2023-11-02T02:56:30Z,5290000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:2),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,528.0,2.0,2.0,0.0,,,
530,PT00M30.40S,2023-11-02T02:56:32.3Z,3,REGULAR,3pt,Jump Shot,[],1628379,6.258212877792378,95.09803921568627,1610612763,102,76,2023-11-02T02:56:36Z,5300000,False,-225.0,6.0,1,left,L. Kennard 3PT  (3 PTS) (V. Williams Jr. 2 AST),"[1628379, 1631246]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Made,3.0,Left Corner 3,24+ Left,22.56,V. Williams Jr.,1631246.0,2.0,,,,,,,,,,,
532,PT00M13.20S,2023-11-02T02:56:55.0Z,3,REGULAR,2pt,Jump Shot,[],1629012,87.99277266754271,66.17647058823529,1610612762,104,76,2023-11-02T02:57:07Z,5320000,False,81.0,60.0,1,right,C. Sexton 10' driving floating bank Jump Shot (18 PTS) (K. George 2 AST),"[1629012, 1641718]",1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,,,,Made,18.0,Mid-Range,8-16 Right,10.1,K. George,1641718.0,2.0,,,,,,,,,,,
534,PT00M04.30S,2023-11-02T02:57:11.1Z,3,REGULAR,3pt,Jump Shot,[],1631367,31.750985545335087,57.59803921568627,1610612763,104,79,2023-11-02T02:57:17Z,5340000,False,-38.0,246.0,1,left,J. Gilyard 24' 3PT pullup (3 PTS),[1631367],1610612763.0,MEM,pullup,,,Gilyard,J. Gilyard,,,,,,,,Made,3.0,Above the Break 3,24+ Center,24.89,,,,,,,,,,,,,,
535,PT00M00.10S,2023-11-02T02:57:20.3Z,3,REGULAR,3pt,Jump Shot,[],1628374,60.397503285151124,26.225490196078432,1610612762,104,79,2023-11-02T02:57:26Z,5350000,False,-119.0,320.0,1,right,MISS L. Markkanen 34' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Missed,,Above the Break 3,24+ Left Center,34.12,,,,,,,,,,,,,,
536,PT00M00.10S,2023-11-02T02:57:20.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,104,79,2023-11-02T02:57:26Z,5360000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,535.0,,,,,,
537,PT00M00.00S,2023-11-02T02:57:24.6Z,3,REGULAR,period,end,[],0,,,1610612762,104,79,2023-11-02T02:57:24Z,5370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2023-11-02T02:59:31.9Z,4,REGULAR,substitution,out,['startperiod'],1629012,,,1610612762,104,79,2023-11-02T02:59:50Z,5380000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2023-11-02T02:59:31.9Z,4,REGULAR,substitution,in,['startperiod'],1629659,,,1610612762,104,79,2023-11-02T02:59:50Z,5390000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2023-11-02T03:00:04.3Z,4,REGULAR,period,start,[],0,,,1610612762,104,79,2023-11-02T03:00:04Z,5400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT11M40.00S,2023-11-02T03:00:25.4Z,4,REGULAR,foul,personal,[],1631254,,,1610612762,104,79,2023-11-02T03:00:31Z,5410000,False,,,0,,K. Lofton Jr. personal FOUL (2 PF),"[1631254, 1641718]",1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,1198.0,2.0,0.0,,,Mid-Range,16-24 Right,,,,,George,1641718.0,,,,,,,,,
546,PT11M31.00S,2023-11-02T03:00:51.1Z,4,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612762,104,79,2023-11-02T03:00:58Z,5430000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (Kessler 2 FT),"[1631223, 1631117]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,1146.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,Kessler,1631117.0,,,,,,,,,
548,PT11M31.00S,2023-11-02T03:01:15.6Z,4,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,104,79,2023-11-02T03:01:15Z,5450000,False,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
549,PT11M31.00S,2023-11-02T03:01:15.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,104,79,2023-11-02T03:01:15Z,5460000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,548.0,,,,,,
550,PT11M31.00S,2023-11-02T03:01:29.3Z,4,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,105,79,2023-11-02T03:01:29Z,5470000,False,,,0,,W. Kessler Free Throw 2 of 2 (4 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
551,PT11M13.00S,2023-11-02T03:01:48.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631223,11.251642575558476,50.73529411764706,1610612763,105,81,2023-11-02T03:01:54Z,5480000,False,-4.0,53.0,1,left,D. Roddy turnaround Hook (9 PTS),[1631223],1610612763.0,MEM,turnaround,,,Roddy,D. Roddy,,,,,,,,Made,9.0,In The Paint (Non-RA),0-8 Center,5.34,,,,,,,,,,,,,,
552,PT10M47.00S,2023-11-02T03:02:13.6Z,4,REGULAR,3pt,Jump Shot,[],1629659,91.14651773981603,95.34313725490196,1610612762,105,81,2023-11-02T03:02:20Z,5490000,False,227.0,31.0,1,right,MISS T. Horton-Tucker step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,Right Corner 3,24+ Right,22.88,,,,,,,,,,,,,,
553,PT10M44.00S,2023-11-02T03:02:16.6Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,105,81,2023-11-02T03:02:20Z,5500000,False,,,0,,D. Roddy REBOUND (Off:1 Def:2),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,552.0,3.0,2.0,1.0,,,
554,PT10M37.00S,2023-11-02T03:02:24.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,8.623521681997373,41.42156862745098,1610612763,105,81,2023-11-02T03:02:32Z,5510000,False,43.0,29.0,1,left,MISS D. Roddy running Layup,[1631223],1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,5.16,,,,,,,,,,,,,,
555,PT10M37.00S,2023-11-02T03:02:24.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,105,81,2023-11-02T03:02:32Z,5520000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,554.0,,,,,,
556,PT10M37.00S,2023-11-02T03:02:29.2Z,4,REGULAR,foul,personal,[],1631254,,,1610612762,105,81,2023-11-02T03:03:05Z,5530000,False,,,0,,K. Lofton Jr. loose ball personal FOUL (3 PF),"[1631254, 1641718]",1610612763.0,MEM,loose ball,,,Lofton Jr.,K. Lofton Jr.,,,,,1146.0,3.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,George,1641718.0,,,,,,,,,
558,PT10M27.00S,2023-11-02T03:02:50.2Z,4,REGULAR,3pt,Jump Shot,[],1641718,93.11760840998686,96.81372549019608,1610612762,105,81,2023-11-02T03:02:55Z,5550000,False,234.0,12.0,1,right,MISS K. George 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,Right Corner 3,24+ Right,23.44,,,,,,,,,,,,,,
559,PT10M23.00S,2023-11-02T03:02:54.2Z,4,REGULAR,rebound,defensive,[],1631254,,,1610612763,105,81,2023-11-02T03:02:55Z,5560000,False,,,0,,K. Lofton Jr. REBOUND (Off:1 Def:2),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,558.0,3.0,2.0,1.0,,,
560,PT10M06.00S,2023-11-02T03:03:11.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631254,11.908672798948752,41.911764705882355,1610612763,105,81,2023-11-02T03:03:16Z,5570000,False,40.0,59.0,1,left,MISS K. Lofton Jr. 7' turnaround Hook,[1631254],1610612763.0,MEM,turnaround,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,7.18,,,,,,,,,,,,,,
561,PT10M03.00S,2023-11-02T03:03:14.0Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,105,81,2023-11-02T03:03:16Z,5580000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,560.0,2.0,2.0,0.0,,,
562,PT10M00.00S,2023-11-02T03:03:21.6Z,4,REGULAR,foul,personal,[],1631246,,,1610612762,105,81,2023-11-02T03:04:09Z,5590000,False,,,0,,V. Williams Jr. personal FOUL (2 PF),"[1631246, 1641718]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,203593.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,George,1641718.0,,,,,,,,,
564,PT10M00.00S,2023-11-02T03:03:50.3Z,4,REGULAR,substitution,out,[],1631117,,,1610612762,105,81,2023-11-02T03:04:00Z,5610000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT10M00.00S,2023-11-02T03:03:50.3Z,4,REGULAR,substitution,out,[],1631223,,,1610612762,105,81,2023-11-02T03:04:00Z,5620000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT10M00.00S,2023-11-02T03:03:50.3Z,4,REGULAR,substitution,in,[],203482,,,1610612762,105,81,2023-11-02T03:04:00Z,5630000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT10M00.00S,2023-11-02T03:03:50.3Z,4,REGULAR,substitution,in,[],1629723,,,1610612762,105,81,2023-11-02T03:04:00Z,5640000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M54.00S,2023-11-02T03:04:23.2Z,4,REGULAR,3pt,Jump Shot,[],1630534,73.40670170827858,81.61764705882352,1610612762,108,81,2023-11-02T03:04:28Z,5650000,False,158.0,197.0,1,right,O. Agbaji 25' 3PT  (6 PTS) (K. George 3 AST),"[1630534, 1641718]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Made,6.0,Above the Break 3,24+ Right Center,25.3,K. George,1641718.0,3.0,,,,,,,,,,,
570,PT09M44.00S,2023-11-02T03:04:33.0Z,4,REGULAR,2pt,Jump Shot,[],1631254,16.507884362680684,25.0,1610612763,108,81,2023-11-02T03:04:38Z,5670000,False,125.0,103.0,1,left,MISS K. Lofton Jr. 16' Jump Shot,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Missed,,Mid-Range,16-24 Right Center,16.18,,,,,,,,,,,,,,
571,PT09M41.00S,2023-11-02T03:04:36.0Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,108,81,2023-11-02T03:04:38Z,5680000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:3),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,570.0,3.0,3.0,0.0,,,
572,PT09M36.00S,2023-11-02T03:04:42.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,86.15308804204993,42.40196078431372,1610612762,108,81,2023-11-02T03:04:48Z,5690000,False,-38.0,78.0,1,right,MISS T. Horton-Tucker 8' Layup - blocked,"[1629659, 1631246]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,8.65,,,,,,Williams Jr.,1631246.0,,,,,,,
573,PT09M36.00S,2023-11-02T03:04:42.6Z,4,REGULAR,block,,[],1631246,,,1610612762,108,81,2023-11-02T03:04:44Z,5700000,False,,,0,,V. Williams Jr. BLOCK (1 BLK),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,
574,PT09M36.00S,2023-11-02T03:04:42.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,108,81,2023-11-02T03:04:48Z,5710000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,572.0,,,,,,
576,PT09M24.00S,2023-11-02T03:05:02.2Z,4,REGULAR,3pt,Jump Shot,[],1631246,31.882391590013142,53.67647058823529,1610612763,108,81,2023-11-02T03:05:07Z,5730000,False,-18.0,247.0,1,left,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,Above the Break 3,24+ Center,24.79,,,,,,,,,,,,,,
577,PT09M22.00S,2023-11-02T03:05:04.2Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612762,108,81,2023-11-02T03:05:07Z,5740000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:10),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,576.0,11.0,10.0,1.0,,,
578,PT09M17.00S,2023-11-02T03:05:10.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630534,68.67608409986859,68.13725490196079,1610612762,108,81,2023-11-02T03:05:16Z,5750000,False,91.0,242.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.83,,,,,,,,,,,,,,
579,PT09M12.00S,2023-11-02T03:05:15.2Z,4,REGULAR,rebound,offensive,[],203482,,,1610612762,108,81,2023-11-02T03:05:16Z,5760000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:5),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,578.0,8.0,5.0,3.0,,,
580,PT09M12.00S,2023-11-02T03:05:14.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.40999984741211,50.0,1610612762,108,81,2023-11-02T03:05:14Z,5770000,False,0.0,0.0,1,right,MISS K. Olynyk tip Layup - blocked,"[203482, 1631246]",1610612762.0,UTA,tip,,,Olynyk,K. Olynyk,,,,,,,,Missed,,Mid-Range,8-16 Left,0.0,,,,,,Williams Jr.,1631246.0,,,,,,,
581,PT09M12.00S,2023-11-02T03:05:14.1Z,4,REGULAR,block,,[],1631246,,,1610612762,108,81,2023-11-02T03:05:15Z,5780000,False,,,0,,V. Williams Jr. BLOCK (2 BLK),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,
582,PT09M10.00S,2023-11-02T03:05:16.2Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,108,81,2023-11-02T03:05:16Z,5790000,False,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,580.0,3.0,2.0,1.0,,,
583,PT09M07.00S,2023-11-02T03:05:21.1Z,4,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612763,108,81,2023-11-02T03:05:26Z,5800000,False,,,0,,L. Markkanen shooting personal FOUL (5 PF) (Williams Jr. 2 FT),"[1628374, 1631246]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,203593.0,5.0,0.0,,,Restricted Area,0-8 Center,,,,,Williams Jr.,1631246.0,,,,,,,,,
585,PT09M07.00S,2023-11-02T03:05:51.4Z,4,REGULAR,freethrow,1 of 2,[],1631246,,,1610612763,108,82,2023-11-02T03:05:51Z,5820000,False,,,0,,V. Williams Jr. Free Throw 1 of 2 (2 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
