actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
497,PT05M24.00S,2025-04-13T18:55:38.3Z,4,REGULAR,3pt,Jump Shot,[],1630528,67.88764783180025,61.76470588235294,1610612748,105,112,2025-04-13T18:55:44Z,4880000,False,59.0,249.0,1,right,MISS J. Christopher 25' 3PT,[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,,,,25.62,Missed,,,,,,,,,,,,,,,
498,PT05M20.00S,2025-04-13T18:55:42.3Z,4,REGULAR,rebound,defensive,[],1641732,,,1610612764,105,112,2025-04-13T18:55:44Z,4890000,False,,,0,,C. Jones REBOUND (Off:0 Def:8),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Above the Break 3,24+ Center,,,,,,,497.0,,,,,,,,,8.0,8.0,0.0,,
499,PT04M59.00S,2025-04-13T18:56:03.4Z,4,REGULAR,turnover,bad pass,[],1641774,,,1610612764,105,112,2025-04-13T18:57:48Z,4900000,False,,,0,,T. Vukcevic bad pass TURNOVER (3 TO),"[1641774, 1630528]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,3.0,Christopher,1630528.0,,,,,,,,,,,,,,,,,
500,PT04M59.00S,2025-04-13T18:56:03.4Z,4,REGULAR,steal,,[],1630528,,,1610612748,105,112,2025-04-13T18:56:05Z,4910000,False,,,0,,J. Christopher STEAL (2 STL),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
501,PT04M56.00S,2025-04-13T18:56:06.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630528,93.64323258869908,50.73529411764706,1610612748,107,112,2025-04-13T18:57:39Z,4920000,False,4.0,7.0,1,right,J. Christopher running DUNK (13 PTS),[1630528],1610612748.0,MIA,running,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,0.82,Made,13.0,,,,,,,,,,,,,,
502,PT04M35.00S,2025-04-13T18:56:26.7Z,4,REGULAR,3pt,Jump Shot,[],1641732,35.69316688567674,57.107843137254896,1610612764,107,112,2025-04-13T18:56:42Z,4930000,False,-36.0,283.0,1,left,MISS C. Jones 28' 3PT,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Above the Break 3,24+ Center,,,,28.52,Missed,,,,,,,,,,,,,,,
503,PT04M35.00S,2025-04-13T18:56:26.7Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,107,112,2025-04-13T18:56:42Z,4940000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:8),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,,502.0,,,,,,,,,9.0,8.0,1.0,,
504,PT04M16.00S,2025-04-13T18:56:46.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,91.80354796320631,42.40196078431372,1610612748,107,112,2025-04-13T18:58:42Z,4950000,False,-38.0,25.0,1,right,MISS J. Jaquez Jr. driving floating Shot,[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,4.52,Missed,,,,,,,,,,,,,,,
505,PT04M15.00S,2025-04-13T18:56:47.5Z,4,REGULAR,rebound,defensive,[],1641774,,,1610612764,107,112,2025-04-13T18:56:49Z,4960000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:9),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,504.0,,,,,,,,,10.0,9.0,1.0,,
506,PT04M06.00S,2025-04-13T18:56:56.6Z,4,REGULAR,2pt,Jump Shot,[],1642267,25.443495400788436,33.33333333333333,1610612764,107,112,2025-04-13T18:57:06Z,4970000,False,83.0,187.0,1,left,MISS B. Carrington 20' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,20.44,Missed,,,,,,,,,,,,,,,
507,PT04M05.00S,2025-04-13T18:56:57.6Z,4,REGULAR,rebound,offensive,[],1630551,,,1610612764,107,112,2025-04-13T18:59:20Z,4980000,False,,,0,,J. Champagnie REBOUND (Off:2 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right Center,,,,,,,506.0,,,,,,,,,4.0,2.0,2.0,,
508,PT04M04.00S,2025-04-13T18:57:03.3Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630551,5.590000152587891,50.0,1610612764,107,114,2025-04-13T18:59:24Z,4990000,False,0.0,0.0,1,left,J. Champagnie tip DUNK (24 PTS),[1630551],1610612764.0,WAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,0.0,Made,24.0,,,,,,,,,,,,,,
509,PT03M48.00S,2025-04-13T18:57:14.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642352,93.24901445466492,50.73529411764706,1610612748,109,114,2025-04-13T18:57:17Z,5000000,False,4.0,11.0,1,right,K. Johnson alley-oop DUNK (14 PTS) (J. Christopher 3 AST),"[1642352, 1630528]",1610612748.0,MIA,alley-oop,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,1.16,Made,14.0,,,,,,,J. Christopher,1630528.0,3.0,,,,,
511,PT03M29.00S,2025-04-13T18:57:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,5.995400788436268,54.90196078431373,1610612764,109,114,2025-04-13T18:57:40Z,5020000,False,-25.0,4.0,1,left,MISS J. Champagnie driving Layup,[1630551],1610612764.0,WAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,2.48,Missed,,,,,,,,,,,,,,,
512,PT03M29.00S,2025-04-13T18:57:33.7Z,4,REGULAR,rebound,offensive,[],1641732,,,1610612764,109,114,2025-04-13T18:57:40Z,5030000,False,,,0,,C. Jones REBOUND (Off:1 Def:8),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,,,,,,,511.0,,,,,,,,,9.0,8.0,1.0,,
513,PT03M29.00S,2025-04-13T18:57:43.0Z,4,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612764,109,114,2025-04-13T18:57:56Z,5040000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Jones 2 FT),"[1631170, 1641732]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,2.0,0.0,Jones,1641732.0,,,,,,,,
515,PT03M29.00S,2025-04-13T18:58:08.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1641732,,,1610612764,109,114,2025-04-13T18:58:26Z,5060000,False,,,0,,MISS C. Jones Free Throw 1 of 2,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
516,PT03M29.00S,2025-04-13T18:58:08.6Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,109,114,2025-04-13T18:58:26Z,5070000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,
517,PT03M29.00S,2025-04-13T18:58:08.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1641732,,,1610612764,109,114,2025-04-13T18:58:26Z,5080000,False,,,0,,MISS C. Jones Free Throw 2 of 2,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
518,PT03M26.00S,2025-04-13T18:58:11.6Z,4,REGULAR,rebound,defensive,[],203937,,,1610612748,109,114,2025-04-13T18:58:26Z,5090000,False,,,0,,K. Anderson REBOUND (Off:1 Def:5),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,517.0,,,,,,,,,6.0,5.0,1.0,,
519,PT03M14.00S,2025-04-13T18:58:38.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,88.64980289093299,48.28431372549019,1610612748,109,114,2025-04-13T19:01:46Z,5100000,False,-9.0,54.0,1,right,MISS J. Christopher Jump Shot,[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),0-8 Center,,,,5.49,Missed,,,,,,,,,,,,,,,
520,PT03M13.00S,2025-04-13T18:58:39.3Z,4,REGULAR,rebound,offensive,[],1642352,,,1610612748,109,114,2025-04-13T19:01:57Z,5110000,False,,,0,,K. Johnson REBOUND (Off:3 Def:4),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,519.0,,,,,,,,,7.0,4.0,3.0,,
521,PT03M07.00S,2025-04-13T18:58:45.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631170,71.69842312746385,11.27450980392157,1610612748,109,114,2025-04-13T18:58:50Z,5120000,False,-194.0,214.0,1,right,MISS J. Jaquez Jr. 28' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,28.82,Missed,,,,,,,,,,,,,,,
522,PT03M02.00S,2025-04-13T18:58:50.8Z,4,REGULAR,rebound,defensive,[],1641732,,,1610612764,109,114,2025-04-13T18:58:50Z,5130000,False,,,0,,C. Jones REBOUND (Off:1 Def:9),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,521.0,,,,,,,,,10.0,9.0,1.0,,
523,PT02M59.00S,2025-04-13T18:58:52.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,23.99802890932983,11.27450980392157,1610612764,109,114,2025-04-13T19:03:27Z,5140000,False,194.0,173.0,1,left,MISS B. Carrington 25' running 3PT,[1642267],1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,25.97,Missed,,,,,,,,,,,,,,,
524,PT02M53.00S,2025-04-13T18:58:58.5Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612748,109,114,2025-04-13T18:59:01Z,5150000,False,,,0,,J. Christopher REBOUND (Off:0 Def:1),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Right Center,,,,,,,523.0,,,,,,,,,1.0,1.0,0.0,,
525,PT02M47.00S,2025-04-13T18:59:05.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,93.24901445466492,54.41176470588235,1610612748,111,114,2025-04-13T18:59:08Z,5160000,False,22.0,11.0,1,right,J. Christopher driving Layup (15 PTS),[1630528],1610612748.0,MIA,driving,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,2.47,Made,15.0,,,,,,,,,,,,,,
526,PT02M28.00S,2025-04-13T18:59:24.2Z,4,REGULAR,turnover,bad pass,[],1642267,,,1610612764,111,114,2025-04-13T18:59:28Z,5170000,False,,,0,,B. Carrington bad pass TURNOVER (1 TO),"[1642267, 1630528]",1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Center,1.0,Christopher,1630528.0,,,,,,,,,,,,,,,,,
527,PT02M28.00S,2025-04-13T18:59:24.2Z,4,REGULAR,steal,,[],1630528,,,1610612748,111,114,2025-04-13T19:00:07Z,5180000,False,,,0,,J. Christopher STEAL (3 STL),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
528,PT02M06.00S,2025-04-13T18:59:45.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630528,89.56964520367937,56.372549019607845,1610612748,111,114,2025-04-13T19:05:31Z,5190000,False,32.0,46.0,1,right,MISS J. Christopher driving floating bank Shot,[1630528],1610612748.0,MIA,driving floating bank,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),0-8 Center,,,,5.56,Missed,,,,,,,,,,,,,,,
529,PT02M03.00S,2025-04-13T18:59:48.7Z,4,REGULAR,rebound,defensive,[],1642267,,,1610612764,111,114,2025-04-13T18:59:54Z,5200000,False,,,0,,B. Carrington REBOUND (Off:1 Def:6),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,528.0,,,,,,,,,7.0,6.0,1.0,,
567,PT01M59.00S,2025-04-13T18:59:49.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642358,19.004599211563733,50.245098039215684,1610612764,111,114,2025-04-13T19:19:15Z,5205000,False,-1.0,126.0,1,left,MISS A. Johnson 12' running alley-oop Layup,[1642358],1610612764.0,WAS,running alley-oop,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,12.61,Missed,,,,,,,,,,,,,,,
568,PT01M58.00S,2025-04-13T18:59:50.8Z,4,REGULAR,rebound,defensive,[],1642352,,,1610612748,111,114,2025-04-13T19:19:15Z,5207500,False,,,0,,K. Johnson REBOUND (Off:3 Def:5),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,567.0,,,,,,,,,8.0,5.0,3.0,,
532,PT01M53.00S,2025-04-13T18:59:59.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630528,93.24901445466492,52.69607843137255,1610612748,111,114,2025-04-13T19:15:28Z,5230000,False,13.0,11.0,1,right,MISS J. Christopher running DUNK,[1630528],1610612748.0,MIA,running,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,1.74,Missed,,,,,,,,,,,,,,,
533,PT01M50.00S,2025-04-13T19:00:02.5Z,4,REGULAR,rebound,defensive,[],1641774,,,1610612764,111,114,2025-04-13T19:00:04Z,5240000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:10),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,532.0,,,,,,,,,11.0,10.0,1.0,,
534,PT01M33.00S,2025-04-13T19:00:19.4Z,4,REGULAR,turnover,lost ball,[],1641774,,,1610612764,111,114,2025-04-13T19:00:26Z,5250000,False,,,0,,T. Vukcevic lost ball TURNOVER (4 TO),"[1641774, 1630528]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Center,4.0,Christopher,1630528.0,,,,,,,,,,,,,,,,,
535,PT01M33.00S,2025-04-13T19:00:19.4Z,4,REGULAR,steal,,[],1630528,,,1610612748,111,114,2025-04-13T19:00:21Z,5260000,False,,,0,,J. Christopher STEAL (4 STL),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
536,PT01M30.00S,2025-04-13T19:00:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642352,93.11760840998686,53.18627450980392,1610612748,113,114,2025-04-13T19:00:32Z,5270000,False,16.0,12.0,1,right,K. Johnson running Layup (16 PTS) (J. Jaquez Jr. 7 AST),"[1642352, 1631170]",1610612748.0,MIA,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,2.0,Made,16.0,,,,,,,J. Jaquez Jr.,1631170.0,7.0,,,,,
538,PT01M30.00S,2025-04-13T19:00:29.9Z,4,REGULAR,foul,personal,['1freethrow'],1641732,,,1610612748,113,114,2025-04-13T19:01:03Z,5290000,False,,,0,,C. Jones shooting personal FOUL (2 PF) (Johnson 1 FT),"[1641732, 1642352]",1610612764.0,WAS,shooting,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,2.0,0.0,Johnson,1642352.0,,,,,,,,
540,PT01M30.00S,2025-04-13T19:01:21.6Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642352,,,1610612748,114,114,2025-04-13T19:01:21Z,5310000,False,,,0,,K. Johnson Free Throw 1 of 1 (17 PTS),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
541,PT01M10.00S,2025-04-13T19:01:47.4Z,4,REGULAR,3pt,Jump Shot,[],1641732,30.436925098554536,26.225490196078432,1610612764,114,114,2025-04-13T19:01:51Z,5320000,False,119.0,234.0,1,left,MISS C. Jones 26' 3PT,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Above the Break 3,24+ Right Center,,,,26.21,Missed,,,,,,,,,,,,,,,
542,PT01M07.00S,2025-04-13T19:01:50.4Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,114,114,2025-04-13T19:01:51Z,5330000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:9),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,541.0,,,,,,,,,10.0,9.0,1.0,,
543,PT00M59.20S,2025-04-13T19:01:59.2Z,4,REGULAR,turnover,lost ball,[],1631170,,,1610612748,114,114,2025-04-13T19:02:02Z,5340000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (3 TO),"[1631170, 1642267]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,3.0,Carrington,1642267.0,,,,,,,,,,,,,,,,,
544,PT00M59.20S,2025-04-13T19:01:59.2Z,4,REGULAR,steal,,[],1642267,,,1610612764,114,114,2025-04-13T19:02:01Z,5350000,False,,,0,,B. Carrington STEAL (1 STL),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
545,PT00M40.10S,2025-04-13T19:02:18.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,29.911300919842315,78.18627450980392,1610612764,114,114,2025-04-13T19:02:22Z,5360000,False,-141.0,229.0,1,left,MISS B. Carrington 26' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,26.86,Missed,,,,,,,,,,,,,,,
546,PT00M35.90S,2025-04-13T19:02:22.6Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612748,114,114,2025-04-13T19:02:22Z,5370000,False,,,0,,J. Christopher REBOUND (Off:0 Def:2),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Left Center,,,,,,,545.0,,,,,,,,,2.0,2.0,0.0,,
547,PT00M25.70S,2025-04-13T19:02:34.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642267,,,1610612748,114,114,2025-04-13T19:02:59Z,5380000,False,,,0,,B. Carrington shooting personal FOUL (3 PF) (Jaquez Jr. 2 FT),"[1642267, 1631170]",1610612764.0,WAS,shooting,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,3.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,
549,PT00M25.70S,2025-04-13T19:03:00.4Z,4,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,115,114,2025-04-13T19:03:00Z,5400000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (40 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,Made,40.0,,,,,,,,,,,,,,
550,PT00M25.70S,2025-04-13T19:03:10.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,115,114,2025-04-13T19:03:10Z,5410000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT00M25.70S,2025-04-13T19:04:56.2Z,4,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,116,114,2025-04-13T19:04:56Z,5420000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (41 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,Made,41.0,,,,,,,,,,,,,,
552,PT00M13.50S,2025-04-13T19:05:10.5Z,4,REGULAR,2pt,Jump Shot,[],1642267,22.28975032851511,36.27450980392157,1610612764,116,114,2025-04-13T19:05:15Z,5430000,False,69.0,157.0,1,left,MISS B. Carrington 17' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Right Center,,,,17.13,Missed,,,,,,,,,,,,,,,
553,PT00M10.20S,2025-04-13T19:05:13.7Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612748,116,114,2025-04-13T19:05:13Z,5440000,False,,,0,,J. Christopher REBOUND (Off:0 Def:3),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Mid-Range,16-24 Right Center,,,,,,,552.0,,,,,,,,,3.0,3.0,0.0,,
554,PT00M08.50S,2025-04-13T19:05:18.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641774,,,1610612748,116,114,2025-04-13T19:05:43Z,5450000,False,,,0,,T. Vukcevic take personal FOUL (4 PF) (Christopher 2 FT),"[1641774, 1630528]",1610612764.0,WAS,take,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202058.0,4.0,0.0,Christopher,1630528.0,,,,,,,,
556,PT00M08.50S,2025-04-13T19:05:53.4Z,4,REGULAR,freethrow,1 of 2,[],1630528,,,1610612748,117,114,2025-04-13T19:05:53Z,5470000,False,,,0,,J. Christopher Free Throw 1 of 2 (16 PTS),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
557,PT00M08.50S,2025-04-13T19:06:15.4Z,4,REGULAR,freethrow,2 of 2,[],1630528,,,1610612748,118,114,2025-04-13T19:06:15Z,5480000,False,,,0,,J. Christopher Free Throw 2 of 2 (17 PTS),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
558,PT00M08.50S,2025-04-13T19:06:19.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,118,114,2025-04-13T19:06:19Z,5490000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT00M05.00S,2025-04-13T19:08:06.8Z,4,REGULAR,3pt,Jump Shot,[],1630551,19.398817345597898,92.15686274509804,1610612764,118,117,2025-04-13T19:08:10Z,5500000,False,-211.0,130.0,1,left,J. Champagnie 24' 3PT  (27 PTS) (B. Carrington 9 AST),"[1630551, 1642267]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,24.76,Made,27.0,,,,,,,B. Carrington,1642267.0,9.0,,,,,
561,PT00M05.00S,2025-04-13T19:08:15.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,118,117,2025-04-13T19:08:15Z,5520000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT00M04.40S,2025-04-13T19:10:04.7Z,4,REGULAR,turnover,backcourt,[],1630528,,,1610612748,118,117,2025-04-13T19:10:23Z,5530000,False,,,0,,J. Christopher backcourt TURNOVER (1 TO),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,1.0,,,,,,,202058.0,,,,,,,,,,,,
563,PT00M00.30S,2025-04-13T19:11:03.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642267,4.812746386333772,52.94117647058824,1610612764,118,119,2025-04-13T19:11:12Z,5540000,False,-15.0,-7.0,1,left,B. Carrington driving floating bank Jump Shot (15 PTS),[1642267],1610612764.0,WAS,driving floating bank,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,1.64,Made,15.0,,,,,,,,,,,,,,
565,PT00M00.00S,2025-04-13T19:11:45.0Z,4,REGULAR,period,end,[],0,,,1610612748,118,119,2025-04-13T19:11:45Z,5560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT00M00.00S,2025-04-13T19:11:58.4Z,4,REGULAR,game,end,[],0,,,0,118,119,2025-04-13T19:11:58Z,5570000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
