actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
541,PT05M38.00S,2022-03-17T01:04:52.8Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,98,99,2022-03-17T01:04:55Z,5280000,,,0,,T. Harris REBOUND (Off:0 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,540.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
542,PT05M32.00S,2022-03-17T01:05:01.5Z,4,REGULAR,foul,personal,['2freethrow'],201567,,,1610612755,98,99,2022-03-17T01:05:10Z,5290000,,,0,,K. Love shooting personal FOUL (2 PF) (Embiid 2 FT),"[201567, 203954]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,,,,,,,,203593.0,2.0,0.0,Embiid,203954.0,,,,,,,,,
544,PT05M32.00S,2022-03-17T01:05:33.3Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,98,100,2022-03-17T01:06:09Z,5310000,,,0,,J. Embiid Free Throw 1 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,31.0,,,,,,,,,,,,,,
545,PT05M32.00S,2022-03-17T01:05:35.4Z,4,REGULAR,substitution,out,[],201567,,,1610612755,98,100,2022-03-17T01:05:43Z,5320000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT05M32.00S,2022-03-17T01:05:35.4Z,4,REGULAR,substitution,out,[],1630205,,,1610612755,98,100,2022-03-17T01:05:43Z,5330000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT05M32.00S,2022-03-17T01:05:35.4Z,4,REGULAR,substitution,in,[],1627747,,,1610612755,98,100,2022-03-17T01:05:43Z,5340000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT05M32.00S,2022-03-17T01:05:35.4Z,4,REGULAR,substitution,in,[],1630596,,,1610612755,98,100,2022-03-17T01:05:43Z,5350000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M32.00S,2022-03-17T01:05:33.3Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,98,100,2022-03-17T01:06:09Z,5360000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
550,PT05M29.00S,2022-03-17T01:05:36.3Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,98,100,2022-03-17T01:06:09Z,5370000,,,0,,E. Mobley REBOUND (Off:1 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,549.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
551,PT05M19.00S,2022-03-17T01:06:20.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.075558475689881,49.754901960784316,1610612739,100,100,2022-03-17T01:06:27Z,5380000,1.0,-5.0,1,left,E. Mobley cutting DUNK (10 PTS) (D. Garland 7 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,0.49,Made,,,,,10.0,,,,,,,,D. Garland,1629636.0,7.0,,,,
553,PT05M19.00S,2022-03-17T01:06:23.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627777,,,1610612739,100,100,2022-03-17T01:06:32Z,5400000,,,0,,G. Niang shooting personal FOUL (2 PF) (Mobley 1 FT),"[1627777, 1630596]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,,,,,,,,203593.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,
555,PT05M19.00S,2022-03-17T01:06:51.4Z,4,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,101,100,2022-03-17T01:06:51Z,5420000,,,0,,E. Mobley Free Throw 1 of 1 (11 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
556,PT05M01.00S,2022-03-17T01:07:11.1Z,4,REGULAR,3pt,Jump Shot,[],1627777,94.30026281208936,96.56862745098039,1610612755,101,103,2022-03-17T01:07:17Z,5430000,233.0,1.0,1,right,G. Niang 3PT  (3 PTS) (J. Harden 11 AST),"[1627777, 201935]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,23.28,Made,,,,,3.0,,,,,,,,J. Harden,201935.0,11.0,,,,
558,PT04M32.00S,2022-03-17T01:07:39.8Z,4,REGULAR,3pt,Jump Shot,[],1630596,30.042706964520367,25.98039215686275,1610612739,101,103,2022-03-17T01:07:54Z,5450000,120.0,230.0,1,left,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
559,PT04M29.00S,2022-03-17T01:07:42.2Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,101,103,2022-03-17T01:07:42Z,5460000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,558.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
560,PT04M26.00S,2022-03-17T01:07:53.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,101,103,2022-03-17T01:07:53Z,5470000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M11.00S,2022-03-17T01:11:03.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,88.78120893561103,35.53921568627451,1610612755,101,103,2022-03-17T01:11:14Z,5480000,-72.0,53.0,1,right,MISS T. Maxey 8' driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,8.96,Missed,,,,,,,,,,,,,,,,,,,
562,PT04M09.00S,2022-03-17T01:11:05.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,101,103,2022-03-17T01:11:14Z,5490000,,,0,,E. Mobley REBOUND (Off:1 Def:8),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,561.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
563,PT03M47.00S,2022-03-17T01:11:26.0Z,4,REGULAR,3pt,Jump Shot,[],1628374,31.882391590013142,44.36274509803921,1610612739,104,103,2022-03-17T01:11:31Z,5500000,28.0,247.0,1,left,L. Markkanen 24' 3PT  (13 PTS) (E. Mobley 2 AST),"[1628374, 1630596]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,24.88,Made,,,,,13.0,,,,,,,,E. Mobley,1630596.0,2.0,,,,
565,PT03M28.00S,2022-03-17T01:11:45.2Z,4,REGULAR,3pt,Jump Shot,[],202699,89.04402102496715,2.696078431372549,1610612755,104,103,2022-03-17T01:11:50Z,5520000,-237.0,50.0,1,right,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
566,PT03M26.00S,2022-03-17T01:11:47.2Z,4,REGULAR,rebound,offensive,[],1627777,,,1610612755,104,103,2022-03-17T01:11:50Z,5530000,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,565.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
567,PT03M20.00S,2022-03-17T01:11:53.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,94.1688567674113,48.529411764705884,1610612755,104,105,2022-03-17T01:11:59Z,5540000,-7.0,2.0,1,right,J. Harden driving Layup (17 PTS) (T. Maxey 2 AST),"[201935, 1630178]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,0.77,Made,,,,,17.0,,,,,,,,T. Maxey,1630178.0,2.0,,,,
569,PT02M59.00S,2022-03-17T01:12:14.3Z,4,REGULAR,turnover,bad pass,[],1629636,,,1610612739,104,105,2022-03-17T01:12:21Z,5560000,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1627777]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,2.0,Niang,1627777.0,
570,PT02M59.00S,2022-03-17T01:12:14.3Z,4,REGULAR,steal,,[],1627777,,,1610612755,104,105,2022-03-17T01:12:17Z,5570000,,,0,,G. Niang STEAL (1 STL),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT02M44.00S,2022-03-17T01:12:32.0Z,4,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612755,104,105,2022-03-17T01:12:41Z,5580000,,,0,,E. Mobley shooting personal FOUL (4 PF) (Embiid 2 FT),"[1630596, 203954]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,203593.0,4.0,0.0,Embiid,203954.0,,,,,,,,,
573,PT02M44.00S,2022-03-17T01:12:55.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,104,106,2022-03-17T01:12:55Z,5600000,,,0,,J. Embiid Free Throw 1 of 2 (32 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,32.0,,,,,,,,,,,,,,
574,PT02M44.00S,2022-03-17T01:13:13.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,104,107,2022-03-17T01:13:13Z,5610000,,,0,,J. Embiid Free Throw 2 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,33.0,,,,,,,,,,,,,,
575,PT02M28.00S,2022-03-17T01:13:32.2Z,4,REGULAR,3pt,Jump Shot,[],1627747,32.013797634691194,49.01960784313725,1610612739,104,107,2022-03-17T01:14:37Z,5620000,5.0,248.0,1,left,MISS C. LeVert 24' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
576,PT02M25.00S,2022-03-17T01:13:34.4Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,104,107,2022-03-17T01:13:34Z,5630000,,,0,,D. Garland REBOUND (Off:1 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,575.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
577,PT02M13.00S,2022-03-17T01:13:46.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627747,18.873193166885677,75.73529411764706,1610612739,104,107,2022-03-17T01:14:55Z,5640000,-129.0,125.0,1,left,MISS C. LeVert 17' step back Shot,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,17.93,Missed,,,,,,,,,,,,,,,,,,,
578,PT02M11.00S,2022-03-17T01:13:48.7Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,104,107,2022-03-17T01:14:24Z,5650000,,,0,,J. Embiid REBOUND (Off:5 Def:12),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,577.0,17.0,12.0,5.0,,,,,,,,,,,,,,,
579,PT01M49.00S,2022-03-17T01:14:10.9Z,4,REGULAR,turnover,lost ball,[],203954,,,1610612755,104,107,2022-03-17T01:15:23Z,5660000,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 1628374]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,3.0,Markkanen,1628374.0,
580,PT01M49.00S,2022-03-17T01:14:10.9Z,4,REGULAR,steal,,[],1628374,,,1610612739,104,107,2022-03-17T01:14:13Z,5670000,,,0,,L. Markkanen STEAL (2 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT01M43.00S,2022-03-17T01:14:20.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612739,104,107,2022-03-17T01:14:26Z,5680000,,,0,,T. Harris shooting personal FOUL (5 PF) (Garland 2 FT),"[202699, 1629636]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,203593.0,5.0,1.0,Garland,1629636.0,,,,,,,,,
583,PT01M43.00S,2022-03-17T01:14:50.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629636,,,1610612739,105,107,2022-03-17T01:14:50Z,5700000,,,0,,D. Garland Free Throw 1 of 2 (19 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
584,PT01M43.00S,2022-03-17T01:15:06.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629636,,,1610612739,106,107,2022-03-17T01:15:06Z,5710000,,,0,,D. Garland Free Throw 2 of 2 (20 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
585,PT01M19.00S,2022-03-17T01:15:33.7Z,4,REGULAR,3pt,Jump Shot,[],1630178,80.89684625492772,3.1862745098039214,1610612755,106,110,2022-03-17T01:15:39Z,5720000,-234.0,127.0,1,right,T. Maxey 26' 3PT  (23 PTS) (J. Embiid 5 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,26.64,Made,,,,,23.0,,,,,,,,J. Embiid,203954.0,5.0,,,,
587,PT01M11.00S,2022-03-17T01:15:48.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,106,110,2022-03-17T01:15:48Z,5740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT01M11.00S,2022-03-17T01:15:59.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,106,110,2022-03-17T01:15:59Z,5750000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT00M54.70S,2022-03-17T01:18:06.3Z,4,REGULAR,3pt,Jump Shot,[],1630171,8.754927726675426,3.6764705882352944,1610612739,106,110,2022-03-17T01:18:34Z,5760000,232.0,30.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
590,PT00M52.30S,2022-03-17T01:18:08.7Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,106,110,2022-03-17T01:18:08Z,5770000,,,0,,D. Garland REBOUND (Off:2 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,589.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
591,PT00M43.80S,2022-03-17T01:18:18.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,6.258212877792378,46.81372549019608,1610612739,108,110,2022-03-17T01:18:40Z,5780000,16.0,6.0,1,left,C. LeVert Layup (13 PTS) (E. Mobley 3 AST),"[1627747, 1630596]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,1.71,Made,,,,,13.0,,,,,,,,E. Mobley,1630596.0,3.0,,,,
592,PT00M27.40S,2022-03-17T01:18:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.43166885676742,49.50980392156863,1610612755,108,112,2022-03-17T01:18:48Z,5790000,-2.0,0.0,1,right,J. Embiid driving Layup (35 PTS) (T. Harris 3 AST),"[203954, 202699]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,0.25,Made,,,,,35.0,,,,,,,,T. Harris,202699.0,3.0,,,,
594,PT00M23.00S,2022-03-17T01:18:52.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612739,108,112,2022-03-17T01:19:02Z,5810000,,,0,,T. Maxey personal FOUL (3 PF) (Garland 2 FT),"[1630178, 1629636]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,203593.0,3.0,0.0,Garland,1629636.0,,,,,,,,,
596,PT00M23.00S,2022-03-17T01:19:26.2Z,4,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,109,112,2022-03-17T01:19:26Z,5830000,,,0,,D. Garland Free Throw 1 of 2 (21 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
597,PT00M23.00S,2022-03-17T01:19:47.6Z,4,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,110,112,2022-03-17T01:19:47Z,5840000,,,0,,D. Garland Free Throw 2 of 2 (22 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
599,PT00M16.80S,2022-03-17T01:20:05.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630596,,,1610612755,110,112,2022-03-17T01:20:34Z,5860000,,,0,,E. Mobley personal FOUL (5 PF) (Harden 2 FT),"[1630596, 201935]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,202058.0,5.0,0.0,Harden,201935.0,,,,,,,,,
601,PT00M16.80S,2022-03-17T01:20:43.6Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,110,113,2022-03-17T01:20:43Z,5880000,,,0,,J. Harden Free Throw 1 of 2 (18 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
602,PT00M16.80S,2022-03-17T01:20:48.2Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,110,113,2022-03-17T01:20:53Z,5890000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M16.80S,2022-03-17T01:20:48.2Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,110,113,2022-03-17T01:20:53Z,5900000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M16.80S,2022-03-17T01:21:12.9Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,110,114,2022-03-17T01:21:12Z,5910000,,,0,,J. Harden Free Throw 2 of 2 (19 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
605,PT00M16.80S,2022-03-17T01:21:19.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,110,114,2022-03-17T01:21:19Z,5920000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M15.40S,2022-03-17T01:23:07.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612739,110,114,2022-03-17T01:23:24Z,5930000,,,0,,J. Embiid personal FOUL (3 PF) (Mobley 2 FT),"[203954, 1630596]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,202058.0,3.0,0.0,Mobley,1630596.0,,,,,,,,,
609,PT00M15.40S,2022-03-17T01:23:36.4Z,4,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,111,114,2022-03-17T01:23:36Z,5950000,,,0,,E. Mobley Free Throw 1 of 2 (12 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
610,PT00M15.40S,2022-03-17T01:23:38.1Z,4,REGULAR,substitution,out,[],1629680,,,1610612739,111,114,2022-03-17T01:23:42Z,5960000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT00M15.40S,2022-03-17T01:23:38.1Z,4,REGULAR,substitution,in,[],1627777,,,1610612739,111,114,2022-03-17T01:23:42Z,5970000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M15.40S,2022-03-17T01:23:58.2Z,4,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,112,114,2022-03-17T01:23:58Z,5980000,,,0,,E. Mobley Free Throw 2 of 2 (13 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
613,PT00M15.40S,2022-03-17T01:24:04.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,112,114,2022-03-17T01:24:04Z,5990000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT00M14.00S,2022-03-17T01:25:57.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612755,112,114,2022-03-17T01:26:06Z,6000000,,,0,,I. Okoro personal FOUL (2 PF) (Harden 2 FT),"[1630171, 201935]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,200834.0,2.0,0.0,Harden,201935.0,,,,,,,,,
616,PT00M14.00S,2022-03-17T01:26:23.3Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,112,115,2022-03-17T01:26:23Z,6020000,,,0,,J. Harden Free Throw 1 of 2 (20 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
617,PT00M14.00S,2022-03-17T01:26:25.3Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,112,115,2022-03-17T01:26:31Z,6030000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M14.00S,2022-03-17T01:26:25.3Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,112,115,2022-03-17T01:26:31Z,6040000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT00M14.00S,2022-03-17T01:26:43.1Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,112,116,2022-03-17T01:26:43Z,6050000,,,0,,J. Harden Free Throw 2 of 2 (21 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
620,PT00M08.30S,2022-03-17T01:26:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,4.944152431011826,50.0,1610612739,114,116,2022-03-17T01:27:05Z,6060000,0.0,-6.0,1,left,C. LeVert driving Layup (15 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,0.6,Made,,,,,15.0,,,,,,,,,,,,,,
621,PT00M08.30S,2022-03-17T01:26:58.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202699,,,1610612739,114,116,2022-03-17T01:27:06Z,6070000,,,0,,T. Harris shooting personal FOUL (6 PF) (LeVert 1 FT),"[202699, 1627747]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,200834.0,6.0,1.0,LeVert,1627747.0,,,,,,,,,
623,PT00M08.30S,2022-03-17T01:27:15.0Z,4,REGULAR,substitution,out,[],202699,,,1610612739,114,116,2022-03-17T01:28:12Z,6090000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M08.30S,2022-03-17T01:27:15.0Z,4,REGULAR,substitution,in,[],1627777,,,1610612739,114,116,2022-03-17T01:28:12Z,6100000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M08.30S,2022-03-17T01:27:22.7Z,4,REGULAR,substitution,out,[],1628374,,,1610612739,114,116,2022-03-17T01:28:12Z,6110000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M08.30S,2022-03-17T01:27:22.7Z,4,REGULAR,substitution,in,[],1630205,,,1610612739,114,116,2022-03-17T01:28:12Z,6120000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M08.30S,2022-03-17T01:27:43.8Z,4,REGULAR,substitution,out,[],1629680,,,1610612739,114,116,2022-03-17T01:28:12Z,6130000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M08.30S,2022-03-17T01:27:43.8Z,4,REGULAR,substitution,in,[],201980,,,1610612739,114,116,2022-03-17T01:28:12Z,6140000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M08.30S,2022-03-17T01:28:03.4Z,4,REGULAR,freethrow,1 of 1,[],1627747,,,1610612739,114,116,2022-03-17T01:28:03Z,6150000,,,0,,MISS C. LeVert Free Throw 1 of 1,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
630,PT00M06.60S,2022-03-17T01:28:05.1Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,114,116,2022-03-17T01:28:58Z,6160000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,629.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
631,PT00M06.60S,2022-03-17T01:28:15.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612755,114,116,2022-03-17T01:28:26Z,6170000,,,0,,I. Okoro personal FOUL (3 PF) (Maxey 2 FT),"[1630171, 1630178]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,200834.0,3.0,0.0,Maxey,1630178.0,,,,,,,,,
633,PT00M06.60S,2022-03-17T01:28:53.1Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,114,117,2022-03-17T01:28:53Z,6190000,,,0,,T. Maxey Free Throw 1 of 2 (24 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
634,PT00M06.60S,2022-03-17T01:28:55.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,114,117,2022-03-17T01:29:00Z,6200000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M06.60S,2022-03-17T01:28:55.5Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,114,117,2022-03-17T01:29:00Z,6210000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
