actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
615,PT03M38.00S,2025-11-12T06:26:41.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627734,,,1610612743,99,110,2025-11-12T06:26:59Z,5960000,False,,,0,,D. Sabonis shooting personal FOUL (6 PF) (Jokić 1 FT),"[1627734, 203999]",1610612758.0,SAC,shooting,,,,,,202026.0,Sabonis,D. Sabonis,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,6.0,0.0,Jokić,203999.0,,,,,
617,PT03M38.00S,2025-11-12T06:26:55.4Z,4,REGULAR,substitution,out,[],1627734,,,1610612743,99,110,2025-11-12T06:26:58Z,5980000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,
618,PT03M38.00S,2025-11-12T06:26:55.4Z,4,REGULAR,substitution,in,[],1629234,,,1610612743,99,110,2025-11-12T06:26:58Z,5990000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,
619,PT03M38.00S,2025-11-12T06:27:12.4Z,4,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,99,111,2025-11-12T06:27:12Z,6000000,False,,,0,,N. Jokić Free Throw 1 of 1 (32 PTS),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,,,,Made,32.0,,,,,,,,,,,,,,,,
620,PT03M29.00S,2025-11-12T06:27:30.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,88.38699080157687,52.69607843137255,1610612758,99,111,2025-11-12T06:38:40Z,6010000,False,13.0,57.0,1,right,MISS D. Eubanks driving floating bank Shot,[1629234],1610612758.0,SAC,driving floating bank,,,,,,,Eubanks,D. Eubanks,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,
621,PT03M27.00S,2025-11-12T06:27:32.7Z,4,REGULAR,rebound,offensive,[],201566,,,1610612758,99,111,2025-11-12T06:27:32Z,6020000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:6),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,,,,,,,620.0,7.0,6.0,1.0,,,,,,,,,
622,PT03M24.00S,2025-11-12T06:27:37.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627750,,,1610612758,99,111,2025-11-12T06:27:51Z,6030000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1627750, 201566]",1610612743.0,DEN,shooting,,,,,,202026.0,Murray,J. Murray,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Westbrook,201566.0,,,,,
624,PT03M24.00S,2025-11-12T06:28:05.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612758,100,111,2025-11-12T06:28:05Z,6050000,False,,,0,,R. Westbrook Free Throw 1 of 2 (13 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,13.0,,,,,,,,,,,,,,,,
625,PT03M24.00S,2025-11-12T06:28:22.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612758,101,111,2025-11-12T06:28:22Z,6060000,False,,,0,,R. Westbrook Free Throw 2 of 2 (14 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,14.0,,,,,,,,,,,,,,,,
626,PT03M07.00S,2025-11-12T06:28:42.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612743,101,111,2025-11-12T06:28:53Z,6070000,False,,,0,,D. Eubanks shooting personal FOUL (4 PF) (Brown 2 FT),"[1629234, 1628971]",1610612758.0,SAC,shooting,,,,,,202026.0,Eubanks,D. Eubanks,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Brown,1628971.0,,,,,
628,PT03M07.00S,2025-11-12T06:29:08.3Z,4,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,101,112,2025-11-12T06:29:08Z,6090000,False,,,0,,B. Brown Free Throw 1 of 2 (10 PTS),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,,,,Made,10.0,,,,,,,,,,,,,,,,
629,PT03M07.00S,2025-11-12T06:29:24.8Z,4,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,101,113,2025-11-12T06:29:24Z,6100000,False,,,0,,B. Brown Free Throw 2 of 2 (11 PTS),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,,,,Made,11.0,,,,,,,,,,,,,,,,
630,PT02M51.00S,2025-11-12T06:29:43.3Z,4,REGULAR,3pt,Jump Shot,[],201942,88.91261498028909,93.87254901960785,1610612758,101,113,2025-11-12T06:29:50Z,6110000,False,219.0,52.0,1,right,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,Right Corner 3,24+ Right,22.54,Missed,,,,,,,,,,,,,,,,,
631,PT02M49.00S,2025-11-12T06:29:45.3Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,101,113,2025-11-12T06:40:07Z,6120000,False,,,0,,B. Brown REBOUND (Off:2 Def:5),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,Right Corner 3,24+ Right,,,,,,,630.0,7.0,5.0,2.0,,,,,,,,,
632,PT02M42.00S,2025-11-12T06:29:52.9Z,4,REGULAR,turnover,bad pass,[],203999,,,1610612743,101,113,2025-11-12T06:29:58Z,6130000,False,,,0,,N. Jokić bad pass TURNOVER (3 TO),"[203999, 1628370]",1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Mid-Range,16-24 Right,,,,,,,,,,,,,,,3.0,Monk,1628370.0,,
633,PT02M42.00S,2025-11-12T06:29:52.9Z,4,REGULAR,steal,,[],1628370,,,1610612758,101,113,2025-11-12T06:29:55Z,6140000,False,,,0,,M. Monk STEAL (1 STL),[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,
634,PT02M28.00S,2025-11-12T06:30:06.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203897,84.97043363994744,0.9803921568627451,1610612758,101,113,2025-11-12T06:30:19Z,6150000,False,-245.0,89.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,Left Corner 3,24+ Left,26.07,Missed,,,,,,,,,,,,,,,,,
635,PT02M23.00S,2025-11-12T06:30:11.6Z,4,REGULAR,rebound,offensive,[],201566,,,1610612758,101,113,2025-11-12T06:30:19Z,6160000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:6),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Left Corner 3,24+ Left,,,,,,,634.0,8.0,6.0,2.0,,,,,,,,,
636,PT02M19.00S,2025-11-12T06:30:14.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201942,82.34231274638634,48.529411764705884,1610612758,103,113,2025-11-12T06:45:50Z,6170000,False,-7.0,113.0,1,right,D. DeRozan 11' floating Jump Shot (18 PTS) (D. Eubanks 1 AST),"[201942, 1629234]",1610612758.0,SAC,floating,,,,,,,DeRozan,D. DeRozan,In The Paint (Non-RA),8-16 Center,11.37,Made,18.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,,,
638,PT01M51.00S,2025-11-12T06:30:42.4Z,4,REGULAR,3pt,Jump Shot,[],203999,33.459264126149804,49.754901960784316,1610612743,103,113,2025-11-12T06:30:50Z,6190000,False,1.0,262.0,1,left,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Above the Break 3,24+ Center,26.2,Missed,,,,,,,,,,,,,,,,,
639,PT01M50.00S,2025-11-12T06:30:43.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,103,113,2025-11-12T06:30:50Z,6200000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,638.0,,,,,,,,,,,,
641,PT01M48.00S,2025-11-12T06:31:04.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612758,103,113,2025-11-12T06:31:21Z,6220000,False,,,0,,N. Jokić personal FOUL (3 PF) (Eubanks 2 FT),"[203999, 1629234]",1610612743.0,DEN,,,,,,,1627526.0,Jokić,N. Jokić,Mid-Range,16-24 Center,,,,,,,,,,,3.0,0.0,Eubanks,1629234.0,,,,,
643,PT01M48.00S,2025-11-12T06:31:34.5Z,4,REGULAR,freethrow,1 of 2,[],1629234,,,1610612758,103,113,2025-11-12T06:31:34Z,6240000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,Missed,,,,,,,,,,,,,,,,,
644,PT01M48.00S,2025-11-12T06:31:34.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,103,113,2025-11-12T06:31:34Z,6250000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,643.0,,,,,,,,,,,,
645,PT01M48.00S,2025-11-12T06:31:46.9Z,4,REGULAR,freethrow,2 of 2,[],1629234,,,1610612758,104,113,2025-11-12T06:31:47Z,6260000,False,,,0,,D. Eubanks Free Throw 2 of 2 (15 PTS),[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,Made,15.0,,,,,,,,,,,,,,,,
646,PT01M23.00S,2025-11-12T06:32:13.3Z,4,REGULAR,2pt,Layup,[],203932,8.360709592641262,32.1078431372549,1610612743,104,113,2025-11-12T06:32:19Z,6270000,False,89.0,26.0,1,left,MISS A. Gordon 9' Layup,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Mid-Range,8-16 Right,9.32,Missed,,,,,,,,,,,,,,,,,
647,PT01M23.00S,2025-11-12T06:32:13.3Z,4,REGULAR,rebound,offensive,[],203932,,,1610612743,104,113,2025-11-12T06:32:19Z,6280000,False,,,0,,A. Gordon REBOUND (Off:4 Def:3),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Mid-Range,8-16 Right,,,,,,,646.0,7.0,3.0,4.0,,,,,,,,,
648,PT01M23.00S,2025-11-12T06:32:17.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,104,113,2025-11-12T06:32:45Z,6290000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,203592.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
649,PT01M18.00S,2025-11-12T06:32:37.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629234,89.04402102496715,39.950980392156865,1610612758,106,113,2025-11-12T06:43:33Z,6300000,False,-50.0,50.0,1,right,D. Eubanks 7' driving floating bank Jump Shot (17 PTS) (R. Westbrook 10 AST),"[1629234, 201566]",1610612758.0,SAC,driving floating bank,,,,,,,Eubanks,D. Eubanks,In The Paint (Non-RA),0-8 Center,7.12,Made,17.0,R. Westbrook,201566.0,10.0,,,,,,,,,,,,,
653,PT01M04.00S,2025-11-12T06:32:53.9Z,4,REGULAR,3pt,Jump Shot,[],203999,31.882391590013142,66.42156862745098,1610612743,106,116,2025-11-12T06:43:50Z,6320000,False,-82.0,247.0,1,left,N. Jokić 26' 3PT pullup (35 PTS),[203999],1610612743.0,DEN,pullup,,,,,,,Jokić,N. Jokić,Above the Break 3,24+ Left Center,26.05,Made,35.0,,,,,,,,,,,,,,,,
658,PT01M02.00S,2025-11-12T06:33:09.6Z,4,REGULAR,foul,offensive,['inpenalty'],1629234,,,1610612758,106,116,2025-11-12T06:33:21Z,6330000,False,,,0,,D. Eubanks offensive FOUL (5 PF),"[1629234, 203999]",1610612758.0,SAC,,,,,,,202026.0,Eubanks,D. Eubanks,Mid-Range,16-24 Center,,,,,,,,,,,5.0,0.0,Jokić,203999.0,,,,,
660,PT01M02.00S,2025-11-12T06:33:09.6Z,4,REGULAR,turnover,offensive foul,[],1629234,,,1610612758,106,116,2025-11-12T06:33:09Z,6350000,False,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612758.0,SAC,,,,,,,202026.0,Eubanks,D. Eubanks,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,,,,
661,PT00M45.90S,2025-11-12T06:33:46.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628971,7.046649145860711,2.2058823529411766,1610612743,106,119,2025-11-12T06:33:51Z,6360000,False,239.0,14.0,1,left,B. Brown 3PT  (14 PTS) (N. Jokić 7 AST),"[1628971, 203999]",1610612743.0,DEN,,,,,,,,Brown,B. Brown,Right Corner 3,24+ Right,23.94,Made,14.0,N. Jokić,203999.0,7.0,,,,,,,,,,,,,
663,PT00M40.40S,2025-11-12T06:33:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,88.91261498028909,49.754901960784316,1610612758,108,119,2025-11-12T06:34:01Z,6380000,False,-1.0,52.0,1,right,D. Eubanks alley-oop Layup (19 PTS) (R. Westbrook 11 AST),"[1629234, 201566]",1610612758.0,SAC,alley-oop,,,,,,,Eubanks,D. Eubanks,In The Paint (Non-RA),0-8 Center,5.17,Made,19.0,R. Westbrook,201566.0,11.0,,,,,,,,,,,,,
665,PT00M24.40S,2025-11-12T06:34:15.1Z,4,REGULAR,3pt,Jump Shot,[],1631128,7.5722733245729295,96.32352941176471,1610612743,108,122,2025-11-12T06:34:21Z,6400000,False,-232.0,19.0,1,left,C. Braun 3PT  (12 PTS) (A. Gordon 3 AST),"[1631128, 203932]",1610612743.0,DEN,,,,,,,,Braun,C. Braun,Left Corner 3,24+ Left,23.24,Made,12.0,A. Gordon,203932.0,3.0,,,,,,,,,,,,,
667,PT00M16.40S,2025-11-12T06:34:27.1Z,4,REGULAR,3pt,Jump Shot,[],201942,86.28449408672799,93.87254901960785,1610612758,108,122,2025-11-12T06:34:33Z,6420000,False,219.0,76.0,1,right,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,
668,PT00M12.60S,2025-11-12T06:34:30.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,108,122,2025-11-12T06:34:30Z,6430000,False,,,0,,N. Jokić REBOUND (Off:5 Def:10),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Right Corner 3,24+ Right,,,,,,,667.0,15.0,10.0,5.0,,,,,,,,,
669,PT00M00.00S,2025-11-12T06:34:48.5Z,4,REGULAR,period,end,[],0,,,1610612743,108,122,2025-11-12T06:34:48Z,6440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2025-11-12T06:35:31.0Z,4,REGULAR,game,end,[],0,,,0,108,122,2025-11-12T06:35:31Z,6450000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
