actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
481,PT03M58.00S,2022-10-20T01:46:57.7Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,78,75,2022-10-20T01:47:11Z,4780000,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,480.0,6.0,6.0,0.0,,,,,,,,,,,,
482,PT03M44.00S,2022-10-20T01:47:23.4Z,3,REGULAR,3pt,Jump Shot,[],1626157,94.82588699080158,4.901960784313726,1610612750,78,75,2022-10-20T01:47:30Z,4790000,-225.0,-4.0,1,right,MISS K. Towns 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
483,PT03M40.00S,2022-10-20T01:47:27.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,78,75,2022-10-20T01:47:30Z,4800000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,,,482.0,4.0,2.0,2.0,,,,,,,,,,,,
484,PT03M34.00S,2022-10-20T01:47:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.652431011826544,53.18627450980392,1610612760,78,77,2022-10-20T01:47:38Z,4810000,-16.0,10.0,1,left,S. Gilgeous-Alexander driving Layup (20 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,20.0,,,,,,,,,,,
485,PT03M25.00S,2022-10-20T01:47:43.4Z,3,REGULAR,3pt,Jump Shot,[],1627752,71.69842312746385,17.647058823529413,1610612750,78,77,2022-10-20T01:47:48Z,4820000,-162.0,214.0,1,right,MISS T. Prince 26' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,26.79,Missed,,,,,,,,,,,,,,,,,,
486,PT03M21.00S,2022-10-20T01:47:46.2Z,3,REGULAR,rebound,offensive,[],203937,,,1610612750,78,77,2022-10-20T01:47:46Z,4830000,,,0,,K. Anderson REBOUND (Off:2 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,485.0,3.0,1.0,2.0,,,,,,,,,,,,
487,PT03M19.00S,2022-10-20T01:47:48.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,88.64980289093299,94.85294117647058,1610612750,78,77,2022-10-20T01:47:53Z,4840000,224.0,54.0,1,right,MISS D. Russell 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
488,PT03M16.00S,2022-10-20T01:47:51.4Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,78,77,2022-10-20T01:47:53Z,4850000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,,,487.0,2.0,2.0,0.0,,,,,,,,,,,,
489,PT03M01.00S,2022-10-20T01:48:07.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630647,7.35873850197109,55.415134803921575,1610612760,78,79,2022-10-20T01:48:15Z,4860000,-27.0,17.0,1,left,E. Omoruyi Layup (4 PTS) (S. Gilgeous-Alexander 5 AST),"[1630647, 1628983]",1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,,,4.0,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,,
491,PT02M45.00S,2022-10-20T01:48:22.5Z,3,REGULAR,3pt,Jump Shot,[],1629669,68.14430026281208,58.111213235294116,1610612750,81,79,2022-10-20T01:48:30Z,4880000,41.0,247.0,1,right,J. Nowell 25' 3PT  (11 PTS) (K. Anderson 1 AST),"[1629669, 203937]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,25.02,Made,,,,,,,11.0,,,,K. Anderson,203937.0,1.0,,,,,
493,PT02M22.00S,2022-10-20T01:48:45.4Z,3,REGULAR,2pt,Jump Shot,[],1628983,7.966491458607096,77.94117647058823,1610612760,81,81,2022-10-20T01:48:51Z,4900000,-140.0,22.0,1,left,S. Gilgeous-Alexander 14' step back Jump Shot (22 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.15,Made,,,,,,,22.0,,,,,,,,,,,
494,PT02M11.00S,2022-10-20T01:49:00.6Z,3,REGULAR,foul,offensive,['inpenalty'],1627752,,,1610612750,81,81,2022-10-20T01:49:13Z,4910000,,,0,,T. Prince charge offensive FOUL (3 PF),"[1627752, 1630647]",1610612750.0,MIN,charge,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Omoruyi,1630647.0
496,PT02M11.00S,2022-10-20T01:49:00.6Z,3,REGULAR,turnover,offensive foul,[],1627752,,,1610612750,81,81,2022-10-20T01:49:00Z,4930000,,,0,,T. Prince offensive foul TURNOVER (1 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,,,,,,203591.0,,,,
497,PT02M11.00S,2022-10-20T01:49:06.5Z,3,REGULAR,substitution,out,[],1626156,,,1610612760,81,81,2022-10-20T01:49:28Z,4940000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M11.00S,2022-10-20T01:49:06.5Z,3,REGULAR,substitution,out,[],1626157,,,1610612760,81,81,2022-10-20T01:49:28Z,4950000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M11.00S,2022-10-20T01:49:06.5Z,3,REGULAR,substitution,out,[],1630197,,,1610612760,81,81,2022-10-20T01:49:28Z,4960000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M11.00S,2022-10-20T01:49:06.5Z,3,REGULAR,substitution,in,[],203497,,,1610612760,81,81,2022-10-20T01:49:28Z,4970000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M11.00S,2022-10-20T01:49:06.5Z,3,REGULAR,substitution,in,[],1629162,,,1610612760,81,81,2022-10-20T01:49:28Z,4980000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M11.00S,2022-10-20T01:49:06.5Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,81,81,2022-10-20T01:49:28Z,4990000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M59.00S,2022-10-20T01:49:33.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629026,6.652431011826544,48.77450980392157,1610612760,81,83,2022-10-20T01:49:37Z,5000000,6.0,10.0,1,left,K. Williams cutting DUNK (5 PTS) (T. Mann 2 AST),"[1629026, 1630544]",1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,5.0,,,,T. Mann,1630544.0,2.0,,,,,
505,PT01M43.00S,2022-10-20T01:49:48.9Z,3,REGULAR,turnover,lost ball,[],203937,,,1610612750,81,83,2022-10-20T01:49:52Z,5020000,,,0,,K. Anderson lost ball TURNOVER (2 TO),"[203937, 1630544]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Mann,1630544.0,,,,,,,,
506,PT01M43.00S,2022-10-20T01:49:48.9Z,3,REGULAR,steal,,[],1630544,,,1610612760,81,83,2022-10-20T01:49:51Z,5030000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
507,PT01M39.00S,2022-10-20T01:49:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630647,7.30946123521682,51.71568627450981,1610612760,81,83,2022-10-20T01:50:00Z,5040000,-9.0,16.0,1,left,MISS E. Omoruyi running Layup,[1630647],1610612760.0,OKC,running,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,,
508,PT01M35.00S,2022-10-20T01:49:57.3Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,81,83,2022-10-20T01:50:00Z,5050000,,,0,,K. Anderson REBOUND (Off:2 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,507.0,4.0,2.0,2.0,,,,,,,,,,,,
509,PT01M31.00S,2022-10-20T01:50:00.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629669,68.01905387647832,49.754901960784316,1610612750,81,83,2022-10-20T01:52:09Z,5060000,-1.0,248.0,1,right,MISS J. Nowell 24' running 3PT,[1629669],1610612750.0,MIN,running,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
510,PT01M28.00S,2022-10-20T01:50:03.2Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,81,83,2022-10-20T01:50:07Z,5070000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,509.0,5.0,3.0,2.0,,,,,,,,,,,,
511,PT01M21.00S,2022-10-20T01:50:10.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.74178712220762,45.09803921568628,1610612760,81,85,2022-10-20T01:50:14Z,5080000,25.0,124.0,1,left,S. Gilgeous-Alexander 12' pullup Jump Shot (24 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.61,Made,,,,,,,24.0,,,,,,,,,,,
512,PT01M04.00S,2022-10-20T01:50:28.4Z,3,REGULAR,turnover,bad pass,[],1629162,,,1610612750,81,85,2022-10-20T01:50:37Z,5090000,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 1628983]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,
513,PT01M04.00S,2022-10-20T01:50:28.4Z,3,REGULAR,steal,,[],1628983,,,1610612760,81,85,2022-10-20T01:50:30Z,5100000,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
514,PT01M00.00S,2022-10-20T01:50:32.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630544,7.440867279894875,50.73529411764706,1610612760,81,87,2022-10-20T01:58:06Z,5110000,-4.0,17.0,1,left,T. Mann running Layup (8 PTS) (D. Bazley 3 AST),"[1630544, 1629647]",1610612760.0,OKC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,,8.0,,,,D. Bazley,1629647.0,3.0,,,,,
516,PT00M40.20S,2022-10-20T01:50:56.8Z,3,REGULAR,violation,kicked ball,[],1629647,,,1610612750,81,87,2022-10-20T01:51:03Z,5130000,,,0,,D. Bazley kicked ball VIOLATION,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,203591.0,,,,
517,PT00M40.20S,2022-10-20T01:50:59.9Z,3,REGULAR,substitution,out,[],1627752,,,1610612750,81,87,2022-10-20T01:51:22Z,5140000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M40.20S,2022-10-20T01:50:59.9Z,3,REGULAR,substitution,out,[],1629162,,,1610612750,81,87,2022-10-20T01:51:22Z,5150000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M40.20S,2022-10-20T01:50:59.9Z,3,REGULAR,substitution,out,[],1630647,,,1610612750,81,87,2022-10-20T01:51:22Z,5160000,,,0,,SUB out: E. Omoruyi,[1630647],1610612760.0,OKC,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT00M40.20S,2022-10-20T01:50:59.9Z,3,REGULAR,substitution,in,[],1630183,,,1610612750,81,87,2022-10-20T01:51:22Z,5170000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M40.20S,2022-10-20T01:50:59.9Z,3,REGULAR,substitution,in,[],1630162,,,1610612750,81,87,2022-10-20T01:51:22Z,5180000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M40.20S,2022-10-20T01:50:59.9Z,3,REGULAR,substitution,in,[],1631172,,,1610612750,81,87,2022-10-20T01:51:22Z,5190000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT00M39.70S,2022-10-20T01:51:27.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612750,81,87,2022-10-20T01:51:37Z,5200000,,,0,,S. Gilgeous-Alexander personal FOUL (1 PF) (McDaniels 2 FT),"[1628983, 1630183]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203591.0,1.0,0.0,McDaniels,1630183.0
525,PT00M39.70S,2022-10-20T01:51:50.9Z,3,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,82,87,2022-10-20T01:51:50Z,5220000,,,0,,J. McDaniels Free Throw 1 of 2 (13 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
526,PT00M39.70S,2022-10-20T01:52:09.5Z,3,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,83,87,2022-10-20T01:52:09Z,5230000,,,0,,J. McDaniels Free Throw 2 of 2 (14 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
527,PT00M33.80S,2022-10-20T01:52:16.2Z,3,REGULAR,3pt,Jump Shot,[],1629026,32.97059789750328,53.69944852941176,1610612760,83,87,2022-10-20T01:52:23Z,5240000,-18.0,257.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
528,PT00M31.40S,2022-10-20T01:52:18.6Z,3,REGULAR,rebound,defensive,[],1629669,,,1610612750,83,87,2022-10-20T01:52:23Z,5250000,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Center,,,,,527.0,2.0,2.0,0.0,,,,,,,,,,,,
529,PT00M13.50S,2022-10-20T01:52:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,87.99277266754271,35.78431372549019,1610612750,83,87,2022-10-20T01:52:47Z,5260000,-71.0,60.0,1,right,MISS J. Nowell 9' driving floating Shot,[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Left,9.33,Missed,,,,,,,,,,,,,,,,,,
530,PT00M12.40S,2022-10-20T01:52:37.7Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,83,87,2022-10-20T01:53:02Z,5270000,,,0,,J. McDaniels REBOUND (Off:4 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,529.0,4.0,0.0,4.0,,,,,,,,,,,,
531,PT00M11.10S,2022-10-20T01:52:41.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612750,83,87,2022-10-20T01:56:24Z,5280000,,,0,,K. Williams personal FOUL (2 PF) (McDaniels 2 FT),"[1629026, 1630183]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,2.0,0.0,McDaniels,1630183.0
533,PT00M11.10S,2022-10-20T01:53:01.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630183,,,1610612750,84,87,2022-10-20T01:56:24Z,5300000,,,0,,J. McDaniels Free Throw 1 of 2 (15 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
540,PT00M11.10S,2022-10-20T01:53:01.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630183,,,1610612750,85,87,2022-10-20T01:56:24Z,5305000,,,0,,J. McDaniels Free Throw 2 of 2 (16 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
534,PT00M11.10S,2022-10-20T01:53:02.3Z,3,REGULAR,substitution,out,[],1630162,,,1610612760,85,87,2022-10-20T01:55:52Z,5310000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT00M11.10S,2022-10-20T01:53:02.3Z,3,REGULAR,substitution,out,[],1629647,,,1610612760,85,87,2022-10-20T01:55:52Z,5320000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT00M11.10S,2022-10-20T01:53:02.3Z,3,REGULAR,substitution,out,[],1631172,,,1610612760,85,87,2022-10-20T01:55:52Z,5330000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT00M11.10S,2022-10-20T01:53:02.3Z,3,REGULAR,substitution,in,[],203085,,,1610612760,85,87,2022-10-20T01:55:52Z,5340000,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT00M11.10S,2022-10-20T01:53:02.3Z,3,REGULAR,substitution,in,[],203488,,,1610612760,85,87,2022-10-20T01:55:52Z,5350000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT00M11.10S,2022-10-20T01:53:02.3Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,85,87,2022-10-20T01:55:52Z,5360000,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT00M03.40S,2022-10-20T01:53:39.5Z,3,REGULAR,turnover,bad pass,[],1628983,,,1610612760,85,87,2022-10-20T02:02:02Z,5365000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 203497]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,,,,,2.0,Gobert,203497.0,,,,,,,,
542,PT00M03.40S,2022-10-20T01:53:39.5Z,3,REGULAR,steal,,[],203497,,,1610612750,85,87,2022-10-20T01:53:44Z,5367500,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
543,PT00M00.60S,2022-10-20T01:53:47.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203497,79.05716162943496,51.470588235294116,1610612750,87,87,2022-10-20T01:54:14Z,5368750,7.0,144.0,1,right,R. Gobert 14' driving floating Jump Shot (16 PTS),[203497],1610612750.0,MIN,driving floating,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Center,14.46,Made,,,,,,,16.0,,,,,,,,,,,
545,PT00M00.00S,2022-10-20T01:54:26.2Z,3,REGULAR,period,end,[],0,,,1610612760,87,87,2022-10-20T01:54:26Z,5420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,out,['startperiod'],203085,,,1610612760,87,87,2022-10-20T01:56:23Z,5430000,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,87,87,2022-10-20T01:56:23Z,5440000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,87,87,2022-10-20T01:56:23Z,5450000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,87,87,2022-10-20T01:56:23Z,5460000,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,in,['startperiod'],1630162,,,1610612760,87,87,2022-10-20T01:56:23Z,5470000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,87,87,2022-10-20T01:56:23Z,5480000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,in,['startperiod'],1631172,,,1610612760,87,87,2022-10-20T01:56:23Z,5490000,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2022-10-20T01:55:55.9Z,4,REGULAR,substitution,in,['startperiod'],1629647,,,1610612760,87,87,2022-10-20T01:56:23Z,5500000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT12M00.00S,2022-10-20T01:56:29.0Z,4,REGULAR,period,start,[],0,,,1610612750,87,87,2022-10-20T01:56:29Z,5510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT11M49.00S,2022-10-20T01:56:40.6Z,4,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612750,87,87,2022-10-20T01:56:51Z,5520000,,,0,,K. Williams shooting personal FOUL (3 PF) (Edwards 2 FT),"[1629026, 1630162]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Edwards,1630162.0
557,PT11M49.00S,2022-10-20T01:57:01.3Z,4,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,88,87,2022-10-20T01:57:01Z,5540000,,,0,,A. Edwards Free Throw 1 of 2 (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
558,PT11M49.00S,2022-10-20T01:57:01.3Z,4,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,88,87,2022-10-20T01:57:19Z,5550000,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
559,PT11M44.00S,2022-10-20T01:57:06.3Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,88,87,2022-10-20T01:57:19Z,5560000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,558.0,5.0,4.0,1.0,,,,,,,,,,,,
560,PT11M34.00S,2022-10-20T01:57:28.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,8.623521681997373,51.9607843137255,1610612760,88,87,2022-10-20T01:57:33Z,5570000,-10.0,29.0,1,left,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,,,
561,PT11M32.00S,2022-10-20T01:57:30.2Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,88,87,2022-10-20T01:57:33Z,5580000,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,560.0,5.0,4.0,1.0,,,,,,,,,,,,
562,PT11M19.00S,2022-10-20T01:57:43.7Z,4,REGULAR,3pt,Jump Shot,[],203937,92.19776609724047,95.58823529411765,1610612750,88,87,2022-10-20T01:57:52Z,5590000,228.0,21.0,1,right,MISS K. Anderson 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,22.88,Missed,,,,,,,,,,,,,,,,,,
563,PT11M14.00S,2022-10-20T01:57:48.7Z,4,REGULAR,rebound,defensive,[],1631172,,,1610612760,88,87,2022-10-20T01:57:52Z,5600000,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,,,,,562.0,1.0,1.0,0.0,,,,,,,,,,,,
