actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
591,PT03M07.00S,2023-03-08T02:41:13.7Z,4,REGULAR,3pt,Jump Shot,[],1631169,73.14388961892247,77.45098039215686,1610612750,85,110,2023-03-08T02:41:18Z,5700000,False,137.0,200.0,1,right,MISS J. Minott 24' 3PT,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,,,,,24.25,Missed,,,,,,,,,,,,,,
592,PT03M04.00S,2023-03-08T02:41:16.7Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,85,110,2023-03-08T02:41:18Z,5710000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,591.0,2.0,1.0,1.0,,,,
593,PT02M47.00S,2023-03-08T02:41:37.6Z,4,REGULAR,2pt,Jump Shot,[],1627788,7.966491458607096,77.94117647058823,1610612755,85,112,2023-03-08T02:47:36Z,5720000,False,-140.0,22.0,1,left,F. Korkmaz 14' step back Jump Shot (5 PTS) (S. Milton 5 AST),"[1627788, 1629003]",1610612755.0,PHI,step back,,,Korkmaz,F. Korkmaz,,,,,Mid-Range,8-16 Left,,,,,14.15,Made,5.0,S. Milton,1629003.0,5.0,,,,,,,,,,
594,PT02M47.00S,2023-03-08T02:41:41.8Z,4,REGULAR,foul,personal,['1freethrow'],1630568,,,1610612755,85,112,2023-03-08T02:42:03Z,5730000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Korkmaz 1 FT),"[1630568, 1627788]",1610612750.0,MIN,shooting,,,Garza,L. Garza,,,,,Mid-Range,8-16 Left,,,,2005.0,,,,,,,,,,,,,1.0,0.0,Korkmaz,1627788.0
597,PT02M47.00S,2023-03-08T02:42:04.0Z,4,REGULAR,freethrow,1 of 1,[],1627788,,,1610612755,85,113,2023-03-08T02:42:04Z,5750000,False,,,0,,F. Korkmaz Free Throw 1 of 1 (6 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
598,PT02M37.00S,2023-03-08T02:42:15.5Z,4,REGULAR,violation,kicked ball,[],1627863,,,1610612750,85,113,2023-03-08T02:42:21Z,5760000,False,,,0,,D. House Jr. kicked ball VIOLATION,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,2004.0,,,,,,,,,,,,,,,,
599,PT02M26.00S,2023-03-08T02:42:38.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,94.43166885676742,49.754901960784316,1610612750,87,113,2023-03-08T02:42:43Z,5770000,False,-1.0,0.0,1,right,J. McLaughlin driving Layup (2 PTS) (L. Garza 1 AST),"[1629162, 1630568]",1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,0.12,Made,2.0,L. Garza,1630568.0,1.0,,,,,,,,,,
601,PT02M08.00S,2023-03-08T02:42:57.5Z,4,REGULAR,turnover,out-of-bounds,[],1627788,,,1610612755,87,113,2023-03-08T02:43:03Z,5790000,False,,,0,,F. Korkmaz lost ball out-of-bounds TURNOVER (1 TO),[1627788],1610612755.0,PHI,lost ball,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Right Center,1.0,,,2005.0,,,,,,,,,,,,,,,,
602,PT02M00.00S,2023-03-08T02:43:15.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,78.9257555847569,10.049019607843137,1610612750,87,113,2023-03-08T02:43:20Z,5800000,False,-200.0,146.0,1,right,MISS T. Prince 24' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,24.72,Missed,,,,,,,,,,,,,,
603,PT01M57.00S,2023-03-08T02:43:18.8Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,87,113,2023-03-08T02:43:20Z,5810000,False,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,602.0,1.0,1.0,0.0,,,,
604,PT01M43.00S,2023-03-08T02:43:32.8Z,4,REGULAR,turnover,lost ball,[],1627788,,,1610612755,87,113,2023-03-08T02:43:36Z,5820000,False,,,0,,F. Korkmaz lost ball TURNOVER (2 TO),"[1627788, 1631111]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,Above the Break 3,24+ Left Center,2.0,Moore Jr.,1631111.0,,,,,,,,,,,,,,,,,
605,PT01M43.00S,2023-03-08T02:43:32.8Z,4,REGULAR,steal,,[],1631111,,,1610612750,87,113,2023-03-08T02:43:34Z,5830000,False,,,0,,W. Moore Jr. STEAL (1 STL),[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
606,PT01M41.00S,2023-03-08T02:43:36.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631111,94.95729303547962,50.0,1610612750,89,113,2023-03-08T02:49:10Z,5840000,False,0.0,-5.0,1,right,W. Moore Jr. running finger roll Layup (2 PTS),[1631111],1610612750.0,MIN,running finger roll,,,Moore Jr.,W. Moore Jr.,,,,,Restricted Area,0-8 Center,,,,,0.51,Made,2.0,,,,,,,,,,,,,
607,PT01M25.00S,2023-03-08T02:43:53.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,12.959921156373195,44.11764705882353,1610612755,89,113,2023-03-08T02:43:58Z,5850000,False,29.0,69.0,1,left,MISS P. Reed 7' Hook - blocked,"[1630194, 1630568]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.53,Missed,,,,,Garza,1630568.0,,,,,,,,
608,PT01M25.00S,2023-03-08T02:43:53.7Z,4,REGULAR,block,,[],1630568,,,1610612755,89,113,2023-03-08T02:43:55Z,5860000,False,,,0,,L. Garza BLOCK (1 BLK),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
609,PT01M23.00S,2023-03-08T02:43:55.7Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,89,113,2023-03-08T02:43:58Z,5870000,False,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,607.0,3.0,1.0,2.0,,,,
610,PT01M23.00S,2023-03-08T02:43:59.1Z,4,REGULAR,turnover,out-of-bounds,[],1630194,,,1610612755,89,113,2023-03-08T02:44:06Z,5880000,False,,,0,,P. Reed bad pass out-of-bounds TURNOVER (1 TO),[1630194],1610612755.0,PHI,bad pass,,,Reed,P. Reed,,,,,Mid-Range,16-24 Right Center,1.0,,,2004.0,,,,,,,,,,,,,,,,
611,PT01M12.00S,2023-03-08T02:44:17.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629162,87.33574244415243,5.637254901960785,1610612750,92,113,2023-03-08T02:44:24Z,5890000,False,-222.0,67.0,1,right,J. McLaughlin 3PT  (5 PTS) (W. Moore Jr. 1 AST),"[1629162, 1631111]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Left Corner 3,24+ Left,,,,,23.16,Made,5.0,W. Moore Jr.,1631111.0,1.0,,,,,,,,,,
614,PT00M53.30S,2023-03-08T02:44:43.6Z,4,REGULAR,2pt,Jump Shot,[],1629667,21.23850197109067,67.64705882352942,1610612755,92,115,2023-03-08T02:50:20Z,5910000,False,-88.0,147.0,1,left,J. McDaniels 17' pullup Jump Shot (3 PTS) (D. House Jr. 1 AST),"[1629667, 1627863]",1610612755.0,PHI,pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,17.15,Made,3.0,D. House Jr.,1627863.0,1.0,,,,,,,,,,
618,PT00M40.20S,2023-03-08T02:45:19.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630568,93.11760840998686,54.166666666666664,1610612750,94,115,2023-03-08T02:51:07Z,5950000,False,21.0,12.0,1,right,L. Garza driving bank Hook (4 PTS) (J. McLaughlin 3 AST),"[1630568, 1629162]",1610612750.0,MIN,driving bank,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,,,2.41,Made,4.0,J. McLaughlin,1629162.0,3.0,,,,,,,,,,
620,PT00M19.90S,2023-03-08T02:45:44.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,10.726018396846255,49.26470588235294,1610612755,94,115,2023-03-08T02:52:06Z,5970000,False,4.0,48.0,1,left,MISS P. Reed driving bank Hook,[1630194],1610612755.0,PHI,driving bank,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.84,Missed,,,,,,,,,,,,,,
621,PT00M18.20S,2023-03-08T02:45:46.0Z,4,REGULAR,rebound,offensive,[],1629667,,,1610612755,94,115,2023-03-08T02:45:50Z,5980000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:4),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,620.0,5.0,4.0,1.0,,,,
622,PT00M18.20S,2023-03-08T02:45:48.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629667,5.590000152587891,50.0,1610612755,94,117,2023-03-08T02:45:48Z,5990000,False,0.0,0.0,1,left,J. McDaniels tip Layup (5 PTS),[1629667],1610612755.0,PHI,tip,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,5.0,,,,,,,,,,,,,
625,PT00M01.70S,2023-03-08T02:46:17.1Z,4,REGULAR,3pt,Jump Shot,[],1631111,94.30026281208936,4.901960784313726,1610612750,94,117,2023-03-08T02:46:24Z,6020000,False,-225.0,1.0,1,right,MISS W. Moore Jr. 3PT,[1631111],1610612750.0,MIN,,,,Moore Jr.,W. Moore Jr.,,,,,Left Corner 3,24+ Left,,,,,22.55,Missed,,,,,,,,,,,,,,
626,PT00M01.70S,2023-03-08T02:46:17.1Z,4,REGULAR,rebound,defensive,[],1629003,,,1610612755,94,117,2023-03-08T02:46:24Z,6030000,False,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,625.0,3.0,3.0,0.0,,,,
627,PT00M00.00S,2023-03-08T02:46:26.2Z,4,REGULAR,period,end,[],0,,,1610612755,94,117,2023-03-08T02:46:26Z,6040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M00.00S,2023-03-08T02:46:32.4Z,4,REGULAR,game,end,[],0,,,0,94,117,2023-03-08T02:46:32Z,6050000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
