actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
418,PT05M29.00S,2022-11-26T02:38:35.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,5.338370565045992,48.77450980392157,1610612763,89,57,2022-11-26T02:38:39Z,4140000,False,6.0,-2.0,1,left,B. Clarke cutting DUNK (4 PTS) (J. Morant 7 AST),"[1629634, 1629630]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,4.0,J. Morant,1629630.0,7.0,,,,,,,,,
420,PT05M29.00S,2022-11-26T02:38:40.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,89,57,2022-11-26T02:38:40Z,4160000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M10.00S,2022-11-26T02:41:53.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,90.3580814717477,53.431372549019606,1610612740,89,57,2022-11-26T02:41:57Z,4170000,False,17.0,38.0,1,right,MISS J. Alvarado driving Layup - blocked,"[1630631, 1629634]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,Clarke,1629634.0,,
422,PT05M10.00S,2022-11-26T02:41:53.9Z,3,REGULAR,block,,[],1629634,,,1610612740,89,57,2022-11-26T02:41:56Z,4180000,False,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
423,PT05M07.00S,2022-11-26T02:41:56.9Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,89,57,2022-11-26T02:41:57Z,4190000,False,,,0,,B. Clarke REBOUND (Off:0 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,,,421.0,4.0,4.0,0.0,,,,,,,,,,,,,
424,PT05M06.00S,2022-11-26T02:41:58.3Z,3,REGULAR,turnover,bad pass,[],1631223,,,1610612763,89,57,2022-11-26T02:42:02Z,4200000,False,,,0,,D. Roddy bad pass TURNOVER (1 TO),"[1631223, 1630530]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,,,,,,,Murphy III,1630530.0
425,PT05M06.00S,2022-11-26T02:41:58.3Z,3,REGULAR,steal,,[],1630530,,,1610612740,89,57,2022-11-26T02:41:59Z,4210000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
426,PT05M01.00S,2022-11-26T02:42:01.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630631,92.46057818659659,48.529411764705884,1610612740,89,59,2022-11-26T02:42:06Z,4220000,False,-7.0,18.0,1,right,J. Alvarado running Layup (7 PTS) (T. Murphy III 1 AST),"[1630631, 1630530]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,7.0,T. Murphy III,1630530.0,1.0,,,,,,,,,
428,PT04M39.00S,2022-11-26T02:42:26.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612763,89,59,2022-11-26T02:42:35Z,4240000,False,,,0,,T. Murphy III shooting personal FOUL (4 PF) (Clarke 2 FT),"[1630530, 1629634]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,203177.0,Restricted Area,0-8 Center,,,,,,,,,,,,4.0,0.0,Clarke,1629634.0,,,,
430,PT04M39.00S,2022-11-26T02:42:55.1Z,3,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,90,59,2022-11-26T02:42:55Z,4260000,False,,,0,,B. Clarke Free Throw 1 of 2 (5 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
431,PT04M39.00S,2022-11-26T02:42:56.0Z,3,REGULAR,substitution,out,[],1630529,,,1610612763,90,59,2022-11-26T02:43:04Z,4270000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M39.00S,2022-11-26T02:42:56.0Z,3,REGULAR,substitution,out,[],1630631,,,1610612763,90,59,2022-11-26T02:43:04Z,4280000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M39.00S,2022-11-26T02:42:56.0Z,3,REGULAR,substitution,in,[],1630230,,,1610612763,90,59,2022-11-26T02:43:04Z,4290000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M39.00S,2022-11-26T02:42:56.0Z,3,REGULAR,substitution,in,[],1628984,,,1610612763,90,59,2022-11-26T02:43:04Z,4300000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M39.00S,2022-11-26T02:43:13.5Z,3,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,91,59,2022-11-26T02:43:13Z,4310000,False,,,0,,B. Clarke Free Throw 2 of 2 (6 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
436,PT04M22.00S,2022-11-26T02:43:37.5Z,3,REGULAR,foul,personal,[],1629634,,,1610612740,91,59,2022-11-26T02:43:40Z,4320000,False,,,0,,B. Clarke personal FOUL (2 PF),"[1629634, 1626204]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,101284.0,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,0.0,Nance Jr.,1626204.0,,,,
438,PT04M13.00S,2022-11-26T02:44:00.3Z,3,REGULAR,2pt,Jump Shot,[],1629627,77.21747700394218,55.14705882352941,1610612740,91,59,2022-11-26T02:44:03Z,4340000,False,26.0,162.0,1,right,MISS Z. Williamson 16' pullup Shot,[1629627],1610612740.0,NOP,pullup,,,Williamson,Z. Williamson,,,,,,Mid-Range,16-24 Center,16.37,Missed,,,,,,,,,,,,,,,,,
439,PT04M11.00S,2022-11-26T02:44:02.3Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,91,59,2022-11-26T02:44:03Z,4350000,False,,,0,,J. Konchar REBOUND (Off:2 Def:4),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Mid-Range,16-24 Center,,,438.0,6.0,4.0,2.0,,,,,,,,,,,,,
440,PT04M00.00S,2022-11-26T02:44:18.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612763,91,59,2022-11-26T02:44:30Z,4360000,False,,,0,,L. Nance Jr. personal FOUL (2 PF) (Morant 2 FT),"[1626204, 1629630]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,203177.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,0.0,Morant,1629630.0,,,,
442,PT04M00.00S,2022-11-26T02:44:39.6Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,92,59,2022-11-26T02:44:39Z,4380000,False,,,0,,J. Morant Free Throw 1 of 2 (21 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
443,PT04M00.00S,2022-11-26T02:44:47.6Z,3,REGULAR,substitution,out,[],1630530,,,1610612763,92,59,2022-11-26T02:44:51Z,4390000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M00.00S,2022-11-26T02:44:47.6Z,3,REGULAR,substitution,in,[],1630700,,,1610612763,92,59,2022-11-26T02:44:51Z,4400000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M00.00S,2022-11-26T02:45:03.5Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,93,59,2022-11-26T02:45:03Z,4410000,False,,,0,,J. Morant Free Throw 2 of 2 (22 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
446,PT03M47.00S,2022-11-26T02:45:17.6Z,3,REGULAR,3pt,Jump Shot,[],1628984,91.67214191852825,95.09803921568627,1610612740,93,62,2022-11-26T02:45:21Z,4420000,False,225.0,26.0,1,right,D. Graham 3PT  (3 PTS) (N. Marshall 1 AST),"[1628984, 1630230]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,Right Corner 3,24+ Right,22.7,Made,,,,,3.0,N. Marshall,1630230.0,1.0,,,,,,,,,
449,PT03M29.00S,2022-11-26T02:45:46.4Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629627,,,1610612763,93,62,2022-11-26T02:47:02Z,4450000,False,,,0,,Z. Williamson flagrant-type-1 personal FOUL (3 PF) (Brooks 3 FT),"[1629627, 1628415]",1610612740.0,NOP,flagrant-type-1,,,Williamson,Z. Williamson,,,,,101284.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,0.0,Brooks,1628415.0,,,,
452,PT03M29.00S,2022-11-26T02:47:26.0Z,3,REGULAR,freethrow,1 of 3,[],1628415,,,1610612763,94,62,2022-11-26T02:47:50Z,4480000,False,,,0,,D. Brooks flagrant Free Throw 1 of 3 (23 PTS),[1628415],1610612763.0,MEM,flagrant,,,Brooks,D. Brooks,,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
453,PT03M29.00S,2022-11-26T02:47:26.0Z,3,REGULAR,freethrow,2 of 3,[],1628415,,,1610612763,95,62,2022-11-26T02:47:50Z,4490000,False,,,0,,D. Brooks flagrant Free Throw 2 of 3 (24 PTS),[1628415],1610612763.0,MEM,flagrant,,,Brooks,D. Brooks,,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,
454,PT03M29.00S,2022-11-26T02:47:26.0Z,3,REGULAR,freethrow,3 of 3,[],1628415,,,1610612763,96,62,2022-11-26T02:47:50Z,4500000,False,,,0,,D. Brooks flagrant Free Throw 3 of 3 (25 PTS),[1628415],1610612763.0,MEM,flagrant,,,Brooks,D. Brooks,,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,
455,PT03M17.00S,2022-11-26T02:48:10.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.783837056504599,51.470588235294116,1610612763,98,62,2022-11-26T02:48:13Z,4510000,False,-7.0,11.0,1,left,B. Clarke alley-oop DUNK (8 PTS) (J. Morant 8 AST),"[1629634, 1629630]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,8.0,J. Morant,1629630.0,8.0,,,,,,,,,
457,PT02M55.00S,2022-11-26T02:48:34.3Z,3,REGULAR,foul,personal,[],1628415,,,1610612740,98,62,2022-11-26T02:48:41Z,4530000,False,,,0,,D. Brooks personal FOUL (3 PF),"[1628415, 1629627]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,101284.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,0.0,Williamson,1629627.0,,,,
459,PT02M55.00S,2022-11-26T02:48:47.8Z,3,REGULAR,substitution,out,[],1628415,,,1610612740,98,62,2022-11-26T02:48:56Z,4550000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M55.00S,2022-11-26T02:48:47.8Z,3,REGULAR,substitution,out,[],1629723,,,1610612740,98,62,2022-11-26T02:48:56Z,4560000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M55.00S,2022-11-26T02:48:47.8Z,3,REGULAR,substitution,in,[],1631222,,,1610612740,98,62,2022-11-26T02:48:56Z,4570000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M55.00S,2022-11-26T02:48:47.8Z,3,REGULAR,substitution,in,[],1626145,,,1610612740,98,62,2022-11-26T02:48:56Z,4580000,False,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M49.00S,2022-11-26T02:49:08.5Z,3,REGULAR,3pt,Jump Shot,[],1630230,72.22404730617609,19.852941176470587,1610612740,98,65,2022-11-26T02:49:12Z,4590000,False,-151.0,209.0,1,right,N. Marshall 25' 3PT  (3 PTS) (D. Graham 2 AST),"[1630230, 1628984]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Left Center,25.73,Made,,,,,3.0,D. Graham,1628984.0,2.0,,,,,,,,,
465,PT02M20.00S,2022-11-26T02:49:39.9Z,3,REGULAR,turnover,traveling,[],1629630,,,1610612763,98,65,2022-11-26T02:49:44Z,4610000,False,,,0,,J. Morant traveling TURNOVER (2 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,1198.0,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,,,,,,,,
466,PT02M09.00S,2022-11-26T02:50:03.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,73.80091984231275,15.686274509803921,1610612740,98,68,2022-11-26T02:50:08Z,4620000,False,-172.0,194.0,1,right,N. Marshall 25' 3PT  (6 PTS) (Z. Williamson 4 AST),"[1630230, 1629627]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Left Center,25.89,Made,,,,,6.0,Z. Williamson,1629627.0,4.0,,,,,,,,,
468,PT01M53.00S,2022-11-26T02:50:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,4.944152431011826,49.26470588235294,1610612763,100,68,2022-11-26T02:50:22Z,4640000,False,4.0,-6.0,1,left,B. Clarke Layup (10 PTS) (J. Morant 9 AST),"[1629634, 1629630]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,10.0,J. Morant,1629630.0,9.0,,,,,,,,,
470,PT01M46.00S,2022-11-26T02:50:31.8Z,3,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612740,100,68,2022-11-26T02:50:40Z,4660000,False,,,0,,D. Roddy shooting personal FOUL (2 PF) (Graham 2 FT),"[1631223, 1628984]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,0.0,Graham,1628984.0,,,,
472,PT01M46.00S,2022-11-26T02:51:03.2Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,100,69,2022-11-26T02:51:03Z,4680000,False,,,0,,D. Graham Free Throw 1 of 2 (4 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
473,PT01M46.00S,2022-11-26T02:51:24.2Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,100,69,2022-11-26T02:51:24Z,4690000,False,,,0,,MISS D. Graham Free Throw 2 of 2,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
474,PT01M44.00S,2022-11-26T02:51:25.1Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612763,100,69,2022-11-26T02:51:25Z,4700000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,473.0,3.0,2.0,1.0,,,,,,,,,,,,,
475,PT01M29.00S,2022-11-26T02:51:40.3Z,3,REGULAR,3pt,Jump Shot,[],1631223,4.418528252299605,96.07843137254902,1610612763,103,69,2022-11-26T02:51:44Z,4710000,False,-230.0,-11.0,1,left,D. Roddy 3PT  (6 PTS) (J. Morant 10 AST),"[1631223, 1629630]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Left Corner 3,24+ Left,23.07,Made,,,,,6.0,J. Morant,1629630.0,10.0,,,,,,,,,
477,PT01M14.00S,2022-11-26T02:51:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.27792378449409,53.18627450980392,1610612740,103,69,2022-11-26T02:52:02Z,4730000,False,16.0,29.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,
478,PT01M12.00S,2022-11-26T02:51:57.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,103,69,2022-11-26T02:52:02Z,4740000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Restricted Area,0-8 Center,,,477.0,,,,,,,,,,,,,,,,
480,PT01M06.00S,2022-11-26T02:52:21.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626204,91.67214191852825,50.0,1610612740,103,71,2022-11-26T02:52:24Z,4760000,False,0.0,26.0,1,right,L. Nance Jr. cutting DUNK (4 PTS) (D. Daniels 1 AST),"[1626204, 1630700]",1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,4.0,D. Daniels,1630700.0,1.0,,,,,,,,,
482,PT00M50.50S,2022-11-26T02:52:37.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.719448094612352,50.0,1610612763,103,71,2022-11-26T02:52:41Z,4780000,False,0.0,95.0,1,left,MISS T. Jones 9' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,
483,PT00M48.50S,2022-11-26T02:52:39.7Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612740,103,71,2022-11-26T02:52:41Z,4790000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,In The Paint (Non-RA),8-16 Center,,,482.0,2.0,2.0,0.0,,,,,,,,,,,,,
484,PT00M47.30S,2022-11-26T02:52:42.4Z,3,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,103,71,2022-11-26T02:52:46Z,4800000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,203177.0,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,,
485,PT00M29.90S,2022-11-26T02:53:13.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612763,103,71,2022-11-26T02:53:20Z,4810000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Morant 2 FT),"[1630230, 1629630]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,
487,PT00M29.90S,2022-11-26T02:53:57.4Z,3,REGULAR,foul,technical,['1freethrow'],1629630,,,1610612763,103,71,2022-11-26T02:54:09Z,4830000,False,,,0,,J. Morant technical FOUL (1 Tech),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,101284.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
488,PT00M29.90S,2022-11-26T02:54:18.1Z,3,REGULAR,freethrow,1 of 1,[],1628984,,,1610612763,103,72,2022-11-26T02:54:18Z,4840000,False,,,0,,D. Graham technical Free Throw 1 of 1 (5 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
489,PT00M29.90S,2022-11-26T02:54:47.7Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630230,,,1610612763,103,72,2022-11-26T02:54:58Z,4850000,False,,,0,,N. Marshall technical FOUL (1 Tech),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,101284.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
490,PT00M29.90S,2022-11-26T02:55:06.8Z,3,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,103,72,2022-11-26T02:55:06Z,4860000,False,,,0,,MISS J. Morant technical Free Throw 1 of 1,[1629630],1610612763.0,MEM,technical,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
491,PT00M29.90S,2022-11-26T02:55:06.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,103,72,2022-11-26T02:55:06Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,
492,PT00M29.90S,2022-11-26T02:55:31.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629630,,,1610612763,103,72,2022-11-26T02:55:31Z,4880000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
493,PT00M29.90S,2022-11-26T02:55:31.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,103,72,2022-11-26T02:55:31Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,492.0,,,,,,,,,,,,,,,,
494,PT00M29.90S,2022-11-26T02:55:46.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629630,,,1610612763,104,72,2022-11-26T02:55:46Z,4900000,False,,,0,,J. Morant Free Throw 2 of 2 (23 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
495,PT00M22.00S,2022-11-26T02:55:56.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.24901445466492,46.81372549019608,1610612740,104,74,2022-11-26T02:56:11Z,4910000,False,-16.0,11.0,1,right,Z. Williamson cutting finger roll Layup (14 PTS) (D. Daniels 2 AST),"[1629627, 1630700]",1610612740.0,NOP,cutting finger roll,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,14.0,D. Daniels,1630700.0,2.0,,,,,,,,,
498,PT00M04.50S,2022-11-26T02:56:31.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631223,6.521024967148489,51.71568627450981,1610612763,106,74,2022-11-26T02:56:35Z,4940000,False,-9.0,9.0,1,left,D. Roddy alley-oop DUNK (8 PTS) (J. Morant 11 AST),"[1631223, 1629630]",1610612763.0,MEM,alley-oop,,,Roddy,D. Roddy,,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,8.0,J. Morant,1629630.0,11.0,,,,,,,,,
500,PT00M00.70S,2022-11-26T02:56:39.1Z,3,REGULAR,3pt,Jump Shot,[],1630230,61.84296977660972,87.5,1610612740,106,77,2022-11-26T02:59:57Z,4960000,False,188.0,306.0,1,right,N. Marshall 35' 3PT bank (9 PTS) (D. Graham 3 AST),"[1630230, 1628984]",1610612740.0,NOP,bank,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Right Center,35.9,Made,,,,,9.0,D. Graham,1628984.0,3.0,,,,,,,,,
503,PT00M00.00S,2022-11-26T02:57:07.9Z,3,REGULAR,period,end,[],0,,,1610612763,106,77,2022-11-26T02:57:07Z,4990000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,106,77,2022-11-26T02:59:05Z,5000000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,out,['startperiod'],1631223,,,1610612763,106,77,2022-11-26T02:59:05Z,5010000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,out,['startperiod'],1629627,,,1610612763,106,77,2022-11-26T02:59:05Z,5020000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,out,['startperiod'],1628984,,,1610612763,106,77,2022-11-26T02:59:05Z,5030000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,out,['startperiod'],1626204,,,1610612763,106,77,2022-11-26T02:59:05Z,5040000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,106,77,2022-11-26T02:59:05Z,5050000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,in,['startperiod'],1628415,,,1610612763,106,77,2022-11-26T02:59:05Z,5060000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,in,['startperiod'],202066,,,1610612763,106,77,2022-11-26T02:59:05Z,5070000,False,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,in,['startperiod'],1629637,,,1610612763,106,77,2022-11-26T02:59:05Z,5080000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
