actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
528,PT02M01.00S,2022-10-25T01:51:46.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,100,89,2022-10-25T01:51:50Z,5250000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,527.0,4.0,3.0,1.0,,,,,,,,,,,,,,
529,PT01M56.00S,2022-10-25T01:51:54.3Z,3,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612751,100,89,2022-10-25T01:52:01Z,5260000,,,0,,B. Clarke shooting personal FOUL (3 PF) (Durant 2 FT),"[1629634, 201142]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,,,2882.0,3.0,0.0,Durant,201142.0,,,,,,,,,
531,PT01M56.00S,2022-10-25T01:52:20.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612751,100,90,2022-10-25T01:52:20Z,5280000,,,0,,K. Durant Free Throw 1 of 2 (32 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,,32.0,,,,,,
532,PT01M56.00S,2022-10-25T01:52:35.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612751,100,91,2022-10-25T01:52:35Z,5290000,,,0,,K. Durant Free Throw 2 of 2 (33 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,,33.0,,,,,,
533,PT01M56.00S,2022-10-25T01:52:41.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631222,,,1610612751,100,91,2022-10-25T01:53:02Z,5300000,,,0,,J. LaRavia loose ball personal FOUL (1 PF) (Simmons 1 FT),"[1631222, 1627732]",1610612763.0,MEM,loose ball,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,1.0,0.0,Simmons,1627732.0,,,,,,,,,
535,PT01M56.00S,2022-10-25T01:53:06.2Z,3,REGULAR,freethrow,1 of 1,[],1627732,,,1610612751,100,92,2022-10-25T01:53:06Z,5320000,,,0,,B. Simmons Free Throw 1 of 1 (7 PTS),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
536,PT01M48.00S,2022-10-25T01:53:18.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627732,,,1610612763,100,92,2022-10-25T01:53:43Z,5330000,,,0,,B. Simmons personal FOUL (4 PF) (Clarke 2 FT),"[1627732, 1629634]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,4.0,1.0,Clarke,1629634.0,,,,,,,,,
538,PT01M48.00S,2022-10-25T01:53:44.1Z,3,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,101,92,2022-10-25T01:53:44Z,5350000,,,0,,B. Clarke Free Throw 1 of 2 (8 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
539,PT01M48.00S,2022-10-25T01:53:59.1Z,3,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,102,92,2022-10-25T01:53:59Z,5360000,,,0,,B. Clarke Free Throw 2 of 2 (9 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
540,PT01M34.00S,2022-10-25T01:54:15.6Z,3,REGULAR,3pt,Jump Shot,[],203925,24.52365308804205,14.950980392156863,1610612751,102,92,2022-10-25T01:54:20Z,5370000,175.0,178.0,1,left,MISS J. Harris 24' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
541,PT01M29.00S,2022-10-25T01:54:20.6Z,3,REGULAR,rebound,defensive,[],1626145,,,1610612763,102,92,2022-10-25T01:54:20Z,5380000,,,0,,T. Jones REBOUND (Off:1 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,540.0,2.0,1.0,1.0,,,,,,,,,,,,,,
542,PT01M27.00S,2022-10-25T01:54:21.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631222,91.80354796320631,50.73529411764706,1610612763,102,92,2022-10-25T01:54:27Z,5390000,4.0,25.0,1,right,MISS J. LaRavia running DUNK,[1631222],1610612763.0,MEM,running,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,,
543,PT01M24.00S,2022-10-25T01:54:24.9Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,102,92,2022-10-25T01:54:27Z,5400000,,,0,,J. Harris REBOUND (Off:2 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,542.0,5.0,3.0,2.0,,,,,,,,,,,,,,
544,PT01M17.00S,2022-10-25T01:54:31.4Z,3,REGULAR,3pt,Jump Shot,[],201988,7.30946123521682,95.83333333333334,1610612751,102,95,2022-10-25T01:54:36Z,5410000,-229.0,16.0,1,left,P. Mills 3PT  (6 PTS) (B. Simmons 7 AST),"[201988, 1627732]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,22.98,Made,,,,,,,,,,,,6.0,B. Simmons,1627732.0,7.0,,,
546,PT00M58.90S,2022-10-25T01:54:53.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203925,,,1610612763,102,95,2022-10-25T01:55:25Z,5430000,,,0,,J. Harris shooting personal FOUL (4 PF) (Clarke 2 FT),"[203925, 1629634]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,4.0,0.0,Clarke,1629634.0,,,,,,,,,
548,PT00M58.90S,2022-10-25T01:55:26.2Z,3,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,103,95,2022-10-25T01:55:26Z,5450000,,,0,,B. Clarke Free Throw 1 of 2 (10 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
549,PT00M58.90S,2022-10-25T01:55:42.3Z,3,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,104,95,2022-10-25T01:55:42Z,5460000,,,0,,B. Clarke Free Throw 2 of 2 (11 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
550,PT00M45.10S,2022-10-25T01:55:58.0Z,3,REGULAR,2pt,Jump Shot,[],201142,15.719448094612352,67.64705882352942,1610612751,104,97,2022-10-25T01:56:04Z,5470000,-88.0,95.0,1,left,K. Durant 12' fadeaway Jump Shot (35 PTS) (B. Simmons 8 AST),"[201142, 1627732]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,12.99,Made,,,,,,,,,,,,35.0,B. Simmons,1627732.0,8.0,,,
551,PT00M32.80S,2022-10-25T01:56:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.46057818659659,53.92156862745098,1610612763,106,97,2022-10-25T01:56:19Z,5480000,20.0,18.0,1,right,D. Bane driving finger roll Layup (22 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,,,,,22.0,,,,,,
552,PT00M20.10S,2022-10-25T01:56:28.5Z,3,REGULAR,2pt,Jump Shot,[],201142,20.71287779237845,65.44117647058823,1610612751,106,97,2022-10-25T01:56:35Z,5490000,-77.0,142.0,1,left,MISS K. Durant 16' driving floating Shot,[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,16.18,Missed,,,,,,,,,,,,,,,,,,
553,PT00M15.80S,2022-10-25T01:56:32.8Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,106,97,2022-10-25T01:56:32Z,5500000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Left Center,,,552.0,1.0,1.0,0.0,,,,,,,,,,,,,,
554,PT00M04.20S,2022-10-25T01:56:44.4Z,3,REGULAR,3pt,Jump Shot,[],1630217,59.08344283837057,21.07843137254902,1610612763,109,97,2022-10-25T01:56:49Z,5510000,-145.0,332.0,1,right,D. Bane 36' 3PT pullup (25 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,36.22,Made,,,,,,,,,,,,25.0,,,,,,
555,PT00M00.00S,2022-10-25T01:56:56.1Z,3,REGULAR,3pt,Jump Shot,[],1627732,38.05847568988173,46.568627450980394,1610612751,109,97,2022-10-25T01:57:00Z,5520000,17.0,305.0,1,left,MISS B. Simmons 30' pullup 3PT,[1627732],1610612751.0,BKN,pullup,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,30.57,Missed,,,,,,,,,,,,,,,,,,
556,PT00M00.00S,2022-10-25T01:56:58.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,109,97,2022-10-25T01:56:58Z,5530000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,555.0,,,,,,,,,,,,,,,,,
557,PT00M00.00S,2022-10-25T01:56:58.9Z,3,REGULAR,period,end,[],0,,,1610612751,109,97,2022-10-25T01:56:58Z,5540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT12M00.00S,2022-10-25T01:59:01.5Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,109,97,2022-10-25T01:59:24Z,5550000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT12M00.00S,2022-10-25T01:59:01.5Z,4,REGULAR,substitution,out,['startperiod'],1627732,,,1610612751,109,97,2022-10-25T01:59:24Z,5560000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT12M00.00S,2022-10-25T01:59:01.5Z,4,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,109,97,2022-10-25T01:59:24Z,5570000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT12M00.00S,2022-10-25T01:59:01.5Z,4,REGULAR,substitution,in,['startperiod'],1626220,,,1610612751,109,97,2022-10-25T01:59:24Z,5580000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT12M00.00S,2022-10-25T01:59:42.3Z,4,REGULAR,period,start,[],0,,,1610612751,109,97,2022-10-25T01:59:42Z,5590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT11M49.00S,2022-10-25T01:59:52.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.995400788436268,47.794117647058826,1610612751,109,99,2022-10-25T01:59:56Z,5600000,11.0,4.0,1,left,N. Claxton cutting DUNK (14 PTS) (J. Harris 2 AST),"[1629651, 203925]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,,,,,,14.0,J. Harris,203925.0,2.0,,,
566,PT11M28.00S,2022-10-25T02:00:13.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,93.11760840998686,51.225490196078425,1610612763,111,99,2022-10-25T02:00:19Z,5620000,6.0,12.0,1,right,B. Clarke cutting finger roll Layup (13 PTS) (D. Bane 7 AST),"[1629634, 1630217]",1610612763.0,MEM,cutting finger roll,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,,,13.0,D. Bane,1630217.0,7.0,,,
568,PT11M10.00S,2022-10-25T02:00:30.5Z,4,REGULAR,2pt,Jump Shot,[],202681,12.434296977660972,71.81372549019608,1610612751,111,101,2022-10-25T02:00:36Z,5640000,-109.0,64.0,1,left,K. Irving 12' fadeaway Jump Shot (18 PTS),[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,12.67,Made,,,,,,,,,,,,18.0,,,,,,
569,PT10M50.00S,2022-10-25T02:00:50.6Z,4,REGULAR,3pt,Jump Shot,[],1629723,75.77201051248358,11.029411764705882,1610612763,114,101,2022-10-25T02:00:55Z,5650000,-195.0,175.0,1,right,J. Konchar 26' 3PT pullup (7 PTS) (B. Clarke 2 AST),"[1629723, 1629634]",1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,26.21,Made,,,,,,,,,,,,7.0,B. Clarke,1629634.0,2.0,,,
570,PT10M35.00S,2022-10-25T02:01:09.7Z,4,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612751,114,101,2022-10-25T02:01:16Z,5660000,,,0,,D. Bane shooting personal FOUL (4 PF) (Irving 2 FT),"[1630217, 202681]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,4.0,0.0,Irving,202681.0,,,,,,,,,
572,PT10M35.00S,2022-10-25T02:01:36.8Z,4,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,114,102,2022-10-25T02:01:36Z,5680000,,,0,,K. Irving Free Throw 1 of 2 (19 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,,19.0,,,,,,
573,PT10M35.00S,2022-10-25T02:01:56.6Z,4,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,114,103,2022-10-25T02:01:56Z,5690000,,,0,,K. Irving Free Throw 2 of 2 (20 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,,20.0,,,,,,
574,PT10M17.00S,2022-10-25T02:02:16.3Z,4,REGULAR,3pt,Jump Shot,[],1630217,68.67608409986859,30.88235294117647,1610612763,114,103,2022-10-25T02:02:20Z,5700000,-96.0,242.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
575,PT10M14.00S,2022-10-25T02:02:19.3Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,114,103,2022-10-25T02:02:20Z,5710000,,,0,,N. Claxton REBOUND (Off:2 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,574.0,6.0,4.0,2.0,,,,,,,,,,,,,,
576,PT10M03.00S,2022-10-25T02:02:30.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,8.886333771353483,43.627450980392155,1610612751,114,103,2022-10-25T02:02:36Z,5720000,32.0,31.0,1,left,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
577,PT10M00.00S,2022-10-25T02:02:33.6Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,114,103,2022-10-25T02:02:36Z,5730000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,576.0,2.0,2.0,0.0,,,,,,,,,,,,,,
578,PT09M57.00S,2022-10-25T02:02:37.6Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630217,89.30683311432325,40.68627450980392,1610612763,114,103,2022-10-25T02:02:57Z,5740000,-47.0,48.0,1,right,MISS D. Bane 6' driving floating Shot - blocked,"[1630217, 203925]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,Harris,203925.0,,,,,,,
579,PT09M57.00S,2022-10-25T02:02:37.6Z,4,REGULAR,block,,[],203925,,,1610612763,114,103,2022-10-25T02:02:40Z,5750000,,,0,,J. Harris BLOCK (1 BLK),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
580,PT09M57.00S,2022-10-25T02:02:37.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,114,103,2022-10-25T02:02:57Z,5760000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,578.0,,,,,,,,,,,,,,,,,
582,PT09M57.00S,2022-10-25T02:02:55.3Z,4,REGULAR,substitution,out,[],1629651,,,1610612763,114,103,2022-10-25T02:03:00Z,5780000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT09M57.00S,2022-10-25T02:02:55.3Z,4,REGULAR,substitution,in,[],1627732,,,1610612763,114,103,2022-10-25T02:03:00Z,5790000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M56.00S,2022-10-25T02:03:15.3Z,4,REGULAR,foul,personal,[],1626220,,,1610612763,114,103,2022-10-25T02:03:22Z,5800000,,,0,,R. O'Neale personal FOUL (3 PF),"[1626220, 1629634]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left Center,,,,,,,202037.0,3.0,0.0,Clarke,1629634.0,,,,,,,,,
586,PT09M51.00S,2022-10-25T02:03:40.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,81.68528252299606,40.19607843137255,1610612763,114,103,2022-10-25T02:03:45Z,5820000,-49.0,120.0,1,right,MISS T. Jones 12' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.93,Missed,,,,,,,,,,,,,,,,,,
587,PT09M48.00S,2022-10-25T02:03:42.8Z,4,REGULAR,rebound,offensive,[],1626145,,,1610612763,114,103,2022-10-25T02:03:42Z,5830000,,,0,,T. Jones REBOUND (Off:2 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,586.0,3.0,1.0,2.0,,,,,,,,,,,,,,
588,PT09M44.00S,2022-10-25T02:03:50.8Z,4,REGULAR,foul,personal,[],1627732,,,1610612763,114,103,2022-10-25T02:03:58Z,5840000,,,0,,B. Simmons personal FOUL (5 PF),"[1627732, 1630217]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,5.0,1.0,Bane,1630217.0,,,,,,,,,
590,PT09M44.00S,2022-10-25T02:04:10.0Z,4,REGULAR,substitution,out,[],1627732,,,1610612763,114,103,2022-10-25T02:04:16Z,5860000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT09M44.00S,2022-10-25T02:04:10.0Z,4,REGULAR,substitution,in,[],1629651,,,1610612763,114,103,2022-10-25T02:04:16Z,5870000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT09M41.00S,2022-10-25T02:04:36.2Z,4,REGULAR,foul,offensive,[],1629634,,,1610612763,114,103,2022-10-25T02:05:51Z,5880000,,,0,,B. Clarke offensive FOUL (4 PF),"[1629634, 1626220]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Left Center,,,,,,,1627962.0,4.0,0.0,O'Neale,1626220.0,,,,,,,,,
594,PT09M41.00S,2022-10-25T02:04:36.2Z,4,REGULAR,turnover,offensive foul,[],1629634,,,1610612763,114,103,2022-10-25T02:05:51Z,5900000,,,0,,B. Clarke offensive foul TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,16-24 Left Center,,,,,,,1627962.0,,,,,,,,,,,1.0,,
595,PT09M24.00S,2022-10-25T02:05:00.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,6.652431011826544,40.68627450980392,1610612751,114,105,2022-10-25T02:05:06Z,5910000,47.0,10.0,1,left,K. Irving driving finger roll Layup (22 PTS),[202681],1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,4.77,Made,,,,,,,,,,,,22.0,,,,,,
596,PT09M10.00S,2022-10-25T02:05:14.8Z,4,REGULAR,3pt,Jump Shot,[],1630217,67.49342969776609,59.31372549019608,1610612763,117,105,2022-10-25T02:05:20Z,5920000,47.0,253.0,1,right,D. Bane 25' 3PT pullup (28 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.74,Made,,,,,,,,,,,,28.0,,,,,,
597,PT09M07.00S,2022-10-25T02:05:23.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,117,105,2022-10-25T02:05:23Z,5930000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT09M07.00S,2022-10-25T02:08:02.8Z,4,REGULAR,substitution,out,[],203925,,,1610612751,117,105,2022-10-25T02:08:18Z,5940000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT09M07.00S,2022-10-25T02:08:02.8Z,4,REGULAR,substitution,in,[],201142,,,1610612751,117,105,2022-10-25T02:08:18Z,5950000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M54.00S,2022-10-25T02:08:43.5Z,4,REGULAR,3pt,Jump Shot,[],1626220,10.33180026281209,96.32352941176471,1610612751,117,105,2022-10-25T02:08:48Z,5960000,-232.0,45.0,1,left,MISS R. O'Neale 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
601,PT08M51.00S,2022-10-25T02:08:46.7Z,4,REGULAR,rebound,offensive,[],202681,,,1610612751,117,105,2022-10-25T02:08:46Z,5970000,,,0,,K. Irving REBOUND (Off:1 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,600.0,5.0,4.0,1.0,,,,,,,,,,,,,,
602,PT08M48.00S,2022-10-25T02:08:48.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,14.799605781865965,95.09803921568627,1610612751,117,105,2022-10-25T02:08:53Z,5980000,-225.0,87.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
603,PT08M44.00S,2022-10-25T02:08:52.9Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,117,105,2022-10-25T02:08:53Z,5990000,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,602.0,4.0,3.0,1.0,,,,,,,,,,,,,,
604,PT08M27.00S,2022-10-25T02:09:13.0Z,4,REGULAR,turnover,palming,[],1630217,,,1610612763,117,105,2022-10-25T02:09:19Z,6000000,,,0,,D. Bane palming TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,2882.0,,,,,,,,,,,1.0,,
624,PT08M19.00S,2022-10-25T02:09:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,7.703679369250986,53.431372549019606,1610612751,117,105,2022-10-25T02:14:23Z,6005000,-17.0,20.0,1,left,MISS K. Irving driving Layup - blocked,"[202681, 1630217]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,Bane,1630217.0,,,,,,,
625,PT08M19.00S,2022-10-25T02:09:31.4Z,4,REGULAR,block,,[],1630217,,,1610612751,117,105,2022-10-25T02:14:23Z,6007500,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
626,PT08M18.00S,2022-10-25T02:09:32.4Z,4,REGULAR,rebound,offensive,[],202681,,,1610612751,117,105,2022-10-25T02:14:23Z,6008750,,,0,,K. Irving REBOUND (Off:2 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,624.0,6.0,4.0,2.0,,,,,,,,,,,,,,
605,PT08M16.00S,2022-10-25T02:09:49.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201988,10.90670170827858,95.12101715686273,1610612751,117,105,2022-10-25T02:14:23Z,6010000,-226.0,50.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
606,PT08M16.00S,2022-10-25T02:09:49.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,117,105,2022-10-25T02:13:47Z,6020000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,605.0,,,,,,,,,,,,,,,,,
608,PT08M16.00S,2022-10-25T02:10:00.5Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,117,105,2022-10-25T02:10:18Z,6040000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT08M16.00S,2022-10-25T02:10:00.5Z,4,REGULAR,substitution,out,[],1629723,,,1610612763,117,105,2022-10-25T02:10:18Z,6050000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT08M16.00S,2022-10-25T02:10:00.5Z,4,REGULAR,substitution,out,[],201988,,,1610612763,117,105,2022-10-25T02:10:18Z,6060000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
