actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
625,PT03M18.00S,2022-10-23T00:15:22.9Z,4,REGULAR,substitution,out,[],1630563,,,1610612755,93,104,2022-10-23T00:15:28Z,6190000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M18.00S,2022-10-23T00:15:22.9Z,4,REGULAR,substitution,in,[],203926,,,1610612755,93,104,2022-10-23T00:15:28Z,6200000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M18.00S,2022-10-23T00:15:38.9Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,94,104,2022-10-23T00:15:38Z,6210000,,,0,,T. Maxey Free Throw 2 of 2 (18 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,,18.0,,,,,
628,PT03M00.00S,2022-10-23T00:16:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203926,6.652431011826544,50.98039215686274,1610612759,94,104,2022-10-23T00:16:09Z,6220000,-5.0,10.0,1,left,MISS D. McDermott driving finger roll Layup - blocked,"[203926, 203954]",1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,Embiid,203954.0,,,,,,
629,PT03M00.00S,2022-10-23T00:16:01.3Z,4,REGULAR,block,,[],203954,,,1610612759,94,104,2022-10-23T00:16:03Z,6230000,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT03M00.00S,2022-10-23T00:16:01.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,94,104,2022-10-23T00:16:09Z,6240000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,628.0,,,,,,,,,,,,,,,,,
632,PT02M51.00S,2022-10-23T00:16:19.8Z,4,REGULAR,violation,kicked ball,[],1627751,,,1610612755,94,104,2022-10-23T00:16:28Z,6260000,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,1628172.0,,,,,,,,,,,,
633,PT02M51.00S,2022-10-23T00:16:24.8Z,4,REGULAR,substitution,out,[],203926,,,1610612755,94,104,2022-10-23T00:16:27Z,6270000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT02M51.00S,2022-10-23T00:16:24.8Z,4,REGULAR,substitution,in,[],1630563,,,1610612755,94,104,2022-10-23T00:16:27Z,6280000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M48.00S,2022-10-23T00:16:36.2Z,4,REGULAR,3pt,Jump Shot,[],201935,65.91655716162943,53.92156862745098,1610612755,94,104,2022-10-23T00:16:40Z,6290000,20.0,268.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.86,Missed,,,,,,,,,,,,,,,,,,
636,PT02M46.00S,2022-10-23T00:16:38.1Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,94,104,2022-10-23T00:16:38Z,6300000,,,0,,J. Embiid REBOUND (Off:3 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,635.0,13.0,10.0,3.0,,,,,,,,,,,,,,
637,PT02M39.00S,2022-10-23T00:16:46.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,93.24901445466492,49.754901960784316,1610612755,96,104,2022-10-23T00:16:53Z,6310000,-1.0,11.0,1,right,T. Maxey driving finger roll Layup (20 PTS) (J. Embiid 2 AST),"[1630178, 203954]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,,,20.0,J. Embiid,203954.0,2.0,,
639,PT02M39.00S,2022-10-23T00:16:50.1Z,4,REGULAR,foul,personal,['1freethrow'],1630563,,,1610612755,96,104,2022-10-23T00:16:55Z,6330000,,,0,,J. Primo shooting personal FOUL (1 PF) (Maxey 1 FT),"[1630563, 1630178]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
641,PT02M39.00S,2022-10-23T00:16:59.7Z,4,REGULAR,substitution,out,[],1630563,,,1610612755,96,104,2022-10-23T00:17:22Z,6350000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT02M39.00S,2022-10-23T00:16:59.7Z,4,REGULAR,substitution,in,[],203926,,,1610612755,96,104,2022-10-23T00:17:22Z,6360000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M39.00S,2022-10-23T00:17:20.0Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630178,,,1610612755,96,104,2022-10-23T00:17:20Z,6370000,,,0,,MISS T. Maxey Free Throw 1 of 1,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
644,PT02M37.00S,2022-10-23T00:17:22.0Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,96,104,2022-10-23T00:17:22Z,6380000,,,0,,K. Johnson REBOUND (Off:1 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,643.0,7.0,6.0,1.0,,,,,,,,,,,,,,
645,PT02M24.00S,2022-10-23T00:17:34.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,8.09789750328515,46.32352941176471,1610612759,96,104,2022-10-23T00:19:09Z,6390000,18.0,24.0,1,left,MISS K. Johnson driving bank Hook,[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
646,PT02M21.00S,2022-10-23T00:17:37.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,96,104,2022-10-23T00:17:43Z,6400000,,,0,,J. Poeltl REBOUND (Off:7 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,645.0,11.0,4.0,7.0,,,,,,,,,,,,,,
647,PT02M21.00S,2022-10-23T00:17:39.4Z,4,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,96,104,2022-10-23T00:17:48Z,6410000,,,0,,T. Jones step out-of-bounds TURNOVER (4 TO),[1630200],1610612759.0,SAS,step,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,4.0,1628172.0,,,,,,,,,,,,
648,PT02M12.00S,2022-10-23T00:18:01.9Z,4,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,96,104,2022-10-23T00:18:06Z,6420000,,,0,,J. Poeltl shooting personal FOUL (5 PF) (Embiid 2 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,5.0,0.0,Embiid,203954.0,,,,,,,,
650,PT02M12.00S,2022-10-23T00:18:31.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,97,104,2022-10-23T00:18:31Z,6440000,,,0,,J. Embiid Free Throw 1 of 2 (37 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,37.0,,,,,
651,PT02M12.00S,2022-10-23T00:18:57.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,98,104,2022-10-23T00:18:57Z,6450000,,,0,,J. Embiid Free Throw 2 of 2 (38 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,38.0,,,,,
652,PT02M00.00S,2022-10-23T00:19:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.915243101182654,51.225490196078425,1610612759,98,106,2022-10-23T00:19:18Z,6460000,-6.0,13.0,1,left,J. Poeltl driving finger roll Layup (13 PTS) (T. Jones 4 AST),"[1627751, 1630200]",1610612759.0,SAS,driving finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,,,13.0,T. Jones,1630200.0,4.0,,
654,PT01M50.00S,2022-10-23T00:19:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.38042049934296,51.9607843137255,1610612755,100,106,2022-10-23T00:19:29Z,6480000,10.0,10.0,1,right,T. Maxey driving finger roll Layup (22 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,,,,,,,22.0,,,,,
655,PT01M34.00S,2022-10-23T00:19:44.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,10.463206307490145,55.88235294117647,1610612759,100,108,2022-10-23T00:19:50Z,6490000,-29.0,46.0,1,left,T. Jones driving floating bank Jump Shot (11 PTS) (J. Poeltl 2 AST),"[1630200, 1627751]",1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,,,,,,,,,,,,,11.0,J. Poeltl,1627751.0,2.0,,
657,PT01M25.00S,2022-10-23T00:19:56.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630178,92.9862023653088,50.245098039215684,1610612755,102,108,2022-10-23T00:20:02Z,6510000,1.0,13.0,1,right,T. Maxey driving DUNK (24 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,,,,24.0,J. Embiid,203954.0,3.0,,
659,PT01M10.00S,2022-10-23T00:20:17.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630200,5.469776609724048,51.225490196078425,1610612759,102,110,2022-10-23T00:20:32Z,6530000,-6.0,-1.0,1,left,T. Jones driving finger roll Layup (13 PTS) (J. Poeltl 3 AST),"[1630200, 1627751]",1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,,,,,,,13.0,J. Poeltl,1627751.0,3.0,,
661,PT01M10.00S,2022-10-23T00:20:24.1Z,4,REGULAR,violation,defensive goaltending,[],203954,,,1610612759,102,110,2022-10-23T00:20:32Z,6550000,,,0,,J. Embiid defensive goaltending VIOLATION,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,1628172.0,,,,,,,,,,,,
662,PT01M10.00S,2022-10-23T00:21:54.8Z,4,REGULAR,substitution,out,[],203926,,,1610612755,102,110,2022-10-23T00:21:58Z,6560000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M10.00S,2022-10-23T00:21:54.8Z,4,REGULAR,substitution,in,[],1630563,,,1610612755,102,110,2022-10-23T00:21:58Z,6570000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M10.00S,2022-10-23T00:22:06.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,102,110,2022-10-23T00:22:14Z,6580000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M01.00S,2022-10-23T00:22:13.2Z,4,REGULAR,3pt,Jump Shot,[],201935,66.70499342969777,43.13725490196079,1610612755,102,110,2022-10-23T00:22:23Z,6590000,-34.0,260.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
666,PT00M57.70S,2022-10-23T00:22:16.5Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,102,110,2022-10-23T00:22:23Z,6600000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,665.0,4.0,4.0,0.0,,,,,,,,,,,,,,
667,PT00M42.50S,2022-10-23T00:22:32.1Z,4,REGULAR,3pt,Jump Shot,[],1629640,25.18068331143233,83.57843137254902,1610612759,102,110,2022-10-23T00:22:37Z,6610000,-168.0,184.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
668,PT00M38.90S,2022-10-23T00:22:35.7Z,4,REGULAR,rebound,offensive,[],1629640,,,1610612759,102,110,2022-10-23T00:22:37Z,6620000,,,0,,K. Johnson REBOUND (Off:2 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,667.0,8.0,6.0,2.0,,,,,,,,,,,,,,
669,PT00M29.80S,2022-10-23T00:22:46.8Z,4,REGULAR,foul,personal,['2freethrow'],203954,,,1610612759,102,110,2022-10-23T00:22:51Z,6630000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Jones 2 FT),"[203954, 1630200]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,2.0,0.0,Jones,1630200.0,,,,,,,,
671,PT00M29.80S,2022-10-23T00:23:19.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630200,,,1610612759,102,111,2022-10-23T00:23:19Z,6650000,,,0,,T. Jones Free Throw 1 of 2 (14 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
672,PT00M29.80S,2022-10-23T00:23:34.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630200,,,1610612759,102,112,2022-10-23T00:23:34Z,6660000,,,0,,T. Jones Free Throw 2 of 2 (15 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,15.0,,,,,
673,PT00M21.50S,2022-10-23T00:23:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.38042049934296,52.450980392156865,1610612755,104,112,2022-10-23T00:23:50Z,6670000,12.0,10.0,1,right,J. Embiid Layup (40 PTS) (T. Maxey 6 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,,,,,,,,,40.0,T. Maxey,1630178.0,6.0,,
675,PT00M12.20S,2022-10-23T00:23:58.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612759,104,112,2022-10-23T00:24:05Z,6690000,,,0,,T. Harris take personal FOUL (2 PF) (Jones 2 FT),"[202699, 1630200]",1610612755.0,PHI,take,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,202027.0,2.0,0.0,Jones,1630200.0,,,,,,,,
677,PT00M12.20S,2022-10-23T00:24:19.9Z,4,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,104,113,2022-10-23T00:24:19Z,6710000,,,0,,T. Jones Free Throw 1 of 2 (16 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,16.0,,,,,
678,PT00M12.20S,2022-10-23T00:24:33.8Z,4,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,104,114,2022-10-23T00:24:33Z,6720000,,,0,,T. Jones Free Throw 2 of 2 (17 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,,17.0,,,,,
679,PT00M08.30S,2022-10-23T00:24:41.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630563,,,1610612755,104,114,2022-10-23T00:24:47Z,6730000,,,0,,J. Primo shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630563, 1630178]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,2.0,0.0,Maxey,1630178.0,,,,,,,,
681,PT00M08.30S,2022-10-23T00:25:07.5Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,104,114,2022-10-23T00:25:07Z,6750000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
682,PT00M08.30S,2022-10-23T00:25:07.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,104,114,2022-10-23T00:25:07Z,6760000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,681.0,,,,,,,,,,,,,,,,,
683,PT00M08.30S,2022-10-23T00:25:22.8Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,105,114,2022-10-23T00:25:22Z,6770000,,,0,,T. Maxey Free Throw 2 of 2 (25 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,,25.0,,,,,
684,PT00M00.00S,2022-10-23T00:25:35.9Z,4,REGULAR,period,end,[],0,,,1610612759,105,114,2022-10-23T00:25:35Z,6780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2022-10-23T00:25:38.6Z,4,REGULAR,game,end,[],0,,,0,105,114,2022-10-23T00:25:38Z,6790000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
