actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
610,PT02M57.00S,2024-11-11T01:22:05.2Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612753,118,88,2024-11-11T01:22:30Z,5950000,False,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1631116]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Baldwin Jr.,1631116.0,,,,
611,PT02M57.00S,2024-11-11T01:22:05.2Z,4,REGULAR,steal,,[],1631116,,,1610612764,118,88,2024-11-11T01:22:10Z,5960000,False,,,0,,P. Baldwin Jr. STEAL (1 STL),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
612,PT02M57.00S,2024-11-11T01:22:31.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,118,88,2024-11-11T01:22:31Z,5970000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M42.00S,2024-11-11T01:25:50.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,8.360709592641262,53.67647058823529,1610612764,118,90,2024-11-11T01:26:01Z,5980000,False,-18.0,26.0,1,left,M. Bagley III driving finger roll Layup (2 PTS),[1628963],1610612764.0,WAS,driving finger roll,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,,,,,,,,,,2.0,,,
615,PT02M15.00S,2024-11-11T01:26:17.4Z,4,REGULAR,3pt,Jump Shot,[],1631216,75.77201051248358,88.23529411764706,1610612753,118,90,2024-11-11T01:26:33Z,5990000,False,191.0,175.0,1,right,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
616,PT02M12.00S,2024-11-11T01:26:20.8Z,4,REGULAR,rebound,defensive,[],1630264,,,1610612764,118,90,2024-11-11T01:26:20Z,6000000,False,,,0,,A. Gill REBOUND (Off:0 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,615.0,2.0,2.0,0.0,,,,,,,,,,,,,,
617,PT02M03.00S,2024-11-11T01:26:30.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,9.806176084099869,36.27450980392157,1610612764,118,90,2024-11-11T01:26:41Z,6010000,False,69.0,40.0,1,left,MISS M. Bagley III 7' driving floating Shot,[1628963],1610612764.0,WAS,driving floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
618,PT02M01.00S,2024-11-11T01:26:32.1Z,4,REGULAR,rebound,defensive,[],202709,,,1610612753,118,90,2024-11-11T01:26:41Z,6020000,False,,,0,,C. Joseph REBOUND (Off:0 Def:2),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,617.0,2.0,2.0,0.0,,,,,,,,,,,,,,
619,PT01M54.00S,2024-11-11T01:26:39.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,89.83245729303549,35.78431372549019,1610612753,118,90,2024-11-11T01:26:47Z,6030000,False,-71.0,43.0,1,right,MISS T. da Silva 8' driving Layup - blocked,"[1641783, 1630215]",1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Left,8.31,Missed,,,,,Butler,1630215.0,,,,,,,,,,,,
620,PT01M54.00S,2024-11-11T01:26:39.2Z,4,REGULAR,block,,[],1630215,,,1610612753,118,90,2024-11-11T01:26:41Z,6040000,False,,,0,,J. Butler BLOCK (1 BLK),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
621,PT01M54.00S,2024-11-11T01:26:39.2Z,4,REGULAR,rebound,offensive,[],1641783,,,1610612753,118,90,2024-11-11T01:26:47Z,6050000,False,,,0,,T. da Silva REBOUND (Off:1 Def:3),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Left,,,619.0,4.0,3.0,1.0,,,,,,,,,,,,,,
622,PT01M48.00S,2024-11-11T01:26:44.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202709,81.68528252299606,6.127450980392156,1610612753,118,90,2024-11-11T01:26:53Z,6060000,False,-219.0,120.0,1,right,MISS C. Joseph 24' 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
623,PT01M48.00S,2024-11-11T01:26:44.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,118,90,2024-11-11T01:26:53Z,6070000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,622.0,,,,,,,,,,,,,,,,,
625,PT01M36.00S,2024-11-11T01:27:10.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641783,,,1610612764,118,90,2024-11-11T01:27:20Z,6090000,False,,,0,,T. da Silva shooting personal FOUL (3 PF) (Butler 2 FT),"[1641783, 1630215]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Right,,,,,,,,,1627526.0,3.0,0.0,Butler,1630215.0,,,,,,,
627,PT01M36.00S,2024-11-11T01:27:36.0Z,4,REGULAR,freethrow,1 of 2,[],1630215,,,1610612764,118,90,2024-11-11T01:28:03Z,6110000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
628,PT01M36.00S,2024-11-11T01:27:36.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,118,90,2024-11-11T01:28:03Z,6120000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,627.0,,,,,,,,,,,,,,,,,
629,PT01M36.00S,2024-11-11T01:27:36.0Z,4,REGULAR,freethrow,2 of 2,[],1630215,,,1610612764,118,90,2024-11-11T01:28:03Z,6130000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
630,PT01M31.00S,2024-11-11T01:27:41.0Z,4,REGULAR,rebound,offensive,[],1631116,,,1610612764,118,90,2024-11-11T01:28:52Z,6140000,False,,,0,,P. Baldwin Jr. REBOUND (Off:1 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,629.0,3.0,2.0,1.0,,,,,,,,,,,,,,
651,PT01M30.00S,2024-11-11T01:27:50.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631116,8.853482260183966,52.205882352941174,1610612764,118,90,2024-11-11T01:38:21Z,6145000,False,-11.0,31.0,1,left,MISS P. Baldwin Jr. Hook - blocked,"[1631116, 202709]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,Joseph,202709.0,,,,,,,,,,,,
652,PT01M30.00S,2024-11-11T01:27:50.2Z,4,REGULAR,block,,[],202709,,,1610612764,118,90,2024-11-11T01:38:01Z,6147500,False,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT01M30.00S,2024-11-11T01:27:50.2Z,4,REGULAR,rebound,offensive,[],1630215,,,1610612764,118,90,2024-11-11T01:38:21Z,6148750,False,,,0,,J. Butler REBOUND (Off:1 Def:0),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,651.0,1.0,0.0,1.0,,,,,,,,,,,,,,
631,PT01M29.00S,2024-11-11T01:28:04.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641783,,,1610612764,118,90,2024-11-11T01:28:25Z,6150000,False,,,0,,T. da Silva shooting personal FOUL (4 PF) (Butler 2 FT),"[1641783, 1630215]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201638.0,4.0,0.0,Butler,1630215.0,,,,,,,
633,PT01M29.00S,2024-11-11T01:28:27.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630215,,,1610612764,118,91,2024-11-11T01:38:01Z,6170000,False,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
634,PT01M29.00S,2024-11-11T01:28:27.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630215,,,1610612764,118,92,2024-11-11T01:38:01Z,6180000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
635,PT01M16.00S,2024-11-11T01:28:56.4Z,4,REGULAR,foul,offensive,['inpenalty'],1641783,,,1610612753,118,92,2024-11-11T01:29:10Z,6190000,False,,,0,,T. da Silva off-the-ball offensive FOUL (5 PF),"[1641783, 1630264]",1610612753.0,ORL,off-the-ball,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,,,,,,,204058.0,5.0,0.0,Gill,1630264.0,,,,,,,
637,PT01M16.00S,2024-11-11T01:28:56.4Z,4,REGULAR,turnover,offensive foul,[],1641783,,,1610612753,118,92,2024-11-11T01:28:56Z,6210000,False,,,0,,T. da Silva offensive foul TURNOVER (2 TO),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,,,,,,,,,204058.0,,,,,2.0,,,,,,
638,PT00M58.30S,2024-11-11T01:29:30.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631116,32.276609724047304,57.35294117647059,1610612764,118,92,2024-11-11T01:29:38Z,6220000,False,-37.0,251.0,1,left,MISS P. Baldwin Jr. 25' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
639,PT00M56.20S,2024-11-11T01:29:32.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,118,92,2024-11-11T01:29:38Z,6230000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,638.0,,,,,,,,,,,,,,,,,
641,PT00M47.90S,2024-11-11T01:29:50.9Z,4,REGULAR,3pt,Jump Shot,[],1641724,64.47109067017082,51.225490196078425,1610612753,121,92,2024-11-11T01:29:58Z,6250000,False,6.0,281.0,1,right,J. Howard 28' 3PT  (9 PTS) (C. Joseph 2 AST),"[1641724, 202709]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Center,28.16,Made,,,,,,,,,,,,,,,9.0,C. Joseph,202709.0,2.0
643,PT00M33.40S,2024-11-11T01:30:08.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,10.85742444152431,57.59803921568627,1610612764,121,92,2024-11-11T01:30:15Z,6270000,False,-38.0,50.0,1,left,MISS J. Davis 6' turnaround fadeaway Shot,[1631098],1610612764.0,WAS,turnaround fadeaway,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
644,PT00M30.30S,2024-11-11T01:30:11.2Z,4,REGULAR,rebound,offensive,[],1630264,,,1610612764,121,92,2024-11-11T01:30:11Z,6280000,False,,,0,,A. Gill REBOUND (Off:1 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,643.0,3.0,2.0,1.0,,,,,,,,,,,,,,
645,PT00M27.00S,2024-11-11T01:30:15.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631098,8.754927726675426,57.35294117647059,1610612764,121,94,2024-11-11T01:30:25Z,6290000,False,-37.0,30.0,1,left,J. Davis driving Layup (2 PTS) (A. Gill 1 AST),"[1631098, 1630264]",1610612764.0,WAS,driving,,,Davis,J. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.74,Made,,,,,,,,,,,,,,,2.0,A. Gill,1630264.0,1.0
647,PT00M03.00S,2024-11-11T01:30:51.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,121,94,2024-11-11T01:31:32Z,6302500,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,,,,,,,,,,,
649,PT00M00.00S,2024-11-11T01:31:35.7Z,4,REGULAR,period,end,[],0,,,1610612764,121,94,2024-11-11T01:31:35Z,6330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M00.00S,2024-11-11T01:31:41.0Z,4,REGULAR,game,end,[],0,,,0,121,94,2024-11-11T01:31:41Z,6340000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
