actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
540,PT07M14.00S,2022-02-09T02:26:32.3Z,4,REGULAR,rebound,defensive,[],203471,,,1610612738,78,102,2022-02-09T02:26:34Z,5310000,,,0,,D. Schroder REBOUND (Off:0 Def:4),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,539.0,4.0,4.0,0.0,,,,,,,,,,,,,,
541,PT07M08.00S,2022-02-09T02:26:39.1Z,4,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612738,78,102,2022-02-09T02:26:52Z,5320000,,,0,,C. Thomas shooting personal FOUL (2 PF) (Schroder 2 FT),"[1630560, 203471]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,,,,,,,,,,1627534.0,2.0,0.0,Schroder,203471.0,,,,,,
543,PT07M08.00S,2022-02-09T02:27:02.8Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,78,103,2022-02-09T02:27:02Z,5340000,,,0,,D. Schroder Free Throw 1 of 2 (10 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
544,PT07M08.00S,2022-02-09T02:27:18.5Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,78,104,2022-02-09T02:27:18Z,5350000,,,0,,D. Schroder Free Throw 2 of 2 (11 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
545,PT06M58.00S,2022-02-09T02:27:31.5Z,4,REGULAR,2pt,Jump Shot,[],1628975,73.80091984231275,57.84313725490197,1610612751,78,104,2022-02-09T02:27:38Z,5360000,39.0,194.0,1,right,MISS J. Carter 19' pullup Shot,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,19.77,Missed,,,,,,,,,,,,,,,,,,
546,PT06M53.00S,2022-02-09T02:27:36.5Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,78,104,2022-02-09T02:27:38Z,5370000,,,0,,E. Freedom REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,545.0,4.0,2.0,2.0,,,,,,,,,,,,,,
547,PT06M49.00S,2022-02-09T02:27:40.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,3.7614980289093296,96.81372549019608,1610612738,78,104,2022-02-09T02:27:50Z,5380000,-234.0,-17.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
548,PT06M47.00S,2022-02-09T02:27:45.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,78,104,2022-02-09T02:27:45Z,5390000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,
549,PT06M47.00S,2022-02-09T02:27:54.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,78,104,2022-02-09T02:27:54Z,5400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M44.00S,2022-02-09T02:28:05.1Z,4,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,78,104,2022-02-09T02:28:14Z,5410000,,,0,,P. Pritchard lost ball out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,lost ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,1155.0,,,,,,,,1.0,,
551,PT06M36.00S,2022-02-09T02:28:19.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630561,79.58278580814718,45.83333333333333,1610612751,78,104,2022-02-09T02:28:25Z,5420000,-21.0,139.0,1,right,MISS D. Duke Jr. 14' pullup Shot,[1630561],1610612751.0,BKN,pullup,,,Duke Jr.,D. Duke Jr.,,,,,14.09,Missed,,,,,,,,,,,,,,,,,,
552,PT06M34.00S,2022-02-09T02:28:22.1Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,78,104,2022-02-09T02:28:22Z,5430000,,,0,,E. Freedom REBOUND (Off:2 Def:3),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,551.0,5.0,3.0,2.0,,,,,,,,,,,,,,
553,PT06M24.00S,2022-02-09T02:28:31.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202683,6.389618922470433,46.81372549019608,1610612738,78,104,2022-02-09T02:28:39Z,5440000,16.0,8.0,1,left,MISS E. Freedom driving Layup - blocked,"[202683, 1628975]",1610612738.0,BOS,driving,,,Freedom,E. Freedom,,,,,1.76,Missed,,,,,Carter,1628975.0,,,,,,,,,,,,
554,PT06M24.00S,2022-02-09T02:28:31.0Z,4,REGULAR,block,,[],1628975,,,1610612738,78,104,2022-02-09T02:28:33Z,5450000,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M22.00S,2022-02-09T02:28:33.0Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,78,104,2022-02-09T02:28:39Z,5460000,,,0,,C. Thomas REBOUND (Off:1 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,553.0,3.0,2.0,1.0,,,,,,,,,,,,,,
556,PT06M19.00S,2022-02-09T02:28:36.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630560,88.51839684625493,40.19607843137255,1610612751,80,104,2022-02-09T02:28:55Z,5470000,-49.0,55.0,1,right,C. Thomas 7' pullup bank Jump Shot (11 PTS),[1630560],1610612751.0,BKN,pullup bank,,,Thomas,C. Thomas,,,,,7.4,Made,,,,,,,11.0,,,,,,,,,,,
557,PT05M58.00S,2022-02-09T02:28:57.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,31.09395532194481,34.80392156862745,1610612738,80,104,2022-02-09T02:29:04Z,5480000,76.0,240.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,
558,PT05M54.00S,2022-02-09T02:29:01.0Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,80,104,2022-02-09T02:29:04Z,5490000,,,0,,C. Thomas REBOUND (Off:1 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,557.0,4.0,3.0,1.0,,,,,,,,,,,,,,
559,PT05M49.00S,2022-02-09T02:29:06.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,70.77858081471747,75.73529411764706,1610612751,80,104,2022-02-09T02:29:17Z,5500000,129.0,222.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
560,PT05M46.00S,2022-02-09T02:29:10.1Z,4,REGULAR,rebound,offensive,[],1630560,,,1610612751,80,104,2022-02-09T02:29:10Z,5510000,,,0,,C. Thomas REBOUND (Off:2 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,559.0,5.0,3.0,2.0,,,,,,,,,,,,,,
561,PT05M44.00S,2022-02-09T02:29:12.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,96.13994743758212,96.56862745098039,1610612751,83,104,2022-02-09T02:29:19Z,5520000,233.0,-16.0,1,right,J. Carter 3PT  (21 PTS) (C. Thomas 3 AST),"[1628975, 1630560]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,23.34,Made,,,,,,,21.0,,,,,,C. Thomas,1630560.0,3.0,,,
563,PT05M19.00S,2022-02-09T02:29:36.5Z,4,REGULAR,2pt,Jump Shot,[],1630202,13.222733245729303,29.166666666666668,1610612738,83,106,2022-02-09T02:29:42Z,5540000,104.0,72.0,1,left,P. Pritchard 12' fadeaway Jump Shot (4 PTS),[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,12.65,Made,,,,,,,4.0,,,,,,,,,,,
564,PT05M06.00S,2022-02-09T02:29:51.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612751,83,106,2022-02-09T02:30:01Z,5550000,,,0,,E. Freedom shooting personal FOUL (1 PF) (Sharpe 2 FT),"[202683, 1630549]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,,,,,,,,,,2003.0,1.0,0.0,Sharpe,1630549.0,,,,,,
566,PT05M06.00S,2022-02-09T02:30:17.8Z,4,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,83,106,2022-02-09T02:30:17Z,5570000,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Missed,,,,,,,,,,,,,,,,,,
567,PT05M06.00S,2022-02-09T02:30:17.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,83,106,2022-02-09T02:30:17Z,5580000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,,,
568,PT05M06.00S,2022-02-09T02:30:34.1Z,4,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,83,106,2022-02-09T02:30:34Z,5590000,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT05M04.00S,2022-02-09T02:30:35.3Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,83,106,2022-02-09T02:30:35Z,5600000,,,0,,E. Freedom REBOUND (Off:2 Def:4),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,568.0,6.0,4.0,2.0,,,,,,,,,,,,,,
570,PT04M43.00S,2022-02-09T02:30:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202683,6.521024967148489,45.83333333333333,1610612738,83,108,2022-02-09T02:31:07Z,5610000,21.0,9.0,1,left,E. Freedom driving Layup (2 PTS),[202683],1610612738.0,BOS,driving,,,Freedom,E. Freedom,,,,,2.26,Made,,,,,,,2.0,,,,,,,,,,,
571,PT04M43.00S,2022-02-09T02:31:01.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,83,108,2022-02-09T02:31:01Z,5620000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M43.00S,2022-02-09T02:31:02.2Z,4,REGULAR,substitution,out,[],203471,,,1610612751,83,108,2022-02-09T02:34:06Z,5630000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M43.00S,2022-02-09T02:31:02.2Z,4,REGULAR,substitution,in,[],1628981,,,1610612751,83,108,2022-02-09T02:34:06Z,5640000,,,0,,SUB in: B. Fernando,[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M38.00S,2022-02-09T02:34:25.4Z,4,REGULAR,3pt,Jump Shot,[],1630561,92.19776609724047,96.81372549019608,1610612751,83,108,2022-02-09T02:34:33Z,5650000,234.0,21.0,1,right,MISS D. Duke Jr. 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,
575,PT04M32.00S,2022-02-09T02:34:31.4Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,83,108,2022-02-09T02:34:33Z,5660000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,574.0,1.0,1.0,0.0,,,,,,,,,,,,,,
576,PT04M21.00S,2022-02-09T02:34:46.7Z,4,REGULAR,foul,personal,[],1630549,,,1610612738,83,108,2022-02-09T02:34:56Z,5670000,,,0,,D. Sharpe personal FOUL (2 PF),"[1630549, 1628981]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,2003.0,2.0,0.0,Fernando,1628981.0,,,,,,
607,PT04M12.00S,2022-02-09T02:35:00.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628981,7.408015768725363,49.754901960784316,1610612738,83,108,2022-02-09T02:38:58Z,5685000,1.0,17.0,1,left,MISS B. Fernando driving floating Shot,[1628981],1610612738.0,BOS,driving floating,,,Fernando,B. Fernando,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,
608,PT04M11.00S,2022-02-09T02:35:01.6Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,83,108,2022-02-09T02:38:58Z,5687500,,,0,,E. Freedom REBOUND (Off:3 Def:4),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,607.0,7.0,4.0,3.0,,,,,,,,,,,,,,
578,PT04M09.00S,2022-02-09T02:35:14.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,8.886333771353483,40.19607843137255,1610612738,83,110,2022-02-09T02:39:32Z,5690000,49.0,31.0,1,left,E. Freedom putback Layup (4 PTS),[202683],1610612738.0,BOS,putback,,,Freedom,E. Freedom,,,,,5.8,Made,,,,,,,4.0,,,,,,,,,,,
580,PT03M53.00S,2022-02-09T02:35:31.0Z,4,REGULAR,2pt,Jump Shot,[],1628975,81.94809461235218,72.30392156862744,1610612751,83,110,2022-02-09T02:35:35Z,5710000,112.0,117.0,1,right,MISS J. Carter 16' step back Shot,[1628975],1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,
581,PT03M50.00S,2022-02-09T02:35:34.0Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,83,110,2022-02-09T02:35:35Z,5720000,,,0,,E. Freedom REBOUND (Off:3 Def:5),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,580.0,8.0,5.0,3.0,,,,,,,,,,,,,,
582,PT03M47.00S,2022-02-09T02:35:36.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,30.831143232588698,31.61764705882353,1610612738,83,113,2022-02-09T02:35:43Z,5730000,92.0,237.0,1,left,P. Pritchard 25' 3PT running pullup (7 PTS),[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,25.45,Made,,,,,,,7.0,,,,,,,,,,,
583,PT03M33.00S,2022-02-09T02:35:50.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,85.89027595269383,59.80392156862745,1610612751,83,113,2022-02-09T02:35:56Z,5740000,49.0,80.0,1,right,MISS B. Brown 9' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,9.39,Missed,,,,,,,,,,,,,,,,,,
584,PT03M33.00S,2022-02-09T02:35:50.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,83,113,2022-02-09T02:35:56Z,5750000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,,,
585,PT03M33.00S,2022-02-09T02:35:55.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612751,83,113,2022-02-09T02:36:10Z,5760000,,,0,,R. Langford loose ball personal FOUL (1 PF) (Sharpe 2 FT),"[1629641, 1630549]",1610612738.0,BOS,loose ball,,,Langford,R. Langford,,,,,,,,,,,,,,1155.0,1.0,0.0,Sharpe,1630549.0,,,,,,
587,PT03M33.00S,2022-02-09T02:36:16.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,83,113,2022-02-09T02:36:16Z,5780000,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Missed,,,,,,,,,,,,,,,,,,
588,PT03M33.00S,2022-02-09T02:36:16.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,83,113,2022-02-09T02:36:16Z,5790000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,
589,PT03M33.00S,2022-02-09T02:36:16.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,83,113,2022-02-09T02:36:34Z,5800000,,,0,,MISS D. Sharpe Free Throw 2 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,Missed,,,,,,,,,,,,,,,,,,
590,PT03M30.00S,2022-02-09T02:36:19.3Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,83,113,2022-02-09T02:36:34Z,5810000,,,0,,E. Freedom REBOUND (Off:3 Def:6),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,589.0,9.0,6.0,3.0,,,,,,,,,,,,,,
620,PT03M11.00S,2022-02-09T02:36:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.360709592641262,44.85294117647059,1610612738,83,113,2022-02-09T02:40:11Z,5815000,26.0,26.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 1628971]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,3.66,Missed,,,,,Brown,1628971.0,,,,,,,,,,,,
621,PT03M11.00S,2022-02-09T02:36:35.3Z,4,REGULAR,block,,[],1628971,,,1610612738,83,113,2022-02-09T02:40:11Z,5817500,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
622,PT03M09.00S,2022-02-09T02:36:37.3Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,83,113,2022-02-09T02:40:21Z,5818750,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,620.0,2.0,1.0,1.0,,,,,,,,,,,,,,
591,PT03M09.00S,2022-02-09T02:36:54.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630174,8.623521681997373,60.78431372549019,1610612738,83,115,2022-02-09T02:40:11Z,5820000,-54.0,29.0,1,left,A. Nesmith 6' fadeaway Jump Shot (2 PTS),[1630174],1610612738.0,BOS,fadeaway,,,Nesmith,A. Nesmith,,,,,6.1,Made,,,,,,,2.0,,,,,,,,,,,
592,PT02M58.00S,2022-02-09T02:37:07.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,91.67214191852825,43.872549019607845,1610612751,85,115,2022-02-09T02:37:16Z,5830000,-31.0,26.0,1,right,C. Thomas driving Layup (13 PTS) (J. Carter 2 AST),"[1630560, 1628975]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,4.0,Made,,,,,,,13.0,,,,,,J. Carter,1628975.0,2.0,,,
594,PT02M58.00S,2022-02-09T02:37:10.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202683,,,1610612751,85,115,2022-02-09T02:37:23Z,5850000,,,0,,E. Freedom shooting personal FOUL (2 PF) (Thomas 1 FT),"[202683, 1630560]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,,,,,,,,,,1627534.0,2.0,0.0,Thomas,1630560.0,,,,,,
596,PT02M58.00S,2022-02-09T02:37:31.4Z,4,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,85,115,2022-02-09T02:37:34Z,5870000,,,0,,MISS C. Thomas Free Throw 1 of 1,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Missed,,,,,,,,,,,,,,,,,,
597,PT02M55.00S,2022-02-09T02:37:34.4Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,85,115,2022-02-09T02:37:34Z,5880000,,,0,,E. Freedom REBOUND (Off:3 Def:7),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,596.0,10.0,7.0,3.0,,,,,,,,,,,,,,
598,PT02M42.00S,2022-02-09T02:37:45.9Z,4,REGULAR,2pt,Jump Shot,[],1628981,10.5946123521682,67.8921568627451,1610612738,85,117,2022-02-09T02:37:50Z,5890000,-89.0,47.0,1,left,B. Fernando 10' turnaround Jump Shot (2 PTS),[1628981],1610612738.0,BOS,turnaround,,,Fernando,B. Fernando,,,,,10.11,Made,,,,,,,2.0,,,,,,,,,,,
599,PT02M32.00S,2022-02-09T02:37:56.0Z,4,REGULAR,3pt,Jump Shot,[],1628975,66.5735873850197,55.14705882352941,1610612751,85,117,2022-02-09T02:38:02Z,5900000,26.0,262.0,1,right,MISS J. Carter 26' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
600,PT02M30.00S,2022-02-09T02:38:01.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,85,117,2022-02-09T02:38:01Z,5910000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,599.0,,,,,,,,,,,,,,,,,
601,PT02M30.00S,2022-02-09T02:38:03.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,85,117,2022-02-09T02:38:03Z,5920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M06.00S,2022-02-09T02:38:36.4Z,4,REGULAR,3pt,Jump Shot,[],1630174,5.469776609724048,96.07843137254902,1610612738,85,117,2022-02-09T02:38:42Z,5930000,-230.0,-1.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
603,PT02M06.00S,2022-02-09T02:38:36.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,85,117,2022-02-09T02:38:42Z,5940000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,602.0,,,,,,,,,,,,,,,,,
604,PT02M06.00S,2022-02-09T02:38:40.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,85,117,2022-02-09T02:38:47Z,5950000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,
605,PT02M00.00S,2022-02-09T02:38:50.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,87.86136662286465,36.76470588235294,1610612751,87,117,2022-02-09T02:38:59Z,5960000,-66.0,62.0,1,right,C. Thomas 9' Jump Shot (15 PTS) (J. Carter 3 AST),"[1630560, 1628975]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,9.04,Made,,,,,,,15.0,,,,,,J. Carter,1628975.0,3.0,,,
609,PT01M50.00S,2022-02-09T02:39:06.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628981,7.835085413929041,49.01960784313725,1610612738,87,119,2022-02-09T02:39:17Z,5980000,5.0,21.0,1,left,B. Fernando cutting DUNK (4 PTS) (P. Pritchard 2 AST),"[1628981, 1630202]",1610612738.0,BOS,cutting,,,Fernando,B. Fernando,,,,,2.17,Made,,,,,,,4.0,,,,,,P. Pritchard,1630202.0,2.0,,,
611,PT01M42.00S,2022-02-09T02:39:16.7Z,4,REGULAR,3pt,Jump Shot,[],1628975,74.72076215505913,85.04901960784314,1610612751,87,119,2022-02-09T02:39:22Z,6000000,175.0,185.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
612,PT01M39.00S,2022-02-09T02:39:19.7Z,4,REGULAR,rebound,defensive,[],1628981,,,1610612738,87,119,2022-02-09T02:39:22Z,6010000,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,611.0,1.0,1.0,0.0,,,,,,,,,,,,,,
613,PT01M33.00S,2022-02-09T02:39:25.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,7.703679369250986,41.42156862745098,1610612738,87,119,2022-02-09T02:39:29Z,6020000,43.0,20.0,1,left,MISS P. Pritchard driving Layup - blocked,"[1630202, 1630549]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,4.73,Missed,,,,,Sharpe,1630549.0,,,,,,,,,,,,
614,PT01M33.00S,2022-02-09T02:39:25.1Z,4,REGULAR,block,,[],1630549,,,1610612738,87,119,2022-02-09T02:39:27Z,6030000,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M30.00S,2022-02-09T02:39:28.1Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612751,87,119,2022-02-09T02:39:29Z,6040000,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,613.0,3.0,3.0,0.0,,,,,,,,,,,,,,
616,PT01M29.00S,2022-02-09T02:39:31.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630561,93.77463863337714,50.49019607843137,1610612751,89,119,2022-02-09T02:39:41Z,6050000,2.0,6.0,1,right,D. Duke Jr. alley-oop DUNK (13 PTS) (B. Brown 1 AST),"[1630561, 1628971]",1610612751.0,BKN,alley-oop,,,Duke Jr.,D. Duke Jr.,,,,,0.65,Made,,,,,,,13.0,,,,,,B. Brown,1628971.0,1.0,,,
618,PT01M07.00S,2022-02-09T02:40:02.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,5.863994743758213,45.09803921568628,1610612738,89,121,2022-02-09T02:40:29Z,6070000,25.0,3.0,1,left,A. Nesmith driving Layup (4 PTS) (E. Freedom 1 AST),"[1630174, 202683]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,2.46,Made,,,,,,,4.0,,,,,,E. Freedom,202683.0,1.0,,,
623,PT00M55.00S,2022-02-09T02:40:17.7Z,4,REGULAR,3pt,Jump Shot,[],1630561,79.58278580814718,90.44117647058823,1610612751,89,121,2022-02-09T02:40:32Z,6090000,202.0,139.0,1,right,MISS D. Duke Jr. 24' step back 3PT,[1630561],1610612751.0,BKN,step back,,,Duke Jr.,D. Duke Jr.,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,
624,PT00M55.00S,2022-02-09T02:40:17.7Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,89,121,2022-02-09T02:40:32Z,6100000,,,0,,E. Freedom REBOUND (Off:3 Def:8),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,623.0,11.0,8.0,3.0,,,,,,,,,,,,,,
625,PT00M49.50S,2022-02-09T02:40:24.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.389618922470433,50.245098039215684,1610612738,89,123,2022-02-09T02:40:38Z,6110000,-1.0,8.0,1,left,P. Pritchard running Layup (9 PTS) (E. Freedom 2 AST),"[1630202, 202683]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,0.77,Made,,,,,,,9.0,,,,,,E. Freedom,202683.0,2.0,,,
