actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
646,PT02M23.00S,2022-03-04T02:56:23.4Z,4,REGULAR,substitution,out,[],203473,,,1610612751,106,109,2022-03-04T02:56:27Z,6360000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M23.00S,2022-03-04T02:56:23.4Z,4,REGULAR,substitution,in,[],1628389,,,1610612751,106,109,2022-03-04T02:56:27Z,6370000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M23.00S,2022-03-04T02:56:40.9Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,107,109,2022-03-04T02:56:40Z,6380000,,,0,,K. Durant Free Throw 2 of 2 (31 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,31.0,,,,,,,,,,,,
649,PT02M03.00S,2022-03-04T02:57:02.3Z,4,REGULAR,3pt,Jump Shot,[],1629216,71.96123521681997,19.852941176470587,1610612748,107,109,2022-03-04T02:57:13Z,6390000,-151.0,211.0,1,right,MISS G. Vincent 25' 3PT - blocked,"[1629216, 1628971]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.94,Missed,,,,,,,,,,,,,,,Brown,1628971.0,,,
650,PT02M03.00S,2022-03-04T02:57:02.3Z,4,REGULAR,block,,[],1628971,,,1610612748,107,109,2022-03-04T02:57:07Z,6400000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M54.00S,2022-03-04T02:57:11.3Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,107,109,2022-03-04T02:57:13Z,6410000,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,649.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
652,PT01M43.00S,2022-03-04T02:57:21.6Z,4,REGULAR,3pt,Jump Shot,[],203552,28.203022339027594,21.813725490196077,1610612751,107,109,2022-03-04T02:57:27Z,6420000,141.0,213.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
653,PT01M38.00S,2022-03-04T02:57:26.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,107,109,2022-03-04T02:57:27Z,6430000,,,0,,B. Adebayo REBOUND (Off:0 Def:11),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,652.0,11.0,11.0,0.0,,,,,,,,,,,,,,,
654,PT01M18.00S,2022-03-04T02:57:51.9Z,4,REGULAR,2pt,Jump Shot,[],1629216,94.69448094612353,81.12745098039215,1610612748,107,109,2022-03-04T02:58:05Z,6440000,156.0,-3.0,1,right,MISS G. Vincent 15' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,15.56,Missed,,,,,,,,,,,,,,,,,,,
655,PT01M18.00S,2022-03-04T02:57:51.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,107,109,2022-03-04T02:58:05Z,6450000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,654.0,,,,,,,,,,,,,,,,,,
656,PT01M18.00S,2022-03-04T02:57:55.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,107,109,2022-03-04T02:58:00Z,6460000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,,
657,PT00M57.90S,2022-03-04T02:58:24.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201142,31.750985545335087,39.705882352941174,1610612751,107,109,2022-03-04T02:58:29Z,6470000,51.0,246.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M54.50S,2022-03-04T02:58:27.5Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,107,109,2022-03-04T02:58:29Z,6480000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,657.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
659,PT00M35.50S,2022-03-04T02:58:48.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,91.80354796320631,41.911764705882355,1610612748,107,111,2022-03-04T02:58:54Z,6490000,-40.0,25.0,1,right,B. Adebayo bank Jump Shot (30 PTS) (T. Herro 8 AST),"[1628389, 1629639]",1610612748.0,MIA,bank,,,Adebayo,B. Adebayo,,,,,4.72,Made,,,,,,,30.0,T. Herro,1629639.0,8.0,,,,,,,,,
661,PT00M35.50S,2022-03-04T02:58:55.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,107,111,2022-03-04T02:58:55Z,6510000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M30.00S,2022-03-04T03:00:43.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,10.068988173455978,57.84313725490197,1610612751,107,111,2022-03-04T03:00:53Z,6520000,-39.0,42.0,1,left,MISS K. Durant fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M27.50S,2022-03-04T03:00:45.7Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,107,111,2022-03-04T03:00:53Z,6530000,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,662.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
664,PT00M27.50S,2022-03-04T03:00:51.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,107,111,2022-03-04T03:00:51Z,6540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M23.50S,2022-03-04T03:01:21.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612748,107,111,2022-03-04T03:01:31Z,6550000,,,0,,P. Mills take personal FOUL (2 PF) (Herro 2 FT),"[201988, 1629639]",1610612751.0,BKN,take,,,Mills,P. Mills,,,,,,,,,,,202037.0,,,,,,2.0,0.0,Herro,1629639.0,,,,,
667,PT00M23.50S,2022-03-04T03:02:04.9Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,107,112,2022-03-04T03:02:04Z,6570000,,,0,,T. Herro Free Throw 1 of 2 (26 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,26.0,,,,,,,,,,,,
668,PT00M23.50S,2022-03-04T03:02:25.3Z,4,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,107,113,2022-03-04T03:02:25Z,6580000,,,0,,T. Herro Free Throw 2 of 2 (27 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,27.0,,,,,,,,,,,,
669,PT00M15.60S,2022-03-04T03:02:34.5Z,4,REGULAR,turnover,lost ball,[],201609,,,1610612751,107,113,2022-03-04T03:02:38Z,6590000,,,0,,G. Dragic lost ball TURNOVER (2 TO),"[201609, 1628389]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,2.0,,,,,,,,,,,Adebayo,1628389.0,
670,PT00M15.60S,2022-03-04T03:02:34.5Z,4,REGULAR,steal,,[],1628389,,,1610612748,107,113,2022-03-04T03:02:36Z,6600000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2022-03-04T03:02:52.3Z,4,REGULAR,period,end,[],0,,,1610612748,107,113,2022-03-04T03:02:52Z,6610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M00.00S,2022-03-04T03:02:56.3Z,4,REGULAR,game,end,[],0,,,0,107,113,2022-03-04T03:02:56Z,6620000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
