actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
553,PT06M08.00S,2021-11-04T01:34:48.0Z,4,REGULAR,substitution,in,[],201142,,,1610612751,109,96,2021-11-04T01:35:02Z,5430000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
554,PT06M08.00S,2021-11-04T01:34:48.0Z,4,REGULAR,substitution,in,[],203992,,,1610612751,109,96,2021-11-04T01:35:02Z,5440000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
555,PT05M50.00S,2021-11-04T01:35:25.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,32.933639947437584,48.77450980392157,1610612751,112,96,2021-11-04T01:36:09Z,5450000,6.0,257.0,1,left,J. Harden 25' 3PT step back (12 PTS),[201935],1610612751.0,BKN,step back,,,,,,25.72,Made,Harden,J. Harden,,,,,12.0,,,,,,,,,,,,,,
556,PT05M50.00S,2021-11-04T01:35:29.7Z,4,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612751,112,96,2021-11-04T01:35:49Z,5460000,,,0,,D. Hunter shooting personal FOUL (3 PF) (Harden 1 FT),"[1629631, 201935]",1610612737.0,ATL,shooting,,,,,,,,Hunter,D. Hunter,,,,,,,,,201638.0,3.0,0.0,Harden,201935.0,,,,,,
558,PT05M50.00S,2021-11-04T01:35:45.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612751,112,96,2021-11-04T01:36:01Z,5480000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,Support 3pt FG
559,PT05M50.00S,2021-11-04T01:36:02.1Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612751,113,96,2021-11-04T01:36:02Z,5490000,,,0,,J. Harden Free Throw 1 of 1 (13 PTS),[201935],1610612751.0,BKN,,,,,,,,Made,Harden,J. Harden,,,,,13.0,,,,,,,,,,,,,,
560,PT05M36.00S,2021-11-04T01:36:21.2Z,4,REGULAR,foul,personal,['2freethrow'],200746,,,1610612737,113,96,2021-11-04T01:36:32Z,5500000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Capela 2 FT),"[200746, 203991]",1610612751.0,BKN,shooting,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,201638.0,1.0,0.0,Capela,203991.0,,,,,,
562,PT05M36.00S,2021-11-04T01:36:48.3Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612737,113,96,2021-11-04T01:36:48Z,5520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M36.00S,2021-11-04T01:37:45.1Z,4,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,113,97,2021-11-04T01:37:45Z,5530000,,,0,,C. Capela Free Throw 1 of 2 (10 PTS),[203991],1610612737.0,ATL,,,,,,,,Made,Capela,C. Capela,,,,,10.0,,,,,,,,,,,,,,
565,PT05M36.00S,2021-11-04T01:37:59.8Z,4,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,113,98,2021-11-04T01:37:59Z,5540000,,,0,,C. Capela Free Throw 2 of 2 (11 PTS),[203991],1610612737.0,ATL,,,,,,,,Made,Capela,C. Capela,,,,,11.0,,,,,,,,,,,,,,
566,PT05M23.00S,2021-11-04T01:38:14.8Z,4,REGULAR,3pt,Jump Shot,[],201988,7.835085413929041,3.431372549019608,1610612751,113,98,2021-11-04T01:38:19Z,5550000,233.0,21.0,1,left,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,,,,23.38,Missed,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
567,PT05M20.00S,2021-11-04T01:38:17.8Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,113,98,2021-11-04T01:38:19Z,5560000,,,0,,T. Young REBOUND (Off:1 Def:5),[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,566.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
568,PT05M12.00S,2021-11-04T01:38:26.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.77463863337714,48.77450980392157,1610612737,113,100,2021-11-04T01:38:31Z,5570000,-6.0,6.0,1,right,C. Capela alley-oop Layup (13 PTS) (J. Collins 2 AST),"[203991, 1628381]",1610612737.0,ATL,alley-oop,,,,,,0.86,Made,Capela,C. Capela,,,,,13.0,J. Collins,1628381.0,2.0,,,,,,,,,,,
570,PT04M48.00S,2021-11-04T01:38:49.1Z,4,REGULAR,3pt,Jump Shot,[],201142,27.677398160315374,20.34313725490196,1610612751,113,100,2021-11-04T01:38:58Z,5590000,148.0,208.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,,,,25.52,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
571,PT04M43.00S,2021-11-04T01:38:54.1Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,113,100,2021-11-04T01:38:58Z,5600000,,,0,,C. Capela REBOUND (Off:4 Def:12),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,570.0,16.0,12.0,4.0,,,,,,,,,,,,,,,
572,PT04M34.00S,2021-11-04T01:39:03.3Z,4,REGULAR,3pt,Jump Shot,[],1628381,94.43166885676742,95.83333333333334,1610612737,113,100,2021-11-04T01:39:10Z,5610000,229.0,0.0,1,right,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,,,,22.92,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
573,PT04M33.00S,2021-11-04T01:39:09.1Z,4,REGULAR,rebound,offensive,[],1629027,,,1610612737,113,100,2021-11-04T01:39:09Z,5620000,,,0,,T. Young REBOUND (Off:2 Def:5),[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,572.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
574,PT04M33.00S,2021-11-04T01:39:09.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,93.38042049934296,51.71568627450981,1610612737,113,100,2021-11-04T01:40:34Z,5630000,9.0,10.0,1,right,MISS T. Young Layup - blocked,"[1629027, 201935]",1610612737.0,ATL,,,,,,,1.3,Missed,Young,T. Young,,,,,,,,,,,,,,,,,Harden,201935.0,
575,PT04M33.00S,2021-11-04T01:39:09.7Z,4,REGULAR,block,,[],201935,,,1610612737,113,100,2021-11-04T01:39:12Z,5640000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
576,PT04M33.00S,2021-11-04T01:39:09.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,113,100,2021-11-04T01:39:20Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,,,
577,PT04M33.00S,2021-11-04T01:39:14.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,113,100,2021-11-04T01:39:14Z,5660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M33.00S,2021-11-04T01:39:15.8Z,4,REGULAR,substitution,out,[],203991,,,1610612737,113,100,2021-11-04T01:39:19Z,5670000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
579,PT04M33.00S,2021-11-04T01:39:15.8Z,4,REGULAR,substitution,in,[],1628989,,,1610612737,113,100,2021-11-04T01:39:19Z,5680000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
580,PT04M30.00S,2021-11-04T01:39:33.8Z,4,REGULAR,foul,personal,[],201142,,,1610612737,113,100,2021-11-04T01:39:52Z,5690000,,,0,,K. Durant personal FOUL (1 PF),"[201142, 203992]",1610612751.0,BKN,,,,,,,,,Durant,K. Durant,,,,,,,,,201638.0,1.0,0.0,Bogdanovic,203992.0,,,,,,
582,PT04M30.00S,2021-11-04T01:39:55.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,113,100,2021-11-04T01:39:55Z,5710000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M30.00S,2021-11-04T01:39:58.9Z,4,REGULAR,substitution,out,[],200746,,,1610612737,113,100,2021-11-04T01:42:13Z,5720000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,
584,PT04M30.00S,2021-11-04T01:39:58.9Z,4,REGULAR,substitution,in,[],201933,,,1610612737,113,100,2021-11-04T01:42:13Z,5730000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,
585,PT04M23.00S,2021-11-04T01:43:17.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,72.22404730617609,37.5,1610612737,113,100,2021-11-04T01:43:21Z,5740000,-62.0,209.0,1,right,MISS T. Young 21' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,,,,21.78,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,,
586,PT04M21.00S,2021-11-04T01:43:19.9Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612737,113,100,2021-11-04T01:43:19Z,5750000,,,0,,J. Collins REBOUND (Off:2 Def:6),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,585.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
587,PT04M21.00S,2021-11-04T01:43:21.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203992,72.88107752956637,82.59803921568627,1610612737,113,100,2021-11-04T01:43:24Z,5760000,163.0,202.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,,,,25.99,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
588,PT04M18.00S,2021-11-04T01:43:24.0Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,113,100,2021-11-04T01:43:24Z,5770000,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,587.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
589,PT04M08.00S,2021-11-04T01:43:33.4Z,4,REGULAR,turnover,bad pass,[],201142,,,1610612751,113,100,2021-11-04T01:43:38Z,5780000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 203992]",1610612751.0,BKN,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,2.0,Bogdanovic,203992.0,,,
590,PT04M08.00S,2021-11-04T01:43:33.4Z,4,REGULAR,steal,,[],203992,,,1610612737,113,100,2021-11-04T01:43:35Z,5790000,,,0,,B. Bogdanovic STEAL (3 STL),[203992],1610612737.0,ATL,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
591,PT04M04.00S,2021-11-04T01:43:37.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203992,90.75229960578186,44.85294117647059,1610612737,113,100,2021-11-04T01:44:14Z,5800000,-26.0,34.0,1,right,MISS B. Bogdanovic running Layup,[203992],1610612737.0,ATL,running,,,,,,4.29,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
592,PT04M00.00S,2021-11-04T01:43:41.4Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612737,113,100,2021-11-04T01:43:44Z,5810000,,,0,,J. Collins REBOUND (Off:3 Def:6),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,591.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
593,PT04M00.00S,2021-11-04T01:43:41.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628381,94.40999984741211,50.0,1610612737,113,100,2021-11-04T01:49:08Z,5820000,0.0,0.0,1,right,MISS J. Collins tip Layup - blocked,"[1628381, 201933]",1610612737.0,ATL,tip,,,,,,0.0,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,Griffin,201933.0,
630,PT04M00.00S,2021-11-04T01:43:41.0Z,4,REGULAR,block,,[],201933,,,1610612737,113,100,2021-11-04T01:49:08Z,5825000,,,0,,B. Griffin BLOCK (1 BLK),[201933],1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,
594,PT03M59.00S,2021-11-04T01:43:42.0Z,4,REGULAR,rebound,defensive,[],201988,,,1610612751,113,100,2021-11-04T01:49:08Z,5830000,,,0,,P. Mills REBOUND (Off:0 Def:3),[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,593.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
595,PT03M56.00S,2021-11-04T01:43:45.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201142,15.193823915900131,95.83333333333334,1610612751,113,100,2021-11-04T01:43:51Z,5840000,-229.0,90.0,1,left,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,,,,24.63,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
596,PT03M53.00S,2021-11-04T01:43:48.5Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,113,100,2021-11-04T01:43:51Z,5850000,,,0,,T. Young REBOUND (Off:2 Def:6),[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,595.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
597,PT03M47.00S,2021-11-04T01:43:55.1Z,4,REGULAR,3pt,Jump Shot,[],1629027,68.41327201051249,68.38235294117648,1610612737,113,100,2021-11-04T01:49:52Z,5860000,92.0,244.0,1,right,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,,,,26.11,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,,
598,PT03M42.00S,2021-11-04T01:44:00.1Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,113,100,2021-11-04T01:44:07Z,5870000,,,0,,B. Griffin REBOUND (Off:4 Def:3),[201933],1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,597.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
599,PT03M29.00S,2021-11-04T01:44:15.5Z,4,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,113,100,2021-11-04T01:44:29Z,5880000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (3 TO),[201142],1610612751.0,BKN,lost ball,,,,,,,,Durant,K. Durant,,,,,,,,,2005.0,,,,,3.0,,,,,
600,PT03M29.00S,2021-11-04T01:44:17.9Z,4,REGULAR,substitution,out,[],201988,,,1610612737,113,100,2021-11-04T01:44:20Z,5890000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
601,PT03M29.00S,2021-11-04T01:44:17.9Z,4,REGULAR,substitution,in,[],203925,,,1610612737,113,100,2021-11-04T01:44:20Z,5900000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
602,PT03M12.00S,2021-11-04T01:44:49.7Z,4,REGULAR,foul,offensive,[],1628989,,,1610612737,113,100,2021-11-04T01:45:11Z,5910000,,,0,,K. Huerter offensive FOUL (1 PF),"[1628989, 1628971]",1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,201639.0,1.0,0.0,Brown,1628971.0,,,,,,
604,PT03M12.00S,2021-11-04T01:44:49.7Z,4,REGULAR,turnover,offensive foul,[],1628989,,,1610612737,113,100,2021-11-04T01:44:49Z,5930000,,,0,,K. Huerter offensive foul TURNOVER (2 TO),[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,201639.0,,,,,2.0,,,,,
605,PT02M50.00S,2021-11-04T01:45:20.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,33.327858081471746,28.431372549019606,1610612751,116,100,2021-11-04T01:45:25Z,5940000,108.0,261.0,1,left,J. Harden 28' 3PT  (16 PTS) (B. Griffin 5 AST),"[201935, 201933]",1610612751.0,BKN,,,,,,,28.22,Made,Harden,J. Harden,,,,,16.0,B. Griffin,201933.0,5.0,,,,,,,,,,,
607,PT02M37.00S,2021-11-04T01:45:32.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,85.75886990801577,51.225490196078425,1610612737,116,100,2021-11-04T01:45:37Z,5960000,6.0,81.0,1,right,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,,,,8.16,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,,
608,PT02M35.00S,2021-11-04T01:45:34.4Z,4,REGULAR,rebound,offensive,[],1629027,,,1610612737,116,100,2021-11-04T01:45:37Z,5970000,,,0,,T. Young REBOUND (Off:3 Def:6),[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,607.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
609,PT02M34.00S,2021-11-04T01:45:35.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629027,91.80354796320631,51.225490196078425,1610612737,116,102,2021-11-04T01:45:54Z,5980000,6.0,25.0,1,right,T. Young tip Layup (17 PTS),[1629027],1610612737.0,ATL,tip,,,,,,2.52,Made,Young,T. Young,,,,,17.0,,,,,,,,,,,,,,
611,PT02M15.00S,2021-11-04T01:46:00.5Z,4,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612751,116,102,2021-11-04T01:46:07Z,6000000,,,0,,D. Hunter shooting personal FOUL (4 PF) (Durant 2 FT),"[1629631, 201142]",1610612737.0,ATL,shooting,,,,,,,,Hunter,D. Hunter,,,,,,,,,201639.0,4.0,0.0,Durant,201142.0,,,,,,
613,PT02M15.00S,2021-11-04T01:46:28.3Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,117,102,2021-11-04T01:46:28Z,6020000,,,0,,K. Durant Free Throw 1 of 2 (32 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,Durant,K. Durant,,,,,32.0,,,,,,,,,,,,,,
614,PT02M15.00S,2021-11-04T01:46:28.3Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,117,102,2021-11-04T01:46:46Z,6030000,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612751.0,BKN,,,,,,,,Missed,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
615,PT02M13.00S,2021-11-04T01:46:30.3Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,117,102,2021-11-04T01:46:46Z,6040000,,,0,,J. Collins REBOUND (Off:3 Def:7),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,614.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
616,PT02M05.00S,2021-11-04T01:46:53.1Z,4,REGULAR,2pt,Jump Shot,[],1628381,78.53153745072274,50.245098039215684,1610612737,117,104,2021-11-04T01:47:10Z,6050000,1.0,149.0,1,right,J. Collins 14' Jump Shot (13 PTS) (T. Young 10 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,,,,14.93,Made,Collins,J. Collins,,,,,13.0,T. Young,1629027.0,10.0,,,,,,,,,,,
618,PT01M36.00S,2021-11-04T01:47:23.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.652431011826544,55.392156862745104,1610612751,117,104,2021-11-04T01:47:27Z,6070000,-27.0,10.0,1,left,MISS B. Brown driving reverse Layup,[1628971],1610612751.0,BKN,driving reverse,,,,,,2.88,Missed,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
619,PT01M33.00S,2021-11-04T01:47:26.0Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,117,104,2021-11-04T01:47:27Z,6080000,,,0,,J. Collins REBOUND (Off:3 Def:8),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,618.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
620,PT01M27.00S,2021-11-04T01:47:31.1Z,4,REGULAR,3pt,Jump Shot,[],1628381,68.15045992115637,36.029411764705884,1610612737,117,104,2021-11-04T01:47:35Z,6090000,-70.0,247.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,,,,25.66,Missed,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
621,PT01M24.00S,2021-11-04T01:47:34.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612751,117,104,2021-11-04T01:47:35Z,6100000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,620.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
622,PT01M02.00S,2021-11-04T01:47:56.4Z,4,REGULAR,3pt,Jump Shot,[],201935,32.14520367936925,56.61764705882353,1610612751,117,104,2021-11-04T01:48:06Z,6110000,-33.0,250.0,1,left,MISS J. Harden 25' pullup 3PT - blocked,"[201935, 1628989]",1610612751.0,BKN,pullup,,,,,,25.19,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,Huerter,1628989.0,
623,PT01M02.00S,2021-11-04T01:47:56.4Z,4,REGULAR,block,,[],1628989,,,1610612751,117,104,2021-11-04T01:48:02Z,6120000,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
624,PT01M02.00S,2021-11-04T01:47:56.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,117,104,2021-11-04T01:48:06Z,6130000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,622.0,,,,,,,,,,,,,,,,,,
625,PT01M02.00S,2021-11-04T01:48:04.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,117,104,2021-11-04T01:48:15Z,6140000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,
626,PT00M57.00S,2021-11-04T01:48:17.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201933,,,1610612737,117,104,2021-11-04T01:48:32Z,6150000,,,0,,B. Griffin personal FOUL (4 PF) (Young 2 FT),"[201933, 1629027]",1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,,,,,,,,,2005.0,4.0,0.0,Young,1629027.0,,,,,,
628,PT00M57.00S,2021-11-04T01:48:47.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,117,105,2021-11-04T01:48:47Z,6170000,,,0,,T. Young Free Throw 1 of 2 (18 PTS),[1629027],1610612737.0,ATL,,,,,,,,Made,Young,T. Young,,,,,18.0,,,,,,,,,,,,,,
629,PT00M57.00S,2021-11-04T01:49:01.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,117,106,2021-11-04T01:49:01Z,6180000,,,0,,T. Young Free Throw 2 of 2 (19 PTS),[1629027],1610612737.0,ATL,,,,,,,,Made,Young,T. Young,,,,,19.0,,,,,,,,,,,,,,
631,PT00M40.10S,2021-11-04T01:49:20.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203925,5.469776609724048,48.28431372549019,1610612751,117,106,2021-11-04T01:49:24Z,6190000,9.0,-1.0,1,left,MISS J. Harris driving Layup,[203925],1610612751.0,BKN,driving,,,,,,0.87,Missed,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
633,PT00M36.40S,2021-11-04T01:49:23.9Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,117,106,2021-11-04T01:49:24Z,6210000,,,0,,J. Collins REBOUND (Off:3 Def:9),[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,631.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
634,PT00M35.10S,2021-11-04T01:49:27.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612737,117,106,2021-11-04T01:49:51Z,6220000,,,0,,K. Durant shooting personal FOUL (2 PF) (Young 2 FT),"[201142, 1629027]",1610612751.0,BKN,shooting,,,,,,,,Durant,K. Durant,,,,,,,,,201638.0,2.0,0.0,Young,1629027.0,,,,,,
636,PT00M35.10S,2021-11-04T01:49:52.4Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,117,107,2021-11-04T01:49:52Z,6240000,,,0,,T. Young Free Throw 1 of 2 (20 PTS),[1629027],1610612737.0,ATL,,,,,,,,Made,Young,T. Young,,,,,20.0,,,,,,,,,,,,,,
637,PT00M35.10S,2021-11-04T01:50:06.9Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,117,108,2021-11-04T01:50:06Z,6250000,,,0,,T. Young Free Throw 2 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,,,,,Made,Young,T. Young,,,,,21.0,,,,,,,,,,,,,,
638,PT00M10.80S,2021-11-04T01:50:36.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,117,108,2021-11-04T01:50:44Z,6260000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,,,
639,PT00M00.00S,2021-11-04T01:50:55.9Z,4,REGULAR,period,end,[],0,,,1610612737,117,108,2021-11-04T01:50:55Z,6270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M00.00S,2021-11-04T01:50:58.7Z,4,REGULAR,game,end,[],0,,,0,117,108,2021-11-04T01:50:58Z,6280000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
