actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
448,PT02M56.00S,2021-12-09T04:46:01.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630169,,,1610612753,98,89,2021-12-09T04:46:15Z,4410000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Ross 1 FT),"[1630169, 203082]",1610612758.0,SAC,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Ross,203082.0,,,
450,PT02M56.00S,2021-12-09T04:46:22.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203082,,,1610612753,98,90,2021-12-09T04:46:22Z,4430000,,,0,,T. Ross Free Throw 1 of 1 (14 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
451,PT02M53.00S,2021-12-09T04:46:31.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612758,98,90,2021-12-09T04:46:31Z,4440000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M34.00S,2021-12-09T04:48:19.9Z,3,REGULAR,2pt,Jump Shot,[],1630558,23.603810775295663,53.431372549019606,1610612758,100,90,2021-12-09T04:48:25Z,4450000,-17.0,169.0,1,left,D. Mitchell 17' pullup Jump Shot (13 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,17.03,Made,13.0,,,,,,,,,,,,,,,,,,
453,PT02M22.00S,2021-12-09T04:48:31.9Z,3,REGULAR,turnover,bad pass,[],203082,,,1610612753,100,90,2021-12-09T04:48:37Z,4460000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 203458]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,1.0,Len,203458.0,,,,,,,,,,,,,,,
454,PT02M22.00S,2021-12-09T04:48:31.9Z,3,REGULAR,steal,,[],203458,,,1610612758,100,90,2021-12-09T04:49:03Z,4470000,,,0,,A. Len STEAL (1 STL),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M10.00S,2021-12-09T04:48:43.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,21.76412614980289,9.558823529411764,1610612758,100,90,2021-12-09T04:48:49Z,4480000,202.0,152.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
456,PT02M07.00S,2021-12-09T04:48:46.2Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,100,90,2021-12-09T04:48:49Z,4490000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,455.0,9.0,8.0,1.0,,,,,,,
457,PT01M59.00S,2021-12-09T04:48:54.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,89.43823915900131,61.76470588235294,1610612753,100,90,2021-12-09T04:49:00Z,4500000,59.0,47.0,1,right,MISS W. Carter Jr. 7' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
458,PT01M56.00S,2021-12-09T04:48:57.2Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,100,90,2021-12-09T04:48:57Z,4510000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,457.0,10.0,8.0,2.0,,,,,,,
459,PT01M54.00S,2021-12-09T04:49:00.0Z,3,REGULAR,turnover,lost ball,[],1630175,,,1610612753,100,90,2021-12-09T04:52:18Z,4520000,,,0,,C. Anthony lost ball TURNOVER (3 TO),"[1630175, 1628963]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,3.0,Bagley III,1628963.0,,,,,,,,,,,,,,,
460,PT01M54.00S,2021-12-09T04:49:00.0Z,3,REGULAR,steal,,[],1628963,,,1610612758,100,90,2021-12-09T04:49:02Z,4530000,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M53.00S,2021-12-09T04:49:08.9Z,3,REGULAR,foul,personal,[],203082,,,1610612758,100,90,2021-12-09T04:53:18Z,4540000,,,0,,T. Ross take personal FOUL (1 PF),"[203082, 1628963]",1610612753.0,ORL,take,,,Ross,T. Ross,,,,,,,,,,,,,,1627529.0,,,,,1.0,0.0,Bagley III,1628963.0,,,
463,PT01M53.00S,2021-12-09T04:49:25.3Z,3,REGULAR,substitution,out,[],201577,,,1610612758,100,90,2021-12-09T04:49:31Z,4560000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT01M53.00S,2021-12-09T04:49:25.3Z,3,REGULAR,substitution,in,[],1628964,,,1610612758,100,90,2021-12-09T04:49:31Z,4570000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT01M47.00S,2021-12-09T04:49:42.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612758,100,90,2021-12-09T04:49:56Z,4580000,,,0,,C. Anthony personal FOUL (2 PF) (Mitchell 2 FT),"[1630175, 1630558]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,1627529.0,,,,,2.0,0.0,Mitchell,1630558.0,,,
467,PT01M47.00S,2021-12-09T04:50:02.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630558,,,1610612758,101,90,2021-12-09T04:50:02Z,4600000,,,0,,D. Mitchell Free Throw 1 of 2 (14 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
468,PT01M47.00S,2021-12-09T04:50:05.1Z,3,REGULAR,substitution,out,[],1630532,,,1610612758,101,90,2021-12-09T04:50:13Z,4610000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M47.00S,2021-12-09T04:50:05.1Z,3,REGULAR,substitution,in,[],1629643,,,1610612758,101,90,2021-12-09T04:50:13Z,4620000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M47.00S,2021-12-09T04:50:23.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630558,,,1610612758,102,90,2021-12-09T04:50:23Z,4630000,,,0,,D. Mitchell Free Throw 2 of 2 (15 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
471,PT01M35.00S,2021-12-09T04:50:38.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,82.47371879106439,45.34313725490196,1610612753,102,90,2021-12-09T04:50:46Z,4640000,-23.0,112.0,1,right,MISS C. Anthony 11' floating Shot - blocked,"[1630175, 203458]",1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,11.46,Missed,,,,,,,,,,,,,,,,,Len,203458.0,
472,PT01M35.00S,2021-12-09T04:50:38.0Z,3,REGULAR,block,,[],203458,,,1610612753,102,90,2021-12-09T04:50:40Z,4650000,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M31.00S,2021-12-09T04:50:42.0Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,102,90,2021-12-09T04:50:46Z,4660000,,,0,,A. Len REBOUND (Off:0 Def:4),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,471.0,4.0,4.0,0.0,,,,,,,
474,PT01M30.00S,2021-12-09T04:50:49.9Z,3,REGULAR,turnover,out-of-bounds,[],203458,,,1610612758,102,90,2021-12-09T04:55:53Z,4670000,,,0,,A. Len bad pass out-of-bounds TURNOVER (1 TO),[203458],1610612758.0,SAC,bad pass,,,Len,A. Len,,,,,,,,1.0,,,,,,202037.0,,,,,,,,,,,
475,PT01M30.00S,2021-12-09T04:50:59.3Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,102,90,2021-12-09T04:51:03Z,4680000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M30.00S,2021-12-09T04:50:59.3Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,102,90,2021-12-09T04:51:03Z,4690000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M09.00S,2021-12-09T04:51:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,92.9862023653088,45.588235294117645,1610612753,102,92,2021-12-09T04:51:31Z,4700000,-22.0,13.0,1,right,W. Carter Jr. cutting Layup (12 PTS) (R. Hampton 1 AST),"[1628976, 1630181]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,2.58,Made,12.0,,,,R. Hampton,1630181.0,1.0,,,,,,,,,,,,
479,PT00M58.80S,2021-12-09T04:51:37.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.178055190538765,54.90196078431373,1610612758,102,92,2021-12-09T04:51:43Z,4720000,-25.0,15.0,1,left,MISS M. Bagley III driving Layup,[1628963],1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
480,PT00M54.40S,2021-12-09T04:51:41.4Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612758,102,92,2021-12-09T04:51:41Z,4730000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,479.0,2.0,1.0,1.0,,,,,,,
481,PT00M53.50S,2021-12-09T04:51:46.2Z,3,REGULAR,foul,offensive,['inpenalty'],203458,,,1610612758,102,92,2021-12-09T04:51:58Z,4740000,,,0,,A. Len offensive FOUL (4 PF),"[203458, 1629643]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,1627529.0,,,,,4.0,0.0,Okeke,1629643.0,,,
483,PT00M53.50S,2021-12-09T04:51:46.2Z,3,REGULAR,turnover,offensive foul,[],203458,,,1610612758,102,92,2021-12-09T04:51:46Z,4760000,,,0,,A. Len offensive foul TURNOVER (2 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,2.0,,,,,,1627529.0,,,,,,,,,,,
484,PT00M36.60S,2021-12-09T04:52:17.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,93.77463863337714,3.1862745098039214,1610612753,102,92,2021-12-09T04:52:24Z,4770000,-234.0,6.0,1,right,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
485,PT00M33.00S,2021-12-09T04:52:20.9Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612758,102,92,2021-12-09T04:52:24Z,4780000,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,484.0,4.0,3.0,1.0,,,,,,,
486,PT00M30.20S,2021-12-09T04:52:23.5Z,3,REGULAR,3pt,Jump Shot,[],1627741,39.10972404730618,49.26470588235294,1610612758,102,92,2021-12-09T04:52:37Z,4790000,4.0,315.0,1,left,MISS B. Hield 31' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,31.51,Missed,,,,,,,,,,,,,,,,,,,
487,PT00M25.80S,2021-12-09T04:52:27.9Z,3,REGULAR,rebound,offensive,[],1630558,,,1610612758,102,92,2021-12-09T04:52:27Z,4800000,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,486.0,2.0,1.0,1.0,,,,,,,
488,PT00M23.70S,2021-12-09T04:52:31.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,29.25427069645204,24.264705882352942,1610612758,102,92,2021-12-09T04:52:46Z,4810000,129.0,222.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
489,PT00M20.70S,2021-12-09T04:52:34.7Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612758,102,92,2021-12-09T04:52:46Z,4820000,,,0,,M. Bagley III REBOUND (Off:2 Def:3),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,488.0,5.0,3.0,2.0,,,,,,,
490,PT00M20.70S,2021-12-09T04:52:37.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628963,5.590000152587891,50.0,1610612758,104,92,2021-12-09T04:52:37Z,4830000,0.0,0.0,1,left,M. Bagley III tip DUNK (12 PTS),[1628963],1610612758.0,SAC,tip,,,Bagley III,M. Bagley III,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,,
491,PT00M02.00S,2021-12-09T04:52:56.8Z,3,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,104,92,2021-12-09T04:53:05Z,4840000,,,0,,C. Okeke bad pass out-of-bounds TURNOVER (1 TO),[1629643],1610612753.0,ORL,bad pass,,,Okeke,C. Okeke,,,,,,,,1.0,,,,,,1627529.0,,,,,,,,,,,
492,PT00M00.00S,2021-12-09T04:53:07.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,65.78515111695138,77.20588235294117,1610612758,104,92,2021-12-09T04:53:36Z,4850000,-136.0,566.0,1,left,MISS D. Mitchell 58' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,58.2,Missed,,,,,,,,,,,,,,,,,,,
493,PT00M00.00S,2021-12-09T04:53:07.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,104,92,2021-12-09T04:53:36Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,,,
494,PT00M00.00S,2021-12-09T04:53:13.1Z,3,REGULAR,period,end,[],0,,,1610612758,104,92,2021-12-09T04:53:13Z,4870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-12-09T04:55:15.1Z,4,REGULAR,substitution,out,['startperiod'],1628976,,,1610612758,104,92,2021-12-09T04:55:54Z,4880000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-12-09T04:55:15.1Z,4,REGULAR,substitution,in,['startperiod'],201577,,,1610612758,104,92,2021-12-09T04:55:54Z,4890000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-12-09T04:55:51.4Z,4,REGULAR,period,start,[],0,,,1610612758,104,92,2021-12-09T04:55:55Z,4900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M40.00S,2021-12-09T04:56:09.8Z,4,REGULAR,2pt,Jump Shot,[],1627741,25.312089356110377,64.4607843137255,1610612758,104,92,2021-12-09T04:56:14Z,4920000,-72.0,185.0,1,left,MISS B. Hield 19' pullup Shot,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,19.9,Missed,,,,,,,,,,,,,,,,,,,
500,PT11M38.00S,2021-12-09T04:56:11.8Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,104,92,2021-12-09T04:56:14Z,4930000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,499.0,1.0,1.0,0.0,,,,,,,
501,PT11M26.00S,2021-12-09T04:56:24.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201577,87.59855453350855,58.57843137254902,1610612753,104,94,2021-12-09T04:56:30Z,4940000,43.0,64.0,1,right,R. Lopez 7' Hook (9 PTS) (M. Bamba 1 AST),"[201577, 1628964]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,7.71,Made,9.0,,,,M. Bamba,1628964.0,1.0,,,,,,,,,,,,
503,PT11M16.00S,2021-12-09T04:56:39.9Z,4,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612758,104,94,2021-12-09T04:57:04Z,4960000,,,0,,M. Bamba shooting personal FOUL (3 PF) (Mitchell 2 FT),"[1628964, 1630558]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,202037.0,,,,,3.0,1.0,Mitchell,1630558.0,,,
505,PT11M16.00S,2021-12-09T04:57:09.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,104,94,2021-12-09T04:57:09Z,4980000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M16.00S,2021-12-09T04:57:13.8Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612758,104,94,2021-12-09T04:59:50Z,4990000,,,0,,,[],1610612753.0,ORL,stands,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,
507,PT11M16.00S,2021-12-09T04:59:54.5Z,4,REGULAR,substitution,out,[],1627741,,,1610612758,104,94,2021-12-09T05:00:13Z,5000000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M16.00S,2021-12-09T04:59:54.5Z,4,REGULAR,substitution,in,[],1629056,,,1610612758,104,94,2021-12-09T05:00:13Z,5010000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT11M16.00S,2021-12-09T05:00:16.7Z,4,REGULAR,freethrow,1 of 2,[],1630558,,,1610612758,104,94,2021-12-09T05:00:16Z,5020000,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
510,PT11M16.00S,2021-12-09T05:00:16.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,104,94,2021-12-09T05:00:16Z,5030000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,509.0,,,,,,,,,,
511,PT11M16.00S,2021-12-09T05:00:29.8Z,4,REGULAR,freethrow,2 of 2,[],1630558,,,1610612758,105,94,2021-12-09T05:00:29Z,5040000,,,0,,D. Mitchell Free Throw 2 of 2 (16 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
512,PT10M53.00S,2021-12-09T05:00:53.3Z,4,REGULAR,3pt,Jump Shot,[],1630181,68.67608409986859,68.62745098039215,1610612753,105,94,2021-12-09T05:01:00Z,5050000,93.0,242.0,1,right,MISS R. Hampton 25' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
513,PT10M47.00S,2021-12-09T05:00:59.3Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,105,94,2021-12-09T05:00:59Z,5060000,,,0,,M. Bamba REBOUND (Off:5 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,512.0,8.0,3.0,5.0,,,,,,,
514,PT10M46.00S,2021-12-09T05:00:59.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628964,92.46057818659659,45.588235294117645,1610612753,105,94,2021-12-09T05:04:39Z,5070000,-22.0,18.0,1,right,MISS M. Bamba putback Layup,[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,,
515,PT10M44.00S,2021-12-09T05:01:02.6Z,4,REGULAR,rebound,offensive,[],201577,,,1610612753,105,94,2021-12-09T05:01:02Z,5080000,,,0,,R. Lopez REBOUND (Off:4 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,514.0,4.0,0.0,4.0,,,,,,,
516,PT10M43.00S,2021-12-09T05:01:03.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201577,92.72339027595268,46.32352941176471,1610612753,105,96,2021-12-09T05:04:55Z,5090000,-18.0,16.0,1,right,R. Lopez putback Layup (11 PTS),[201577],1610612753.0,ORL,putback,,,Lopez,R. Lopez,,,,,2.43,Made,11.0,,,,,,,,,,,,,,,,,,
517,PT10M37.00S,2021-12-09T05:01:08.4Z,4,REGULAR,3pt,Jump Shot,[],1630169,27.414586070959263,79.41176470588235,1610612758,108,96,2021-12-09T05:01:13Z,5100000,-147.0,205.0,1,left,T. Haliburton 25' 3PT  (10 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.25,Made,10.0,,,,,,,,,,,,,,,,,,
518,PT10M23.00S,2021-12-09T05:01:23.2Z,4,REGULAR,2pt,Jump Shot,[],203082,69.99014454664915,46.81372549019608,1610612753,108,96,2021-12-09T05:01:30Z,5110000,-16.0,230.0,1,right,MISS T. Ross 23' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
519,PT10M22.00S,2021-12-09T05:01:24.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,108,96,2021-12-09T05:01:30Z,5120000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,518.0,,,,,,,,,,
520,PT10M22.00S,2021-12-09T05:01:30.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,108,96,2021-12-09T05:01:30Z,5130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT10M10.00S,2021-12-09T05:01:57.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,9.017739816031538,36.76470588235294,1610612758,110,96,2021-12-09T05:02:15Z,5140000,66.0,32.0,1,left,T. Haliburton 7' driving floating bank Jump Shot (12 PTS),[1630169],1610612758.0,SAC,driving floating bank,,,Haliburton,T. Haliburton,,,,,7.37,Made,12.0,,,,,,,,,,,,,,,,,,
522,PT09M54.00S,2021-12-09T05:02:13.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,88.78120893561103,46.07843137254902,1610612753,110,96,2021-12-09T05:02:20Z,5150000,-20.0,53.0,1,right,MISS R. Hampton running Layup,[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,5.65,Missed,,,,,,,,,,,,,,,,,,,
523,PT09M54.00S,2021-12-09T05:02:13.0Z,4,REGULAR,rebound,offensive,[],1630181,,,1610612753,110,96,2021-12-09T05:02:20Z,5160000,,,0,,R. Hampton REBOUND (Off:1 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,522.0,2.0,1.0,1.0,,,,,,,
524,PT09M51.00S,2021-12-09T05:02:16.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630181,94.40999984741211,50.0,1610612753,110,96,2021-12-09T05:02:16Z,5170000,0.0,0.0,1,right,MISS R. Hampton tip Layup,[1630181],1610612753.0,ORL,tip,,,Hampton,R. Hampton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
525,PT09M51.00S,2021-12-09T05:02:16.8Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612758,110,96,2021-12-09T05:02:16Z,5180000,,,0,,M. Bagley III REBOUND (Off:2 Def:4),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,524.0,6.0,4.0,2.0,,,,,,,
526,PT09M41.00S,2021-12-09T05:02:26.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203458,10.33180026281209,52.69607843137255,1610612758,112,96,2021-12-09T05:02:32Z,5190000,-13.0,45.0,1,left,A. Len turnaround Hook (4 PTS) (D. Mitchell 4 AST),"[203458, 1630558]",1610612758.0,SAC,turnaround,,,Len,A. Len,,,,,4.66,Made,4.0,,,,D. Mitchell,1630558.0,4.0,,,,,,,,,,,,
528,PT09M26.00S,2021-12-09T05:02:40.8Z,4,REGULAR,3pt,Jump Shot,[],1628964,70.51576872536137,74.01960784313727,1610612753,112,99,2021-12-09T05:02:45Z,5210000,120.0,225.0,1,right,M. Bamba 25' 3PT  (14 PTS) (R. Hampton 2 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.48,Made,14.0,,,,R. Hampton,1630181.0,2.0,,,,,,,,,,,,
530,PT09M11.00S,2021-12-09T05:02:56.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,6.258212877792378,48.03921568627451,1610612758,114,99,2021-12-09T05:03:01Z,5230000,10.0,6.0,1,left,A. Len alley-oop DUNK (6 PTS) (T. Haliburton 9 AST),"[203458, 1630169]",1610612758.0,SAC,alley-oop,,,Len,A. Len,,,,,1.17,Made,6.0,,,,T. Haliburton,1630169.0,9.0,,,,,,,,,,,,
532,PT08M54.00S,2021-12-09T05:03:13.7Z,4,REGULAR,3pt,Jump Shot,[],1629643,92.46057818659659,95.83333333333334,1610612753,114,99,2021-12-09T05:03:17Z,5250000,229.0,18.0,1,right,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
533,PT08M50.00S,2021-12-09T05:03:17.7Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612758,114,99,2021-12-09T05:03:17Z,5260000,,,0,,T. Davis REBOUND (Off:0 Def:5),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,532.0,5.0,5.0,0.0,,,,,,,
534,PT08M46.00S,2021-12-09T05:03:21.4Z,4,REGULAR,3pt,Jump Shot,[],1628963,7.178055190538765,2.696078431372549,1610612758,114,99,2021-12-09T05:03:27Z,5270000,237.0,15.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
