actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
518,PT08M34.00S,2021-11-21T05:13:41.1Z,4,REGULAR,3pt,Jump Shot,[],1627741,31.750985545335087,53.431372549019606,1610612758,85,98,2021-11-21T05:16:57Z,5110000,-17.0,246.0,1,left,B. Hield 24' 3PT step back (13 PTS),[1627741],1610612758.0,SAC,step back,,,Hield,B. Hield,,,,,24.66,Made,,,,,,,13.0,,,,,,,,,,,,
519,PT08M17.00S,2021-11-21T05:13:58.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.24901445466492,53.18627450980392,1610612762,85,100,2021-11-21T05:14:05Z,5120000,16.0,11.0,1,right,R. Gobert alley-oop DUNK (19 PTS) (J. Ingles 3 AST),"[203497, 204060]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,1.93,Made,,,,,,,19.0,J. Ingles,204060.0,3.0,,,,,,,,,
521,PT08M03.00S,2021-11-21T05:14:12.3Z,4,REGULAR,3pt,Jump Shot,[],1629002,28.465834428383708,75.0,1610612758,85,100,2021-11-21T05:14:24Z,5140000,-125.0,215.0,1,left,MISS C. Metu 24' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
522,PT08M01.00S,2021-11-21T05:14:14.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,85,100,2021-11-21T05:14:24Z,5150000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,,,,
523,PT08M01.00S,2021-11-21T05:14:22.7Z,4,REGULAR,foul,personal,[],1627741,,,1610612762,85,100,2021-11-21T05:18:23Z,5160000,,,0,,B. Hield loose ball personal FOUL (1 PF),"[1627741, 203903]",1610612758.0,SAC,loose ball,,,Hield,B. Hield,,,,,,,,,,,,,,,,,202027.0,1.0,1.0,Clarkson,203903.0,,,,
525,PT08M01.00S,2021-11-21T05:14:31.2Z,4,REGULAR,substitution,out,[],201144,,,1610612762,85,100,2021-11-21T05:14:41Z,5180000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M01.00S,2021-11-21T05:14:31.2Z,4,REGULAR,substitution,out,[],203497,,,1610612762,85,100,2021-11-21T05:14:41Z,5190000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M01.00S,2021-11-21T05:14:31.2Z,4,REGULAR,substitution,in,[],1628378,,,1610612762,85,100,2021-11-21T05:14:41Z,5200000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M01.00S,2021-11-21T05:14:31.2Z,4,REGULAR,substitution,in,[],202355,,,1610612762,85,100,2021-11-21T05:14:41Z,5210000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M43.00S,2021-11-21T05:15:00.1Z,4,REGULAR,turnover,lost ball,[],200752,,,1610612762,85,100,2021-11-21T05:15:13Z,5220000,,,0,,R. Gay lost ball TURNOVER (1 TO),"[200752, 1630169]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,
530,PT07M43.00S,2021-11-21T05:15:00.1Z,4,REGULAR,steal,,[],1630169,,,1610612758,85,100,2021-11-21T05:20:41Z,5230000,,,0,,T. Haliburton STEAL (4 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M40.00S,2021-11-21T05:15:04.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630169,6.521024967148489,48.28431372549019,1610612758,87,100,2021-11-21T05:21:34Z,5240000,9.0,9.0,1,left,T. Haliburton running DUNK (14 PTS) (H. Barnes 4 AST),"[1630169, 203084]",1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,1.23,Made,,,,,,,14.0,H. Barnes,203084.0,4.0,,,,,,,,,
532,PT07M22.00S,2021-11-21T05:15:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,88.12417871222075,49.50980392156863,1610612762,87,102,2021-11-21T05:22:13Z,5250000,-2.0,59.0,1,right,D. Mitchell driving floating Jump Shot (20 PTS),[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,5.92,Made,,,,,,,20.0,,,,,,,,,,,,
533,PT07M08.00S,2021-11-21T05:15:35.7Z,4,REGULAR,turnover,lost ball,[],1628368,,,1610612758,87,102,2021-11-21T05:15:44Z,5260000,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1628378]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,
534,PT07M08.00S,2021-11-21T05:15:35.7Z,4,REGULAR,steal,,[],1628378,,,1610612762,87,102,2021-11-21T05:15:38Z,5270000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT07M02.00S,2021-11-21T05:15:41.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203903,77.4802890932983,9.313725490196079,1610612762,87,105,2021-11-21T05:23:43Z,5280000,-203.0,159.0,1,right,J. Clarkson 25' 3PT running pullup (16 PTS) (D. Mitchell 4 AST),"[203903, 1628378]",1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,25.83,Made,,,,,,,16.0,D. Mitchell,1628378.0,4.0,,,,,,,,,
537,PT06M48.00S,2021-11-21T05:15:54.3Z,4,REGULAR,3pt,Jump Shot,[],1630169,32.802233902759525,39.705882352941174,1610612758,90,105,2021-11-21T05:16:02Z,5300000,51.0,256.0,1,left,T. Haliburton 26' 3PT  (17 PTS) (D. Fox 2 AST),"[1630169, 1628368]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,26.09,Made,,,,,,,17.0,D. Fox,1628368.0,2.0,,,,,,,,,
539,PT06M46.00S,2021-11-21T05:16:04.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,90,105,2021-11-21T05:16:04Z,5320000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M46.00S,2021-11-21T05:18:24.8Z,4,REGULAR,substitution,out,[],204060,,,1610612762,90,105,2021-11-21T05:18:56Z,5330000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M46.00S,2021-11-21T05:18:24.8Z,4,REGULAR,substitution,out,[],200752,,,1610612762,90,105,2021-11-21T05:18:56Z,5340000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M46.00S,2021-11-21T05:18:24.8Z,4,REGULAR,substitution,in,[],1626220,,,1610612762,90,105,2021-11-21T05:18:56Z,5350000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M46.00S,2021-11-21T05:18:24.8Z,4,REGULAR,substitution,in,[],202711,,,1610612762,90,105,2021-11-21T05:18:56Z,5360000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M30.00S,2021-11-21T05:19:11.5Z,4,REGULAR,foul,personal,['2freethrow'],203084,,,1610612762,90,105,2021-11-21T05:19:21Z,5370000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Whiteside 2 FT),"[203084, 202355]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Whiteside,202355.0,,,,
546,PT06M30.00S,2021-11-21T05:19:37.0Z,4,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,90,106,2021-11-21T05:19:37Z,5390000,,,0,,H. Whiteside Free Throw 1 of 2 (3 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
547,PT06M30.00S,2021-11-21T05:19:38.9Z,4,REGULAR,substitution,out,[],1629002,,,1610612762,90,106,2021-11-21T05:19:46Z,5400000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M30.00S,2021-11-21T05:19:38.9Z,4,REGULAR,substitution,in,[],1626158,,,1610612762,90,106,2021-11-21T05:19:46Z,5410000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M30.00S,2021-11-21T05:19:58.0Z,4,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,90,107,2021-11-21T05:19:58Z,5420000,,,0,,H. Whiteside Free Throw 2 of 2 (4 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
550,PT06M19.00S,2021-11-21T05:20:14.4Z,4,REGULAR,3pt,Jump Shot,[],1630169,23.47240473061761,12.745098039215685,1610612758,90,107,2021-11-21T05:25:14Z,5430000,186.0,168.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
551,PT06M19.00S,2021-11-21T05:20:14.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,90,107,2021-11-21T05:20:24Z,5440000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,,
552,PT06M18.00S,2021-11-21T05:20:20.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,90,107,2021-11-21T05:20:20Z,5450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M04.00S,2021-11-21T05:20:33.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,92.59198423127464,47.05882352941176,1610612762,90,109,2021-11-21T05:20:42Z,5460000,-15.0,17.0,1,right,H. Whiteside alley-oop DUNK (6 PTS) (R. O'Neale 4 AST),"[202355, 1626220]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,2.25,Made,,,,,,,6.0,R. O'Neale,1626220.0,4.0,,,,,,,,,
555,PT05M51.00S,2021-11-21T05:20:48.6Z,4,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612758,90,109,2021-11-21T05:20:58Z,5480000,,,0,,T. Haliburton lost ball out-of-bounds TURNOVER (2 TO),[1630169],1610612758.0,SAC,lost ball,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,203177.0,,,,,2.0,,,
588,PT05M51.00S,2021-11-21T05:20:58.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,90,109,2021-11-21T05:25:53Z,5485000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M35.00S,2021-11-21T05:21:08.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628378,89.30683311432325,42.15686274509804,1610612762,90,111,2021-11-21T05:26:26Z,5490000,-39.0,48.0,1,right,D. Mitchell 6' driving Hook (22 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,6.2,Made,,,,,,,22.0,,,,,,,,,,,,
558,PT05M22.00S,2021-11-21T05:21:22.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,5.732588699080158,63.23529411764706,1610612758,92,111,2021-11-21T05:21:29Z,5500000,-66.0,1.0,1,left,R. Holmes 6' Hook (20 PTS) (B. Hield 3 AST),"[1626158, 1627741]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,6.62,Made,,,,,,,20.0,B. Hield,1627741.0,3.0,,,,,,,,,
560,PT05M03.00S,2021-11-21T05:21:41.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.77463863337714,58.57843137254902,1610612762,92,111,2021-11-21T05:28:03Z,5520000,43.0,6.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,4.33,Missed,,,,,,,,,,,,,,,,,,,
561,PT05M03.00S,2021-11-21T05:21:41.0Z,4,REGULAR,rebound,offensive,[],202355,,,1610612762,92,111,2021-11-21T05:28:03Z,5530000,,,0,,H. Whiteside REBOUND (Off:2 Def:8),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,560.0,,,10.0,8.0,2.0,,,,,,,,,,,,,
562,PT05M03.00S,2021-11-21T05:21:44.7Z,4,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612762,92,111,2021-11-21T05:21:51Z,5540000,,,0,,R. Holmes shooting personal FOUL (4 PF) (Whiteside 2 FT),"[1626158, 202355]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,203177.0,4.0,0.0,Whiteside,202355.0,,,,
564,PT05M03.00S,2021-11-21T05:22:11.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],202355,,,1610612762,92,112,2021-11-21T05:22:11Z,5560000,,,0,,H. Whiteside Free Throw 1 of 2 (7 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
565,PT05M03.00S,2021-11-21T05:22:26.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],202355,,,1610612762,92,113,2021-11-21T05:22:26Z,5570000,,,0,,H. Whiteside Free Throw 2 of 2 (8 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
566,PT04M51.00S,2021-11-21T05:22:40.5Z,4,REGULAR,3pt,Jump Shot,[],1627741,24.26084099868594,84.55882352941177,1610612758,95,113,2021-11-21T05:29:01Z,5580000,-173.0,176.0,1,left,B. Hield 24' 3PT pullup (16 PTS) (D. Fox 3 AST),"[1627741, 1628368]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,24.64,Made,,,,,,,16.0,D. Fox,1628368.0,3.0,,,,,,,,,
568,PT04M37.00S,2021-11-21T05:22:57.8Z,4,REGULAR,violation,kicked ball,[],1628368,,,1610612762,95,113,2021-11-21T05:23:06Z,5600000,,,0,,D. Fox kicked ball VIOLATION,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,203177.0,,,,,,,,
569,PT04M21.00S,2021-11-21T05:23:21.3Z,4,REGULAR,3pt,Jump Shot,[],1626220,91.80354796320631,96.32352941176471,1610612762,95,113,2021-11-21T05:23:28Z,5610000,232.0,25.0,1,right,MISS R. O'Neale fadeaway 3PT,[1626220],1610612762.0,UTA,fadeaway,,,O'Neale,R. O'Neale,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
570,PT04M18.00S,2021-11-21T05:23:23.8Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,95,113,2021-11-21T05:23:23Z,5620000,,,0,,H. Barnes REBOUND (Off:1 Def:6),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,569.0,,,7.0,6.0,1.0,,,,,,,,,,,,,
571,PT04M16.00S,2021-11-21T05:23:28.8Z,4,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612758,95,113,2021-11-21T05:23:37Z,5630000,,,0,,B. Hield lost ball out-of-bounds TURNOVER (2 TO),[1627741],1610612758.0,SAC,lost ball,,,Hield,B. Hield,,,,,,,,,,,,,,,,,203177.0,,,,,2.0,,,
633,PT04M16.00S,2021-11-21T05:23:39.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,95,113,2021-11-21T05:30:31Z,5635000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT03M58.00S,2021-11-21T05:23:51.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,92.85479632063075,58.57843137254902,1610612762,95,115,2021-11-21T05:23:57Z,5640000,43.0,15.0,1,right,D. Mitchell driving Layup (24 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,4.53,Made,,,,,,,24.0,,,,,,,,,,,,
573,PT03M50.00S,2021-11-21T05:24:03.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,8.360709592641262,53.18627450980392,1610612758,97,115,2021-11-21T05:24:41Z,5650000,-16.0,26.0,1,left,D. Fox driving Layup (13 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,3.06,Made,,,,,,,13.0,,,,,,,,,,,,
574,PT03M50.00S,2021-11-21T05:24:06.7Z,4,REGULAR,foul,personal,['1freethrow'],202355,,,1610612758,97,115,2021-11-21T05:24:51Z,5660000,,,0,,H. Whiteside shooting personal FOUL (3 PF) (Fox 1 FT),"[202355, 1628368]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,203177.0,3.0,0.0,Fox,1628368.0,,,,
576,PT03M50.00S,2021-11-21T05:24:22.2Z,4,REGULAR,substitution,out,[],203903,,,1610612758,97,115,2021-11-21T05:24:53Z,5680000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT03M50.00S,2021-11-21T05:24:22.2Z,4,REGULAR,substitution,out,[],202355,,,1610612758,97,115,2021-11-21T05:24:53Z,5690000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT03M50.00S,2021-11-21T05:24:22.2Z,4,REGULAR,substitution,in,[],201144,,,1610612758,97,115,2021-11-21T05:24:53Z,5700000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M50.00S,2021-11-21T05:24:22.2Z,4,REGULAR,substitution,in,[],203497,,,1610612758,97,115,2021-11-21T05:24:53Z,5710000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M50.00S,2021-11-21T05:24:52.7Z,4,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,97,115,2021-11-21T05:25:03Z,5720000,,,0,,MISS D. Fox Free Throw 1 of 1,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
581,PT03M46.00S,2021-11-21T05:24:56.7Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,97,115,2021-11-21T05:25:03Z,5730000,,,0,,R. Gobert REBOUND (Off:6 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,580.0,,,13.0,7.0,6.0,,,,,,,,,,,,,
582,PT03M35.00S,2021-11-21T05:25:05.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.77463863337714,55.63725490196079,1610612762,97,117,2021-11-21T05:31:40Z,5740000,28.0,6.0,1,right,D. Mitchell driving finger roll Layup (26 PTS),[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,2.88,Made,,,,,,,26.0,,,,,,,,,,,,
583,PT03M20.00S,2021-11-21T05:25:19.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,14.931011826544022,56.61764705882353,1610612758,97,117,2021-11-21T05:31:59Z,5750000,-33.0,88.0,1,left,MISS B. Hield 9' driving floating Shot,[1627741],1610612758.0,SAC,driving floating,,,Hield,B. Hield,,,,,9.39,Missed,,,,,,,,,,,,,,,,,,,
584,PT03M17.00S,2021-11-21T05:25:22.1Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,97,117,2021-11-21T05:25:26Z,5760000,,,0,,R. O'Neale REBOUND (Off:2 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,583.0,,,4.0,2.0,2.0,,,,,,,,,,,,,
585,PT03M06.00S,2021-11-21T05:25:33.2Z,4,REGULAR,3pt,Jump Shot,[],1628378,72.22404730617609,20.34313725490196,1610612762,97,117,2021-11-21T05:25:46Z,5770000,-148.0,209.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
586,PT03M03.00S,2021-11-21T05:25:37.8Z,4,REGULAR,rebound,offensive,[],1626220,,,1610612762,97,117,2021-11-21T05:25:37Z,5780000,,,0,,R. O'Neale REBOUND (Off:3 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,585.0,,,5.0,2.0,3.0,,,,,,,,,,,,,
587,PT03M03.00S,2021-11-21T05:25:40.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,97,117,2021-11-21T05:25:40Z,5790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT03M03.00S,2021-11-21T05:25:45.3Z,4,REGULAR,substitution,out,[],201144,,,1610612762,97,117,2021-11-21T05:25:57Z,5800000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M03.00S,2021-11-21T05:25:45.3Z,4,REGULAR,substitution,in,[],1630235,,,1610612762,97,117,2021-11-21T05:25:57Z,5810000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT02M51.00S,2021-11-21T05:26:11.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612762,97,117,2021-11-21T05:26:18Z,5820000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,1628159.0,,,,,,,,
592,PT02M44.00S,2021-11-21T05:26:25.5Z,4,REGULAR,foul,personal,['2freethrow'],203497,,,1610612758,97,117,2021-11-21T05:26:40Z,5830000,,,0,,R. Gobert shooting personal FOUL (3 PF) (Barnes 2 FT),"[203497, 203084]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Barnes,203084.0,,,,
594,PT02M44.00S,2021-11-21T05:26:54.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203084,,,1610612758,97,117,2021-11-21T05:26:54Z,5850000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
595,PT02M44.00S,2021-11-21T05:26:54.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,97,117,2021-11-21T05:26:54Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,,
596,PT02M44.00S,2021-11-21T05:27:10.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203084,,,1610612758,98,117,2021-11-21T05:27:10Z,5870000,,,0,,H. Barnes Free Throw 2 of 2 (18 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,,,,,,,18.0,,,,,,,,,,,,
597,PT02M32.00S,2021-11-21T05:27:26.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.11760840998686,48.529411764705884,1610612762,98,119,2021-11-21T05:27:33Z,5880000,-7.0,12.0,1,right,R. Gobert alley-oop DUNK (21 PTS) (D. Mitchell 5 AST),"[203497, 1628378]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,1.43,Made,,,,,,,21.0,D. Mitchell,1628378.0,5.0,,,,,,,,,
599,PT02M19.00S,2021-11-21T05:27:39.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,6.652431011826544,50.0,1610612758,100,119,2021-11-21T05:27:45Z,5900000,0.0,10.0,1,left,R. Holmes DUNK (22 PTS) (H. Barnes 5 AST),"[1626158, 203084]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,1.0,Made,,,,,,,22.0,H. Barnes,203084.0,5.0,,,,,,,,,
601,PT01M54.00S,2021-11-21T05:28:05.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,91.40932982917214,50.0,1610612762,100,119,2021-11-21T05:28:10Z,5920000,0.0,28.0,1,right,MISS R. Gobert Layup,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
602,PT01M51.00S,2021-11-21T05:28:07.5Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,100,119,2021-11-21T05:28:07Z,5930000,,,0,,R. Gobert REBOUND (Off:7 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,601.0,,,14.0,7.0,7.0,,,,,,,,,,,,,
603,PT01M49.00S,2021-11-21T05:28:09.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,66.5735873850197,48.03921568627451,1610612762,100,119,2021-11-21T05:28:20Z,5940000,-10.0,262.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
604,PT01M47.00S,2021-11-21T05:28:11.1Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,100,119,2021-11-21T05:35:13Z,5950000,,,0,,H. Barnes REBOUND (Off:1 Def:7),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,603.0,,,8.0,7.0,1.0,,,,,,,,,,,,,
605,PT01M46.00S,2021-11-21T05:28:19.8Z,4,REGULAR,foul,personal,[],1628378,,,1610612758,100,119,2021-11-21T05:35:23Z,5960000,,,0,,D. Mitchell take personal FOUL (3 PF),"[1628378, 203084]",1610612762.0,UTA,take,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Barnes,203084.0,,,,
607,PT01M46.00S,2021-11-21T05:28:36.8Z,4,REGULAR,substitution,out,[],1628368,,,1610612758,100,119,2021-11-21T05:29:04Z,5980000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
