actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
435,PT06M43.00S,2026-03-01T23:34:00.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630590,92.59198423127464,50.98039215686274,1610612763,72,79,2026-03-01T23:34:04Z,4260000,False,5.0,17.0,1,right,S. Pippen Jr. running finger roll Layup (12 PTS),[1630590],1610612763.0,MEM,running finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,1.78,Made,,,,12.0,,,,,,,,,,,,,,
436,PT06M21.00S,2026-03-01T23:34:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642880,5.601182654402102,45.588235294117645,1610612754,72,79,2026-03-01T23:34:28Z,4270000,False,22.0,0.0,1,left,MISS K. Jones driving reverse Layup,[1642880],1610612754.0,IND,driving reverse,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
437,PT06M20.00S,2026-03-01T23:34:24.3Z,3,REGULAR,rebound,defensive,[],1641712,,,1610612763,72,79,2026-03-01T23:34:28Z,4280000,False,,,0,,R. Rupert REBOUND (Off:1 Def:3),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,,,,,436.0,,,,,,,,,,,,,4.0,3.0,1.0
438,PT06M13.00S,2026-03-01T23:34:32.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642383,92.46057818659659,43.872549019607845,1610612763,72,81,2026-03-01T23:34:34Z,4290000,False,-31.0,18.0,1,right,W. Clayton Jr. driving finger roll Layup (7 PTS) (S. Pippen Jr. 5 AST),"[1642383, 1630590]",1610612763.0,MEM,driving finger roll,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,3.57,Made,,,,7.0,S. Pippen Jr.,1630590.0,5.0,,,,,,,,,,,
440,PT06M11.00S,2026-03-01T23:34:36.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,72,81,2026-03-01T23:34:36Z,4310000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1641716,,,1610612754,72,81,2026-03-01T23:36:15Z,4320000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1642880,,,1610612754,72,81,2026-03-01T23:36:15Z,4330000,False,,,0,,SUB out: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1641767,,,1610612754,72,81,2026-03-01T23:36:15Z,4340000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1630643,,,1610612754,72,81,2026-03-01T23:36:15Z,4350000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1642377,,,1610612754,72,81,2026-03-01T23:36:15Z,4360000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1630590,,,1610612754,72,81,2026-03-01T23:36:15Z,4370000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1642383,,,1610612754,72,81,2026-03-01T23:36:15Z,4380000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,out,[],1641765,,,1610612754,72,81,2026-03-01T23:36:15Z,4390000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],204456,,,1610612754,72,81,2026-03-01T23:36:15Z,4400000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1630695,,,1610612754,72,81,2026-03-01T23:36:15Z,4410000,False,,,0,,SUB in: M. Potter,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1641738,,,1610612754,72,81,2026-03-01T23:36:15Z,4420000,False,,,0,,SUB in: K. Brown,[1641738],1610612754.0,IND,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1631245,,,1610612754,72,81,2026-03-01T23:36:15Z,4430000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1642914,,,1610612754,72,81,2026-03-01T23:36:15Z,4440000,False,,,0,,SUB in: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1642942,,,1610612754,72,81,2026-03-01T23:36:15Z,4450000,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1642285,,,1610612754,72,81,2026-03-01T23:36:15Z,4460000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M11.00S,2026-03-01T23:35:55.4Z,3,REGULAR,substitution,in,[],1641707,,,1610612754,72,81,2026-03-01T23:36:15Z,4470000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M47.00S,2026-03-01T23:36:54.9Z,3,REGULAR,3pt,Jump Shot,[],1643007,31.225361366622867,77.69607843137256,1610612754,72,81,2026-03-01T23:36:58Z,4480000,False,-138.0,241.0,1,left,MISS T. Peter 27' 3PT,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,Above the Break 3,24+ Left Center,27.8,Missed,,,,,,,,,,,,,,,,,,
458,PT05M45.00S,2026-03-01T23:36:56.9Z,3,REGULAR,rebound,offensive,[],1630695,,,1610612754,72,81,2026-03-01T23:36:58Z,4490000,False,,,0,,M. Potter REBOUND (Off:2 Def:1),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Left Center,,,,,457.0,,,,,,,,,,,,,3.0,1.0,2.0
459,PT05M38.00S,2026-03-01T23:37:04.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630695,31.488173455978973,54.41176470588235,1610612754,75,81,2026-03-01T23:37:08Z,4500000,False,-22.0,243.0,1,left,M. Potter 24' 3PT  (8 PTS) (T. McConnell 3 AST),"[1630695, 204456]",1610612754.0,IND,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Center,24.45,Made,,,,8.0,T. McConnell,204456.0,3.0,,,,,,,,,,,
461,PT05M14.00S,2026-03-01T23:37:32.0Z,3,REGULAR,foul,personal,['2freethrow'],204456,,,1610612763,75,81,2026-03-01T23:37:35Z,4520000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Rupert 2 FT),"[204456, 1641712]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628481.0,1.0,0.0,Rupert,1641712.0,,,
463,PT05M14.00S,2026-03-01T23:37:54.5Z,3,REGULAR,freethrow,1 of 2,[],1641712,,,1610612763,75,82,2026-03-01T23:37:54Z,4540000,False,,,0,,R. Rupert Free Throw 1 of 2 (3 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
464,PT05M14.00S,2026-03-01T23:38:13.1Z,3,REGULAR,freethrow,2 of 2,[],1641712,,,1610612763,75,83,2026-03-01T23:38:13Z,4550000,False,,,0,,R. Rupert Free Throw 2 of 2 (4 PTS),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
465,PT05M02.00S,2026-03-01T23:38:29.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641738,5.863994743758213,46.568627450980394,1610612754,77,83,2026-03-01T23:40:20Z,4560000,False,17.0,3.0,1,left,K. Brown cutting Layup (9 PTS) (T. McConnell 4 AST),"[1641738, 204456]",1610612754.0,IND,cutting,,,Brown,K. Brown,,,,,Restricted Area,0-8 Center,1.74,Made,,,,9.0,T. McConnell,204456.0,4.0,,,,,,,,,,,
467,PT04M45.00S,2026-03-01T23:38:45.9Z,3,REGULAR,turnover,bad pass,[],1642285,,,1610612763,77,83,2026-03-01T23:41:04Z,4580000,False,,,0,,C. Spencer bad pass TURNOVER (1 TO),"[1642285, 204456]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1.0,McConnell,204456.0,,,,,,,,
468,PT04M45.00S,2026-03-01T23:38:45.9Z,3,REGULAR,steal,,[],204456,,,1610612754,77,83,2026-03-01T23:38:47Z,4590000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
469,PT04M41.00S,2026-03-01T23:38:50.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1643007,7.835085413929041,48.529411764705884,1610612754,77,83,2026-03-01T23:38:54Z,4600000,False,7.0,21.0,1,left,MISS T. Peter running finger roll Layup - blocked,"[1643007, 1642942]",1610612754.0,IND,running finger roll,,,Peter,T. Peter,,,,,Restricted Area,0-8 Center,2.24,Missed,Mashack,1642942.0,,,,,,,,,,,,,,,,
470,PT04M41.00S,2026-03-01T23:38:50.0Z,3,REGULAR,block,,[],1642942,,,1610612754,77,83,2026-03-01T23:38:51Z,4610000,False,,,0,,J. Mashack BLOCK (3 BLK),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
471,PT04M39.00S,2026-03-01T23:38:52.0Z,3,REGULAR,rebound,defensive,[],1642914,,,1610612763,77,83,2026-03-01T23:39:10Z,4620000,False,,,0,,J. Small REBOUND (Off:0 Def:2),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,,,,469.0,,,,,,,,,,,,,2.0,2.0,0.0
472,PT04M32.00S,2026-03-01T23:38:58.4Z,3,REGULAR,2pt,Jump Shot,[],1642285,76.47831800262811,20.121017156862745,1610612763,77,83,2026-03-01T23:39:04Z,4630000,False,-149.0,169.0,1,right,MISS C. Spencer 22' Jump Shot,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left Center,22.53,Missed,,,,,,,,,,,,,,,,,,
473,PT04M30.00S,2026-03-01T23:39:00.4Z,3,REGULAR,rebound,defensive,[],1631245,,,1610612754,77,83,2026-03-01T23:39:17Z,4640000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:4),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,472.0,,,,,,,,,,,,,4.0,4.0,0.0
474,PT04M21.00S,2026-03-01T23:39:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630695,4.681340341655716,55.392156862745104,1610612754,79,83,2026-03-01T23:39:12Z,4650000,False,-27.0,-8.0,1,left,M. Potter cutting Layup (10 PTS) (T. McConnell 5 AST),"[1630695, 204456]",1610612754.0,IND,cutting,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,2.83,Made,,,,10.0,T. McConnell,204456.0,5.0,,,,,,,,,,,
476,PT04M10.00S,2026-03-01T23:39:23.4Z,3,REGULAR,foul,personal,['2freethrow'],204456,,,1610612763,79,83,2026-03-01T23:39:32Z,4670000,False,,,0,,T. McConnell shooting personal FOUL (2 PF) (Small 2 FT),"[204456, 1642914]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,2.0,0.0,Small,1642914.0,,,
478,PT04M10.00S,2026-03-01T23:39:52.3Z,3,REGULAR,freethrow,1 of 2,[],1642914,,,1610612763,79,84,2026-03-01T23:39:52Z,4690000,False,,,0,,J. Small Free Throw 1 of 2 (4 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
479,PT04M10.00S,2026-03-01T23:39:52.7Z,3,REGULAR,substitution,out,[],1643007,,,1610612763,79,84,2026-03-01T23:39:56Z,4700000,False,,,0,,SUB out: T. Peter,[1643007],1610612754.0,IND,,,,Peter,T. Peter,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M10.00S,2026-03-01T23:39:52.7Z,3,REGULAR,substitution,in,[],1642880,,,1610612763,79,84,2026-03-01T23:39:56Z,4710000,False,,,0,,SUB in: K. Jones,[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M10.00S,2026-03-01T23:40:12.5Z,3,REGULAR,freethrow,2 of 2,[],1642914,,,1610612763,79,85,2026-03-01T23:40:12Z,4720000,False,,,0,,J. Small Free Throw 2 of 2 (5 PTS),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
482,PT03M57.00S,2026-03-01T23:40:25.5Z,3,REGULAR,turnover,lost ball,[],204456,,,1610612754,79,85,2026-03-01T23:40:27Z,4730000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 1641707]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,Hendricks,1641707.0,,,,,,,,
483,PT03M57.00S,2026-03-01T23:40:25.5Z,3,REGULAR,steal,,[],1641707,,,1610612763,79,85,2026-03-01T23:40:26Z,4740000,False,,,0,,T. Hendricks STEAL (1 STL),[1641707],1610612763.0,MEM,,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
484,PT03M53.00S,2026-03-01T23:40:30.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641707,89.56964520367937,46.32352941176471,1610612763,79,87,2026-03-01T23:45:12Z,4750000,False,-18.0,46.0,1,right,T. Hendricks running finger roll Layup (16 PTS),[1641707],1610612763.0,MEM,running finger roll,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,,,,16.0,,,,,,,,,,,,,,
485,PT03M38.00S,2026-03-01T23:40:45.1Z,3,REGULAR,3pt,Jump Shot,[],1630695,10.726018396846255,1.4705882352941175,1610612754,79,87,2026-03-01T23:40:48Z,4760000,False,243.0,48.0,1,left,MISS M. Potter 24' 3PT,[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Right Corner 3,24+ Right,24.74,Missed,,,,,,,,,,,,,,,,,,
486,PT03M36.00S,2026-03-01T23:40:47.1Z,3,REGULAR,rebound,defensive,[],1642914,,,1610612763,79,87,2026-03-01T23:40:48Z,4770000,False,,,0,,J. Small REBOUND (Off:0 Def:3),[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,Right Corner 3,24+ Right,,,,,485.0,,,,,,,,,,,,,3.0,3.0,0.0
487,PT03M29.00S,2026-03-01T23:40:54.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641712,92.19776609724047,55.392156862745104,1610612763,79,87,2026-03-01T23:46:07Z,4780000,False,27.0,21.0,1,right,MISS R. Rupert driving floating Shot,[1641712],1610612763.0,MEM,driving floating,,,Rupert,R. Rupert,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
488,PT03M27.00S,2026-03-01T23:40:56.8Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612754,79,87,2026-03-01T23:41:01Z,4790000,False,,,0,,M. Potter REBOUND (Off:2 Def:2),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,487.0,,,,,,,,,,,,,4.0,2.0,2.0
489,PT03M24.00S,2026-03-01T23:41:02.9Z,3,REGULAR,foul,personal,[],1641712,,,1610612754,79,87,2026-03-01T23:41:10Z,4800000,False,,,0,,R. Rupert personal FOUL (3 PF),"[1641712, 1631245]",1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628481.0,3.0,0.0,Jackson,1631245.0,,,
491,PT03M17.00S,2026-03-01T23:41:35.6Z,3,REGULAR,turnover,3-second-violation,[],1630695,,,1610612754,79,87,2026-03-01T23:41:41Z,4820000,False,,,0,,M. Potter 3-second-violation TURNOVER (1 TO),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,2004.0,,,,,,,
492,PT03M03.00S,2026-03-01T23:42:04.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642914,71.30420499342969,18.137254901960784,1610612763,79,87,2026-03-01T23:47:27Z,4830000,False,-159.0,217.0,1,right,MISS J. Small 26' step back 3PT,[1642914],1610612763.0,MEM,step back,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
500,PT02M55.00S,2026-03-01T23:42:12.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,79,87,2026-03-01T23:44:08Z,4835000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,492.0,,,,,,,,,,,,,,,
493,PT02M55.00S,2026-03-01T23:42:29.3Z,3,REGULAR,substitution,out,[],1642914,,,1610612763,79,87,2026-03-01T23:42:31Z,4840000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M55.00S,2026-03-01T23:42:29.3Z,3,REGULAR,substitution,in,[],1642383,,,1610612763,79,87,2026-03-01T23:42:31Z,4850000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M55.00S,2026-03-01T23:42:59.6Z,3,REGULAR,substitution,out,[],1631245,,,1610612763,79,87,2026-03-01T23:43:01Z,4860000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M55.00S,2026-03-01T23:42:59.6Z,3,REGULAR,substitution,in,[],1641767,,,1610612763,79,87,2026-03-01T23:43:01Z,4870000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M55.00S,2026-03-01T23:43:34.0Z,3,REGULAR,jumpball,recovered,[],1641712,,,1610612763,79,87,2026-03-01T23:47:38Z,4880000,False,,,0,,Jump Ball R. Rupert vs. K. Brown: Tip to R. Rupert,"[1641712, 1641712, 1641738]",1610612763.0,MEM,heldball,R. Rupert,1641712.0,Rupert,R. Rupert,Rupert,1641712.0,Brown,1641738.0,,,,,,,,,,,,,,,,,,,,,,
501,PT02M40.00S,2026-03-01T23:43:48.4Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642942,74.72076215505913,71.32352941176471,1610612763,79,87,2026-03-01T23:48:09Z,4910000,False,107.0,185.0,1,right,MISS J. Mashack 21' turnaround fadeaway Shot,[1642942],1610612763.0,MEM,turnaround fadeaway,,,Mashack,J. Mashack,,,,,Mid-Range,16-24 Right Center,21.36,Missed,,,,,,,,,,,,,,,,,,
502,PT02M39.00S,2026-03-01T23:43:49.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,79,87,2026-03-01T23:43:57Z,4920000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,501.0,,,,,,,,,,,,,,,
503,PT02M39.00S,2026-03-01T23:43:52.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612763,79,87,2026-03-01T23:44:00Z,4930000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,,,,,,,
504,PT02M22.00S,2026-03-01T23:44:19.1Z,3,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,79,87,2026-03-01T23:53:53Z,4940000,False,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (2 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,,,1628951.0,,,,,,,
505,PT02M10.00S,2026-03-01T23:44:39.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641712,91.40932982917214,97.30392156862744,1610612763,79,87,2026-03-01T23:44:42Z,4950000,False,237.0,28.0,1,right,MISS R. Rupert 3PT,[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,,
506,PT02M07.00S,2026-03-01T23:44:42.1Z,3,REGULAR,rebound,offensive,[],1642942,,,1610612763,79,87,2026-03-01T23:44:42Z,4960000,False,,,0,,J. Mashack REBOUND (Off:1 Def:0),[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Right Corner 3,24+ Right,,,,,505.0,,,,,,,,,,,,,1.0,0.0,1.0
507,PT02M06.00S,2026-03-01T23:44:43.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642942,91.5407358738502,42.8921568627451,1610612763,79,87,2026-03-01T23:50:08Z,4970000,False,-36.0,27.0,1,right,MISS J. Mashack putback Layup,[1642942],1610612763.0,MEM,putback,,,Mashack,J. Mashack,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
508,PT02M04.00S,2026-03-01T23:44:45.4Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612754,79,87,2026-03-01T23:44:46Z,4980000,False,,,0,,M. Potter REBOUND (Off:2 Def:3),[1630695],1610612754.0,IND,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,507.0,,,,,,,,,,,,,5.0,3.0,2.0
509,PT01M54.00S,2026-03-01T23:44:55.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630695,6.389618922470433,50.245098039215684,1610612754,81,87,2026-03-01T23:44:58Z,4990000,False,-1.0,8.0,1,left,M. Potter cutting DUNK (12 PTS) (K. Jones 8 AST),"[1630695, 1642880]",1610612754.0,IND,cutting,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,0.77,Made,,,,12.0,K. Jones,1642880.0,8.0,,,,,,,,,,,
511,PT01M29.00S,2026-03-01T23:45:19.8Z,3,REGULAR,turnover,bad pass,[],1642383,,,1610612763,81,87,2026-03-01T23:45:22Z,5010000,False,,,0,,W. Clayton Jr. bad pass TURNOVER (2 TO),"[1642383, 1642880]",1610612763.0,MEM,,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Jones,1642880.0,,,,,,,,
512,PT01M29.00S,2026-03-01T23:45:19.8Z,3,REGULAR,steal,,[],1642880,,,1610612754,81,87,2026-03-01T23:45:21Z,5020000,False,,,0,,K. Jones STEAL (1 STL),[1642880],1610612754.0,IND,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
513,PT01M19.00S,2026-03-01T23:45:30.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630695,8.360709592641262,58.08823529411765,1610612754,83,87,2026-03-01T23:45:34Z,5030000,False,-40.0,26.0,1,left,M. Potter turnaround bank Jump Shot (14 PTS) (K. Jones 9 AST),"[1630695, 1642880]",1610612754.0,IND,turnaround bank,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,14.0,K. Jones,1642880.0,9.0,,,,,,,,,,,
514,PT01M18.00S,2026-03-01T23:45:35.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612763,83,87,2026-03-01T23:45:35Z,5040000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M03.00S,2026-03-01T23:47:23.9Z,3,REGULAR,turnover,traveling,[],1641712,,,1610612763,83,87,2026-03-01T23:47:27Z,5050000,False,,,0,,R. Rupert traveling TURNOVER (2 TO),[1641712],1610612763.0,MEM,,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Right,,,,,,,,,,2.0,,,1628951.0,,,,,,,
517,PT00M41.80S,2026-03-01T23:47:53.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204456,31.882391590013142,27.941176470588236,1610612754,83,87,2026-03-01T23:47:57Z,5060000,False,110.0,247.0,1,left,MISS T. McConnell 27' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
