actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
424,PT08M05.00S,2025-11-01T00:37:59.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641716,2.3160315374507228,95.09803921568627,1610612754,64,75,2025-11-01T00:38:05Z,4140000,False,-225.0,-31.0,1,left,J. Walker 3PT  (14 PTS) (R. Dennis 2 AST),"[1641716, 1642484]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,22.76,Made,14.0,,,,,,,,,,R. Dennis,1642484.0,2.0,,,,,
426,PT07M50.00S,2025-11-01T00:38:16.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.06636005256242,50.98039215686274,1610612737,64,77,2025-11-01T00:38:21Z,4160000,False,5.0,22.0,1,right,N. Alexander-Walker driving Layup (15 PTS),[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.26,Made,15.0,,,,,,,,,,,,,,,,,
427,PT07M34.00S,2025-11-01T00:38:30.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.062417871222076,44.6078431372549,1610612754,64,77,2025-11-01T00:38:34Z,4170000,False,27.0,89.0,1,left,MISS P. Siakam 9' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.31,Missed,,,,,,,,,,,,,,,,,,
428,PT07M33.00S,2025-11-01T00:38:31.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612737,64,77,2025-11-01T00:38:34Z,4180000,False,,,0,,K. Porziņģis REBOUND (Off:4 Def:4),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,427.0,8.0,4.0,4.0,,,,,,,,,,,
429,PT07M26.00S,2025-11-01T00:38:40.9Z,3,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612737,64,77,2025-11-01T00:38:48Z,4190000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Johnson 2 FT),"[1627783, 1630552]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Johnson,1630552.0
431,PT07M26.00S,2025-11-01T00:39:03.9Z,3,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,64,78,2025-11-01T00:39:03Z,4210000,False,,,0,,J. Johnson Free Throw 1 of 2 (13 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
432,PT07M26.00S,2025-11-01T00:39:21.4Z,3,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,64,79,2025-11-01T00:39:21Z,4220000,False,,,0,,J. Johnson Free Throw 2 of 2 (14 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
433,PT07M04.00S,2025-11-01T00:39:43.4Z,3,REGULAR,3pt,Jump Shot,[],1641767,4.944152431011826,0.9803921568627451,1610612754,64,79,2025-11-01T00:39:47Z,4230000,False,245.0,-6.0,1,left,MISS B. Sheppard 24' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,24.52,Missed,,,,,,,,,,,,,,,,,,
434,PT07M02.00S,2025-11-01T00:39:45.4Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,64,79,2025-11-01T00:39:47Z,4240000,False,,,0,,J. Johnson REBOUND (Off:1 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,433.0,9.0,8.0,1.0,,,,,,,,,,,
435,PT06M56.00S,2025-11-01T00:39:52.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629638,94.30026281208936,50.245098039215684,1610612737,64,81,2025-11-01T00:42:11Z,4250000,False,1.0,1.0,1,right,N. Alexander-Walker driving DUNK (17 PTS) (J. Johnson 6 AST),"[1629638, 1630552]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,0.16,Made,17.0,,,,,,,,,,J. Johnson,1630552.0,6.0,,,,,
437,PT06M36.00S,2025-11-01T00:40:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,6.915243101182654,47.794117647058826,1610612754,64,81,2025-11-01T00:42:47Z,4270000,False,11.0,13.0,1,left,MISS B. Sheppard driving reverse Layup,[1641767],1610612754.0,IND,driving reverse,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
438,PT06M35.00S,2025-11-01T00:40:13.1Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,64,81,2025-11-01T00:40:16Z,4280000,False,,,0,,J. Johnson REBOUND (Off:1 Def:9),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,437.0,10.0,9.0,1.0,,,,,,,,,,,
439,PT06M27.00S,2025-11-01T00:40:23.4Z,3,REGULAR,foul,personal,['2freethrow'],1642484,,,1610612737,64,81,2025-11-01T00:40:31Z,4290000,False,,,0,,R. Dennis shooting personal FOUL (1 PF) (Johnson 2 FT),"[1642484, 1630552]",1610612754.0,IND,shooting,,,Dennis,R. Dennis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Johnson,1630552.0
441,PT06M27.00S,2025-11-01T00:41:00.9Z,3,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,64,82,2025-11-01T00:41:00Z,4310000,False,,,0,,J. Johnson Free Throw 1 of 2 (15 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
442,PT06M27.00S,2025-11-01T00:41:01.5Z,3,REGULAR,substitution,out,[],1641716,,,1610612737,64,82,2025-11-01T00:41:10Z,4320000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M27.00S,2025-11-01T00:41:01.5Z,3,REGULAR,substitution,out,[],1630700,,,1610612737,64,82,2025-11-01T00:41:10Z,4330000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M27.00S,2025-11-01T00:41:01.5Z,3,REGULAR,substitution,out,[],204001,,,1610612737,64,82,2025-11-01T00:41:10Z,4340000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M27.00S,2025-11-01T00:41:01.5Z,3,REGULAR,substitution,in,[],1630643,,,1610612737,64,82,2025-11-01T00:41:10Z,4350000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT06M27.00S,2025-11-01T00:41:01.5Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,64,82,2025-11-01T00:41:10Z,4360000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M27.00S,2025-11-01T00:41:01.5Z,3,REGULAR,substitution,in,[],1631243,,,1610612737,64,82,2025-11-01T00:41:10Z,4370000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M27.00S,2025-11-01T00:41:24.1Z,3,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,64,83,2025-11-01T00:41:24Z,4380000,False,,,0,,J. Johnson Free Throw 2 of 2 (16 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
449,PT06M09.00S,2025-11-01T00:41:43.8Z,3,REGULAR,3pt,Jump Shot,[],1630174,29.911300919842315,76.7156862745098,1610612754,64,83,2025-11-01T00:41:48Z,4390000,False,-134.0,229.0,1,left,MISS A. Nesmith 26' pullup 3PT,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
450,PT06M06.00S,2025-11-01T00:41:46.8Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,64,83,2025-11-01T00:41:48Z,4400000,False,,,0,,J. Johnson REBOUND (Off:1 Def:10),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,449.0,11.0,10.0,1.0,,,,,,,,,,,
451,PT05M54.00S,2025-11-01T00:42:00.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,94.03745072273325,51.470588235294116,1610612737,64,83,2025-11-01T00:44:18Z,4410000,False,7.0,4.0,1,right,MISS N. Alexander-Walker driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,0.82,Missed,,,,,,,,,,,,,,,,,,
452,PT05M50.00S,2025-11-01T00:42:04.0Z,3,REGULAR,rebound,defensive,[],1641767,,,1610612754,64,83,2025-11-01T00:47:34Z,4420000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:4),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,451.0,4.0,4.0,0.0,,,,,,,,,,,
453,PT05M46.00S,2025-11-01T00:42:06.8Z,3,REGULAR,3pt,Jump Shot,[],1642484,27.677398160315374,8.088235294117647,1610612754,64,83,2025-11-01T00:42:11Z,4430000,False,210.0,208.0,1,left,MISS R. Dennis 29' 3PT,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Above the Break 3,24+ Right Center,29.51,Missed,,,,,,,,,,,,,,,,,,
454,PT05M43.00S,2025-11-01T00:42:09.8Z,3,REGULAR,rebound,offensive,[],1641767,,,1610612754,64,83,2025-11-01T00:42:11Z,4440000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:4),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,453.0,5.0,4.0,1.0,,,,,,,,,,,
455,PT05M37.00S,2025-11-01T00:42:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641767,6.1268068331143235,50.245098039215684,1610612754,64,83,2025-11-01T00:42:24Z,4450000,False,-1.0,5.0,1,left,MISS B. Sheppard cutting Layup - blocked,"[1641767, 1630552]",1610612754.0,IND,cutting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,0.52,Missed,,Johnson,1630552.0,,,,,,,,,,,,,,,
456,PT05M37.00S,2025-11-01T00:42:16.1Z,3,REGULAR,block,,[],1630552,,,1610612754,64,83,2025-11-01T00:42:18Z,4460000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
457,PT05M34.00S,2025-11-01T00:42:19.1Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,64,83,2025-11-01T00:42:20Z,4470000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,455.0,3.0,3.0,0.0,,,,,,,,,,,
458,PT05M23.00S,2025-11-01T00:42:30.7Z,3,REGULAR,2pt,Hook,[],1631243,91.27792378449409,33.57843137254902,1610612737,64,85,2025-11-01T00:42:37Z,4480000,False,-82.0,29.0,1,right,M. Gueye 8' turnaround Hook (4 PTS) (J. Johnson 7 AST),"[1631243, 1630552]",1610612737.0,ATL,turnaround,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,8.72,Made,4.0,,,,,,,,,,J. Johnson,1630552.0,7.0,,,,,
460,PT05M21.00S,2025-11-01T00:42:33.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,64,85,2025-11-01T00:42:33Z,4500000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M21.00S,2025-11-01T00:45:06.1Z,3,REGULAR,substitution,out,[],1642258,,,1610612754,64,85,2025-11-01T00:45:21Z,4510000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M21.00S,2025-11-01T00:45:06.1Z,3,REGULAR,substitution,in,[],1628379,,,1610612754,64,85,2025-11-01T00:45:21Z,4520000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M11.00S,2025-11-01T00:45:41.0Z,3,REGULAR,3pt,Jump Shot,[],1630643,31.750985545335087,28.921568627450984,1610612754,64,85,2025-11-01T00:45:46Z,4530000,False,105.0,246.0,1,left,MISS J. Huff 26' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
464,PT05M09.00S,2025-11-01T00:45:43.0Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,64,85,2025-11-01T00:45:46Z,4540000,False,,,0,,J. Johnson REBOUND (Off:1 Def:11),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,463.0,12.0,11.0,1.0,,,,,,,,,,,
465,PT05M02.00S,2025-11-01T00:45:49.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631243,95.48291721419186,4.6568627450980395,1610612737,64,85,2025-11-01T00:45:55Z,4550000,False,-227.0,-10.0,1,right,MISS M. Gueye running 3PT,[1631243],1610612737.0,ATL,running,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
466,PT05M01.00S,2025-11-01T00:45:50.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,64,85,2025-11-01T00:45:55Z,4560000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,,,465.0,,,,,,,,,,,,,,
467,PT05M01.00S,2025-11-01T00:45:54.0Z,3,REGULAR,foul,personal,[],1630168,,,1610612754,64,85,2025-11-01T00:46:02Z,4570000,False,,,0,,O. Okongwu loose ball personal FOUL (3 PF),"[1630168, 1630643]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Huff,1630643.0
469,PT04M48.00S,2025-11-01T00:46:16.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,17.16491458607096,44.85294117647059,1610612754,64,85,2025-11-01T00:46:19Z,4590000,False,26.0,109.0,1,left,MISS P. Siakam 11' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.19,Missed,,,,,,,,,,,,,,,,,,
470,PT04M46.00S,2025-11-01T00:46:18.2Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,64,85,2025-11-01T00:46:19Z,4600000,False,,,0,,J. Johnson REBOUND (Off:1 Def:12),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,469.0,13.0,12.0,1.0,,,,,,,,,,,
471,PT04M36.00S,2025-11-01T00:46:27.2Z,3,REGULAR,3pt,Jump Shot,[],1629638,81.15965834428384,2.450980392156863,1610612737,64,85,2025-11-01T00:46:34Z,4610000,False,-238.0,125.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
472,PT04M32.00S,2025-11-01T00:46:31.2Z,3,REGULAR,rebound,defensive,[],1630643,,,1610612754,64,85,2025-11-01T00:46:34Z,4620000,False,,,0,,J. Huff REBOUND (Off:4 Def:1),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,,,,,,471.0,5.0,1.0,4.0,,,,,,,,,,,
473,PT04M26.00S,2025-11-01T00:46:39.0Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627783,11.383048620236531,52.69607843137255,1610612754,64,85,2025-11-01T00:50:46Z,4630000,False,-13.0,55.0,1,left,MISS P. Siakam driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
474,PT04M22.00S,2025-11-01T00:46:43.0Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,64,85,2025-11-01T00:46:45Z,4640000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,473.0,4.0,4.0,0.0,,,,,,,,,,,
475,PT04M20.00S,2025-11-01T00:46:46.1Z,3,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,64,85,2025-11-01T00:46:53Z,4650000,False,,,0,,N. Alexander-Walker lost ball out-of-bounds TURNOVER (3 TO),[1629638],1610612737.0,ATL,lost ball,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,,,,,,,,3.0,,,,,,1627524.0,,,,
476,PT04M20.00S,2025-11-01T00:46:51.1Z,3,REGULAR,substitution,out,[],1630552,,,1610612754,64,85,2025-11-01T00:47:02Z,4660000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M20.00S,2025-11-01T00:46:51.1Z,3,REGULAR,substitution,out,[],1629638,,,1610612754,64,85,2025-11-01T00:47:02Z,4670000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M20.00S,2025-11-01T00:46:51.1Z,3,REGULAR,substitution,in,[],1630811,,,1610612754,64,85,2025-11-01T00:47:02Z,4680000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M20.00S,2025-11-01T00:46:51.1Z,3,REGULAR,substitution,in,[],1630700,,,1610612754,64,85,2025-11-01T00:47:02Z,4690000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M10.00S,2025-11-01T00:47:18.9Z,3,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612754,64,85,2025-11-01T00:47:27Z,4700000,False,,,0,,M. Gueye shooting personal FOUL (4 PF) (Siakam 2 FT),"[1631243, 1627783]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Siakam,1627783.0
482,PT04M10.00S,2025-11-01T00:47:47.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612754,64,85,2025-11-01T00:47:47Z,4720000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
483,PT04M10.00S,2025-11-01T00:47:47.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,64,85,2025-11-01T00:47:47Z,4730000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,
484,PT04M10.00S,2025-11-01T00:47:47.7Z,3,REGULAR,substitution,out,[],1642484,,,1610612754,64,85,2025-11-01T00:47:54Z,4740000,False,,,0,,SUB out: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT04M10.00S,2025-11-01T00:47:47.7Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,64,85,2025-11-01T00:47:54Z,4750000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT04M10.00S,2025-11-01T00:47:47.7Z,3,REGULAR,substitution,in,[],1641716,,,1610612754,64,85,2025-11-01T00:47:54Z,4760000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT04M10.00S,2025-11-01T00:47:47.7Z,3,REGULAR,substitution,in,[],1631245,,,1610612754,64,85,2025-11-01T00:47:54Z,4770000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT04M10.00S,2025-11-01T00:48:07.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612754,65,85,2025-11-01T00:48:07Z,4780000,False,,,0,,P. Siakam Free Throw 2 of 2 (18 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
489,PT03M49.00S,2025-11-01T00:48:30.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630700,91.67214191852825,53.67647058823529,1610612737,65,85,2025-11-01T00:52:18Z,4790000,False,18.0,26.0,1,right,MISS D. Daniels driving Hook,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,,
490,PT03M45.00S,2025-11-01T00:48:34.0Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,65,85,2025-11-01T00:52:18Z,4800000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,489.0,5.0,4.0,1.0,,,,,,,,,,,
491,PT03M45.00S,2025-11-01T00:48:32.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,94.40999984741211,50.0,1610612737,65,85,2025-11-01T00:48:44Z,4810000,False,0.0,0.0,1,right,MISS O. Okongwu putback Layup - blocked,"[1630168, 1630643]",1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Missed,,Huff,1630643.0,,,,,,,,,,,,,,,
492,PT03M45.00S,2025-11-01T00:48:32.9Z,3,REGULAR,block,,[],1630643,,,1610612737,65,85,2025-11-01T00:48:34Z,4820000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT03M44.00S,2025-11-01T00:48:33.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,65,85,2025-11-01T00:48:44Z,4830000,False,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,491.0,5.0,5.0,0.0,,,,,,,,,,,
494,PT03M31.00S,2025-11-01T00:48:49.8Z,3,REGULAR,foul,personal,[],1630811,,,1610612754,65,85,2025-11-01T00:48:55Z,4840000,False,,,0,,K. Wallace personal FOUL (1 PF),"[1630811, 1631245]",1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Jackson,1631245.0
496,PT03M26.00S,2025-11-01T00:49:15.3Z,3,REGULAR,turnover,bad pass,[],1630643,,,1610612754,65,85,2025-11-01T00:49:18Z,4860000,False,,,0,,J. Huff bad pass TURNOVER (1 TO),"[1630643, 1630811]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,Wallace,1630811.0,,,,,,,,
497,PT03M26.00S,2025-11-01T00:49:15.3Z,3,REGULAR,steal,,[],1630811,,,1610612737,65,85,2025-11-01T00:49:16Z,4870000,False,,,0,,K. Wallace STEAL (1 STL),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
498,PT03M18.00S,2025-11-01T00:49:22.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630811,64.07687253613666,42.8921568627451,1610612737,65,88,2025-11-01T00:49:28Z,4880000,False,-36.0,285.0,1,right,K. Wallace 28' 3PT  (6 PTS) (D. Daniels 4 AST),"[1630811, 1630700]",1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,Above the Break 3,24+ Center,28.74,Made,6.0,,,,,,,,,,D. Daniels,1630700.0,4.0,,,,,
500,PT03M07.00S,2025-11-01T00:49:33.4Z,3,REGULAR,3pt,Jump Shot,[],1631245,31.750985545335087,36.76470588235294,1610612754,68,88,2025-11-01T00:49:37Z,4900000,False,66.0,246.0,1,left,Q. Jackson 25' 3PT  (8 PTS) (P. Siakam 5 AST),"[1631245, 1627783]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,25.48,Made,8.0,,,,,,,,,,P. Siakam,1627783.0,5.0,,,,,
502,PT02M50.00S,2025-11-01T00:49:50.5Z,3,REGULAR,3pt,Jump Shot,[],1628379,74.06373193166885,84.31372549019608,1610612737,68,88,2025-11-01T00:49:55Z,4920000,False,172.0,191.0,1,right,MISS L. Kennard 25' step back 3PT,[1628379],1610612737.0,ATL,step back,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
503,PT02M48.00S,2025-11-01T00:49:52.5Z,3,REGULAR,rebound,defensive,[],1641767,,,1610612754,68,88,2025-11-01T00:50:07Z,4930000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:5),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,502.0,6.0,5.0,1.0,,,,,,,,,,,
