actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
426,PT06M03.00S,2026-02-06T02:03:57.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,92.46057818659659,49.50980392156863,1610612737,71,72,2026-02-06T02:21:53Z,4240000,False,-2.0,18.0,1,right,MISS C. McCollum driving floating bank Shot,[203468],1610612737.0,ATL,driving floating bank,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
427,PT06M02.00S,2026-02-06T02:03:58.0Z,3,REGULAR,rebound,offensive,[],1629111,,,1610612737,71,72,2026-02-06T02:21:10Z,4250000,False,,,0,,J. Landale REBOUND (Off:5 Def:4),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,426.0,9.0,4.0,5.0,,,,,,,,,,,,,,
465,PT06M02.00S,2026-02-06T02:04:00.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,91.14651773981603,48.28431372549019,1610612737,71,72,2026-02-06T02:21:10Z,4255000,False,-9.0,31.0,1,right,MISS J. Landale tip Layup,[1629111],1610612737.0,ATL,tip,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
466,PT06M01.00S,2026-02-06T02:04:01.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,71,72,2026-02-06T02:10:29Z,4257500,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,465.0,,,,,,,,,,,,,,,,,
428,PT06M01.00S,2026-02-06T02:04:03.1Z,3,REGULAR,foul,personal,[],1629111,,,1610612762,71,72,2026-02-06T02:10:14Z,4260000,False,,,0,,J. Landale loose ball personal FOUL (2 PF),"[1629111, 1628374]",1610612737.0,ATL,loose ball,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,2.0,0.0,Markkanen,1628374.0,,,,,,,,
430,PT06M01.00S,2026-02-06T02:04:11.9Z,3,REGULAR,substitution,out,[],1642258,,,1610612762,71,72,2026-02-06T02:10:14Z,4280000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M01.00S,2026-02-06T02:04:11.9Z,3,REGULAR,substitution,in,[],1630557,,,1610612762,71,72,2026-02-06T02:10:14Z,4290000,False,,,0,,SUB in: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M46.00S,2026-02-06T02:04:38.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,15.588042049934298,55.88235294117647,1610612762,71,72,2026-02-06T02:04:44Z,4300000,False,-29.0,94.0,1,left,MISS I. Collier 9' fadeaway Shot,[1642268],1610612762.0,UTA,fadeaway,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,9.85,Missed,,,,,,,,,,,,,,,,,,
433,PT05M43.00S,2026-02-06T02:04:41.6Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612737,71,72,2026-02-06T02:04:44Z,4310000,False,,,0,,J. Landale REBOUND (Off:5 Def:5),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,432.0,10.0,5.0,5.0,,,,,,,,,,,,,,
434,PT05M37.00S,2026-02-06T02:04:48.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,92.9862023653088,49.26470588235294,1610612737,73,72,2026-02-06T02:04:55Z,4320000,False,-4.0,13.0,1,right,J. Landale cutting Layup (21 PTS) (D. Daniels 4 AST),"[1629111, 1630700]",1610612737.0,ATL,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,21.0,,,D. Daniels,1630700.0,4.0,,
437,PT05M20.00S,2026-02-06T02:05:14.9Z,3,REGULAR,foul,technical,['1freethrow'],1629111,,,1610612762,73,72,2026-02-06T02:05:26Z,4350000,False,,,0,,J. Landale defensive-3-second technical FOUL (1 Tech),[1629111],1610612737.0,ATL,defensive-3-second,,,Landale,J. Landale,,,,,,,,,,,,,204058.0,,2.0,1.0,,,,,,,,,,
438,PT05M20.00S,2026-02-06T02:05:31.0Z,3,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,73,73,2026-02-06T02:05:31Z,4360000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (18 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
439,PT05M20.00S,2026-02-06T02:05:33.5Z,3,REGULAR,substitution,out,[],1629111,,,1610612762,73,73,2026-02-06T02:05:39Z,4370000,False,,,0,,SUB out: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M20.00S,2026-02-06T02:05:33.5Z,3,REGULAR,substitution,out,[],1642262,,,1610612762,73,73,2026-02-06T02:05:39Z,4380000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M20.00S,2026-02-06T02:05:33.5Z,3,REGULAR,substitution,in,[],1642854,,,1610612762,73,73,2026-02-06T02:05:39Z,4390000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M20.00S,2026-02-06T02:05:33.5Z,3,REGULAR,substitution,in,[],1629004,,,1610612762,73,73,2026-02-06T02:05:39Z,4400000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M07.00S,2026-02-06T02:06:01.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,5.995400788436268,47.30392156862745,1610612762,73,73,2026-02-06T02:06:10Z,4410000,False,13.0,4.0,1,left,MISS L. Markkanen cutting DUNK,[1628374],1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
445,PT05M04.00S,2026-02-06T02:06:04.9Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,73,73,2026-02-06T02:08:32Z,4430000,False,,,0,,J. Johnson REBOUND (Off:1 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,443.0,8.0,7.0,1.0,,,,,,,,,,,,,,
446,PT05M03.00S,2026-02-06T02:06:08.1Z,3,REGULAR,foul,personal,['2freethrow'],1641729,,,1610612737,73,73,2026-02-06T02:06:17Z,4440000,False,,,0,,B. Sensabaugh shooting personal FOUL (2 PF) (Daniels 2 FT),"[1641729, 1630700]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,2.0,0.0,Daniels,1630700.0,,,,,,,,
448,PT05M03.00S,2026-02-06T02:06:40.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630700,,,1610612737,73,73,2026-02-06T02:06:40Z,4460000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
449,PT05M03.00S,2026-02-06T02:06:40.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,73,73,2026-02-06T02:06:40Z,4470000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,
450,PT05M03.00S,2026-02-06T02:06:40.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630700,,,1610612737,73,73,2026-02-06T02:06:59Z,4480000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
451,PT05M00.00S,2026-02-06T02:06:43.8Z,3,REGULAR,rebound,defensive,[],1629004,,,1610612762,73,73,2026-02-06T02:06:59Z,4490000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,450.0,2.0,2.0,0.0,,,,,,,,,,,,,,
452,PT04M49.00S,2026-02-06T02:07:10.1Z,3,REGULAR,3pt,Jump Shot,[],1642846,30.962549277266753,37.5,1610612762,73,73,2026-02-06T02:07:16Z,4500000,False,62.0,239.0,1,left,MISS A. Bailey 24' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
453,PT04M45.00S,2026-02-06T02:07:14.1Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,73,73,2026-02-06T02:07:16Z,4510000,False,,,0,,J. Johnson REBOUND (Off:1 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,452.0,9.0,8.0,1.0,,,,,,,,,,,,,,
454,PT04M40.00S,2026-02-06T02:07:18.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,71.82982917214193,81.61764705882352,1610612737,73,73,2026-02-06T02:12:29Z,4520000,False,158.0,212.0,1,right,MISS C. Kispert 26' running 3PT,[1630557],1610612737.0,ATL,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
455,PT04M36.00S,2026-02-06T02:07:22.3Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,73,73,2026-02-06T02:07:22Z,4530000,False,,,0,,D. Daniels REBOUND (Off:3 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,454.0,4.0,1.0,3.0,,,,,,,,,,,,,,
456,PT04M35.00S,2026-02-06T02:07:23.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630552,93.51182654402102,49.01960784313725,1610612737,75,73,2026-02-06T02:07:32Z,4540000,False,-5.0,8.0,1,right,J. Johnson driving DUNK (9 PTS) (D. Daniels 5 AST),"[1630552, 1630700]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,9.0,,,D. Daniels,1630700.0,5.0,,
458,PT04M28.00S,2026-02-06T02:07:31.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,5.338370565045992,51.225490196078425,1610612762,75,75,2026-02-06T02:07:36Z,4560000,False,-6.0,-2.0,1,left,I. Collier driving Layup (15 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,,,,15.0,,,,,,,
459,PT04M20.00S,2026-02-06T02:07:38.4Z,3,REGULAR,3pt,Jump Shot,[],203468,73.40670170827858,14.215686274509803,1610612737,75,75,2026-02-06T02:07:44Z,4570000,False,-179.0,197.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,
460,PT04M16.00S,2026-02-06T02:07:42.4Z,3,REGULAR,rebound,defensive,[],1642268,,,1610612762,75,75,2026-02-06T02:07:44Z,4580000,False,,,0,,I. Collier REBOUND (Off:0 Def:4),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,459.0,4.0,4.0,0.0,,,,,,,,,,,,,,
461,PT04M11.00S,2026-02-06T02:07:47.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,6.258212877792378,49.26470588235294,1610612762,75,77,2026-02-06T02:07:54Z,4590000,False,4.0,6.0,1,left,I. Collier running Layup (17 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,,,17.0,,,,,,,
462,PT04M01.00S,2026-02-06T02:07:57.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,92.32917214191852,51.225490196078425,1610612737,77,77,2026-02-06T02:08:04Z,4600000,False,6.0,20.0,1,right,C. Kispert cutting Layup (13 PTS) (J. Johnson 10 AST),"[1630557, 1630552]",1610612737.0,ATL,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,,,13.0,,,J. Johnson,1630552.0,10.0,,
464,PT04M01.00S,2026-02-06T02:08:03.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,77,77,2026-02-06T02:08:03Z,4620000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M01.00S,2026-02-06T02:10:32.6Z,3,REGULAR,substitution,out,[],1630700,,,1610612762,77,77,2026-02-06T02:11:05Z,4630000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M01.00S,2026-02-06T02:10:32.6Z,3,REGULAR,substitution,out,[],1628374,,,1610612762,77,77,2026-02-06T02:11:05Z,4640000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT04M01.00S,2026-02-06T02:10:32.6Z,3,REGULAR,substitution,in,[],1629638,,,1610612762,77,77,2026-02-06T02:11:05Z,4650000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT04M01.00S,2026-02-06T02:10:32.6Z,3,REGULAR,substitution,in,[],1631131,,,1610612762,77,77,2026-02-06T02:11:05Z,4660000,False,,,0,,SUB in: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M50.00S,2026-02-06T02:11:12.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,6.389618922470433,53.67647058823529,1610612762,77,77,2026-02-06T02:11:19Z,4670000,False,-18.0,8.0,1,left,MISS S. Mykhailiuk driving Layup - blocked,"[1629004, 1642854]",1610612762.0,UTA,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,Newell,1642854.0,,,,,
472,PT03M50.00S,2026-02-06T02:11:12.2Z,3,REGULAR,block,,[],1642854,,,1610612762,77,77,2026-02-06T02:11:15Z,4680000,False,,,0,,A. Newell BLOCK (1 BLK),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
473,PT03M45.00S,2026-02-06T02:11:17.2Z,3,REGULAR,rebound,offensive,[],1631131,,,1610612762,77,77,2026-02-06T02:11:19Z,4690000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:0),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,471.0,1.0,0.0,1.0,,,,,,,,,,,,,,
474,PT03M45.00S,2026-02-06T02:11:16.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631131,5.206964520367937,47.30392156862745,1610612762,77,79,2026-02-06T02:11:22Z,4700000,False,13.0,-4.0,1,left,O. Tshiebwe putback Layup (2 PTS),[1631131],1610612762.0,UTA,putback,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,,,,,2.0,,,,,,,
475,PT03M32.00S,2026-02-06T02:11:30.3Z,3,REGULAR,3pt,Jump Shot,[],203468,69.46452036793693,70.83333333333334,1610612737,77,79,2026-02-06T02:11:35Z,4710000,False,104.0,235.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
476,PT03M29.00S,2026-02-06T02:11:33.3Z,3,REGULAR,rebound,defensive,[],1629004,,,1610612762,77,79,2026-02-06T02:11:35Z,4720000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:3),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,,,475.0,3.0,3.0,0.0,,,,,,,,,,,,,,
477,PT03M21.00S,2026-02-06T02:11:40.4Z,3,REGULAR,3pt,Jump Shot,[],1641729,31.882391590013142,50.49019607843137,1610612762,77,82,2026-02-06T02:15:54Z,4730000,False,-2.0,247.0,1,left,B. Sensabaugh 24' 3PT step back (13 PTS),[1641729],1610612762.0,UTA,step back,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,24.72,Made,,,,,,,,,,,13.0,,,,,,,
478,PT03M07.00S,2026-02-06T02:11:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.85479632063075,51.470588235294116,1610612737,79,82,2026-02-06T02:12:00Z,4740000,False,7.0,15.0,1,right,C. McCollum cutting Layup (4 PTS) (J. Johnson 11 AST),"[203468, 1630552]",1610612737.0,ATL,cutting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,,,,,4.0,,,J. Johnson,1630552.0,11.0,,
480,PT02M55.00S,2026-02-06T02:12:08.9Z,3,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612762,79,82,2026-02-06T02:12:35Z,4760000,False,,,0,,C. Kispert shooting personal FOUL (2 PF) (Sensabaugh 2 FT),"[1630557, 1641729]",1610612737.0,ATL,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101284.0,,2.0,0.0,Sensabaugh,1641729.0,,,,,,,,
482,PT02M55.00S,2026-02-06T02:12:40.1Z,3,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,79,83,2026-02-06T02:12:40Z,4780000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (14 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
483,PT02M55.00S,2026-02-06T02:12:54.2Z,3,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,79,84,2026-02-06T02:12:54Z,4790000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (15 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
484,PT02M45.00S,2026-02-06T02:13:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.11760840998686,49.50980392156863,1610612737,81,84,2026-02-06T02:13:13Z,4800000,False,-2.0,12.0,1,right,N. Alexander-Walker cutting Layup (16 PTS) (J. Johnson 12 AST),"[1629638, 1630552]",1610612737.0,ATL,cutting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,16.0,,,J. Johnson,1630552.0,12.0,,
486,PT02M27.00S,2026-02-06T02:13:25.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642846,16.376478318002626,49.01960784313725,1610612762,81,86,2026-02-06T02:13:32Z,4820000,False,5.0,101.0,1,left,A. Bailey 10' turnaround Jump Shot (12 PTS),[1642846],1610612762.0,UTA,turnaround,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,10.15,Made,,,,,,,,,,,12.0,,,,,,,
487,PT02M19.00S,2026-02-06T02:13:36.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642268,,,1610612737,81,86,2026-02-06T02:13:58Z,4830000,False,,,0,,I. Collier personal FOUL (4 PF) (Kispert 2 FT),"[1642268, 1630557]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Center,,,,,,,101284.0,,4.0,0.0,Kispert,1630557.0,,,,,,,,
489,PT02M19.00S,2026-02-06T02:14:01.3Z,3,REGULAR,freethrow,1 of 2,[],1630557,,,1610612737,82,86,2026-02-06T02:14:01Z,4850000,False,,,0,,C. Kispert Free Throw 1 of 2 (14 PTS),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,,,,14.0,,,,,,,
490,PT02M19.00S,2026-02-06T02:14:16.4Z,3,REGULAR,freethrow,2 of 2,[],1630557,,,1610612737,83,86,2026-02-06T02:14:16Z,4860000,False,,,0,,C. Kispert Free Throw 2 of 2 (15 PTS),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
491,PT01M57.00S,2026-02-06T02:14:43.0Z,3,REGULAR,3pt,Jump Shot,[],1629004,23.340998685939553,87.74509803921569,1610612762,83,89,2026-02-06T02:18:04Z,4870000,False,-189.0,167.0,1,left,S. Mykhailiuk 25' 3PT step back (8 PTS),[1629004],1610612762.0,UTA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,,,,,,,,8.0,,,,,,,
492,PT01M51.00S,2026-02-06T02:14:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.24901445466492,46.568627450980394,1610612737,85,89,2026-02-06T02:14:58Z,4880000,False,-17.0,11.0,1,right,N. Alexander-Walker driving Layup (18 PTS) (J. Johnson 13 AST),"[1629638, 1630552]",1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,,,,,18.0,,,J. Johnson,1630552.0,13.0,,
494,PT01M51.00S,2026-02-06T02:14:57.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631131,,,1610612737,85,89,2026-02-06T02:15:16Z,4900000,False,,,0,,O. Tshiebwe shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1631131, 1629638]",1610612762.0,UTA,shooting,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,
496,PT01M51.00S,2026-02-06T02:15:17.0Z,3,REGULAR,freethrow,1 of 1,[],1629638,,,1610612737,86,89,2026-02-06T02:15:17Z,4920000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (19 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
497,PT01M37.00S,2026-02-06T02:15:34.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642846,5.338370565045992,50.245098039215684,1610612762,86,91,2026-02-06T02:15:40Z,4930000,False,-1.0,-2.0,1,left,A. Bailey cutting DUNK (14 PTS) (O. Tshiebwe 1 AST),"[1642846, 1631131]",1610612762.0,UTA,cutting,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,14.0,,,O. Tshiebwe,1631131.0,1.0,,
499,PT01M28.00S,2026-02-06T02:15:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630557,92.46057818659659,47.794117647058826,1610612737,88,91,2026-02-06T02:16:00Z,4950000,False,-11.0,18.0,1,right,C. Kispert cutting Layup (17 PTS) (J. Johnson 14 AST),"[1630557, 1630552]",1610612737.0,ATL,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,,17.0,,,J. Johnson,1630552.0,14.0,,
501,PT01M28.00S,2026-02-06T02:15:48.2Z,3,REGULAR,violation,defensive goaltending,[],1631131,,,1610612737,88,91,2026-02-06T02:16:00Z,4970000,False,,,0,,O. Tshiebwe defensive goaltending VIOLATION,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,1628172.0,,,,,,,,,,,,,
502,PT01M09.00S,2026-02-06T02:16:13.1Z,3,REGULAR,2pt,Jump Shot,[],1629004,5.338370565045992,24.509803921568626,1610612762,88,93,2026-02-06T02:16:19Z,4980000,False,127.0,-2.0,1,left,S. Mykhailiuk 12' step back Jump Shot (10 PTS) (I. Collier 10 AST),"[1629004, 1642268]",1610612762.0,UTA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Mid-Range,8-16 Right,12.75,Made,,,,,,,,,,,10.0,,,I. Collier,1642268.0,10.0,,
505,PT01M00.00S,2026-02-06T02:16:22.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,87.99277266754271,51.225490196078425,1610612737,90,93,2026-02-06T02:16:32Z,5010000,False,6.0,60.0,1,right,J. Johnson 6' driving floating Jump Shot (11 PTS),[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,,,,,,,,,,,11.0,,,,,,,
506,PT00M39.80S,2026-02-06T02:16:47.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,7.30946123521682,43.13725490196079,1610612762,90,95,2026-02-06T02:16:54Z,5020000,False,34.0,16.0,1,left,B. Sensabaugh driving floating bank Jump Shot (17 PTS),[1641729],1610612762.0,UTA,driving floating bank,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,,,,,,17.0,,,,,,,
507,PT00M27.60S,2026-02-06T02:17:02.2Z,3,REGULAR,3pt,Jump Shot,[],1629638,89.56964520367937,96.32352941176471,1610612737,90,95,2026-02-06T02:17:08Z,5030000,False,232.0,46.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
508,PT00M23.80S,2026-02-06T02:17:06.1Z,3,REGULAR,rebound,offensive,[],1642854,,,1610612737,90,95,2026-02-06T02:17:06Z,5040000,False,,,0,,A. Newell REBOUND (Off:3 Def:0),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Right Corner 3,24+ Right,,,507.0,3.0,0.0,3.0,,,,,,,,,,,,,,
509,PT00M20.50S,2026-02-06T02:17:09.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,67.23061760840999,61.274509803921575,1610612737,90,95,2026-02-06T02:17:16Z,5050000,False,56.0,256.0,1,right,MISS J. Johnson 26' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
