actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
437,PT04M37.00S,2022-10-23T02:18:50.2Z,3,REGULAR,3pt,Jump Shot,[],1629723,12.040078843626807,2.696078431372549,1610612763,86,57,2022-10-23T02:20:14Z,4290000,237.0,61.0,1,left,MISS J. Konchar 24' pullup 3PT,[1629723],1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,24.42,Missed,,,,,,,,,,,,,,,,
438,PT04M34.00S,2022-10-23T02:18:53.2Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,86,57,2022-10-23T02:18:56Z,4300000,,,0,,C. Wood REBOUND (Off:3 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,,,,,,437.0,7.0,4.0,3.0,,,,,,,,
439,PT04M22.00S,2022-10-23T02:19:05.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,94.03745072273325,50.73529411764706,1610612742,88,57,2022-10-23T02:19:10Z,4310000,4.0,4.0,1,right,C. Wood cutting DUNK (15 PTS) (L. Doncic 8 AST),"[1626174, 1629029]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,0.51,Made,15.0,L. Doncic,1629029.0,8.0,,,,,,,,,,,,
441,PT04M02.00S,2022-10-23T02:19:25.5Z,3,REGULAR,3pt,Jump Shot,[],1626145,22.552562417871222,88.97058823529412,1610612763,88,60,2022-10-23T02:19:30Z,4330000,-195.0,159.0,1,left,T. Jones 25' 3PT  (10 PTS) (J. Morant 4 AST),"[1626145, 1629630]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,25.18,Made,10.0,J. Morant,1629630.0,4.0,,,,,,,,,,,,
443,PT03M47.00S,2022-10-23T02:19:40.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,94.56307490144546,52.94117647058824,1610612742,88,60,2022-10-23T02:19:46Z,4350000,15.0,-1.0,1,right,MISS C. Wood driving Layup,[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,1.48,Missed,,,,,,,,,,,,,,,,
444,PT03M44.00S,2022-10-23T02:19:43.7Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612742,88,60,2022-10-23T02:19:46Z,4360000,,,0,,C. Wood REBOUND (Off:4 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,443.0,8.0,4.0,4.0,,,,,,,,
445,PT03M44.00S,2022-10-23T02:19:43.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,94.40999984741211,50.0,1610612742,90,60,2022-10-23T02:19:43Z,4370000,0.0,0.0,1,right,C. Wood tip Layup (17 PTS),[1626174],1610612742.0,DAL,tip,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,,,0.0,Made,17.0,,,,,,,,,,,,,,,
446,PT03M34.00S,2022-10-23T02:19:58.8Z,3,REGULAR,foul,personal,[],1626174,,,1610612763,90,60,2022-10-23T02:20:21Z,4380000,,,0,,C. Wood personal FOUL (2 PF),"[1626174, 1626145]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Left,1626301.0,,,,,,,,,,,,2.0,0.0,Jones,1626145.0,,,,
448,PT03M34.00S,2022-10-23T02:20:04.8Z,3,REGULAR,substitution,out,[],203493,,,1610612763,90,60,2022-10-23T02:20:19Z,4400000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M34.00S,2022-10-23T02:20:04.8Z,3,REGULAR,substitution,out,[],203500,,,1610612763,90,60,2022-10-23T02:20:19Z,4410000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M34.00S,2022-10-23T02:20:04.8Z,3,REGULAR,substitution,out,[],1629723,,,1610612763,90,60,2022-10-23T02:20:19Z,4420000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M34.00S,2022-10-23T02:20:04.8Z,3,REGULAR,substitution,in,[],1628467,,,1610612763,90,60,2022-10-23T02:20:19Z,4430000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M34.00S,2022-10-23T02:20:04.8Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,90,60,2022-10-23T02:20:19Z,4440000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M34.00S,2022-10-23T02:20:04.8Z,3,REGULAR,substitution,in,[],1630217,,,1610612763,90,60,2022-10-23T02:20:19Z,4450000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M23.00S,2022-10-23T02:20:30.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612763,90,60,2022-10-23T02:20:38Z,4460000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Morant 2 FT),"[1628467, 1629630]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,
456,PT03M23.00S,2022-10-23T02:20:57.3Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,90,61,2022-10-23T02:20:57Z,4480000,,,0,,J. Morant Free Throw 1 of 2 (17 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
457,PT03M23.00S,2022-10-23T02:21:14.0Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,90,62,2022-10-23T02:21:14Z,4490000,,,0,,J. Morant Free Throw 2 of 2 (18 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
458,PT03M08.00S,2022-10-23T02:21:30.5Z,3,REGULAR,3pt,Jump Shot,[],1629029,65.35602825229961,52.63480392156863,1610612742,90,62,2022-10-23T02:21:41Z,4500000,13.0,273.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,27.35,Missed,,,,,,,,,,,,,,,,
459,PT03M04.00S,2022-10-23T02:21:34.5Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,90,62,2022-10-23T02:21:35Z,4510000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Above the Break 3,24+ Center,,,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,
460,PT02M58.00S,2022-10-23T02:21:39.2Z,3,REGULAR,3pt,Jump Shot,[],1631222,5.995400788436268,94.6078431372549,1610612763,90,65,2022-10-23T02:22:52Z,4520000,-223.0,4.0,1,left,J. LaRavia 3PT  (6 PTS) (B. Clarke 1 AST),"[1631222, 1629634]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,,,22.3,Made,6.0,B. Clarke,1629634.0,1.0,,,,,,,,,,,,
462,PT02M45.00S,2022-10-23T02:21:53.4Z,3,REGULAR,3pt,Jump Shot,[],1626174,67.09921156373193,39.705882352941174,1610612742,90,65,2022-10-23T02:21:58Z,4540000,-51.0,257.0,1,right,MISS C. Wood 26' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,26.19,Missed,,,,,,,,,,,,,,,,
463,PT02M40.00S,2022-10-23T02:21:58.4Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,90,65,2022-10-23T02:21:58Z,4550000,,,0,,D. Bane REBOUND (Off:0 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,462.0,4.0,4.0,0.0,,,,,,,,
464,PT02M36.00S,2022-10-23T02:22:01.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,27.94021024967148,22.058823529411764,1610612763,90,65,2022-10-23T02:23:47Z,4560000,140.0,210.0,1,left,MISS T. Jones 25' running 3PT,[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,25.23,Missed,,,,,,,,,,,,,,,,
465,PT02M31.00S,2022-10-23T02:22:06.7Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,90,65,2022-10-23T02:22:09Z,4570000,,,0,,C. Wood REBOUND (Off:4 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,464.0,9.0,5.0,4.0,,,,,,,,
466,PT02M24.00S,2022-10-23T02:22:17.7Z,3,REGULAR,foul,personal,[],1631222,,,1610612742,90,65,2022-10-23T02:22:34Z,4580000,,,0,,J. LaRavia personal FOUL (2 PF),"[1631222, 1629029]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,1193.0,,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,
468,PT02M24.00S,2022-10-23T02:22:32.1Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,90,65,2022-10-23T02:22:37Z,4600000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M24.00S,2022-10-23T02:22:32.1Z,3,REGULAR,substitution,in,[],1630182,,,1610612742,90,65,2022-10-23T02:22:37Z,4610000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M07.00S,2022-10-23T02:23:06.5Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,90,65,2022-10-23T02:23:15Z,4630000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (3 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,1193.0,3.0,,,,,,,,,,,,,,,,,,
472,PT02M03.00S,2022-10-23T02:23:10.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,6.389618922470433,48.77450980392157,1610612763,90,67,2022-10-23T02:23:22Z,4640000,6.0,8.0,1,left,J. Morant driving floating Jump Shot (20 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,0.97,Made,20.0,,,,,,,,,,,,,,,
473,PT01M47.00S,2022-10-23T02:23:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.24901445466492,50.0,1610612742,92,67,2022-10-23T02:23:30Z,4650000,0.0,11.0,1,right,L. Doncic driving finger roll Layup (32 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,1.1,Made,32.0,,,,,,,,,,,,,,,
474,PT01M28.00S,2022-10-23T02:23:45.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,15.982260183968464,44.6078431372549,1610612763,92,67,2022-10-23T02:24:39Z,4660000,27.0,98.0,1,left,MISS B. Clarke 10' turnaround Hook,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,10.14,Missed,,,,,,,,,,,,,,,,
475,PT01M25.00S,2022-10-23T02:23:48.1Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612742,92,67,2022-10-23T02:24:39Z,4670000,,,0,,C. Wood REBOUND (Off:4 Def:6),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,474.0,10.0,6.0,4.0,,,,,,,,
476,PT01M17.00S,2022-10-23T02:23:56.7Z,3,REGULAR,3pt,Jump Shot,[],1626174,74.58935611038108,14.460784313725492,1610612742,92,67,2022-10-23T02:25:40Z,4680000,-178.0,186.0,1,right,MISS C. Wood 25' pullup 3PT,[1626174],1610612742.0,DAL,pullup,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,25.75,Missed,,,,,,,,,,,,,,,,
477,PT01M16.00S,2022-10-23T02:23:57.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,92,67,2022-10-23T02:24:43Z,4690000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,476.0,,,,,,,,,,,
478,PT01M16.00S,2022-10-23T02:24:03.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612742,92,67,2022-10-23T02:24:10Z,4700000,,,0,,J. Morant loose ball personal FOUL (3 PF) (Green 2 FT),"[1629630, 1630182]",1610612763.0,MEM,loose ball,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,3.0,0.0,Green,1630182.0,,,,
480,PT01M16.00S,2022-10-23T02:24:26.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630182,,,1610612742,93,67,2022-10-23T02:24:26Z,4720000,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
481,PT01M16.00S,2022-10-23T02:24:38.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630182,,,1610612742,94,67,2022-10-23T02:24:38Z,4730000,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
482,PT01M09.00S,2022-10-23T02:24:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,12.302890932982917,42.8921568627451,1610612763,94,67,2022-10-23T02:24:57Z,4740000,36.0,63.0,1,left,MISS B. Clarke 7' driving floating Shot - blocked,"[1629634, 1629029]",1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,7.24,Missed,,,,,,,,,,,,,Doncic,1629029.0,,
483,PT01M09.00S,2022-10-23T02:24:47.4Z,3,REGULAR,block,,[],1629029,,,1610612763,94,67,2022-10-23T02:24:57Z,4750000,,,0,,L. Doncic BLOCK (2 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT01M05.00S,2022-10-23T02:24:51.4Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,94,67,2022-10-23T02:24:57Z,4760000,,,0,,M. Kleber REBOUND (Off:2 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,482.0,6.0,4.0,2.0,,,,,,,,
485,PT01M02.00S,2022-10-23T02:24:53.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626174,94.03745072273325,50.49019607843137,1610612742,96,67,2022-10-23T02:27:45Z,4770000,2.0,4.0,1,right,C. Wood running alley-oop DUNK (19 PTS) (L. Doncic 9 AST),"[1626174, 1629029]",1610612742.0,DAL,running alley-oop,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,0.43,Made,19.0,L. Doncic,1629029.0,9.0,,,,,,,,,,,,
487,PT00M45.80S,2022-10-23T02:25:14.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612763,96,67,2022-10-23T02:25:25Z,4790000,,,0,,J. Green shooting personal FOUL (3 PF) (Bane 2 FT),"[1630182, 1630217]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,1193.0,,,,,,,,,,,,3.0,0.0,Bane,1630217.0,,,,
489,PT00M45.80S,2022-10-23T02:25:36.2Z,3,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,96,68,2022-10-23T02:25:36Z,4810000,,,0,,D. Bane Free Throw 1 of 2 (13 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
490,PT00M45.80S,2022-10-23T02:25:52.1Z,3,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,96,69,2022-10-23T02:25:52Z,4820000,,,0,,D. Bane Free Throw 2 of 2 (14 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
491,PT00M32.90S,2022-10-23T02:26:08.5Z,3,REGULAR,3pt,Jump Shot,[],1629029,73.80091984231275,12.009803921568627,1610612742,96,69,2022-10-23T02:26:15Z,4830000,-190.0,194.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,27.14,Missed,,,,,,,,,,,,,,,,
492,PT00M29.70S,2022-10-23T02:26:11.7Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,96,69,2022-10-23T02:26:15Z,4840000,,,0,,D. Bane REBOUND (Off:0 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,491.0,5.0,5.0,0.0,,,,,,,,
493,PT00M24.20S,2022-10-23T02:26:18.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,7.046649145860711,47.549019607843135,1610612763,96,71,2022-10-23T02:26:25Z,4850000,12.0,14.0,1,left,B. Clarke running Layup (4 PTS),[1629634],1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,1.84,Made,4.0,,,,,,,,,,,,,,,
494,PT00M00.10S,2022-10-23T02:26:44.3Z,3,REGULAR,3pt,Jump Shot,[],203501,95.0886990801577,94.85294117647058,1610612742,99,71,2022-10-23T02:26:49Z,4860000,224.0,-6.0,1,right,T. Hardaway Jr. 3PT  (5 PTS) (L. Doncic 10 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,22.44,Made,5.0,L. Doncic,1629029.0,10.0,,,,,,,,,,,,
496,PT00M00.00S,2022-10-23T02:26:51.8Z,3,REGULAR,period,end,[],0,,,1610612763,99,71,2022-10-23T02:26:51Z,4880000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2022-10-23T02:27:05.0Z,4,REGULAR,substitution,out,['startperiod'],1629029,,,1610612763,99,71,2022-10-23T02:29:16Z,4890000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2022-10-23T02:27:05.0Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,99,71,2022-10-23T02:29:16Z,4900000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-10-23T02:27:05.0Z,4,REGULAR,substitution,out,['startperiod'],1630217,,,1610612763,99,71,2022-10-23T02:29:16Z,4910000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-10-23T02:27:05.0Z,4,REGULAR,substitution,in,['startperiod'],203915,,,1610612763,99,71,2022-10-23T02:29:16Z,4920000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-10-23T02:27:05.0Z,4,REGULAR,substitution,in,['startperiod'],1630583,,,1610612763,99,71,2022-10-23T02:29:16Z,4930000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-10-23T02:27:05.0Z,4,REGULAR,substitution,in,['startperiod'],1631223,,,1610612763,99,71,2022-10-23T02:29:16Z,4940000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-10-23T02:29:28.0Z,4,REGULAR,period,start,[],0,,,1610612763,99,71,2022-10-23T02:29:28Z,4950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT11M50.00S,2022-10-23T02:29:37.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,18.347568988173457,50.0,1610612763,99,73,2022-10-23T02:29:57Z,4960000,0.0,120.0,1,left,B. Clarke 12' driving floating Jump Shot (6 PTS) (T. Jones 4 AST),"[1629634, 1626145]",1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,Made,6.0,T. Jones,1626145.0,4.0,,,,,,,,,,,,
507,PT11M38.00S,2022-10-23T02:29:52.8Z,4,REGULAR,foul,personal,[],1631222,,,1610612742,99,73,2022-10-23T02:29:55Z,4980000,,,0,,J. LaRavia personal FOUL (3 PF),"[1631222, 203501]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,1626301.0,,,,,,,,,,,,3.0,0.0,Hardaway Jr.,203501.0,,,,
509,PT11M29.00S,2022-10-23T02:30:15.8Z,4,REGULAR,2pt,Jump Shot,[],203501,93.24901445466492,78.18627450980392,1610612742,99,73,2022-10-23T02:30:20Z,5000000,141.0,11.0,1,right,MISS T. Hardaway Jr. 14' step back Shot,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,14.13,Missed,,,,,,,,,,,,,,,,
510,PT11M26.00S,2022-10-23T02:30:18.8Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,99,73,2022-10-23T02:30:20Z,5010000,,,0,,B. Clarke REBOUND (Off:0 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Right,,,,,,,,,509.0,3.0,3.0,0.0,,,,,,,,
511,PT11M15.00S,2022-10-23T02:30:30.3Z,4,REGULAR,turnover,bad pass,[],1630583,,,1610612763,99,73,2022-10-23T02:30:46Z,5020000,,,0,,S. Aldama bad pass TURNOVER (2 TO),"[1630583, 1628467]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Right,,2.0,,,,,,,,,,,,,,,,,Kleber,1628467.0
512,PT11M15.00S,2022-10-23T02:30:30.3Z,4,REGULAR,steal,,[],1628467,,,1610612742,99,73,2022-10-23T02:30:31Z,5030000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
513,PT11M08.00S,2022-10-23T02:30:41.1Z,4,REGULAR,foul,offensive,[],1626174,,,1610612742,99,73,2022-10-23T02:30:44Z,5040000,,,0,,C. Wood charge offensive FOUL (3 PF),"[1626174, 1626145]",1610612742.0,DAL,charge,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,1179.0,,,,,,,,,,,,3.0,0.0,Jones,1626145.0,,,,
515,PT11M08.00S,2022-10-23T02:30:41.1Z,4,REGULAR,turnover,offensive foul,[],1626174,,,1610612742,99,73,2022-10-23T02:30:41Z,5060000,,,0,,C. Wood offensive foul TURNOVER (2 TO),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,1179.0,2.0,,,,,,,,,,,,,,,,,,
516,PT10M55.00S,2022-10-23T02:31:07.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631222,14.011169513797633,50.49019607843137,1610612763,99,73,2022-10-23T02:31:12Z,5070000,-2.0,79.0,1,left,MISS J. LaRavia 7' driving floating bank Shot,[1631222],1610612763.0,MEM,driving floating bank,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,7.92,Missed,,,,,,,,,,,,,,,,
517,PT10M51.00S,2022-10-23T02:31:11.3Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,99,73,2022-10-23T02:31:12Z,5080000,,,0,,M. Kleber REBOUND (Off:2 Def:5),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,516.0,7.0,5.0,2.0,,,,,,,,
518,PT10M47.00S,2022-10-23T02:31:16.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,94.30026281208936,51.9607843137255,1610612742,101,73,2022-10-23T02:31:26Z,5090000,10.0,1.0,1,right,T. Hardaway Jr. running finger roll Layup (7 PTS) (C. Wood 3 AST),"[203501, 1626174]",1610612742.0,DAL,running finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,0.99,Made,7.0,C. Wood,1626174.0,3.0,,,,,,,,,,,,
520,PT10M47.00S,2022-10-23T02:31:19.3Z,4,REGULAR,foul,personal,['1freethrow'],1631223,,,1610612742,101,73,2022-10-23T02:31:29Z,5110000,,,0,,D. Roddy shooting personal FOUL (2 PF) (Hardaway Jr. 1 FT),"[1631223, 203501]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,
522,PT10M47.00S,2022-10-23T02:31:44.4Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],203501,,,1610612742,102,73,2022-10-23T02:31:44Z,5130000,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (8 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
523,PT10M35.00S,2022-10-23T02:31:57.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.521024967148489,49.26470588235294,1610612763,102,75,2022-10-23T02:33:09Z,5140000,4.0,9.0,1,left,B. Clarke alley-oop DUNK (8 PTS) (T. Jones 5 AST),"[1629634, 1626145]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,0.95,Made,8.0,T. Jones,1626145.0,5.0,,,,,,,,,,,,
