actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
422,PT06M36.00S,2025-12-21T01:37:42.1Z,3,REGULAR,rebound,defensive,[],203076,,,1610612742,74,76,2025-12-21T01:37:43Z,4160000,False,,,0,,A. Davis REBOUND (Off:3 Def:6),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,421.0,9.0,6.0,3.0,,,,,,,,,,,,,,
423,PT06M26.00S,2025-12-21T01:37:52.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642843,5.601182654402102,50.98039215686274,1610612742,74,78,2025-12-21T01:37:57Z,4170000,False,-5.0,0.0,1,left,C. Flagg driving DUNK (16 PTS) (A. Davis 2 AST),"[1642843, 203076]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,16.0,,,,,,,A. Davis,203076.0,2.0,,
425,PT06M07.00S,2025-12-21T01:38:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631230,84.31340341655716,43.627450980392155,1610612755,76,78,2025-12-21T01:39:23Z,4190000,False,-32.0,95.0,1,right,D. Barlow 10' turnaround Jump Shot (21 PTS) (Q. Grimes 4 AST),"[1631230, 1629656]",1610612755.0,PHI,turnaround,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,10.02,Made,,,,,,,21.0,,,,,,,Q. Grimes,1629656.0,4.0,,
429,PT06M07.00S,2025-12-21T01:38:30.0Z,3,REGULAR,substitution,out,[],1630178,,,1610612742,76,78,2025-12-21T01:39:12Z,4230000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M07.00S,2025-12-21T01:38:30.0Z,3,REGULAR,substitution,out,[],203083,,,1610612742,76,78,2025-12-21T01:39:12Z,4240000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M07.00S,2025-12-21T01:38:30.0Z,3,REGULAR,substitution,in,[],1642272,,,1610612742,76,78,2025-12-21T01:39:12Z,4250000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M07.00S,2025-12-21T01:38:30.0Z,3,REGULAR,substitution,in,[],1641737,,,1610612742,76,78,2025-12-21T01:39:12Z,4260000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M07.00S,2025-12-21T01:38:30.1Z,3,REGULAR,freethrow,1 of 1,[],1631230,,,1610612755,76,78,2025-12-21T01:51:28Z,4290000,False,,,0,,MISS D. Barlow Free Throw 1 of 1,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
436,PT06M07.00S,2025-12-21T01:38:30.1Z,3,REGULAR,rebound,defensive,[],203076,,,1610612742,76,78,2025-12-21T01:51:28Z,4300000,False,,,0,,A. Davis REBOUND (Off:3 Def:7),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,435.0,10.0,7.0,3.0,,,,,,,,,,,,,,
427,PT06M07.00S,2025-12-21T01:38:30.8Z,3,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612755,76,78,2025-12-21T01:51:42Z,4305000,False,,,0,,P. Washington shooting personal FOUL (3 PF) (Barlow 1 FT),"[1629023, 1631230]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,3.0,0.0,Barlow,1631230.0,,,,,
458,PT06M07.00S,2025-12-21T01:38:45.0Z,3,REGULAR,substitution,out,[],1629023,,,1610612755,76,78,2025-12-21T01:42:45Z,4308750,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT06M07.00S,2025-12-21T01:38:45.0Z,3,REGULAR,substitution,in,[],1631108,,,1610612755,76,78,2025-12-21T01:42:45Z,4309375,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M56.00S,2025-12-21T01:39:09.2Z,3,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612742,76,78,2025-12-21T01:39:13Z,4310000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Flagg 2 FT),"[1641737, 1642843]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,2.0,0.0,Flagg,1642843.0,,,,,
439,PT05M56.00S,2025-12-21T01:39:36.5Z,3,REGULAR,freethrow,1 of 2,[],1642843,,,1610612742,76,79,2025-12-21T01:39:36Z,4330000,False,,,0,,C. Flagg Free Throw 1 of 2 (17 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
440,PT05M56.00S,2025-12-21T01:39:58.8Z,3,REGULAR,freethrow,2 of 2,[],1642843,,,1610612742,76,80,2025-12-21T01:39:58Z,4340000,False,,,0,,C. Flagg Free Throw 2 of 2 (18 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
441,PT05M41.00S,2025-12-21T01:40:17.7Z,3,REGULAR,3pt,Jump Shot,[],1642845,73.01248357424441,81.12745098039215,1610612755,79,80,2025-12-21T01:40:23Z,4350000,False,156.0,201.0,1,right,V. Edgecombe 25' 3PT  (19 PTS) (Q. Grimes 5 AST),"[1642845, 1629656]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,25.43,Made,,,,,,,19.0,,,,,,,Q. Grimes,1629656.0,5.0,,
443,PT05M29.00S,2025-12-21T01:40:30.0Z,3,REGULAR,turnover,bad pass,[],1642948,,,1610612742,79,80,2025-12-21T01:40:33Z,4370000,False,,,0,,R. Nembhard bad pass TURNOVER (1 TO),"[1642948, 1641737]",1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,Bona,1641737.0,,,,,,,,,
444,PT05M29.00S,2025-12-21T01:40:30.0Z,3,REGULAR,steal,,[],1641737,,,1610612755,79,80,2025-12-21T01:40:32Z,4380000,False,,,0,,A. Bona STEAL (1 STL),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT05M25.00S,2025-12-21T01:40:32.9Z,3,REGULAR,turnover,bad pass,[],1631230,,,1610612755,79,80,2025-12-21T01:40:36Z,4390000,False,,,0,,D. Barlow bad pass TURNOVER (1 TO),"[1631230, 1630230]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,Marshall,1630230.0,,,,,,,,,
446,PT05M25.00S,2025-12-21T01:40:32.9Z,3,REGULAR,steal,,[],1630230,,,1610612742,79,80,2025-12-21T01:40:35Z,4400000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
447,PT05M22.00S,2025-12-21T01:40:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,6.389618922470433,50.49019607843137,1610612742,79,82,2025-12-21T01:41:00Z,4410000,False,-2.0,8.0,1,left,N. Marshall driving Layup (16 PTS),[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,16.0,,,,,,,,,,,
448,PT05M04.00S,2025-12-21T01:40:54.5Z,3,REGULAR,3pt,Jump Shot,[],1629656,68.9388961892247,19.11764705882353,1610612755,79,82,2025-12-21T01:41:04Z,4420000,False,-154.0,239.0,1,right,MISS Q. Grimes 28' step back 3PT,[1629656],1610612755.0,PHI,step back,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,28.5,Missed,,,,,,,,,,,,,,,,,,
449,PT05M04.00S,2025-12-21T01:40:54.5Z,3,REGULAR,rebound,defensive,[],203076,,,1610612742,79,82,2025-12-21T01:41:04Z,4430000,False,,,0,,A. Davis REBOUND (Off:3 Def:8),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,448.0,11.0,8.0,3.0,,,,,,,,,,,,,,
450,PT04M40.00S,2025-12-21T01:41:17.5Z,3,REGULAR,2pt,Jump Shot,[],1642843,7.835085413929041,67.8921568627451,1610612742,79,84,2025-12-21T01:41:22Z,4440000,False,-89.0,21.0,1,left,C. Flagg 9' turnaround fadeaway Jump Shot (20 PTS),[1642843],1610612742.0,DAL,turnaround fadeaway,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Left,9.2,Made,,,,,,,20.0,,,,,,,,,,,
451,PT04M23.00S,2025-12-21T01:41:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,93.51182654402102,51.9607843137255,1610612755,81,84,2025-12-21T01:41:39Z,4450000,False,10.0,8.0,1,right,Q. Grimes driving Layup (2 PTS) (D. Barlow 2 AST),"[1629656, 1631230]",1610612755.0,PHI,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,2.0,,,,,,,D. Barlow,1631230.0,2.0,,
453,PT04M03.00S,2025-12-21T01:41:55.1Z,3,REGULAR,turnover,lost ball,[],1630230,,,1610612742,81,84,2025-12-21T01:42:00Z,4470000,False,,,0,,N. Marshall lost ball TURNOVER (4 TO),"[1630230, 1642272]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,,,4.0,,McCain,1642272.0,,,,,,,,,
454,PT04M03.00S,2025-12-21T01:41:55.1Z,3,REGULAR,steal,,[],1642272,,,1610612755,81,84,2025-12-21T01:41:56Z,4480000,False,,,0,,J. McCain STEAL (3 STL),[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
455,PT03M59.00S,2025-12-21T01:41:59.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,92.9862023653088,47.794117647058826,1610612755,83,84,2025-12-21T01:42:07Z,4490000,False,-11.0,13.0,1,right,Q. Grimes running finger roll Layup (4 PTS) (J. McCain 3 AST),"[1629656, 1642272]",1610612755.0,PHI,running finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,4.0,,,,,,,J. McCain,1642272.0,3.0,,
457,PT03M58.00S,2025-12-21T01:42:05.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,83,84,2025-12-21T01:42:05Z,4510000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M58.00S,2025-12-21T01:44:34.4Z,3,REGULAR,substitution,out,[],203076,,,1610612742,83,84,2025-12-21T01:44:40Z,4520000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M58.00S,2025-12-21T01:44:34.4Z,3,REGULAR,substitution,out,[],1642948,,,1610612742,83,84,2025-12-21T01:44:40Z,4530000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M58.00S,2025-12-21T01:44:34.4Z,3,REGULAR,substitution,in,[],1629655,,,1610612742,83,84,2025-12-21T01:44:40Z,4540000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M58.00S,2025-12-21T01:44:34.4Z,3,REGULAR,substitution,in,[],1630314,,,1610612742,83,84,2025-12-21T01:44:40Z,4550000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M47.00S,2025-12-21T01:45:13.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,19.267411300919843,57.35294117647059,1610612742,83,86,2025-12-21T01:45:19Z,4560000,False,-37.0,129.0,1,left,N. Marshall 13' turnaround Jump Shot (18 PTS) (C. Flagg 3 AST),"[1630230, 1642843]",1610612742.0,DAL,turnaround,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,13.38,Made,,,,,,,18.0,,,,,,,C. Flagg,1642843.0,3.0,,
466,PT03M28.00S,2025-12-21T01:45:33.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641737,91.27792378449409,49.01960784313725,1610612755,83,86,2025-12-21T01:45:38Z,4580000,False,-5.0,29.0,1,right,MISS A. Bona driving DUNK,[1641737],1610612755.0,PHI,driving,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
467,PT03M27.00S,2025-12-21T01:45:34.7Z,3,REGULAR,rebound,offensive,[],1642845,,,1610612755,83,86,2025-12-21T01:45:38Z,4590000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:0),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,466.0,1.0,0.0,1.0,,,,,,,,,,,,,,
468,PT03M25.00S,2025-12-21T01:45:36.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642272,70.87713534822602,76.9607843137255,1610612755,83,86,2025-12-21T01:48:03Z,4600000,False,135.0,221.0,1,right,MISS J. McCain 25' 3PT,[1642272],1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
469,PT03M18.00S,2025-12-21T01:45:43.6Z,3,REGULAR,rebound,offensive,[],1641737,,,1610612755,83,86,2025-12-21T01:45:49Z,4610000,False,,,0,,A. Bona REBOUND (Off:5 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,468.0,6.0,1.0,5.0,,,,,,,,,,,,,,
470,PT03M18.00S,2025-12-21T01:45:43.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641737,94.40999984741211,50.0,1610612755,83,86,2025-12-21T01:45:43Z,4620000,False,0.0,0.0,1,right,MISS A. Bona putback Layup,[1641737],1610612755.0,PHI,putback,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
471,PT03M17.00S,2025-12-21T01:45:44.6Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612742,83,86,2025-12-21T01:45:44Z,4630000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,470.0,1.0,1.0,0.0,,,,,,,,,,,,,,
472,PT03M13.00S,2025-12-21T01:45:47.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,9.543363994743759,49.26470588235294,1610612742,83,88,2025-12-21T01:45:54Z,4640000,False,4.0,37.0,1,left,N. Marshall running Layup (20 PTS) (M. Christie 1 AST),"[1630230, 1631108]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,20.0,,,,,,,M. Christie,1631108.0,1.0,,
474,PT02M59.00S,2025-12-21T01:46:04.4Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612755,83,88,2025-12-21T01:46:13Z,4660000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Grimes 2 FT),"[1629655, 1629656]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,,,,,2.0,0.0,Grimes,1629656.0,,,,,
476,PT02M59.00S,2025-12-21T01:46:32.3Z,3,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,84,88,2025-12-21T01:46:32Z,4680000,False,,,0,,Q. Grimes Free Throw 1 of 2 (5 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
477,PT02M59.00S,2025-12-21T01:46:33.2Z,3,REGULAR,substitution,out,[],1630230,,,1610612755,84,88,2025-12-21T01:46:41Z,4690000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M59.00S,2025-12-21T01:46:33.2Z,3,REGULAR,substitution,out,[],1642843,,,1610612755,84,88,2025-12-21T01:46:41Z,4700000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M59.00S,2025-12-21T01:46:33.2Z,3,REGULAR,substitution,in,[],1629023,,,1610612755,84,88,2025-12-21T01:46:41Z,4710000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M59.00S,2025-12-21T01:46:33.2Z,3,REGULAR,substitution,in,[],202691,,,1610612755,84,88,2025-12-21T01:46:41Z,4720000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M59.00S,2025-12-21T01:46:57.6Z,3,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,85,88,2025-12-21T01:46:57Z,4730000,False,,,0,,Q. Grimes Free Throw 2 of 2 (6 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
482,PT02M46.00S,2025-12-21T01:47:13.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,9.937582128777924,48.28431372549019,1610612742,85,90,2025-12-21T01:47:18Z,4740000,False,9.0,41.0,1,left,P. Washington driving floating Jump Shot (11 PTS) (B. Williams 2 AST),"[1629023, 1630314]",1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,,11.0,,,,,,,B. Williams,1630314.0,2.0,,
483,PT02M26.00S,2025-12-21T01:47:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642272,91.40932982917214,53.18627450980392,1610612755,87,90,2025-12-21T01:47:37Z,4750000,False,16.0,28.0,1,right,J. McCain driving finger roll Layup (7 PTS) (Q. Grimes 6 AST),"[1642272, 1629656]",1610612755.0,PHI,driving finger roll,,,McCain,J. McCain,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,,7.0,,,,,,,Q. Grimes,1629656.0,6.0,,
485,PT02M10.00S,2025-12-21T01:47:47.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,16.376478318002626,43.13725490196079,1610612742,87,92,2025-12-21T01:47:53Z,4770000,False,34.0,101.0,1,left,P. Washington 10' floating Jump Shot (13 PTS),[1629023],1610612742.0,DAL,floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,10.7,Made,,,,,,,13.0,,,,,,,,,,,
486,PT01M56.00S,2025-12-21T01:48:02.1Z,3,REGULAR,3pt,Jump Shot,[],1642845,70.64717477003943,15.931372549019606,1610612755,90,92,2025-12-21T01:48:07Z,4780000,False,-170.0,223.0,1,right,V. Edgecombe 28' 3PT  (22 PTS) (Q. Grimes 7 AST),"[1642845, 1629656]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,28.09,Made,,,,,,,22.0,,,,,,,Q. Grimes,1629656.0,7.0,,
488,PT01M47.00S,2025-12-21T01:48:11.7Z,3,REGULAR,3pt,Jump Shot,[],202691,7.835085413929041,4.411764705882353,1610612742,90,95,2025-12-21T01:48:15Z,4800000,False,228.0,21.0,1,left,K. Thompson 3PT  (7 PTS) (B. Williams 3 AST),"[202691, 1630314]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,22.89,Made,,,,,,,7.0,,,,,,,B. Williams,1630314.0,3.0,,
490,PT01M35.00S,2025-12-21T01:48:23.2Z,3,REGULAR,3pt,Jump Shot,[],1642845,68.01905387647832,20.34313725490196,1610612755,90,95,2025-12-21T01:48:27Z,4820000,False,-148.0,248.0,1,right,MISS V. Edgecombe 28' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,28.9,Missed,,,,,,,,,,,,,,,,,,
491,PT01M32.00S,2025-12-21T01:48:26.2Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612742,90,95,2025-12-21T01:48:27Z,4830000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,490.0,2.0,2.0,0.0,,,,,,,,,,,,,,
492,PT01M17.00S,2025-12-21T01:48:41.3Z,3,REGULAR,turnover,lost ball,[],1629655,,,1610612742,90,95,2025-12-21T01:48:44Z,4840000,False,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1629656]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,Grimes,1629656.0,,,,,,,,,
493,PT01M17.00S,2025-12-21T01:48:41.3Z,3,REGULAR,steal,,[],1629656,,,1610612755,90,95,2025-12-21T01:48:43Z,4850000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
494,PT01M11.00S,2025-12-21T01:48:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,90.62089356110381,49.01960784313725,1610612755,90,95,2025-12-21T01:48:56Z,4860000,False,-5.0,36.0,1,right,MISS Q. Grimes running finger roll Layup,[1629656],1610612755.0,PHI,running finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
495,PT01M11.00S,2025-12-21T01:48:47.4Z,3,REGULAR,rebound,offensive,[],1641737,,,1610612755,90,95,2025-12-21T01:48:56Z,4870000,False,,,0,,A. Bona REBOUND (Off:6 Def:1),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,494.0,7.0,1.0,6.0,,,,,,,,,,,,,,
496,PT01M11.00S,2025-12-21T01:48:50.7Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612755,90,95,2025-12-21T01:49:03Z,4880000,False,,,0,,D. Gafford shooting personal FOUL (3 PF) (Bona 2 FT),"[1629655, 1641737]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,3.0,0.0,Bona,1641737.0,,,,,
498,PT01M11.00S,2025-12-21T01:49:21.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1641737,,,1610612755,91,95,2025-12-21T01:49:21Z,4900000,False,,,0,,A. Bona Free Throw 1 of 2 (7 PTS),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
499,PT01M11.00S,2025-12-21T01:49:22.6Z,3,REGULAR,substitution,out,[],1629656,,,1610612755,91,95,2025-12-21T01:49:33Z,4910000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M11.00S,2025-12-21T01:49:22.6Z,3,REGULAR,substitution,out,[],1631230,,,1610612755,91,95,2025-12-21T01:49:33Z,4920000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M11.00S,2025-12-21T01:49:22.6Z,3,REGULAR,substitution,out,[],1631108,,,1610612755,91,95,2025-12-21T01:49:33Z,4930000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M11.00S,2025-12-21T01:49:22.6Z,3,REGULAR,substitution,in,[],1630178,,,1610612755,91,95,2025-12-21T01:49:33Z,4940000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M11.00S,2025-12-21T01:49:22.6Z,3,REGULAR,substitution,in,[],1631133,,,1610612755,91,95,2025-12-21T01:49:33Z,4950000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M11.00S,2025-12-21T01:49:22.6Z,3,REGULAR,substitution,in,[],1626156,,,1610612755,91,95,2025-12-21T01:49:33Z,4960000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT01M11.00S,2025-12-21T01:49:21.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1641737,,,1610612755,91,95,2025-12-21T01:49:55Z,4970000,False,,,0,,MISS A. Bona Free Throw 2 of 2,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT01M07.00S,2025-12-21T01:49:25.6Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612742,91,95,2025-12-21T01:49:55Z,4980000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,505.0,3.0,3.0,0.0,,,,,,,,,,,,,,
507,PT00M57.60S,2025-12-21T01:50:05.7Z,3,REGULAR,turnover,out-of-bounds,[],1630314,,,1610612742,91,95,2025-12-21T01:50:12Z,4990000,False,,,0,,B. Williams bad pass out-of-bounds TURNOVER (3 TO),[1630314],1610612742.0,DAL,bad pass,,,Williams,B. Williams,,,,,Mid-Range,16-24 Left,,,,,,,1626301.0,3.0,,,,,,,,,,,,
