actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
607,PT07M38.00S,2023-11-28T02:07:23.4Z,4,REGULAR,substitution,out,[],1630166,,,1610612764,93,107,2023-11-28T02:07:45Z,5870000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M38.00S,2023-11-28T02:07:23.4Z,4,REGULAR,substitution,out,[],1630557,,,1610612764,93,107,2023-11-28T02:07:45Z,5880000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT07M38.00S,2023-11-28T02:07:23.4Z,4,REGULAR,substitution,out,[],201568,,,1610612764,93,107,2023-11-28T02:07:45Z,5890000,False,,,0,,SUB out: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT07M38.00S,2023-11-28T02:07:23.4Z,4,REGULAR,substitution,in,[],1626145,,,1610612764,93,107,2023-11-28T02:07:45Z,5900000,False,,,0,,SUB in: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT07M38.00S,2023-11-28T02:07:23.4Z,4,REGULAR,substitution,in,[],1629655,,,1610612764,93,107,2023-11-28T02:07:45Z,5910000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT07M38.00S,2023-11-28T02:07:23.4Z,4,REGULAR,substitution,in,[],1628398,,,1610612764,93,107,2023-11-28T02:07:45Z,5920000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT07M19.00S,2023-11-28T02:08:29.7Z,4,REGULAR,foul,personal,['2freethrow'],1630649,,,1610612764,93,107,2023-11-28T02:08:41Z,5930000,False,,,0,,S. Umude shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1630649, 1628398]",1610612765.0,DET,shooting,,,Umude,S. Umude,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Kuzma,1628398.0
615,PT07M19.00S,2023-11-28T02:09:01.4Z,4,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,93,108,2023-11-28T02:09:01Z,5950000,False,,,0,,K. Kuzma Free Throw 1 of 2 (26 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
616,PT07M19.00S,2023-11-28T02:09:22.0Z,4,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,93,108,2023-11-28T02:09:22Z,5960000,False,,,0,,MISS K. Kuzma Free Throw 2 of 2,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
617,PT07M17.00S,2023-11-28T02:09:23.2Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,93,108,2023-11-28T02:09:23Z,5970000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,616.0,3.0,3.0,0.0,,,,,,,,,,,,,,
618,PT06M57.00S,2023-11-28T02:09:42.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,90.62089356110381,46.32352941176471,1610612765,93,108,2023-11-28T02:09:48Z,5980000,False,-18.0,36.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 1629013]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,Shamet,1629013.0,,,,,,,,,,,
678,PT06M57.00S,2023-11-28T02:09:42.7Z,4,REGULAR,block,,[],1629013,,,1610612765,93,108,2023-11-28T02:23:37Z,5985000,False,,,0,,L. Shamet BLOCK (1 BLK),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
619,PT06M55.00S,2023-11-28T02:09:44.7Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,93,108,2023-11-28T02:23:37Z,5990000,False,,,0,,D. Gafford REBOUND (Off:2 Def:6),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,618.0,8.0,6.0,2.0,,,,,,,,,,,,,,
620,PT06M52.00S,2023-11-28T02:09:52.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630649,,,1610612764,93,108,2023-11-28T02:10:04Z,6000000,False,,,0,,S. Umude shooting personal FOUL (2 PF) (Kuzma 2 FT),"[1630649, 1628398]",1610612765.0,DET,shooting,,,Umude,S. Umude,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203054.0,,,,2.0,0.0,Kuzma,1628398.0
622,PT06M52.00S,2023-11-28T02:10:35.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628398,,,1610612764,93,109,2023-11-28T02:12:32Z,6020000,False,,,0,,K. Kuzma Free Throw 1 of 2 (27 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
623,PT06M52.00S,2023-11-28T02:10:35.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628398,,,1610612764,93,110,2023-11-28T02:12:32Z,6030000,False,,,0,,K. Kuzma Free Throw 2 of 2 (28 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
624,PT06M39.00S,2023-11-28T02:11:11.6Z,4,REGULAR,3pt,Jump Shot,[],1631204,67.88764783180025,28.431372549019606,1610612765,93,110,2023-11-28T02:12:50Z,6040000,False,-108.0,249.0,1,right,MISS M. Sasser 27' step back 3PT,[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,,,,
625,PT06M36.00S,2023-11-28T02:11:14.6Z,4,REGULAR,rebound,offensive,[],1630595,,,1610612765,93,110,2023-11-28T02:11:16Z,6050000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,624.0,4.0,3.0,1.0,,,,,,,,,,,,,,
626,PT06M35.00S,2023-11-28T02:11:15.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630649,66.70499342969777,60.049019607843135,1610612765,93,110,2023-11-28T02:11:19Z,6060000,False,50.0,260.0,1,right,MISS S. Umude 26' 3PT,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
627,PT06M31.00S,2023-11-28T02:11:19.8Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,93,110,2023-11-28T02:11:19Z,6070000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:12),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,626.0,12.0,12.0,0.0,,,,,,,,,,,,,,
637,PT06M25.00S,2023-11-28T02:11:21.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,6.915243101182654,36.27450980392157,1610612764,93,110,2023-11-28T02:15:44Z,6075000,False,69.0,13.0,1,left,MISS K. Kuzma 6' fadeaway Shot,[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
638,PT06M25.00S,2023-11-28T02:11:21.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,93,110,2023-11-28T02:15:44Z,6077500,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,637.0,,,,,,,,,,,,,,,,,
628,PT06M24.00S,2023-11-28T02:11:27.3Z,4,REGULAR,foul,personal,[],1629655,,,1610612765,93,110,2023-11-28T02:13:11Z,6080000,False,,,0,,D. Gafford loose ball personal FOUL (2 PF),"[1629655, 1630649]",1610612764.0,WAS,loose ball,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1662.0,,,,2.0,0.0,Umude,1630649.0
631,PT06M24.00S,2023-11-28T02:11:43.0Z,4,REGULAR,substitution,out,[],1630649,,,1610612765,93,110,2023-11-28T02:11:46Z,6110000,False,,,0,,SUB out: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT06M24.00S,2023-11-28T02:11:43.0Z,4,REGULAR,substitution,in,[],1630191,,,1610612765,93,110,2023-11-28T02:11:46Z,6120000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT06M14.00S,2023-11-28T02:11:59.1Z,4,REGULAR,2pt,Jump Shot,[],1630595,82.86793692509855,26.96078431372549,1610612765,95,110,2023-11-28T02:13:11Z,6130000,False,-115.0,109.0,1,right,C. Cunningham 15' pullup Jump Shot (20 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,15.83,Made,,,,,20.0,,,,,,,,,,,,,
634,PT05M58.00S,2023-11-28T02:12:25.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612764,95,110,2023-11-28T02:12:31Z,6140000,False,,,0,,I. Stewart personal FOUL (2 PF) (Kuzma 2 FT),"[1630191, 1628398]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,203054.0,,,,2.0,0.0,Kuzma,1628398.0
636,PT05M58.00S,2023-11-28T02:12:48.5Z,4,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,95,111,2023-11-28T02:12:48Z,6160000,False,,,0,,K. Kuzma Free Throw 1 of 2 (29 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
639,PT05M58.00S,2023-11-28T02:13:09.6Z,4,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,95,112,2023-11-28T02:13:09Z,6170000,False,,,0,,K. Kuzma Free Throw 2 of 2 (30 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
640,PT05M40.00S,2023-11-28T02:13:28.4Z,4,REGULAR,2pt,Jump Shot,[],1630595,80.50262812089356,30.14705882352941,1610612765,95,112,2023-11-28T02:16:44Z,6180000,False,-99.0,131.0,1,right,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,16.42,Missed,,,,,,,,,,,,,,,,,,
641,PT05M38.00S,2023-11-28T02:13:30.4Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612764,95,112,2023-11-28T02:13:30Z,6190000,False,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Left Center,,,640.0,2.0,2.0,0.0,,,,,,,,,,,,,,
642,PT05M31.00S,2023-11-28T02:13:37.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,6.915243101182654,47.30392156862745,1610612764,95,112,2023-11-28T02:17:36Z,6200000,False,13.0,13.0,1,left,MISS K. Kuzma driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
643,PT05M29.00S,2023-11-28T02:13:39.5Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,95,112,2023-11-28T02:19:05Z,6210000,False,,,0,,I. Stewart REBOUND (Off:2 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,642.0,7.0,5.0,2.0,,,,,,,,,,,,,,
644,PT05M26.00S,2023-11-28T02:13:42.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631093,92.72339027595268,94.11764705882352,1610612765,98,112,2023-11-28T02:19:24Z,6220000,False,221.0,16.0,1,right,J. Ivey 3PT running (15 PTS) (C. Cunningham 7 AST),"[1631093, 1630595]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,22.12,Made,,,,,15.0,,,C. Cunningham,1630595.0,7.0,,,,,,,,
646,PT05M10.00S,2023-11-28T02:14:04.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612764,98,112,2023-11-28T02:14:19Z,6240000,False,,,0,,J. Ivey personal FOUL (3 PF) (Shamet 2 FT),"[1631093, 1629013]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1662.0,,,,3.0,0.0,Shamet,1629013.0
648,PT05M10.00S,2023-11-28T02:14:34.1Z,4,REGULAR,freethrow,1 of 2,[],1629013,,,1610612764,98,113,2023-11-28T02:14:34Z,6260000,False,,,0,,L. Shamet Free Throw 1 of 2 (8 PTS),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
649,PT05M10.00S,2023-11-28T02:14:48.7Z,4,REGULAR,freethrow,2 of 2,[],1629013,,,1610612764,98,114,2023-11-28T02:14:48Z,6270000,False,,,0,,L. Shamet Free Throw 2 of 2 (9 PTS),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
650,PT04M59.00S,2023-11-28T02:15:03.0Z,4,REGULAR,turnover,traveling,[],1631093,,,1610612765,98,114,2023-11-28T02:15:11Z,6280000,False,,,0,,J. Ivey traveling TURNOVER (2 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,203054.0,2.0,,,,,,
707,PT04M42.00S,2023-11-28T02:15:14.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,9.641918528252305,45.58823529411765,1610612764,98,114,2023-11-28T02:27:29Z,6285000,False,22.0,38.0,1,left,MISS K. Kuzma driving floating Shot - blocked,"[1628398, 1631204]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.4,Missed,,,,,,Sasser,1631204.0,,,,,,,,,,,
708,PT04M42.00S,2023-11-28T02:15:14.5Z,4,REGULAR,block,,[],1631204,,,1610612764,98,114,2023-11-28T02:27:11Z,6287500,False,,,0,,M. Sasser BLOCK (1 BLK),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
709,PT04M42.00S,2023-11-28T02:15:14.5Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,98,114,2023-11-28T02:27:11Z,6288750,False,,,0,,J. Ivey REBOUND (Off:2 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,707.0,6.0,4.0,2.0,,,,,,,,,,,,,,
654,PT04M29.00S,2023-11-28T02:15:58.7Z,4,REGULAR,3pt,Jump Shot,[],1630191,89.56964520367937,97.30392156862744,1610612765,98,114,2023-11-28T02:27:25Z,6320000,False,237.0,46.0,1,right,MISS I. Stewart 24' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,24.08,Missed,,,,,,,,,,,,,,,,,,
655,PT04M26.00S,2023-11-28T02:16:01.7Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,98,114,2023-11-28T02:16:05Z,6330000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:4),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,,,654.0,4.0,4.0,0.0,,,,,,,,,,,,,,
656,PT04M12.00S,2023-11-28T02:16:15.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,5.995400788436268,49.754901960784316,1610612764,98,114,2023-11-28T02:21:09Z,6340000,False,1.0,4.0,1,left,MISS B. Coulibaly cutting Layup - blocked,"[1641731, 1631105]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,Duren,1631105.0,,,,,,,,,,,
657,PT04M12.00S,2023-11-28T02:16:15.6Z,4,REGULAR,block,,[],1631105,,,1610612764,98,114,2023-11-28T02:16:17Z,6350000,False,,,0,,J. Duren BLOCK (4 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
658,PT04M09.00S,2023-11-28T02:16:18.6Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,98,114,2023-11-28T02:16:19Z,6360000,False,,,0,,J. Ivey REBOUND (Off:2 Def:5),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,656.0,7.0,5.0,2.0,,,,,,,,,,,,,,
659,PT03M59.00S,2023-11-28T02:16:29.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.32917214191852,43.872549019607845,1610612765,98,114,2023-11-28T02:22:13Z,6370000,False,-31.0,20.0,1,right,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
660,PT03M59.00S,2023-11-28T02:16:29.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,98,114,2023-11-28T02:16:38Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,659.0,,,,,,,,,,,,,,,,,
661,PT03M59.00S,2023-11-28T02:16:38.0Z,4,REGULAR,turnover,traveling,[],1631093,,,1610612765,98,114,2023-11-28T02:16:43Z,6390000,False,,,0,,J. Ivey traveling TURNOVER (3 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,3.0,,,,,,
662,PT03M59.00S,2023-11-28T02:16:48.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,98,114,2023-11-28T02:17:46Z,6400000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT03M42.00S,2023-11-28T02:18:33.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629013,4.944152431011826,58.82352941176471,1610612764,98,114,2023-11-28T02:20:21Z,6420000,False,-44.0,-6.0,1,left,MISS L. Shamet driving Layup - blocked,"[1629013, 1631105]",1610612764.0,WAS,driving,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,Duren,1631105.0,,,,,,,,,,,
665,PT03M42.00S,2023-11-28T02:18:33.6Z,4,REGULAR,block,,[],1631105,,,1610612764,98,114,2023-11-28T02:18:36Z,6430000,False,,,0,,J. Duren BLOCK (5 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
666,PT03M42.00S,2023-11-28T02:18:33.6Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,98,114,2023-11-28T02:20:09Z,6440000,False,,,0,,I. Stewart REBOUND (Off:2 Def:6),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,664.0,8.0,6.0,2.0,,,,,,,,,,,,,,
667,PT03M35.00S,2023-11-28T02:18:45.6Z,4,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612765,98,114,2023-11-28T02:18:56Z,6450000,False,,,0,,L. Shamet shooting personal FOUL (2 PF) (Cunningham 2 FT),"[1629013, 1630595]",1610612764.0,WAS,shooting,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,202007.0,,,,2.0,0.0,Cunningham,1630595.0
669,PT03M35.00S,2023-11-28T02:19:09.5Z,4,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,99,114,2023-11-28T02:19:09Z,6470000,False,,,0,,C. Cunningham Free Throw 1 of 2 (21 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
670,PT03M35.00S,2023-11-28T02:19:23.0Z,4,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,100,114,2023-11-28T02:19:23Z,6480000,False,,,0,,C. Cunningham Free Throw 2 of 2 (22 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
671,PT03M15.00S,2023-11-28T02:19:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,5.863994743758213,43.627450980392155,1610612764,100,116,2023-11-28T02:25:50Z,6490000,False,32.0,3.0,1,left,T. Jones driving Layup (12 PTS),[1626145],1610612764.0,WAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,12.0,,,,,,,,,,,,,
672,PT03M01.00S,2023-11-28T02:20:01.6Z,4,REGULAR,foul,offensive,['inpenalty'],1631105,,,1610612765,100,116,2023-11-28T02:24:56Z,6500000,False,,,0,,J. Duren offensive FOUL (5 PF),"[1631105, 1629655]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,,,,5.0,1.0,Gafford,1629655.0
676,PT03M01.00S,2023-11-28T02:20:01.6Z,4,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,100,116,2023-11-28T02:20:01Z,6515000,False,,,0,,J. Duren offensive foul TURNOVER (5 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,5.0,,,,,,
731,PT03M01.00S,2023-11-28T02:20:38.1Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612764,100,116,2023-11-28T02:30:13Z,6522500,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT02M46.00S,2023-11-28T02:23:31.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628398,6.783837056504599,51.225490196078425,1610612764,100,118,2023-11-28T02:36:07Z,6540000,False,-6.0,11.0,1,left,K. Kuzma turnaround Hook (32 PTS) (D. Gafford 2 AST),"[1628398, 1629655]",1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,32.0,,,D. Gafford,1629655.0,2.0,,,,,,,,
679,PT02M32.00S,2023-11-28T02:23:46.0Z,4,REGULAR,turnover,lost ball,[],1631105,,,1610612765,100,118,2023-11-28T02:23:50Z,6550000,False,,,0,,J. Duren lost ball TURNOVER (6 TO),"[1631105, 1629655]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,6.0,Gafford,1629655.0,,,,
680,PT02M32.00S,2023-11-28T02:23:46.0Z,4,REGULAR,steal,,[],1629655,,,1610612764,100,118,2023-11-28T02:23:47Z,6560000,False,,,0,,D. Gafford STEAL (2 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
682,PT02M26.00S,2023-11-28T02:23:51.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628398,5.338370565045992,48.77450980392157,1610612764,100,118,2023-11-28T02:31:05Z,6580000,False,6.0,-2.0,1,left,MISS K. Kuzma driving Hook,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.65,Missed,,,,,,,,,,,,,,,,,,
683,PT02M25.00S,2023-11-28T02:23:52.6Z,4,REGULAR,rebound,offensive,[],1629655,,,1610612764,100,118,2023-11-28T02:31:16Z,6590000,False,,,0,,D. Gafford REBOUND (Off:3 Def:6),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,682.0,9.0,6.0,3.0,,,,,,,,,,,,,,
684,PT02M25.00S,2023-11-28T02:23:56.6Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629655,5.590000152587891,50.0,1610612764,100,120,2023-11-28T02:31:23Z,6600000,False,0.0,0.0,1,left,D. Gafford tip DUNK (10 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,10.0,,,,,,,,,,,,,
685,PT02M16.00S,2023-11-28T02:24:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631204,93.38042049934296,50.73529411764706,1610612765,100,120,2023-11-28T02:29:43Z,6610000,False,4.0,10.0,1,right,MISS M. Sasser driving Layup,[1631204],1610612765.0,DET,driving,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
686,PT02M15.00S,2023-11-28T02:24:01.9Z,4,REGULAR,rebound,offensive,[],1631105,,,1610612765,100,120,2023-11-28T02:31:38Z,6620000,False,,,0,,J. Duren REBOUND (Off:7 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,685.0,14.0,7.0,7.0,,,,,,,,,,,,,,
687,PT02M15.00S,2023-11-28T02:24:05.8Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,94.40999984741211,50.0,1610612765,102,120,2023-11-28T02:32:00Z,6630000,False,0.0,0.0,1,right,J. Duren tip DUNK (11 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,11.0,,,,,,,,,,,,,
688,PT01M58.00S,2023-11-28T02:24:20.4Z,4,REGULAR,3pt,Jump Shot,[],1629013,27.020367936925098,21.07843137254902,1610612764,102,123,2023-11-28T02:32:16Z,6640000,False,145.0,201.0,1,left,L. Shamet 24' 3PT pullup (12 PTS),[1629013],1610612764.0,WAS,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,24.8,Made,,,,,12.0,,,,,,,,,,,,,
