actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
549,PT09M26.00S,2022-02-12T02:27:05.2Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612759,92,109,2022-02-12T02:27:21Z,5390000,,,0,,J. Poeltl Free Throw 1 of 2 (10 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
550,PT09M26.00S,2022-02-12T02:27:05.2Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612759,92,109,2022-02-12T02:27:21Z,5400000,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,
551,PT09M24.00S,2022-02-12T02:27:07.2Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,92,109,2022-02-12T02:27:21Z,5410000,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,550.0,4.0,4.0,0.0,,,,,,,,,,,,
552,PT09M07.00S,2022-02-12T02:27:38.4Z,4,REGULAR,2pt,Jump Shot,[],201568,13.61695137976347,69.11764705882352,1610612737,92,109,2022-02-12T02:33:03Z,5420000,-96.0,75.0,1,left,MISS D. Gallinari 12' fadeaway Shot,[201568],1610612737.0,ATL,fadeaway,,,Gallinari,D. Gallinari,,,,,12.18,Missed,,,,,,,,,,,,,,,,,,
553,PT09M03.00S,2022-02-12T02:27:42.4Z,4,REGULAR,rebound,offensive,[],1628989,,,1610612737,92,109,2022-02-12T02:27:44Z,5430000,,,0,,K. Huerter REBOUND (Off:1 Def:4),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,552.0,5.0,4.0,1.0,,,,,,,,,,,,
554,PT08M53.00S,2022-02-12T02:27:53.2Z,4,REGULAR,turnover,bad pass,[],201568,,,1610612737,92,109,2022-02-12T02:27:58Z,5440000,,,0,,D. Gallinari bad pass TURNOVER (1 TO),"[201568, 1630200]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,1.0,Jones,1630200.0,,,,,,,,
555,PT08M53.00S,2022-02-12T02:27:53.2Z,4,REGULAR,steal,,[],1630200,,,1610612759,92,109,2022-02-12T02:27:55Z,5450000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M50.00S,2022-02-12T02:27:56.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,93.77463863337714,48.77450980392157,1610612759,92,111,2022-02-12T02:28:18Z,5460000,-6.0,6.0,1,right,T. Jones running Layup (8 PTS),[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,0.86,Made,,,,,,,8.0,,,,,,,,,,,
557,PT08M50.00S,2022-02-12T02:28:00.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,92,111,2022-02-12T02:28:00Z,5470000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M50.00S,2022-02-12T02:30:30.0Z,4,REGULAR,substitution,out,[],1626153,,,1610612737,92,111,2022-02-12T02:30:51Z,5480000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M50.00S,2022-02-12T02:30:30.0Z,4,REGULAR,substitution,out,[],201568,,,1610612737,92,111,2022-02-12T02:30:51Z,5490000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M50.00S,2022-02-12T02:30:30.0Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,92,111,2022-02-12T02:30:51Z,5500000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M50.00S,2022-02-12T02:30:30.0Z,4,REGULAR,substitution,in,[],203992,,,1610612737,92,111,2022-02-12T02:30:51Z,5510000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M42.00S,2022-02-12T02:31:09.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,15.062417871222076,50.49019607843137,1610612737,94,111,2022-02-12T02:31:13Z,5520000,-2.0,89.0,1,left,K. Huerter 8' driving floating Jump Shot (9 PTS) (O. Okongwu 4 AST),"[1628989, 1630168]",1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,8.91,Made,,,,,,,9.0,,,,O. Okongwu,1630168.0,4.0,,,,,
563,PT08M29.00S,2022-02-12T02:31:20.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,89.83245729303549,42.15686274509804,1610612759,94,113,2022-02-12T02:31:25Z,5530000,-39.0,43.0,1,right,J. Poeltl floating Jump Shot (12 PTS) (T. Jones 1 AST),"[1627751, 1630200]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,5.83,Made,,,,,,,12.0,,,,T. Jones,1630200.0,1.0,,,,,
565,PT08M19.00S,2022-02-12T02:31:31.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.469776609724048,50.49019607843137,1610612737,96,113,2022-02-12T02:34:59Z,5550000,-2.0,-1.0,1,left,O. Okongwu cutting DUNK (4 PTS) (T. Young 10 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,0.27,Made,,,,,,,4.0,,,,T. Young,1629027.0,10.0,,,,,
567,PT08M04.00S,2022-02-12T02:31:45.6Z,4,REGULAR,3pt,Jump Shot,[],1629640,97.45400788436268,4.166666666666666,1610612759,96,116,2022-02-12T02:31:50Z,5570000,-229.0,-29.0,1,right,K. Johnson 3PT  (21 PTS) (T. Jones 2 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,23.1,Made,,,,,,,21.0,,,,T. Jones,1630200.0,2.0,,,,,
569,PT08M02.00S,2022-02-12T02:32:00.4Z,4,REGULAR,foul,technical,['1freethrow'],1629027,,,1610612737,96,116,2022-02-12T02:32:14Z,5590000,,,0,,T. Young technical FOUL (1 Tech),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,101283.0,3.0,1.0,,
570,PT08M02.00S,2022-02-12T02:32:15.2Z,4,REGULAR,freethrow,1 of 1,[],1630200,,,1610612737,96,117,2022-02-12T02:32:15Z,5600000,,,0,,T. Jones technical Free Throw 1 of 1 (9 PTS),[1630200],1610612759.0,SAS,technical,,,Jones,T. Jones,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
571,PT08M02.00S,2022-02-12T02:32:17.4Z,4,REGULAR,substitution,out,[],1629640,,,1610612737,96,117,2022-02-12T02:32:23Z,5610000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M02.00S,2022-02-12T02:32:17.4Z,4,REGULAR,substitution,out,[],1630200,,,1610612737,96,117,2022-02-12T02:32:23Z,5620000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M02.00S,2022-02-12T02:32:17.4Z,4,REGULAR,substitution,in,[],1630563,,,1610612737,96,117,2022-02-12T02:32:23Z,5630000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M02.00S,2022-02-12T02:32:17.4Z,4,REGULAR,substitution,in,[],1627749,,,1610612737,96,117,2022-02-12T02:32:23Z,5640000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M51.00S,2022-02-12T02:32:40.4Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,96,117,2022-02-12T02:32:45Z,5650000,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 203926]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,5.0,McDermott,203926.0,,,,,,,,
576,PT07M51.00S,2022-02-12T02:32:40.4Z,4,REGULAR,steal,,[],203926,,,1610612759,96,117,2022-02-12T02:38:12Z,5660000,,,0,,D. McDermott STEAL (2 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M47.00S,2022-02-12T02:32:44.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,93.77463863337714,50.98039215686274,1610612759,96,119,2022-02-12T02:32:50Z,5670000,5.0,6.0,1,right,D. Vassell running DUNK (20 PTS) (D. Murray 15 AST),"[1630170, 1627749]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,0.77,Made,,,,,,,20.0,,,,D. Murray,1627749.0,15.0,,,,,
579,PT07M38.00S,2022-02-12T02:32:52.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,15.719448094612352,56.86274509803921,1610612737,98,119,2022-02-12T02:32:57Z,5690000,-34.0,95.0,1,left,K. Huerter 10' pullup Jump Shot (11 PTS) (B. Bogdanovic 2 AST),"[1628989, 203992]",1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,10.13,Made,,,,,,,11.0,,,,B. Bogdanovic,203992.0,2.0,,,,,
581,PT07M25.00S,2022-02-12T02:33:06.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203926,92.9862023653088,52.450980392156865,1610612759,98,119,2022-02-12T02:33:11Z,5710000,12.0,13.0,1,right,MISS D. McDermott cutting Layup,[203926],1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,
582,PT07M22.00S,2022-02-12T02:33:09.4Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,98,119,2022-02-12T02:33:11Z,5720000,,,0,,K. Huerter REBOUND (Off:1 Def:5),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,581.0,6.0,5.0,1.0,,,,,,,,,,,,
583,PT07M14.00S,2022-02-12T02:33:18.4Z,4,REGULAR,2pt,Jump Shot,[],1628989,7.5722733245729295,23.03921568627451,1610612737,98,119,2022-02-12T02:33:23Z,5730000,135.0,19.0,1,left,MISS K. Huerter 13' pullup Shot,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,13.61,Missed,,,,,,,,,,,,,,,,,,
584,PT07M12.00S,2022-02-12T02:33:20.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,98,119,2022-02-12T02:33:23Z,5740000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,583.0,,,,,,,,,,,,,,,
585,PT07M12.00S,2022-02-12T02:33:23.8Z,4,REGULAR,foul,personal,[],1630168,,,1610612759,98,119,2022-02-12T02:33:31Z,5750000,,,0,,O. Okongwu loose ball personal FOUL (3 PF),"[1630168, 1627751]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Poeltl,1627751.0
587,PT07M12.00S,2022-02-12T02:33:31.0Z,4,REGULAR,substitution,out,[],1627751,,,1610612759,98,119,2022-02-12T02:33:34Z,5770000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M12.00S,2022-02-12T02:33:31.0Z,4,REGULAR,substitution,in,[],1628380,,,1610612759,98,119,2022-02-12T02:33:34Z,5780000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M12.00S,2022-02-12T02:33:31.0Z,4,REGULAR,substitution,out,[],1630168,,,1610612759,98,119,2022-02-12T02:33:46Z,5790000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M12.00S,2022-02-12T02:33:31.0Z,4,REGULAR,substitution,in,[],203991,,,1610612759,98,119,2022-02-12T02:33:46Z,5800000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M55.00S,2022-02-12T02:34:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,90.75229960578186,49.01960784313725,1610612759,98,119,2022-02-12T02:34:11Z,5810000,-5.0,34.0,1,right,MISS Z. Collins Layup,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,3.47,Missed,,,,,,,,,,,,,,,,,,
592,PT06M49.00S,2022-02-12T02:34:11.4Z,4,REGULAR,rebound,defensive,[],1629631,,,1610612737,98,119,2022-02-12T02:34:11Z,5820000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,591.0,2.0,2.0,0.0,,,,,,,,,,,,
593,PT06M47.00S,2022-02-12T02:34:12.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,36.21879106438896,67.64705882352942,1610612737,98,119,2022-02-12T02:41:28Z,5830000,-88.0,288.0,1,left,MISS T. Young 30' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,30.12,Missed,,,,,,,,,,,,,,,,,,
594,PT06M42.00S,2022-02-12T02:34:17.9Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,98,119,2022-02-12T02:34:19Z,5840000,,,0,,D. Vassell REBOUND (Off:1 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,593.0,5.0,4.0,1.0,,,,,,,,,,,,
595,PT06M34.00S,2022-02-12T02:34:25.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,92.59198423127464,50.73529411764706,1610612759,98,119,2022-02-12T02:34:30Z,5850000,4.0,17.0,1,right,MISS D. Murray driving Layup,[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,
596,PT06M32.00S,2022-02-12T02:34:27.3Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,98,119,2022-02-12T02:34:30Z,5860000,,,0,,C. Capela REBOUND (Off:3 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,595.0,10.0,7.0,3.0,,,,,,,,,,,,
597,PT06M27.00S,2022-02-12T02:34:32.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,23.99802890932983,84.06862745098039,1610612737,98,119,2022-02-12T02:34:37Z,5870000,-170.0,173.0,1,left,MISS D. Hunter 24' running 3PT,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,
598,PT06M24.00S,2022-02-12T02:34:35.2Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612759,98,119,2022-02-12T02:34:37Z,5880000,,,0,,D. Murray REBOUND (Off:1 Def:9),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,597.0,10.0,9.0,1.0,,,,,,,,,,,,
599,PT06M10.00S,2022-02-12T02:34:50.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,91.67214191852825,46.32352941176471,1610612759,98,119,2022-02-12T02:34:59Z,5890000,-18.0,26.0,1,right,MISS Z. Collins driving Layup,[1628380],1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,3.17,Missed,,,,,,,,,,,,,,,,,,
600,PT06M10.00S,2022-02-12T02:34:50.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,98,119,2022-02-12T02:34:59Z,5900000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,599.0,,,,,,,,,,,,,,,
601,PT06M10.00S,2022-02-12T02:34:56.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,98,119,2022-02-12T02:34:56Z,5910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M10.00S,2022-02-12T02:34:57.1Z,4,REGULAR,substitution,out,[],1630170,,,1610612737,98,119,2022-02-12T02:35:00Z,5920000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M10.00S,2022-02-12T02:34:57.1Z,4,REGULAR,substitution,in,[],1629640,,,1610612737,98,119,2022-02-12T02:35:00Z,5930000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M04.00S,2022-02-12T02:35:17.2Z,4,REGULAR,3pt,Jump Shot,[],1628989,33.327858081471746,41.17647058823529,1610612737,98,119,2022-02-12T02:35:21Z,5940000,44.0,261.0,1,left,MISS K. Huerter 26' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,
605,PT06M01.00S,2022-02-12T02:35:20.2Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,98,119,2022-02-12T02:35:21Z,5950000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,604.0,3.0,3.0,0.0,,,,,,,,,,,,
606,PT05M53.00S,2022-02-12T02:35:28.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,85.10183968462549,51.470588235294116,1610612759,98,121,2022-02-12T02:35:36Z,5960000,7.0,88.0,1,right,D. Murray 8' pullup Jump Shot (30 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,8.78,Made,,,,,,,30.0,,,,,,,,,,,
607,PT05M40.00S,2022-02-12T02:35:40.6Z,4,REGULAR,3pt,Jump Shot,[],1628989,7.30946123521682,4.411764705882353,1610612737,101,121,2022-02-12T02:35:45Z,5970000,228.0,16.0,1,left,K. Huerter 3PT  (14 PTS) (T. Young 11 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.85,Made,,,,,,,14.0,,,,T. Young,1629027.0,11.0,,,,,
609,PT05M27.00S,2022-02-12T02:35:53.2Z,4,REGULAR,turnover,lost ball,[],203926,,,1610612759,101,121,2022-02-12T02:35:59Z,5990000,,,0,,D. McDermott lost ball TURNOVER (2 TO),"[203926, 1628989]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,2.0,Huerter,1628989.0,,,,,,,,
610,PT05M27.00S,2022-02-12T02:35:53.2Z,4,REGULAR,steal,,[],1628989,,,1610612737,101,121,2022-02-12T02:35:59Z,6000000,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M19.00S,2022-02-12T02:36:01.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,32.40801576872536,43.13725490196079,1610612737,104,121,2022-02-12T02:36:06Z,6010000,34.0,252.0,1,left,T. Young 25' 3PT step back (18 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,25.44,Made,,,,,,,18.0,,,,,,,,,,,
612,PT05M17.00S,2022-02-12T02:36:08.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,104,121,2022-02-12T02:36:17Z,6020000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M17.00S,2022-02-12T02:38:27.1Z,4,REGULAR,substitution,out,[],203926,,,1610612759,104,121,2022-02-12T02:38:50Z,6030000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M17.00S,2022-02-12T02:38:27.1Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,104,121,2022-02-12T02:38:50Z,6040000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
616,PT05M17.00S,2022-02-12T02:38:27.1Z,4,REGULAR,substitution,in,[],1627751,,,1610612759,104,121,2022-02-12T02:38:50Z,6050000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
617,PT05M17.00S,2022-02-12T02:38:27.1Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,104,121,2022-02-12T02:38:50Z,6060000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
618,PT05M06.00S,2022-02-12T02:39:11.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.85479632063075,49.26470588235294,1610612759,104,123,2022-02-12T02:39:17Z,6070000,-4.0,15.0,1,right,K. Johnson driving Layup (23 PTS) (D. Vassell 3 AST),"[1629640, 1630170]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,1.52,Made,,,,,,,23.0,,,,D. Vassell,1630170.0,3.0,,,,,
620,PT04M47.00S,2022-02-12T02:39:29.9Z,4,REGULAR,3pt,Jump Shot,[],1628989,28.465834428383708,77.69607843137256,1610612737,104,123,2022-02-12T02:39:35Z,6090000,-138.0,215.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
621,PT04M44.00S,2022-02-12T02:39:32.9Z,4,REGULAR,rebound,defensive,[],1630563,,,1610612759,104,123,2022-02-12T02:39:35Z,6100000,,,0,,J. Primo REBOUND (Off:1 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,620.0,2.0,1.0,1.0,,,,,,,,,,,,
622,PT04M33.00S,2022-02-12T02:39:43.6Z,4,REGULAR,3pt,Jump Shot,[],1629640,70.64717477003943,23.774509803921568,1610612759,104,126,2022-02-12T02:39:49Z,6110000,-131.0,223.0,1,right,K. Johnson 25' 3PT  (26 PTS) (J. Primo 3 AST),"[1629640, 1630563]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.9,Made,,,,,,,26.0,,,,J. Primo,1630563.0,3.0,,,,,
624,PT04M23.00S,2022-02-12T02:39:54.0Z,4,REGULAR,3pt,Jump Shot,[],1629027,42.526281208935615,54.90196078431373,1610612737,104,126,2022-02-12T02:39:59Z,6130000,-25.0,347.0,1,left,MISS T. Young 34' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,34.81,Missed,,,,,,,,,,,,,,,,,,
625,PT04M20.00S,2022-02-12T02:39:57.7Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,104,126,2022-02-12T02:39:57Z,6140000,,,0,,C. Capela REBOUND (Off:4 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,624.0,11.0,7.0,4.0,,,,,,,,,,,,
626,PT04M15.00S,2022-02-12T02:40:02.4Z,4,REGULAR,turnover,bad pass,[],1628989,,,1610612737,104,126,2022-02-12T02:40:07Z,6150000,,,0,,K. Huerter bad pass TURNOVER (2 TO),"[1628989, 1627749]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,2.0,Murray,1627749.0,,,,,,,,
627,PT04M15.00S,2022-02-12T02:40:02.4Z,4,REGULAR,steal,,[],1627749,,,1610612759,104,126,2022-02-12T02:40:04Z,6160000,,,0,,D. Murray STEAL (4 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M12.00S,2022-02-12T02:40:05.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627749,93.51182654402102,50.73529411764706,1610612759,104,128,2022-02-12T02:40:16Z,6170000,4.0,8.0,1,right,D. Murray running DUNK (32 PTS),[1627749],1610612759.0,SAS,running,,,Murray,D. Murray,,,,,0.93,Made,,,,,,,32.0,,,,,,,,,,,
629,PT04M12.00S,2022-02-12T02:40:10.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,104,128,2022-02-12T02:40:10Z,6180000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,out,[],1628989,,,1610612737,104,128,2022-02-12T02:41:46Z,6190000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,out,[],1629027,,,1610612737,104,128,2022-02-12T02:41:46Z,6200000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,out,[],1629631,,,1610612737,104,128,2022-02-12T02:41:46Z,6210000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,out,[],203991,,,1610612737,104,128,2022-02-12T02:41:46Z,6220000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
634,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,in,[],1627789,,,1610612737,104,128,2022-02-12T02:41:46Z,6230000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,
635,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,in,[],1628995,,,1610612737,104,128,2022-02-12T02:41:46Z,6240000,,,0,,SUB in: K. Knox II,[1628995],1610612737.0,ATL,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M12.00S,2022-02-12T02:41:10.8Z,4,REGULAR,substitution,in,[],203476,,,1610612737,104,128,2022-02-12T02:41:46Z,6250000,,,0,,SUB in: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,
