actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
523,PT08M04.00S,2025-12-02T05:04:11.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642345,92.69053876478318,49.01960784313726,1610612756,87,111,2025-12-02T05:04:16Z,5160000,False,-5.0,16.0,1,right,O. Ighodaro running DUNK (4 PTS) (J. Bouyea 4 AST),"[1642345, 1631123]",1610612756.0,PHX,running,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,1.69,Made,4.0,,,,,,,J. Bouyea,1631123.0,4.0,,,,,,
525,PT08M03.00S,2025-12-02T05:04:18.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,87,111,2025-12-02T05:04:18Z,5180000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M03.00S,2025-12-02T05:07:06.1Z,4,REGULAR,substitution,out,[],1642261,,,1610612747,87,111,2025-12-02T05:07:34Z,5190000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M03.00S,2025-12-02T05:07:06.1Z,4,REGULAR,substitution,in,[],1629060,,,1610612747,87,111,2025-12-02T05:07:34Z,5200000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M46.00S,2025-12-02T05:07:58.5Z,4,REGULAR,foul,personal,['2freethrow'],1631221,,,1610612747,87,111,2025-12-02T05:08:05Z,5210000,False,,,0,,C. Gillespie shooting personal FOUL (1 PF) (James 2 FT),"[1631221, 2544]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,1626300.0,,,,,,,,,,,,,,1.0,0.0,James,2544.0,,
530,PT07M46.00S,2025-12-02T05:08:19.3Z,4,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,88,111,2025-12-02T05:08:19Z,5230000,False,,,0,,L. James Free Throw 1 of 2 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
531,PT07M46.00S,2025-12-02T05:08:30.0Z,4,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,88,111,2025-12-02T05:08:30Z,5240000,False,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
532,PT07M43.00S,2025-12-02T05:08:31.3Z,4,REGULAR,rebound,defensive,[],1642346,,,1610612756,88,111,2025-12-02T05:08:31Z,5250000,False,,,0,,R. Dunn REBOUND (Off:2 Def:6),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,531.0,8.0,6.0,2.0,,,,,,,,,,,
533,PT07M34.00S,2025-12-02T05:08:39.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,91.24507227332458,52.94117647058824,1610612756,88,113,2025-12-02T05:16:29Z,5260000,False,15.0,30.0,1,right,C. Gillespie driving Layup (23 PTS),[1631221],1610612756.0,PHX,driving,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,3.32,Made,23.0,,,,,,,,,,,,,,,
534,PT07M19.00S,2025-12-02T05:08:55.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,11.613009198423129,41.42156862745098,1610612747,88,113,2025-12-02T05:16:42Z,5270000,False,43.0,57.0,1,left,MISS L. James 7' driving floating bank Shot,[2544],1610612747.0,LAL,driving floating bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,7.11,Missed,,,,,,,,,,,,,,,,
535,PT07M17.00S,2025-12-02T05:08:57.1Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,88,113,2025-12-02T05:09:07Z,5280000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:6),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,534.0,6.0,6.0,0.0,,,,,,,,,,,
536,PT07M11.00S,2025-12-02T05:09:05.7Z,4,REGULAR,turnover,out-of-bounds,[],1631123,,,1610612756,88,113,2025-12-02T05:09:15Z,5290000,False,,,0,,J. Bouyea lost ball out-of-bounds TURNOVER (1 TO),[1631123],1610612756.0,PHX,lost ball,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Right Center,1626300.0,1.0,,,,,,,,,,,,,,,,,,
537,PT06M51.00S,2025-12-02T05:09:31.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2544,33.295006570302235,69.8529411764706,1610612747,91,113,2025-12-02T05:16:57Z,5300000,False,-99.0,260.0,1,left,L. James 27' 3PT step back (10 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,27.88,Made,10.0,,,,,,,,,,,,,,,
538,PT06M30.00S,2025-12-02T05:09:51.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642345,92.0335085413929,60.294117647058826,1610612756,91,113,2025-12-02T05:17:13Z,5310000,False,51.0,22.0,1,right,MISS O. Ighodaro driving bank Hook,[1642345],1610612756.0,PHX,driving bank,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,5.62,Missed,,,,,,,,,,,,,,,,
539,PT06M28.00S,2025-12-02T05:09:53.7Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612747,91,113,2025-12-02T05:09:56Z,5320000,False,,,0,,D. Ayton REBOUND (Off:2 Def:7),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,538.0,9.0,7.0,2.0,,,,,,,,,,,
540,PT06M20.00S,2025-12-02T05:10:02.1Z,4,REGULAR,3pt,Jump Shot,[],2544,28.695795006570307,79.65686274509804,1610612747,91,113,2025-12-02T05:10:07Z,5330000,False,-148.0,217.0,1,left,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,26.3,Missed,,,,,,,,,,,,,,,,
541,PT06M16.00S,2025-12-02T05:10:06.1Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612756,91,113,2025-12-02T05:10:07Z,5340000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:7),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,540.0,7.0,7.0,0.0,,,,,,,,,,,
542,PT06M01.00S,2025-12-02T05:10:21.8Z,4,REGULAR,3pt,Jump Shot,[],1631221,91.50788436268068,2.6960784313725554,1610612756,91,116,2025-12-02T05:10:28Z,5350000,False,-237.0,27.0,1,right,C. Gillespie 3PT  (26 PTS) (J. Bouyea 5 AST),"[1631221, 1631123]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,23.81,Made,26.0,,,,,,,J. Bouyea,1631123.0,5.0,,,,,,
544,PT05M44.00S,2025-12-02T05:10:39.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.276609724047319,47.05882352941176,1610612747,93,116,2025-12-02T05:10:56Z,5370000,False,15.0,16.0,1,left,A. Reaves driving Layup (15 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,2.17,Made,15.0,,,,,,,,,,,,,,,
545,PT05M44.00S,2025-12-02T05:10:43.3Z,4,REGULAR,foul,personal,['1freethrow'],1642345,,,1610612747,93,116,2025-12-02T05:10:50Z,5380000,False,,,0,,O. Ighodaro shooting personal FOUL (2 PF) (Reaves 1 FT),"[1642345, 1630559]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,2.0,0.0,Reaves,1630559.0,,
547,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],1629028,,,1610612747,93,116,2025-12-02T05:11:51Z,5400000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],1629216,,,1610612747,93,116,2025-12-02T05:11:51Z,5410000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],2544,,,1610612747,93,116,2025-12-02T05:11:51Z,5420000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],1629060,,,1610612747,93,116,2025-12-02T05:11:51Z,5430000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],1642346,,,1610612747,93,116,2025-12-02T05:11:51Z,5440000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],1642345,,,1610612747,93,116,2025-12-02T05:11:51Z,5450000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,out,[],1631123,,,1610612747,93,116,2025-12-02T05:11:51Z,5460000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1628467,,,1610612747,93,116,2025-12-02T05:11:51Z,5470000,False,,,0,,SUB in: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1642261,,,1610612747,93,116,2025-12-02T05:11:51Z,5480000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1641733,,,1610612747,93,116,2025-12-02T05:11:51Z,5490000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612747.0,LAL,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1642355,,,1610612747,93,116,2025-12-02T05:11:51Z,5500000,False,,,0,,SUB in: B. James,[1642355],1610612747.0,LAL,,,,James,B. James,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1630692,,,1610612747,93,116,2025-12-02T05:11:51Z,5510000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1628415,,,1610612747,93,116,2025-12-02T05:11:51Z,5520000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M44.00S,2025-12-02T05:10:54.2Z,4,REGULAR,substitution,in,[],1631109,,,1610612747,93,116,2025-12-02T05:11:51Z,5530000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M44.00S,2025-12-02T05:11:38.0Z,4,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,94,116,2025-12-02T05:11:38Z,5540000,False,,,0,,A. Reaves Free Throw 1 of 1 (16 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
562,PT05M36.00S,2025-12-02T05:11:48.2Z,4,REGULAR,3pt,Jump Shot,[],1631221,69.03745072273324,27.205882352941174,1610612756,94,116,2025-12-02T05:22:59Z,5550000,False,-114.0,239.0,1,right,MISS C. Gillespie 26' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,26.43,Missed,,,,,,,,,,,,,,,,
563,PT05M32.00S,2025-12-02T05:11:51.7Z,4,REGULAR,rebound,offensive,[],1631109,,,1610612756,94,116,2025-12-02T05:11:51Z,5560000,False,,,0,,M. Williams REBOUND (Off:1 Def:5),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,562.0,6.0,5.0,1.0,,,,,,,,,,,
564,PT05M30.00S,2025-12-02T05:11:54.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,66.40932982917215,56.127450980392155,1610612756,94,116,2025-12-02T05:11:57Z,5570000,False,31.0,263.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,26.51,Missed,,,,,,,,,,,,,,,,
565,PT05M27.00S,2025-12-02T05:11:57.0Z,4,REGULAR,rebound,defensive,[],1642261,,,1610612747,94,116,2025-12-02T05:11:57Z,5580000,False,,,0,,D. Knecht REBOUND (Off:0 Def:3),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,,,,564.0,3.0,3.0,0.0,,,,,,,,,,,
566,PT05M19.00S,2025-12-02T05:12:05.2Z,4,REGULAR,3pt,Jump Shot,[],1642261,24.885019710906704,88.72549019607843,1610612747,97,116,2025-12-02T05:12:10Z,5590000,False,-194.0,181.0,1,left,D. Knecht 26' 3PT  (8 PTS) (A. Reaves 3 AST),"[1642261, 1630559]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,,,26.53,Made,8.0,,,,,,,A. Reaves,1630559.0,3.0,,,,,,
568,PT04M59.00S,2025-12-02T05:12:25.3Z,4,REGULAR,3pt,Jump Shot,[],1631221,67.59198423127464,66.91176470588235,1610612756,97,116,2025-12-02T05:15:03Z,5610000,False,85.0,252.0,1,right,MISS C. Gillespie 26' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,26.59,Missed,,,,,,,,,,,,,,,,
569,PT04M57.00S,2025-12-02T05:12:27.3Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612747,97,116,2025-12-02T05:12:30Z,5620000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,,,568.0,2.0,2.0,0.0,,,,,,,,,,,
570,PT04M46.00S,2025-12-02T05:12:37.8Z,4,REGULAR,3pt,Jump Shot,[],1628467,32.37516425755584,66.66666666666667,1610612747,97,116,2025-12-02T05:12:42Z,5630000,False,-83.0,252.0,1,left,MISS M. Kleber 26' 3PT,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,26.52,Missed,,,,,,,,,,,,,,,,
571,PT04M43.00S,2025-12-02T05:12:40.8Z,4,REGULAR,rebound,defensive,[],1631221,,,1610612756,97,116,2025-12-02T05:12:42Z,5640000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:3),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,,570.0,4.0,3.0,1.0,,,,,,,,,,,
572,PT04M37.00S,2025-12-02T05:12:48.9Z,4,REGULAR,foul,personal,[],1642261,,,1610612756,97,116,2025-12-02T05:12:55Z,5650000,False,,,0,,D. Knecht take personal FOUL (3 PF),"[1642261, 1628415]",1610612747.0,LAL,take,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,201639.0,,,,,,,,,,,,,,3.0,0.0,Brooks,1628415.0,,
574,PT04M37.00S,2025-12-02T05:12:55.5Z,4,REGULAR,substitution,out,[],1630559,,,1610612756,97,116,2025-12-02T05:12:58Z,5670000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M37.00S,2025-12-02T05:12:55.5Z,4,REGULAR,substitution,in,[],1642876,,,1610612756,97,116,2025-12-02T05:12:58Z,5680000,False,,,0,,SUB in: A. Thiero,[1642876],1610612747.0,LAL,,,,Thiero,A. Thiero,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M25.00S,2025-12-02T05:13:25.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,91.11366622864652,50.49019607843137,1610612756,97,118,2025-12-02T05:13:31Z,5690000,False,2.0,31.0,1,right,C. Gillespie reverse Layup (28 PTS) (J. Goodwin 4 AST),"[1631221, 1630692]",1610612756.0,PHX,reverse,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,3.11,Made,28.0,,,,,,,J. Goodwin,1630692.0,4.0,,,,,,
579,PT04M03.00S,2025-12-02T05:14:00.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628467,17.132063074901453,62.5,1610612747,97,118,2025-12-02T05:14:04Z,5720000,False,-62.0,109.0,1,left,MISS M. Kleber 12' Jump Shot,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,12.52,Missed,,,,,,,,,,,,,,,,
580,PT04M01.00S,2025-12-02T05:14:02.2Z,4,REGULAR,rebound,offensive,[],1628467,,,1610612747,97,118,2025-12-02T05:14:02Z,5730000,False,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,579.0,3.0,2.0,1.0,,,,,,,,,,,
581,PT04M00.00S,2025-12-02T05:14:03.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642261,31.718134034165573,26.225490196078425,1610612747,100,118,2025-12-02T05:14:07Z,5740000,False,119.0,246.0,1,left,D. Knecht 27' 3PT  (11 PTS) (M. Kleber 1 AST),"[1642261, 1628467]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,27.3,Made,11.0,,,,,,,M. Kleber,1628467.0,1.0,,,,,,
583,PT04M00.00S,2025-12-02T05:14:12.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,100,118,2025-12-02T05:14:12Z,5760000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M31.00S,2025-12-02T05:17:59.4Z,4,REGULAR,2pt,Jump Shot,[],1628415,97.28975032851511,78.67647058823529,1610612756,100,118,2025-12-02T05:23:22Z,5770000,False,143.0,-27.0,1,right,MISS D. Brooks 14' turnaround fadeaway Shot,[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,14.59,Missed,,,,,,,,,,,,,,,,
586,PT03M28.00S,2025-12-02T05:18:02.4Z,4,REGULAR,rebound,defensive,[],1642261,,,1610612747,100,118,2025-12-02T05:23:22Z,5780000,False,,,0,,D. Knecht REBOUND (Off:0 Def:4),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Right,,,,,,585.0,4.0,4.0,0.0,,,,,,,,,,,
587,PT03M21.00S,2025-12-02T05:18:09.4Z,4,REGULAR,turnover,bad pass,[],1642355,,,1610612747,100,118,2025-12-02T05:18:13Z,5790000,False,,,0,,B. James bad pass TURNOVER (1 TO),"[1642355, 1631221]",1610612747.0,LAL,,,,James,B. James,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,Gillespie,1631221.0,,,,,,,,,
588,PT03M21.00S,2025-12-02T05:18:09.4Z,4,REGULAR,steal,,[],1631221,,,1610612756,100,118,2025-12-02T05:18:11Z,5800000,False,,,0,,C. Gillespie STEAL (2 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
589,PT03M02.00S,2025-12-02T05:18:30.4Z,4,REGULAR,turnover,traveling,[],1628415,,,1610612756,100,118,2025-12-02T05:18:35Z,5810000,False,,,0,,D. Brooks traveling TURNOVER (4 TO),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,1626300.0,4.0,,,,,,,,,,,,,,,,,,
590,PT02M50.00S,2025-12-02T05:18:48.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641733,27.11892247043363,85.7843137254902,1610612747,100,118,2025-12-02T05:18:54Z,5820000,False,-179.0,202.0,1,left,MISS N. Smith Jr. 27' step back 3PT,[1641733],1610612747.0,LAL,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,27.01,Missed,,,,,,,,,,,,,,,,
591,PT02M47.00S,2025-12-02T05:18:51.6Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612756,100,118,2025-12-02T05:18:54Z,5830000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,590.0,1.0,1.0,0.0,,,,,,,,,,,
592,PT02M38.00S,2025-12-02T05:19:01.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,92.55913272010513,50.73529411764706,1610612756,100,120,2025-12-02T05:19:06Z,5840000,False,4.0,17.0,1,right,M. Williams alley-oop DUNK (13 PTS) (J. Goodwin 5 AST),"[1631109, 1630692]",1610612756.0,PHX,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,1.78,Made,13.0,,,,,,,J. Goodwin,1630692.0,5.0,,,,,,
594,PT02M29.00S,2025-12-02T05:19:13.7Z,4,REGULAR,foul,personal,[],1631221,,,1610612747,100,120,2025-12-02T05:19:25Z,5860000,False,,,0,,C. Gillespie take personal FOUL (2 PF),"[1631221, 1641733]",1610612756.0,PHX,take,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,201639.0,,,,,,,,,,,,,,2.0,0.0,Smith Jr.,1641733.0,,
596,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,out,[],1626220,,,1610612747,100,120,2025-12-02T05:19:44Z,5880000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,out,[],1628415,,,1610612747,100,120,2025-12-02T05:19:44Z,5890000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,out,[],1631221,,,1610612747,100,120,2025-12-02T05:19:44Z,5900000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,out,[],1631109,,,1610612747,100,120,2025-12-02T05:19:44Z,5910000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,in,[],1642853,,,1610612747,100,120,2025-12-02T05:19:44Z,5920000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,in,[],1631123,,,1610612747,100,120,2025-12-02T05:19:44Z,5930000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,in,[],1628502,,,1610612747,100,120,2025-12-02T05:19:44Z,5940000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M29.00S,2025-12-02T05:19:24.5Z,4,REGULAR,substitution,in,[],1642863,,,1610612747,100,120,2025-12-02T05:19:44Z,5950000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M14.00S,2025-12-02T05:19:48.2Z,4,REGULAR,2pt,Jump Shot,[],1642261,14.50394218134035,73.77450980392157,1610612747,102,120,2025-12-02T05:19:55Z,5960000,False,-119.0,84.0,1,left,D. Knecht 14' pullup bank Jump Shot (13 PTS) (N. Smith Jr. 1 AST),"[1642261, 1641733]",1610612747.0,LAL,pullup bank,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Left,,,14.55,Made,13.0,,,,,,,N. Smith Jr.,1641733.0,1.0,,,,,,
606,PT01M47.00S,2025-12-02T05:20:15.4Z,4,REGULAR,2pt,Jump Shot,[],1628502,70.3515111695138,38.725490196078425,1610612756,102,120,2025-12-02T05:20:20Z,5980000,False,-56.0,226.0,1,right,MISS N. Hayes-Davis 23' turnaround Shot,[1628502],1610612756.0,PHX,turnaround,,,Hayes-Davis,N. Hayes-Davis,,,,,Mid-Range,16-24 Center,,,23.31,Missed,,,,,,,,,,,,,,,,
607,PT01M45.00S,2025-12-02T05:20:17.4Z,4,REGULAR,rebound,defensive,[],1642876,,,1610612747,102,120,2025-12-02T05:20:20Z,5990000,False,,,0,,A. Thiero REBOUND (Off:0 Def:1),[1642876],1610612747.0,LAL,,,,Thiero,A. Thiero,,,,,Mid-Range,16-24 Center,,,,,,606.0,1.0,1.0,0.0,,,,,,,,,,,
