actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
269,PT06M14.00S,2025-01-30T04:08:15.4Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,31,43,2025-01-30T04:11:48Z,2650000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,267.0,1.0,0.0,1.0,,,,,,,
270,PT06M13.00S,2025-01-30T04:08:16.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,91.5407358738502,57.107843137254896,1610612760,31,43,2025-01-30T04:08:22Z,2660000,False,36.0,27.0,1,right,MISS I. Hartenstein reverse Layup,[1628392],1610612760.0,OKC,reverse,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.46,Missed,,,,,,,,,,,,,
271,PT06M11.00S,2025-01-30T04:08:18.9Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,31,43,2025-01-30T04:08:22Z,2670000,False,,,0,,G. Santos REBOUND (Off:1 Def:3),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,270.0,4.0,3.0,1.0,,,,,,,
272,PT06M04.00S,2025-01-30T04:08:25.6Z,2,REGULAR,3pt,Jump Shot,[],203952,26.757555847568987,82.59803921568627,1610612744,34,43,2025-01-30T04:10:46Z,2680000,False,-163.0,199.0,1,left,A. Wiggins 25' 3PT pullup (12 PTS) (D. Schröder 1 AST),"[203952, 203471]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,25.72,Made,,,,,,,12.0,,,,D. Schröder,203471.0,1.0
274,PT05M47.00S,2025-01-30T04:08:42.3Z,2,REGULAR,3pt,Jump Shot,[],1630198,76.5604467805519,9.558823529411764,1610612760,34,43,2025-01-30T04:08:46Z,2700000,False,-202.0,168.0,1,right,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,26.28,Missed,,,,,,,,,,,,,
275,PT05M43.00S,2025-01-30T04:08:46.3Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,34,43,2025-01-30T04:08:46Z,2710000,False,,,0,,G. Santos REBOUND (Off:1 Def:4),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,274.0,5.0,4.0,1.0,,,,,,,
276,PT05M27.00S,2025-01-30T04:09:01.0Z,2,REGULAR,3pt,Jump Shot,[],203471,27.677398160315374,17.647058823529413,1610612744,37,43,2025-01-30T04:12:06Z,2720000,False,162.0,208.0,1,left,D. Schröder 26' 3PT  (5 PTS) (K. Anderson 1 AST),"[203471, 203937]",1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,26.33,Made,,,,,,,5.0,,,,K. Anderson,203937.0,1.0
278,PT05M27.00S,2025-01-30T04:09:08.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612760,37,43,2025-01-30T04:09:08Z,2740000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M27.00S,2025-01-30T04:10:15.3Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,37,43,2025-01-30T04:15:18Z,2772500,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M27.00S,2025-01-30T04:10:15.3Z,2,REGULAR,substitution,out,[],1631172,,,1610612760,37,43,2025-01-30T04:15:18Z,2788750,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M27.00S,2025-01-30T04:10:15.3Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,37,43,2025-01-30T04:15:18Z,2796875,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M27.00S,2025-01-30T04:10:15.3Z,2,REGULAR,substitution,in,[],1631119,,,1610612760,37,43,2025-01-30T04:15:18Z,2800937,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M27.00S,2025-01-30T04:10:15.3Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,37,43,2025-01-30T04:15:18Z,2802968,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M27.00S,2025-01-30T04:10:15.3Z,2,REGULAR,substitution,out,[],1628392,,,1610612760,37,43,2025-01-30T04:15:18Z,2803984,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M14.00S,2025-01-30T04:11:41.7Z,2,REGULAR,jumpball,recovered,[],1630598,,,1610612760,37,43,2025-01-30T04:11:41Z,2805000,False,,,0,,Jump Ball S. Gilgeous-Alexander vs. G. Santos: Tip to A. Wiggins,"[1630598, 1628983, 1630611]",1610612760.0,OKC,heldball,A. Wiggins,1630598.0,Wiggins,A. Wiggins,Gilgeous-Alexander,1628983.0,Santos,1630611.0,,,,,,,,,,,,,,,,,,,,,,
289,PT05M05.00S,2025-01-30T04:11:48.2Z,2,REGULAR,2pt,Jump Shot,[],1628983,81.15965834428384,23.284313725490197,1610612760,37,43,2025-01-30T04:12:30Z,2820000,False,-134.0,125.0,1,right,MISS S. Gilgeous-Alexander 18' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,18.27,Missed,,,,,,,,,,,,,
290,PT05M03.00S,2025-01-30T04:11:50.2Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,37,43,2025-01-30T04:11:53Z,2830000,False,,,0,,G. Santos REBOUND (Off:1 Def:5),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,289.0,6.0,5.0,1.0,,,,,,,
291,PT04M45.00S,2025-01-30T04:12:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,19.92444152431012,52.450980392156865,1610612744,37,43,2025-01-30T04:12:10Z,2840000,False,-12.0,135.0,1,left,MISS K. Anderson 13' fadeaway Shot,[203937],1610612744.0,GSW,fadeaway,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.54,Missed,,,,,,,,,,,,,
292,PT04M44.00S,2025-01-30T04:12:08.2Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,37,43,2025-01-30T04:14:22Z,2850000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,291.0,3.0,3.0,0.0,,,,,,,
293,PT04M40.00S,2025-01-30T04:12:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612760,37,43,2025-01-30T04:12:20Z,2860000,False,,,0,,G. Santos shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630611, 1628983]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
295,PT04M40.00S,2025-01-30T04:12:37.4Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,37,44,2025-01-30T04:12:37Z,2880000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (22 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,22.0,,,,,,
296,PT04M40.00S,2025-01-30T04:12:38.2Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,37,44,2025-01-30T04:12:41Z,2890000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M40.00S,2025-01-30T04:12:38.2Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,37,44,2025-01-30T04:12:41Z,2900000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M40.00S,2025-01-30T04:12:53.0Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,37,45,2025-01-30T04:12:53Z,2910000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (23 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,23.0,,,,,,
299,PT04M15.00S,2025-01-30T04:13:19.5Z,2,REGULAR,3pt,Jump Shot,[],1630541,11.251642575558476,4.6568627450980395,1610612744,37,45,2025-01-30T04:13:27Z,2920000,False,227.0,53.0,1,left,MISS M. Moody step back 3PT,[1630541],1610612744.0,GSW,step back,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,,,23.29,Missed,,,,,,,,,,,,,
300,PT04M14.00S,2025-01-30T04:13:20.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,37,45,2025-01-30T04:13:27Z,2930000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,299.0,,,,,,,,,,
301,PT04M14.00S,2025-01-30T04:13:27.0Z,2,REGULAR,foul,personal,[],203937,,,1610612760,37,45,2025-01-30T04:13:38Z,2940000,False,,,0,,K. Anderson loose ball personal FOUL (1 PF),"[203937, 1628983]",1610612744.0,GSW,loose ball,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,1628487.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
303,PT04M02.00S,2025-01-30T04:13:42.7Z,2,REGULAR,turnover,lost ball,[],1628983,,,1610612760,37,45,2025-01-30T04:13:50Z,2960000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (1 TO),"[1628983, 203471]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,Schröder,203471.0,,,
304,PT04M02.00S,2025-01-30T04:13:42.7Z,2,REGULAR,steal,,[],203471,,,1610612744,37,45,2025-01-30T04:13:44Z,2970000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
305,PT03M59.00S,2025-01-30T04:13:47.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630611,7.046649145860711,55.392156862745104,1610612744,39,45,2025-01-30T04:13:55Z,2980000,False,-27.0,14.0,1,left,G. Santos running Layup (2 PTS) (D. Schröder 2 AST),"[1630611, 203471]",1610612744.0,GSW,running,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,3.03,Made,,,,,,,2.0,,,,D. Schröder,203471.0,2.0
307,PT03M59.00S,2025-01-30T04:13:50.0Z,2,REGULAR,foul,personal,['1freethrow'],1630598,,,1610612744,39,45,2025-01-30T04:14:05Z,3000000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Santos 1 FT),"[1630598, 1630611]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1628487.0,1.0,0.0,Santos,1630611.0,,,,,,,,,,,,,,,
309,PT03M59.00S,2025-01-30T04:13:58.1Z,2,REGULAR,substitution,out,[],203937,,,1610612744,39,45,2025-01-30T04:14:22Z,3020000,False,,,0,,SUB out: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M59.00S,2025-01-30T04:13:58.1Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,39,45,2025-01-30T04:14:22Z,3030000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M59.00S,2025-01-30T04:13:58.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,39,45,2025-01-30T04:14:22Z,3040000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M59.00S,2025-01-30T04:13:58.1Z,2,REGULAR,substitution,in,[],201939,,,1610612744,39,45,2025-01-30T04:14:22Z,3050000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M59.00S,2025-01-30T04:14:20.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630611,,,1610612744,40,45,2025-01-30T04:14:20Z,3060000,False,,,0,,G. Santos Free Throw 1 of 1 (3 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,
314,PT03M44.00S,2025-01-30T04:14:38.4Z,2,REGULAR,3pt,Jump Shot,[],1629652,71.96123521681997,78.43137254901961,1610612760,40,45,2025-01-30T04:14:50Z,3070000,False,142.0,211.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,25.45,Missed,,,,,,,,,,,,,
315,PT03M41.00S,2025-01-30T04:14:41.4Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,40,45,2025-01-30T04:15:05Z,3080000,False,,,0,,G. Santos REBOUND (Off:1 Def:6),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,314.0,7.0,6.0,1.0,,,,,,,
316,PT03M40.00S,2025-01-30T04:14:50.8Z,2,REGULAR,turnover,bad pass,[],1630611,,,1610612744,40,45,2025-01-30T04:15:08Z,3090000,False,,,0,,G. Santos bad pass TURNOVER (2 TO),"[1630611, 1629026]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,Williams,1629026.0,,,
317,PT03M40.00S,2025-01-30T04:14:50.8Z,2,REGULAR,steal,,[],1629026,,,1610612760,40,45,2025-01-30T04:14:52Z,3100000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT03M15.00S,2025-01-30T04:16:04.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,76.16622864651774,66.17647058823529,1610612760,40,45,2025-01-30T04:16:08Z,3130000,False,81.0,172.0,1,right,MISS S. Gilgeous-Alexander 18' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,18.96,Missed,,,,,,,,,,,,,
321,PT03M13.00S,2025-01-30T04:16:06.2Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,40,45,2025-01-30T04:16:06Z,3140000,False,,,0,,L. Dort REBOUND (Off:2 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,320.0,2.0,0.0,2.0,,,,,,,
322,PT03M13.00S,2025-01-30T04:16:07.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629652,92.59198423127464,59.31372549019608,1610612760,40,47,2025-01-30T04:16:10Z,3150000,False,47.0,17.0,1,right,L. Dort putback Layup (2 PTS),[1629652],1610612760.0,OKC,putback,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.96,Made,,,,,,,2.0,,,,,,
323,PT03M04.00S,2025-01-30T04:16:22.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612744,40,47,2025-01-30T04:16:28Z,3160000,False,,,0,,L. Dort personal FOUL (1 PF) (Looney 2 FT),"[1629652, 1626172]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,1628487.0,1.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,
325,PT03M04.00S,2025-01-30T04:16:47.9Z,2,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,41,47,2025-01-30T04:17:11Z,3180000,False,,,0,,K. Looney Free Throw 1 of 2 (8 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,Made,,,,,,,8.0,,,,,,
326,PT03M04.00S,2025-01-30T04:16:47.9Z,2,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,41,47,2025-01-30T04:17:11Z,3190000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
327,PT03M04.00S,2025-01-30T04:16:47.9Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,41,47,2025-01-30T04:22:35Z,3200000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,326.0,1.0,1.0,0.0,,,,,,,
374,PT02M57.00S,2025-01-30T04:17:35.2Z,2,REGULAR,3pt,Jump Shot,[],1631119,74.03088042049934,18.627450980392155,1610612760,41,47,2025-01-30T04:26:18Z,3233281,False,-157.0,192.0,1,right,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,24.76,Missed,,,,,,,,,,,,,
375,PT02M54.00S,2025-01-30T04:17:38.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,41,47,2025-01-30T04:27:47Z,3246171,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,374.0,,,,,,,,,,
343,PT02M53.00S,2025-01-30T04:18:10.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612744,41,47,2025-01-30T04:26:14Z,3259062,False,,,0,,L. Dort loose ball personal FOUL (2 PF) (Looney 2 FT),"[1629652, 1626172]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,101284.0,2.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,
353,PT02M53.00S,2025-01-30T04:18:39.0Z,2,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,42,47,2025-01-30T04:21:58Z,3259882,False,,,0,,K. Looney Free Throw 1 of 2 (9 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,
387,PT02M53.00S,2025-01-30T04:18:53.4Z,2,REGULAR,substitution,out,[],1631119,,,1610612744,42,47,2025-01-30T04:25:49Z,3259911,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT02M53.00S,2025-01-30T04:18:53.4Z,2,REGULAR,substitution,in,[],1628392,,,1610612744,42,47,2025-01-30T04:25:49Z,3259926,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT02M53.00S,2025-01-30T04:18:39.0Z,2,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,43,47,2025-01-30T04:21:58Z,3259941,False,,,0,,K. Looney Free Throw 2 of 2 (10 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,
333,PT02M41.00S,2025-01-30T04:19:07.8Z,2,REGULAR,3pt,Jump Shot,[],1629026,89.70105124835742,3.9215686274509802,1610612760,43,47,2025-01-30T04:20:12Z,3260000,False,-230.0,44.0,1,right,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,,,,23.46,Missed,,,,,,,,,,,,,
334,PT02M38.00S,2025-01-30T04:19:11.2Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,43,47,2025-01-30T04:19:11Z,3270000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,333.0,1.0,1.0,0.0,,,,,,,
337,PT02M28.00S,2025-01-30T04:19:20.7Z,2,REGULAR,3pt,Jump Shot,[],203952,32.802233902759525,49.01960784313725,1610612744,43,47,2025-01-30T04:20:26Z,3280000,False,5.0,256.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,25.58,Missed,,,,,,,,,,,,,
338,PT02M23.00S,2025-01-30T04:19:25.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,43,47,2025-01-30T04:20:26Z,3290000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:7),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,,,,337.0,7.0,7.0,0.0,,,,,,,
341,PT02M19.00S,2025-01-30T04:19:42.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612760,43,47,2025-01-30T04:19:48Z,3300000,False,,,0,,K. Looney personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1626172, 1628983]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
347,PT02M19.00S,2025-01-30T04:20:12.0Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,43,48,2025-01-30T04:20:12Z,3320000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (24 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,24.0,,,,,,
348,PT02M19.00S,2025-01-30T04:20:13.5Z,2,REGULAR,substitution,out,[],1626172,,,1610612760,43,48,2025-01-30T04:20:21Z,3330000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT02M19.00S,2025-01-30T04:20:13.5Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,43,48,2025-01-30T04:20:21Z,3340000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT02M19.00S,2025-01-30T04:20:13.5Z,2,REGULAR,substitution,in,[],1642366,,,1610612760,43,48,2025-01-30T04:20:21Z,3350000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT02M19.00S,2025-01-30T04:20:13.5Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,43,48,2025-01-30T04:20:21Z,3360000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT02M19.00S,2025-01-30T04:20:32.7Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,43,49,2025-01-30T04:20:32Z,3370000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (25 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,25.0,,,,,,
355,PT01M57.00S,2025-01-30T04:20:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,8.623521681997373,43.38235294117647,1610612744,45,49,2025-01-30T04:20:58Z,3380000,False,33.0,29.0,1,left,D. Schröder driving Layup (7 PTS) (A. Wiggins 1 AST),"[203471, 203952]",1610612744.0,GSW,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,,,4.37,Made,,,,,,,7.0,,,,A. Wiggins,203952.0,1.0
357,PT01M45.00S,2025-01-30T04:21:11.7Z,2,REGULAR,2pt,Jump Shot,[],1628983,82.60512483574244,30.14705882352941,1610612760,45,51,2025-01-30T04:21:16Z,3400000,False,-99.0,111.0,1,right,S. Gilgeous-Alexander 14' driving floating Jump Shot (27 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,14.89,Made,,,,,,,27.0,,,,,,
358,PT01M45.00S,2025-01-30T04:21:14.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642366,,,1610612760,45,51,2025-01-30T04:21:26Z,3410000,False,,,0,,Q. Post shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1642366, 1628983]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,Mid-Range,8-16 Left,1628487.0,2.0,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
360,PT01M45.00S,2025-01-30T04:21:37.3Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,45,52,2025-01-30T04:21:37Z,3430000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (28 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,28.0,,,,,,
361,PT01M33.00S,2025-01-30T04:21:51.4Z,2,REGULAR,foul,offensive,['inpenalty'],1642366,,,1610612744,45,52,2025-01-30T04:29:26Z,3440000,False,,,0,,Q. Post offensive FOUL (3 PF),"[1642366, 1630198]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Mid-Range,16-24 Center,101284.0,3.0,1.0,Joe,1630198.0,,,,,,,,,,,,,,,
364,PT01M33.00S,2025-01-30T04:21:51.4Z,2,REGULAR,turnover,offensive foul,[],1642366,,,1610612744,45,52,2025-01-30T04:21:51Z,3460000,False,,,0,,Q. Post offensive foul TURNOVER (2 TO),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Mid-Range,16-24 Center,101284.0,,,,,,,,,,,,,,2.0,,,,,
