actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
506,PT00M29.30S,2024-12-27T02:45:24.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,72,100,2024-12-27T02:49:34Z,4950000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,,,505.0,,,,,,,,,,,,,,,
508,PT00M15.00S,2024-12-27T02:45:52.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,12.855206964520377,53.97518382352941,1610612745,72,102,2024-12-27T02:50:32Z,4970000,False,-20.0,68.0,1,left,J. Tate 7' driving floating Jump Shot (8 PTS),[1630256],1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,Tate,J. Tate,,,,,,,8.0,,,,,,,,,,,
509,PT00M04.50S,2024-12-27T02:46:07.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,93.24901445466492,49.754901960784316,1610612740,74,102,2024-12-27T02:46:11Z,4980000,False,-1.0,11.0,1,right,T. Murphy III driving DUNK (21 PTS),[1630530],1610612740.0,NOP,driving,,,,,,Restricted Area,0-8 Center,1.11,Made,Murphy III,T. Murphy III,,,,,,,21.0,,,,,,,,,,,
510,PT00M01.70S,2024-12-27T02:46:19.2Z,3,REGULAR,3pt,Jump Shot,[],1630578,31.750985545335087,49.01960784313725,1610612745,74,102,2024-12-27T02:50:18Z,4990000,False,5.0,246.0,1,left,MISS A. Sengun 24' 3PT,[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,24.6,Missed,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
511,PT00M00.10S,2024-12-27T02:46:20.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,74,102,2024-12-27T02:50:18Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,,,,510.0,,,,,,,,,,,,,,,
512,PT00M00.00S,2024-12-27T02:46:25.0Z,3,REGULAR,period,end,[],0,,,1610612745,74,102,2024-12-27T02:46:25Z,5010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,out,['startperiod'],203468,,,1610612745,74,102,2024-12-27T02:48:57Z,5020000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612745,74,102,2024-12-27T02:48:57Z,5030000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,out,['startperiod'],1641722,,,1610612745,74,102,2024-12-27T02:48:57Z,5040000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,,,,,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,out,['startperiod'],1630530,,,1610612745,74,102,2024-12-27T02:48:57Z,5050000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,74,102,2024-12-27T02:48:57Z,5060000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,out,['startperiod'],1630578,,,1610612745,74,102,2024-12-27T02:48:57Z,5070000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,in,['startperiod'],1627749,,,1610612745,74,102,2024-12-27T02:48:57Z,5080000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,in,['startperiod'],1630527,,,1610612745,74,102,2024-12-27T02:48:57Z,5090000,False,,,0,,SUB in: B. Boston,[1630527],1610612740.0,NOP,,,,,,,,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,in,['startperiod'],1642274,,,1610612745,74,102,2024-12-27T02:48:57Z,5100000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,in,['startperiod'],1630529,,,1610612745,74,102,2024-12-27T02:48:57Z,5110000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,in,['startperiod'],1631095,,,1610612745,74,102,2024-12-27T02:48:57Z,5120000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-12-27T02:48:42.2Z,4,REGULAR,substitution,in,['startperiod'],1642263,,,1610612745,74,102,2024-12-27T02:48:57Z,5130000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,,,,,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2024-12-27T02:49:03.8Z,4,REGULAR,period,start,[],0,,,1610612740,74,102,2024-12-27T02:49:03Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M44.00S,2024-12-27T02:49:19.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,80.76544021024968,65.68627450980392,1610612740,76,102,2024-12-27T02:49:24Z,5150000,False,78.0,128.0,1,right,B. Boston 15' pullup Jump Shot (3 PTS) (H. Jones 7 AST),"[1630527, 1630529]",1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Right,15.04,Made,Boston,B. Boston,,,,,,,3.0,H. Jones,1630529.0,7.0,,,,,,,,
528,PT11M28.00S,2024-12-27T02:49:35.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,5.601182654402102,49.754901960784316,1610612745,76,104,2024-12-27T02:51:16Z,5160000,False,1.0,0.0,1,left,A. Thompson driving DUNK (9 PTS),[1641708],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,0.12,Made,Thompson,A. Thompson,,,,,,,9.0,,,,,,,,,,,
529,PT11M08.00S,2024-12-27T02:49:57.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,88.64980289093299,59.31372549019608,1610612740,76,104,2024-12-27T02:51:52Z,5170000,False,47.0,54.0,1,right,MISS H. Jones 7' pullup Shot - blocked,"[1630529, 1641708]",1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.15,Missed,Jones,H. Jones,Thompson,1641708.0,,,,,,,,,,,,,,,,
530,PT11M08.00S,2024-12-27T02:49:57.0Z,4,REGULAR,block,,[],1641708,,,1610612740,76,104,2024-12-27T02:49:59Z,5180000,False,,,0,,A. Thompson BLOCK (5 BLK),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
531,PT11M06.00S,2024-12-27T02:49:59.0Z,4,REGULAR,rebound,offensive,[],1630529,,,1610612740,76,104,2024-12-27T02:51:58Z,5190000,False,,,0,,H. Jones REBOUND (Off:4 Def:2),[1630529],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,H. Jones,,,529.0,6.0,2.0,4.0,,,,,,,,,,,,
532,PT11M02.00S,2024-12-27T02:50:02.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,76,104,2024-12-27T02:50:10Z,5200000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1628485.0,,,,,,,
534,PT10M41.00S,2024-12-27T02:50:43.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,22.864651773981606,62.06341911764706,1610612745,76,104,2024-12-27T02:52:25Z,5220000,False,-60.0,162.0,1,left,MISS J. Smith Jr. 17' turnaround Shot,[1631095],1610612745.0,HOU,turnaround,,,,,,Mid-Range,16-24 Left Center,17.32,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
535,PT10M39.00S,2024-12-27T02:50:45.7Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612740,76,104,2024-12-27T02:52:25Z,5230000,False,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,Murray,D. Murray,,,534.0,4.0,3.0,1.0,,,,,,,,,,,,
536,PT10M33.00S,2024-12-27T02:50:52.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630527,93.38042049934296,53.431372549019606,1610612740,78,104,2024-12-27T02:52:48Z,5240000,False,17.0,10.0,1,right,B. Boston running Layup (5 PTS) (D. Murray 4 AST),"[1630527, 1627749]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,1.97,Made,Boston,B. Boston,,,,,,,5.0,D. Murray,1627749.0,4.0,,,,,,,,
538,PT10M14.00S,2024-12-27T02:51:11.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,11.038107752956634,38.52251838235294,1610612745,78,104,2024-12-27T02:53:48Z,5260000,False,57.0,51.0,1,left,MISS R. Sheppard 7' driving Layup,[1642263],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.7,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
539,PT10M12.00S,2024-12-27T02:51:13.5Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612740,78,104,2024-12-27T02:53:48Z,5270000,False,,,0,,B. Boston REBOUND (Off:1 Def:3),[1630527],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Boston,B. Boston,,,538.0,4.0,3.0,1.0,,,,,,,,,,,,
540,PT10M09.00S,2024-12-27T02:51:15.2Z,4,REGULAR,turnover,lost ball,[],1630527,,,1610612740,78,104,2024-12-27T02:53:57Z,5280000,False,,,0,,B. Boston lost ball TURNOVER (2 TO),"[1630527, 1642263]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,Boston,B. Boston,,,,,,,,,,,,,,,,2.0,Sheppard,1642263.0
541,PT10M09.00S,2024-12-27T02:51:15.2Z,4,REGULAR,steal,,[],1642263,,,1610612745,78,104,2024-12-27T02:51:16Z,5290000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Left Center,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
542,PT10M04.00S,2024-12-27T02:51:19.9Z,4,REGULAR,turnover,lost ball,[],1630256,,,1610612745,78,104,2024-12-27T02:54:35Z,5300000,False,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1630527]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tate,J. Tate,,,,,,,,,,,,,,,,1.0,Boston,1630527.0
543,PT10M04.00S,2024-12-27T02:51:19.9Z,4,REGULAR,steal,,[],1630527,,,1610612740,78,104,2024-12-27T02:51:22Z,5310000,False,,,0,,B. Boston STEAL (2 STL),[1630527],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,
544,PT09M55.00S,2024-12-27T02:51:27.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.9060446780552,46.32352941176471,1610612740,80,104,2024-12-27T02:51:32Z,5320000,False,-18.0,5.0,1,right,H. Jones running Layup (10 PTS),[1630529],1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,1.9,Made,Jones,H. Jones,,,,,,,10.0,,,,,,,,,,,
545,PT09M36.00S,2024-12-27T02:51:48.1Z,4,REGULAR,3pt,Jump Shot,[],1642263,26.938239159001313,90.41819852941177,1610612745,80,104,2024-12-27T02:55:12Z,5330000,False,-202.0,201.0,1,left,MISS R. Sheppard 28' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Left Center,28.48,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
546,PT09M33.00S,2024-12-27T02:51:51.1Z,4,REGULAR,rebound,offensive,[],1641708,,,1610612745,80,104,2024-12-27T02:55:12Z,5340000,False,,,0,,A. Thompson REBOUND (Off:6 Def:4),[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Thompson,A. Thompson,,,545.0,10.0,4.0,6.0,,,,,,,,,,,,
547,PT09M31.00S,2024-12-27T02:51:53.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,5.995400788436268,53.67647058823529,1610612745,80,104,2024-12-27T02:55:58Z,5350000,False,-18.0,4.0,1,left,MISS J. Tate cutting Layup,[1630256],1610612745.0,HOU,cutting,,,,,,Restricted Area,0-8 Center,1.88,Missed,Tate,J. Tate,,,,,,,,,,,,,,,,,,
549,PT09M30.00S,2024-12-27T02:51:54.9Z,4,REGULAR,rebound,offensive,[],1641715,,,1610612745,80,104,2024-12-27T02:55:58Z,5370000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:2),[1641715],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Whitmore,C. Whitmore,,,547.0,3.0,2.0,1.0,,,,,,,,,,,,
550,PT09M30.00S,2024-12-27T02:51:57.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641715,6.701708278580824,47.158394607843135,1610612745,80,106,2024-12-27T02:56:11Z,5380000,False,14.0,10.0,1,left,C. Whitmore tip DUNK (16 PTS),[1641715],1610612745.0,HOU,tip,,,,,,Restricted Area,0-8 Center,1.77,Made,Whitmore,C. Whitmore,,,,,,,16.0,,,,,,,,,,,
552,PT09M18.00S,2024-12-27T02:52:22.2Z,4,REGULAR,turnover,lost ball,[],1630529,,,1610612740,80,106,2024-12-27T02:56:40Z,5400000,False,,,0,,H. Jones lost ball TURNOVER (2 TO),"[1630529, 1641708]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Jones,H. Jones,,,,,,,,,,,,,,,,2.0,Thompson,1641708.0
553,PT09M18.00S,2024-12-27T02:52:22.2Z,4,REGULAR,steal,,[],1641708,,,1610612745,80,106,2024-12-27T02:52:23Z,5410000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
554,PT09M01.00S,2024-12-27T02:52:38.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630256,13.61695137976347,57.35294117647059,1610612745,80,108,2024-12-27T02:57:03Z,5420000,False,-37.0,75.0,1,left,J. Tate 8' turnaround fadeaway Jump Shot (10 PTS),[1630256],1610612745.0,HOU,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.4,Made,Tate,J. Tate,,,,,,,10.0,,,,,,,,,,,
555,PT08M54.00S,2024-12-27T02:52:49.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,80,108,2024-12-27T02:52:49Z,5430000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,out,[],1627749,,,1610612740,80,108,2024-12-27T02:55:29Z,5440000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
558,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,out,[],1642274,,,1610612740,80,108,2024-12-27T02:55:29Z,5450000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
559,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,out,[],1630529,,,1610612740,80,108,2024-12-27T02:55:29Z,5460000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
560,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,out,[],1641708,,,1610612740,80,108,2024-12-27T02:55:29Z,5470000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
561,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,out,[],1630256,,,1610612740,80,108,2024-12-27T02:55:29Z,5480000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
562,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,out,[],1631095,,,1610612740,80,108,2024-12-27T02:55:29Z,5490000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
563,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,in,[],1641810,,,1610612740,80,108,2024-12-27T02:55:29Z,5500000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,,,,,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,
564,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,in,[],1628464,,,1610612740,80,108,2024-12-27T02:55:29Z,5510000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,
565,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,in,[],1630526,,,1610612740,80,108,2024-12-27T02:55:29Z,5520000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
566,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,in,[],1629111,,,1610612740,80,108,2024-12-27T02:55:29Z,5530000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,
567,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,in,[],1628988,,,1610612740,80,108,2024-12-27T02:55:29Z,5540000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,
568,PT08M54.00S,2024-12-27T02:55:10.1Z,4,REGULAR,substitution,in,[],201145,,,1610612740,80,108,2024-12-27T02:55:29Z,5550000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
569,PT08M47.00S,2024-12-27T02:55:50.6Z,4,REGULAR,3pt,Jump Shot,[],1629750,96.00854139290408,3.1862745098039214,1610612740,83,108,2024-12-27T02:55:55Z,5560000,False,-234.0,-15.0,1,right,J. Green 3PT  (5 PTS) (A. Reeves 1 AST),"[1629750, 1641810]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.46,Made,Green,J. Green,,,,,,,5.0,A. Reeves,1641810.0,1.0,,,,,,,,
571,PT08M28.00S,2024-12-27T02:56:09.2Z,4,REGULAR,3pt,Jump Shot,[],201145,5.732588699080158,94.85294117647058,1610612745,83,111,2024-12-27T02:56:13Z,5580000,False,-224.0,1.0,1,left,J. Green 3PT pullup (3 PTS) (C. Whitmore 1 AST),"[201145, 1641715]",1610612745.0,HOU,pullup,,,,,,Left Corner 3,24+ Left,22.43,Made,Green,J. Green,,,,,,,3.0,C. Whitmore,1641715.0,1.0,,,,,,,,
572,PT08M11.00S,2024-12-27T02:56:30.9Z,4,REGULAR,turnover,out-of-bounds,[],1641810,,,1610612740,83,111,2024-12-27T02:56:36Z,5590000,False,,,0,,A. Reeves bad pass out-of-bounds TURNOVER (1 TO),[1641810],1610612740.0,NOP,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,Reeves,A. Reeves,,,,,,,,,,,101283.0,,,,,1.0,,
573,PT08M01.00S,2024-12-27T02:56:46.3Z,4,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612745,83,111,2024-12-27T02:56:53Z,5600000,False,,,0,,B. Boston shooting personal FOUL (2 PF) (Sheppard 2 FT),"[1630527, 1642263]",1610612740.0,NOP,shooting,,,,,,Mid-Range,16-24 Left Center,,,Boston,B. Boston,,,,,,,,,,,1628485.0,2.0,0.0,Sheppard,1642263.0,,,
575,PT08M01.00S,2024-12-27T02:57:05.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1642263,,,1610612745,83,111,2024-12-27T02:57:05Z,5620000,False,,,0,,MISS R. Sheppard Free Throw 1 of 2,[1642263],1610612745.0,HOU,,,,,,,,,,Missed,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,
576,PT08M01.00S,2024-12-27T02:57:05.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,83,111,2024-12-27T02:57:05Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,
577,PT08M01.00S,2024-12-27T02:57:18.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1642263,,,1610612745,83,112,2024-12-27T02:57:18Z,5640000,False,,,0,,R. Sheppard Free Throw 2 of 2 (1 PTS),[1642263],1610612745.0,HOU,,,,,,,,,,Made,Sheppard,R. Sheppard,,,,,,,1.0,,,,,,,,,,,
578,PT07M45.00S,2024-12-27T02:57:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,92.32917214191852,53.18627450980392,1610612740,85,112,2024-12-27T02:57:41Z,5650000,False,16.0,20.0,1,right,J. Green cutting Layup (7 PTS) (D. Theis 1 AST),"[1629750, 1628464]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,2.52,Made,Green,J. Green,,,,,,,7.0,D. Theis,1628464.0,1.0,,,,,,,,
580,PT07M37.00S,2024-12-27T02:57:47.2Z,4,REGULAR,turnover,lost ball,[],1629111,,,1610612745,85,112,2024-12-27T02:59:25Z,5670000,False,,,0,,J. Landale lost ball TURNOVER (1 TO),"[1629111, 1630527]",1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,Landale,J. Landale,,,,,,,,,,,,,,,,1.0,Boston,1630527.0
581,PT07M37.00S,2024-12-27T02:57:47.2Z,4,REGULAR,steal,,[],1630527,,,1610612740,85,112,2024-12-27T02:57:49Z,5680000,False,,,0,,B. Boston STEAL (3 STL),[1630527],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,
582,PT07M31.00S,2024-12-27T02:57:52.5Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629750,94.82588699080158,51.225490196078425,1610612740,87,112,2024-12-27T02:59:40Z,5690000,False,6.0,-4.0,1,right,J. Green running alley-oop DUNK (9 PTS) (A. Reeves 2 AST),"[1629750, 1641810]",1610612740.0,NOP,running alley-oop,,,,,,Restricted Area,0-8 Center,0.72,Made,Green,J. Green,,,,,,,9.0,A. Reeves,1641810.0,2.0,,,,,,,,
584,PT07M05.00S,2024-12-27T02:58:18.2Z,4,REGULAR,3pt,Jump Shot,[],1629111,28.991458607095925,71.07843137254902,1610612745,87,112,2024-12-27T02:59:53Z,5710000,False,-105.0,220.0,1,left,MISS J. Landale 24' 3PT,[1629111],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,24.39,Missed,Landale,J. Landale,,,,,,,,,,,,,,,,,,
585,PT07M03.00S,2024-12-27T02:58:20.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,87,112,2024-12-27T02:59:53Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,,,,584.0,,,,,,,,,,,,,,,
586,PT07M03.00S,2024-12-27T02:58:26.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612745,87,112,2024-12-27T02:58:34Z,5730000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,101283.0,,,,,,,
587,PT06M55.00S,2024-12-27T02:58:44.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630527,70.60611038107753,76.93780637254902,1610612740,87,112,2024-12-27T03:00:37Z,5740000,False,135.0,224.0,1,right,MISS B. Boston 26' step back 3PT,[1630527],1610612740.0,NOP,step back,,,,,,Above the Break 3,24+ Right Center,26.12,Missed,Boston,B. Boston,,,,,,,,,,,,,,,,,,
588,PT06M53.00S,2024-12-27T02:58:46.1Z,4,REGULAR,rebound,defensive,[],1642263,,,1610612745,87,112,2024-12-27T03:00:28Z,5750000,False,,,0,,R. Sheppard REBOUND (Off:1 Def:1),[1642263],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Sheppard,R. Sheppard,,,587.0,2.0,1.0,1.0,,,,,,,,,,,,
589,PT06M47.00S,2024-12-27T02:58:50.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641715,6.783837056504599,51.225490196078425,1610612745,87,114,2024-12-27T02:58:57Z,5760000,False,-6.0,11.0,1,left,C. Whitmore running DUNK (18 PTS) (R. Sheppard 1 AST),"[1641715, 1642263]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,1.28,Made,Whitmore,C. Whitmore,,,,,,,18.0,R. Sheppard,1642263.0,1.0,,,,,,,,
