actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
504,PT09M16.00S,2024-11-16T02:54:26.8Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612740,84,76,2024-11-16T02:54:32Z,4980000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:4),[1630527],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Boston Jr.,B. Boston Jr.,,,,,,,503.0,4.0,4.0,0.0,,,,,,,,
505,PT09M09.00S,2024-11-16T02:54:34.7Z,4,REGULAR,3pt,Jump Shot,[],1630530,28.991458607095925,23.284313725490197,1610612740,84,76,2024-11-16T02:54:40Z,4990000,False,134.0,220.0,1,left,MISS T. Murphy III 25' step back 3PT,[1630530],1610612740.0,NOP,step back,,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
506,PT09M06.00S,2024-11-16T02:54:37.6Z,4,REGULAR,rebound,offensive,[],1631288,,,1610612740,84,76,2024-11-16T02:54:37Z,5000000,False,,,0,,J. Cain REBOUND (Off:1 Def:3),[1631288],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Cain,J. Cain,,,,,,,505.0,4.0,3.0,1.0,,,,,,,,
507,PT09M03.00S,2024-11-16T02:54:40.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629669,14.931011826544022,65.19607843137256,1610612740,84,76,2024-11-16T03:00:52Z,5010000,False,-76.0,88.0,1,left,MISS J. Nowell 11' driving floating Shot,[1629669],1610612740.0,NOP,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,11.62,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
508,PT09M03.00S,2024-11-16T02:54:40.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,84,76,2024-11-16T02:54:50Z,5020000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,507.0,,,,,,,,,,,
509,PT09M03.00S,2024-11-16T02:54:46.5Z,4,REGULAR,foul,personal,[],1641998,,,1610612743,84,76,2024-11-16T03:02:20Z,5030000,False,,,0,,T. Jemison III loose ball personal FOUL (4 PF),"[1641998, 203967]",1610612740.0,NOP,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jemison III,T. Jemison III,,,,,,,,,,,202049.0,4.0,0.0,Šarić,203967.0,,,
511,PT08M50.00S,2024-11-16T02:55:12.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.24901445466492,54.90196078431373,1610612743,84,76,2024-11-16T02:55:16Z,5050000,False,25.0,11.0,1,right,MISS R. Westbrook Layup,[201566],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,2.69,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
512,PT08M48.00S,2024-11-16T02:55:14.6Z,4,REGULAR,rebound,defensive,[],1631288,,,1610612740,84,76,2024-11-16T02:55:16Z,5060000,False,,,0,,J. Cain REBOUND (Off:1 Def:4),[1631288],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Cain,J. Cain,,,,,,,511.0,5.0,4.0,1.0,,,,,,,,
513,PT08M41.00S,2024-11-16T02:55:22.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,12.828515111695138,57.84313725490197,1610612740,84,76,2024-11-16T02:55:27Z,5070000,False,-39.0,68.0,1,left,MISS T. Murphy III 7' turnaround Shot,[1630530],1610612740.0,NOP,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
514,PT08M38.00S,2024-11-16T02:55:25.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612743,84,76,2024-11-16T02:55:27Z,5080000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Westbrook,R. Westbrook,,,,,,,513.0,2.0,2.0,0.0,,,,,,,,
515,PT08M32.00S,2024-11-16T02:55:30.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,92.32917214191852,48.03921568627451,1610612743,84,78,2024-11-16T03:03:18Z,5090000,False,-10.0,20.0,1,right,J. Murray driving Layup (11 PTS) (R. Westbrook 6 AST),"[1627750, 201566]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,2.19,Made,11.0,Murray,J. Murray,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,,,
517,PT08M08.00S,2024-11-16T02:55:54.1Z,4,REGULAR,3pt,Jump Shot,[],1630530,33.590670170827856,27.205882352941174,1610612740,87,78,2024-11-16T02:55:58Z,5110000,False,114.0,263.0,1,left,T. Murphy III 28' 3PT  (17 PTS) (B. Boston Jr. 2 AST),"[1630530, 1630527]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,28.69,Made,17.0,Murphy III,T. Murphy III,B. Boston Jr.,1630527.0,2.0,,,,,,,,,,,,,,,
519,PT07M43.00S,2024-11-16T02:56:20.0Z,4,REGULAR,3pt,Jump Shot,[],1627750,67.49342969776609,32.1078431372549,1610612743,87,81,2024-11-16T02:56:25Z,5130000,False,-89.0,253.0,1,right,J. Murray 26' 3PT step back (14 PTS),[1627750],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Left Center,26.85,Made,14.0,Murray,J. Murray,,,,,,,,,,,,,,,,,,
520,PT07M25.00S,2024-11-16T02:56:37.5Z,4,REGULAR,2pt,Jump Shot,[],1630527,22.026938239159,15.931372549019606,1610612740,87,81,2024-11-16T02:56:41Z,5140000,False,170.0,155.0,1,left,MISS B. Boston Jr. 23' step back Shot,[1630527],1610612740.0,NOP,step back,,,,,,Mid-Range,16-24 Right Center,23.0,Missed,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,
521,PT07M23.00S,2024-11-16T02:56:39.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612743,87,81,2024-11-16T02:56:41Z,5150000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Right Center,,,,Westbrook,R. Westbrook,,,,,,,520.0,3.0,3.0,0.0,,,,,,,,
522,PT07M21.00S,2024-11-16T02:56:42.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629008,93.24901445466492,49.754901960784316,1610612743,87,83,2024-11-16T02:56:48Z,5160000,False,-1.0,11.0,1,right,M. Porter Jr. running DUNK (24 PTS) (R. Westbrook 7 AST),"[1629008, 201566]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,1.11,Made,24.0,Porter Jr.,M. Porter Jr.,R. Westbrook,201566.0,7.0,,,,,,,,,,,,,,,
524,PT07M12.00S,2024-11-16T02:56:56.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,87,83,2024-11-16T02:56:56Z,5180000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,out,[],1631288,,,1610612740,87,83,2024-11-16T02:59:35Z,5190000,False,,,0,,SUB out: J. Cain,[1631288],1610612740.0,NOP,,,,,,,,,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,
526,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,out,[],1641998,,,1610612740,87,83,2024-11-16T02:59:35Z,5200000,False,,,0,,SUB out: T. Jemison III,[1641998],1610612740.0,NOP,,,,,,,,,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,
527,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,out,[],1629008,,,1610612740,87,83,2024-11-16T02:59:35Z,5210000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
528,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,out,[],1628427,,,1610612740,87,83,2024-11-16T02:59:35Z,5220000,False,,,0,,SUB out: V. Čančar,[1628427],1610612743.0,DEN,,,,,,,,,,,,Čančar,V. Čančar,,,,,,,,,,,,,,,,,,
529,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,in,[],1629750,,,1610612740,87,83,2024-11-16T02:59:35Z,5230000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
530,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,in,[],1642274,,,1610612740,87,83,2024-11-16T02:59:35Z,5240000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
531,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,in,[],1631212,,,1610612740,87,83,2024-11-16T02:59:35Z,5250000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
532,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,in,[],1631128,,,1610612740,87,83,2024-11-16T02:59:35Z,5260000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
533,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,out,[],1630530,,,1610612740,87,83,2024-11-16T02:59:46Z,5270000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
534,PT07M12.00S,2024-11-16T02:59:09.4Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,87,83,2024-11-16T02:59:46Z,5280000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
535,PT06M58.00S,2024-11-16T03:00:08.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,7.835085413929041,52.20588235294118,1610612740,87,83,2024-11-16T03:00:12Z,5290000,False,-11.0,21.0,1,left,MISS J. Nowell Layup,[1629669],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,2.38,Missed,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
536,PT06M56.00S,2024-11-16T03:00:10.4Z,4,REGULAR,rebound,offensive,[],1642274,,,1610612740,87,83,2024-11-16T03:00:10Z,5300000,False,,,0,,Y. Missi REBOUND (Off:6 Def:6),[1642274],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Missi,Y. Missi,,,,,,,535.0,12.0,6.0,6.0,,,,,,,,
537,PT06M56.00S,2024-11-16T03:00:13.6Z,4,REGULAR,turnover,out-of-bounds,[],1642274,,,1610612740,87,83,2024-11-16T03:00:22Z,5310000,False,,,0,,Y. Missi bad pass out-of-bounds TURNOVER (6 TO),[1642274],1610612740.0,NOP,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Missi,Y. Missi,,,,6.0,,,,,,,1628954.0,,,,,,,
538,PT06M50.00S,2024-11-16T03:00:26.3Z,4,REGULAR,foul,personal,[],1630527,,,1610612743,87,83,2024-11-16T03:00:36Z,5320000,False,,,0,,B. Boston Jr. personal FOUL (2 PF),"[1630527, 1627750]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,202026.0,2.0,0.0,Murray,1627750.0,,,
540,PT06M39.00S,2024-11-16T03:00:49.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631212,92.72339027595268,52.450980392156865,1610612743,87,83,2024-11-16T03:00:59Z,5340000,False,12.0,16.0,1,right,MISS P. Watson alley-oop Layup - blocked,"[1631212, 1629750]",1610612743.0,DEN,alley-oop,,,,,,Restricted Area,0-8 Center,2.01,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,Green,1629750.0,
541,PT06M39.00S,2024-11-16T03:00:49.9Z,4,REGULAR,block,,[],1629750,,,1610612743,87,83,2024-11-16T03:00:59Z,5350000,False,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
542,PT06M31.00S,2024-11-16T03:00:57.9Z,4,REGULAR,rebound,offensive,[],203967,,,1610612743,87,83,2024-11-16T03:11:06Z,5360000,False,,,0,,D. Šarić REBOUND (Off:1 Def:6),[203967],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,Šarić,D. Šarić,,,,,,,540.0,7.0,6.0,1.0,,,,,,,,
543,PT06M30.00S,2024-11-16T03:00:58.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627750,65.52233902759527,55.88235294117647,1610612743,87,83,2024-11-16T03:06:22Z,5370000,False,29.0,272.0,1,right,MISS J. Murray 27' step back bank 3PT,[1627750],1610612743.0,DEN,step back bank,,,,,,Above the Break 3,24+ Center,27.32,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
544,PT06M27.00S,2024-11-16T03:01:01.5Z,4,REGULAR,rebound,offensive,[],201566,,,1610612743,87,83,2024-11-16T03:01:01Z,5380000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Westbrook,R. Westbrook,,,,,,,543.0,4.0,3.0,1.0,,,,,,,,
545,PT06M25.00S,2024-11-16T03:01:03.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201566,95.74572930354796,96.07843137254902,1610612743,87,86,2024-11-16T03:06:53Z,5390000,False,230.0,-13.0,1,right,R. Westbrook 3PT pullup (5 PTS),[201566],1610612743.0,DEN,pullup,,,,,,Right Corner 3,24+ Right,23.07,Made,5.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
546,PT06M12.00S,2024-11-16T03:01:19.7Z,4,REGULAR,foul,personal,[],201566,,,1610612740,87,86,2024-11-16T03:01:26Z,5400000,False,,,0,,R. Westbrook personal FOUL (3 PF),"[201566, 1627742]",1610612743.0,DEN,,,,,,,Mid-Range,16-24 Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,202049.0,3.0,0.0,Ingram,1627742.0,,,
548,PT05M56.00S,2024-11-16T03:02:00.0Z,4,REGULAR,3pt,Jump Shot,[],1627742,32.013797634691194,66.17647058823529,1610612740,87,86,2024-11-16T03:02:07Z,5420000,False,-81.0,248.0,1,left,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,26.12,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
549,PT05M54.00S,2024-11-16T03:02:02.3Z,4,REGULAR,rebound,defensive,[],203967,,,1610612743,87,86,2024-11-16T03:02:02Z,5430000,False,,,0,,D. Šarić REBOUND (Off:1 Def:7),[203967],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,,,,Šarić,D. Šarić,,,,,,,548.0,8.0,7.0,1.0,,,,,,,,
550,PT05M39.00S,2024-11-16T03:02:17.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,90.75229960578186,55.63725490196079,1610612743,87,86,2024-11-16T03:07:24Z,5440000,False,28.0,34.0,1,right,MISS C. Braun driving Layup,[1631128],1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,,,
551,PT05M36.00S,2024-11-16T03:02:20.8Z,4,REGULAR,rebound,defensive,[],1629669,,,1610612740,87,86,2024-11-16T03:02:24Z,5450000,False,,,0,,J. Nowell REBOUND (Off:2 Def:3),[1629669],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nowell,J. Nowell,,,,,,,550.0,5.0,3.0,2.0,,,,,,,,
552,PT05M18.00S,2024-11-16T03:02:38.7Z,4,REGULAR,2pt,Jump Shot,[],1627742,10.463206307490145,27.696078431372552,1610612740,89,86,2024-11-16T03:02:43Z,5460000,False,112.0,46.0,1,left,B. Ingram 12' fadeaway Jump Shot (27 PTS) (B. Boston Jr. 3 AST),"[1627742, 1630527]",1610612740.0,NOP,fadeaway,,,,,,Mid-Range,8-16 Right,12.06,Made,27.0,Ingram,B. Ingram,B. Boston Jr.,1630527.0,3.0,,,,,,,,,,,,,,,
554,PT05M00.00S,2024-11-16T03:02:56.8Z,4,REGULAR,turnover,bad pass,[],203967,,,1610612743,89,86,2024-11-16T03:03:00Z,5480000,False,,,0,,D. Šarić bad pass TURNOVER (4 TO),"[203967, 1629750]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Šarić,D. Šarić,,,,4.0,Green,1629750.0,,,,,,,,,,,,
555,PT05M00.00S,2024-11-16T03:02:56.8Z,4,REGULAR,steal,,[],1629750,,,1610612740,89,86,2024-11-16T03:02:59Z,5490000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
556,PT04M42.00S,2024-11-16T03:03:14.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629750,6.389618922470433,97.30392156862744,1610612740,92,86,2024-11-16T03:03:19Z,5500000,False,-237.0,8.0,1,left,J. Green 3PT  (5 PTS) (B. Boston Jr. 4 AST),"[1629750, 1630527]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.66,Made,5.0,Green,J. Green,B. Boston Jr.,1630527.0,4.0,,,,,,,,,,,,,,,
558,PT04M41.00S,2024-11-16T03:03:20.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,92,86,2024-11-16T03:03:20Z,5520000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT04M41.00S,2024-11-16T03:04:08.2Z,4,REGULAR,substitution,out,[],1629669,,,1610612743,92,86,2024-11-16T03:04:38Z,5530000,False,,,0,,SUB out: J. Nowell,[1629669],1610612740.0,NOP,,,,,,,,,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,
560,PT04M41.00S,2024-11-16T03:04:08.2Z,4,REGULAR,substitution,out,[],1642274,,,1610612743,92,86,2024-11-16T03:04:38Z,5540000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,,,,,,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,
561,PT04M41.00S,2024-11-16T03:04:08.2Z,4,REGULAR,substitution,out,[],201566,,,1610612743,92,86,2024-11-16T03:04:38Z,5550000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
562,PT04M41.00S,2024-11-16T03:04:08.2Z,4,REGULAR,substitution,in,[],1630526,,,1610612743,92,86,2024-11-16T03:04:38Z,5560000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,,,,,,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,
563,PT04M41.00S,2024-11-16T03:04:08.2Z,4,REGULAR,substitution,in,[],1630530,,,1610612743,92,86,2024-11-16T03:04:38Z,5570000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
564,PT04M41.00S,2024-11-16T03:04:08.2Z,4,REGULAR,substitution,in,[],1629008,,,1610612743,92,86,2024-11-16T03:04:38Z,5580000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,
565,PT04M27.00S,2024-11-16T03:05:08.0Z,4,REGULAR,3pt,Jump Shot,[],1627750,66.44218134034165,44.6078431372549,1610612743,92,86,2024-11-16T03:05:35Z,5590000,False,-27.0,263.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Center,26.43,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
566,PT04M26.00S,2024-11-16T03:05:09.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,92,86,2024-11-16T03:05:35Z,5600000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,565.0,,,,,,,,,,,
568,PT04M26.00S,2024-11-16T03:05:39.5Z,4,REGULAR,foul,personal,[],203967,,,1610612740,92,86,2024-11-16T03:05:47Z,5620000,False,,,0,,D. Šarić loose ball personal FOUL (4 PF),"[203967, 1630530]",1610612743.0,DEN,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,,,Šarić,D. Šarić,,,,,,,,,,,1628954.0,4.0,0.0,Murphy III,1630530.0,,,
570,PT04M13.00S,2024-11-16T03:05:59.7Z,4,REGULAR,3pt,Jump Shot,[],1630527,26.49474375821288,80.88235294117648,1610612740,95,86,2024-11-16T03:06:04Z,5640000,False,-154.0,197.0,1,left,B. Boston Jr. 25' 3PT  (19 PTS) (J. Robinson-Earl 1 AST),"[1630527, 1630526]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,25.0,Made,19.0,Boston Jr.,B. Boston Jr.,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,,
572,PT03M53.00S,2024-11-16T03:06:19.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,94.03745072273325,50.0,1610612743,95,88,2024-11-16T03:06:24Z,5660000,False,0.0,4.0,1,right,C. Braun driving DUNK (13 PTS) (J. Murray 8 AST),"[1631128, 1627750]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,0.35,Made,13.0,Braun,C. Braun,J. Murray,1627750.0,8.0,,,,,,,,,,,,,,,
575,PT03M27.00S,2024-11-16T03:07:08.8Z,4,REGULAR,3pt,Jump Shot,[],1627742,29.122864651773984,78.43137254901961,1610612740,95,88,2024-11-16T03:09:27Z,5690000,False,-142.0,221.0,1,left,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
576,PT03M27.00S,2024-11-16T03:07:08.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,95,88,2024-11-16T03:07:13Z,5700000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,575.0,,,,,,,,,,,
577,PT03M26.00S,2024-11-16T03:07:17.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612740,95,88,2024-11-16T03:07:32Z,5710000,False,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,,,,,,,
578,PT03M15.00S,2024-11-16T03:07:32.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,91.5407358738502,55.14705882352941,1610612743,95,88,2024-11-16T03:07:37Z,5720000,False,26.0,27.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,3.73,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,,
579,PT03M13.00S,2024-11-16T03:07:34.6Z,4,REGULAR,rebound,defensive,[],1630526,,,1610612740,95,88,2024-11-16T03:07:34Z,5730000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:4),[1630526],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,578.0,7.0,4.0,3.0,,,,,,,,
580,PT02M50.00S,2024-11-16T03:07:57.8Z,4,REGULAR,3pt,Jump Shot,[],1630527,31.09395532194481,30.14705882352941,1610612740,95,88,2024-11-16T03:08:02Z,5740000,False,99.0,240.0,1,left,MISS B. Boston Jr. 25' pullup 3PT,[1630527],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,
581,PT02M48.00S,2024-11-16T03:07:59.8Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,95,88,2024-11-16T03:07:59Z,5750000,False,,,0,,J. Murray REBOUND (Off:0 Def:5),[1627750],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Murray,J. Murray,,,,,,,580.0,5.0,5.0,0.0,,,,,,,,
582,PT02M32.00S,2024-11-16T03:08:16.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,91.01511169513797,47.549019607843135,1610612743,95,90,2024-11-16T03:08:20Z,5760000,False,-12.0,32.0,1,right,P. Watson driving Layup (18 PTS) (M. Porter Jr. 3 AST),"[1631212, 1629008]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,3.43,Made,18.0,Watson,P. Watson,M. Porter Jr.,1629008.0,3.0,,,,,,,,,,,,,,,
584,PT02M11.00S,2024-11-16T03:08:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,7.835085413929041,51.470588235294116,1610612740,97,90,2024-11-16T03:08:41Z,5780000,False,-7.0,21.0,1,left,J. Green cutting Layup (7 PTS) (J. Robinson-Earl 2 AST),"[1629750, 1630526]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,2.24,Made,7.0,Green,J. Green,J. Robinson-Earl,1630526.0,2.0,,,,,,,,,,,,,,,
586,PT01M53.00S,2024-11-16T03:08:53.8Z,4,REGULAR,3pt,Jump Shot,[],1631212,94.03745072273325,3.9215686274509802,1610612743,97,90,2024-11-16T03:09:06Z,5800000,False,-230.0,4.0,1,right,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.04,Missed,,Watson,P. Watson,,,,,,,,,,,,,,,,,,
587,PT01M42.00S,2024-11-16T03:09:04.8Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,97,90,2024-11-16T03:09:06Z,5810000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:7),[1630530],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Murphy III,T. Murphy III,,,,,,,586.0,8.0,7.0,1.0,,,,,,,,
