actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
579,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],203497,,,1610612750,99,78,2023-11-02T02:10:39Z,5690000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],1626157,,,1610612750,99,78,2023-11-02T02:10:39Z,5700000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],202704,,,1610612750,99,78,2023-11-02T02:10:39Z,5710000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,out,[],1630192,,,1610612750,99,78,2023-11-02T02:10:39Z,5720000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],203937,,,1610612750,99,78,2023-11-02T02:10:39Z,5730000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],1629638,,,1610612750,99,78,2023-11-02T02:10:39Z,5740000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],1629003,,,1610612750,99,78,2023-11-02T02:10:39Z,5750000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,99,78,2023-11-02T02:10:39Z,5760000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],1628972,,,1610612750,99,78,2023-11-02T02:10:39Z,5770000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],1630296,,,1610612750,99,78,2023-11-02T02:10:39Z,5780000,False,,,0,,SUB in: B. Key,[1630296],1610612743.0,DEN,,,,Key,B. Key,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M13.00S,2023-11-02T02:10:17.0Z,4,REGULAR,substitution,in,[],1629618,,,1610612750,99,78,2023-11-02T02:10:39Z,5790000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M04.00S,2023-11-02T02:10:45.2Z,4,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612750,99,78,2023-11-02T02:10:51Z,5800000,False,,,0,,S. Milton lost ball out-of-bounds TURNOVER (1 TO),[1629003],1610612750.0,MIN,lost ball,,,Milton,S. Milton,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,
591,PT04M44.00S,2023-11-02T02:11:11.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630296,8.360709592641262,49.26470588235294,1610612743,99,78,2023-11-02T02:11:15Z,5810000,False,4.0,26.0,1,left,MISS B. Key Layup,[1630296],1610612743.0,DEN,,,,Key,B. Key,,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,
592,PT04M42.00S,2023-11-02T02:11:13.7Z,4,REGULAR,rebound,defensive,[],203937,,,1610612750,99,78,2023-11-02T02:11:15Z,5820000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,Restricted Area,0-8 Center,,,591.0,3.0,3.0,0.0,,,,,,,,,,,,,
593,PT04M36.00S,2023-11-02T02:11:19.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,90.75229960578186,56.127450980392155,1610612750,99,78,2023-11-02T02:11:24Z,5830000,False,31.0,34.0,1,right,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1631124]",1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,Strawther,1631124.0
594,PT04M36.00S,2023-11-02T02:11:19.1Z,4,REGULAR,block,,[],1631124,,,1610612750,99,78,2023-11-02T02:11:21Z,5840000,False,,,0,,J. Strawther BLOCK (2 BLK),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
595,PT04M34.00S,2023-11-02T02:11:21.1Z,4,REGULAR,rebound,defensive,[],203200,,,1610612743,99,78,2023-11-02T02:11:24Z,5850000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,In The Paint (Non-RA),0-8 Center,,,593.0,1.0,1.0,0.0,,,,,,,,,,,,,
596,PT04M29.00S,2023-11-02T02:11:26.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631212,7.966491458607096,47.549019607843135,1610612743,99,80,2023-11-02T02:11:31Z,5860000,False,12.0,22.0,1,left,P. Watson Layup (4 PTS) (B. Key 1 AST),"[1631212, 1630296]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,4.0,B. Key,1630296.0,1.0,,,,,,,,,
598,PT04M12.00S,2023-11-02T02:11:45.2Z,4,REGULAR,foul,personal,[],1629618,,,1610612750,99,80,2023-11-02T02:11:56Z,5880000,False,,,0,,J. Pickett take personal FOUL (1 PF),"[1629618, 1629003]",1610612743.0,DEN,take,,,Pickett,J. Pickett,,,,,101283.0,Above the Break 3,24+ Center,,,,,,,,,,,1.0,0.0,Milton,1629003.0,,,,,
600,PT04M12.00S,2023-11-02T02:11:53.1Z,4,REGULAR,substitution,out,[],203937,,,1610612750,99,80,2023-11-02T02:12:00Z,5900000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M12.00S,2023-11-02T02:11:53.1Z,4,REGULAR,substitution,out,[],1631212,,,1610612750,99,80,2023-11-02T02:12:00Z,5910000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M12.00S,2023-11-02T02:11:53.1Z,4,REGULAR,substitution,in,[],1629162,,,1610612750,99,80,2023-11-02T02:12:00Z,5920000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M12.00S,2023-11-02T02:11:53.1Z,4,REGULAR,substitution,in,[],1641816,,,1610612750,99,80,2023-11-02T02:12:00Z,5930000,False,,,0,,SUB in: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M55.00S,2023-11-02T02:12:18.8Z,4,REGULAR,3pt,Jump Shot,[],1628972,93.9060446780552,97.30392156862744,1610612750,99,80,2023-11-02T02:12:23Z,5940000,False,237.0,5.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,
605,PT03M53.00S,2023-11-02T02:12:20.8Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,99,80,2023-11-02T02:12:23Z,5950000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,Right Corner 3,24+ Right,,,604.0,1.0,1.0,0.0,,,,,,,,,,,,,
606,PT03M45.00S,2023-11-02T02:12:28.4Z,4,REGULAR,3pt,Jump Shot,[],1641816,20.844283837056505,8.823529411764707,1610612743,99,80,2023-11-02T02:12:32Z,5960000,False,206.0,143.0,1,left,MISS H. Tyson 25' 3PT,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,
607,PT03M43.00S,2023-11-02T02:12:30.4Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,99,80,2023-11-02T02:12:32Z,5970000,False,,,0,,N. Reid REBOUND (Off:1 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Right Center,,,606.0,5.0,4.0,1.0,,,,,,,,,,,,,
608,PT03M38.00S,2023-11-02T02:12:38.0Z,4,REGULAR,foul,personal,[],1630296,,,1610612750,99,80,2023-11-02T02:13:00Z,5980000,False,,,0,,B. Key personal FOUL (1 PF),"[1630296, 1629675]",1610612743.0,DEN,,,,Key,B. Key,,,,,1193.0,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,0.0,Reid,1629675.0,,,,,
610,PT03M38.00S,2023-11-02T02:12:48.8Z,4,REGULAR,substitution,out,[],1629675,,,1610612750,99,80,2023-11-02T02:12:56Z,6000000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M38.00S,2023-11-02T02:12:48.8Z,4,REGULAR,substitution,in,[],1631169,,,1610612750,99,80,2023-11-02T02:12:56Z,6010000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M34.00S,2023-11-02T02:13:04.1Z,4,REGULAR,3pt,Jump Shot,[],1629162,91.27792378449409,4.166666666666666,1610612750,99,80,2023-11-02T02:13:11Z,6020000,False,-229.0,29.0,1,right,MISS J. McLaughlin 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,
613,PT03M30.00S,2023-11-02T02:13:08.1Z,4,REGULAR,rebound,defensive,[],1641816,,,1610612743,99,80,2023-11-02T02:13:09Z,6030000,False,,,0,,H. Tyson REBOUND (Off:0 Def:1),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,Left Corner 3,24+ Left,,,612.0,1.0,1.0,0.0,,,,,,,,,,,,,
614,PT03M11.00S,2023-11-02T02:13:26.3Z,4,REGULAR,3pt,Jump Shot,[],203200,6.783837056504599,95.09803921568627,1610612743,99,83,2023-11-02T02:13:30Z,6040000,False,-225.0,11.0,1,left,J. Holiday 3PT  (3 PTS) (B. Key 2 AST),"[203200, 1630296]",1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,Left Corner 3,24+ Left,22.58,Made,,,,,3.0,B. Key,1630296.0,2.0,,,,,,,,,
616,PT02M47.00S,2023-11-02T02:13:54.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630296,,,1610612750,99,83,2023-11-02T02:14:02Z,6060000,False,,,0,,B. Key shooting personal FOUL (2 PF) (Brown Jr. 2 FT),"[1630296, 1628972]",1610612743.0,DEN,shooting,,,Key,B. Key,,,,,203054.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Brown Jr.,1628972.0,,,,,
618,PT02M47.00S,2023-11-02T02:14:18.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,99,83,2023-11-02T02:14:18Z,6080000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M47.00S,2023-11-02T02:16:18.4Z,4,REGULAR,freethrow,1 of 2,[],1628972,,,1610612750,100,83,2023-11-02T02:16:18Z,6100000,False,,,0,,T. Brown Jr. Free Throw 1 of 2 (1 PTS),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
621,PT02M47.00S,2023-11-02T02:16:30.6Z,4,REGULAR,freethrow,2 of 2,[],1628972,,,1610612750,101,83,2023-11-02T02:16:30Z,6110000,False,,,0,,T. Brown Jr. Free Throw 2 of 2 (2 PTS),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
622,PT02M36.00S,2023-11-02T02:16:44.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1641816,5.338370565045992,50.98039215686274,1610612743,101,85,2023-11-02T02:16:48Z,6120000,False,-5.0,-2.0,1,left,H. Tyson cutting DUNK (2 PTS) (B. Key 3 AST),"[1641816, 1630296]",1610612743.0,DEN,cutting,,,Tyson,H. Tyson,,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,2.0,B. Key,1630296.0,3.0,,,,,,,,,
624,PT02M18.00S,2023-11-02T02:17:03.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641816,,,1610612750,101,85,2023-11-02T02:17:12Z,6140000,False,,,0,,H. Tyson shooting personal FOUL (1 PF) (Milton 2 FT),"[1641816, 1629003]",1610612743.0,DEN,shooting,,,Tyson,H. Tyson,,,,,101283.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,Milton,1629003.0,,,,,
626,PT02M18.00S,2023-11-02T02:17:25.6Z,4,REGULAR,freethrow,1 of 2,[],1629003,,,1610612750,102,85,2023-11-02T02:17:25Z,6160000,False,,,0,,S. Milton Free Throw 1 of 2 (1 PTS),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
627,PT02M18.00S,2023-11-02T02:17:36.2Z,4,REGULAR,freethrow,2 of 2,[],1629003,,,1610612750,103,85,2023-11-02T02:17:36Z,6170000,False,,,0,,S. Milton Free Throw 2 of 2 (2 PTS),[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
628,PT02M02.00S,2023-11-02T02:17:54.1Z,4,REGULAR,3pt,Jump Shot,[],1631124,6.652431011826544,5.392156862745098,1610612743,103,85,2023-11-02T02:17:58Z,6180000,False,223.0,10.0,1,left,MISS J. Strawther 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Right Corner 3,24+ Right,22.32,Missed,,,,,,,,,,,,,,,,,
629,PT01M59.00S,2023-11-02T02:17:57.1Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612750,103,85,2023-11-02T02:17:58Z,6190000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,Right Corner 3,24+ Right,,,628.0,1.0,1.0,0.0,,,,,,,,,,,,,
630,PT01M55.00S,2023-11-02T02:18:01.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631169,93.24901445466492,51.9607843137255,1610612750,105,85,2023-11-02T02:18:08Z,6200000,False,10.0,11.0,1,right,J. Minott running Layup (2 PTS) (T. Brown Jr. 1 AST),"[1631169, 1628972]",1610612750.0,MIN,running,,,Minott,J. Minott,,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,
632,PT01M43.00S,2023-11-02T02:18:14.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629618,18.347568988173457,52.450980392156865,1610612743,105,87,2023-11-02T02:18:21Z,6220000,False,-12.0,120.0,1,left,J. Pickett 12' turnaround Jump Shot (2 PTS),[1629618],1610612743.0,DEN,turnaround,,,Pickett,J. Pickett,,,,,,In The Paint (Non-RA),8-16 Center,12.06,Made,,,,,2.0,,,,,,,,,,,,
633,PT01M30.00S,2023-11-02T02:18:30.5Z,4,REGULAR,turnover,lost ball,[],1628972,,,1610612750,105,87,2023-11-02T02:18:35Z,6230000,False,,,0,,T. Brown Jr. lost ball TURNOVER (1 TO),"[1628972, 1631124]",1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Strawther,1631124.0,,
634,PT01M30.00S,2023-11-02T02:18:30.5Z,4,REGULAR,steal,,[],1631124,,,1610612743,105,87,2023-11-02T02:18:32Z,6240000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
635,PT01M24.00S,2023-11-02T02:18:36.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629618,23.47240473061761,86.76470588235294,1610612743,105,87,2023-11-02T02:18:51Z,6250000,False,-184.0,168.0,1,left,MISS J. Pickett 24' 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,Above the Break 3,24+ Left Center,24.91,Missed,,,,,,,,,,,,,,,,,
636,PT01M22.00S,2023-11-02T02:18:38.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,105,87,2023-11-02T02:18:51Z,6260000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Left Center,,,635.0,,,,,,,,,,,,,,,,
637,PT01M22.00S,2023-11-02T02:18:41.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641816,,,1610612750,105,87,2023-11-02T02:18:47Z,6270000,False,,,0,,H. Tyson loose ball personal FOUL (2 PF) (Brown Jr. 2 FT),"[1641816, 1628972]",1610612743.0,DEN,loose ball,,,Tyson,H. Tyson,,,,,1193.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Brown Jr.,1628972.0,,,,,
639,PT01M22.00S,2023-11-02T02:19:09.3Z,4,REGULAR,freethrow,1 of 2,[],1628972,,,1610612750,106,87,2023-11-02T02:19:09Z,6290000,False,,,0,,T. Brown Jr. Free Throw 1 of 2 (3 PTS),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
640,PT01M22.00S,2023-11-02T02:19:21.3Z,4,REGULAR,freethrow,2 of 2,[],1628972,,,1610612750,107,87,2023-11-02T02:19:21Z,6300000,False,,,0,,T. Brown Jr. Free Throw 2 of 2 (4 PTS),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
641,PT01M07.00S,2023-11-02T02:19:42.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,9.674770039421814,50.73529411764706,1610612743,107,89,2023-11-02T02:19:49Z,6310000,False,-4.0,38.0,1,left,J. Strawther driving Layup (5 PTS),[1631124],1610612743.0,DEN,driving,,,Strawther,J. Strawther,,,,,,Restricted Area,0-8 Center,3.86,Made,,,,,5.0,,,,,,,,,,,,
642,PT01M07.00S,2023-11-02T02:19:45.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629638,,,1610612743,107,89,2023-11-02T02:19:59Z,6320000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Strawther 1 FT),"[1629638, 1631124]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,1193.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Strawther,1631124.0,,,,,
644,PT01M07.00S,2023-11-02T02:20:06.2Z,4,REGULAR,freethrow,1 of 1,[],1631124,,,1610612743,107,89,2023-11-02T02:20:08Z,6340000,False,,,0,,MISS J. Strawther Free Throw 1 of 1,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
645,PT01M04.00S,2023-11-02T02:20:09.2Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612750,107,89,2023-11-02T02:20:08Z,6350000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,644.0,2.0,2.0,0.0,,,,,,,,,,,,,
646,PT00M54.10S,2023-11-02T02:20:18.1Z,4,REGULAR,3pt,Jump Shot,[],1629638,68.41327201051249,36.27450980392157,1610612750,110,89,2023-11-02T02:20:26Z,6360000,False,-69.0,244.0,1,right,N. Alexander-Walker 25' 3PT  (5 PTS) (S. Milton 1 AST),"[1629638, 1629003]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Above the Break 3,24+ Center,25.38,Made,,,,,5.0,S. Milton,1629003.0,1.0,,,,,,,,,
648,PT00M39.90S,2023-11-02T02:20:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630296,6.521024967148489,52.69607843137255,1610612743,110,89,2023-11-02T02:20:39Z,6380000,False,-13.0,9.0,1,left,MISS B. Key Layup,[1630296],1610612743.0,DEN,,,,Key,B. Key,,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,
649,PT00M37.90S,2023-11-02T02:20:37.8Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612750,110,89,2023-11-02T02:20:39Z,6390000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,Restricted Area,0-8 Center,,,648.0,3.0,3.0,0.0,,,,,,,,,,,,,
650,PT00M34.20S,2023-11-02T02:20:41.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,67.49342969776609,52.94117647058824,1610612750,110,89,2023-11-02T02:20:47Z,6400000,False,15.0,253.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,
651,PT00M31.70S,2023-11-02T02:20:44.0Z,4,REGULAR,rebound,defensive,[],1629618,,,1610612743,110,89,2023-11-02T02:20:47Z,6410000,False,,,0,,J. Pickett REBOUND (Off:0 Def:2),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,Above the Break 3,24+ Center,,,650.0,2.0,2.0,0.0,,,,,,,,,,,,,
652,PT00M26.60S,2023-11-02T02:20:49.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631124,29.911300919842315,74.01960784313727,1610612743,110,89,2023-11-02T02:20:56Z,6420000,False,-120.0,229.0,1,left,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,
653,PT00M24.70S,2023-11-02T02:20:51.0Z,4,REGULAR,rebound,defensive,[],1628972,,,1610612750,110,89,2023-11-02T02:21:28Z,6430000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:4),[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,Above the Break 3,24+ Left Center,,,652.0,4.0,4.0,0.0,,,,,,,,,,,,,
654,PT00M00.70S,2023-11-02T02:21:16.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612750,110,89,2023-11-02T02:21:32Z,6440000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
655,PT00M00.00S,2023-11-02T02:21:32.8Z,4,REGULAR,period,end,[],0,,,1610612743,110,89,2023-11-02T02:21:32Z,6450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M00.00S,2023-11-02T02:21:35.1Z,4,REGULAR,game,end,[],0,,,0,110,89,2023-11-02T02:21:35Z,6460000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
