actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
612,PT01M30.00S,2021-11-11T02:48:49.2Z,4,REGULAR,substitution,in,[],1628449,,,1610612738,102,88,2021-11-11T02:49:18Z,6110000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT01M30.00S,2021-11-11T02:49:26.1Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,103,88,2021-11-11T02:49:26Z,6120000,,,0,,D. Schroder Free Throw 1 of 2 (19 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,
614,PT01M30.00S,2021-11-11T02:49:28.9Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,103,88,2021-11-11T02:49:45Z,6130000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M30.00S,2021-11-11T02:49:28.9Z,4,REGULAR,substitution,out,[],203935,,,1610612738,103,88,2021-11-11T02:49:45Z,6140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M30.00S,2021-11-11T02:49:28.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,103,88,2021-11-11T02:49:45Z,6150000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M30.00S,2021-11-11T02:49:28.9Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,103,88,2021-11-11T02:49:45Z,6160000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M30.00S,2021-11-11T02:49:28.9Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,103,88,2021-11-11T02:49:45Z,6170000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M30.00S,2021-11-11T02:49:28.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,103,88,2021-11-11T02:49:45Z,6180000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M30.00S,2021-11-11T02:49:56.1Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,104,88,2021-11-11T02:49:56Z,6190000,,,0,,D. Schroder Free Throw 2 of 2 (20 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,
621,PT01M20.00S,2021-11-11T02:50:08.0Z,4,REGULAR,2pt,Layup,[],1630625,91.93495400788436,68.38235294117648,1610612761,104,88,2021-11-11T02:50:22Z,6200000,92.0,23.0,1,right,MISS D. Banton 9' driving Layup,[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,,,,,,9.48,Missed,,,,,,,,,,,,,,
622,PT01M15.00S,2021-11-11T02:50:12.7Z,4,REGULAR,rebound,offensive,[],1630625,,,1610612761,104,88,2021-11-11T02:50:12Z,6210000,,,0,,D. Banton REBOUND (Off:1 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,621.0,2.0,1.0,1.0,,,,,,
623,PT01M15.00S,2021-11-11T02:50:15.3Z,4,REGULAR,violation,kicked ball,[],1629684,,,1610612761,104,88,2021-11-11T02:50:29Z,6220000,,,0,,G. Williams kicked ball VIOLATION,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,202056.0,,,,,,,,,,,,,,,,,,,,
624,PT01M15.00S,2021-11-11T02:50:25.9Z,4,REGULAR,substitution,out,[],203471,,,1610612761,104,88,2021-11-11T02:50:30Z,6230000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M15.00S,2021-11-11T02:50:25.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612761,104,88,2021-11-11T02:50:30Z,6240000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M03.00S,2021-11-11T02:50:50.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630201,80.89684625492772,84.31372549019608,1610612761,104,88,2021-11-11T02:51:42Z,6250000,172.0,127.0,1,right,MISS M. Flynn 21' pullup Shot,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,,,,,,21.35,Missed,,,,,,,,,,,,,,
627,PT01M01.00S,2021-11-11T02:50:52.2Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,104,88,2021-11-11T02:50:57Z,6260000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,626.0,1.0,1.0,0.0,,,,,,
628,PT00M50.40S,2021-11-11T02:51:03.6Z,4,REGULAR,3pt,Jump Shot,[],1630174,29.25427069645204,79.41176470588235,1610612738,104,88,2021-11-11T02:51:09Z,6270000,-147.0,222.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,26.67,Missed,,,,,,,,,,,,,,
629,PT00M47.10S,2021-11-11T02:51:06.9Z,4,REGULAR,rebound,defensive,[],1630551,,,1610612761,104,88,2021-11-11T02:51:09Z,6280000,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,628.0,1.0,1.0,0.0,,,,,,
630,PT00M40.90S,2021-11-11T02:51:13.9Z,4,REGULAR,2pt,Layup,[],1630551,91.93495400788436,74.75490196078431,1610612761,104,88,2021-11-11T02:51:22Z,6290000,124.0,23.0,1,right,MISS J. Champagnie 12' driving finger roll Layup,[1630551],1610612761.0,TOR,driving finger roll,,,Champagnie,J. Champagnie,,,,,,,,,,12.6,Missed,,,,,,,,,,,,,,
631,PT00M38.80S,2021-11-11T02:51:16.0Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612738,104,88,2021-11-11T02:51:22Z,6300000,,,0,,J. Richardson REBOUND (Off:1 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,630.0,3.0,2.0,1.0,,,,,,
632,PT00M22.40S,2021-11-11T02:51:32.2Z,4,REGULAR,3pt,Jump Shot,[],1629684,7.835085413929041,2.2058823529411766,1610612738,104,88,2021-11-11T02:51:37Z,6310000,239.0,21.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,23.99,Missed,,,,,,,,,,,,,,
633,PT00M19.30S,2021-11-11T02:51:35.4Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,104,88,2021-11-11T02:51:35Z,6320000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,632.0,2.0,2.0,0.0,,,,,,
634,PT00M11.30S,2021-11-11T02:51:48.7Z,4,REGULAR,turnover,out-of-bounds,[],1630625,,,1610612761,104,88,2021-11-11T02:51:59Z,6330000,,,0,,D. Banton lost ball out-of-bounds TURNOVER (1 TO),[1630625],1610612761.0,TOR,lost ball,,,Banton,D. Banton,,,,,201638.0,,,,,,,,,,,,,,,1.0,,,,,
635,PT00M11.30S,2021-11-11T02:51:54.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,104,88,2021-11-11T02:51:54Z,6340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M00.00S,2021-11-11T02:52:07.9Z,4,REGULAR,period,end,[],0,,,1610612738,104,88,2021-11-11T02:52:07Z,6350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2021-11-11T02:52:33.5Z,4,REGULAR,game,end,[],0,,,0,104,88,2021-11-11T02:52:33Z,6360000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
