actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
618,PT00M12.80S,2022-01-11T02:54:50.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,87,89,2022-01-11T02:54:50Z,6110000,,,0,,J. Brown REBOUND (Off:2 Def:11),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,617.0,13.0,11.0,2.0,,,,,,,,,,,
619,PT00M06.20S,2022-01-11T02:55:03.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,87,89,2022-01-11T02:55:16Z,6120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M06.20S,2022-01-11T02:55:26.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,87,89,2022-01-11T02:55:26Z,6130000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M06.20S,2022-01-11T02:56:38.5Z,4,REGULAR,substitution,out,[],1627734,,,1610612738,87,89,2022-01-11T02:56:54Z,6140000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M06.20S,2022-01-11T02:56:38.5Z,4,REGULAR,substitution,out,[],1626208,,,1610612738,87,89,2022-01-11T02:56:54Z,6150000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M06.20S,2022-01-11T02:56:38.5Z,4,REGULAR,substitution,in,[],1629052,,,1610612738,87,89,2022-01-11T02:56:54Z,6160000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M06.20S,2022-01-11T02:56:38.5Z,4,REGULAR,substitution,in,[],1626167,,,1610612738,87,89,2022-01-11T02:56:54Z,6170000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M01.80S,2022-01-11T02:57:22.7Z,4,REGULAR,2pt,Jump Shot,[],1628369,8.623521681997373,88.97058823529412,1610612738,89,89,2022-01-11T02:57:46Z,6180000,-195.0,29.0,1,left,J. Tatum 19' pullup Jump Shot (20 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,19.7,Made,20.0,,,,,,,,,,,,,,,,,,
626,PT00M01.80S,2022-01-11T02:57:30.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,89,89,2022-01-11T02:57:30Z,6190000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M01.80S,2022-01-11T02:58:28.2Z,4,REGULAR,substitution,out,[],1628470,,,1610612754,89,89,2022-01-11T02:58:55Z,6200000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M01.80S,2022-01-11T02:58:28.2Z,4,REGULAR,substitution,out,[],1629052,,,1610612754,89,89,2022-01-11T02:58:55Z,6210000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M01.80S,2022-01-11T02:58:28.2Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,89,89,2022-01-11T02:58:55Z,6220000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M01.80S,2022-01-11T02:58:28.2Z,4,REGULAR,substitution,in,[],1627734,,,1610612754,89,89,2022-01-11T02:58:55Z,6230000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M01.80S,2022-01-11T02:58:28.2Z,4,REGULAR,substitution,in,[],1630613,,,1610612754,89,89,2022-01-11T02:58:55Z,6240000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M01.80S,2022-01-11T02:58:28.2Z,4,REGULAR,substitution,in,[],203087,,,1610612754,89,89,2022-01-11T02:58:55Z,6250000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M01.50S,2022-01-11T02:59:15.1Z,4,REGULAR,3pt,Jump Shot,[],203200,88.51839684625493,95.58823529411765,1610612754,89,89,2022-01-11T03:00:06Z,6265000,228.0,55.0,1,right,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
634,PT00M00.60S,2022-01-11T02:59:16.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,89,89,2022-01-11T03:00:06Z,6272500,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,633.0,,,,,,,,,,,,,,
635,PT00M00.00S,2022-01-11T03:00:04.8Z,4,REGULAR,period,end,[],0,,,1610612754,89,89,2022-01-11T03:00:04Z,6280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M00.00S,2022-01-11T03:01:32.8Z,5,OVERTIME,substitution,out,['startperiod'],1630613,,,1610612754,89,89,2022-01-11T03:01:58Z,6290000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M00.00S,2022-01-11T03:01:32.8Z,5,OVERTIME,substitution,out,['startperiod'],203087,,,1610612754,89,89,2022-01-11T03:01:58Z,6300000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M00.00S,2022-01-11T03:01:32.8Z,5,OVERTIME,substitution,in,['startperiod'],1628470,,,1610612754,89,89,2022-01-11T03:01:58Z,6310000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M00.00S,2022-01-11T03:01:32.8Z,5,OVERTIME,substitution,in,['startperiod'],1629052,,,1610612754,89,89,2022-01-11T03:01:58Z,6320000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT05M00.00S,2022-01-11T03:02:16.1Z,5,OVERTIME,period,start,[],0,,,0,89,89,2022-01-11T03:02:16Z,6330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT04M57.00S,2022-01-11T03:02:18.6Z,5,OVERTIME,jumpball,recovered,[],1629684,,,1610612738,89,89,2022-01-11T03:02:18Z,6350000,,,0,,Jump Ball R. Williams III vs. D. Sabonis: Tip to G. Williams,"[1629684, 1629057, 1627734]",1610612738.0,BOS,startperiod,G. Williams,1629684.0,Williams,G. Williams,Williams III,1629057.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
645,PT04M46.00S,2022-01-11T03:02:28.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629057,7.490144546649145,54.6798406862745,1610612738,89,89,2022-01-11T03:02:43Z,6380000,-23.0,18.0,1,left,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.95,Missed,,,,,,,,,,,,,,,,,,,
646,PT04M44.00S,2022-01-11T03:02:30.8Z,5,OVERTIME,rebound,defensive,[],203200,,,1610612754,89,89,2022-01-11T03:02:43Z,6390000,,,0,,J. Holiday REBOUND (Off:1 Def:3),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,645.0,4.0,3.0,1.0,,,,,,,,,,,
647,PT04M23.00S,2022-01-11T03:02:53.7Z,5,OVERTIME,3pt,Jump Shot,[],202362,65.65374507227332,28.921568627450984,1610612754,89,89,2022-01-11T03:03:01Z,6400000,-105.0,270.0,1,right,MISS L. Stephenson 29' step back 3PT,[202362],1610612754.0,IND,step back,,,Stephenson,L. Stephenson,,,,,29.02,Missed,,,,,,,,,,,,,,,,,,,
648,PT04M20.00S,2022-01-11T03:02:56.7Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,89,89,2022-01-11T03:03:01Z,6410000,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,647.0,12.0,11.0,1.0,,,,,,,,,,,
649,PT03M58.00S,2022-01-11T03:03:18.6Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1627759,11.251642575558476,47.549019607843135,1610612738,91,89,2022-01-11T03:03:24Z,6420000,12.0,53.0,1,left,J. Brown fadeaway Jump Shot (23 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,5.47,Made,23.0,,,,,,,,,,,,,,,,,,
650,PT03M31.00S,2022-01-11T03:03:45.6Z,5,OVERTIME,2pt,Hook,['pointsinthepaint'],1627734,90.53876478318003,40.161611519607845,1610612754,91,89,2022-01-11T03:03:53Z,6430000,-49.0,36.0,1,right,MISS D. Sabonis 6' turnaround Hook,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,6.12,Missed,,,,,,,,,,,,,,,,,,,
651,PT03M28.00S,2022-01-11T03:03:48.6Z,5,OVERTIME,rebound,defensive,[],1629057,,,1610612738,91,89,2022-01-11T03:03:59Z,6440000,,,0,,R. Williams III REBOUND (Off:5 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,650.0,11.0,6.0,5.0,,,,,,,,,,,
652,PT03M07.00S,2022-01-11T03:04:09.7Z,5,OVERTIME,3pt,Jump Shot,[],1628369,20.630749014454665,91.19944852941177,1610612738,91,89,2022-01-11T03:04:17Z,6450000,-206.0,141.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
653,PT03M04.00S,2022-01-11T03:04:12.7Z,5,OVERTIME,rebound,defensive,[],1627734,,,1610612754,91,89,2022-01-11T03:04:17Z,6460000,,,0,,D. Sabonis REBOUND (Off:8 Def:15),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,652.0,23.0,15.0,8.0,,,,,,,,,,,
654,PT02M54.00S,2022-01-11T03:04:22.4Z,5,OVERTIME,2pt,DUNK,['pointsinthepaint'],203200,92.50985545335085,53.799019607843135,1610612754,91,91,2022-01-11T03:04:29Z,6470000,19.0,18.0,1,right,J. Holiday cutting DUNK (8 PTS) (D. Sabonis 10 AST),"[203200, 1627734]",1610612754.0,IND,cutting,,,Holiday,J. Holiday,,,,,2.61,Made,8.0,,,,,,,,,,,D. Sabonis,1627734.0,10.0,,,,,
656,PT02M34.00S,2022-01-11T03:04:41.3Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1627759,12.614980289093298,36.03707107843137,1610612738,93,91,2022-01-11T03:04:50Z,6490000,70.0,66.0,1,left,J. Brown 9' driving floating Jump Shot (25 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,9.61,Made,25.0,,,,,,,,,,,,,,,,,,
657,PT02M08.00S,2022-01-11T03:05:08.4Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629052,91.5407358738502,56.372549019607845,1610612754,93,91,2022-01-11T03:05:16Z,6500000,32.0,27.0,1,right,MISS O. Brissett driving finger roll Layup - blocked,"[1629052, 1629057]",1610612754.0,IND,driving finger roll,,,Brissett,O. Brissett,,,,,4.18,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
658,PT02M08.00S,2022-01-11T03:05:08.4Z,5,OVERTIME,block,,[],1629057,,,1610612754,93,91,2022-01-11T03:05:10Z,6510000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT02M06.00S,2022-01-11T03:05:10.4Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,93,91,2022-01-11T03:05:16Z,6520000,,,0,,J. Brown REBOUND (Off:2 Def:12),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,657.0,14.0,12.0,2.0,,,,,,,,,,,
660,PT02M00.00S,2022-01-11T03:05:17.9Z,5,OVERTIME,3pt,Jump Shot,[],1629684,6.1268068331143235,3.1862745098039214,1610612738,96,91,2022-01-11T03:05:23Z,6530000,234.0,5.0,1,left,G. Williams 3PT  (3 PTS) (J. Brown 5 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.42,Made,3.0,,,,,,,,,,,J. Brown,1627759.0,5.0,,,,,
662,PT01M50.00S,2022-01-11T03:05:39.8Z,5,OVERTIME,timeout,full,['team'],0,,,1610612754,96,91,2022-01-11T03:05:39Z,6550000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M37.00S,2022-01-11T03:07:35.0Z,5,OVERTIME,2pt,Jump Shot,[],1628470,78.0059132720105,33.57843137254902,1610612754,96,93,2022-01-11T03:07:42Z,6560000,-82.0,154.0,1,right,T. Craig 17' step back Jump Shot (19 PTS) (J. Holiday 2 AST),"[1628470, 203200]",1610612754.0,IND,step back,,,Craig,T. Craig,,,,,17.47,Made,19.0,,,,,,,,,,,J. Holiday,203200.0,2.0,,,,,
666,PT01M12.00S,2022-01-11T03:08:07.1Z,5,OVERTIME,3pt,Jump Shot,[],1629684,4.599211563731932,94.87591911764706,1610612738,96,93,2022-01-11T03:08:24Z,6590000,-224.0,-9.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,,
667,PT01M10.00S,2022-01-11T03:08:09.1Z,5,OVERTIME,rebound,offensive,[],1629057,,,1610612738,96,93,2022-01-11T03:08:24Z,6600000,,,0,,R. Williams III REBOUND (Off:6 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,666.0,12.0,6.0,6.0,,,,,,,,,,,
668,PT01M02.00S,2022-01-11T03:08:15.8Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,7.227332457293036,50.3982843137255,1610612738,98,93,2022-01-11T03:09:48Z,6610000,-2.0,15.0,1,left,J. Tatum fadeaway Jump Shot (22 PTS) (J. Brown 6 AST),"[1628369, 1627759]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,1.55,Made,22.0,,,,,,,,,,,J. Brown,1627759.0,6.0,,,,,
669,PT00M47.00S,2022-01-11T03:08:34.1Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1627734,91.80354796320631,44.11764705882353,1610612754,98,95,2022-01-11T03:08:39Z,6620000,-29.0,25.0,1,right,D. Sabonis driving Layup (11 PTS) (J. Holiday 3 AST),"[1627734, 203200]",1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,3.83,Made,11.0,,,,,,,,,,,J. Holiday,203200.0,3.0,,,,,
671,PT00M35.20S,2022-01-11T03:08:50.6Z,5,OVERTIME,turnover,out-of-bounds,[],1628369,,,1610612738,98,95,2022-01-11T03:08:58Z,6640000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (8 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,202007.0,,,,,,,,,8.0,,,,,,,,
673,PT00M19.30S,2022-01-11T03:09:22.3Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628470,82.93774638633377,49.521292892156865,1610612754,98,95,2022-01-11T03:09:56Z,6650000,-2.0,108.0,1,right,MISS T. Craig 10' fadeaway Shot,[1628470],1610612754.0,IND,fadeaway,,,Craig,T. Craig,,,,,10.79,Missed,,,,,,,,,,,,,,,,,,,
674,PT00M17.40S,2022-01-11T03:09:24.2Z,5,OVERTIME,rebound,offensive,[],1629052,,,1610612754,98,95,2022-01-11T03:09:56Z,6660000,,,0,,O. Brissett REBOUND (Off:1 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,673.0,4.0,3.0,1.0,,,,,,,,,,,
675,PT00M15.40S,2022-01-11T03:09:35.0Z,5,OVERTIME,foul,personal,[],1628369,,,1610612754,98,95,2022-01-11T03:09:42Z,6670000,,,0,,J. Tatum personal FOUL (4 PF),"[1628369, 1629052]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,202007.0,4.0,0.0,,,,,Brissett,1629052.0,,,,,,,,,
677,PT00M15.40S,2022-01-11T03:09:46.8Z,5,OVERTIME,substitution,out,[],1628470,,,1610612754,98,95,2022-01-11T03:09:56Z,6690000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M15.40S,2022-01-11T03:09:46.8Z,5,OVERTIME,substitution,in,[],203087,,,1610612754,98,95,2022-01-11T03:09:56Z,6700000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M12.20S,2022-01-11T03:10:11.8Z,5,OVERTIME,3pt,Jump Shot,"['fromturnover', '2ndchance']",202362,65.78515111695138,19.362745098039216,1610612754,98,95,2022-01-11T03:10:21Z,6710000,-153.0,269.0,1,right,MISS L. Stephenson 30' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,30.97,Missed,,,,,,,,,,,,,,,,,,,
680,PT00M08.20S,2022-01-11T03:10:15.8Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,98,95,2022-01-11T03:10:15Z,6720000,,,0,,J. Brown REBOUND (Off:2 Def:13),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,679.0,15.0,13.0,2.0,,,,,,,,,,,
682,PT00M07.80S,2022-01-11T03:10:22.4Z,5,OVERTIME,foul,personal,[],1629052,,,1610612738,98,95,2022-01-11T03:10:36Z,6740000,,,0,,O. Brissett take personal FOUL (4 PF),"[1629052, 1627759]",1610612754.0,IND,take,,,Brissett,O. Brissett,,,,,,,,203591.0,4.0,0.0,,,,,Brown,1627759.0,,,,,,,,,
684,PT00M07.80S,2022-01-11T03:10:41.7Z,5,OVERTIME,substitution,out,[],203087,,,1610612738,98,95,2022-01-11T03:10:46Z,6760000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M07.80S,2022-01-11T03:10:41.7Z,5,OVERTIME,substitution,in,[],1628470,,,1610612738,98,95,2022-01-11T03:10:46Z,6770000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M04.30S,2022-01-11T03:11:01.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",202362,,,1610612738,98,95,2022-01-11T03:11:18Z,6780000,,,0,,L. Stephenson take personal FOUL (2 PF) (Brown 2 FT),"[202362, 1627759]",1610612754.0,IND,take,,,Stephenson,L. Stephenson,,,,,,,,202007.0,2.0,0.0,,,,,Brown,1627759.0,,,,,,,,,
688,PT00M04.30S,2022-01-11T03:11:28.8Z,5,OVERTIME,freethrow,1 of 2,[],1627759,,,1610612738,98,95,2022-01-11T03:11:28Z,6800000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
689,PT00M04.30S,2022-01-11T03:11:28.8Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612738,98,95,2022-01-11T03:11:28Z,6810000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,688.0,,,,,,,,,,,,,,
690,PT00M04.30S,2022-01-11T03:11:39.2Z,5,OVERTIME,substitution,out,[],203200,,,1610612738,98,95,2022-01-11T03:11:46Z,6820000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M04.30S,2022-01-11T03:11:39.2Z,5,OVERTIME,substitution,in,[],1626167,,,1610612738,98,95,2022-01-11T03:11:46Z,6830000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M04.30S,2022-01-11T03:12:00.1Z,5,OVERTIME,freethrow,2 of 2,[],1627759,,,1610612738,99,95,2022-01-11T03:12:00Z,6840000,,,0,,J. Brown Free Throw 2 of 2 (26 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
693,PT00M04.30S,2022-01-11T03:12:05.3Z,5,OVERTIME,timeout,full,['team'],0,,,1610612754,99,95,2022-01-11T03:12:05Z,6850000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M04.30S,2022-01-11T03:12:52.5Z,5,OVERTIME,substitution,out,[],1628470,,,1610612754,99,95,2022-01-11T03:13:22Z,6860000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M04.30S,2022-01-11T03:12:52.5Z,5,OVERTIME,substitution,in,[],1630613,,,1610612754,99,95,2022-01-11T03:13:22Z,6870000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M04.30S,2022-01-11T03:12:52.5Z,5,OVERTIME,substitution,out,[],1629052,,,1610612754,99,95,2022-01-11T03:14:01Z,6875000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M04.30S,2022-01-11T03:12:52.5Z,5,OVERTIME,substitution,in,[],203200,,,1610612754,99,95,2022-01-11T03:14:01Z,6877500,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M03.00S,2022-01-11T03:13:46.4Z,5,OVERTIME,foul,personal,"['inpenalty', '3freethrow']",1626196,,,1610612754,99,95,2022-01-11T03:17:02Z,6880000,,,0,,J. Richardson shooting personal FOUL (2 PF) (Holiday 3 FT),"[1626196, 203200]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,202058.0,2.0,0.0,,,,,Holiday,203200.0,,,,,,,,,
700,PT00M03.00S,2022-01-11T03:14:09.7Z,5,OVERTIME,timeout,challenge,['team'],0,,,1610612754,99,95,2022-01-11T03:15:04Z,6900000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT00M03.00S,2022-01-11T03:14:44.9Z,5,OVERTIME,instantreplay,challenge,[],0,,,1610612754,99,95,2022-01-11T03:17:25Z,6920000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,Corrected to Shooting Foul on J. Richardson
703,PT00M03.00S,2022-01-11T03:17:18.2Z,5,OVERTIME,freethrow,1 of 3,[],203200,,,1610612754,99,96,2022-01-11T03:17:18Z,6930000,,,0,,J. Holiday Free Throw 1 of 3 (9 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
704,PT00M03.00S,2022-01-11T03:17:30.7Z,5,OVERTIME,freethrow,2 of 3,[],203200,,,1610612754,99,97,2022-01-11T03:17:30Z,6940000,,,0,,J. Holiday Free Throw 2 of 3 (10 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
705,PT00M03.00S,2022-01-11T03:17:44.3Z,5,OVERTIME,freethrow,3 of 3,[],203200,,,1610612754,99,98,2022-01-11T03:17:44Z,6950000,,,0,,J. Holiday Free Throw 3 of 3 (11 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
706,PT00M03.00S,2022-01-11T03:17:48.9Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,99,98,2022-01-11T03:17:48Z,6960000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M03.00S,2022-01-11T03:18:52.4Z,5,OVERTIME,substitution,out,[],1629057,,,1610612738,99,98,2022-01-11T03:19:11Z,6970000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M03.00S,2022-01-11T03:18:52.4Z,5,OVERTIME,substitution,out,[],202362,,,1610612738,99,98,2022-01-11T03:19:11Z,6980000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT00M03.00S,2022-01-11T03:18:52.4Z,5,OVERTIME,substitution,out,[],1627734,,,1610612738,99,98,2022-01-11T03:19:11Z,6990000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT00M03.00S,2022-01-11T03:18:52.4Z,5,OVERTIME,substitution,out,[],1626167,,,1610612738,99,98,2022-01-11T03:19:11Z,7000000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M03.00S,2022-01-11T03:18:52.4Z,5,OVERTIME,substitution,out,[],1630613,,,1610612738,99,98,2022-01-11T03:19:11Z,7010000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT00M03.00S,2022-01-11T03:18:52.4Z,5,OVERTIME,substitution,in,[],201143,,,1610612738,99,98,2022-01-11T03:19:11Z,7020000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
