actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
605,PT04M24.00S,2023-12-14T02:41:22.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,5.995400788436268,52.20588235294118,1610612761,117,109,2023-12-14T02:41:33Z,5900000,False,-11.0,4.0,1,left,O. Anunoby Layup (20 PTS) (J. Poeltl 6 AST),"[1628384, 1627751]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.17,Made,20.0,,,,,,,,,,,J. Poeltl,1627751.0,6.0,,,,
607,PT04M08.00S,2023-12-14T02:41:37.3Z,4,REGULAR,2pt,Jump Shot,[],1629027,82.34231274638634,72.05882352941177,1610612737,117,109,2023-12-14T02:41:46Z,5920000,False,110.0,113.0,1,right,MISS T. Young 15' fadeaway Shot,[1629027],1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,Mid-Range,8-16 Right,15.83,Missed,,,,,,,,,,,,,,,,,,
608,PT04M05.00S,2023-12-14T02:41:40.3Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,117,109,2023-12-14T02:41:46Z,5930000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:8),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,607.0,12.0,8.0,4.0,,,,,,,,,,,,
609,PT03M50.00S,2023-12-14T02:41:57.8Z,4,REGULAR,foul,personal,['2freethrow'],203991,,,1610612761,117,109,2023-12-14T02:42:06Z,5940000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Poeltl 2 FT),"[203991, 1627751]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0
611,PT03M50.00S,2023-12-14T02:42:26.8Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,118,109,2023-12-14T02:42:51Z,5960000,False,,,0,,J. Poeltl Free Throw 1 of 2 (11 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
612,PT03M50.00S,2023-12-14T02:42:26.8Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,118,109,2023-12-14T02:42:51Z,5970000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT03M48.00S,2023-12-14T02:42:28.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,118,109,2023-12-14T02:42:51Z,5980000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,
615,PT03M46.00S,2023-12-14T02:43:11.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203471,7.30946123521682,16.666666666666664,1610612761,120,109,2023-12-14T02:43:16Z,6000000,False,167.0,16.0,1,left,D. Schroder 16' Jump Shot (15 PTS) (S. Barnes 6 AST),"[203471, 1630567]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right,16.75,Made,15.0,,,,,,,,,,,S. Barnes,1630567.0,6.0,,,,
617,PT03M31.00S,2023-12-14T02:43:29.0Z,4,REGULAR,foul,personal,[],1628384,,,1610612737,120,109,2023-12-14T02:43:42Z,6020000,False,,,0,,O. Anunoby personal FOUL (4 PF),"[1628384, 203991]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,1204.0,,,,,,,,,,,,,4.0,0.0,Capela,203991.0
619,PT03M31.00S,2023-12-14T02:43:50.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,120,109,2023-12-14T02:43:50Z,6040000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT03M21.00S,2023-12-14T02:45:47.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612737,120,109,2023-12-14T02:46:01Z,6050000,False,,,0,,D. Schroder personal FOUL (4 PF) (Young 2 FT),"[203471, 1629027]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,1204.0,,,,,,,,,,,,,4.0,0.0,Young,1629027.0
622,PT03M21.00S,2023-12-14T02:46:15.2Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,120,110,2023-12-14T02:46:15Z,6070000,False,,,0,,T. Young Free Throw 1 of 2 (30 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
623,PT03M21.00S,2023-12-14T02:46:29.7Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,120,111,2023-12-14T02:46:29Z,6080000,False,,,0,,T. Young Free Throw 2 of 2 (31 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
624,PT03M09.00S,2023-12-14T02:46:46.0Z,4,REGULAR,3pt,Jump Shot,[],1630567,28.86005256241787,75.0,1610612761,123,111,2023-12-14T02:46:50Z,6090000,False,-125.0,219.0,1,left,S. Barnes 25' 3PT  (25 PTS) (D. Schroder 7 AST),"[1630567, 203471]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.2,Made,25.0,,,,,,,,,,,D. Schroder,203471.0,7.0,,,,
626,PT02M57.00S,2023-12-14T02:47:01.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612737,123,111,2023-12-14T02:47:07Z,6110000,False,,,0,,D. Schroder personal FOUL (5 PF) (Young 2 FT),"[203471, 1629027]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,,,,202026.0,,,,,,,,,,,,,5.0,0.0,Young,1629027.0
628,PT02M57.00S,2023-12-14T02:47:22.5Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,123,112,2023-12-14T02:47:22Z,6130000,False,,,0,,T. Young Free Throw 1 of 2 (32 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
629,PT02M57.00S,2023-12-14T02:47:37.2Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,123,113,2023-12-14T02:47:37Z,6140000,False,,,0,,T. Young Free Throw 2 of 2 (33 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
630,PT02M55.00S,2023-12-14T02:47:46.1Z,4,REGULAR,foul,personal,[],203992,,,1610612761,123,113,2023-12-14T02:48:01Z,6150000,False,,,0,,B. Bogdanovic take personal FOUL (4 PF),"[203992, 1627751]",1610612737.0,ATL,take,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,1204.0,,,,,,,,,,,,,4.0,0.0,Poeltl,1627751.0
632,PT02M54.00S,2023-12-14T02:48:12.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612761,123,113,2023-12-14T02:56:34Z,6171250,False,,,0,,C. Capela take personal FOUL (2 PF) (Poeltl 2 FT),"[203991, 1627751]",1610612737.0,ATL,take,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,202026.0,,,,,,,,,,,,,2.0,0.0,Poeltl,1627751.0
634,PT02M54.00S,2023-12-14T02:48:39.9Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,124,113,2023-12-14T02:56:01Z,6182500,False,,,0,,J. Poeltl Free Throw 1 of 2 (12 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
635,PT02M54.00S,2023-12-14T02:48:39.9Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,125,113,2023-12-14T02:56:01Z,6193750,False,,,0,,J. Poeltl Free Throw 2 of 2 (13 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
636,PT02M44.00S,2023-12-14T02:49:42.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,85.23324572930355,36.76470588235294,1610612737,125,113,2023-12-14T02:49:46Z,6210000,False,-66.0,86.0,1,right,MISS D. Murray 10' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,10.88,Missed,,,,,,,,,,,,,,,,,,
637,PT02M41.00S,2023-12-14T02:49:45.1Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,125,113,2023-12-14T02:49:46Z,6220000,False,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,636.0,7.0,6.0,1.0,,,,,,,,,,,,
638,PT02M19.00S,2023-12-14T02:50:07.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,11.251642575558476,35.294117647058826,1610612761,127,113,2023-12-14T02:50:12Z,6230000,False,74.0,53.0,1,left,P. Siakam 9' driving finger roll Layup (33 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,9.08,Made,33.0,,,,,,,,,,,,,,,,,
639,PT02M10.00S,2023-12-14T02:50:16.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,93.11760840998686,48.03921568627451,1610612737,127,115,2023-12-14T02:50:20Z,6240000,False,-10.0,12.0,1,right,S. Bey driving DUNK (9 PTS) (B. Bogdanovic 4 AST),"[1630180, 203992]",1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.56,Made,9.0,,,,,,,,,,,B. Bogdanovic,203992.0,4.0,,,,
641,PT01M44.00S,2023-12-14T02:50:41.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,13.222733245729303,48.77450980392157,1610612761,127,115,2023-12-14T02:50:46Z,6260000,False,6.0,72.0,1,left,MISS D. Schroder 7' driving floating Shot,[203471],1610612761.0,TOR,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
642,PT01M42.00S,2023-12-14T02:50:43.8Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612737,127,115,2023-12-14T02:50:46Z,6270000,False,,,0,,S. Bey REBOUND (Off:2 Def:7),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,641.0,9.0,7.0,2.0,,,,,,,,,,,,
643,PT01M25.00S,2023-12-14T02:51:00.9Z,4,REGULAR,2pt,Jump Shot,[],1629027,85.3646517739816,16.42156862745098,1610612737,127,115,2023-12-14T02:51:07Z,6280000,False,-168.0,85.0,1,right,MISS T. Young 18' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Left,18.82,Missed,,,,,,,,,,,,,,,,,,
644,PT01M23.00S,2023-12-14T02:51:02.9Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612737,127,115,2023-12-14T02:51:07Z,6290000,False,,,0,,S. Bey REBOUND (Off:3 Def:7),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Left,,,,,643.0,10.0,7.0,3.0,,,,,,,,,,,,
645,PT01M23.00S,2023-12-14T02:51:06.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,94.40999984741211,50.0,1610612737,127,117,2023-12-14T02:51:06Z,6300000,False,0.0,0.0,1,right,S. Bey tip Layup (11 PTS),[1630180],1610612737.0,ATL,tip,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
646,PT01M23.00S,2023-12-14T02:51:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627751,,,1610612737,127,117,2023-12-14T02:51:16Z,6310000,False,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Bey 1 FT),"[1627751, 1630180]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1204.0,,,,,,,,,,,,,4.0,0.0,Bey,1630180.0
649,PT01M23.00S,2023-12-14T02:51:34.3Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630180,,,1610612737,127,118,2023-12-14T02:51:34Z,6330000,False,,,0,,S. Bey Free Throw 1 of 1 (12 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
650,PT01M17.00S,2023-12-14T02:51:55.2Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,127,118,2023-12-14T02:52:01Z,6340000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (3 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,1162.0,,,,,3.0,,,,,,,,,,,
651,PT01M14.00S,2023-12-14T02:51:59.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,91.67214191852825,96.81372549019608,1610612737,127,121,2023-12-14T02:52:22Z,6350000,False,234.0,26.0,1,right,D. Murray 3PT  (17 PTS) (B. Bogdanovic 5 AST),"[1627749, 203992]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,23.55,Made,17.0,,,,,,,,,,,B. Bogdanovic,203992.0,5.0,,,,
653,PT01M14.00S,2023-12-14T02:52:09.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,127,121,2023-12-14T02:52:09Z,6370000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M51.80S,2023-12-14T02:54:16.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,12.171484888304862,49.26470588235294,1610612761,129,121,2023-12-14T02:54:21Z,6380000,False,4.0,62.0,1,left,S. Barnes 6' turnaround Hook (27 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,27.0,,,,,,,,,,,,,,,,,
655,PT00M46.70S,2023-12-14T02:54:27.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,89.43823915900131,47.549019607843135,1610612737,129,123,2023-12-14T03:09:38Z,6390000,False,-12.0,47.0,1,right,C. Capela Layup (17 PTS) (T. Young 17 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,17.0,,,,,,,,,,,T. Young,1629027.0,17.0,,,,
657,PT00M36.40S,2023-12-14T02:54:42.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,4.418528252299605,49.754901960784316,1610612761,131,123,2023-12-14T02:54:46Z,6410000,False,1.0,-11.0,1,left,O. Anunoby alley-oop DUNK (22 PTS) (P. Siakam 7 AST),"[1628384, 1627783]",1610612761.0,TOR,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.11,Made,22.0,,,,,,,,,,,P. Siakam,1627783.0,7.0,,,,
659,PT00M32.50S,2023-12-14T02:54:53.3Z,4,REGULAR,3pt,Jump Shot,[],1627749,66.17936925098554,47.794117647058826,1610612737,131,126,2023-12-14T02:54:58Z,6430000,False,-11.0,265.0,1,right,D. Murray 26' 3PT pullup (20 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.56,Made,20.0,,,,,,,,,,,,,,,,,
660,PT00M25.00S,2023-12-14T02:55:04.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612761,131,126,2023-12-14T02:55:11Z,6440000,False,,,0,,C. Capela personal FOUL (3 PF) (Schroder 2 FT),"[203991, 203471]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,1162.0,,,,,,,,,,,,,3.0,0.0,Schroder,203471.0
662,PT00M25.00S,2023-12-14T02:55:34.8Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612761,132,126,2023-12-14T02:55:34Z,6460000,False,,,0,,D. Schroder Free Throw 1 of 2 (16 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
663,PT00M25.00S,2023-12-14T02:55:59.1Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612761,133,126,2023-12-14T02:55:59Z,6470000,False,,,0,,D. Schroder Free Throw 2 of 2 (17 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
664,PT00M25.00S,2023-12-14T02:56:02.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,133,126,2023-12-14T02:56:02Z,6480000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M23.50S,2023-12-14T02:57:58.4Z,4,REGULAR,3pt,Jump Shot,[],203992,66.17936925098554,21.568627450980394,1610612737,133,126,2023-12-14T02:58:03Z,6490000,False,-142.0,265.0,1,right,MISS B. Bogdanovic 30' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,30.11,Missed,,,,,,,,,,,,,,,,,,
667,PT00M19.80S,2023-12-14T02:58:02.1Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,133,126,2023-12-14T02:59:51Z,6500000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:9),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,666.0,13.0,9.0,4.0,,,,,,,,,,,,
668,PT00M19.80S,2023-12-14T02:58:04.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612761,133,126,2023-12-14T02:58:12Z,6510000,False,,,0,,D. Murray personal FOUL (2 PF) (Poeltl 2 FT),"[1627749, 1627751]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,202026.0,,,,,,,,,,,,,2.0,0.0,Poeltl,1627751.0
670,PT00M19.80S,2023-12-14T02:58:35.7Z,4,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,134,126,2023-12-14T02:58:35Z,6530000,False,,,0,,J. Poeltl Free Throw 1 of 2 (14 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
671,PT00M19.80S,2023-12-14T02:58:57.3Z,4,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,135,126,2023-12-14T02:58:57Z,6540000,False,,,0,,J. Poeltl Free Throw 2 of 2 (15 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
672,PT00M13.20S,2023-12-14T02:59:06.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.38042049934296,50.49019607843137,1610612737,135,128,2023-12-14T02:59:11Z,6550000,False,2.0,10.0,1,right,T. Young driving Layup (35 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.0,Made,35.0,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2023-12-14T02:59:25.0Z,4,REGULAR,period,end,[],0,,,1610612761,135,128,2023-12-14T02:59:25Z,6560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M00.00S,2023-12-14T03:00:33.9Z,4,REGULAR,game,end,[],0,,,0,135,128,2023-12-14T03:00:33Z,6570000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
