actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
514,PT08M39.00S,2025-03-27T02:52:04.0Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,104,96,2025-03-27T02:53:08Z,5100000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:6),[1626192],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Connaughton,P. Connaughton,,,,,,,,513.0,6.0,6.0,0.0,,,,,,
515,PT08M20.00S,2025-03-27T02:52:23.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,90.14454664914587,42.133884803921575,1610612749,104,96,2025-03-27T02:54:06Z,5110000,False,-39.0,40.0,1,right,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 1627750]",1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,Murray,1627750.0
516,PT08M20.00S,2025-03-27T02:52:23.5Z,4,REGULAR,block,,[],1627750,,,1610612749,104,96,2025-03-27T02:52:25Z,5120000,False,,,0,,J. Murray BLOCK (1 BLK),[1627750],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,
517,PT08M19.00S,2025-03-27T02:52:24.5Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,104,96,2025-03-27T02:54:06Z,5130000,False,,,0,,J. Murray REBOUND (Off:0 Def:4),[1627750],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,,,,,,515.0,4.0,4.0,0.0,,,,,,
518,PT08M11.00S,2025-03-27T02:52:30.8Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631212,9.461235216819972,45.3201593137255,1610612743,106,96,2025-03-27T02:54:34Z,5140000,False,23.0,36.0,1,left,P. Watson running DUNK (8 PTS) (R. Westbrook 6 AST),"[1631212, 201566]",1610612743.0,DEN,running,,,,,,Restricted Area,0-8 Center,4.33,Made,8.0,Watson,P. Watson,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,,
520,PT07M50.00S,2025-03-27T02:52:51.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,91.45860709592641,54.4155943627451,1610612749,106,98,2025-03-27T02:54:48Z,5160000,False,22.0,28.0,1,right,P. Connaughton driving reverse Layup (4 PTS),[1626192],1610612749.0,MIL,driving reverse,,,,,,Restricted Area,0-8 Center,3.55,Made,4.0,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
522,PT07M38.00S,2025-03-27T02:54:11.4Z,4,REGULAR,3pt,Jump Shot,[],1629008,30.962549277266753,31.127450980392158,1610612743,106,98,2025-03-27T02:55:03Z,5180000,False,94.0,239.0,1,left,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
523,PT07M35.00S,2025-03-27T02:54:14.4Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,106,98,2025-03-27T02:55:03Z,5190000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:7),[1626192],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Connaughton,P. Connaughton,,,,,,,,522.0,7.0,7.0,0.0,,,,,,
524,PT07M27.00S,2025-03-27T02:54:24.2Z,4,REGULAR,foul,personal,[],201566,,,1610612749,106,98,2025-03-27T02:55:17Z,5200000,False,,,0,,R. Westbrook personal FOUL (2 PF),"[201566, 1626192]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Westbrook,R. Westbrook,,,,1628159.0,,,,,,,,2.0,0.0,Connaughton,1626192.0,,
526,PT07M27.00S,2025-03-27T02:54:34.2Z,4,REGULAR,substitution,out,[],1629645,,,1610612749,106,98,2025-03-27T02:54:41Z,5220000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,
527,PT07M27.00S,2025-03-27T02:54:34.2Z,4,REGULAR,substitution,in,[],1631157,,,1610612749,106,98,2025-03-27T02:54:41Z,5230000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,,,,,,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
528,PT07M25.00S,2025-03-27T02:54:53.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626192,94.48094612352168,57.494638480392155,1610612749,106,100,2025-03-27T02:55:32Z,5240000,False,37.0,-1.0,1,right,P. Connaughton cutting DUNK (6 PTS) (K. Kuzma 4 AST),"[1626192, 1628398]",1610612749.0,MIL,cutting,,,,,,Restricted Area,0-8 Center,3.75,Made,6.0,Connaughton,P. Connaughton,K. Kuzma,1628398.0,4.0,,,,,,,,,,,,,,
530,PT07M14.00S,2025-03-27T02:55:04.5Z,4,REGULAR,3pt,Jump Shot,[],201566,8.015768725361369,97.03584558823529,1610612743,106,100,2025-03-27T02:55:46Z,5260000,False,-235.0,23.0,1,left,MISS R. Westbrook 3PT,[201566],1610612743.0,DEN,,,,,,,Left Corner 3,24+ Left,23.63,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
531,PT07M11.00S,2025-03-27T02:55:07.5Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,106,100,2025-03-27T02:55:46Z,5270000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:8),[1626192],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,,,,Connaughton,P. Connaughton,,,,,,,,530.0,8.0,8.0,0.0,,,,,,
533,PT06M57.00S,2025-03-27T02:55:44.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,106,100,2025-03-27T02:55:44Z,5290000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT06M57.00S,2025-03-27T02:57:42.1Z,4,REGULAR,substitution,out,[],201566,,,1610612749,106,100,2025-03-27T02:58:05Z,5300000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
537,PT06M57.00S,2025-03-27T02:57:42.1Z,4,REGULAR,substitution,out,[],203932,,,1610612749,106,100,2025-03-27T02:58:05Z,5310000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,
538,PT06M57.00S,2025-03-27T02:57:42.1Z,4,REGULAR,substitution,out,[],1626192,,,1610612749,106,100,2025-03-27T02:58:05Z,5320000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,
539,PT06M57.00S,2025-03-27T02:57:42.1Z,4,REGULAR,substitution,in,[],1631128,,,1610612749,106,100,2025-03-27T02:58:05Z,5330000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,
540,PT06M57.00S,2025-03-27T02:57:42.1Z,4,REGULAR,substitution,in,[],203999,,,1610612749,106,100,2025-03-27T02:58:05Z,5340000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,
541,PT06M57.00S,2025-03-27T02:57:42.1Z,4,REGULAR,substitution,in,[],201572,,,1610612749,106,100,2025-03-27T02:58:05Z,5350000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
542,PT06M55.00S,2025-03-27T02:58:29.5Z,4,REGULAR,3pt,Jump Shot,[],1631260,91.59001314060447,96.54564950980392,1610612749,106,103,2025-03-27T02:58:48Z,5360000,False,233.0,27.0,1,right,A. Green 3PT  (15 PTS) (T. Prince 5 AST),"[1631260, 1627752]",1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,23.42,Made,15.0,Green,A. Green,T. Prince,1627752.0,5.0,,,,,,,,,,,,,,
544,PT06M35.00S,2025-03-27T02:58:50.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.015768725361369,52.837775735294116,1610612743,108,103,2025-03-27T02:59:09Z,5380000,False,-14.0,23.0,1,left,J. Murray cutting Layup (13 PTS) (M. Porter Jr. 3 AST),"[1627750, 1629008]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,2.69,Made,13.0,Murray,J. Murray,M. Porter Jr.,1629008.0,3.0,,,,,,,,,,,,,,
546,PT06M22.00S,2025-03-27T02:59:03.4Z,4,REGULAR,3pt,Jump Shot,[],1631260,66.93495400788436,70.04442401960785,1610612749,108,103,2025-03-27T02:59:24Z,5400000,False,100.0,258.0,1,right,MISS A. Green 27' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,Green,A. Green,,,,,,,,,,,,,,,,,
547,PT06M20.00S,2025-03-27T02:59:05.4Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,108,103,2025-03-27T02:59:24Z,5410000,False,,,0,,C. Braun REBOUND (Off:4 Def:6),[1631128],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,,,,Braun,C. Braun,,,,,,,,546.0,10.0,6.0,4.0,,,,,,
548,PT06M06.00S,2025-03-27T02:59:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,7.5722733245729295,42.64705882352941,1610612743,108,103,2025-03-27T02:59:43Z,5420000,False,37.0,19.0,1,left,MISS C. Braun driving Layup - blocked,"[1631128, 1628398]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,4.13,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,Kuzma,1628398.0
549,PT06M06.00S,2025-03-27T02:59:20.0Z,4,REGULAR,block,,[],1628398,,,1610612743,108,103,2025-03-27T02:59:22Z,5430000,False,,,0,,K. Kuzma BLOCK (2 BLK),[1628398],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
550,PT06M05.00S,2025-03-27T02:59:21.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,108,103,2025-03-27T02:59:43Z,5440000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,548.0,,,,,,,,,
552,PT06M04.00S,2025-03-27T02:59:38.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631212,7.7529566360052655,43.995098039215684,1610612743,110,103,2025-03-27T02:59:57Z,5460000,False,30.0,20.0,1,left,P. Watson cutting DUNK (10 PTS) (J. Murray 4 AST),"[1631212, 1627750]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,3.63,Made,10.0,Watson,P. Watson,J. Murray,1627750.0,4.0,,,,,,,,,,,,,,
554,PT05M51.00S,2025-03-27T02:59:53.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,88.69908015768725,54.69132965686275,1610612749,110,105,2025-03-27T03:08:28Z,5480000,False,23.0,54.0,1,right,R. Rollins driving Layup (12 PTS),[1631157],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.86,Made,12.0,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
555,PT05M51.00S,2025-03-27T02:59:57.8Z,4,REGULAR,foul,personal,['1freethrow'],203999,,,1610612749,110,105,2025-03-27T03:00:33Z,5490000,False,,,0,,N. Jokić shooting personal FOUL (2 PF) (Rollins 1 FT),"[203999, 1631157]",1610612743.0,DEN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokić,N. Jokić,,,,1628159.0,,,,,,,,2.0,0.0,Rollins,1631157.0,,
557,PT05M51.00S,2025-03-27T03:00:21.6Z,4,REGULAR,freethrow,1 of 1,[],1631157,,,1610612749,110,105,2025-03-27T03:00:23Z,5510000,False,,,0,,MISS R. Rollins Free Throw 1 of 1,[1631157],1610612749.0,MIL,,,,,,,,,,Missed,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
558,PT05M50.00S,2025-03-27T03:00:22.6Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,110,105,2025-03-27T03:00:40Z,5520000,False,,,0,,P. Watson REBOUND (Off:1 Def:6),[1631212],1610612743.0,DEN,,,,,,,,,,,,Watson,P. Watson,,,,,,,,557.0,7.0,6.0,1.0,,,,,,
559,PT05M36.00S,2025-03-27T03:00:36.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.935611038107751,56.885723039215684,1610612743,112,105,2025-03-27T03:00:58Z,5530000,False,-34.0,31.0,1,left,J. Murray cutting Layup (15 PTS) (N. Jokić 8 AST),"[1627750, 203999]",1610612743.0,DEN,cutting,,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,15.0,Murray,J. Murray,N. Jokić,203999.0,8.0,,,,,,,,,,,,,,
561,PT05M15.00S,2025-03-27T03:00:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,87.12220762155059,47.181372549019606,1610612749,112,105,2025-03-27T03:01:32Z,5550000,False,-14.0,69.0,1,right,MISS T. Prince 7' driving Layup,[1627752],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.0,Missed,,Prince,T. Prince,,,,,,,,,,,,,,,,,
562,PT05M14.00S,2025-03-27T03:00:59.8Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,112,105,2025-03-27T03:01:32Z,5560000,False,,,0,,N. Jokić REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokić,N. Jokić,,,,,,,,561.0,8.0,6.0,2.0,,,,,,
563,PT05M06.00S,2025-03-27T03:01:08.7Z,4,REGULAR,foul,personal,[],201572,,,1610612743,112,105,2025-03-27T03:01:53Z,5570000,False,,,0,,B. Lopez personal FOUL (3 PF),"[201572, 203999]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,1628159.0,,,,,,,,3.0,0.0,Jokić,203999.0,,
565,PT05M06.00S,2025-03-27T03:01:15.9Z,4,REGULAR,substitution,out,[],1628398,,,1610612743,112,105,2025-03-27T03:01:22Z,5590000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
566,PT05M06.00S,2025-03-27T03:01:15.9Z,4,REGULAR,substitution,in,[],1629018,,,1610612743,112,105,2025-03-27T03:01:22Z,5600000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,,,,,,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,
567,PT04M58.00S,2025-03-27T03:01:43.0Z,4,REGULAR,3pt,Jump Shot,[],1627750,31.06726346911958,70.28952205882354,1610612743,112,105,2025-03-27T03:02:10Z,5610000,False,-101.0,240.0,1,left,MISS J. Murray 26' step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,Murray,J. Murray,,,,,,,,,,,,,,,,,
568,PT04M56.00S,2025-03-27T03:01:45.0Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,112,105,2025-03-27T03:02:10Z,5620000,False,,,0,,B. Lopez REBOUND (Off:4 Def:2),[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Lopez,B. Lopez,,,,,,,,567.0,6.0,2.0,4.0,,,,,,
569,PT04M44.00S,2025-03-27T03:01:55.3Z,4,REGULAR,3pt,Jump Shot,[],1629018,68.85471419185282,30.369178921568633,1610612749,112,108,2025-03-27T03:02:20Z,5630000,False,-98.0,240.0,1,right,G. Trent Jr. 25' 3PT  (16 PTS) (R. Rollins 3 AST),"[1629018, 1631157]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,25.96,Made,16.0,Trent Jr.,G. Trent Jr.,R. Rollins,1631157.0,3.0,,,,,,,,,,,,,,
571,PT04M43.00S,2025-03-27T03:01:59.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,112,108,2025-03-27T03:01:59Z,5650000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M27.00S,2025-03-27T03:05:04.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203999,14.0604467805519,42.86917892156863,1610612743,114,108,2025-03-27T03:05:22Z,5660000,False,36.0,80.0,1,left,N. Jokić 8' driving Hook (33 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,,,,In The Paint (Non-RA),8-16 Center,8.73,Made,33.0,Jokić,N. Jokić,J. Murray,1627750.0,5.0,,,,,,,,,,,,,,
574,PT04M09.00S,2025-03-27T03:05:23.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627752,90.40735873850197,46.30055147058824,1610612749,114,108,2025-03-27T03:06:29Z,5680000,False,-18.0,38.0,1,right,MISS T. Prince turnaround Hook,[1627752],1610612749.0,MIL,turnaround,,,,,,Restricted Area,0-8 Center,4.2,Missed,,Prince,T. Prince,,,,,,,,,,,,,,,,,
575,PT04M08.00S,2025-03-27T03:05:24.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,114,108,2025-03-27T03:06:01Z,5690000,False,,,0,,N. Jokić REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jokić,N. Jokić,,,,,,,,574.0,9.0,7.0,2.0,,,,,,
576,PT03M57.00S,2025-03-27T03:05:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.59264126149803,51.34803921568628,1610612743,116,108,2025-03-27T03:06:16Z,5700000,False,-7.0,38.0,1,left,N. Jokić driving Layup (35 PTS) (C. Braun 5 AST),"[203999, 1631128]",1610612743.0,DEN,driving,,,,,,Restricted Area,0-8 Center,3.83,Made,35.0,Jokić,N. Jokić,C. Braun,1631128.0,5.0,,,,,,,,,,,,,,
578,PT03M55.00S,2025-03-27T03:05:48.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,116,108,2025-03-27T03:05:51Z,5720000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT03M43.00S,2025-03-27T03:07:24.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,88.69908015768725,44.856770833333336,1610612749,116,110,2025-03-27T03:07:57Z,5730000,False,-26.0,54.0,1,right,R. Rollins driving Layup (14 PTS),[1631157],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,14.0,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
580,PT03M20.00S,2025-03-27T03:07:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,8.935611038107751,48.21920955882353,1610612743,116,110,2025-03-27T03:08:36Z,5740000,False,9.0,31.0,1,left,MISS C. Braun cutting Layup - blocked,"[1631128, 201572]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,3.27,Missed,,Braun,C. Braun,,,,,,,,,,,,,,,,Lopez,201572.0
581,PT03M20.00S,2025-03-27T03:07:47.2Z,4,REGULAR,block,,[],201572,,,1610612743,116,110,2025-03-27T03:07:49Z,5750000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
582,PT03M18.00S,2025-03-27T03:07:49.2Z,4,REGULAR,rebound,defensive,[],1631260,,,1610612749,116,110,2025-03-27T03:08:36Z,5760000,False,,,0,,A. Green REBOUND (Off:1 Def:4),[1631260],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Green,A. Green,,,,,,,,580.0,5.0,4.0,1.0,,,,,,
583,PT03M14.00S,2025-03-27T03:07:52.0Z,4,REGULAR,turnover,lost ball,[],1631260,,,1610612749,116,110,2025-03-27T03:09:11Z,5770000,False,,,0,,A. Green lost ball TURNOVER (1 TO),"[1631260, 1629008]",1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,,Green,A. Green,,,,,1.0,Porter Jr.,1629008.0,,,,,,,,,,
584,PT03M14.00S,2025-03-27T03:07:52.0Z,4,REGULAR,steal,,[],1629008,,,1610612743,116,110,2025-03-27T03:07:53Z,5780000,False,,,0,,M. Porter Jr. STEAL (3 STL),[1629008],1610612743.0,DEN,,,,,,,Mid-Range,16-24 Left Center,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,
585,PT02M58.00S,2025-03-27T03:08:08.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203999,11.695137976346913,50.080422794117645,1610612743,118,110,2025-03-27T03:09:40Z,5790000,False,0.0,57.0,1,left,N. Jokić Hook (37 PTS) (M. Porter Jr. 4 AST),"[203999, 1629008]",1610612743.0,DEN,,,,,,,In The Paint (Non-RA),0-8 Center,5.74,Made,37.0,Jokić,N. Jokić,M. Porter Jr.,1629008.0,4.0,,,,,,,,,,,,,,
587,PT02M57.00S,2025-03-27T03:08:17.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,118,110,2025-03-27T03:08:17Z,5810000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT02M57.00S,2025-03-27T03:09:18.0Z,4,REGULAR,substitution,out,[],1627752,,,1610612749,118,110,2025-03-27T03:09:38Z,5820000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
589,PT02M57.00S,2025-03-27T03:09:18.0Z,4,REGULAR,substitution,in,[],1628398,,,1610612749,118,110,2025-03-27T03:09:38Z,5830000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,
590,PT02M40.00S,2025-03-27T03:10:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201572,87.91064388961892,55.02450980392157,1610612749,118,112,2025-03-27T03:10:19Z,5840000,False,25.0,61.0,1,right,B. Lopez 6' driving Layup (24 PTS),[201572],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,24.0,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
591,PT02M17.00S,2025-03-27T03:10:24.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,13.797634691195796,56.7593443627451,1610612743,118,112,2025-03-27T03:10:57Z,5850000,False,-34.0,77.0,1,left,MISS N. Jokić 8' driving floating Shot - blocked,"[203999, 201572]",1610612743.0,DEN,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.43,Missed,,Jokić,N. Jokić,,,,,,,,,,,,,,,,Lopez,201572.0
592,PT02M17.00S,2025-03-27T03:10:24.2Z,4,REGULAR,block,,[],201572,,,1610612743,118,112,2025-03-27T03:10:26Z,5860000,False,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
593,PT02M15.00S,2025-03-27T03:10:26.2Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612749,118,112,2025-03-27T03:10:57Z,5870000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:4),[1629018],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Trent Jr.,G. Trent Jr.,,,,,,,,591.0,4.0,4.0,0.0,,,,,,
594,PT02M03.00S,2025-03-27T03:10:36.3Z,4,REGULAR,3pt,Jump Shot,[],1631157,87.51642575558475,4.143688725490193,1610612749,118,115,2025-03-27T03:11:16Z,5880000,False,-229.0,65.0,1,right,R. Rollins 3PT  (17 PTS) (A. Green 5 AST),"[1631157, 1631260]",1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,23.83,Made,17.0,Rollins,R. Rollins,A. Green,1631260.0,5.0,,,,,,,,,,,,,,
596,PT01M44.00S,2025-03-27T03:10:57.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,6.307490144546648,44.217218137254896,1610612743,120,115,2025-03-27T03:11:28Z,5900000,False,29.0,7.0,1,left,P. Watson cutting DUNK (12 PTS) (N. Jokić 9 AST),"[1631212, 203999]",1610612743.0,DEN,cutting,,,,,,Restricted Area,0-8 Center,2.97,Made,12.0,Watson,P. Watson,N. Jokić,203999.0,9.0,,,,,,,,,,,,,,
598,PT01M26.00S,2025-03-27T03:11:20.9Z,4,REGULAR,3pt,Jump Shot,[],201572,66.98628449408673,24.731924019607845,1610612749,120,115,2025-03-27T03:11:49Z,5920000,False,-126.0,258.0,1,right,MISS B. Lopez 28' 3PT,[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,28.71,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,
599,PT01M26.00S,2025-03-27T03:11:20.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,120,115,2025-03-27T03:11:49Z,5930000,False,,,0,,N. Jokić REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,,,,Above the Break 3,24+ Left Center,,,,Jokić,N. Jokić,,,,,,,,598.0,10.0,8.0,2.0,,,,,,
600,PT01M15.00S,2025-03-27T03:11:32.8Z,4,REGULAR,violation,kicked ball,[],201572,,,1610612743,120,115,2025-03-27T03:12:04Z,5940000,False,,,0,,B. Lopez kicked ball VIOLATION,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,1628159.0,,,,,,,,,,,,,
601,PT01M05.00S,2025-03-27T03:12:01.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,24.967148488830475,12.477022058823522,1610612743,123,115,2025-03-27T03:12:36Z,5950000,False,188.0,182.0,1,left,M. Porter Jr. 26' 3PT  (23 PTS) (J. Murray 6 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,,,,Above the Break 3,24+ Right Center,26.15,Made,23.0,Porter Jr.,M. Porter Jr.,J. Murray,1627750.0,6.0,,,,,,,,,,,,,,
603,PT01M05.00S,2025-03-27T03:12:09.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,123,115,2025-03-27T03:12:09Z,5970000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
