actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
516,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,92,67,2025-02-07T03:53:16Z,5080000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,in,['startperiod'],1631124,,,1610612743,92,67,2025-02-07T03:53:16Z,5090000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,in,['startperiod'],1630532,,,1610612743,92,67,2025-02-07T03:53:16Z,5100000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,in,['startperiod'],1628976,,,1610612743,92,67,2025-02-07T03:53:16Z,5110000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,in,['startperiod'],1630175,,,1610612743,92,67,2025-02-07T03:53:16Z,5120000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2025-02-07T03:52:43.4Z,4,REGULAR,substitution,in,['startperiod'],203484,,,1610612743,92,67,2025-02-07T03:53:16Z,5130000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2025-02-07T03:53:22.2Z,4,REGULAR,period,start,[],0,,,1610612743,92,67,2025-02-07T03:53:22Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M47.00S,2025-02-07T03:53:33.8Z,4,REGULAR,turnover,bad pass,[],201599,,,1610612743,92,67,2025-02-07T03:53:37Z,5150000,False,,,0,,D. Jordan bad pass TURNOVER (2 TO),"[201599, 203484]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0
524,PT11M47.00S,2025-02-07T03:53:33.8Z,4,REGULAR,steal,,[],203484,,,1610612753,92,67,2025-02-07T03:53:35Z,5160000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
525,PT11M33.00S,2025-02-07T03:53:47.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,93.64323258869908,95.58823529411765,1610612753,92,67,2025-02-07T03:53:52Z,5170000,False,228.0,7.0,1,right,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
526,PT11M30.00S,2025-02-07T03:53:50.8Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,92,67,2025-02-07T03:53:52Z,5180000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Right Corner 3,24+ Right,,,,,525.0,,,,,,,,,,4.0,2.0,2.0,,,
527,PT11M08.00S,2025-02-07T03:54:12.8Z,4,REGULAR,3pt,Jump Shot,[],1630192,28.465834428383708,78.67647058823529,1610612743,92,67,2025-02-07T03:54:18Z,5190000,False,-143.0,215.0,1,left,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
528,PT11M08.00S,2025-02-07T03:54:16.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612743,92,67,2025-02-07T03:54:16Z,5200000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,527.0,,,,,,,,,,,,,,,
529,PT11M08.00S,2025-02-07T03:54:17.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,92,67,2025-02-07T03:54:22Z,5210000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,1628954.0,,,,,,,,,,,,,,
530,PT10M50.00S,2025-02-07T03:54:49.6Z,4,REGULAR,turnover,lost ball,[],1630175,,,1610612753,92,67,2025-02-07T03:54:55Z,5220000,False,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1631128]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Braun,1631128.0
531,PT10M50.00S,2025-02-07T03:54:49.6Z,4,REGULAR,steal,,[],1631128,,,1610612743,92,67,2025-02-07T03:54:51Z,5230000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
532,PT10M41.00S,2025-02-07T03:54:58.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629618,10.068988173455978,48.28431372549019,1610612743,94,67,2025-02-07T03:56:06Z,5240000,False,9.0,42.0,1,left,J. Pickett running Layup (5 PTS),[1629618],1610612743.0,DEN,running,,,Pickett,J. Pickett,,,,,Restricted Area,0-8 Center,4.3,Made,,,,,,,,,5.0,,,,,,,,,
534,PT10M20.00S,2025-02-07T03:55:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630532,92.46057818659659,35.049019607843135,1610612753,94,69,2025-02-07T03:56:55Z,5260000,False,-75.0,18.0,1,right,F. Wagner 7' driving Layup (14 PTS) (P. Banchero 4 AST),"[1630532, 1631094]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,,,,,,,,,14.0,P. Banchero,1631094.0,4.0,,,,,,
535,PT10M20.00S,2025-02-07T03:55:30.9Z,4,REGULAR,violation,defensive goaltending,[],201599,,,1610612753,94,69,2025-02-07T03:55:38Z,5270000,False,,,0,,D. Jordan defensive goaltending VIOLATION,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,1628954.0,,,,,,,,,,,,,,
536,PT09M56.00S,2025-02-07T03:55:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629618,14.273981603153747,35.049019607843135,1610612743,94,69,2025-02-07T03:56:00Z,5280000,False,75.0,82.0,1,left,MISS J. Pickett 11' pullup Shot,[1629618],1610612743.0,DEN,pullup,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),8-16 Right,11.08,Missed,,,,,,,,,,,,,,,,,,
537,PT09M54.00S,2025-02-07T03:55:58.6Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,94,69,2025-02-07T03:56:00Z,5290000,False,,,0,,P. Banchero REBOUND (Off:0 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,,,,,536.0,,,,,,,,,,7.0,7.0,0.0,,,
538,PT09M48.00S,2025-02-07T03:56:05.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,91.01511169513797,40.931372549019606,1610612753,94,69,2025-02-07T03:57:39Z,5300000,False,-45.0,32.0,1,right,MISS C. Anthony running Layup - blocked,"[1630175, 1629618]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.55,Missed,Pickett,1629618.0,,,,,,,,,,,,,,,,
539,PT09M48.00S,2025-02-07T03:56:05.0Z,4,REGULAR,block,,[],1629618,,,1610612753,94,69,2025-02-07T03:59:05Z,5310000,False,,,0,,J. Pickett BLOCK (1 BLK),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
540,PT09M46.00S,2025-02-07T03:56:07.0Z,4,REGULAR,rebound,offensive,[],1630175,,,1610612753,94,69,2025-02-07T03:56:12Z,5320000,False,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,538.0,,,,,,,,,,2.0,1.0,1.0,,,
541,PT09M44.00S,2025-02-07T03:56:08.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,77.34888304862024,89.4607843137255,1610612753,94,69,2025-02-07T03:56:17Z,5330000,False,197.0,160.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
542,PT09M44.00S,2025-02-07T03:56:08.9Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,94,69,2025-02-07T03:56:17Z,5340000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:3),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,,,,,541.0,,,,,,,,,,5.0,3.0,2.0,,,
543,PT09M34.00S,2025-02-07T03:56:19.2Z,4,REGULAR,turnover,lost ball,[],1631124,,,1610612743,94,69,2025-02-07T03:59:11Z,5350000,False,,,0,,J. Strawther lost ball TURNOVER (2 TO),"[1631124, 1630175]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,2.0,Anthony,1630175.0
544,PT09M34.00S,2025-02-07T03:56:19.2Z,4,REGULAR,steal,,[],1630175,,,1610612753,94,69,2025-02-07T03:56:20Z,5360000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
545,PT09M31.00S,2025-02-07T03:56:22.1Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612753,94,69,2025-02-07T03:56:27Z,5370000,False,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1631128]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Braun,1631128.0
546,PT09M31.00S,2025-02-07T03:56:22.1Z,4,REGULAR,steal,,[],1631128,,,1610612743,94,69,2025-02-07T04:00:40Z,5380000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
548,PT09M15.00S,2025-02-07T03:56:38.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630192,14.668199737187912,88.48039215686273,1610612743,94,69,2025-02-07T03:56:43Z,5390000,False,-192.0,85.0,1,left,MISS Z. Nnaji 21' Jump Shot,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Mid-Range,16-24 Left,21.05,Missed,,,,,,,,,,,,,,,,,,
549,PT09M12.00S,2025-02-07T03:56:41.2Z,4,REGULAR,rebound,offensive,[],1631124,,,1610612743,94,69,2025-02-07T03:56:43Z,5400000,False,,,0,,J. Strawther REBOUND (Off:1 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Left,,,,,548.0,,,,,,,,,,3.0,2.0,1.0,,,
550,PT09M00.00S,2025-02-07T03:56:52.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,7.5722733245729295,36.27450980392157,1610612743,96,69,2025-02-07T03:56:56Z,5410000,False,69.0,19.0,1,left,D. Jordan 7' Hook (4 PTS) (C. Braun 3 AST),"[201599, 1631128]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,,,,,4.0,C. Braun,1631128.0,3.0,,,,,,
552,PT08M46.00S,2025-02-07T03:57:06.6Z,4,REGULAR,3pt,Jump Shot,[],1630175,65.25952693823915,60.5392156862745,1610612753,96,69,2025-02-07T03:57:11Z,5430000,False,53.0,274.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,27.91,Missed,,,,,,,,,,,,,,,,,,
553,PT08M43.00S,2025-02-07T03:57:09.6Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,96,69,2025-02-07T03:57:11Z,5440000,False,,,0,,D. Jordan REBOUND (Off:3 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,,,,,552.0,,,,,,,,,,5.0,2.0,3.0,,,
554,PT08M33.00S,2025-02-07T03:57:19.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,9.017739816031538,50.0,1610612743,98,69,2025-02-07T03:57:25Z,5450000,False,0.0,32.0,1,left,C. Braun driving finger roll Layup (14 PTS),[1631128],1610612743.0,DEN,driving finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,14.0,,,,,,,,,
555,PT08M26.00S,2025-02-07T03:57:29.7Z,4,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612753,98,69,2025-02-07T03:57:38Z,5460000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630192, 1631094]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,1626300.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,
557,PT08M26.00S,2025-02-07T03:57:59.3Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,98,70,2025-02-07T03:57:59Z,5480000,False,,,0,,P. Banchero Free Throw 1 of 2 (17 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
558,PT08M26.00S,2025-02-07T03:58:20.1Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,98,71,2025-02-07T03:58:20Z,5490000,False,,,0,,P. Banchero Free Throw 2 of 2 (18 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,,
559,PT08M11.00S,2025-02-07T03:58:37.0Z,4,REGULAR,3pt,Jump Shot,[],1630192,25.837713534822605,15.931372549019606,1610612743,98,71,2025-02-07T03:58:42Z,5500000,False,170.0,190.0,1,left,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
560,PT08M08.00S,2025-02-07T03:58:40.0Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,98,71,2025-02-07T03:58:42Z,5510000,False,,,0,,P. Banchero REBOUND (Off:0 Def:8),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,559.0,,,,,,,,,,8.0,8.0,0.0,,,
561,PT08M04.00S,2025-02-07T03:58:47.3Z,4,REGULAR,foul,personal,[],1631124,,,1610612753,98,71,2025-02-07T03:59:11Z,5520000,False,,,0,,J. Strawther personal FOUL (4 PF),"[1631124, 1630532]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,101283.0,4.0,0.0,Wagner,1630532.0,,,,,,,,,,
563,PT07M51.00S,2025-02-07T03:59:19.8Z,4,REGULAR,2pt,Jump Shot,[],1631094,79.05716162943496,29.411764705882355,1610612753,98,71,2025-02-07T03:59:24Z,5540000,False,-103.0,144.0,1,right,MISS P. Banchero 17' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,17.73,Missed,,,,,,,,,,,,,,,,,,
564,PT07M48.00S,2025-02-07T03:59:22.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,98,71,2025-02-07T03:59:24Z,5550000,False,,,0,,C. Braun REBOUND (Off:1 Def:7),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,563.0,,,,,,,,,,8.0,7.0,1.0,,,
565,PT07M39.00S,2025-02-07T03:59:31.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,7.178055190538765,49.01960784313725,1610612743,100,71,2025-02-07T03:59:35Z,5560000,False,5.0,15.0,1,left,D. Jordan alley-oop DUNK (6 PTS) (C. Braun 4 AST),"[201599, 1631128]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,,,6.0,C. Braun,1631128.0,4.0,,,,,,
567,PT07M28.00S,2025-02-07T03:59:43.4Z,4,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,100,71,2025-02-07T03:59:52Z,5580000,False,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (3 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,1626300.0,,,,,,,,,,,,3.0,,
568,PT07M28.00S,2025-02-07T03:59:56.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,100,71,2025-02-07T03:59:56Z,5590000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,out,[],1631094,,,1610612743,100,71,2025-02-07T04:02:33Z,5600000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,out,[],1630532,,,1610612743,100,71,2025-02-07T04:02:33Z,5610000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,out,[],1628976,,,1610612743,100,71,2025-02-07T04:02:33Z,5620000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,out,[],1630175,,,1610612743,100,71,2025-02-07T04:02:33Z,5630000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,out,[],203484,,,1610612743,100,71,2025-02-07T04:02:33Z,5640000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,in,[],1641710,,,1610612743,100,71,2025-02-07T04:02:33Z,5650000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,in,[],1641724,,,1610612743,100,71,2025-02-07T04:02:33Z,5660000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,in,[],1631216,,,1610612743,100,71,2025-02-07T04:02:33Z,5670000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,in,[],1629048,,,1610612743,100,71,2025-02-07T04:02:33Z,5680000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M28.00S,2025-02-07T04:02:09.9Z,4,REGULAR,substitution,in,[],1641783,,,1610612743,100,71,2025-02-07T04:02:33Z,5690000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M18.00S,2025-02-07T04:02:53.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631124,27.283180026281208,78.43137254901961,1610612743,100,71,2025-02-07T04:02:58Z,5700000,False,-142.0,204.0,1,left,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
580,PT07M15.00S,2025-02-07T04:02:56.1Z,4,REGULAR,rebound,defensive,[],1629048,,,1610612753,100,71,2025-02-07T04:02:58Z,5710000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,579.0,,,,,,,,,,2.0,2.0,0.0,,,
581,PT06M55.00S,2025-02-07T04:03:16.3Z,4,REGULAR,turnover,bad pass,[],1641724,,,1610612753,100,71,2025-02-07T04:03:22Z,5720000,False,,,0,,J. Howard bad pass TURNOVER (1 TO),"[1641724, 1631128]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Braun,1631128.0
582,PT06M55.00S,2025-02-07T04:03:16.3Z,4,REGULAR,steal,,[],1631128,,,1610612743,100,71,2025-02-07T04:03:17Z,5730000,False,,,0,,C. Braun STEAL (3 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
584,PT06M52.00S,2025-02-07T04:03:25.2Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631128,6.521024967148489,50.73529411764706,1610612743,102,71,2025-02-07T04:04:42Z,5750000,False,-4.0,9.0,1,left,C. Braun running DUNK (16 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,16.0,,,,,,,,,
585,PT06M41.00S,2025-02-07T04:03:32.9Z,4,REGULAR,foul,personal,[],1631128,,,1610612753,102,71,2025-02-07T04:03:38Z,5760000,False,,,0,,C. Braun take personal FOUL (4 PF),"[1631128, 1641710]",1610612743.0,DEN,take,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,1626300.0,4.0,0.0,Black,1641710.0,,,,,,,,,,
587,PT06M41.00S,2025-02-07T04:03:39.9Z,4,REGULAR,substitution,out,[],1631128,,,1610612753,102,71,2025-02-07T04:03:52Z,5780000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M41.00S,2025-02-07T04:03:39.9Z,4,REGULAR,substitution,out,[],1641724,,,1610612753,102,71,2025-02-07T04:03:52Z,5790000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M41.00S,2025-02-07T04:03:39.9Z,4,REGULAR,substitution,in,[],1641816,,,1610612753,102,71,2025-02-07T04:03:52Z,5800000,False,,,0,,SUB in: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M41.00S,2025-02-07T04:03:39.9Z,4,REGULAR,substitution,in,[],1630243,,,1610612753,102,71,2025-02-07T04:03:52Z,5810000,False,,,0,,SUB in: T. Queen,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M34.00S,2025-02-07T04:04:10.7Z,4,REGULAR,foul,personal,['2freethrow'],1641816,,,1610612753,102,71,2025-02-07T04:06:48Z,5820000,False,,,0,,H. Tyson flagrant-type-1 personal FOUL (1 PF) (Black 2 FT),"[1641816, 1641710]",1610612743.0,DEN,flagrant-type-1,,,Tyson,H. Tyson,,,,,Restricted Area,0-8 Center,,,,,,101283.0,1.0,0.0,Black,1641710.0,,,,,,,,,,
594,PT06M34.00S,2025-02-07T04:06:32.4Z,4,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,102,72,2025-02-07T04:07:26Z,5850000,False,,,0,,A. Black flagrant Free Throw 1 of 2 (5 PTS),[1641710],1610612753.0,ORL,flagrant,,,Black,A. Black,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
595,PT06M34.00S,2025-02-07T04:06:32.4Z,4,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,102,72,2025-02-07T04:07:26Z,5860000,False,,,0,,MISS A. Black flagrant Free Throw 2 of 2,[1641710],1610612753.0,ORL,flagrant,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
596,PT06M34.00S,2025-02-07T04:06:32.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,102,72,2025-02-07T04:07:26Z,5870000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,,
597,PT06M21.00S,2025-02-07T04:07:05.2Z,4,REGULAR,3pt,Jump Shot,[],1630243,73.9323258869908,85.29411764705883,1610612753,102,72,2025-02-07T04:07:26Z,5880000,False,176.0,193.0,1,right,MISS T. Queen 26' 3PT,[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
598,PT06M18.00S,2025-02-07T04:07:08.2Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,102,72,2025-02-07T04:07:10Z,5890000,False,,,0,,D. Jordan REBOUND (Off:3 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,597.0,,,,,,,,,,6.0,3.0,3.0,,,
