actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
419,PT05M21.00S,2025-02-12T01:37:04.8Z,3,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612755,63,66,2025-02-12T01:37:11Z,4050000,False,,,0,,O. Agbaji shooting personal FOUL (4 PF) (Grimes 2 FT),"[1630534, 1629656]",1610612761.0,TOR,shooting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,4.0,0.0,Grimes,1629656.0,,,,,,,,
421,PT05M21.00S,2025-02-12T01:37:33.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629656,,,1610612755,64,66,2025-02-12T01:37:33Z,4070000,False,,,0,,Q. Grimes Free Throw 1 of 2 (10 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
422,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,out,[],1626162,,,1610612755,64,66,2025-02-12T01:37:48Z,4080000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,out,[],1630567,,,1610612755,64,66,2025-02-12T01:37:48Z,4090000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,out,[],1630193,,,1610612755,64,66,2025-02-12T01:37:48Z,4100000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,out,[],1630534,,,1610612755,64,66,2025-02-12T01:37:48Z,4110000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,in,[],1627824,,,1610612755,64,66,2025-02-12T01:37:48Z,4120000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,in,[],1642266,,,1610612755,64,66,2025-02-12T01:37:48Z,4130000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,in,[],1642347,,,1610612755,64,66,2025-02-12T01:37:48Z,4140000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M21.00S,2025-02-12T01:37:38.3Z,3,REGULAR,substitution,in,[],1628449,,,1610612755,64,66,2025-02-12T01:37:48Z,4150000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M21.00S,2025-02-12T01:38:04.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629656,,,1610612755,65,66,2025-02-12T01:38:04Z,4160000,False,,,0,,Q. Grimes Free Throw 2 of 2 (11 PTS),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
431,PT05M06.00S,2025-02-12T01:38:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,6.8823915900131425,46.07843137254902,1610612761,65,68,2025-02-12T01:38:28Z,4170000,False,20.0,12.0,1,left,J. Shead driving Layup (6 PTS) (C. Boucher 1 AST),"[1642347, 1628449]",1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,2.31,Made,6.0,C. Boucher,1628449.0,1.0,,,,,,,,,,,,
433,PT04M47.00S,2025-02-12T01:38:38.8Z,3,REGULAR,3pt,Jump Shot,[],1627824,87.9599211563732,97.54901960784314,1610612755,68,68,2025-02-12T01:38:45Z,4190000,False,238.0,61.0,1,right,G. Yabusele 24' 3PT  (8 PTS) (Q. Grimes 2 AST),"[1627824, 1629656]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,,,24.53,Made,8.0,Q. Grimes,1629656.0,2.0,,,,,,,,,,,,
435,PT04M36.00S,2025-02-12T01:38:50.5Z,3,REGULAR,3pt,Jump Shot,[],1628449,12.270039421813408,96.56862745098039,1610612761,68,68,2025-02-12T01:38:55Z,4210000,False,-233.0,63.0,1,left,MISS C. Boucher 24' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,24.11,Missed,,,,,,,,,,,,,,,,
436,PT04M33.00S,2025-02-12T01:38:53.5Z,3,REGULAR,rebound,defensive,[],1627824,,,1610612755,68,68,2025-02-12T01:38:55Z,4220000,False,,,0,,G. Yabusele REBOUND (Off:2 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,435.0,5.0,3.0,2.0,,
437,PT04M23.00S,2025-02-12T01:39:03.9Z,3,REGULAR,3pt,Jump Shot,[],1627824,95.97568988173455,3.1862745098039227,1610612755,68,68,2025-02-12T01:39:08Z,4230000,False,-234.0,-15.0,1,right,MISS G. Yabusele 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,23.46,Missed,,,,,,,,,,,,,,,,
438,PT04M19.00S,2025-02-12T01:39:07.9Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612761,68,68,2025-02-12T01:39:08Z,4240000,False,,,0,,O. Robinson REBOUND (Off:0 Def:3),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,437.0,3.0,3.0,0.0,,
439,PT04M10.00S,2025-02-12T01:39:16.0Z,3,REGULAR,3pt,Jump Shot,[],1641711,18.31471747700394,95.83333333333333,1610612761,68,71,2025-02-12T01:39:21Z,4250000,False,-229.0,120.0,1,left,G. Dick 25' 3PT  (7 PTS) (J. Shead 3 AST),"[1641711, 1642347]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,25.86,Made,7.0,J. Shead,1642347.0,3.0,,,,,,,,,,,,
441,PT03M55.00S,2025-02-12T01:39:31.2Z,3,REGULAR,2pt,Jump Shot,[],203954,74.55650459921156,52.94117647058824,1610612755,70,71,2025-02-12T01:39:36Z,4270000,False,15.0,187.0,1,right,J. Embiid 18' turnaround fadeaway Jump Shot (22 PTS) (Q. Grimes 3 AST),"[203954, 1629656]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,18.73,Made,22.0,Q. Grimes,1629656.0,3.0,,,,,,,,,,,,
443,PT03M50.00S,2025-02-12T01:39:43.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,70,71,2025-02-12T01:39:43Z,4290000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M50.00S,2025-02-12T01:41:57.5Z,3,REGULAR,substitution,out,[],203954,,,1610612761,70,71,2025-02-12T01:42:17Z,4300000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M50.00S,2025-02-12T01:41:57.5Z,3,REGULAR,substitution,in,[],1626162,,,1610612761,70,71,2025-02-12T01:42:17Z,4310000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M31.00S,2025-02-12T01:42:49.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631115,17.526281208935615,51.96078431372549,1610612761,70,71,2025-02-12T01:47:23Z,4320000,False,-10.0,112.0,1,left,MISS O. Robinson 11' floating Shot,[1631115],1610612761.0,TOR,floating,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,11.26,Missed,,,,,,,,,,,,,,,,
447,PT03M28.00S,2025-02-12T01:42:52.3Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,70,71,2025-02-12T01:47:23Z,4330000,False,,,0,,C. Boucher REBOUND (Off:2 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,446.0,6.0,4.0,2.0,,
448,PT03M28.00S,2025-02-12T01:42:52.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,70,71,2025-02-12T01:44:22Z,4340000,False,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
449,PT03M27.00S,2025-02-12T01:42:53.5Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,70,71,2025-02-12T01:44:22Z,4350000,False,,,0,,C. Boucher REBOUND (Off:3 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,448.0,7.0,4.0,3.0,,
465,PT03M25.00S,2025-02-12T01:42:58.5Z,3,REGULAR,turnover,lost ball,[],1628449,,,1610612761,70,71,2025-02-12T01:45:00Z,4355000,False,,,0,,C. Boucher lost ball TURNOVER (1 TO),"[1628449, 1626162]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Oubre Jr.,1626162.0
466,PT03M25.00S,2025-02-12T01:42:58.5Z,3,REGULAR,steal,,[],1626162,,,1610612755,70,71,2025-02-12T01:44:46Z,4357500,False,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
450,PT03M15.00S,2025-02-12T01:43:04.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,90.32522996057818,50.245098039215684,1610612755,72,71,2025-02-12T01:49:00Z,4360000,False,1.0,38.0,1,right,K. Oubre Jr. driving floating Jump Shot (12 PTS) (Q. Grimes 4 AST),"[1626162, 1629656]",1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,3.84,Made,12.0,Q. Grimes,1629656.0,4.0,,,,,,,,,,,,
452,PT03M03.00S,2025-02-12T01:43:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631115,10.82457293035479,49.754901960784316,1610612761,72,71,2025-02-12T01:43:21Z,4380000,False,1.0,49.0,1,left,MISS O. Robinson cutting Layup - blocked,"[1631115, 1626162]",1610612761.0,TOR,cutting,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,4.93,Missed,,,,,,,,,Oubre Jr.,1626162.0,,,,,,
453,PT03M03.00S,2025-02-12T01:43:16.9Z,3,REGULAR,block,,[],1626162,,,1610612761,72,71,2025-02-12T01:52:41Z,4390000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT03M01.00S,2025-02-12T01:43:18.9Z,3,REGULAR,rebound,defensive,[],1642348,,,1610612755,72,71,2025-02-12T01:43:21Z,4400000,False,,,0,,J. Edwards REBOUND (Off:0 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,452.0,1.0,1.0,0.0,,
455,PT02M59.00S,2025-02-12T01:43:21.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629656,93.47897503285151,49.754901960784316,1610612755,72,71,2025-02-12T01:50:52Z,4410000,False,-1.0,9.0,1,right,MISS Q. Grimes running alley-oop Layup,[1629656],1610612755.0,PHI,running alley-oop,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,0.89,Missed,,,,,,,,,,,,,,,,
456,PT02M58.00S,2025-02-12T01:43:22.7Z,3,REGULAR,rebound,offensive,[],1642348,,,1610612755,72,71,2025-02-12T01:51:09Z,4420000,False,,,0,,J. Edwards REBOUND (Off:1 Def:1),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,455.0,2.0,1.0,1.0,,
457,PT02M58.00S,2025-02-12T01:43:26.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1642348,94.40999984741211,50.0,1610612755,74,71,2025-02-12T01:51:31Z,4430000,False,0.0,0.0,1,right,J. Edwards putback Layup (7 PTS),[1642348],1610612755.0,PHI,putback,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,0.0,Made,7.0,,,,,,,,,,,,,,,
458,PT02M42.00S,2025-02-12T01:43:39.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,7.013797634691201,51.71568627450981,1610612761,74,73,2025-02-12T01:43:52Z,4440000,False,-9.0,13.0,1,left,G. Dick reverse Layup (9 PTS) (O. Robinson 2 AST),"[1641711, 1631115]",1610612761.0,TOR,reverse,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,1.59,Made,9.0,O. Robinson,1631115.0,2.0,,,,,,,,,,,,
460,PT02M42.00S,2025-02-12T01:43:42.1Z,3,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612761,74,73,2025-02-12T01:43:53Z,4460000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (Dick 1 FT),"[1630178, 1641711]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1627963.0,,,,,,,,3.0,0.0,Dick,1641711.0,,,,,,,,
462,PT02M42.00S,2025-02-12T01:44:08.6Z,3,REGULAR,freethrow,1 of 1,[],1641711,,,1610612761,74,74,2025-02-12T01:44:08Z,4480000,False,,,0,,G. Dick Free Throw 1 of 1 (10 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
463,PT02M27.00S,2025-02-12T01:44:27.9Z,3,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612755,74,74,2025-02-12T01:44:34Z,4490000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Maxey 2 FT),"[1641711, 1630178]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1627963.0,,,,,,,,1.0,0.0,Maxey,1630178.0,,,,,,,,
467,PT02M27.00S,2025-02-12T01:44:51.7Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,75,74,2025-02-12T01:44:51Z,4510000,False,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
468,PT02M27.00S,2025-02-12T01:44:53.7Z,3,REGULAR,substitution,out,[],1641711,,,1610612755,75,74,2025-02-12T01:45:07Z,4520000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M27.00S,2025-02-12T01:44:53.7Z,3,REGULAR,substitution,out,[],1642347,,,1610612755,75,74,2025-02-12T01:45:07Z,4530000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M27.00S,2025-02-12T01:44:53.7Z,3,REGULAR,substitution,in,[],1630567,,,1610612755,75,74,2025-02-12T01:45:07Z,4540000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M27.00S,2025-02-12T01:44:53.7Z,3,REGULAR,substitution,in,[],1630193,,,1610612755,75,74,2025-02-12T01:45:07Z,4550000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M27.00S,2025-02-12T01:45:17.5Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,76,74,2025-02-12T01:45:17Z,4560000,False,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
473,PT02M17.00S,2025-02-12T01:45:31.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631115,8.459264126149804,49.754901960784316,1610612761,76,76,2025-02-12T01:45:36Z,4570000,False,1.0,27.0,1,left,O. Robinson cutting DUNK (2 PTS) (S. Barnes 2 AST),"[1631115, 1630567]",1610612761.0,TOR,cutting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,2.7,Made,2.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,
475,PT02M00.00S,2025-02-12T01:45:47.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,82.70367936925098,52.450980392156865,1610612755,76,76,2025-02-12T01:45:53Z,4590000,False,12.0,110.0,1,right,MISS K. Oubre Jr. 11' driving floating Shot,[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,11.08,Missed,,,,,,,,,,,,,,,,
476,PT01M57.00S,2025-02-12T01:45:50.3Z,3,REGULAR,rebound,offensive,[],1627824,,,1610612755,76,76,2025-02-12T01:45:53Z,4600000,False,,,0,,G. Yabusele REBOUND (Off:3 Def:3),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,475.0,6.0,3.0,3.0,,
477,PT01M56.00S,2025-02-12T01:45:51.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627824,84.4119579500657,49.26470588235294,1610612755,76,76,2025-02-12T01:45:59Z,4610000,False,-4.0,94.0,1,right,MISS G. Yabusele 9' turnaround bank Shot,[1627824],1610612755.0,PHI,turnaround bank,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,,9.41,Missed,,,,,,,,,,,,,,,,
478,PT01M54.00S,2025-02-12T01:45:53.6Z,3,REGULAR,rebound,defensive,[],1642266,,,1610612761,76,76,2025-02-12T01:45:59Z,4620000,False,,,0,,J. Walter REBOUND (Off:2 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,477.0,3.0,1.0,2.0,,
479,PT01M51.00S,2025-02-12T01:45:57.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,7.539421813403408,49.26470588235294,1610612761,76,76,2025-02-12T01:46:03Z,4630000,False,4.0,18.0,1,left,MISS S. Barnes running Layup,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.88,Missed,,,,,,,,,,,,,,,,
480,PT01M51.00S,2025-02-12T01:45:57.4Z,3,REGULAR,rebound,offensive,[],1642266,,,1610612761,76,76,2025-02-12T01:46:03Z,4640000,False,,,0,,J. Walter REBOUND (Off:3 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,479.0,4.0,1.0,3.0,,
481,PT01M47.00S,2025-02-12T01:46:01.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,10.167542706964511,4.901960784313729,1610612761,76,79,2025-02-12T01:46:08Z,4650000,False,225.0,43.0,1,left,I. Quickley 3PT pullup (21 PTS) (J. Walter 1 AST),"[1630193, 1642266]",1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,22.96,Made,21.0,J. Walter,1642266.0,1.0,,,,,,,,,,,,
483,PT01M32.00S,2025-02-12T01:46:15.7Z,3,REGULAR,3pt,Jump Shot,[],1629656,72.32260183968462,20.34313725490196,1610612755,76,79,2025-02-12T01:46:21Z,4670000,False,-148.0,208.0,1,right,MISS Q. Grimes 25' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,25.52,Missed,,,,,,,,,,,,,,,,
484,PT01M28.00S,2025-02-12T01:46:19.7Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612761,76,79,2025-02-12T01:46:21Z,4680000,False,,,0,,O. Robinson REBOUND (Off:0 Def:4),[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,483.0,4.0,4.0,0.0,,
485,PT01M20.00S,2025-02-12T01:46:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631115,8.065045992115643,48.28431372549019,1610612761,76,81,2025-02-12T01:46:34Z,4690000,False,9.0,23.0,1,left,O. Robinson cutting Layup (4 PTS) (I. Quickley 5 AST),"[1631115, 1630193]",1610612761.0,TOR,cutting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,2.48,Made,4.0,I. Quickley,1630193.0,5.0,,,,,,,,,,,,
487,PT01M19.00S,2025-02-12T01:46:33.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,76,81,2025-02-12T01:46:40Z,4710000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT01M19.00S,2025-02-12T01:47:58.6Z,3,REGULAR,substitution,out,[],1629656,,,1610612755,76,81,2025-02-12T01:48:03Z,4720000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M19.00S,2025-02-12T01:47:58.6Z,3,REGULAR,substitution,in,[],202331,,,1610612755,76,81,2025-02-12T01:48:03Z,4730000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M00.00S,2025-02-12T01:48:26.4Z,3,REGULAR,3pt,Jump Shot,[],202331,65.75229960578187,50.73529411764706,1610612755,79,81,2025-02-12T01:48:31Z,4740000,False,4.0,269.0,1,right,P. George 26' 3PT pullup (9 PTS) (G. Yabusele 1 AST),"[202331, 1627824]",1610612755.0,PHI,pullup,,,George,P. George,,,,,Above the Break 3,24+ Center,,,26.94,Made,9.0,G. Yabusele,1627824.0,1.0,,,,,,,,,,,,
492,PT00M50.00S,2025-02-12T01:48:38.9Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612761,79,81,2025-02-12T01:48:43Z,4760000,False,,,0,,I. Quickley bad pass TURNOVER (3 TO),"[1630193, 1642348]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,Edwards,1642348.0
493,PT00M50.00S,2025-02-12T01:48:38.9Z,3,REGULAR,steal,,[],1642348,,,1610612755,79,81,2025-02-12T01:48:40Z,4770000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
494,PT00M46.90S,2025-02-12T01:48:43.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642348,94.3988173455979,49.50980392156863,1610612755,81,81,2025-02-12T01:48:52Z,4780000,False,-2.0,0.0,1,right,J. Edwards running finger roll Layup (9 PTS),[1642348],1610612755.0,PHI,running finger roll,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,0.25,Made,9.0,,,,,,,,,,,,,,,
495,PT00M34.60S,2025-02-12T01:48:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.408015768725363,47.79411764705882,1610612761,81,83,2025-02-12T01:49:02Z,4790000,False,11.0,17.0,1,left,S. Barnes driving Layup (24 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,2.03,Made,24.0,,,,,,,,,,,,,,,
496,PT00M28.80S,2025-02-12T01:49:07.1Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.62089356110381,51.22549019607843,1610612755,81,83,2025-02-12T01:49:19Z,4800000,False,6.0,271.0,1,right,MISS T. Maxey 27' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,27.08,Missed,,,,,,,,,,,,,,,,
497,PT00M25.60S,2025-02-12T01:49:10.3Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,81,83,2025-02-12T01:49:14Z,4810000,False,,,0,,C. Boucher REBOUND (Off:3 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,496.0,8.0,5.0,3.0,,
500,PT00M06.10S,2025-02-12T01:49:34.4Z,3,REGULAR,foul,personal,['2freethrow'],202331,,,1610612761,81,83,2025-02-12T01:49:40Z,4840000,False,,,0,,P. George shooting personal FOUL (2 PF) (Barnes 2 FT),"[202331, 1630567]",1610612755.0,PHI,shooting,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,2.0,0.0,Barnes,1630567.0,,,,,,,,
502,PT00M06.10S,2025-02-12T01:49:59.3Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,81,83,2025-02-12T01:49:59Z,4860000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
503,PT00M06.10S,2025-02-12T01:49:59.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,81,83,2025-02-12T01:49:59Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,,,,,
