actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
516,PT09M55.00S,2024-12-14T01:58:40.6Z,4,REGULAR,foul,personal,['2freethrow'],202331,,,1610612754,87,92,2024-12-14T01:58:58Z,5090000,False,,,0,,P. George shooting personal FOUL (1 PF) (Siakam 2 FT),"[202331, 1627783]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,George,P. George,,,,,,,,1627534.0,,1.0,0.0,Siakam,1627783.0,,,,
518,PT09M55.00S,2024-12-14T01:59:12.8Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,87,93,2024-12-14T01:59:12Z,5110000,False,,,0,,P. Siakam Free Throw 1 of 2 (18 PTS),[1627783],1610612754.0,IND,,,,,,,,,,Made,18.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
519,PT09M55.00S,2024-12-14T01:59:12.8Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,87,93,2024-12-14T01:59:40Z,5120000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,,,,,,,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
520,PT09M50.00S,2024-12-14T01:59:17.8Z,4,REGULAR,rebound,defensive,[],1641741,,,1610612755,87,93,2024-12-14T01:59:40Z,5130000,False,,,0,,R. Council IV REBOUND (Off:3 Def:5),[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,519.0,8.0,5.0,3.0,,,,,,,,,,
521,PT09M50.00S,2024-12-14T01:59:44.4Z,4,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612755,87,93,2024-12-14T01:59:51Z,5140000,False,,,0,,J. Walker shooting personal FOUL (3 PF) (Council IV 2 FT),"[1641716, 1641741]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Walker,J. Walker,,,,,,,,1627534.0,,3.0,0.0,Council IV,1641741.0,,,,
523,PT09M50.00S,2024-12-14T02:00:11.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641741,,,1610612755,88,93,2024-12-14T02:00:11Z,5160000,False,,,0,,R. Council IV Free Throw 1 of 2 (10 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,Made,10.0,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
524,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,out,[],1642272,,,1610612755,88,93,2024-12-14T02:00:24Z,5170000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,
525,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,out,[],1642277,,,1610612755,88,93,2024-12-14T02:00:24Z,5180000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,,,,,,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,
526,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,out,[],1627783,,,1610612755,88,93,2024-12-14T02:00:24Z,5190000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,
527,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,88,93,2024-12-14T02:00:24Z,5200000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
528,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,in,[],1631097,,,1610612755,88,93,2024-12-14T02:00:24Z,5210000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
529,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,in,[],1630167,,,1610612755,88,93,2024-12-14T02:00:24Z,5220000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
530,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,out,[],1641716,,,1610612755,88,93,2024-12-14T02:00:44Z,5230000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,
531,PT09M50.00S,2024-12-14T02:00:12.4Z,4,REGULAR,substitution,in,[],1629614,,,1610612755,88,93,2024-12-14T02:00:44Z,5240000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
532,PT09M50.00S,2024-12-14T02:00:11.6Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641741,,,1610612755,88,93,2024-12-14T03:24:08Z,5250000,False,,,0,,MISS R. Council IV Free Throw 2 of 2,[1641741],1610612755.0,PHI,,,,,,,,,,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
533,PT09M47.00S,2024-12-14T02:00:14.6Z,4,REGULAR,rebound,offensive,[],1630231,,,1610612755,88,93,2024-12-14T03:24:08Z,5260000,False,,,0,,K. Martin REBOUND (Off:1 Def:2),[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,532.0,3.0,2.0,1.0,,,,,,,,,,
534,PT09M45.00S,2024-12-14T02:00:57.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,94.79303547963207,53.431372549019606,1610612755,88,93,2024-12-14T02:01:02Z,5270000,False,17.0,-4.0,1,right,MISS K. Martin Layup - blocked,"[1630231, 1626167]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1.76,Missed,,Martin,K. Martin,,,,,,,,,,,,,,,,Turner,1626167.0
535,PT09M45.00S,2024-12-14T02:00:57.9Z,4,REGULAR,block,,[],1626167,,,1610612755,88,93,2024-12-14T02:01:00Z,5280000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,
536,PT09M42.00S,2024-12-14T02:01:00.9Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,88,93,2024-12-14T02:01:02Z,5290000,False,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,534.0,6.0,5.0,1.0,,,,,,,,,,
537,PT09M36.00S,2024-12-14T02:01:07.2Z,4,REGULAR,3pt,Jump Shot,[],1630167,25.147831800262807,14.460784313725497,1610612754,88,96,2024-12-14T02:02:38Z,5300000,False,178.0,184.0,1,left,O. Toppin 25' 3PT  (16 PTS) (T. McConnell 4 AST),"[1630167, 204456]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,25.57,Made,16.0,Toppin,O. Toppin,T. McConnell,204456.0,4.0,,,,,,,,,,,,,,
539,PT09M13.00S,2024-12-14T02:01:33.7Z,4,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612755,88,96,2024-12-14T02:01:39Z,5320000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (Maxey 2 FT),"[1629614, 1630178]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nembhard,A. Nembhard,,,,,,,,203591.0,,2.0,0.0,Maxey,1630178.0,,,,
541,PT09M13.00S,2024-12-14T02:02:00.1Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,88,96,2024-12-14T02:02:00Z,5340000,False,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,,,,,,,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
542,PT09M13.00S,2024-12-14T02:02:00.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,88,96,2024-12-14T02:02:00Z,5350000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,
543,PT09M13.00S,2024-12-14T02:02:18.2Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,89,96,2024-12-14T02:02:18Z,5360000,False,,,0,,T. Maxey Free Throw 2 of 2 (22 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,22.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
544,PT09M02.00S,2024-12-14T02:02:31.7Z,4,REGULAR,foul,personal,['2freethrow'],203083,,,1610612754,89,96,2024-12-14T02:02:43Z,5370000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Toppin 2 FT),"[203083, 1630167]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,203591.0,,1.0,0.0,Toppin,1630167.0,,,,
546,PT09M02.00S,2024-12-14T02:03:02.3Z,4,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,89,97,2024-12-14T02:03:02Z,5390000,False,,,0,,O. Toppin Free Throw 1 of 2 (17 PTS),[1630167],1610612754.0,IND,,,,,,,,,,Made,17.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
547,PT09M02.00S,2024-12-14T02:03:24.1Z,4,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,89,98,2024-12-14T02:03:24Z,5400000,False,,,0,,O. Toppin Free Throw 2 of 2 (18 PTS),[1630167],1610612754.0,IND,,,,,,,,,,Made,18.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
548,PT08M45.00S,2024-12-14T02:03:42.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641741,84.93758212877792,50.245098039215684,1610612755,89,98,2024-12-14T02:03:47Z,5410000,False,1.0,89.0,1,right,MISS R. Council IV 8' driving floating Shot - blocked,"[1641741, 204456]",1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,McConnell,204456.0
549,PT08M45.00S,2024-12-14T02:03:42.3Z,4,REGULAR,block,,[],204456,,,1610612755,89,98,2024-12-14T02:03:45Z,5420000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Center,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
550,PT08M41.00S,2024-12-14T02:03:46.3Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,89,98,2024-12-14T02:03:47Z,5430000,False,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Center,,,,McConnell,T. McConnell,,,,548.0,2.0,1.0,1.0,,,,,,,,,,
551,PT08M27.00S,2024-12-14T02:04:01.5Z,4,REGULAR,turnover,out-of-bounds,[],1626167,,,1610612754,89,98,2024-12-14T02:04:07Z,5440000,False,,,0,,M. Turner lost ball out-of-bounds TURNOVER (1 TO),[1626167],1610612754.0,IND,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Turner,M. Turner,,,,,,,,1627534.0,1.0,,,,,,,,
552,PT08M14.00S,2024-12-14T02:04:19.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202331,80.20696452036793,78.18627450980392,1610612755,91,98,2024-12-14T02:04:25Z,5450000,False,141.0,134.0,1,right,P. George 19' step back Jump Shot (12 PTS),[202331],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Right Center,19.42,Made,12.0,George,P. George,,,,,,,,,,,,,,,,,
553,PT08M02.00S,2024-12-14T02:04:31.8Z,4,REGULAR,2pt,Jump Shot,[],204456,11.350197109067011,34.06862745098039,1610612754,91,100,2024-12-14T02:04:36Z,5460000,False,80.0,54.0,1,left,T. McConnell 9' pullup Jump Shot (11 PTS),[204456],1610612754.0,IND,pullup,,,,,,Mid-Range,8-16 Right,9.64,Made,11.0,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
554,PT07M43.00S,2024-12-14T02:04:50.8Z,4,REGULAR,3pt,Jump Shot,[],1641741,64.1754270696452,44.11764705882353,1610612755,91,100,2024-12-14T02:04:56Z,5470000,False,-29.0,284.0,1,right,MISS R. Council IV 28' 3PT,[1641741],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,28.58,Missed,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
555,PT07M40.00S,2024-12-14T02:04:53.8Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,91,100,2024-12-14T02:04:56Z,5480000,False,,,0,,O. Toppin REBOUND (Off:0 Def:5),[1630167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Toppin,O. Toppin,,,,554.0,5.0,5.0,0.0,,,,,,,,,,
556,PT07M32.00S,2024-12-14T02:05:04.6Z,4,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,91,100,2024-12-14T02:05:10Z,5490000,False,,,0,,B. Mathurin lost ball out-of-bounds TURNOVER (2 TO),[1631097],1610612754.0,IND,lost ball,,,,,,In The Paint (Non-RA),8-16 Center,,,,Mathurin,B. Mathurin,,,,,,,,1627539.0,2.0,,,,,,,,
557,PT07M32.00S,2024-12-14T02:05:08.7Z,4,REGULAR,substitution,out,[],1641741,,,1610612755,91,100,2024-12-14T02:05:12Z,5500000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,
558,PT07M32.00S,2024-12-14T02:05:08.7Z,4,REGULAR,substitution,in,[],1626162,,,1610612755,91,100,2024-12-14T02:05:12Z,5510000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,
559,PT07M16.00S,2024-12-14T02:05:44.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630231,93.87319316688567,4.901960784313729,1610612755,94,100,2024-12-14T02:05:49Z,5520000,False,-225.0,5.0,1,right,K. Martin 3PT  (10 PTS) (T. Maxey 2 AST),"[1630231, 1630178]",1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,22.56,Made,10.0,Martin,K. Martin,T. Maxey,1630178.0,2.0,,,,,,,,,,,,,,
561,PT07M15.00S,2024-12-14T02:06:04.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,94,100,2024-12-14T02:06:04Z,5540000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M15.00S,2024-12-14T02:08:04.4Z,4,REGULAR,substitution,out,[],204456,,,1610612754,94,100,2024-12-14T02:08:25Z,5550000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
563,PT07M15.00S,2024-12-14T02:08:04.4Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,94,100,2024-12-14T02:08:25Z,5560000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
564,PT07M15.00S,2024-12-14T02:08:43.9Z,4,REGULAR,substitution,out,[],203083,,,1610612754,94,100,2024-12-14T02:08:51Z,5570000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
565,PT07M15.00S,2024-12-14T02:08:43.9Z,4,REGULAR,substitution,in,[],1642272,,,1610612754,94,100,2024-12-14T02:08:51Z,5580000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,
566,PT06M59.00S,2024-12-14T02:09:02.2Z,4,REGULAR,2pt,Jump Shot,[],1629614,19.760183968462556,68.62745098039215,1610612754,94,100,2024-12-14T03:24:17Z,5590000,False,-93.0,133.0,1,left,MISS A. Nembhard 16' step back Shot,[1629614],1610612754.0,IND,step back,,,,,,Mid-Range,16-24 Left Center,16.25,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
567,PT06M56.00S,2024-12-14T02:09:05.2Z,4,REGULAR,rebound,defensive,[],202331,,,1610612755,94,100,2024-12-14T02:09:09Z,5600000,False,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,,George,P. George,,,,566.0,5.0,5.0,0.0,,,,,,,,,,
568,PT06M48.00S,2024-12-14T02:09:13.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,83.62352168199737,45.34313725490197,1610612755,94,100,2024-12-14T02:09:20Z,5610000,False,-23.0,101.0,1,right,MISS P. George 10' pullup Shot,[202331],1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.4,Missed,,George,P. George,,,,,,,,,,,,,,,,,
569,PT06M42.00S,2024-12-14T02:09:19.7Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,94,100,2024-12-14T02:09:20Z,5620000,False,,,0,,O. Toppin REBOUND (Off:0 Def:6),[1630167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Toppin,O. Toppin,,,,568.0,6.0,6.0,0.0,,,,,,,,,,
570,PT06M27.00S,2024-12-14T02:09:33.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,5.962549277266746,50.245098039215684,1610612754,94,102,2024-12-14T02:09:40Z,5630000,False,-1.0,4.0,1,left,M. Turner cutting DUNK (7 PTS) (T. Haliburton 11 AST),"[1626167, 1630169]",1610612754.0,IND,cutting,,,,,,Restricted Area,0-8 Center,0.37,Made,7.0,Turner,M. Turner,T. Haliburton,1630169.0,11.0,,,,,,,,,,,,,,
572,PT06M12.00S,2024-12-14T02:09:52.9Z,4,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612755,94,102,2024-12-14T02:09:59Z,5650000,False,,,0,,O. Toppin shooting personal FOUL (4 PF) (George 2 FT),"[1630167, 202331]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Toppin,O. Toppin,,,,,,,,203591.0,,4.0,0.0,George,202331.0,,,,
574,PT06M12.00S,2024-12-14T02:10:21.8Z,4,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,94,102,2024-12-14T02:10:21Z,5670000,False,,,0,,MISS P. George Free Throw 1 of 2,[202331],1610612755.0,PHI,,,,,,,,,,Missed,,George,P. George,,,,,,,,,,,,,,,,,
575,PT06M12.00S,2024-12-14T02:10:21.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,94,102,2024-12-14T02:10:21Z,5680000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,574.0,,,,,,,,,,,,,
576,PT06M12.00S,2024-12-14T02:10:42.4Z,4,REGULAR,freethrow,2 of 2,[],202331,,,1610612755,95,102,2024-12-14T02:10:42Z,5690000,False,,,0,,P. George Free Throw 2 of 2 (13 PTS),[202331],1610612755.0,PHI,,,,,,,,,,Made,13.0,George,P. George,,,,,,,,,,,,,,,,,
577,PT06M04.00S,2024-12-14T02:10:56.4Z,4,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612754,95,102,2024-12-14T02:11:02Z,5700000,False,,,0,,T. Maxey shooting personal FOUL (3 PF) (Nembhard 2 FT),"[1630178, 1629614]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Maxey,T. Maxey,,,,,,,,1627534.0,,3.0,0.0,Nembhard,1629614.0,,,,
579,PT06M04.00S,2024-12-14T02:11:18.7Z,4,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,95,103,2024-12-14T02:11:36Z,5720000,False,,,0,,A. Nembhard Free Throw 1 of 2 (3 PTS),[1629614],1610612754.0,IND,,,,,,,,,,Made,3.0,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
580,PT06M04.00S,2024-12-14T02:11:18.7Z,4,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,95,103,2024-12-14T02:11:36Z,5730000,False,,,0,,MISS A. Nembhard Free Throw 2 of 2,[1629614],1610612754.0,IND,,,,,,,,,,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
581,PT06M01.00S,2024-12-14T02:11:21.7Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,95,103,2024-12-14T02:11:36Z,5740000,False,,,0,,K. Oubre Jr. REBOUND (Off:4 Def:9),[1626162],1610612755.0,PHI,,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,580.0,13.0,9.0,4.0,,,,,,,,,,
582,PT05M41.00S,2024-12-14T02:11:55.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,93.74178712220763,56.372549019607845,1610612755,95,103,2024-12-14T02:12:00Z,5750000,False,32.0,6.0,1,right,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,,,,Restricted Area,0-8 Center,3.25,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
583,PT05M39.00S,2024-12-14T02:11:57.2Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,95,103,2024-12-14T02:11:57Z,5760000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:6),[1631097],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,Mathurin,B. Mathurin,,,,582.0,7.0,6.0,1.0,,,,,,,,,,
584,PT05M27.00S,2024-12-14T02:12:09.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,14.37253613666229,53.92156862745098,1610612754,95,105,2024-12-14T02:12:15Z,5770000,False,-20.0,83.0,1,left,O. Toppin 8' turnaround fadeaway Jump Shot (20 PTS),[1630167],1610612754.0,IND,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,8.49,Made,20.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,
585,PT05M09.00S,2024-12-14T02:12:29.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612755,95,105,2024-12-14T02:12:36Z,5780000,False,,,0,,M. Turner shooting personal FOUL (5 PF) (Martin 2 FT),"[1626167, 1630231]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,,,,,203591.0,,5.0,0.0,Martin,1630231.0,,,,
587,PT05M09.00S,2024-12-14T02:13:01.3Z,4,REGULAR,freethrow,1 of 2,[],1630231,,,1610612755,95,105,2024-12-14T02:13:01Z,5800000,False,,,0,,MISS K. Martin Free Throw 1 of 2,[1630231],1610612755.0,PHI,,,,,,,,,,Missed,,Martin,K. Martin,,,,,,,,,,,,,,,,,
588,PT05M09.00S,2024-12-14T02:13:01.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,95,105,2024-12-14T02:13:01Z,5810000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,
589,PT05M09.00S,2024-12-14T02:13:20.9Z,4,REGULAR,freethrow,2 of 2,[],1630231,,,1610612755,96,105,2024-12-14T02:13:20Z,5820000,False,,,0,,K. Martin Free Throw 2 of 2 (11 PTS),[1630231],1610612755.0,PHI,,,,,,,,,,Made,11.0,Martin,K. Martin,,,,,,,,,,,,,,,,,
590,PT04M46.00S,2024-12-14T02:13:45.1Z,4,REGULAR,3pt,Jump Shot,[],1631097,32.637976346911955,71.32352941176471,1610612754,96,105,2024-12-14T02:13:52Z,5830000,False,-107.0,254.0,1,left,MISS B. Mathurin 27' step back 3PT,[1631097],1610612754.0,IND,step back,,,,,,Above the Break 3,24+ Left Center,27.57,Missed,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
591,PT04M42.00S,2024-12-14T02:13:49.1Z,4,REGULAR,rebound,offensive,[],1630167,,,1610612754,96,105,2024-12-14T02:13:52Z,5840000,False,,,0,,O. Toppin REBOUND (Off:1 Def:6),[1630167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,Toppin,O. Toppin,,,,590.0,7.0,6.0,1.0,,,,,,,,,,
592,PT04M37.00S,2024-12-14T02:13:53.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,34.21484888304862,46.568627450980394,1610612754,96,105,2024-12-14T02:14:00Z,5850000,False,17.0,269.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,26.96,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
593,PT04M33.00S,2024-12-14T02:13:57.7Z,4,REGULAR,rebound,offensive,[],1630167,,,1610612754,96,105,2024-12-14T02:14:00Z,5860000,False,,,0,,O. Toppin REBOUND (Off:2 Def:6),[1630167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,Toppin,O. Toppin,,,,592.0,8.0,6.0,2.0,,,,,,,,,,
594,PT04M31.00S,2024-12-14T02:14:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,9.773324572930349,45.34313725490197,1610612754,96,105,2024-12-14T02:14:52Z,5870000,False,23.0,39.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.58,Missed,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,
595,PT04M31.00S,2024-12-14T02:14:05.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,96,105,2024-12-14T02:14:46Z,5880000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,,,,,,594.0,,,,,,,,,,,,,
596,PT04M31.00S,2024-12-14T02:14:16.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631097,,,1610612755,96,105,2024-12-14T02:14:28Z,5890000,False,,,0,,B. Mathurin loose ball personal FOUL (1 PF) (George 2 FT),"[1631097, 202331]",1610612754.0,IND,loose ball,,,,,,Restricted Area,0-8 Center,,,,Mathurin,B. Mathurin,,,,,,,,203591.0,,1.0,0.0,George,202331.0,,,,
598,PT04M31.00S,2024-12-14T02:14:46.3Z,4,REGULAR,freethrow,1 of 2,[],202331,,,1610612755,97,105,2024-12-14T02:14:46Z,5910000,False,,,0,,P. George Free Throw 1 of 2 (14 PTS),[202331],1610612755.0,PHI,,,,,,,,,,Made,14.0,George,P. George,,,,,,,,,,,,,,,,,
599,PT04M31.00S,2024-12-14T02:14:47.5Z,4,REGULAR,substitution,out,[],1630231,,,1610612755,97,105,2024-12-14T02:15:03Z,5920000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,
