actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
611,PT04M23.00S,2025-02-05T02:12:01.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,107,109,2025-02-05T02:12:01Z,5980000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M09.00S,2025-02-05T02:13:51.7Z,4,REGULAR,3pt,Jump Shot,[],1642348,80.50262812089356,96.07843137254902,1610612755,110,109,2025-02-05T02:13:56Z,5990000,False,230.0,131.0,1,right,J. Edwards 26' 3PT  (16 PTS) (T. Maxey 12 AST),"[1642348, 1630178]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,26.49,Made,16.0,,,,,,T. Maxey,1630178.0,12.0,,,,,,,,,
615,PT03M48.00S,2025-02-05T02:14:11.8Z,4,REGULAR,3pt,Jump Shot,[],202681,29.38567674113009,77.94117647058823,1610612742,110,109,2025-02-05T02:14:21Z,6010000,False,-140.0,224.0,1,left,MISS K. Irving 26' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
616,PT03M48.00S,2025-02-05T02:14:11.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,110,109,2025-02-05T02:14:21Z,6020000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,615.0,,,,,,,,,,,,,,,,
617,PT03M48.00S,2025-02-05T02:14:18.2Z,4,REGULAR,foul,personal,[],1630230,,,1610612755,110,109,2025-02-05T02:14:25Z,6030000,False,,,0,,N. Marshall loose ball personal FOUL (1 PF),"[1630230, 1626162]",1610612742.0,DAL,loose ball,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2005.0,,,,,,,,,1.0,0.0,Oubre Jr.,1626162.0
619,PT03M30.00S,2025-02-05T02:14:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.40932982917214,51.225490196078425,1610612755,110,109,2025-02-05T02:14:53Z,6050000,False,6.0,28.0,1,right,MISS J. Embiid finger roll Layup,[203954],1610612755.0,PHI,finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
620,PT03M27.00S,2025-02-05T02:14:50.4Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612742,110,109,2025-02-05T02:14:53Z,6060000,False,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,619.0,6.0,4.0,2.0,,,,,,,,,,,,,
621,PT03M20.00S,2025-02-05T02:14:58.7Z,4,REGULAR,foul,personal,['2freethrow'],203954,,,1610612742,110,109,2025-02-05T02:15:05Z,6070000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Marshall 2 FT),"[203954, 1630230]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Marshall,1630230.0
623,PT03M20.00S,2025-02-05T02:15:48.6Z,4,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,110,110,2025-02-05T02:15:48Z,6090000,False,,,0,,N. Marshall Free Throw 1 of 2 (16 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
624,PT03M20.00S,2025-02-05T02:15:49.4Z,4,REGULAR,substitution,out,[],1629655,,,1610612742,110,110,2025-02-05T02:15:52Z,6100000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M20.00S,2025-02-05T02:15:49.4Z,4,REGULAR,substitution,in,[],1630556,,,1610612742,110,110,2025-02-05T02:15:52Z,6110000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M20.00S,2025-02-05T02:16:02.8Z,4,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,110,111,2025-02-05T02:16:02Z,6120000,False,,,0,,N. Marshall Free Throw 2 of 2 (17 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
627,PT03M08.00S,2025-02-05T02:16:15.8Z,4,REGULAR,3pt,Jump Shot,[],1626162,70.12155059132719,72.30392156862744,1610612755,113,111,2025-02-05T02:16:21Z,6130000,False,112.0,228.0,1,right,K. Oubre Jr. 25' 3PT  (9 PTS) (T. Maxey 13 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.42,Made,9.0,,,,,,T. Maxey,1630178.0,13.0,,,,,,,,,
629,PT02M55.00S,2025-02-05T02:16:28.2Z,4,REGULAR,3pt,Jump Shot,[],202691,25.706307490144546,79.90196078431373,1610612742,113,114,2025-02-05T02:16:33Z,6150000,False,-150.0,189.0,1,left,K. Thompson 24' 3PT  (12 PTS) (N. Marshall 5 AST),"[202691, 1630230]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.11,Made,12.0,,,,,,N. Marshall,1630230.0,5.0,,,,,,,,,
631,PT02M32.00S,2025-02-05T02:16:51.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,92.59198423127464,50.245098039215684,1610612755,115,114,2025-02-05T02:16:57Z,6170000,False,1.0,17.0,1,right,J. Embiid driving DUNK (26 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.71,Made,26.0,,,,,,,,,,,,,,,,,
632,PT02M15.00S,2025-02-05T02:17:11.7Z,4,REGULAR,turnover,traveling,[],202681,,,1610612742,115,114,2025-02-05T02:17:17Z,6180000,False,,,0,,K. Irving traveling TURNOVER (3 TO),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,,,,,,,,202007.0,,,,3.0,,,,,,,,
633,PT02M06.00S,2025-02-05T02:17:31.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642348,90.22667542706965,48.03921568627451,1610612755,115,114,2025-02-05T02:18:01Z,6190000,False,-10.0,39.0,1,right,MISS J. Edwards driving floating Shot,[1642348],1610612755.0,PHI,driving floating,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
634,PT02M04.00S,2025-02-05T02:17:33.7Z,4,REGULAR,rebound,defensive,[],1630556,,,1610612742,115,114,2025-02-05T02:17:36Z,6200000,False,,,0,,K. Edwards REBOUND (Off:0 Def:4),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,633.0,4.0,4.0,0.0,,,,,,,,,,,,,
635,PT02M00.00S,2025-02-05T02:17:37.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202691,6.783837056504599,94.85294117647058,1610612742,115,114,2025-02-05T02:17:44Z,6210000,False,-224.0,11.0,1,left,MISS K. Thompson running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
636,PT01M57.00S,2025-02-05T02:17:40.7Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,115,114,2025-02-05T02:17:44Z,6220000,False,,,0,,J. Embiid REBOUND (Off:3 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,635.0,9.0,6.0,3.0,,,,,,,,,,,,,
637,PT01M37.00S,2025-02-05T02:18:01.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,67.09921156373193,31.372549019607842,1610612755,115,114,2025-02-05T02:18:08Z,6230000,False,-93.0,257.0,1,right,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
638,PT01M32.00S,2025-02-05T02:18:06.4Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,115,114,2025-02-05T02:18:08Z,6240000,False,,,0,,M. Christie REBOUND (Off:2 Def:6),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,637.0,8.0,6.0,2.0,,,,,,,,,,,,,
639,PT01M28.00S,2025-02-05T02:18:09.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202691,26.231931668856767,82.1078431372549,1610612742,115,114,2025-02-05T02:18:19Z,6250000,False,-161.0,194.0,1,left,MISS K. Thompson 25' running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
640,PT01M26.00S,2025-02-05T02:18:11.0Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612742,115,114,2025-02-05T02:18:19Z,6260000,False,,,0,,N. Marshall REBOUND (Off:1 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,639.0,4.0,3.0,1.0,,,,,,,,,,,,,
641,PT01M26.00S,2025-02-05T02:18:15.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,5.590000152587891,50.0,1610612742,115,116,2025-02-05T02:18:15Z,6270000,False,0.0,0.0,1,left,N. Marshall tip Layup (19 PTS),[1630230],1610612742.0,DAL,tip,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,0.0,Made,19.0,,,,,,,,,,,,,,,,,
642,PT01M19.00S,2025-02-05T02:18:25.6Z,4,REGULAR,foul,offensive,[],203954,,,1610612755,115,116,2025-02-05T02:18:31Z,6280000,False,,,0,,J. Embiid charge offensive FOUL (2 PF),"[203954, 202681]",1610612755.0,PHI,charge,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Irving,202681.0
644,PT01M19.00S,2025-02-05T02:18:25.6Z,4,REGULAR,turnover,offensive foul,[],203954,,,1610612755,115,116,2025-02-05T02:18:25Z,6300000,False,,,0,,J. Embiid offensive foul TURNOVER (5 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,202007.0,,,,5.0,,,,,,,,
645,PT01M02.00S,2025-02-05T02:18:56.7Z,4,REGULAR,turnover,out-of-bounds,[],1630556,,,1610612742,115,116,2025-02-05T02:19:04Z,6310000,False,,,0,,K. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630556],1610612742.0,DAL,bad pass,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Right,,,,,,,,202007.0,,,,1.0,,,,,,,,
646,PT00M43.50S,2025-02-05T02:19:22.0Z,4,REGULAR,turnover,lost ball,[],1630178,,,1610612755,115,116,2025-02-05T02:19:28Z,6320000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 1630230]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,3.0,Marshall,1630230.0,,,,,,
647,PT00M43.50S,2025-02-05T02:19:22.0Z,4,REGULAR,steal,,[],1630230,,,1610612742,115,116,2025-02-05T02:20:41Z,6330000,False,,,0,,N. Marshall STEAL (3 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
648,PT00M39.40S,2025-02-05T02:19:26.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,5.732588699080158,49.26470588235294,1610612742,115,116,2025-02-05T02:19:34Z,6340000,False,4.0,1.0,1,left,MISS N. Marshall running Layup - blocked,"[1630230, 1642348]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,0.4,Missed,,,,,,,,,,,,,Edwards,1642348.0,,,,
649,PT00M39.40S,2025-02-05T02:19:26.1Z,4,REGULAR,block,,[],1642348,,,1610612742,115,116,2025-02-05T02:19:28Z,6350000,False,,,0,,J. Edwards BLOCK (1 BLK),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
650,PT00M36.70S,2025-02-05T02:19:28.8Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612755,115,116,2025-02-05T02:19:34Z,6360000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:5),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,648.0,6.0,5.0,1.0,,,,,,,,,,,,,
651,PT00M34.50S,2025-02-05T02:19:31.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,86.94152431011827,95.09803921568627,1610612755,115,116,2025-02-05T02:19:41Z,6370000,False,225.0,70.0,1,right,MISS T. Maxey running 3PT,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
652,PT00M34.50S,2025-02-05T02:19:31.0Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,115,116,2025-02-05T02:19:41Z,6380000,False,,,0,,J. Embiid REBOUND (Off:4 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,,651.0,10.0,6.0,4.0,,,,,,,,,,,,,
653,PT00M32.60S,2025-02-05T02:19:40.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,89.70105124835742,47.549019607843135,1610612755,115,116,2025-02-05T02:19:46Z,6390000,False,-12.0,44.0,1,right,MISS J. Embiid Layup - blocked,"[203954, 202681]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,Irving,202681.0,,,,
654,PT00M32.60S,2025-02-05T02:19:40.9Z,4,REGULAR,block,,[],202681,,,1610612755,115,116,2025-02-05T02:19:43Z,6400000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
655,PT00M32.60S,2025-02-05T02:19:40.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,115,116,2025-02-05T02:19:46Z,6410000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,653.0,,,,,,,,,,,,,,,,
657,PT00M22.00S,2025-02-05T02:20:17.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,92.19776609724047,51.71568627450981,1610612755,117,116,2025-02-05T02:20:21Z,6430000,False,9.0,21.0,1,right,J. Embiid Layup (28 PTS) (G. Yabusele 4 AST),"[203954, 1627824]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.25,Made,28.0,,,,,,G. Yabusele,1627824.0,4.0,,,,,,,,,
659,PT00M22.00S,2025-02-05T02:21:40.8Z,4,REGULAR,substitution,out,[],1630556,,,1610612742,117,116,2025-02-05T02:21:53Z,6450000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M22.00S,2025-02-05T02:21:40.8Z,4,REGULAR,substitution,in,[],203957,,,1610612742,117,116,2025-02-05T02:21:53Z,6460000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M15.30S,2025-02-05T02:22:10.3Z,4,REGULAR,2pt,Jump Shot,[],1630230,8.360709592641262,33.33333333333333,1610612742,117,116,2025-02-05T02:24:09Z,6470000,False,83.0,26.0,1,left,MISS N. Marshall 8' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,8.73,Missed,,,,,,,,,,,,,,,,,,
662,PT00M11.80S,2025-02-05T02:22:13.8Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,117,116,2025-02-05T02:22:13Z,6480000,False,,,0,,J. Embiid REBOUND (Off:4 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,661.0,11.0,7.0,4.0,,,,,,,,,,,,,
663,PT00M10.30S,2025-02-05T02:22:16.9Z,4,REGULAR,foul,personal,[],202691,,,1610612755,117,116,2025-02-05T02:22:25Z,6490000,False,,,0,,K. Thompson take personal FOUL (2 PF),"[202691, 203954]",1610612742.0,DAL,take,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201639.0,,,,,,,,,2.0,0.0,Embiid,203954.0
666,PT00M10.30S,2025-02-05T02:22:37.7Z,4,REGULAR,substitution,out,[],202691,,,1610612755,117,116,2025-02-05T02:22:45Z,6510000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M10.30S,2025-02-05T02:22:37.7Z,4,REGULAR,substitution,in,[],1630556,,,1610612755,117,116,2025-02-05T02:22:45Z,6520000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M05.40S,2025-02-05T02:22:59.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203957,,,1610612755,117,116,2025-02-05T02:25:31Z,6530000,False,,,0,,D. Exum take personal FOUL (4 PF) (Embiid 2 FT),"[203957, 203954]",1610612742.0,DAL,take,,,Exum,D. Exum,,,,,Above the Break 3,24+ Left Center,,,,,,,,201639.0,,,,,,,,,4.0,0.0,Embiid,203954.0
670,PT00M05.40S,2025-02-05T02:23:30.9Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,118,116,2025-02-05T02:25:09Z,6550000,False,,,0,,J. Embiid Free Throw 1 of 2 (29 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
671,PT00M05.40S,2025-02-05T02:23:30.9Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,118,116,2025-02-05T02:25:09Z,6560000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
672,PT00M05.40S,2025-02-05T02:23:30.9Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,118,116,2025-02-05T02:25:09Z,6570000,False,,,0,,M. Christie REBOUND (Off:2 Def:7),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,671.0,9.0,7.0,2.0,,,,,,,,,,,,,
673,PT00M05.40S,2025-02-05T02:24:55.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,118,116,2025-02-05T02:24:55Z,6580000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M05.40S,2025-02-05T02:25:15.7Z,4,REGULAR,substitution,out,[],1630556,,,1610612742,118,116,2025-02-05T02:25:19Z,6590000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M05.40S,2025-02-05T02:25:15.7Z,4,REGULAR,substitution,in,[],202691,,,1610612742,118,116,2025-02-05T02:25:19Z,6600000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M03.80S,2025-02-05T02:25:38.0Z,4,REGULAR,foul,personal,[],1642348,,,1610612742,118,116,2025-02-05T02:25:45Z,6610000,False,,,0,,J. Edwards take personal FOUL (5 PF),"[1642348, 202681]",1610612755.0,PHI,take,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,202007.0,,,,,,,,,5.0,0.0,Irving,202681.0
679,PT00M00.00S,2025-02-05T02:26:37.6Z,4,REGULAR,period,end,[],0,,,1610612742,118,116,2025-02-05T02:26:37Z,6640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M00.00S,2025-02-05T02:26:39.5Z,4,REGULAR,game,end,[],0,,,0,118,116,2025-02-05T02:26:39Z,6650000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
