actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
273,PT05M07.00S,2022-11-19T23:52:21.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,5.995400788436268,49.26470588235294,1610612761,43,51,2022-11-19T23:52:26Z,2680000,False,4.0,4.0,1,left,S. Barnes driving DUNK (11 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,11.0,,,,,,,,,,,
274,PT04M57.00S,2022-11-19T23:52:31.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.85479632063075,50.73529411764706,1610612737,45,51,2022-11-19T23:52:35Z,2690000,False,4.0,15.0,1,right,T. Young driving Layup (10 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,10.0,,,,,,,,,,,
275,PT04M43.00S,2022-11-19T23:52:44.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,18.347568988173457,35.294117647058826,1610612761,45,51,2022-11-19T23:52:56Z,2700000,False,74.0,120.0,1,left,MISS S. Barnes 14' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,14.07,Missed,,,,,,,,,,,,,,,,,,
276,PT04M41.00S,2022-11-19T23:52:46.9Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,45,51,2022-11-19T23:52:56Z,2710000,False,,,0,,C. Capela REBOUND (Off:3 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,275.0,,,5.0,2.0,3.0,,,,,,,,,,,,
277,PT04M32.00S,2022-11-19T23:52:56.7Z,2,REGULAR,2pt,Jump Shot,[],1629027,94.30026281208936,73.77450980392157,1610612737,47,51,2022-11-19T23:53:01Z,2720000,False,119.0,1.0,1,right,T. Young 11' driving floating Jump Shot (12 PTS) (D. Murray 2 AST),"[1629027, 1627749]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Right,11.89,Made,,,,,,,12.0,D. Murray,1627749.0,2.0,,,,,,,,
279,PT04M09.00S,2022-11-19T23:53:19.8Z,2,REGULAR,turnover,lost ball,[],1627832,,,1610612761,47,51,2022-11-19T23:53:25Z,2740000,False,,,0,,F. VanVleet lost ball TURNOVER (2 TO),"[1627832, 1629027]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,Young,1629027.0,,,,,
280,PT04M09.00S,2022-11-19T23:53:19.8Z,2,REGULAR,steal,,[],1629027,,,1610612737,47,51,2022-11-20T01:15:55Z,2750000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
281,PT04M05.00S,2022-11-19T23:53:24.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,91.80354796320631,50.73529411764706,1610612737,49,51,2022-11-19T23:53:32Z,2760000,False,4.0,25.0,1,right,J. Collins running DUNK (5 PTS) (T. Young 4 AST),"[1628381, 1629027]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,5.0,T. Young,1629027.0,4.0,,,,,,,,
283,PT04M05.00S,2022-11-19T23:53:30.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,49,51,2022-11-19T23:53:30Z,2780000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M51.00S,2022-11-19T23:56:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,17.296320630749015,41.911764705882355,1610612761,49,51,2022-11-19T23:56:47Z,2790000,False,40.0,110.0,1,left,MISS S. Barnes 11' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.73,Missed,,,,,,,,,,,,,,,,,,
285,PT03M48.00S,2022-11-19T23:56:42.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,49,51,2022-11-19T23:56:47Z,2800000,False,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,284.0,,,6.0,3.0,3.0,,,,,,,,,,,,
286,PT03M44.00S,2022-11-19T23:56:46.8Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629631,75.90341655716163,49.50980392156863,1610612737,49,51,2022-11-19T23:59:07Z,2810000,False,-2.0,174.0,1,right,MISS D. Hunter 17' running pullup Shot,[1629631],1610612737.0,ATL,running pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,17.4,Missed,,,,,,,,,,,,,,,,,,
287,PT03M40.00S,2022-11-19T23:56:50.8Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,49,51,2022-11-19T23:56:56Z,2820000,False,,,0,,T. Young REBOUND (Off:1 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,286.0,,,3.0,2.0,1.0,,,,,,,,,,,,
288,PT03M25.00S,2022-11-19T23:57:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,5.863994743758213,50.245098039215684,1610612761,49,53,2022-11-19T23:57:10Z,2830000,False,-1.0,3.0,1,left,T. Young Layup (10 PTS) (O. Anunoby 4 AST),"[201152, 1628384]",1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,10.0,O. Anunoby,1628384.0,4.0,,,,,,,,
290,PT03M14.00S,2022-11-19T23:57:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.38042049934296,49.754901960784316,1610612737,51,53,2022-11-19T23:57:21Z,2850000,False,-1.0,10.0,1,right,C. Capela alley-oop DUNK (10 PTS) (T. Young 5 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,10.0,T. Young,1629027.0,5.0,,,,,,,,
292,PT03M02.00S,2022-11-19T23:57:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,8.229303547963205,41.911764705882355,1610612761,51,55,2022-11-20T00:00:05Z,2870000,False,40.0,25.0,1,left,J. Hernangomez driving Layup (8 PTS) (T. Young 2 AST),"[1627823, 201152]",1610612761.0,TOR,driving,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,,,,,,,8.0,T. Young,201152.0,2.0,,,,,,,,
293,PT03M02.00S,2022-11-19T23:57:39.7Z,2,REGULAR,foul,personal,['1freethrow'],1629027,,,1610612761,51,55,2022-11-19T23:57:51Z,2880000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Hernangomez 1 FT),"[1629027, 1627823]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Hernangomez,1627823.0
296,PT03M02.00S,2022-11-19T23:58:11.4Z,2,REGULAR,freethrow,1 of 1,[],1627823,,,1610612761,51,55,2022-11-19T23:58:22Z,2900000,False,,,0,,MISS J. Hernangomez Free Throw 1 of 1,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT03M00.00S,2022-11-19T23:58:13.4Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,51,55,2022-11-19T23:58:22Z,2910000,False,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,296.0,,,6.0,6.0,0.0,,,,,,,,,,,,
298,PT02M51.00S,2022-11-19T23:58:21.7Z,2,REGULAR,2pt,Jump Shot,[],1629631,82.9993429697766,28.431372549019606,1610612737,51,55,2022-11-19T23:58:26Z,2920000,False,-108.0,107.0,1,right,MISS D. Hunter 15' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,15.21,Missed,,,,,,,,,,,,,,,,,,
299,PT02M48.00S,2022-11-19T23:58:24.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,51,55,2022-11-19T23:58:26Z,2930000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,298.0,,,3.0,2.0,1.0,,,,,,,,,,,,
300,PT02M48.00S,2022-11-19T23:58:27.1Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,51,55,2022-11-19T23:58:37Z,2940000,False,,,0,,S. Barnes lost ball out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,lost ball,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,203177.0,,,,
301,PT02M48.00S,2022-11-19T23:58:36.5Z,2,REGULAR,substitution,out,[],1627749,,,1610612737,51,55,2022-11-19T23:58:40Z,2950000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M48.00S,2022-11-19T23:58:36.5Z,2,REGULAR,substitution,in,[],1631100,,,1610612737,51,55,2022-11-19T23:58:40Z,2960000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M47.00S,2022-11-19T23:58:58.1Z,2,REGULAR,foul,personal,[],1628384,,,1610612737,51,55,2022-11-19T23:59:04Z,2970000,False,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 1628381]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Collins,1628381.0
305,PT02M38.00S,2022-11-19T23:59:38.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,82.7365308804205,14.215686274509803,1610612737,51,55,2022-11-19T23:59:44Z,2990000,False,-179.0,110.0,1,right,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Left,20.99,Missed,,,,,,,,,,,,,,,,,,
306,PT02M36.00S,2022-11-19T23:59:40.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,51,55,2022-11-19T23:59:59Z,3000000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left,,,305.0,,,,,,,,,,,,,,,,,
307,PT02M36.00S,2022-11-19T23:59:43.7Z,2,REGULAR,foul,personal,[],1628381,,,1610612761,51,55,2022-11-20T00:00:03Z,3010000,False,,,0,,J. Collins loose ball personal FOUL (2 PF),"[1628381, 1628384]",1610612737.0,ATL,loose ball,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Anunoby,1628384.0
309,PT02M20.00S,2022-11-20T00:00:49.5Z,2,REGULAR,3pt,Jump Shot,[],201152,31.488173455978973,38.48039215686275,1610612761,51,55,2022-11-20T00:00:59Z,3030000,False,58.0,243.0,1,left,MISS T. Young 25' 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.02,Missed,,,,,,,,,,,,,,,,,,
310,PT02M17.00S,2022-11-20T00:00:52.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,51,55,2022-11-20T00:00:59Z,3040000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Center,,,309.0,,,,,,,,,,,,,,,,,
312,PT02M05.00S,2022-11-20T00:01:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.9862023653088,50.245098039215684,1610612737,51,55,2022-11-20T00:01:25Z,3060000,False,1.0,13.0,1,right,MISS D. Hunter driving Layup - blocked,"[1629631, 1630567]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.35,Missed,,Barnes,1630567.0,,,,,,,,,,,,,,,
313,PT02M05.00S,2022-11-20T00:01:20.1Z,2,REGULAR,block,,[],1630567,,,1610612737,51,55,2022-11-20T00:01:23Z,3070000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
314,PT02M00.00S,2022-11-20T00:01:25.1Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,51,55,2022-11-20T00:01:25Z,3080000,False,,,0,,C. Capela REBOUND (Off:4 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,312.0,,,7.0,3.0,4.0,,,,,,,,,,,,
315,PT02M00.00S,2022-11-20T00:01:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,53,55,2022-11-20T00:01:25Z,3090000,False,0.0,0.0,1,right,C. Capela putback Layup (12 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,12.0,,,,,,,,,,,
316,PT01M44.00S,2022-11-20T00:01:43.1Z,2,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,53,55,2022-11-20T00:01:50Z,3100000,False,,,0,,O. Anunoby bad pass out-of-bounds TURNOVER (4 TO),[1628384],1610612761.0,TOR,bad pass,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,4.0,,,1151.0,,,,
317,PT01M44.00S,2022-11-20T00:01:48.1Z,2,REGULAR,substitution,out,[],1628384,,,1610612737,53,55,2022-11-20T00:01:51Z,3110000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M44.00S,2022-11-20T00:01:48.1Z,2,REGULAR,substitution,in,[],1630201,,,1610612737,53,55,2022-11-20T00:01:51Z,3120000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M28.00S,2022-11-20T00:02:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,91.01511169513797,43.38235294117647,1610612737,53,55,2022-11-20T00:02:19Z,3130000,False,-33.0,32.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
320,PT01M23.00S,2022-11-20T00:02:17.6Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,53,55,2022-11-20T00:02:19Z,3140000,False,,,0,,C. Capela REBOUND (Off:5 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,319.0,,,8.0,3.0,5.0,,,,,,,,,,,,
321,PT01M23.00S,2022-11-20T00:02:17.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,94.40999984741211,50.0,1610612737,55,55,2022-11-20T00:02:17Z,3150000,False,0.0,0.0,1,right,C. Capela tip DUNK (14 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,14.0,,,,,,,,,,,
322,PT01M11.00S,2022-11-20T00:02:29.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201152,5.732588699080158,49.26470588235294,1610612761,55,57,2022-11-20T00:02:35Z,3160000,False,4.0,1.0,1,left,T. Young reverse Layup (12 PTS) (F. VanVleet 3 AST),"[201152, 1627832]",1610612761.0,TOR,reverse,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.4,Made,,,,,,,12.0,F. VanVleet,1627832.0,3.0,,,,,,,,
325,PT00M52.80S,2022-11-20T00:03:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,81.02825229960578,36.029411764705884,1610612737,55,57,2022-11-20T00:03:17Z,3190000,False,-70.0,126.0,1,right,MISS A. Griffin 14' pullup Shot,[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,14.39,Missed,,,,,,,,,,,,,,,,,,
326,PT00M49.60S,2022-11-20T00:03:16.0Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612761,55,57,2022-11-20T00:03:17Z,3200000,False,,,0,,J. Hernangomez REBOUND (Off:1 Def:4),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),8-16 Center,,,325.0,,,5.0,4.0,1.0,,,,,,,,,,,,
327,PT00M29.70S,2022-11-20T00:03:35.7Z,2,REGULAR,2pt,Jump Shot,[],1627823,24.655059132720105,43.872549019607845,1610612761,55,57,2022-11-20T00:04:11Z,3210000,False,31.0,179.0,1,left,MISS J. Hernangomez 18' pullup Shot,[1627823],1610612761.0,TOR,pullup,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,16-24 Center,18.19,Missed,,,,,,,,,,,,,,,,,,
328,PT00M28.30S,2022-11-20T00:03:37.1Z,2,REGULAR,rebound,offensive,[],201152,,,1610612761,55,57,2022-11-20T00:03:43Z,3220000,False,,,0,,T. Young REBOUND (Off:2 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,327.0,,,4.0,2.0,2.0,,,,,,,,,,,,
329,PT00M28.30S,2022-11-20T00:03:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,5.590000152587891,50.0,1610612761,55,59,2022-11-20T00:03:41Z,3230000,False,0.0,0.0,1,left,T. Young tip Layup (14 PTS),[201152],1610612761.0,TOR,tip,,,Young,T. Young,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,14.0,,,,,,,,,,,
330,PT00M05.60S,2022-11-20T00:04:05.8Z,2,REGULAR,foul,offensive,[],1629027,,,1610612737,55,59,2022-11-20T00:04:21Z,3240000,False,,,0,,T. Young offensive FOUL (2 PF),"[1629027, 1630567]",1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Barnes,1630567.0
332,PT00M05.60S,2022-11-20T00:04:05.8Z,2,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,55,59,2022-11-20T00:04:05Z,3260000,False,,,0,,T. Young offensive foul TURNOVER (2 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,2.0,,,202049.0,,,,
333,PT00M05.20S,2022-11-20T00:04:26.7Z,2,REGULAR,foul,technical,['1freethrow'],1778,,,1610612761,55,59,2022-11-20T00:04:44Z,3270000,False,,,0,,TEAM foul technical,[1778],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,
334,PT00M05.20S,2022-11-20T00:04:48.0Z,2,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,55,60,2022-11-20T00:04:48Z,3280000,False,,,0,,F. VanVleet technical Free Throw 1 of 1 (12 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
335,PT00M05.20S,2022-11-20T00:05:04.7Z,2,REGULAR,substitution,out,[],1629027,,,1610612761,55,60,2022-11-20T00:05:10Z,3290000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M05.20S,2022-11-20T00:05:04.7Z,2,REGULAR,substitution,in,[],1628988,,,1610612761,55,60,2022-11-20T00:05:10Z,3300000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M00.30S,2022-11-20T00:05:27.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630567,6.915243101182654,47.30392156862745,1610612761,55,62,2022-11-20T00:08:04Z,3310000,False,13.0,13.0,1,left,S. Barnes driving Layup (13 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,13.0,,,,,,,,,,,
338,PT00M00.30S,2022-11-20T00:05:32.9Z,2,REGULAR,violation,defensive goaltending,[],1628381,,,1610612761,55,62,2022-11-20T00:08:12Z,3320000,False,,,0,,J. Collins defensive goaltending VIOLATION,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,
767,PT00M00.30S,2022-11-20T00:05:36.4Z,2,REGULAR,substitution,out,[],1630201,,,1610612737,55,62,2022-11-20T02:01:55Z,3327500,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
768,PT00M00.30S,2022-11-20T00:05:36.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612737,55,62,2022-11-20T02:01:55Z,3328750,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M00.00S,2022-11-20T00:05:37.6Z,2,REGULAR,period,end,[],0,,,1610612737,55,62,2022-11-20T00:05:37Z,3330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-11-20T00:22:47.3Z,3,REGULAR,substitution,out,['startperiod'],1631100,,,1610612737,55,62,2022-11-20T00:23:07Z,3340000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-11-20T00:22:47.3Z,3,REGULAR,substitution,out,['startperiod'],1628988,,,1610612737,55,62,2022-11-20T00:23:07Z,3350000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-11-20T00:22:47.3Z,3,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,55,62,2022-11-20T00:23:07Z,3360000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-11-20T00:22:47.3Z,3,REGULAR,substitution,in,['startperiod'],1629027,,,1610612737,55,62,2022-11-20T00:23:07Z,3370000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-11-20T00:23:19.2Z,3,REGULAR,period,start,[],0,,,1610612761,55,62,2022-11-20T00:23:19Z,3380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M51.00S,2022-11-20T00:23:27.4Z,3,REGULAR,3pt,Jump Shot,[],1627832,67.49342969776609,58.57843137254902,1610612761,55,62,2022-11-20T00:23:33Z,3390000,False,43.0,253.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
349,PT11M47.00S,2022-11-20T00:23:31.4Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,55,62,2022-11-20T00:23:33Z,3400000,False,,,0,,J. Collins REBOUND (Off:0 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,348.0,,,7.0,7.0,0.0,,,,,,,,,,,,
350,PT11M35.00S,2022-11-20T00:23:43.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.668199737187912,44.36274509803921,1610612737,57,62,2022-11-20T00:23:47Z,3410000,False,28.0,85.0,1,left,T. Young 8' driving floating Jump Shot (14 PTS) (J. Collins 3 AST),"[1629027, 1628381]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.99,Made,,,,,,,14.0,J. Collins,1628381.0,3.0,,,,,,,,
351,PT11M14.00S,2022-11-20T00:24:04.0Z,3,REGULAR,2pt,Jump Shot,[],1628384,74.19513797634691,31.862745098039213,1610612761,57,62,2022-11-20T00:24:09Z,3420000,False,-91.0,190.0,1,right,MISS O. Anunoby 21' pullup Shot,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,21.06,Missed,,,,,,,,,,,,,,,,,,
352,PT11M11.00S,2022-11-20T00:24:07.0Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,57,62,2022-11-20T00:24:09Z,3430000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,351.0,,,1.0,1.0,0.0,,,,,,,,,,,,
353,PT11M07.00S,2022-11-20T00:24:11.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.521024967148489,47.05882352941176,1610612737,59,62,2022-11-20T00:24:18Z,3440000,False,15.0,9.0,1,left,T. Young running Layup (16 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,16.0,,,,,,,,,,,
354,PT10M54.00S,2022-11-20T00:24:24.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,70.64717477003943,21.568627450980394,1610612761,59,62,2022-11-20T00:24:29Z,3450000,False,-142.0,223.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
355,PT10M50.00S,2022-11-20T00:24:28.6Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,59,62,2022-11-20T00:24:29Z,3460000,False,,,0,,J. Collins REBOUND (Off:0 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,354.0,,,8.0,8.0,0.0,,,,,,,,,,,,
