actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
426,PT03M23.00S,2022-10-20T01:08:47.6Z,3,REGULAR,3pt,Jump Shot,[],1630224,68.28186596583443,33.33333333333333,1610612745,77,69,2022-10-20T01:08:53Z,4250000,-83.0,246.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
427,PT03M18.00S,2022-10-20T01:08:52.6Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,77,69,2022-10-20T01:08:53Z,4260000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,426.0,1.0,1.0,0.0,,,,,,,,,,,,,
428,PT03M15.00S,2022-10-20T01:08:56.6Z,3,REGULAR,turnover,bad pass,[],1628988,,,1610612737,77,69,2022-10-20T01:09:01Z,4270000,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1629645]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0
429,PT03M15.00S,2022-10-20T01:08:56.6Z,3,REGULAR,steal,,[],1629645,,,1610612745,77,69,2022-10-20T01:08:58Z,4280000,,,0,,K. Porter Jr. STEAL (2 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
430,PT03M11.00S,2022-10-20T01:09:00.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629645,93.38042049934296,49.26470588235294,1610612745,77,71,2022-10-20T01:09:08Z,4290000,-4.0,10.0,1,right,K. Porter Jr. driving DUNK (15 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.04,Made,15.0,,,,,,,,,,,,,,,,,
431,PT02M57.00S,2022-10-20T01:09:24.9Z,3,REGULAR,foul,offensive,[],1629027,,,1610612737,77,71,2022-10-20T01:09:41Z,4300000,,,0,,T. Young offensive FOUL (1 PF),"[1629027, 1630231]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2530.0,1.0,0.0,Martin Jr.,1630231.0,,,
433,PT02M57.00S,2022-10-20T01:09:24.9Z,3,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,77,71,2022-10-20T01:09:24Z,4320000,,,0,,T. Young offensive foul TURNOVER (3 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2530.0,,,,,3.0,,
434,PT02M57.00S,2022-10-20T01:09:38.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,77,71,2022-10-20T01:09:38Z,4330000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M57.00S,2022-10-20T01:11:28.0Z,3,REGULAR,substitution,out,[],1629631,,,1610612745,77,71,2022-10-20T01:11:47Z,4340000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M57.00S,2022-10-20T01:11:28.0Z,3,REGULAR,substitution,out,[],203991,,,1610612745,77,71,2022-10-20T01:11:47Z,4350000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M57.00S,2022-10-20T01:11:28.0Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,77,71,2022-10-20T01:11:47Z,4360000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M57.00S,2022-10-20T01:11:28.0Z,3,REGULAR,substitution,in,[],203200,,,1610612745,77,71,2022-10-20T01:11:47Z,4370000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M57.00S,2022-10-20T01:11:28.0Z,3,REGULAR,substitution,in,[],1630168,,,1610612745,77,71,2022-10-20T01:11:47Z,4380000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M57.00S,2022-10-20T01:11:28.0Z,3,REGULAR,substitution,in,[],201569,,,1610612745,77,71,2022-10-20T01:11:47Z,4390000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M36.00S,2022-10-20T01:12:37.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,92.85479632063075,50.49019607843137,1610612745,77,71,2022-10-20T01:12:45Z,4400000,2.0,15.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
442,PT02M32.00S,2022-10-20T01:12:40.9Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,77,71,2022-10-20T01:12:40Z,4410000,,,0,,T. Eason REBOUND (Off:1 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,441.0,4.0,3.0,1.0,,,,,,,,,,,,,
443,PT02M32.00S,2022-10-20T01:12:40.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631106,94.40999984741211,50.0,1610612745,77,71,2022-10-20T01:12:40Z,4420000,0.0,0.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
444,PT02M31.00S,2022-10-20T01:12:42.0Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,77,71,2022-10-20T01:12:42Z,4430000,,,0,,T. Eason REBOUND (Off:2 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,,443.0,5.0,3.0,2.0,,,,,,,,,,,,,
445,PT02M31.00S,2022-10-20T01:12:42.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631106,94.40999984741211,50.0,1610612745,77,71,2022-10-20T01:12:42Z,4440000,0.0,0.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
446,PT02M30.00S,2022-10-20T01:12:43.1Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,77,71,2022-10-20T01:12:43Z,4450000,,,0,,T. Eason REBOUND (Off:3 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,,,,445.0,6.0,3.0,3.0,,,,,,,,,,,,,
447,PT02M30.00S,2022-10-20T01:12:43.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631106,94.40999984741211,50.0,1610612745,77,73,2022-10-20T01:12:43Z,4460000,0.0,0.0,1,right,T. Eason tip Layup (8 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
448,PT02M17.00S,2022-10-20T01:12:55.7Z,3,REGULAR,3pt,Jump Shot,[],203200,8.229303547963205,5.88235294117647,1610612737,80,73,2022-10-20T01:13:02Z,4470000,221.0,25.0,1,left,J. Holiday 3PT  (3 PTS) (T. Young 11 AST),"[203200, 1629027]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.2,Made,3.0,,,,,,,T. Young,1629027.0,11.0,,,,,,,,
450,PT01M59.00S,2022-10-20T01:13:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,89.56964520367937,50.49019607843137,1610612745,80,73,2022-10-20T01:13:21Z,4490000,2.0,46.0,1,right,MISS K. Porter Jr. Layup,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,,
451,PT01M56.00S,2022-10-20T01:13:17.2Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,80,73,2022-10-20T01:13:21Z,4500000,,,0,,O. Okongwu REBOUND (Off:0 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,450.0,7.0,7.0,0.0,,,,,,,,,,,,,
452,PT01M43.00S,2022-10-20T01:13:30.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.30946123521682,48.529411764705884,1610612737,80,73,2022-10-20T01:13:36Z,4510000,7.0,16.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
453,PT01M40.00S,2022-10-20T01:13:33.1Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,80,73,2022-10-20T01:13:36Z,4520000,,,0,,A. Sengun REBOUND (Off:3 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,452.0,7.0,4.0,3.0,,,,,,,,,,,,,
454,PT01M35.00S,2022-10-20T01:13:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201569,92.9862023653088,49.50980392156863,1610612745,80,75,2022-10-20T01:13:46Z,4530000,-2.0,13.0,1,right,E. Gordon running Layup (7 PTS),[201569],1610612745.0,HOU,running,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,1.36,Made,7.0,,,,,,,,,,,,,,,,,
455,PT01M22.00S,2022-10-20T01:13:51.2Z,3,REGULAR,3pt,Jump Shot,[],203200,31.61957950065703,45.83333333333333,1610612737,80,75,2022-10-20T01:13:57Z,4540000,21.0,245.0,1,left,MISS J. Holiday 24' pullup 3PT,[203200],1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,24.56,Missed,,,,,,,,,,,,,,,,,,
456,PT01M19.00S,2022-10-20T01:13:54.2Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,80,75,2022-10-20T01:13:57Z,4550000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:4),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,455.0,4.0,4.0,0.0,,,,,,,,,,,,,
457,PT01M13.00S,2022-10-20T01:14:01.8Z,3,REGULAR,foul,personal,['2freethrow'],203200,,,1610612745,80,75,2022-10-20T01:14:40Z,4560000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[203200, 1630231]",1610612737.0,ATL,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,2.0,0.0,Martin Jr.,1630231.0,,,
459,PT01M13.00S,2022-10-20T01:14:41.2Z,3,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,80,76,2022-10-20T01:14:41Z,4580000,,,0,,K. Martin Jr. Free Throw 1 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
460,PT01M13.00S,2022-10-20T01:14:42.3Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,80,76,2022-10-20T01:14:52Z,4590000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT01M13.00S,2022-10-20T01:14:42.3Z,3,REGULAR,substitution,in,[],1629726,,,1610612745,80,76,2022-10-20T01:14:52Z,4600000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M13.00S,2022-10-20T01:15:25.2Z,3,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,80,77,2022-10-20T01:15:25Z,4620000,,,0,,K. Martin Jr. Free Throw 2 of 2 (4 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
464,PT00M52.30S,2022-10-20T01:15:48.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,7.703679369250986,40.931372549019606,1610612737,82,77,2022-10-20T01:15:55Z,4630000,45.0,20.0,1,left,O. Okongwu driving Layup (9 PTS) (J. Holiday 1 AST),"[1630168, 203200]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,9.0,,,,,,,J. Holiday,203200.0,1.0,,,,,,,,
465,PT00M39.90S,2022-10-20T01:16:02.9Z,3,REGULAR,3pt,Jump Shot,[],1630578,65.65374507227332,41.17647058823529,1610612745,82,80,2022-10-20T01:16:08Z,4640000,-44.0,270.0,1,right,A. Sengun 27' 3PT  (11 PTS) (E. Gordon 3 AST),"[1630578, 201569]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,27.4,Made,11.0,,,,,,,E. Gordon,201569.0,3.0,,,,,,,,
467,PT00M26.10S,2022-10-20T01:16:20.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,10.33180026281209,41.911764705882355,1610612737,82,80,2022-10-20T01:16:27Z,4660000,40.0,45.0,1,left,MISS A. Holiday 6' driving Layup,[1628988],1610612737.0,ATL,driving,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
468,PT00M23.40S,2022-10-20T01:16:23.6Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,82,80,2022-10-20T01:16:23Z,4670000,,,0,,O. Okongwu REBOUND (Off:1 Def:7),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,467.0,8.0,7.0,1.0,,,,,,,,,,,,,
469,PT00M13.50S,2022-10-20T01:16:33.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,9.806176084099869,35.294117647058826,1610612737,84,80,2022-10-20T01:16:39Z,4680000,74.0,40.0,1,left,T. Young 8' driving floating bank Jump Shot (19 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,8.35,Made,19.0,,,,,,,,,,,,,,,,,
470,PT00M00.00S,2022-10-20T01:16:50.4Z,3,REGULAR,3pt,Jump Shot,[],1630578,67.62483574244416,65.44117647058823,1610612745,84,80,2022-10-20T01:16:57Z,4690000,77.0,252.0,1,right,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
471,PT00M00.00S,2022-10-20T01:16:53.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,84,80,2022-10-20T01:16:53Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Center,,,,470.0,,,,,,,,,,,,,,,,
472,PT00M00.00S,2022-10-20T01:16:55.4Z,3,REGULAR,period,end,[],0,,,1610612745,84,80,2022-10-20T01:16:55Z,4710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-10-20T01:18:17.3Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612745,84,80,2022-10-20T01:19:33Z,4720000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-10-20T01:18:17.3Z,4,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,84,80,2022-10-20T01:19:33Z,4730000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-10-20T01:18:17.3Z,4,REGULAR,substitution,in,['startperiod'],1627749,,,1610612745,84,80,2022-10-20T01:19:33Z,4740000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-10-20T01:18:17.3Z,4,REGULAR,substitution,in,['startperiod'],1630528,,,1610612745,84,80,2022-10-20T01:19:33Z,4750000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-10-20T01:19:41.9Z,4,REGULAR,period,start,[],0,,,1610612737,84,80,2022-10-20T01:19:41Z,4760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M43.00S,2022-10-20T01:19:58.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,10.85742444152431,47.30392156862745,1610612737,84,80,2022-10-20T01:20:05Z,4770000,13.0,50.0,1,left,MISS O. Okongwu driving Hook,[1630168],1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,
479,PT11M39.00S,2022-10-20T01:20:02.3Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,84,80,2022-10-20T01:20:05Z,4780000,,,0,,T. Eason REBOUND (Off:3 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,478.0,7.0,4.0,3.0,,,,,,,,,,,,,
480,PT11M31.00S,2022-10-20T01:20:10.0Z,4,REGULAR,turnover,bad pass,[],1630578,,,1610612745,84,80,2022-10-20T01:20:15Z,4790000,,,0,,A. Sengun bad pass TURNOVER (4 TO),"[1630578, 203200]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,4.0,Holiday,203200.0
481,PT11M31.00S,2022-10-20T01:20:10.0Z,4,REGULAR,steal,,[],203200,,,1610612737,84,80,2022-10-20T01:20:11Z,4800000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
482,PT11M25.00S,2022-10-20T01:20:15.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628988,24.655059132720105,16.42156862745098,1610612737,87,80,2022-10-20T01:20:23Z,4810000,168.0,179.0,1,left,A. Holiday 24' 3PT running pullup (5 PTS) (D. Murray 9 AST),"[1628988, 1627749]",1610612737.0,ATL,running pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,24.56,Made,5.0,,,,,,,D. Murray,1627749.0,9.0,,,,,,,,
484,PT11M04.00S,2022-10-20T01:20:36.3Z,4,REGULAR,3pt,Jump Shot,[],1629726,69.59592641261499,26.47058823529412,1610612745,87,80,2022-10-20T01:20:46Z,4830000,-118.0,233.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
485,PT10M59.00S,2022-10-20T01:20:41.3Z,4,REGULAR,rebound,defensive,[],1627749,,,1610612737,87,80,2022-10-20T01:20:46Z,4840000,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,484.0,5.0,5.0,0.0,,,,,,,,,,,,,
486,PT10M57.00S,2022-10-20T01:20:43.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630552,5.732588699080158,47.30392156862745,1610612737,89,80,2022-10-20T01:20:54Z,4850000,13.0,1.0,1,left,J. Johnson running Layup (5 PTS) (J. Holiday 2 AST),"[1630552, 203200]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.36,Made,5.0,,,,,,,J. Holiday,203200.0,2.0,,,,,,,,
488,PT10M39.00S,2022-10-20T01:21:01.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.85479632063075,50.49019607843137,1610612745,89,82,2022-10-20T01:21:08Z,4870000,2.0,15.0,1,right,A. Sengun reverse Layup (13 PTS) (J. Christopher 2 AST),"[1630578, 1630528]",1610612745.0,HOU,reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.49,Made,13.0,,,,,,,J. Christopher,1630528.0,2.0,,,,,,,,
491,PT10M22.00S,2022-10-20T01:21:22.9Z,4,REGULAR,foul,personal,[],1629726,,,1610612737,89,82,2022-10-20T01:21:29Z,4890000,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 203200]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2530.0,1.0,0.0,Holiday,203200.0,,,
493,PT10M18.00S,2022-10-20T01:21:42.5Z,4,REGULAR,2pt,Jump Shot,[],1627749,24.52365308804205,58.08823529411765,1610612737,91,82,2022-10-20T01:22:02Z,4910000,-40.0,178.0,1,left,D. Murray 18' pullup Jump Shot (13 PTS) (J. Holiday 3 AST),"[1627749, 203200]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,18.25,Made,13.0,,,,,,,J. Holiday,203200.0,3.0,,,,,,,,
495,PT09M57.00S,2022-10-20T01:22:02.6Z,4,REGULAR,3pt,Jump Shot,[],201569,74.32654402102497,85.29411764705883,1610612745,91,82,2022-10-20T01:22:08Z,4930000,176.0,189.0,1,right,MISS E. Gordon 25' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
496,PT09M54.00S,2022-10-20T01:22:05.6Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,91,82,2022-10-20T01:22:08Z,4940000,,,0,,O. Okongwu REBOUND (Off:1 Def:8),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,495.0,9.0,8.0,1.0,,,,,,,,,,,,,
497,PT09M45.00S,2022-10-20T01:22:15.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,17.95335085413929,41.42156862745098,1610612737,91,82,2022-10-20T01:22:21Z,4950000,43.0,116.0,1,left,MISS A. Holiday 12' driving floating Shot,[1628988],1610612737.0,ATL,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,12.4,Missed,,,,,,,,,,,,,,,,,,
498,PT09M41.00S,2022-10-20T01:22:19.4Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612745,91,82,2022-10-20T01:22:21Z,4960000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),8-16 Center,,,,497.0,1.0,1.0,0.0,,,,,,,,,,,,,
499,PT09M36.00S,2022-10-20T01:22:27.2Z,4,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612745,91,82,2022-10-20T01:22:50Z,4970000,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Gordon 2 FT),"[1630168, 201569]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2530.0,3.0,0.0,Gordon,201569.0,,,
501,PT09M36.00S,2022-10-20T01:22:54.4Z,4,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,91,83,2022-10-20T01:22:54Z,4990000,,,0,,E. Gordon Free Throw 1 of 2 (8 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
502,PT09M36.00S,2022-10-20T01:22:56.5Z,4,REGULAR,substitution,out,[],1630552,,,1610612745,91,83,2022-10-20T01:23:02Z,5000000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M36.00S,2022-10-20T01:22:56.5Z,4,REGULAR,substitution,out,[],1631106,,,1610612745,91,83,2022-10-20T01:23:02Z,5010000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M36.00S,2022-10-20T01:22:56.5Z,4,REGULAR,substitution,in,[],1628381,,,1610612745,91,83,2022-10-20T01:23:02Z,5020000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M36.00S,2022-10-20T01:22:56.5Z,4,REGULAR,substitution,in,[],1631095,,,1610612745,91,83,2022-10-20T01:23:02Z,5030000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M36.00S,2022-10-20T01:23:14.2Z,4,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,91,84,2022-10-20T01:23:14Z,5040000,,,0,,E. Gordon Free Throw 2 of 2 (9 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
507,PT09M22.00S,2022-10-20T01:23:30.9Z,4,REGULAR,2pt,Jump Shot,[],1627749,13.87976346911958,78.43137254901961,1610612737,91,84,2022-10-20T01:23:36Z,5050000,-142.0,78.0,1,left,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,16.22,Missed,,,,,,,,,,,,,,,,,,
508,PT09M19.00S,2022-10-20T01:23:33.9Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,91,84,2022-10-20T01:23:36Z,5060000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left,,,,507.0,4.0,3.0,1.0,,,,,,,,,,,,,
