actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
608,PT02M55.00S,2022-10-28T02:09:44.1Z,4,REGULAR,substitution,in,[],1629026,,,1610612746,116,104,2022-10-28T02:10:01Z,5980000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT02M38.00S,2022-10-28T02:10:16.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,89.83245729303549,42.15686274509804,1610612746,116,104,2022-10-28T02:10:22Z,5990000,-39.0,43.0,1,right,MISS I. Zubac turnaround Shot,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
610,PT02M35.00S,2022-10-28T02:10:19.4Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,116,104,2022-10-28T02:10:22Z,6000000,,,0,,A. Wiggins REBOUND (Off:1 Def:4),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,609.0,5.0,4.0,1.0,,
611,PT02M21.00S,2022-10-28T02:10:33.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,15.456636005256241,58.82352941176471,1610612760,116,104,2022-10-28T02:10:37Z,6010000,-44.0,93.0,1,left,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,10.27,Missed,,,,,,,,,,,,,,,,,,
612,PT02M20.00S,2022-10-28T02:10:34.0Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,116,104,2022-10-28T02:10:37Z,6020000,,,0,,P. George REBOUND (Off:0 Def:7),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,611.0,7.0,7.0,0.0,,
613,PT02M15.00S,2022-10-28T02:10:42.2Z,4,REGULAR,turnover,out-of-bounds,[],202322,,,1610612746,116,104,2022-10-28T02:10:53Z,6030000,,,0,,J. Wall step out-of-bounds TURNOVER (1 TO),[202322],1610612746.0,LAC,step,,,Wall,J. Wall,,,,,Restricted Area,0-8 Center,,,,101283.0,,,,,,,,1.0,,,,,,,,
615,PT01M53.00S,2022-10-28T02:11:16.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628983,13.748357424441524,61.274509803921575,1610612760,118,104,2022-10-28T02:37:09Z,6050000,-56.0,77.0,1,left,S. Gilgeous-Alexander 9' step back Jump Shot (24 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,9.52,Made,24.0,,,,,,,,,,,,,,,,,
617,PT01M47.00S,2022-10-28T02:11:29.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,118,104,2022-10-28T02:11:34Z,6070000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,out,[],202704,,,1610612746,118,104,2022-10-28T02:12:50Z,6080000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,out,[],202322,,,1610612746,118,104,2022-10-28T02:12:50Z,6090000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,out,[],202331,,,1610612746,118,104,2022-10-28T02:12:50Z,6100000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,out,[],1626181,,,1610612746,118,104,2022-10-28T02:12:50Z,6110000,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,118,104,2022-10-28T02:12:50Z,6120000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,in,[],1629650,,,1610612746,118,104,2022-10-28T02:12:50Z,6130000,,,0,,SUB in: M. Brown,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,in,[],1630527,,,1610612746,118,104,2022-10-28T02:12:50Z,6140000,,,0,,SUB in: B. Boston,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,in,[],1629599,,,1610612746,118,104,2022-10-28T02:12:50Z,6150000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,in,[],1631217,,,1610612746,118,104,2022-10-28T02:12:50Z,6160000,,,0,,SUB in: M. Diabate,[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M47.00S,2022-10-28T02:12:34.0Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,118,104,2022-10-28T02:12:50Z,6170000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M41.00S,2022-10-28T02:13:04.8Z,4,REGULAR,2pt,Jump Shot,[],1629599,85.62746386333771,71.07843137254902,1610612746,118,104,2022-10-28T02:13:10Z,6180000,105.0,83.0,1,right,MISS A. Coffey 13' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,13.39,Missed,,,,,,,,,,,,,,,,,,
629,PT01M37.00S,2022-10-28T02:13:08.8Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,118,104,2022-10-28T02:13:10Z,6190000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,628.0,3.0,2.0,1.0,,
630,PT01M32.00S,2022-10-28T02:13:12.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,6.521024967148489,54.90196078431373,1610612760,118,104,2022-10-28T02:38:25Z,6200000,-25.0,9.0,1,left,MISS S. Gilgeous-Alexander running Layup,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
631,PT01M30.00S,2022-10-28T02:13:14.5Z,4,REGULAR,rebound,defensive,[],1631217,,,1610612746,118,104,2022-10-28T02:13:18Z,6210000,,,0,,M. Diabate REBOUND (Off:0 Def:1),[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,630.0,1.0,1.0,0.0,,
632,PT01M26.00S,2022-10-28T02:13:20.3Z,4,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612746,118,104,2022-10-28T02:13:29Z,6220000,,,0,,A. Wiggins shooting personal FOUL (3 PF) (Brown 2 FT),"[1630598, 1629650]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1627539.0,3.0,0.0,Brown,1629650.0,,,,,,,,,,,,
634,PT01M26.00S,2022-10-28T02:13:45.0Z,4,REGULAR,freethrow,1 of 2,[],1629650,,,1610612746,118,104,2022-10-28T02:13:45Z,6240000,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
635,PT01M26.00S,2022-10-28T02:13:45.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,118,104,2022-10-28T02:13:45Z,6250000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,634.0,,,,,
636,PT01M26.00S,2022-10-28T02:13:58.1Z,4,REGULAR,freethrow,2 of 2,[],1629650,,,1610612746,118,105,2022-10-28T02:13:58Z,6260000,,,0,,M. Brown Free Throw 2 of 2 (1 PTS),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
637,PT01M03.00S,2022-10-28T02:14:21.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,11.514454664914586,44.6078431372549,1610612760,118,105,2022-10-28T02:40:28Z,6270000,27.0,56.0,1,left,MISS A. Pokusevski 6' driving Layup - blocked,"[1630197, 1629650]",1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,Brown,1629650.0
638,PT01M03.00S,2022-10-28T02:14:21.5Z,4,REGULAR,block,,[],1629650,,,1610612760,118,105,2022-10-28T02:14:24Z,6280000,,,0,,M. Brown BLOCK (1 BLK),[1629650],1610612746.0,LAC,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
639,PT01M00.00S,2022-10-28T02:14:24.5Z,4,REGULAR,rebound,defensive,[],1631217,,,1610612746,118,105,2022-10-28T02:14:28Z,6290000,,,0,,M. Diabate REBOUND (Off:0 Def:2),[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,637.0,2.0,2.0,0.0,,
640,PT00M57.30S,2022-10-28T02:14:28.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,92.72339027595268,44.36274509803921,1610612746,118,105,2022-10-28T02:14:36Z,6300000,-28.0,16.0,1,right,MISS A. Coffey driving reverse Layup,[1629599],1610612746.0,LAC,driving reverse,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
641,PT00M55.80S,2022-10-28T02:14:29.5Z,4,REGULAR,rebound,defensive,[],1630598,,,1610612760,118,105,2022-10-28T02:14:36Z,6310000,,,0,,A. Wiggins REBOUND (Off:1 Def:5),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,640.0,6.0,5.0,1.0,,
642,PT00M44.50S,2022-10-28T02:14:41.2Z,4,REGULAR,3pt,Jump Shot,[],1629652,27.414586070959263,16.42156862745098,1610612760,118,105,2022-10-28T02:14:53Z,6320000,168.0,205.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
643,PT00M37.60S,2022-10-28T02:14:48.1Z,4,REGULAR,rebound,offensive,[],1630197,,,1610612760,118,105,2022-10-28T02:42:53Z,6330000,,,0,,A. Pokusevski REBOUND (Off:4 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,642.0,6.0,2.0,4.0,,
654,PT00M37.10S,2022-10-28T02:14:46.9Z,4,REGULAR,turnover,bad pass,[],1630197,,,1610612760,118,105,2022-10-28T02:46:49Z,6335000,,,0,,A. Pokusevski bad pass TURNOVER (4 TO),"[1630197, 1631217]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,4.0,Diabate,1631217.0,,,,,,
655,PT00M37.10S,2022-10-28T02:14:46.9Z,4,REGULAR,steal,,[],1631217,,,1610612746,118,105,2022-10-28T02:47:57Z,6337500,,,0,,M. Diabate STEAL (1 STL),[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
644,PT00M33.30S,2022-10-28T02:14:52.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629650,92.85479632063075,54.90196078431373,1610612746,118,107,2022-10-28T02:46:25Z,6340000,25.0,15.0,1,right,M. Brown cutting Layup (3 PTS) (M. Diabate 1 AST),"[1629650, 1631217]",1610612746.0,LAC,cutting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,2.86,Made,3.0,,,,,,M. Diabate,1631217.0,1.0,,,,,,,,,
647,PT00M09.30S,2022-10-28T02:15:26.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,118,107,2022-10-28T02:16:27Z,6370000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,101283.0,,,,,,,,,,,,,,,,
648,PT00M05.60S,2022-10-28T02:15:40.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631217,89.17542706964521,41.911764705882355,1610612746,118,109,2022-10-28T02:44:04Z,6380000,-40.0,49.0,1,right,M. Diabate 6' Hook (2 PTS),[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,2.0,,,,,,,,,,,,,,,,,
649,PT00M05.60S,2022-10-28T02:15:46.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630197,,,1610612746,118,109,2022-10-28T02:15:56Z,6390000,,,0,,A. Pokusevski shooting personal FOUL (3 PF) (Diabate 1 FT),"[1630197, 1631217]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,,,,101283.0,3.0,0.0,Diabate,1631217.0,,,,,,,,,,,,
651,PT00M05.60S,2022-10-28T02:15:59.6Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1631217,,,1610612746,118,110,2022-10-28T02:15:59Z,6410000,,,0,,M. Diabate Free Throw 1 of 1 (3 PTS),[1631217],1610612746.0,LAC,,,,Diabate,M. Diabate,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
652,PT00M00.00S,2022-10-28T02:18:03.4Z,4,REGULAR,period,end,[],0,,,1610612760,118,110,2022-10-28T02:18:03Z,6420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M00.00S,2022-10-28T02:18:07.0Z,4,REGULAR,game,end,[],0,,,0,118,110,2022-10-28T02:18:06Z,6430000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
