actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
439,PT06M11.00S,2023-01-19T02:31:47.1Z,3,REGULAR,foul,personal,[],1631114,,,1610612754,77,63,2023-01-19T02:31:50Z,4370000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1631097]",1610612760.0,OKC,1627519.0,Williams,J. Williams,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,0.0,Mathurin,1631097.0,,,,,
441,PT06M11.00S,2023-01-19T02:31:55.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,77,63,2023-01-19T02:31:55Z,4390000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M50.00S,2023-01-19T02:35:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,87.07293035479631,52.450980392156865,1610612754,77,63,2023-01-19T02:36:49Z,4400000,False,12.0,69.0,1,right,MISS B. Mathurin 7' turnaround Shot - blocked,"[1631097, 1629652]",1610612754.0,IND,,Mathurin,B. Mathurin,turnaround,In The Paint (Non-RA),0-8 Center,7.01,Missed,,,,,,,,,,,,,,,,Dort,1629652.0
443,PT05M50.00S,2023-01-19T02:35:07.8Z,3,REGULAR,block,,[],1629652,,,1610612754,77,63,2023-01-19T02:35:09Z,4410000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,Dort,L. Dort,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
444,PT05M48.00S,2023-01-19T02:35:09.8Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,77,63,2023-01-19T02:35:12Z,4420000,False,,,0,,L. Dort REBOUND (Off:2 Def:6),[1629652],1610612760.0,OKC,,Dort,L. Dort,,In The Paint (Non-RA),0-8 Center,,,,,,,442.0,8.0,6.0,2.0,,,,,,,,,
445,PT05M36.00S,2023-01-19T02:35:21.3Z,3,REGULAR,3pt,Jump Shot,[],1629026,8.09789750328515,3.1862745098039214,1610612760,80,63,2023-01-19T02:35:25Z,4430000,False,234.0,24.0,1,left,K. Williams 3PT  (10 PTS) (J. Williams 4 AST),"[1629026, 1631114]",1610612760.0,OKC,,Williams,K. Williams,,Right Corner 3,24+ Right,23.53,Made,10.0,J. Williams,1631114.0,4.0,,,,,,,,,,,,,
447,PT05M23.00S,2023-01-19T02:35:33.7Z,3,REGULAR,3pt,Jump Shot,[],1627741,81.8166885676741,7.107843137254902,1610612754,80,63,2023-01-19T02:35:39Z,4450000,False,-214.0,118.0,1,right,MISS B. Hield 24' pullup 3PT,[1627741],1610612754.0,IND,,Hield,B. Hield,pullup,Above the Break 3,24+ Left Center,24.5,Missed,,,,,,,,,,,,,,,,,
448,PT05M20.00S,2023-01-19T02:35:37.1Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,80,63,2023-01-19T02:35:37Z,4460000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Left Center,,,,,,,447.0,3.0,2.0,1.0,,,,,,,,,
449,PT05M08.00S,2023-01-19T02:35:48.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629614,88.64980289093299,78.67647058823529,1610612754,80,63,2023-01-19T02:35:53Z,4470000,False,143.0,54.0,1,right,MISS A. Nembhard 15' pullup Shot,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,pullup,Mid-Range,8-16 Right,15.33,Missed,,,,,,,,,,,,,,,,,
450,PT05M06.00S,2023-01-19T02:35:50.8Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,80,63,2023-01-19T02:35:53Z,4480000,False,,,0,,L. Dort REBOUND (Off:2 Def:7),[1629652],1610612760.0,OKC,,Dort,L. Dort,,Mid-Range,8-16 Right,,,,,,,449.0,9.0,7.0,2.0,,,,,,,,,
451,PT05M00.00S,2023-01-19T02:35:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.338370565045992,47.30392156862745,1610612760,82,63,2023-01-19T02:36:06Z,4490000,False,13.0,-2.0,1,left,J. Williams cutting Layup (8 PTS) (J. Giddey 8 AST),"[1631114, 1630581]",1610612760.0,OKC,,Williams,J. Williams,cutting,Restricted Area,0-8 Center,1.37,Made,8.0,J. Giddey,1630581.0,8.0,,,,,,,,,,,,,
453,PT05M00.00S,2023-01-19T02:36:03.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,82,63,2023-01-19T02:36:03Z,4510000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,out,[],1629026,,,1610612754,82,63,2023-01-19T02:38:33Z,4520000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,
455,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,out,[],1631097,,,1610612754,82,63,2023-01-19T02:38:33Z,4530000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,
456,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,82,63,2023-01-19T02:38:33Z,4540000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,
457,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,82,63,2023-01-19T02:38:33Z,4550000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,
458,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,82,63,2023-01-19T02:38:33Z,4560000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,
459,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,in,[],1631119,,,1610612754,82,63,2023-01-19T02:38:33Z,4570000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,
460,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,82,63,2023-01-19T02:38:33Z,4580000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,
461,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,in,[],204456,,,1610612754,82,63,2023-01-19T02:38:33Z,4590000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,
462,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,in,[],1630537,,,1610612754,82,63,2023-01-19T02:38:33Z,4600000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,
463,PT05M00.00S,2023-01-19T02:38:05.5Z,3,REGULAR,substitution,in,[],1630543,,,1610612754,82,63,2023-01-19T02:38:33Z,4610000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,
464,PT04M37.00S,2023-01-19T02:39:12.3Z,3,REGULAR,3pt,Jump Shot,[],1629052,65.39093298291722,56.127450980392155,1610612754,82,63,2023-01-19T02:39:21Z,4620000,False,31.0,273.0,1,right,MISS O. Brissett 27' 3PT,[1629052],1610612754.0,IND,,Brissett,O. Brissett,,Above the Break 3,24+ Center,27.45,Missed,,,,,,,,,,,,,,,,,
465,PT04M35.00S,2023-01-19T02:39:14.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,82,63,2023-01-19T02:39:21Z,4630000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Center,,,,,,,464.0,,,,,,,,,,,,
466,PT04M35.00S,2023-01-19T02:39:18.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,82,63,2023-01-19T02:39:53Z,4640000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,201639.0,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
467,PT04M19.00S,2023-01-19T02:39:43.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,21.895532194480946,46.32352941176471,1610612760,84,63,2023-01-19T02:39:47Z,4650000,False,18.0,153.0,1,left,S. Gilgeous-Alexander 15' pullup Jump Shot (18 PTS) (J. Giddey 9 AST),"[1628983, 1630581]",1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,pullup,Mid-Range,8-16 Center,15.44,Made,18.0,J. Giddey,1630581.0,9.0,,,,,,,,,,,,,
469,PT03M55.00S,2023-01-19T02:40:07.7Z,3,REGULAR,turnover,lost ball,[],1629052,,,1610612754,84,63,2023-01-19T02:58:28Z,4670000,False,,,0,,O. Brissett lost ball TURNOVER (1 TO),"[1629052, 1631114]",1610612754.0,IND,,Brissett,O. Brissett,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Williams,1631114.0,,
470,PT03M55.00S,2023-01-19T02:40:07.7Z,3,REGULAR,steal,,[],1631114,,,1610612760,84,63,2023-01-19T03:07:39Z,4680000,False,,,0,,J. Williams STEAL (2 STL),[1631114],1610612760.0,OKC,,Williams,J. Williams,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
471,PT03M47.00S,2023-01-19T02:40:15.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,32.40801576872536,51.225490196078425,1610612760,87,63,2023-01-19T02:40:19Z,4690000,False,-6.0,252.0,1,left,J. Williams 25' 3PT  (11 PTS) (S. Gilgeous-Alexander 4 AST),"[1631114, 1628983]",1610612760.0,OKC,,Williams,J. Williams,,Above the Break 3,24+ Center,25.22,Made,11.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,
473,PT03M30.00S,2023-01-19T02:40:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,92.85479632063075,47.30392156862745,1610612754,87,65,2023-01-19T02:58:20Z,4710000,False,-13.0,15.0,1,right,I. Jackson cutting Layup (7 PTS) (A. Nembhard 6 AST),"[1630543, 1629614]",1610612754.0,IND,,Jackson,I. Jackson,cutting,Restricted Area,0-8 Center,2.0,Made,7.0,A. Nembhard,1629614.0,6.0,,,,,,,,,,,,,
475,PT03M17.00S,2023-01-19T02:40:45.0Z,3,REGULAR,turnover,lost ball,[],1631119,,,1610612760,87,65,2023-01-19T02:40:48Z,4730000,False,,,0,,J. Williams lost ball TURNOVER (3 TO),"[1631119, 1629052]",1610612760.0,OKC,,Williams,J. Williams,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,3.0,Brissett,1629052.0,,
476,PT03M17.00S,2023-01-19T02:40:45.0Z,3,REGULAR,steal,,[],1629052,,,1610612754,87,65,2023-01-19T02:40:46Z,4740000,False,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612754.0,IND,,Brissett,O. Brissett,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
477,PT03M12.00S,2023-01-19T02:40:49.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629052,93.64323258869908,51.71568627450981,1610612754,87,65,2023-01-19T02:59:18Z,4750000,False,9.0,7.0,1,right,MISS O. Brissett running Layup,[1629052],1610612754.0,IND,,Brissett,O. Brissett,running,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,
478,PT03M10.00S,2023-01-19T02:40:52.3Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,87,65,2023-01-19T02:40:52Z,4760000,False,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,Restricted Area,0-8 Center,,,,,,,477.0,3.0,2.0,1.0,,,,,,,,,
479,PT03M09.00S,2023-01-19T02:40:53.5Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630537,71.96123521681997,31.372549019607842,1610612754,87,65,2023-01-19T02:41:04Z,4770000,False,-93.0,211.0,1,right,MISS C. Duarte 23' Jump Shot,[1630537],1610612754.0,IND,,Duarte,C. Duarte,,Mid-Range,16-24 Left Center,23.07,Missed,,,,,,,,,,,,,,,,,
480,PT03M06.00S,2023-01-19T02:40:56.5Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,87,65,2023-01-19T02:41:04Z,4780000,False,,,0,,J. Giddey REBOUND (Off:3 Def:3),[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,Mid-Range,16-24 Left Center,,,,,,,479.0,6.0,3.0,3.0,,,,,,,,,
481,PT03M00.00S,2023-01-19T02:41:06.7Z,3,REGULAR,foul,offensive,[],1630581,,,1610612760,87,65,2023-01-19T02:43:58Z,4790000,False,,,0,,J. Giddey charge offensive FOUL (2 PF),"[1630581, 1629614]",1610612760.0,OKC,201639.0,Giddey,J. Giddey,charge,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,0.0,Nembhard,1629614.0,,,,,
483,PT03M00.00S,2023-01-19T02:41:06.7Z,3,REGULAR,turnover,offensive foul,[],1630581,,,1610612760,87,65,2023-01-19T02:43:58Z,4810000,False,,,0,,J. Giddey offensive foul TURNOVER (2 TO),[1630581],1610612760.0,OKC,201639.0,Giddey,J. Giddey,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,2.0,,,,
484,PT03M00.00S,2023-01-19T02:41:11.2Z,3,REGULAR,substitution,out,[],1630581,,,1610612754,87,65,2023-01-19T02:41:25Z,4820000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,
485,PT03M00.00S,2023-01-19T02:41:11.2Z,3,REGULAR,substitution,out,[],1631114,,,1610612754,87,65,2023-01-19T02:41:25Z,4830000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,
486,PT03M00.00S,2023-01-19T02:41:11.2Z,3,REGULAR,substitution,out,[],1629614,,,1610612754,87,65,2023-01-19T02:41:25Z,4840000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,
487,PT03M00.00S,2023-01-19T02:41:11.2Z,3,REGULAR,substitution,in,[],1630598,,,1610612754,87,65,2023-01-19T02:41:25Z,4850000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,
488,PT03M00.00S,2023-01-19T02:41:11.2Z,3,REGULAR,substitution,in,[],1630198,,,1610612754,87,65,2023-01-19T02:41:25Z,4860000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,
489,PT03M00.00S,2023-01-19T02:41:11.2Z,3,REGULAR,substitution,in,[],1630243,,,1610612754,87,65,2023-01-19T02:41:25Z,4870000,False,,,0,,SUB in: T. Queen,[1630243],1610612754.0,IND,,Queen,T. Queen,,,,,,,,,,,,,,,,,,,,,,
490,PT02M49.00S,2023-01-19T02:41:36.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630537,91.67214191852825,95.83333333333334,1610612754,87,65,2023-01-19T03:00:31Z,4880000,False,229.0,26.0,1,right,MISS C. Duarte step back 3PT,[1630537],1610612754.0,IND,,Duarte,C. Duarte,step back,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,
491,PT02M47.00S,2023-01-19T02:41:38.3Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,87,65,2023-01-19T02:41:38Z,4890000,False,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,Right Corner 3,24+ Right,,,,,,,490.0,4.0,2.0,2.0,,,,,,,,,
492,PT02M44.00S,2023-01-19T02:41:40.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630243,96.7969776609724,3.6764705882352944,1610612754,87,65,2023-01-19T02:41:44Z,4900000,False,-232.0,-22.0,1,right,MISS T. Queen 3PT,[1630243],1610612754.0,IND,,Queen,T. Queen,,Left Corner 3,24+ Left,23.27,Missed,,,,,,,,,,,,,,,,,
493,PT02M41.00S,2023-01-19T02:41:43.6Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,87,65,2023-01-19T02:41:44Z,4910000,False,,,0,,L. Dort REBOUND (Off:2 Def:8),[1629652],1610612760.0,OKC,,Dort,L. Dort,,Left Corner 3,24+ Left,,,,,,,492.0,10.0,8.0,2.0,,,,,,,,,
494,PT02M32.00S,2023-01-19T02:41:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.258212877792378,48.03921568627451,1610612760,89,65,2023-01-19T03:01:06Z,4920000,False,10.0,6.0,1,left,L. Dort driving Layup (20 PTS),[1629652],1610612760.0,OKC,,Dort,L. Dort,driving,Restricted Area,0-8 Center,1.17,Made,20.0,,,,,,,,,,,,,,,,
495,PT02M26.00S,2023-01-19T02:41:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630243,94.1688567674113,52.69607843137255,1610612754,89,67,2023-01-19T02:42:02Z,4930000,False,13.0,2.0,1,right,T. Queen driving Layup (2 PTS) (T. McConnell 4 AST),"[1630243, 204456]",1610612754.0,IND,,Queen,T. Queen,driving,Restricted Area,0-8 Center,1.37,Made,2.0,T. McConnell,204456.0,4.0,,,,,,,,,,,,,
497,PT02M16.00S,2023-01-19T02:42:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.440867279894875,50.49019607843137,1610612760,89,67,2023-01-19T03:01:31Z,4950000,False,-2.0,17.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,driving,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,
498,PT02M16.00S,2023-01-19T02:42:08.8Z,3,REGULAR,rebound,offensive,[],1628983,,,1610612760,89,67,2023-01-19T02:42:15Z,4960000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,,Restricted Area,0-8 Center,,,,,,,497.0,2.0,1.0,1.0,,,,,,,,,
499,PT02M16.00S,2023-01-19T02:42:13.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1628983,5.590000152587891,50.0,1610612760,91,67,2023-01-19T02:42:23Z,4970000,False,0.0,0.0,1,left,S. Gilgeous-Alexander tip Layup (20 PTS),[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,tip,Mid-Range,8-16 Left,0.0,Made,20.0,,,,,,,,,,,,,,,,
500,PT02M16.00S,2023-01-19T02:42:14.6Z,3,REGULAR,violation,defensive goaltending,[],1630543,,,1610612760,91,67,2023-01-19T02:42:23Z,4980000,False,,,0,,I. Jackson defensive goaltending VIOLATION,[1630543],1610612754.0,IND,201639.0,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,
501,PT02M16.00S,2023-01-19T02:42:39.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,91,67,2023-01-19T02:42:39Z,4990000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M05.00S,2023-01-19T02:45:31.6Z,3,REGULAR,3pt,Jump Shot,[],1629052,67.23061760840999,41.911764705882355,1610612754,91,67,2023-01-19T02:45:37Z,5010000,False,-40.0,256.0,1,right,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,Brissett,O. Brissett,,Above the Break 3,24+ Center,25.87,Missed,,,,,,,,,,,,,,,,,
504,PT02M01.00S,2023-01-19T02:45:35.6Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,91,67,2023-01-19T02:45:37Z,5020000,False,,,0,,L. Dort REBOUND (Off:2 Def:9),[1629652],1610612760.0,OKC,,Dort,L. Dort,,Above the Break 3,24+ Center,,,,,,,503.0,11.0,9.0,2.0,,,,,,,,,
505,PT01M48.00S,2023-01-19T02:45:53.0Z,3,REGULAR,foul,offensive,[],1628983,,,1610612760,91,67,2023-01-19T02:46:01Z,5030000,False,,,0,,S. Gilgeous-Alexander offensive FOUL (2 PF),"[1628983, 1630543]",1610612760.0,OKC,203591.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,Mid-Range,16-24 Right Center,,,,,,,,,,,2.0,0.0,Jackson,1630543.0,,,,,
507,PT01M48.00S,2023-01-19T02:45:53.0Z,3,REGULAR,turnover,offensive foul,[],1628983,,,1610612760,91,67,2023-01-19T02:45:53Z,5050000,False,,,0,,S. Gilgeous-Alexander offensive foul TURNOVER (2 TO),[1628983],1610612760.0,OKC,203591.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,2.0,,,,
508,PT01M32.00S,2023-01-19T02:46:17.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630537,96.40275952693824,85.7843137254902,1610612754,91,67,2023-01-19T02:46:24Z,5060000,False,179.0,-19.0,1,right,MISS C. Duarte 17' step back Shot,[1630537],1610612754.0,IND,,Duarte,C. Duarte,step back,Mid-Range,16-24 Right,17.99,Missed,,,,,,,,,,,,,,,,,
509,PT01M29.00S,2023-01-19T02:46:20.8Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,91,67,2023-01-19T02:46:24Z,5070000,False,,,0,,I. Joe REBOUND (Off:0 Def:4),[1630198],1610612760.0,OKC,,Joe,I. Joe,,Mid-Range,16-24 Right,,,,,,,508.0,4.0,4.0,0.0,,,,,,,,,
510,PT01M19.00S,2023-01-19T02:46:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631119,10.85742444152431,35.53921568627451,1610612760,93,67,2023-01-19T03:02:43Z,5080000,False,72.0,50.0,1,left,J. Williams 8' floating Jump Shot (5 PTS) (S. Gilgeous-Alexander 5 AST),"[1631119, 1628983]",1610612760.0,OKC,,Williams,J. Williams,floating,In The Paint (Non-RA),8-16 Right,8.77,Made,5.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,,,,
512,PT01M10.00S,2023-01-19T02:46:39.8Z,3,REGULAR,3pt,Jump Shot,[],1630243,67.62483574244416,19.11764705882353,1610612754,93,67,2023-01-19T02:46:44Z,5100000,False,-154.0,252.0,1,right,MISS T. Queen 29' 3PT,[1630243],1610612754.0,IND,,Queen,T. Queen,,Above the Break 3,24+ Left Center,29.54,Missed,,,,,,,,,,,,,,,,,
513,PT01M07.00S,2023-01-19T02:46:42.8Z,3,REGULAR,rebound,offensive,[],1629052,,,1610612754,93,67,2023-01-19T02:46:44Z,5110000,False,,,0,,O. Brissett REBOUND (Off:4 Def:1),[1629052],1610612754.0,IND,,Brissett,O. Brissett,,Above the Break 3,24+ Left Center,,,,,,,512.0,5.0,1.0,4.0,,,,,,,,,
514,PT01M04.00S,2023-01-19T02:46:46.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,90.48948751642575,45.83333333333333,1610612754,93,67,2023-01-19T02:46:51Z,5120000,False,-21.0,37.0,1,right,MISS O. Brissett Layup,[1629052],1610612754.0,IND,,Brissett,O. Brissett,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,
516,PT00M59.90S,2023-01-19T02:46:50.1Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,93,67,2023-01-19T03:10:12Z,5140000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,,Restricted Area,0-8 Center,,,,,,,514.0,3.0,2.0,1.0,,,,,,,,,
519,PT00M58.60S,2023-01-19T02:46:53.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630598,7.835085413929041,50.73529411764706,1610612760,95,67,2023-01-19T03:04:34Z,5170000,False,-4.0,21.0,1,left,A. Wiggins running Layup (4 PTS) (S. Gilgeous-Alexander 6 AST),"[1630598, 1628983]",1610612760.0,OKC,,Wiggins,A. Wiggins,running,Restricted Area,0-8 Center,2.14,Made,4.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,,,,
521,PT00M58.60S,2023-01-19T02:46:56.6Z,3,REGULAR,foul,personal,['1freethrow'],204456,,,1610612760,95,67,2023-01-19T02:47:23Z,5190000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Wiggins 1 FT),"[204456, 1630598]",1610612754.0,IND,1627519.0,McConnell,T. McConnell,shooting,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Wiggins,1630598.0,,,,,
523,PT00M58.60S,2023-01-19T02:47:25.0Z,3,REGULAR,freethrow,1 of 1,[],1630598,,,1610612760,95,67,2023-01-19T02:47:26Z,5210000,False,,,0,,MISS A. Wiggins Free Throw 1 of 1,[1630598],1610612760.0,OKC,,Wiggins,A. Wiggins,,,,,Missed,,,,,,,,,,,,,,,,,
524,PT00M55.50S,2023-01-19T02:47:28.1Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,95,67,2023-01-19T02:47:26Z,5220000,False,,,0,,O. Brissett REBOUND (Off:4 Def:2),[1629052],1610612754.0,IND,,Brissett,O. Brissett,,,,,,,,,,523.0,6.0,2.0,4.0,,,,,,,,,
525,PT00M34.30S,2023-01-19T02:47:47.0Z,3,REGULAR,3pt,Jump Shot,[],1630537,73.53810775295663,11.27450980392157,1610612754,95,70,2023-01-19T02:47:51Z,5230000,False,-194.0,196.0,1,right,C. Duarte 27' 3PT pullup (5 PTS),[1630537],1610612754.0,IND,,Duarte,C. Duarte,pullup,Above the Break 3,24+ Left Center,27.56,Made,5.0,,,,,,,,,,,,,,,,
526,PT00M28.00S,2023-01-19T02:47:55.6Z,3,REGULAR,3pt,Jump Shot,[],1628983,26.49474375821288,79.65686274509804,1610612760,98,70,2023-01-19T02:48:00Z,5240000,False,-148.0,197.0,1,left,S. Gilgeous-Alexander 24' 3PT step back (23 PTS),[1628983],1610612760.0,OKC,,Gilgeous-Alexander,S. Gilgeous-Alexander,step back,Above the Break 3,24+ Left Center,24.63,Made,23.0,,,,,,,,,,,,,,,,
