actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
418,PT05M34.00S,2024-03-21T01:35:41.3Z,3,REGULAR,steal,,[],1627739,,,1610612762,72,67,2024-03-21T01:35:43Z,4120000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
419,PT05M30.00S,2024-03-21T01:35:45.4Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641707,90.09526938239159,46.32352941176471,1610612762,72,69,2024-03-21T01:36:16Z,4130000,False,-18.0,41.0,1,right,T. Hendricks driving floating Jump Shot (9 PTS),[1641707],1610612762.0,UTA,driving floating,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,4.46,,,,,,,,,,,,
420,PT05M13.00S,2024-03-21T01:36:01.1Z,3,REGULAR,3pt,Jump Shot,[],1630198,28.203022339027594,25.49019607843137,1610612760,72,69,2024-03-21T01:36:07Z,4140000,False,123.0,213.0,1,left,MISS I. Joe 24' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.54,,,,,,,,,,,,
422,PT05M10.00S,2024-03-21T01:36:04.9Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,72,69,2024-03-21T01:36:04Z,4150000,False,,,0,,W. Kessler REBOUND (Off:1 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,420.0,6.0,5.0,1.0,,,
423,PT04M57.00S,2024-03-21T01:36:17.2Z,3,REGULAR,3pt,Jump Shot,[],1641707,95.87713534822602,2.450980392156863,1610612762,72,69,2024-03-21T01:36:21Z,4160000,False,-238.0,-14.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.81,,,,,,,,,,,,
424,PT04M55.00S,2024-03-21T01:36:19.2Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,72,69,2024-03-21T01:36:21Z,4170000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,423.0,1.0,1.0,0.0,,,
425,PT04M43.00S,2024-03-21T01:36:32.0Z,3,REGULAR,3pt,Jump Shot,[],1631119,32.933639947437584,49.50980392156863,1610612760,72,69,2024-03-21T01:36:37Z,4180000,False,2.0,257.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.71,,,,,,,,,,,,
426,PT04M39.00S,2024-03-21T01:36:36.0Z,3,REGULAR,rebound,defensive,[],1641718,,,1610612762,72,69,2024-03-21T01:36:37Z,4190000,False,,,0,,K. George REBOUND (Off:0 Def:6),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,425.0,6.0,6.0,0.0,,,
427,PT04M21.00S,2024-03-21T01:36:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.9060446780552,47.794117647058826,1610612762,72,71,2024-03-21T01:36:59Z,4200000,False,-11.0,5.0,1,right,C. Sexton driving Layup (17 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,Made,17.0,1.2,,,,,,,,,,,,
428,PT04M01.00S,2024-03-21T01:37:13.7Z,3,REGULAR,2pt,Jump Shot,[],1628983,4.418528252299605,77.69607843137256,1610612760,74,71,2024-03-21T01:37:18Z,4210000,False,-138.0,-11.0,1,left,S. Gilgeous-Alexander 13' step back Jump Shot (20 PTS) (G. Hayward 3 AST),"[1628983, 202330]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,Made,20.0,13.89,G. Hayward,202330.0,3.0,,,,,,,,,
430,PT03M41.00S,2024-03-21T01:37:33.3Z,3,REGULAR,turnover,bad pass,[],1641718,,,1610612762,74,71,2024-03-21T01:37:37Z,4230000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1628983]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Gilgeous-Alexander,1628983.0
431,PT03M41.00S,2024-03-21T01:37:33.3Z,3,REGULAR,steal,,[],1628983,,,1610612760,74,71,2024-03-21T01:37:35Z,4240000,False,,,0,,S. Gilgeous-Alexander STEAL (4 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT03M27.00S,2024-03-21T01:37:47.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,22.026938239159,87.5,1610612760,74,71,2024-03-21T01:37:51Z,4250000,False,-188.0,155.0,1,left,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.3,,,,,,,,,,,,
433,PT03M24.00S,2024-03-21T01:37:50.2Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,74,71,2024-03-21T01:37:51Z,4260000,False,,,0,,W. Kessler REBOUND (Off:1 Def:6),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,432.0,7.0,6.0,1.0,,,
434,PT03M13.00S,2024-03-21T01:38:01.8Z,3,REGULAR,turnover,lost ball,[],1629012,,,1610612762,74,71,2024-03-21T01:38:05Z,4270000,False,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 1631119]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Williams,1631119.0
435,PT03M13.00S,2024-03-21T01:38:01.8Z,3,REGULAR,steal,,[],1631119,,,1610612760,74,71,2024-03-21T01:38:03Z,4280000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
436,PT03M09.00S,2024-03-21T01:38:08.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628983,6.521024967148489,50.0,1610612760,76,71,2024-03-21T01:39:22Z,4290000,False,0.0,9.0,1,left,S. Gilgeous-Alexander running Layup (22 PTS),[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,Made,22.0,0.88,,,,,,,,,,,,
437,PT03M09.00S,2024-03-21T01:38:11.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627739,,,1610612760,76,71,2024-03-21T01:38:45Z,4300000,False,,,0,,K. Dunn shooting personal FOUL (3 PF) (Gilgeous-Alexander 1 FT),"[1627739, 1628983]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,1627541.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
439,PT03M09.00S,2024-03-21T01:38:17.5Z,3,REGULAR,substitution,out,[],1641707,,,1610612760,76,71,2024-03-21T01:38:42Z,4320000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M09.00S,2024-03-21T01:38:17.5Z,3,REGULAR,substitution,out,[],1641718,,,1610612760,76,71,2024-03-21T01:38:42Z,4330000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M09.00S,2024-03-21T01:38:17.5Z,3,REGULAR,substitution,out,[],1627739,,,1610612760,76,71,2024-03-21T01:38:42Z,4340000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M09.00S,2024-03-21T01:38:17.5Z,3,REGULAR,substitution,in,[],1630548,,,1610612760,76,71,2024-03-21T01:38:42Z,4350000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M09.00S,2024-03-21T01:38:17.5Z,3,REGULAR,substitution,in,[],1630695,,,1610612760,76,71,2024-03-21T01:38:42Z,4360000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M09.00S,2024-03-21T01:38:17.5Z,3,REGULAR,substitution,in,[],1629659,,,1610612760,76,71,2024-03-21T01:38:42Z,4370000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M09.00S,2024-03-21T01:38:56.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628983,,,1610612760,77,71,2024-03-21T01:38:56Z,4380000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (23 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
446,PT02M48.00S,2024-03-21T01:39:19.6Z,3,REGULAR,3pt,Jump Shot,[],1629659,95.87713534822602,3.1862745098039214,1610612762,77,74,2024-03-21T01:39:26Z,4390000,False,-234.0,-14.0,1,right,T. Horton-Tucker 3PT  (6 PTS) (M. Potter 1 AST),"[1629659, 1630695]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,,,Made,6.0,23.45,M. Potter,1630695.0,1.0,,,,,,,,,
448,PT02M46.00S,2024-03-21T01:39:25.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,77,74,2024-03-21T01:39:25Z,4410000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M46.00S,2024-03-21T01:41:51.9Z,3,REGULAR,substitution,out,[],1631119,,,1610612760,77,74,2024-03-21T01:42:02Z,4420000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M46.00S,2024-03-21T01:41:51.9Z,3,REGULAR,substitution,in,[],1631096,,,1610612760,77,74,2024-03-21T01:42:02Z,4430000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M36.00S,2024-03-21T01:42:23.3Z,3,REGULAR,turnover,bad pass,[],1631096,,,1610612760,77,74,2024-03-21T01:42:27Z,4440000,False,,,0,,C. Holmgren bad pass TURNOVER (2 TO),"[1631096, 1629012]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Sexton,1629012.0
452,PT02M36.00S,2024-03-21T01:42:23.3Z,3,REGULAR,steal,,[],1629012,,,1610612762,77,74,2024-03-21T01:42:24Z,4450000,False,,,0,,C. Sexton STEAL (2 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
453,PT02M34.00S,2024-03-21T01:42:25.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629012,93.77463863337714,50.0,1610612762,77,76,2024-03-21T01:42:33Z,4460000,False,0.0,6.0,1,right,C. Sexton running finger roll Layup (19 PTS),[1629012],1610612762.0,UTA,running finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,Made,19.0,0.6,,,,,,,,,,,,
454,PT02M18.00S,2024-03-21T01:42:44.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630548,,,1610612760,77,76,2024-03-21T01:42:51Z,4470000,False,,,0,,J. Juzang shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630548, 1631096]",1610612762.0,UTA,shooting,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Holmgren,1631096.0,,,,,,,,,,,,,,,
456,PT02M18.00S,2024-03-21T01:43:11.8Z,3,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,78,76,2024-03-21T01:43:11Z,4490000,False,,,0,,C. Holmgren Free Throw 1 of 2 (16 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
457,PT02M18.00S,2024-03-21T01:43:29.5Z,3,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,79,76,2024-03-21T01:43:29Z,4500000,False,,,0,,C. Holmgren Free Throw 2 of 2 (17 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
458,PT02M03.00S,2024-03-21T01:43:47.8Z,3,REGULAR,foul,offensive,['inpenalty'],1631117,,,1610612762,79,76,2024-03-21T01:47:45Z,4510000,False,,,0,,W. Kessler offensive FOUL (1 PF),"[1631117, 1630198]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,202026.0,1.0,0.0,Joe,1630198.0,,,,,,,,,,,,,,,
462,PT02M03.00S,2024-03-21T01:43:47.8Z,3,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,79,76,2024-03-21T01:43:47Z,4525000,False,,,0,,W. Kessler offensive foul TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,202026.0,,,,,,,,,,,,,,,,,1.0,,
463,PT01M44.00S,2024-03-21T01:47:56.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,29.517082785808146,72.79411764705883,1610612760,79,76,2024-03-21T01:48:00Z,4540000,False,-114.0,225.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.22,,,,,,,,,,,,
464,PT01M41.00S,2024-03-21T01:47:59.0Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,79,76,2024-03-21T01:48:00Z,4550000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,463.0,2.0,2.0,0.0,,,
465,PT01M35.00S,2024-03-21T01:48:04.8Z,3,REGULAR,3pt,Jump Shot,[],1629659,81.42247043363994,94.11764705882352,1610612762,79,76,2024-03-21T01:48:09Z,4560000,False,221.0,122.0,1,right,MISS T. Horton-Tucker 25' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.21,,,,,,,,,,,,
466,PT01M31.00S,2024-03-21T01:48:08.8Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,79,76,2024-03-21T01:48:09Z,4570000,False,,,0,,C. Holmgren REBOUND (Off:2 Def:10),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,465.0,12.0,10.0,2.0,,,
467,PT01M27.00S,2024-03-21T01:48:12.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,9.674770039421814,96.32352941176471,1610612760,79,76,2024-03-21T01:48:59Z,4580000,False,-232.0,38.0,1,left,MISS I. Joe running 3PT,[1630198],1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.48,,,,,,,,,,,,
468,PT01M24.00S,2024-03-21T01:48:15.1Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612762,79,76,2024-03-21T01:48:18Z,4590000,False,,,0,,M. Potter REBOUND (Off:0 Def:2),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,467.0,2.0,2.0,0.0,,,
469,PT01M11.00S,2024-03-21T01:48:28.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.31340341655716,34.55882352941176,1610612762,79,76,2024-03-21T01:49:34Z,4600000,False,-77.0,95.0,1,right,MISS T. Horton-Tucker 12' driving floating Shot,[1629659],1610612762.0,UTA,driving floating,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,12.24,,,,,,,,,,,,
470,PT01M07.00S,2024-03-21T01:48:32.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,79,76,2024-03-21T01:48:36Z,4610000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,469.0,2.0,1.0,1.0,,,
471,PT00M58.50S,2024-03-21T01:48:42.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612760,79,76,2024-03-21T01:48:52Z,4620000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629659, 1628983]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,1627541.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
473,PT00M58.50S,2024-03-21T01:49:25.7Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,79,76,2024-03-21T01:49:25Z,4640000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
474,PT00M58.50S,2024-03-21T01:49:25.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,79,76,2024-03-21T01:49:25Z,4650000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,473.0,,,,,,
475,PT00M58.50S,2024-03-21T01:49:26.3Z,3,REGULAR,substitution,out,[],1630198,,,1610612760,79,76,2024-03-21T01:49:33Z,4660000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M58.50S,2024-03-21T01:49:26.3Z,3,REGULAR,substitution,out,[],202330,,,1610612760,79,76,2024-03-21T01:49:33Z,4670000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M58.50S,2024-03-21T01:49:26.3Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,79,76,2024-03-21T01:49:33Z,4680000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M58.50S,2024-03-21T01:49:26.3Z,3,REGULAR,substitution,in,[],1631114,,,1610612760,79,76,2024-03-21T01:49:33Z,4690000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M58.50S,2024-03-21T01:49:47.7Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,80,76,2024-03-21T01:49:47Z,4700000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (24 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
480,PT00M44.30S,2024-03-21T01:50:03.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,92.72339027595268,50.73529411764706,1610612762,80,78,2024-03-21T01:50:08Z,4710000,False,4.0,16.0,1,right,W. Kessler alley-oop DUNK (4 PTS) (C. Sexton 6 AST),"[1631117, 1629012]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.63,C. Sexton,1629012.0,6.0,,,,,,,,,
482,PT00M36.40S,2024-03-21T01:50:15.0Z,3,REGULAR,2pt,Jump Shot,[],1628983,20.581471747700395,61.029411764705884,1610612760,82,78,2024-03-21T01:50:19Z,4730000,False,-55.0,141.0,1,left,S. Gilgeous-Alexander 15' pullup Jump Shot (26 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,Made,26.0,15.14,,,,,,,,,,,,
483,PT00M32.90S,2024-03-21T01:50:40.0Z,3,REGULAR,foul,personal,[],1629652,,,1610612762,82,78,2024-03-21T01:50:53Z,4740000,False,,,0,,L. Dort personal FOUL (4 PF),"[1629652, 1629012]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,1627541.0,4.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
485,PT00M19.40S,2024-03-21T01:51:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.9060446780552,51.71568627450981,1610612762,82,80,2024-03-21T01:51:57Z,4760000,False,9.0,5.0,1,right,C. Sexton driving Layup (21 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,Made,21.0,0.98,,,,,,,,,,,,
486,PT00M19.40S,2024-03-21T01:51:19.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631114,,,1610612762,82,80,2024-03-21T01:51:40Z,4770000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Sexton 1 FT),"[1631114, 1629012]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
488,PT00M19.40S,2024-03-21T01:51:46.8Z,3,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,82,80,2024-03-21T01:51:49Z,4790000,False,,,0,,MISS C. Sexton Free Throw 1 of 1,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
489,PT00M16.80S,2024-03-21T01:51:49.4Z,3,REGULAR,rebound,defensive,[],1631114,,,1610612760,82,80,2024-03-21T01:51:49Z,4800000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,488.0,1.0,1.0,0.0,,,
490,PT00M04.20S,2024-03-21T01:52:00.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631114,14.273981603153747,36.51960784313725,1610612760,82,80,2024-03-21T01:54:05Z,4810000,False,67.0,82.0,1,left,MISS J. Williams 10' driving Hook,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,10.59,,,,,,,,,,,,
491,PT00M01.60S,2024-03-21T01:52:03.4Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612762,82,80,2024-03-21T01:52:03Z,4820000,False,,,0,,M. Potter REBOUND (Off:0 Def:3),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,490.0,3.0,3.0,0.0,,,
492,PT00M00.20S,2024-03-21T01:52:04.8Z,3,REGULAR,3pt,Jump Shot,[],1629012,44.76018396846255,37.254901960784316,1610612762,82,80,2024-03-21T01:52:36Z,4830000,False,-64.0,467.0,1,right,MISS C. Sexton 47' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,Missed,,47.11,,,,,,,,,,,,
493,PT00M00.20S,2024-03-21T01:52:04.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,82,80,2024-03-21T01:52:19Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,492.0,,,,,,
494,PT00M00.00S,2024-03-21T01:52:09.3Z,3,REGULAR,period,end,[],0,,,1610612762,82,80,2024-03-21T01:52:09Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2024-03-21T01:52:29.3Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612762,82,80,2024-03-21T01:54:40Z,4860000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2024-03-21T01:52:29.3Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612762,82,80,2024-03-21T01:54:40Z,4870000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2024-03-21T01:54:55.8Z,4,REGULAR,period,start,[],0,,,1610612760,82,80,2024-03-21T01:54:55Z,4880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT11M42.00S,2024-03-21T01:55:13.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,15.982260183968464,39.21568627450981,1610612760,84,80,2024-03-21T01:55:18Z,4890000,False,54.0,98.0,1,left,C. Holmgren 11' step back Jump Shot (19 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,19.0,11.16,L. Dort,1629652.0,1.0,,,,,,,,,
500,PT11M25.00S,2024-03-21T01:55:29.2Z,4,REGULAR,3pt,Jump Shot,[],1630548,94.43166885676742,4.411764705882353,1610612762,84,80,2024-03-21T01:55:33Z,4910000,False,-228.0,0.0,1,right,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.79,,,,,,,,,,,,
