actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
591,PT03M53.00S,2024-02-23T03:03:30.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631096,10.463206307490145,37.745098039215684,1610612760,115,99,2024-02-23T03:03:34Z,5730000,False,61.0,46.0,1,left,C. Holmgren 7' Hook (17 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,17.0,,,,,,,,,,,,,,,,,
592,PT03M53.00S,2024-02-23T03:03:37.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612746,115,99,2024-02-23T03:03:37Z,5740000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,out,[],1630198,,,1610612746,115,99,2024-02-23T03:04:59Z,5750000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,out,[],201935,,,1610612746,115,99,2024-02-23T03:04:59Z,5760000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,out,[],202331,,,1610612746,115,99,2024-02-23T03:04:59Z,5770000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,115,99,2024-02-23T03:04:59Z,5780000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,out,[],202695,,,1610612746,115,99,2024-02-23T03:04:59Z,5790000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,in,[],1641717,,,1610612746,115,99,2024-02-23T03:04:59Z,5800000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,in,[],1630527,,,1610612746,115,99,2024-02-23T03:04:59Z,5810000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,in,[],1629611,,,1610612746,115,99,2024-02-23T03:04:59Z,5820000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,in,[],203486,,,1610612746,115,99,2024-02-23T03:04:59Z,5830000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M53.00S,2024-02-23T03:04:44.7Z,4,REGULAR,substitution,in,[],1629599,,,1610612746,115,99,2024-02-23T03:04:59Z,5840000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M41.00S,2024-02-23T03:05:22.5Z,4,REGULAR,3pt,Jump Shot,[],1626181,96.92838370565046,2.450980392156863,1610612746,115,99,2024-02-23T03:05:28Z,5850000,False,-238.0,-24.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
604,PT03M40.00S,2024-02-23T03:05:23.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,115,99,2024-02-23T03:05:28Z,5860000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,603.0,,,,,,,,,,,,,
605,PT03M40.00S,2024-02-23T03:05:27.9Z,4,REGULAR,foul,personal,[],1631096,,,1610612746,115,99,2024-02-23T03:05:39Z,5870000,False,,,0,,C. Holmgren loose ball personal FOUL (4 PF),"[1631096, 203486]",1610612760.0,OKC,loose ball,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,4.0,0.0,Plumlee,203486.0
607,PT03M33.00S,2024-02-23T03:05:50.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626181,92.9862023653088,50.73529411764706,1610612746,115,99,2024-02-23T03:05:59Z,5890000,False,4.0,13.0,1,right,MISS N. Powell driving reverse Layup,[1626181],1610612746.0,LAC,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
608,PT03M29.00S,2024-02-23T03:05:54.2Z,4,REGULAR,rebound,offensive,[],203486,,,1610612746,115,99,2024-02-23T03:05:59Z,5900000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,607.0,3.0,2.0,1.0,,,,,,,,,,
609,PT03M29.00S,2024-02-23T03:05:54.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612746,115,101,2024-02-23T03:07:24Z,5910000,False,0.0,0.0,1,right,M. Plumlee tip DUNK (2 PTS),[203486],1610612746.0,LAC,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
610,PT03M10.00S,2024-02-23T03:06:13.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.828515111695138,35.78431372549019,1610612760,117,101,2024-02-23T03:06:19Z,5920000,False,71.0,68.0,1,left,S. Gilgeous-Alexander 9' turnaround Jump Shot (30 PTS) (J. Williams 6 AST),"[1628983, 1631114]",1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,9.85,Made,30.0,,,,,,,,,,J. Williams,1631114.0,6.0,,,,,
612,PT02M56.00S,2024-02-23T03:06:27.1Z,4,REGULAR,2pt,Jump Shot,[],1629611,86.5473061760841,80.14705882352942,1610612746,117,103,2024-02-23T03:06:32Z,5940000,False,151.0,74.0,1,right,T. Mann 16' pullup Jump Shot (8 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right,16.79,Made,8.0,,,,,,,,,,,,,,,,,
613,PT02M37.00S,2024-02-23T03:06:46.1Z,4,REGULAR,3pt,Jump Shot,[],1631114,30.305519053876477,31.61764705882353,1610612760,120,103,2024-02-23T03:06:50Z,5950000,False,92.0,232.0,1,left,J. Williams 24' 3PT pullup (14 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,24.99,Made,14.0,,,,,,,,,,,,,,,,,
614,PT02M24.00S,2024-02-23T03:06:59.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.38042049934296,53.67647058823529,1610612746,120,105,2024-02-23T03:08:41Z,5960000,False,18.0,10.0,1,right,B. Boston Jr. driving Layup (2 PTS) (T. Mann 6 AST),"[1630527, 1629611]",1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,,,,,,,,,,T. Mann,1629611.0,6.0,,,,,
616,PT02M02.00S,2024-02-23T03:07:22.9Z,4,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612760,120,105,2024-02-23T03:07:31Z,5980000,False,,,0,,A. Coffey shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629599, 1628983]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Gilgeous-Alexander,1628983.0
618,PT02M02.00S,2024-02-23T03:07:47.6Z,4,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,121,105,2024-02-23T03:08:08Z,6000000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (31 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
619,PT02M02.00S,2024-02-23T03:07:49.3Z,4,REGULAR,substitution,out,[],1629652,,,1610612760,121,105,2024-02-23T03:07:55Z,6010000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M02.00S,2024-02-23T03:07:49.3Z,4,REGULAR,substitution,out,[],1631096,,,1610612760,121,105,2024-02-23T03:07:55Z,6020000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M02.00S,2024-02-23T03:07:49.3Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,121,105,2024-02-23T03:07:55Z,6030000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M02.00S,2024-02-23T03:07:49.3Z,4,REGULAR,substitution,in,[],1630598,,,1610612760,121,105,2024-02-23T03:07:55Z,6040000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M02.00S,2024-02-23T03:07:47.6Z,4,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,121,105,2024-02-23T03:08:08Z,6050000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 2 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
624,PT01M59.00S,2024-02-23T03:07:50.6Z,4,REGULAR,rebound,defensive,[],203486,,,1610612746,121,105,2024-02-23T03:08:08Z,6060000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,623.0,4.0,3.0,1.0,,,,,,,,,,
625,PT01M46.00S,2024-02-23T03:08:21.0Z,4,REGULAR,2pt,Jump Shot,[],1630527,93.24901445466492,81.12745098039215,1610612746,121,107,2024-02-23T03:08:25Z,6070000,False,156.0,11.0,1,right,B. Boston Jr. 15' fadeaway Jump Shot (4 PTS),[1630527],1610612746.0,LAC,fadeaway,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,8-16 Right,15.6,Made,4.0,,,,,,,,,,,,,,,,,
626,PT01M31.00S,2024-02-23T03:08:39.5Z,4,REGULAR,2pt,Jump Shot,[],1631114,26.808886333771355,31.613817401960787,1610612760,123,107,2024-02-23T03:11:04Z,6080000,False,92.0,200.0,1,left,J. Williams 21' pullup Jump Shot (16 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,21.96,Made,16.0,,,,,,,,,,,,,,,,,
627,PT01M21.00S,2024-02-23T03:08:52.4Z,4,REGULAR,turnover,lost ball,[],1630527,,,1610612746,123,107,2024-02-23T03:08:56Z,6090000,False,,,0,,B. Boston Jr. lost ball TURNOVER (1 TO),"[1630527, 1641717]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,,,,1.0,Wallace,1641717.0,,,,,,,,,,,,,,
628,PT01M21.00S,2024-02-23T03:08:52.4Z,4,REGULAR,steal,,[],1641717,,,1610612760,123,107,2024-02-23T03:08:54Z,6100000,False,,,0,,C. Wallace STEAL (3 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
629,PT01M20.00S,2024-02-23T03:08:55.3Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,5.075558475689881,47.794117647058826,1610612760,125,107,2024-02-23T03:11:23Z,6110000,False,11.0,-5.0,1,left,J. Williams running DUNK (18 PTS) (S. Gilgeous-Alexander 8 AST),"[1631114, 1628983]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.2,Made,18.0,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,8.0,,,,,
631,PT01M13.00S,2024-02-23T03:09:06.0Z,4,REGULAR,foul,personal,[],1641717,,,1610612746,125,107,2024-02-23T03:09:17Z,6130000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1630527]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Boston Jr.,1630527.0
633,PT01M13.00S,2024-02-23T03:09:13.0Z,4,REGULAR,substitution,out,[],1628983,,,1610612746,125,107,2024-02-23T03:09:27Z,6150000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M13.00S,2024-02-23T03:09:13.0Z,4,REGULAR,substitution,out,[],1631114,,,1610612746,125,107,2024-02-23T03:09:27Z,6160000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M13.00S,2024-02-23T03:09:13.0Z,4,REGULAR,substitution,in,[],1630322,,,1610612746,125,107,2024-02-23T03:09:27Z,6170000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M13.00S,2024-02-23T03:09:13.0Z,4,REGULAR,substitution,in,[],1630846,,,1610612746,125,107,2024-02-23T03:09:27Z,6180000,False,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M06.00S,2024-02-23T03:09:44.6Z,4,REGULAR,turnover,backcourt,[],1626181,,,1610612746,125,107,2024-02-23T03:09:57Z,6190000,False,,,0,,N. Powell backcourt TURNOVER (3 TO),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,,,,,,,,,,,,1627962.0,,,,
638,PT00M47.90S,2024-02-23T03:10:14.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629026,24.129434954007884,9.803921568627452,1610612760,125,107,2024-02-23T03:10:20Z,6200000,False,201.0,174.0,1,left,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
639,PT00M44.40S,2024-02-23T03:10:17.9Z,4,REGULAR,rebound,offensive,[],1641717,,,1610612760,125,107,2024-02-23T03:10:20Z,6210000,False,,,0,,C. Wallace REBOUND (Off:2 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,638.0,4.0,2.0,2.0,,,,,,,,,,
640,PT00M43.40S,2024-02-23T03:10:19.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641717,5.863994743758213,48.77450980392157,1610612760,127,107,2024-02-23T03:10:23Z,6220000,False,6.0,3.0,1,left,C. Wallace Layup (5 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,0.66,Made,5.0,,,,,,,,,,,,,,,,,
641,PT00M35.70S,2024-02-23T03:10:29.8Z,4,REGULAR,turnover,lost ball,[],1630527,,,1610612746,127,107,2024-02-23T03:10:34Z,6230000,False,,,0,,B. Boston Jr. lost ball TURNOVER (2 TO),"[1630527, 1641717]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,,,,2.0,Wallace,1641717.0,,,,,,,,,,,,,,
642,PT00M35.70S,2024-02-23T03:10:29.8Z,4,REGULAR,steal,,[],1641717,,,1610612760,127,107,2024-02-23T03:10:32Z,6240000,False,,,0,,C. Wallace STEAL (4 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
643,PT00M32.40S,2024-02-23T03:10:33.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,5.732588699080158,49.50980392156863,1610612760,129,107,2024-02-23T03:10:40Z,6250000,False,2.0,1.0,1,left,C. Wallace running DUNK (7 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,0.29,Made,7.0,,,,,,,,,,,,,,,,,
644,PT00M23.60S,2024-02-23T03:10:47.4Z,4,REGULAR,3pt,Jump Shot,[],1626181,67.7562417871222,57.35294117647059,1610612746,129,107,2024-02-23T03:12:17Z,6260000,False,37.0,251.0,1,right,MISS N. Powell 25' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,25.33,Missed,,,,,,,,,,,,,,,,,,
645,PT00M19.80S,2024-02-23T03:10:51.2Z,4,REGULAR,rebound,defensive,[],1630846,,,1610612760,129,107,2024-02-23T03:10:51Z,6270000,False,,,0,,O. Sarr REBOUND (Off:0 Def:1),[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,Above the Break 3,24+ Center,,,,,,,644.0,1.0,1.0,0.0,,,,,,,,,,
646,PT00M00.00S,2024-02-23T03:11:25.6Z,4,REGULAR,period,end,[],0,,,1610612760,129,107,2024-02-23T03:11:25Z,6280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M00.00S,2024-02-23T03:11:29.1Z,4,REGULAR,game,end,[],0,,,0,129,107,2024-02-23T03:11:29Z,6290000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
