actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
444,PT05M12.00S,2025-03-31T02:40:13.6Z,3,REGULAR,block,,[],1642346,,,1610612745,60,92,2025-03-31T02:40:15Z,4260000,False,,,0,,R. Dunn BLOCK (1 BLK),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
445,PT05M12.00S,2025-03-31T02:40:13.6Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,60,92,2025-03-31T02:40:19Z,4270000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,443.0,7.0,5.0,2.0,,,,,,,,
446,PT05M12.00S,2025-03-31T02:40:17.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1631095,5.995400788436268,49.754901960784316,1610612745,60,94,2025-03-31T02:40:33Z,4280000,False,1.0,4.0,1,left,J. Smith Jr. putback Layup (8 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.41,Made,8.0,,,,,,,,,,,,,,,,,
447,PT05M12.00S,2025-03-31T02:40:25.8Z,3,REGULAR,violation,defensive goaltending,[],1642346,,,1610612745,60,94,2025-03-31T02:40:33Z,4290000,False,,,0,,R. Dunn defensive goaltending VIOLATION,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,203593.0,,,,,,,,,,,,,,,,
448,PT05M02.00S,2025-03-31T02:40:36.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,84.57621550591328,48.77450980392157,1610612756,60,94,2025-03-31T02:40:41Z,4300000,False,-6.0,92.0,1,right,MISS N. Richards 9' Jump Shot,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,9.27,Missed,,,,,,,,,,,,,,,,,,
449,PT05M02.00S,2025-03-31T02:40:36.2Z,3,REGULAR,rebound,offensive,[],1631221,,,1610612756,60,94,2025-03-31T02:53:23Z,4310000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:3),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,448.0,4.0,3.0,1.0,,,,,,,,
489,PT05M01.00S,2025-03-31T02:40:48.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631221,93.69250985545335,51.616115196078425,1610612756,60,94,2025-03-31T02:53:28Z,4315000,False,8.0,7.0,1,right,MISS C. Gillespie tip Layup,[1631221],1610612756.0,PHX,tip,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,1.06,Missed,,,,,,,,,,,,,,,,,,
490,PT05M01.00S,2025-03-31T02:40:48.6Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,60,94,2025-03-31T02:53:28Z,4317500,False,,,0,,A. Sengun REBOUND (Off:1 Def:8),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,489.0,9.0,8.0,1.0,,,,,,,,
452,PT04M38.00S,2025-03-31T02:41:01.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.229303547963205,46.568627450980394,1610612745,60,94,2025-03-31T02:43:49Z,4320000,False,17.0,25.0,1,left,MISS A. Sengun cutting Layup - blocked,"[1630578, 1642345]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,Ighodaro,1642345.0,,,,,,
453,PT04M38.00S,2025-03-31T02:41:01.0Z,3,REGULAR,block,,[],1642345,,,1610612745,60,94,2025-03-31T02:41:03Z,4330000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
454,PT04M38.00S,2025-03-31T02:41:01.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,60,94,2025-03-31T02:41:05Z,4340000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,452.0,,,,,,,,,,,
456,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,out,[],1630208,,,1610612745,60,94,2025-03-31T02:41:22Z,4360000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,out,[],1631221,,,1610612745,60,94,2025-03-31T02:41:22Z,4370000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,out,[],1641708,,,1610612745,60,94,2025-03-31T02:41:22Z,4380000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,out,[],1630578,,,1610612745,60,94,2025-03-31T02:41:22Z,4390000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,in,[],1626220,,,1610612745,60,94,2025-03-31T02:41:22Z,4400000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,in,[],1628960,,,1610612745,60,94,2025-03-31T02:41:22Z,4410000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,in,[],1629111,,,1610612745,60,94,2025-03-31T02:41:22Z,4420000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M38.00S,2025-03-31T02:41:06.4Z,3,REGULAR,substitution,in,[],201145,,,1610612745,60,94,2025-03-31T02:41:22Z,4430000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M36.00S,2025-03-31T02:41:27.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,5.732588699080158,84.55882352941177,1610612745,60,96,2025-03-31T02:41:32Z,4440000,False,-173.0,1.0,1,left,J. Smith Jr. 17' turnaround fadeaway Jump Shot (10 PTS) (F. VanVleet 7 AST),"[1631095, 1627832]",1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left,17.28,Made,10.0,,,,,,,,,,,,F. VanVleet,1627832.0,7.0,,,
466,PT04M24.00S,2025-03-31T02:41:38.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.51182654402102,48.77450980392157,1610612756,62,96,2025-03-31T02:41:42Z,4460000,False,-6.0,8.0,1,right,D. Booker driving Layup (28 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.05,Made,28.0,,,,,,,,,,,,,,,,,
467,PT04M11.00S,2025-03-31T02:41:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,5.863994743758213,48.529411764705884,1610612745,62,98,2025-03-31T02:41:54Z,4470000,False,7.0,3.0,1,left,F. VanVleet driving Layup (13 PTS),[1627832],1610612745.0,HOU,driving,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,0.78,Made,13.0,,,,,,,,,,,,,,,,,
468,PT04M00.00S,2025-03-31T02:42:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,91.67214191852825,51.9607843137255,1610612756,62,98,2025-03-31T02:42:12Z,4480000,False,10.0,26.0,1,right,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.76,Missed,,,,,,,,,,,,,,,,,,
469,PT03M58.00S,2025-03-31T02:42:04.5Z,3,REGULAR,rebound,offensive,[],1626164,,,1610612756,62,98,2025-03-31T02:48:35Z,4490000,False,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,468.0,3.0,2.0,1.0,,,,,,,,
470,PT03M55.00S,2025-03-31T02:42:06.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,74.85216819973719,7.352941176470589,1610612756,62,98,2025-03-31T02:42:14Z,4500000,False,-213.0,184.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,28.16,Missed,,,,,,,,,,,,,,,,,,
471,PT03M51.00S,2025-03-31T02:42:10.7Z,3,REGULAR,rebound,offensive,[],1642346,,,1610612756,62,98,2025-03-31T02:42:14Z,4510000,False,,,0,,R. Dunn REBOUND (Off:2 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,470.0,2.0,0.0,2.0,,,,,,,,
472,PT03M49.00S,2025-03-31T02:42:13.1Z,3,REGULAR,turnover,bad pass,[],1642346,,,1610612756,62,98,2025-03-31T02:42:17Z,4520000,False,,,0,,R. Dunn bad pass TURNOVER (2 TO),"[1642346, 1629111]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Landale,1629111.0
473,PT03M49.00S,2025-03-31T02:42:13.1Z,3,REGULAR,steal,,[],1629111,,,1610612745,62,98,2025-03-31T02:42:15Z,4530000,False,,,0,,J. Landale STEAL (1 STL),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
474,PT03M45.00S,2025-03-31T02:42:18.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642345,,,1610612745,62,98,2025-03-31T02:42:33Z,4540000,False,,,0,,O. Ighodaro shooting personal FOUL (3 PF) (Green 2 FT),"[1642345, 1630224]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,1628954.0,3.0,0.0,Green,1630224.0,,,,,,,,,,,,
476,PT03M45.00S,2025-03-31T02:42:43.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630224,,,1610612745,62,99,2025-03-31T02:45:41Z,4560000,False,,,0,,J. Green Free Throw 1 of 2 (26 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
477,PT03M45.00S,2025-03-31T02:42:50.9Z,3,REGULAR,substitution,out,[],1642346,,,1610612745,62,99,2025-03-31T02:42:53Z,4570000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M45.00S,2025-03-31T02:42:50.9Z,3,REGULAR,substitution,in,[],1626145,,,1610612745,62,99,2025-03-31T02:42:53Z,4580000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M45.00S,2025-03-31T02:42:43.7Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630224,,,1610612745,62,100,2025-03-31T02:45:41Z,4590000,False,,,0,,J. Green Free Throw 2 of 2 (27 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
480,PT03M29.00S,2025-03-31T02:43:25.0Z,3,REGULAR,3pt,Jump Shot,[],1626145,93.24901445466492,95.34313725490196,1610612756,62,100,2025-03-31T02:43:30Z,4600000,False,227.0,11.0,1,right,MISS T. Jones 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
481,PT03M25.00S,2025-03-31T02:43:29.0Z,3,REGULAR,rebound,defensive,[],1629111,,,1610612745,62,100,2025-03-31T02:43:30Z,4610000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Right Corner 3,24+ Right,,,,,,,,,480.0,1.0,1.0,0.0,,,,,,,,
482,PT03M13.00S,2025-03-31T02:43:41.0Z,3,REGULAR,3pt,Jump Shot,[],1630224,25.706307490144546,84.31372549019608,1610612745,62,103,2025-03-31T02:43:46Z,4620000,False,-172.0,189.0,1,left,J. Green 25' 3PT step back (30 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.54,Made,30.0,,,,,,,,,,,,,,,,,
483,PT03M02.00S,2025-03-31T02:43:52.0Z,3,REGULAR,3pt,Jump Shot,[],1626220,95.6143232588699,96.56862745098039,1610612756,65,103,2025-03-31T02:43:56Z,4630000,False,233.0,-11.0,1,right,R. O'Neale 3PT  (3 PTS) (T. Jones 2 AST),"[1626220, 1626145]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,23.31,Made,3.0,,,,,,,,,,,,T. Jones,1626145.0,2.0,,,
485,PT02M39.00S,2025-03-31T02:44:14.4Z,3,REGULAR,3pt,Jump Shot,[],1627832,6.521024967148489,2.941176470588235,1610612745,65,103,2025-03-31T02:44:45Z,4650000,False,235.0,9.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
486,PT02M37.00S,2025-03-31T02:44:16.8Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,65,103,2025-03-31T02:44:16Z,4660000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Right Corner 3,24+ Right,,,,,,,,,485.0,4.0,4.0,0.0,,,,,,,,
487,PT02M22.00S,2025-03-31T02:44:31.9Z,3,REGULAR,3pt,Jump Shot,[],1626220,90.75229960578186,1.9607843137254901,1610612756,68,103,2025-03-31T02:46:32Z,4670000,False,-240.0,34.0,1,right,R. O'Neale 24' 3PT pullup (6 PTS) (D. Booker 3 AST),"[1626220, 1626164]",1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,24.27,Made,6.0,,,,,,,,,,,,D. Booker,1626164.0,3.0,,,
491,PT02M08.00S,2025-03-31T02:44:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,4.812746386333772,49.754901960784316,1610612745,68,103,2025-03-31T02:44:54Z,4690000,False,1.0,-7.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 1642345]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.74,Missed,,,,,,,,,,,Ighodaro,1642345.0,,,,,,
492,PT02M08.00S,2025-03-31T02:44:46.9Z,3,REGULAR,block,,[],1642345,,,1610612745,68,103,2025-03-31T02:44:48Z,4700000,False,,,0,,O. Ighodaro BLOCK (2 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT02M08.00S,2025-03-31T02:44:46.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,68,103,2025-03-31T02:44:54Z,4710000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,491.0,,,,,,,,,,,
495,PT02M08.00S,2025-03-31T02:44:54.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,68,103,2025-03-31T02:44:54Z,4730000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M08.00S,2025-03-31T02:46:55.8Z,3,REGULAR,substitution,out,[],1626164,,,1610612745,68,103,2025-03-31T02:47:32Z,4740000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M08.00S,2025-03-31T02:46:55.8Z,3,REGULAR,substitution,out,[],1629111,,,1610612745,68,103,2025-03-31T02:47:32Z,4750000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT02M08.00S,2025-03-31T02:46:55.8Z,3,REGULAR,substitution,out,[],1627832,,,1610612745,68,103,2025-03-31T02:47:32Z,4760000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M08.00S,2025-03-31T02:46:55.8Z,3,REGULAR,substitution,in,[],1628998,,,1610612745,68,103,2025-03-31T02:47:32Z,4770000,False,,,0,,SUB in: C. Martin,[1628998],1610612756.0,PHX,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M08.00S,2025-03-31T02:46:55.8Z,3,REGULAR,substitution,in,[],1641708,,,1610612745,68,103,2025-03-31T02:47:32Z,4780000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M08.00S,2025-03-31T02:46:55.8Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,68,103,2025-03-31T02:47:32Z,4790000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M58.00S,2025-03-31T02:48:01.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630224,5.732588699080158,46.568627450980394,1610612745,68,105,2025-03-31T02:49:26Z,4800000,False,17.0,1.0,1,left,J. Green driving DUNK (32 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.73,Made,32.0,,,,,,,,,,,,,,,,,
503,PT01M58.00S,2025-03-31T02:48:03.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642345,,,1610612745,68,105,2025-03-31T02:48:12Z,4810000,False,,,0,,O. Ighodaro shooting personal FOUL (4 PF) (Green 1 FT),"[1642345, 1630224]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,203593.0,4.0,0.0,Green,1630224.0,,,,,,,,,,,,
505,PT01M58.00S,2025-03-31T02:48:26.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630224,,,1610612745,68,106,2025-03-31T02:48:26Z,4830000,False,,,0,,J. Green Free Throw 1 of 1 (33 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
506,PT01M38.00S,2025-03-31T02:48:47.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,92.72339027595268,47.794117647058826,1610612756,70,106,2025-03-31T02:49:53Z,4840000,False,-11.0,16.0,1,right,C. Martin cutting Layup (2 PTS) (G. Allen 1 AST),"[1628998, 1628960]",1610612756.0,PHX,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,,,,,,,,,,,,G. Allen,1628960.0,1.0,,,
509,PT01M24.00S,2025-03-31T02:49:04.6Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,70,106,2025-03-31T02:49:07Z,4870000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M24.00S,2025-03-31T02:49:04.6Z,3,REGULAR,substitution,in,[],1628988,,,1610612745,70,106,2025-03-31T02:49:07Z,4880000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT01M24.00S,2025-03-31T02:49:04.6Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,70,106,2025-03-31T02:50:36Z,4885000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT01M24.00S,2025-03-31T02:49:04.6Z,3,REGULAR,substitution,in,[],1629111,,,1610612745,70,106,2025-03-31T02:50:36Z,4887500,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M18.00S,2025-03-31T02:49:33.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642345,,,1610612745,70,106,2025-03-31T02:49:37Z,4890000,False,,,0,,O. Ighodaro shooting personal FOUL (5 PF) (Sengun 2 FT),"[1642345, 1630578]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,203593.0,5.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
513,PT01M18.00S,2025-03-31T02:49:55.6Z,3,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,70,107,2025-03-31T02:49:55Z,4910000,False,,,0,,A. Sengun Free Throw 1 of 2 (16 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
514,PT01M18.00S,2025-03-31T02:50:10.5Z,3,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,70,107,2025-03-31T02:50:10Z,4920000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
515,PT01M16.00S,2025-03-31T02:50:12.5Z,3,REGULAR,rebound,offensive,[],201145,,,1610612745,70,107,2025-03-31T02:50:12Z,4930000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,514.0,1.0,0.0,1.0,,,,,,,,
516,PT01M14.00S,2025-03-31T02:50:14.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628988,35.29894875164258,34.068627450980394,1610612745,70,107,2025-03-31T02:50:21Z,4940000,False,80.0,279.0,1,left,MISS A. Holiday 29' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,29.04,Missed,,,,,,,,,,,,,,,,,,
517,PT01M10.00S,2025-03-31T02:50:18.1Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,70,107,2025-03-31T02:50:21Z,4950000,False,,,0,,A. Thompson REBOUND (Off:6 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,516.0,10.0,4.0,6.0,,,,,,,,
518,PT01M10.00S,2025-03-31T02:50:18.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629111,11.514454664914586,36.76470588235294,1610612745,70,109,2025-03-31T02:50:43Z,4960000,False,66.0,56.0,1,left,J. Landale 8' Hook (2 PTS) (A. Thompson 9 AST),"[1629111, 1641708]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Right,8.65,Made,2.0,,,,,,,,,,,,A. Thompson,1641708.0,9.0,,,
523,PT00M48.30S,2025-03-31T02:50:41.9Z,3,REGULAR,foul,personal,[],1641708,,,1610612756,70,109,2025-03-31T02:50:50Z,4990000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641708, 1628960]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,203593.0,2.0,0.0,Allen,1628960.0,,,,,,,,,,,,
525,PT00M48.30S,2025-03-31T02:50:50.4Z,3,REGULAR,substitution,out,[],1641708,,,1610612756,70,109,2025-03-31T02:50:56Z,5010000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT00M48.30S,2025-03-31T02:50:50.4Z,3,REGULAR,substitution,out,[],1630578,,,1610612756,70,109,2025-03-31T02:50:56Z,5020000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT00M48.30S,2025-03-31T02:50:50.4Z,3,REGULAR,substitution,in,[],1641715,,,1610612756,70,109,2025-03-31T02:50:56Z,5030000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT00M48.30S,2025-03-31T02:50:50.4Z,3,REGULAR,substitution,in,[],1630256,,,1610612756,70,109,2025-03-31T02:50:56Z,5040000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT00M42.40S,2025-03-31T02:51:14.1Z,3,REGULAR,3pt,Jump Shot,[],1628960,69.59592641261499,23.774509803921568,1610612756,73,109,2025-03-31T02:51:26Z,5050000,False,-131.0,233.0,1,right,G. Allen 26' 3PT pullup (5 PTS) (T. Jones 3 AST),"[1628960, 1626145]",1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.76,Made,5.0,,,,,,,,,,,,T. Jones,1626145.0,3.0,,,
531,PT00M30.00S,2025-03-31T02:51:29.1Z,3,REGULAR,3pt,Jump Shot,[],1628988,22.28975032851511,90.19607843137256,1610612745,73,112,2025-03-31T02:51:33Z,5070000,False,-201.0,157.0,1,left,A. Holiday 25' 3PT  (6 PTS) (J. Tate 1 AST),"[1628988, 1630256]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,25.5,Made,6.0,,,,,,,,,,,,J. Tate,1630256.0,1.0,,,
