actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
516,PT00M50.30S,2025-02-09T04:51:10.2Z,3,REGULAR,rebound,offensive,[],1631165,,,1610612758,94,85,2025-02-09T04:51:14Z,5070000,False,,,0,,K. Ellis REBOUND (Off:2 Def:2),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Above the Break 3,24+ Right Center,,,515.0,4.0,2.0,2.0,,,,,,,,,,,,,
517,PT00M44.40S,2025-02-09T04:51:15.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,24.129434954007884,14.460784313725492,1610612758,94,85,2025-02-09T04:51:32Z,5080000,False,178.0,174.0,1,left,MISS J. LaRavia 24' 3PT,[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,
518,PT00M42.80S,2025-02-09T04:51:17.5Z,3,REGULAR,rebound,offensive,[],202685,,,1610612758,94,85,2025-02-09T05:09:51Z,5090000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:3),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,Above the Break 3,24+ Right Center,,,517.0,4.0,3.0,1.0,,,,,,,,,,,,,
519,PT00M42.80S,2025-02-09T04:51:22.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630527,,,1610612758,94,85,2025-02-09T04:55:03Z,5100000,False,,,0,,B. Boston personal FOUL (3 PF) (Valančiūnas 2 FT),"[1630527, 202685]",1610612740.0,NOP,,,,Boston,B. Boston,,,,,1627524.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,0.0,Valančiūnas,202685.0
521,PT00M42.80S,2025-02-09T04:51:54.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612758,95,85,2025-02-09T04:51:54Z,5120000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (3 PTS),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
522,PT00M42.80S,2025-02-09T04:52:22.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612758,96,85,2025-02-09T04:52:22Z,5130000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (4 PTS),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
523,PT00M33.90S,2025-02-09T04:52:32.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630530,83.78777923784494,40.19607843137255,1610612740,96,85,2025-02-09T04:53:01Z,5140000,False,-49.0,100.0,1,right,MISS T. Murphy III 11' driving floating Shot - blocked,"[1630530, 202685]",1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,,In The Paint (Non-RA),8-16 Center,11.13,Missed,,,,,,,,,,,,Valančiūnas,202685.0,,,,
524,PT00M33.90S,2025-02-09T04:52:32.4Z,3,REGULAR,block,,[],202685,,,1610612740,96,85,2025-02-09T04:52:34Z,5150000,False,,,0,,J. Valančiūnas BLOCK (1 BLK),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
525,PT00M31.20S,2025-02-09T04:52:35.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612758,96,85,2025-02-09T04:52:39Z,5160000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:4),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,In The Paint (Non-RA),8-16 Center,,,523.0,5.0,4.0,1.0,,,,,,,,,,,,,
526,PT00M25.20S,2025-02-09T04:52:41.1Z,3,REGULAR,3pt,Jump Shot,[],1628370,8.09789750328515,96.81372549019608,1610612758,96,85,2025-02-09T04:53:17Z,5170000,False,-234.0,24.0,1,left,MISS M. Monk 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,
527,PT00M21.60S,2025-02-09T04:52:44.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,96,85,2025-02-09T04:53:17Z,5180000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,Left Corner 3,24+ Left,,,526.0,,,,,,,,,,,,,,,,
528,PT00M10.70S,2025-02-09T04:53:12.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,26.888961892247043,20.833333333333336,1610612758,99,85,2025-02-09T04:54:53Z,5190000,False,146.0,200.0,1,left,M. Monk 24' 3PT step back (10 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Right Center,24.77,Made,,,,,10.0,,,,,,,,,,,,
529,PT00M01.40S,2025-02-09T04:53:26.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,85.89027595269383,41.42156862745098,1610612740,99,87,2025-02-09T04:55:04Z,5200000,False,-43.0,80.0,1,right,Z. Williamson 9' driving floating Jump Shot (27 PTS),[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),8-16 Center,9.09,Made,,,,,27.0,,,,,,,,,,,,
530,PT00M00.00S,2025-02-09T04:53:35.5Z,3,REGULAR,period,end,[],0,,,1610612758,99,87,2025-02-09T04:53:35Z,5210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2025-02-09T04:53:43.0Z,4,REGULAR,substitution,out,['startperiod'],203897,,,1610612758,99,87,2025-02-09T04:56:12Z,5220000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2025-02-09T04:53:43.0Z,4,REGULAR,substitution,out,['startperiod'],1630530,,,1610612758,99,87,2025-02-09T04:56:12Z,5230000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2025-02-09T04:53:43.0Z,4,REGULAR,substitution,in,['startperiod'],1626168,,,1610612758,99,87,2025-02-09T04:56:12Z,5240000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2025-02-09T04:53:43.0Z,4,REGULAR,substitution,in,['startperiod'],1641810,,,1610612758,99,87,2025-02-09T04:56:12Z,5250000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2025-02-09T04:56:22.9Z,4,REGULAR,period,start,[],0,,,1610612740,99,87,2025-02-09T04:56:22Z,5260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M45.00S,2025-02-09T04:56:36.5Z,4,REGULAR,turnover,lost ball,[],1629627,,,1610612740,99,87,2025-02-09T04:56:40Z,5270000,False,,,0,,Z. Williamson lost ball TURNOVER (3 TO),"[1629627, 1631165]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,Ellis,1631165.0,,,,,,,,,
538,PT11M45.00S,2025-02-09T04:56:36.5Z,4,REGULAR,steal,,[],1631165,,,1610612758,99,87,2025-02-09T04:56:38Z,5280000,False,,,0,,K. Ellis STEAL (2 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
539,PT11M39.00S,2025-02-09T04:56:45.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628370,6.389618922470433,48.28431372549019,1610612758,101,87,2025-02-09T04:56:50Z,5290000,False,9.0,8.0,1,left,M. Monk driving Layup (12 PTS) (K. Ellis 2 AST),"[1628370, 1631165]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,12.0,,,,K. Ellis,1631165.0,2.0,,,,,,
540,PT11M39.00S,2025-02-09T04:56:49.8Z,4,REGULAR,foul,personal,['1freethrow'],1641810,,,1610612758,101,87,2025-02-09T04:56:54Z,5300000,False,,,0,,A. Reeves shooting personal FOUL (1 PF) (Monk 1 FT),"[1641810, 1628370]",1610612740.0,NOP,shooting,,,Reeves,A. Reeves,,,,,202053.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Monk,1628370.0
542,PT11M39.00S,2025-02-09T04:57:07.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1628370,,,1610612758,102,87,2025-02-09T04:57:07Z,5320000,False,,,0,,M. Monk Free Throw 1 of 1 (13 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
543,PT11M27.00S,2025-02-09T04:57:19.7Z,4,REGULAR,3pt,Jump Shot,[],1641810,74.58935611038108,15.196078431372548,1610612740,102,87,2025-02-09T04:57:52Z,5330000,False,-174.0,186.0,1,right,MISS A. Reeves 25' pullup 3PT,[1641810],1610612740.0,NOP,pullup,,,Reeves,A. Reeves,,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,
544,PT11M22.00S,2025-02-09T04:57:24.7Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612758,102,87,2025-02-09T04:57:26Z,5340000,False,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Left Center,,,543.0,2.0,2.0,0.0,,,,,,,,,,,,,
545,PT11M13.00S,2025-02-09T04:57:33.2Z,4,REGULAR,3pt,Jump Shot,[],1628370,32.276609724047304,47.549019607843135,1610612758,102,87,2025-02-09T04:57:42Z,5350000,False,12.0,251.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Center,25.12,Missed,,,,,,,,,,,,,,,,,
546,PT11M10.00S,2025-02-09T04:57:36.2Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612758,102,87,2025-02-09T04:57:42Z,5360000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:1),[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Center,,,545.0,2.0,1.0,1.0,,,,,,,,,,,,,
547,PT11M02.00S,2025-02-09T04:57:45.1Z,4,REGULAR,turnover,lost ball,[],1628370,,,1610612758,102,87,2025-02-09T04:57:54Z,5370000,False,,,0,,M. Monk lost ball TURNOVER (5 TO),"[1628370, 1630527]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Center,,,,,,,,5.0,Boston,1630527.0,,,,,,,,,
548,PT11M02.00S,2025-02-09T04:57:45.1Z,4,REGULAR,steal,,[],1630527,,,1610612740,102,87,2025-02-09T04:59:38Z,5380000,False,,,0,,B. Boston STEAL (2 STL),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
549,PT10M58.00S,2025-02-09T04:57:48.2Z,4,REGULAR,turnover,bad pass,[],1630527,,,1610612740,102,87,2025-02-09T06:43:25Z,5390000,False,,,0,,B. Boston bad pass TURNOVER (2 TO),"[1630527, 1628370]",1610612740.0,NOP,,,,Boston,B. Boston,,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,Monk,1628370.0,,,,,,,,,
551,PT10M58.00S,2025-02-09T04:57:48.2Z,4,REGULAR,steal,,[],1628370,,,1610612758,102,87,2025-02-09T04:57:50Z,5400000,False,,,0,,M. Monk STEAL (3 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
552,PT10M54.00S,2025-02-09T04:57:51.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631165,4.944152431011826,3.431372549019608,1610612758,105,87,2025-02-09T04:58:03Z,5410000,False,233.0,-6.0,1,left,K. Ellis 3PT running (11 PTS) (M. Monk 7 AST),"[1631165, 1628370]",1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,11.0,,,,M. Monk,1628370.0,7.0,,,,,,
554,PT10M53.00S,2025-02-09T04:57:58.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,105,87,2025-02-09T04:57:58Z,5430000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M53.00S,2025-02-09T04:58:20.3Z,4,REGULAR,substitution,out,[],1631255,,,1610612740,105,87,2025-02-09T05:00:22Z,5440000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M53.00S,2025-02-09T04:58:20.3Z,4,REGULAR,substitution,in,[],1642274,,,1610612740,105,87,2025-02-09T05:00:22Z,5450000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT10M43.00S,2025-02-09T05:00:58.9Z,4,REGULAR,3pt,Jump Shot,[],1630527,68.01905387647832,36.51960784313725,1610612740,105,87,2025-02-09T05:01:40Z,5460000,False,-67.0,248.0,1,right,MISS B. Boston 25' pullup 3PT,[1630527],1610612740.0,NOP,pullup,,,Boston,B. Boston,,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,
558,PT10M40.00S,2025-02-09T05:01:01.9Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612758,105,87,2025-02-09T05:01:10Z,5470000,False,,,0,,M. Monk REBOUND (Off:0 Def:4),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,Above the Break 3,24+ Center,,,557.0,4.0,4.0,0.0,,,,,,,,,,,,,
559,PT10M33.00S,2025-02-09T05:01:08.7Z,4,REGULAR,3pt,Jump Shot,[],1626168,6.915243101182654,96.56862745098039,1610612758,105,87,2025-02-09T05:01:18Z,5480000,False,-233.0,13.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,
560,PT10M33.00S,2025-02-09T05:01:08.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,105,87,2025-02-09T05:01:18Z,5490000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Left Corner 3,24+ Left,,,559.0,,,,,,,,,,,,,,,,
561,PT10M33.00S,2025-02-09T05:01:14.2Z,4,REGULAR,foul,personal,[],202685,,,1610612740,105,87,2025-02-09T05:02:10Z,5500000,False,,,0,,J. Valančiūnas loose ball personal FOUL (2 PF),"[202685, 1642274]",1610612758.0,SAC,loose ball,,,Valančiūnas,J. Valančiūnas,,,,,1627524.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Missi,1642274.0
563,PT10M22.00S,2025-02-09T05:01:35.7Z,4,REGULAR,3pt,Jump Shot,[],1641810,91.93495400788436,95.83333333333334,1610612740,105,87,2025-02-09T05:01:47Z,5520000,False,229.0,23.0,1,right,MISS A. Reeves 3PT,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,
564,PT10M20.00S,2025-02-09T05:01:37.7Z,4,REGULAR,rebound,offensive,[],1630527,,,1610612740,105,87,2025-02-09T05:08:16Z,5530000,False,,,0,,B. Boston REBOUND (Off:1 Def:1),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,Right Corner 3,24+ Right,,,563.0,2.0,1.0,1.0,,,,,,,,,,,,,
565,PT10M19.00S,2025-02-09T05:01:43.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630527,79.97700394218134,35.294117647058826,1610612740,105,87,2025-02-09T05:08:31Z,5540000,False,-74.0,136.0,1,right,MISS B. Boston 15' pullup Shot - blocked,"[1630527, 1631222]",1610612740.0,NOP,pullup,,,Boston,B. Boston,,,,,,In The Paint (Non-RA),8-16 Center,15.43,Missed,,,,,,,,,,,,LaRavia,1631222.0,,,,
566,PT10M19.00S,2025-02-09T05:01:43.3Z,4,REGULAR,block,,[],1631222,,,1610612740,105,87,2025-02-09T05:01:47Z,5550000,False,,,0,,J. LaRavia BLOCK (2 BLK),[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
567,PT10M14.00S,2025-02-09T05:01:48.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,105,87,2025-02-09T05:08:31Z,5560000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,565.0,,,,,,,,,,,,,,,,
568,PT09M58.00S,2025-02-09T05:02:04.8Z,4,REGULAR,3pt,Jump Shot,[],1626168,28.07161629434954,75.98039215686273,1610612758,105,87,2025-02-09T05:02:11Z,5570000,False,-130.0,211.0,1,left,MISS T. Lyles 24' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Left Center,24.81,Missed,,,,,,,,,,,,,,,,,
569,PT09M56.00S,2025-02-09T05:02:06.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,105,87,2025-02-09T05:02:11Z,5580000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Above the Break 3,24+ Left Center,,,568.0,,,,,,,,,,,,,,,,
571,PT09M42.00S,2025-02-09T05:02:29.8Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612740,105,87,2025-02-09T05:02:37Z,5600000,False,,,0,,J. Valančiūnas shooting personal FOUL (3 PF) (Williamson 2 FT),"[202685, 1629627]",1610612758.0,SAC,shooting,,,Valančiūnas,J. Valančiūnas,,,,,1627524.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,0.0,Williamson,1629627.0
574,PT09M42.00S,2025-02-09T05:02:54.5Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,105,87,2025-02-09T05:02:54Z,5620000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
575,PT09M42.00S,2025-02-09T05:02:54.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,105,87,2025-02-09T05:02:54Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,574.0,,,,,,,,,,,,,,,,
576,PT09M42.00S,2025-02-09T05:03:10.1Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,105,88,2025-02-09T05:03:10Z,5640000,False,,,0,,Z. Williamson Free Throw 2 of 2 (28 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,
577,PT09M25.00S,2025-02-09T05:03:28.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202685,10.988830486202366,49.01960784313725,1610612758,105,88,2025-02-09T05:03:37Z,5650000,False,5.0,51.0,1,left,MISS J. Valančiūnas Hook,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,
578,PT09M22.00S,2025-02-09T05:03:31.6Z,4,REGULAR,rebound,defensive,[],1642274,,,1610612740,105,88,2025-02-09T05:03:37Z,5660000,False,,,0,,Y. Missi REBOUND (Off:1 Def:10),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,In The Paint (Non-RA),0-8 Center,,,577.0,11.0,10.0,1.0,,,,,,,,,,,,,
579,PT09M22.00S,2025-02-09T05:03:36.1Z,4,REGULAR,foul,personal,[],202685,,,1610612740,105,88,2025-02-09T05:03:48Z,5670000,False,,,0,,J. Valančiūnas personal FOUL (4 PF),"[202685, 1642274]",1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,1627524.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Missi,1642274.0
581,PT09M15.00S,2025-02-09T05:04:01.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.9862023653088,48.03921568627451,1610612740,105,90,2025-02-09T05:04:40Z,5690000,False,-10.0,13.0,1,right,Z. Williamson driving Layup (30 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,30.0,,,,,,,,,,,,
582,PT09M03.00S,2025-02-09T05:04:11.5Z,4,REGULAR,3pt,Jump Shot,[],1631165,24.129434954007884,85.29411764705883,1610612758,105,90,2025-02-09T05:04:19Z,5700000,False,-176.0,174.0,1,left,MISS K. Ellis 24' 3PT - blocked,"[1631165, 1630527]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,Above the Break 3,24+ Left Center,24.81,Missed,,,,,,,,,,,,Boston,1630527.0,,,,
583,PT09M03.00S,2025-02-09T05:04:11.5Z,4,REGULAR,block,,[],1630527,,,1610612758,105,90,2025-02-09T05:04:15Z,5710000,False,,,0,,B. Boston BLOCK (1 BLK),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,
584,PT08M58.00S,2025-02-09T05:04:16.5Z,4,REGULAR,rebound,defensive,[],1642274,,,1610612740,105,90,2025-02-09T05:04:19Z,5720000,False,,,0,,Y. Missi REBOUND (Off:1 Def:11),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,Above the Break 3,24+ Left Center,,,582.0,12.0,11.0,1.0,,,,,,,,,,,,,
585,PT08M56.00S,2025-02-09T05:04:20.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,91.93495400788436,45.83333333333333,1610612740,105,92,2025-02-09T05:04:31Z,5730000,False,-21.0,23.0,1,right,Z. Williamson running Layup (32 PTS),[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,32.0,,,,,,,,,,,,
586,PT08M56.00S,2025-02-09T05:04:24.5Z,4,REGULAR,foul,personal,['1freethrow'],1626168,,,1610612740,105,92,2025-02-09T05:04:33Z,5740000,False,,,0,,T. Lyles shooting personal FOUL (1 PF) (Williamson 1 FT),"[1626168, 1629627]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,202053.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,Williamson,1629627.0
588,PT08M56.00S,2025-02-09T05:04:34.4Z,4,REGULAR,substitution,out,[],202685,,,1610612740,105,92,2025-02-09T05:04:56Z,5760000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M56.00S,2025-02-09T05:04:34.4Z,4,REGULAR,substitution,out,[],1631222,,,1610612740,105,92,2025-02-09T05:04:56Z,5770000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612758.0,SAC,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT08M56.00S,2025-02-09T05:04:34.4Z,4,REGULAR,substitution,out,[],1641722,,,1610612740,105,92,2025-02-09T05:04:56Z,5780000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT08M56.00S,2025-02-09T05:04:34.4Z,4,REGULAR,substitution,in,[],1627734,,,1610612740,105,92,2025-02-09T05:04:56Z,5790000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT08M56.00S,2025-02-09T05:04:34.4Z,4,REGULAR,substitution,in,[],1631099,,,1610612740,105,92,2025-02-09T05:04:56Z,5800000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT08M56.00S,2025-02-09T05:04:34.4Z,4,REGULAR,substitution,in,[],203468,,,1610612740,105,92,2025-02-09T05:04:56Z,5810000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT08M56.00S,2025-02-09T05:05:08.4Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629627,,,1610612740,105,93,2025-02-09T05:05:08Z,5820000,False,,,0,,Z. Williamson Free Throw 1 of 1 (33 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,
595,PT08M46.00S,2025-02-09T05:05:26.3Z,4,REGULAR,foul,personal,[],203468,,,1610612758,105,93,2025-02-09T05:05:46Z,5830000,False,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1628370]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,101284.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,0.0,Monk,1628370.0
597,PT08M46.00S,2025-02-09T05:05:37.6Z,4,REGULAR,substitution,out,[],1630527,,,1610612758,105,93,2025-02-09T05:05:50Z,5850000,False,,,0,,SUB out: B. Boston,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT08M46.00S,2025-02-09T05:05:37.6Z,4,REGULAR,substitution,in,[],1630530,,,1610612758,105,93,2025-02-09T05:05:50Z,5860000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M36.00S,2025-02-09T05:06:01.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,13.748357424441524,41.911764705882355,1610612758,105,93,2025-02-09T05:06:43Z,5870000,False,40.0,77.0,1,left,MISS M. Monk 8' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,,In The Paint (Non-RA),8-16 Center,8.67,Missed,,,,,,,,,,,,,,,,,
