actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
443,PT04M27.00S,2024-11-19T04:36:12.2Z,3,REGULAR,substitution,in,[],1629631,,,1610612758,85,79,2024-11-19T04:36:25Z,4260000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M27.00S,2024-11-19T04:36:36.3Z,3,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,86,79,2024-11-19T04:36:36Z,4270000,False,,,0,,T. Lyles Free Throw 2 of 2 (12 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,Made,,,,,12.0,,,,,,,,,
445,PT04M12.00S,2024-11-19T04:36:52.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.652431011826544,52.94117647058824,1610612737,86,81,2024-11-19T04:36:59Z,4280000,False,-15.0,10.0,1,left,O. Okongwu cutting DUNK (7 PTS) (T. Young 14 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,1.78,Made,,,,,7.0,T. Young,1629027.0,14.0,,,,,,
447,PT03M52.00S,2024-11-19T04:37:12.6Z,3,REGULAR,3pt,Jump Shot,[],1628989,68.15045992115637,29.411764705882355,1610612758,86,81,2024-11-19T04:40:10Z,4300000,False,-103.0,247.0,1,right,MISS K. Huerter 26' step back 3PT,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,26.75,Missed,,,,,,,,,,,,,,
448,PT03M49.00S,2024-11-19T04:37:15.6Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,86,81,2024-11-19T04:37:23Z,4310000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,447.0,1.0,1.0,0.0,,,,,,,,,,
449,PT03M46.00S,2024-11-19T04:37:19.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631223,5.863994743758213,49.50980392156863,1610612737,86,83,2024-11-19T04:40:35Z,4320000,False,2.0,3.0,1,left,D. Roddy running Layup (5 PTS) (T. Young 15 AST),"[1631223, 1629027]",1610612737.0,ATL,running,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,0.36,Made,,,,,5.0,T. Young,1629027.0,15.0,,,,,,
451,PT03M36.00S,2024-11-19T04:37:31.7Z,3,REGULAR,foul,offensive,[],1631115,,,1610612758,86,83,2024-11-19T04:37:51Z,4340000,False,,,0,,O. Robinson offensive FOUL (1 PF),"[1631115, 1629631]",1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Mid-Range,16-24 Left Center,2003.0,,,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0,,
453,PT03M36.00S,2024-11-19T04:37:31.7Z,3,REGULAR,turnover,offensive foul,[],1631115,,,1610612758,86,83,2024-11-19T04:37:31Z,4360000,False,,,0,,O. Robinson offensive foul TURNOVER (2 TO),[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Mid-Range,16-24 Left Center,2003.0,2.0,,,,,,,,,,,,,,,,,,
454,PT03M36.00S,2024-11-19T04:37:42.8Z,3,REGULAR,substitution,out,[],1631165,,,1610612737,86,83,2024-11-19T04:37:59Z,4370000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M36.00S,2024-11-19T04:37:42.8Z,3,REGULAR,substitution,out,[],1626168,,,1610612737,86,83,2024-11-19T04:37:59Z,4380000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M36.00S,2024-11-19T04:37:42.8Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,86,83,2024-11-19T04:37:59Z,4390000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M36.00S,2024-11-19T04:37:42.8Z,3,REGULAR,substitution,in,[],1628368,,,1610612737,86,83,2024-11-19T04:37:59Z,4400000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M36.00S,2024-11-19T04:37:42.8Z,3,REGULAR,substitution,in,[],203926,,,1610612737,86,83,2024-11-19T04:37:59Z,4410000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M36.00S,2024-11-19T04:37:42.8Z,3,REGULAR,substitution,in,[],1641723,,,1610612737,86,83,2024-11-19T04:37:59Z,4420000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M12.00S,2024-11-19T04:38:21.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1641723,18.74178712220762,67.15686274509804,1610612737,86,83,2024-11-19T04:41:16Z,4430000,False,-86.0,124.0,1,left,MISS K. Bufkin 15' driving floating Shot,[1641723],1610612737.0,ATL,driving floating,,,Bufkin,K. Bufkin,,,,,Mid-Range,8-16 Left,,,,,15.05,Missed,,,,,,,,,,,,,,
461,PT03M10.00S,2024-11-19T04:38:23.3Z,3,REGULAR,rebound,defensive,[],1631115,,,1610612758,86,83,2024-11-19T04:41:16Z,4440000,False,,,0,,O. Robinson REBOUND (Off:0 Def:3),[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,460.0,3.0,3.0,0.0,,,,,,,,,,
463,PT02M58.00S,2024-11-19T04:38:37.4Z,3,REGULAR,substitution,out,[],1631115,,,1610612758,86,83,2024-11-19T04:38:45Z,4460000,False,,,0,,SUB out: O. Robinson,[1631115],1610612758.0,SAC,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M58.00S,2024-11-19T04:38:37.4Z,3,REGULAR,substitution,out,[],1631223,,,1610612758,86,83,2024-11-19T04:38:45Z,4470000,False,,,0,,SUB out: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M58.00S,2024-11-19T04:38:37.4Z,3,REGULAR,substitution,in,[],203458,,,1610612758,86,83,2024-11-19T04:38:45Z,4480000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M58.00S,2024-11-19T04:38:37.4Z,3,REGULAR,substitution,in,[],1630700,,,1610612758,86,83,2024-11-19T04:38:45Z,4490000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M48.00S,2024-11-19T04:38:59.7Z,3,REGULAR,2pt,Jump Shot,[],1629162,76.16622864651774,25.49019607843137,1610612758,88,83,2024-11-19T04:41:40Z,4500000,False,-123.0,172.0,1,right,J. McLaughlin 21' pullup Jump Shot (5 PTS) (D. McDermott 1 AST),"[1629162, 203926]",1610612758.0,SAC,pullup,,,McLaughlin,J. McLaughlin,,,,,Mid-Range,16-24 Left Center,,,,,21.08,Made,,,,,5.0,D. McDermott,203926.0,1.0,,,,,,
470,PT02M30.00S,2024-11-19T04:39:17.5Z,3,REGULAR,3pt,Jump Shot,[],1641723,31.09395532194481,65.93137254901961,1610612737,88,83,2024-11-19T04:39:25Z,4520000,False,-80.0,240.0,1,left,MISS K. Bufkin 25' 3PT,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Left Center,,,,,25.27,Missed,,,,,,,,,,,,,,
471,PT02M25.00S,2024-11-19T04:39:22.5Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,88,83,2024-11-19T04:39:25Z,4530000,False,,,0,,D. Daniels REBOUND (Off:1 Def:4),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,470.0,5.0,4.0,1.0,,,,,,,,,,
472,PT02M21.00S,2024-11-19T04:39:26.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,26.757555847568987,19.362745098039216,1610612737,88,86,2024-11-19T04:39:32Z,4540000,False,153.0,199.0,1,left,D. Hunter 25' 3PT  (16 PTS) (D. Daniels 4 AST),"[1629631, 1630700]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,25.11,Made,,,,,16.0,D. Daniels,1630700.0,4.0,,,,,,
474,PT01M55.00S,2024-11-19T04:39:56.7Z,3,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612758,88,86,2024-11-19T04:40:10Z,4560000,False,,,0,,D. Hunter shooting personal FOUL (2 PF) (McLaughlin 2 FT),"[1629631, 1629162]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,2003.0,,,,,,,,,,,,,,2.0,0.0,McLaughlin,1629162.0,,
476,PT01M55.00S,2024-11-19T04:40:28.1Z,3,REGULAR,freethrow,1 of 2,[],1629162,,,1610612758,89,86,2024-11-19T04:40:28Z,4580000,False,,,0,,J. McLaughlin Free Throw 1 of 2 (6 PTS),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
477,PT01M55.00S,2024-11-19T04:40:43.9Z,3,REGULAR,freethrow,2 of 2,[],1629162,,,1610612758,90,86,2024-11-19T04:40:43Z,4590000,False,,,0,,J. McLaughlin Free Throw 2 of 2 (7 PTS),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
478,PT01M46.00S,2024-11-19T04:40:58.8Z,3,REGULAR,foul,personal,[],1628368,,,1610612737,90,86,2024-11-19T04:41:09Z,4600000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1629631]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left,2003.0,,,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0,,
480,PT01M41.00S,2024-11-19T04:41:31.2Z,3,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,90,86,2024-11-19T04:41:42Z,4620000,False,,,0,,D. Hunter step out-of-bounds TURNOVER (1 TO),[1629631],1610612737.0,ATL,step,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,2003.0,1.0,,,,,,,,,,,,,,,,,,
481,PT01M26.00S,2024-11-19T04:42:02.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641723,,,1610612758,90,86,2024-11-19T04:42:09Z,4630000,False,,,0,,K. Bufkin personal FOUL (2 PF) (McLaughlin 2 FT),"[1641723, 1629162]",1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Mid-Range,16-24 Center,1626302.0,,,,,,,,,,,,,,2.0,0.0,McLaughlin,1629162.0,,
483,PT01M26.00S,2024-11-19T04:42:25.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629162,,,1610612758,90,86,2024-11-19T04:42:25Z,4650000,False,,,0,,MISS J. McLaughlin Free Throw 1 of 2,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
484,PT01M26.00S,2024-11-19T04:42:25.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,90,86,2024-11-19T04:42:25Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,483.0,,,,,,,,,,,,,
485,PT01M26.00S,2024-11-19T04:42:37.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629162,,,1610612758,91,86,2024-11-19T04:42:37Z,4670000,False,,,0,,J. McLaughlin Free Throw 2 of 2 (8 PTS),[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
486,PT01M15.00S,2024-11-19T04:42:51.7Z,3,REGULAR,3pt,Jump Shot,[],203992,20.97568988173456,7.598039215686274,1610612737,91,86,2024-11-19T04:43:36Z,4680000,False,212.0,145.0,1,left,MISS B. Bogdanović 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,,25.67,Missed,,,,,,,,,,,,,,
487,PT01M12.00S,2024-11-19T04:42:54.7Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,91,86,2024-11-19T04:43:36Z,4690000,False,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,486.0,4.0,4.0,0.0,,,,,,,,,,
488,PT01M03.00S,2024-11-19T04:43:02.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,79.71419185282524,43.38235294117647,1610612758,93,86,2024-11-19T04:43:16Z,4700000,False,-33.0,138.0,1,right,D. Fox 14' pullup Jump Shot (21 PTS) (J. McLaughlin 4 AST),"[1628368, 1629162]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,14.21,Made,,,,,21.0,J. McLaughlin,1629162.0,4.0,,,,,,
489,PT00M40.70S,2024-11-19T04:43:23.8Z,3,REGULAR,3pt,Jump Shot,[],1629631,22.815374507227332,10.784313725490197,1610612737,93,89,2024-11-19T04:43:30Z,4710000,False,196.0,162.0,1,left,D. Hunter 25' 3PT  (19 PTS) (B. Bogdanović 3 AST),"[1629631, 203992]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,25.44,Made,,,,,19.0,B. Bogdanović,203992.0,3.0,,,,,,
492,PT00M20.00S,2024-11-19T04:44:08.1Z,3,REGULAR,foul,offensive,[],203458,,,1610612758,93,89,2024-11-19T04:44:24Z,4740000,False,,,0,,A. Len offensive FOUL (2 PF),"[203458, 1630700]",1610612758.0,SAC,,,,Len,A. Len,,,,,Above the Break 3,24+ Center,2003.0,,,,,,,,,,,,,,2.0,0.0,Daniels,1630700.0,,
494,PT00M20.00S,2024-11-19T04:44:08.1Z,3,REGULAR,turnover,offensive foul,[],203458,,,1610612758,93,89,2024-11-19T04:44:08Z,4760000,False,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Above the Break 3,24+ Center,2003.0,1.0,,,,,,,,,,,,,,,,,,
495,PT00M20.00S,2024-11-19T04:44:23.8Z,3,REGULAR,substitution,out,[],1641723,,,1610612737,93,89,2024-11-19T04:44:27Z,4770000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M20.00S,2024-11-19T04:44:23.8Z,3,REGULAR,substitution,in,[],1629027,,,1610612737,93,89,2024-11-19T04:44:27Z,4780000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M20.00S,2024-11-19T04:44:29.0Z,3,REGULAR,substitution,out,[],203926,,,1610612737,93,89,2024-11-19T04:44:32Z,4790000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M20.00S,2024-11-19T04:44:29.0Z,3,REGULAR,substitution,in,[],1626168,,,1610612737,93,89,2024-11-19T04:44:32Z,4800000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M20.00S,2024-11-19T04:44:37.4Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,93,89,2024-11-19T04:44:57Z,4810000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,
500,PT00M04.90S,2024-11-19T04:44:59.7Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,93,89,2024-11-19T04:47:34Z,4820000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1628368]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,3.0,Fox,1628368.0,,,,,,,,,,,,,,,,
501,PT00M04.90S,2024-11-19T04:44:59.7Z,3,REGULAR,steal,,[],1628368,,,1610612758,93,89,2024-11-19T04:45:01Z,4830000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
502,PT00M01.20S,2024-11-19T04:45:03.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,69.20170827858082,70.34313725490196,1610612758,93,89,2024-11-19T04:46:01Z,4840000,False,102.0,237.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,25.79,Missed,,,,,,,,,,,,,,
503,PT00M00.10S,2024-11-19T04:45:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,93,89,2024-11-19T04:46:01Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,502.0,,,,,,,,,,,,,
505,PT00M00.00S,2024-11-19T04:45:36.7Z,3,REGULAR,period,end,[],0,,,1610612758,93,89,2024-11-19T04:45:36Z,4860000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,out,['startperiod'],1629162,,,1610612758,93,89,2024-11-19T04:47:42Z,4870000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,out,['startperiod'],1628989,,,1610612758,93,89,2024-11-19T04:47:42Z,4880000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,out,['startperiod'],203458,,,1610612758,93,89,2024-11-19T04:47:42Z,4890000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,out,['startperiod'],1629027,,,1610612758,93,89,2024-11-19T04:47:42Z,4900000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612758,93,89,2024-11-19T04:47:42Z,4910000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,in,['startperiod'],203926,,,1610612758,93,89,2024-11-19T04:47:42Z,4920000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,in,['startperiod'],1631099,,,1610612758,93,89,2024-11-19T04:47:42Z,4930000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,in,['startperiod'],1631165,,,1610612758,93,89,2024-11-19T04:47:42Z,4940000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,in,['startperiod'],1641723,,,1610612758,93,89,2024-11-19T04:47:42Z,4950000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2024-11-19T04:46:28.8Z,4,REGULAR,substitution,in,['startperiod'],1642258,,,1610612758,93,89,2024-11-19T04:47:42Z,4960000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2024-11-19T04:47:54.6Z,4,REGULAR,period,start,[],0,,,1610612758,93,89,2024-11-19T04:47:54Z,4970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M42.00S,2024-11-19T04:48:11.7Z,4,REGULAR,3pt,Jump Shot,[],1626168,67.36202365308804,42.15686274509804,1610612758,93,89,2024-11-19T04:48:34Z,4980000,False,-39.0,254.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,,,,,25.73,Missed,,,,,,,,,,,,,,
518,PT11M40.00S,2024-11-19T04:48:13.7Z,4,REGULAR,rebound,offensive,[],1631165,,,1610612758,93,89,2024-11-19T04:48:44Z,4990000,False,,,0,,K. Ellis REBOUND (Off:2 Def:3),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,,,,,517.0,5.0,3.0,2.0,,,,,,,,,,
519,PT11M26.00S,2024-11-19T04:48:29.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,91.80354796320631,39.46078431372549,1610612758,93,89,2024-11-19T04:49:17Z,5000000,False,-53.0,25.0,1,right,MISS D. Fox fadeaway bank Shot,[1628368],1610612758.0,SAC,fadeaway bank,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.81,Missed,,,,,,,,,,,,,,
520,PT11M24.00S,2024-11-19T04:48:31.0Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,93,89,2024-11-19T04:49:17Z,5010000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,519.0,2.0,2.0,0.0,,,,,,,,,,
521,PT11M18.00S,2024-11-19T04:48:36.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203992,6.1268068331143235,3.6764705882352944,1610612737,93,92,2024-11-19T04:49:51Z,5020000,False,232.0,5.0,1,left,B. Bogdanović 3PT running (6 PTS) (Z. Risacher 2 AST),"[203992, 1642258]",1610612737.0,ATL,running,,,Bogdanović,B. Bogdanović,,,,,Right Corner 3,24+ Right,,,,,23.17,Made,,,,,6.0,Z. Risacher,1642258.0,2.0,,,,,,
523,PT11M04.00S,2024-11-19T04:48:52.8Z,4,REGULAR,foul,offensive,[],1628368,,,1610612758,93,92,2024-11-19T04:49:34Z,5040000,False,,,0,,D. Fox offensive FOUL (2 PF),"[1628368, 1641723]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,2003.0,,,,,,,,,,,,,,2.0,0.0,Bufkin,1641723.0,,
525,PT11M04.00S,2024-11-19T04:48:52.8Z,4,REGULAR,turnover,offensive foul,[],1628368,,,1610612758,93,92,2024-11-19T04:48:52Z,5060000,False,,,0,,D. Fox offensive foul TURNOVER (2 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,2003.0,2.0,,,,,,,,,,,,,,,,,,
526,PT10M52.00S,2024-11-19T04:49:14.6Z,4,REGULAR,foul,personal,[],1631099,,,1610612737,93,92,2024-11-19T04:49:39Z,5070000,False,,,0,,K. Murray personal FOUL (5 PF),"[1631099, 1630168]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,,,,,,,5.0,0.0,Okongwu,1630168.0,,
528,PT10M44.00S,2024-11-19T04:49:51.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203992,28.33442838370565,80.63725490196079,1610612737,93,92,2024-11-19T04:50:36Z,5090000,False,-153.0,214.0,1,left,MISS B. Bogdanović 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,,26.3,Missed,,,,,,,,,,,,,,
529,PT10M42.00S,2024-11-19T04:49:53.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,93,92,2024-11-19T04:50:36Z,5100000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,528.0,,,,,,,,,,,,,
531,PT10M33.00S,2024-11-19T04:50:11.2Z,4,REGULAR,foul,personal,[],1641723,,,1610612758,93,92,2024-11-19T04:50:24Z,5120000,False,,,0,,K. Bufkin personal FOUL (3 PF),"[1641723, 1631165]",1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Center,2002.0,,,,,,,,,,,,,,3.0,0.0,Ellis,1631165.0,,
533,PT10M24.00S,2024-11-19T04:50:40.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,87.86136662286465,53.18627450980392,1610612758,93,92,2024-11-19T04:51:16Z,5140000,False,16.0,62.0,1,right,MISS K. Murray 6' fadeaway Shot,[1631099],1610612758.0,SAC,fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.36,Missed,,,,,,,,,,,,,,
534,PT10M22.00S,2024-11-19T04:50:42.5Z,4,REGULAR,rebound,defensive,[],1642258,,,1610612737,93,92,2024-11-19T04:51:16Z,5150000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,533.0,3.0,2.0,1.0,,,,,,,,,,
