actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
431,PT06M57.00S,2024-10-27T00:39:46.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.86136662286465,48.03921568627451,1610612748,60,66,2024-10-27T00:39:50Z,4260000,False,-10.0,62.0,1,right,B. Adebayo 6' floating Jump Shot (8 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.24,Made,,,,,,,,,,,,,8.0,J. Butler,202710.0,4.0,,
433,PT06M40.00S,2024-10-27T00:40:04.4Z,3,REGULAR,2pt,Jump Shot,[],1630544,21.632720105124836,80.14705882352942,1610612766,60,66,2024-10-27T00:40:08Z,4280000,False,-151.0,151.0,1,left,MISS T. Mann 21' step back Shot,[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,21.32,Missed,,,,,,,,,,,,,,,,,,
434,PT06M37.00S,2024-10-27T00:40:07.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,60,66,2024-10-27T00:40:08Z,4290000,False,,,0,,J. Butler REBOUND (Off:3 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,433.0,7.0,4.0,3.0,,,,,,,,,,,,,,
435,PT06M30.00S,2024-10-27T00:40:14.1Z,3,REGULAR,3pt,Jump Shot,[],1626179,91.40932982917214,3.6764705882352944,1610612748,60,69,2024-10-27T00:40:19Z,4300000,False,-232.0,28.0,1,right,T. Rozier 3PT  (12 PTS) (J. Butler 5 AST),"[1626179, 202710]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.33,Made,,,,,,,,,,,,,12.0,J. Butler,202710.0,5.0,,
437,PT06M30.00S,2024-10-27T00:40:28.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,60,69,2024-10-27T00:40:33Z,4320000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M30.00S,2024-10-27T00:40:39.5Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,60,69,2024-10-27T00:43:18Z,4330000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M30.00S,2024-10-27T00:40:39.5Z,3,REGULAR,substitution,out,[],203552,,,1610612766,60,69,2024-10-27T00:43:18Z,4340000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M30.00S,2024-10-27T00:40:39.5Z,3,REGULAR,substitution,out,[],202710,,,1610612766,60,69,2024-10-27T00:43:18Z,4350000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M30.00S,2024-10-27T00:40:39.5Z,3,REGULAR,substitution,in,[],1629684,,,1610612766,60,69,2024-10-27T00:43:18Z,4360000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M30.00S,2024-10-27T00:40:39.5Z,3,REGULAR,substitution,in,[],203995,,,1610612766,60,69,2024-10-27T00:43:18Z,4370000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M30.00S,2024-10-27T00:40:39.5Z,3,REGULAR,substitution,in,[],1631170,,,1610612766,60,69,2024-10-27T00:43:18Z,4380000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M17.00S,2024-10-27T00:43:38.4Z,3,REGULAR,3pt,Jump Shot,[],1630208,6.652431011826544,0.9803921568627451,1610612766,60,69,2024-10-27T00:43:45Z,4390000,False,245.0,10.0,1,left,MISS N. Richards 24' 3PT,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,24.53,Missed,,,,,,,,,,,,,,,,,,
445,PT06M14.00S,2024-10-27T00:43:41.1Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,60,69,2024-10-27T00:43:41Z,4400000,False,,,0,,N. Jović REBOUND (Off:0 Def:2),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Right Corner 3,24+ Right,,,444.0,2.0,2.0,0.0,,,,,,,,,,,,,,
446,PT06M05.00S,2024-10-27T00:43:50.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.83902759526939,44.36274509803921,1610612748,60,69,2024-10-27T00:43:53Z,4410000,False,-28.0,90.0,1,right,MISS B. Adebayo 9' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.43,Missed,,,,,,,,,,,,,,,,,,
447,PT06M02.00S,2024-10-27T00:43:53.2Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612766,60,69,2024-10-27T00:43:53Z,4420000,False,,,0,,N. Richards REBOUND (Off:3 Def:8),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,446.0,11.0,8.0,3.0,,,,,,,,,,,,,,
448,PT05M49.00S,2024-10-27T00:44:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,11.645860709592641,45.588235294117645,1610612766,62,69,2024-10-27T00:44:09Z,4430000,False,22.0,57.0,1,left,L. Ball 6' driving floating Jump Shot (15 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,,,,,,,,,,,,,15.0,,,,,
449,PT05M36.00S,2024-10-27T00:44:18.7Z,3,REGULAR,3pt,Jump Shot,[],1629639,65.78515111695138,55.14705882352941,1610612748,62,69,2024-10-27T00:44:23Z,4440000,False,26.0,269.0,1,right,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,27.03,Missed,,,,,,,,,,,,,,,,,,
450,PT05M33.00S,2024-10-27T00:44:21.7Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612766,62,69,2024-10-27T00:44:23Z,4450000,False,,,0,,T. Mann REBOUND (Off:0 Def:5),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,449.0,5.0,5.0,0.0,,,,,,,,,,,,,,
451,PT05M26.00S,2024-10-27T00:44:28.1Z,3,REGULAR,3pt,Jump Shot,[],1629684,29.77989487516426,28.186274509803923,1610612766,62,69,2024-10-27T00:44:33Z,4460000,False,109.0,227.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
452,PT05M24.00S,2024-10-27T00:44:30.1Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,62,69,2024-10-27T00:44:33Z,4470000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,451.0,4.0,4.0,0.0,,,,,,,,,,,,,,
453,PT05M14.00S,2024-10-27T00:44:43.9Z,3,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612748,62,69,2024-10-27T00:44:57Z,4480000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Rozier 2 FT),"[1630208, 1626179]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,3.0,0.0,Rozier,1626179.0,,,,,,,,
455,PT05M14.00S,2024-10-27T00:45:44.3Z,3,REGULAR,freethrow,1 of 2,[],1626179,,,1610612748,62,70,2024-10-27T00:45:44Z,4500000,False,,,0,,T. Rozier Free Throw 1 of 2 (13 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
456,PT05M14.00S,2024-10-27T00:46:03.4Z,3,REGULAR,freethrow,2 of 2,[],1626179,,,1610612748,62,71,2024-10-27T00:46:03Z,4510000,False,,,0,,T. Rozier Free Throw 2 of 2 (14 PTS),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
457,PT05M03.00S,2024-10-27T00:46:20.1Z,3,REGULAR,foul,offensive,[],1630208,,,1610612766,62,71,2024-10-27T00:46:38Z,4520000,False,,,0,,N. Richards offensive FOUL (4 PF),"[1630208, 1626179]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,202026.0,4.0,0.0,Rozier,1626179.0,,,,,,,,
459,PT05M03.00S,2024-10-27T00:46:20.1Z,3,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,62,71,2024-10-27T00:46:20Z,4540000,False,,,0,,N. Richards offensive foul TURNOVER (2 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,202026.0,,,,,,,,,,,,
460,PT05M03.00S,2024-10-27T00:46:38.3Z,3,REGULAR,substitution,out,[],1630208,,,1610612748,62,71,2024-10-27T00:46:43Z,4550000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M03.00S,2024-10-27T00:46:38.3Z,3,REGULAR,substitution,in,[],1628970,,,1610612748,62,71,2024-10-27T00:46:43Z,4560000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M50.00S,2024-10-27T00:46:54.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,91.93495400788436,45.588235294117645,1610612748,62,73,2024-10-27T00:46:57Z,4570000,False,-22.0,23.0,1,right,T. Rozier driving Layup (16 PTS) (N. Jović 5 AST),"[1626179, 1631107]",1610612748.0,MIA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,,,,,,,16.0,N. Jović,1631107.0,5.0,,
463,PT04M42.00S,2024-10-27T00:47:11.8Z,3,REGULAR,violation,kicked ball,[],1628389,,,1610612766,62,73,2024-10-27T00:47:17Z,4580000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1626300.0,,,,,,,,,,,,
464,PT04M42.00S,2024-10-27T00:47:16.3Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,62,73,2024-10-27T00:47:34Z,4590000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M42.00S,2024-10-27T00:47:16.3Z,3,REGULAR,substitution,out,[],203995,,,1610612766,62,73,2024-10-27T00:47:34Z,4600000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M42.00S,2024-10-27T00:47:16.3Z,3,REGULAR,substitution,in,[],1642275,,,1610612766,62,73,2024-10-27T00:47:34Z,4610000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M42.00S,2024-10-27T00:47:16.3Z,3,REGULAR,substitution,in,[],203552,,,1610612766,62,73,2024-10-27T00:47:34Z,4620000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M42.00S,2024-10-27T00:47:48.2Z,3,REGULAR,turnover,5-second-violation,['team'],0,,,1610612766,62,73,2024-10-27T00:48:04Z,4630000,False,,,0,,CHA 5-second-violation Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,202026.0,,,,,,,,,,,,
469,PT04M31.00S,2024-10-27T00:48:09.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,66.83639947437582,37.254901960784316,1610612748,62,73,2024-10-27T00:48:16Z,4640000,False,-64.0,259.0,1,right,MISS T. Rozier 26' step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
470,PT04M25.00S,2024-10-27T00:48:15.4Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612766,62,73,2024-10-27T00:48:16Z,4650000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,469.0,1.0,1.0,0.0,,,,,,,,,,,,,,
471,PT04M11.00S,2024-10-27T00:48:28.2Z,3,REGULAR,3pt,Jump Shot,[],1642275,6.783837056504599,95.09803921568627,1610612766,62,73,2024-10-27T00:48:32Z,4660000,False,-225.0,11.0,1,left,MISS T. Salaün 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
472,PT04M09.00S,2024-10-27T00:48:30.2Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,62,73,2024-10-27T00:48:32Z,4670000,False,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,471.0,4.0,4.0,0.0,,,,,,,,,,,,,,
473,PT04M03.00S,2024-10-27T00:48:36.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629639,92.06636005256242,44.6078431372549,1610612748,62,73,2024-10-27T00:51:09Z,4680000,False,-27.0,22.0,1,right,MISS T. Herro running Layup,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
474,PT04M01.00S,2024-10-27T00:48:38.4Z,3,REGULAR,rebound,offensive,[],1631170,,,1610612748,62,73,2024-10-27T00:48:40Z,4690000,False,,,0,,J. Jaquez Jr. REBOUND (Off:2 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,473.0,4.0,2.0,2.0,,,,,,,,,,,,,,
475,PT04M00.00S,2024-10-27T00:48:39.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631170,91.93495400788436,50.73529411764706,1610612748,62,73,2024-10-27T00:51:44Z,4700000,False,4.0,23.0,1,right,MISS J. Jaquez Jr. Layup,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
476,PT03M58.00S,2024-10-27T00:48:41.4Z,3,REGULAR,rebound,offensive,[],1629639,,,1610612748,62,73,2024-10-27T00:51:44Z,4710000,False,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,475.0,5.0,4.0,1.0,,,,,,,,,,,,,,
477,PT03M57.00S,2024-10-27T00:48:46.5Z,3,REGULAR,turnover,traveling,[],1629639,,,1610612748,62,73,2024-10-27T00:48:50Z,4720000,False,,,0,,T. Herro traveling TURNOVER (2 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,2.0,1626300.0,,,,,,,,,,,,
479,PT03M44.00S,2024-10-27T00:49:17.7Z,3,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612766,62,73,2024-10-27T00:49:34Z,4730000,False,,,0,,N. Jović shooting personal FOUL (2 PF) (Bridges 2 FT),"[1631107, 1628970]",1610612748.0,MIA,shooting,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,2.0,0.0,Bridges,1628970.0,,,,,,,,
481,PT03M44.00S,2024-10-27T00:49:52.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628970,,,1610612766,62,73,2024-10-27T00:49:52Z,4750000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
482,PT03M44.00S,2024-10-27T00:49:52.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,62,73,2024-10-27T00:49:52Z,4760000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,
483,PT03M44.00S,2024-10-27T00:49:55.3Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,62,73,2024-10-27T00:50:01Z,4770000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M44.00S,2024-10-27T00:49:55.3Z,3,REGULAR,substitution,in,[],202692,,,1610612766,62,73,2024-10-27T00:50:01Z,4780000,False,,,0,,SUB in: A. Burks,[202692],1610612748.0,MIA,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M44.00S,2024-10-27T00:50:14.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628970,,,1610612766,63,73,2024-10-27T00:50:14Z,4790000,False,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
486,PT03M33.00S,2024-10-27T00:50:29.2Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,63,73,2024-10-27T00:50:38Z,4800000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1642275]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,,,,Salaün,1642275.0
487,PT03M33.00S,2024-10-27T00:50:29.2Z,3,REGULAR,steal,,[],1642275,,,1610612766,63,73,2024-10-27T00:50:31Z,4810000,False,,,0,,T. Salaün STEAL (1 STL),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT03M27.00S,2024-10-27T00:50:35.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628970,30.699737187910642,65.44117647058823,1610612766,63,73,2024-10-27T00:50:46Z,4820000,False,-77.0,236.0,1,left,MISS M. Bridges 24' running 3PT,[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
489,PT03M23.00S,2024-10-27T00:50:38.7Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612766,63,73,2024-10-27T00:50:38Z,4830000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,488.0,2.0,1.0,1.0,,,,,,,,,,,,,,
490,PT03M21.00S,2024-10-27T00:50:40.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630544,30.305519053876477,27.450980392156865,1610612766,66,73,2024-10-27T00:50:49Z,4840000,False,113.0,232.0,1,left,T. Mann 25' 3PT  (7 PTS) (G. Williams 1 AST),"[1630544, 1629684]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,,,,,,,,,7.0,G. Williams,1629684.0,1.0,,
492,PT03M21.00S,2024-10-27T00:50:55.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,66,73,2024-10-27T00:50:55Z,4860000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT03M21.00S,2024-10-27T00:52:57.0Z,3,REGULAR,substitution,out,[],1631107,,,1610612748,66,73,2024-10-27T00:53:39Z,4870000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT03M21.00S,2024-10-27T00:52:57.0Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,66,73,2024-10-27T00:53:39Z,4880000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT03M21.00S,2024-10-27T00:52:57.0Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,66,73,2024-10-27T00:53:39Z,4890000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT03M21.00S,2024-10-27T00:52:57.0Z,3,REGULAR,substitution,in,[],202710,,,1610612748,66,73,2024-10-27T00:53:39Z,4900000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT03M21.00S,2024-10-27T00:52:57.0Z,3,REGULAR,substitution,in,[],1628418,,,1610612748,66,73,2024-10-27T00:53:39Z,4910000,False,,,0,,SUB in: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M21.00S,2024-10-27T00:52:57.0Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,66,73,2024-10-27T00:53:39Z,4920000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT03M07.00S,2024-10-27T00:54:02.7Z,3,REGULAR,turnover,traveling,[],1631170,,,1610612748,66,73,2024-10-27T00:54:09Z,4930000,False,,,0,,J. Jaquez Jr. traveling TURNOVER (3 TO),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,,,,,3.0,202026.0,,,,,,,,,,,,
500,PT02M54.00S,2024-10-27T00:54:19.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,31.35676741130092,33.088235294117645,1610612766,66,73,2024-10-27T00:54:25Z,4940000,False,85.0,242.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
501,PT02M53.00S,2024-10-27T00:54:20.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,66,73,2024-10-27T00:54:25Z,4950000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,500.0,,,,,,,,,,,,,,,,,
503,PT02M38.00S,2024-10-27T00:54:53.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642275,,,1610612748,66,73,2024-10-27T00:55:11Z,4970000,False,,,0,,T. Salaün shooting personal FOUL (1 PF) (Butler 2 FT),"[1642275, 202710]",1610612766.0,CHA,shooting,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,1.0,0.0,Butler,202710.0,,,,,,,,
505,PT02M38.00S,2024-10-27T00:55:17.8Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,66,73,2024-10-27T00:55:17Z,4990000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT02M38.00S,2024-10-27T00:55:17.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,66,73,2024-10-27T00:55:17Z,5000000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,
507,PT02M38.00S,2024-10-27T00:55:31.5Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,66,74,2024-10-27T00:55:31Z,5010000,False,,,0,,J. Butler Free Throw 2 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
508,PT02M25.00S,2024-10-27T00:55:46.1Z,3,REGULAR,turnover,lost ball,[],1642275,,,1610612766,66,74,2024-10-27T00:55:51Z,5020000,False,,,0,,T. Salaün lost ball TURNOVER (1 TO),"[1642275, 202710]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,,,,Butler,202710.0
509,PT02M25.00S,2024-10-27T00:55:46.1Z,3,REGULAR,steal,,[],202710,,,1610612748,66,74,2024-10-27T00:55:48Z,5030000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
510,PT02M12.00S,2024-10-27T00:55:59.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,91.80354796320631,55.14705882352941,1610612748,66,76,2024-10-27T00:56:03Z,5040000,False,26.0,25.0,1,right,J. Butler turnaround Jump Shot (12 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,,,,,,,,,12.0,D. Robinson,1629130.0,1.0,,
512,PT01M55.00S,2024-10-27T00:56:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,6.258212877792378,51.225490196078425,1610612766,66,76,2024-10-27T00:56:19Z,5060000,False,-6.0,6.0,1,left,MISS T. Mann driving Layup,[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
513,PT01M52.00S,2024-10-27T00:56:18.8Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,66,76,2024-10-27T00:56:19Z,5070000,False,,,0,,J. Jaquez Jr. REBOUND (Off:2 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,512.0,5.0,3.0,2.0,,,,,,,,,,,,,,
