actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,area,areaDetail,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
437,PT01M26.00S,2023-01-16T21:44:49.3Z,3,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612739,74,79,2023-01-16T21:45:07Z,4290000,False,,,0,,C. LeVert lost ball out-of-bounds TURNOVER (2 TO),[1627747],1610612739.0,CLE,lost ball,,,LeVert,C. LeVert,,,,,,,,,,,Mid-Range,8-16 Left,,,,,2.0,,,,,1626300.0,,,,
438,PT01M12.00S,2023-01-16T21:45:03.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630230,21.107095926412615,47.30392156862745,1610612740,74,81,2023-01-16T21:45:13Z,4300000,False,13.0,146.0,1,left,N. Marshall 14' driving floating Jump Shot (12 PTS) (L. Nance Jr. 3 AST),"[1630230, 1626204]",1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,14.65,Made,12.0,L. Nance Jr.,1626204.0,3.0,Mid-Range,8-16 Center,,,,,,,,,,,,,,
440,PT00M50.10S,2023-01-16T21:45:29.2Z,3,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612739,74,81,2023-01-16T21:45:38Z,4320000,False,,,0,,J. Hayes shooting personal FOUL (3 PF) (Garland 2 FT),"[1629637, 1629636]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,3.0,0.0,Garland,1629636.0
442,PT00M50.10S,2023-01-16T21:45:54.0Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,75,81,2023-01-16T21:45:54Z,4340000,False,,,0,,D. Garland Free Throw 1 of 2 (15 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,,
443,PT00M50.10S,2023-01-16T21:45:55.2Z,3,REGULAR,substitution,out,[],1627747,,,1610612739,75,81,2023-01-16T21:46:06Z,4350000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M50.10S,2023-01-16T21:45:55.2Z,3,REGULAR,substitution,in,[],1630205,,,1610612739,75,81,2023-01-16T21:46:06Z,4360000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT00M50.10S,2023-01-16T21:46:18.5Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,76,81,2023-01-16T21:46:18Z,4370000,False,,,0,,D. Garland Free Throw 2 of 2 (16 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,,
446,PT00M32.70S,2023-01-16T21:46:37.5Z,3,REGULAR,2pt,Jump Shot,[],1630230,22.158344283837057,55.88235294117647,1610612740,76,81,2023-01-16T21:47:06Z,4380000,False,-29.0,156.0,1,left,MISS N. Marshall 15' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,15.85,Missed,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,
447,PT00M32.20S,2023-01-16T21:46:38.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,76,81,2023-01-16T21:58:42Z,4390000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,Mid-Range,8-16 Center,446.0,,,,,,,,,,,,,
449,PT00M32.20S,2023-01-16T21:46:49.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626204,,,1610612739,76,81,2023-01-16T21:47:00Z,4400000,False,,,0,,L. Nance Jr. loose ball personal FOUL (1 PF) (Love 2 FT),"[1626204, 201567]",1610612740.0,NOP,loose ball,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,1.0,0.0,Love,201567.0
451,PT00M32.20S,2023-01-16T21:47:20.5Z,3,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,77,81,2023-01-16T21:47:20Z,4420000,False,,,0,,K. Love Free Throw 1 of 2 (3 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,,
452,PT00M32.20S,2023-01-16T21:47:41.3Z,3,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,78,81,2023-01-16T21:47:41Z,4430000,False,,,0,,K. Love Free Throw 2 of 2 (4 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,,
454,PT00M12.80S,2023-01-16T21:48:03.2Z,3,REGULAR,3pt,Jump Shot,[],1628984,20.45006570302234,6.372549019607843,1610612740,78,81,2023-01-16T21:48:14Z,4440000,False,218.0,140.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.9,Missed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
455,PT00M06.40S,2023-01-16T21:48:09.6Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,78,81,2023-01-16T21:48:14Z,4450000,False,,,0,,K. Love REBOUND (Off:2 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Above the Break 3,24+ Right Center,454.0,8.0,6.0,2.0,,,,,,,,,,
456,PT00M04.30S,2023-01-16T21:48:11.7Z,3,REGULAR,turnover,bad pass,[],201567,,,1610612739,78,81,2023-01-16T21:48:18Z,4460000,False,,,0,,K. Love bad pass TURNOVER (2 TO),"[201567, 1630631]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,Alvarado,1630631.0,,,,,
457,PT00M04.30S,2023-01-16T21:48:11.7Z,3,REGULAR,steal,,[],1630631,,,1610612740,78,81,2023-01-16T21:48:14Z,4470000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
458,PT00M00.00S,2023-01-16T21:48:16.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,22.815374507227332,6.127450980392156,1610612740,78,81,2023-01-16T21:48:23Z,4480000,False,219.0,162.0,1,left,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,27.27,Missed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
459,PT00M00.00S,2023-01-16T21:48:16.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,78,81,2023-01-16T21:48:23Z,4490000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,Above the Break 3,24+ Right Center,458.0,,,,,,,,,,,,,
460,PT00M00.00S,2023-01-16T21:48:21.7Z,3,REGULAR,period,end,[],0,,,1610612740,78,81,2023-01-16T21:48:21Z,4500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2023-01-16T21:48:38.0Z,4,REGULAR,substitution,out,['startperiod'],201567,,,1610612740,78,81,2023-01-16T21:50:47Z,4510000,False,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2023-01-16T21:48:38.0Z,4,REGULAR,substitution,in,['startperiod'],1628386,,,1610612740,78,81,2023-01-16T21:50:47Z,4520000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2023-01-16T21:50:57.7Z,4,REGULAR,period,start,[],0,,,1610612739,78,81,2023-01-16T21:50:57Z,4530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT11M40.00S,2023-01-16T21:51:16.9Z,4,REGULAR,2pt,Jump Shot,[],1629636,78.0059132720105,36.76470588235294,1610612739,78,81,2023-01-16T21:51:21Z,4540000,False,-66.0,154.0,1,right,MISS D. Garland 16' Jump Shot,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,16.78,Missed,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,
465,PT11M38.00S,2023-01-16T21:51:18.9Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,78,81,2023-01-16T21:51:21Z,4550000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Mid-Range,16-24 Left Center,464.0,3.0,3.0,0.0,,,,,,,,,,
466,PT11M18.00S,2023-01-16T21:51:40.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.280551905387648,36.51960784313725,1610612740,78,81,2023-01-16T21:51:49Z,4560000,False,67.0,35.0,1,left,MISS J. Alvarado 7' driving floating bank Shot,[1630631],1610612740.0,NOP,driving floating bank,,,Alvarado,J. Alvarado,,,,,7.58,Missed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,
467,PT11M18.00S,2023-01-16T21:51:40.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,78,81,2023-01-16T21:51:49Z,4570000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,466.0,,,,,,,,,,,,,
468,PT11M18.00S,2023-01-16T21:51:47.3Z,4,REGULAR,foul,personal,[],1630596,,,1610612740,78,81,2023-01-16T22:00:28Z,4580000,False,,,0,,E. Mobley loose ball personal FOUL (2 PF),"[1630596, 1629637]",1610612739.0,CLE,loose ball,,,Mobley,E. Mobley,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626300.0,2.0,0.0,Hayes,1629637.0
470,PT11M12.00S,2023-01-16T21:52:32.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,16.770696452036795,96.56862745098039,1610612740,78,81,2023-01-16T21:52:36Z,4600000,False,-233.0,105.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.54,Missed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
471,PT11M09.00S,2023-01-16T21:52:35.3Z,4,REGULAR,rebound,defensive,[],1630205,,,1610612739,78,81,2023-01-16T21:52:35Z,4610000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Above the Break 3,24+ Left Center,470.0,1.0,1.0,0.0,,,,,,,,,,
472,PT11M01.00S,2023-01-16T21:52:44.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.70762155059133,65.68627450980392,1610612739,80,81,2023-01-16T21:52:48Z,4620000,False,78.0,91.0,1,right,D. Garland 12' pullup Jump Shot (18 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,12.03,Made,18.0,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,
473,PT10M47.00S,2023-01-16T21:53:03.2Z,4,REGULAR,foul,offensive,[],1629637,,,1610612740,80,81,2023-01-16T21:53:12Z,4630000,False,,,0,,J. Hayes offensive FOUL (4 PF),"[1629637, 1629636]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1626300.0,4.0,0.0,Garland,1629636.0
475,PT10M47.00S,2023-01-16T21:53:03.2Z,4,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,80,81,2023-01-16T21:53:03Z,4650000,False,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,1626300.0,,,,
476,PT10M47.00S,2023-01-16T21:53:11.1Z,4,REGULAR,substitution,out,[],1629637,,,1610612739,80,81,2023-01-16T21:53:18Z,4660000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT10M47.00S,2023-01-16T21:53:11.1Z,4,REGULAR,substitution,in,[],1630530,,,1610612739,80,81,2023-01-16T21:53:18Z,4670000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT10M32.00S,2023-01-16T21:53:33.1Z,4,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612739,80,81,2023-01-16T21:53:58Z,4680000,False,,,0,,J. Alvarado shooting personal FOUL (3 PF) (Mobley 2 FT),"[1630631, 1630596]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,3.0,0.0,Mobley,1630596.0
480,PT10M32.00S,2023-01-16T21:54:10.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630596,,,1610612739,81,81,2023-01-16T21:54:10Z,4700000,False,,,0,,E. Mobley Free Throw 1 of 2 (17 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,,
481,PT10M32.00S,2023-01-16T21:54:26.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,81,81,2023-01-16T21:54:26Z,4710000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT10M32.00S,2023-01-16T21:57:22.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630596,,,1610612739,82,81,2023-01-16T21:57:22Z,4720000,False,,,0,,E. Mobley Free Throw 2 of 2 (18 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,,
484,PT10M18.00S,2023-01-16T21:57:37.8Z,4,REGULAR,3pt,Jump Shot,[],1630631,7.440867279894875,4.411764705882353,1610612740,82,81,2023-01-16T21:57:46Z,4730000,False,228.0,17.0,1,left,MISS J. Alvarado 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,22.86,Missed,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,
485,PT10M14.00S,2023-01-16T21:57:41.8Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,82,81,2023-01-16T21:57:46Z,4740000,False,,,0,,J. Allen REBOUND (Off:4 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Right Corner 3,24+ Right,484.0,8.0,4.0,4.0,,,,,,,,,,
486,PT10M11.00S,2023-01-16T21:57:47.6Z,4,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612739,82,81,2023-01-16T21:59:42Z,4750000,False,,,0,,D. Graham shooting personal FOUL (3 PF) (Allen 2 FT),"[1628984, 1628386]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628480.0,3.0,0.0,Allen,1628386.0
488,PT10M11.00S,2023-01-16T21:58:09.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628386,,,1610612739,83,81,2023-01-16T21:58:09Z,4770000,False,,,0,,J. Allen Free Throw 1 of 2 (13 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,,
499,PT10M11.00S,2023-01-16T21:58:09.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628386,,,1610612739,84,81,2023-01-16T21:59:33Z,4775000,False,,,0,,J. Allen Free Throw 2 of 2 (14 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,,
489,PT10M11.00S,2023-01-16T21:58:10.0Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,84,81,2023-01-16T21:58:19Z,4780000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT10M11.00S,2023-01-16T21:58:10.0Z,4,REGULAR,substitution,out,[],1630631,,,1610612740,84,81,2023-01-16T21:58:19Z,4790000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT10M11.00S,2023-01-16T21:58:10.0Z,4,REGULAR,substitution,in,[],203468,,,1610612740,84,81,2023-01-16T21:58:19Z,4800000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT10M11.00S,2023-01-16T21:58:10.0Z,4,REGULAR,substitution,in,[],202685,,,1610612740,84,81,2023-01-16T21:58:19Z,4810000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M57.00S,2023-01-16T21:58:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,6.652431011826544,50.49019607843137,1610612740,84,81,2023-01-16T21:59:03Z,4820000,False,-2.0,10.0,1,left,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,1.03,Missed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
494,PT09M54.00S,2023-01-16T21:58:55.4Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,84,81,2023-01-16T21:59:03Z,4830000,False,,,0,,E. Mobley REBOUND (Off:1 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Restricted Area,0-8 Center,493.0,7.0,6.0,1.0,,,,,,,,,,
495,PT09M38.00S,2023-01-16T21:59:12.0Z,4,REGULAR,2pt,Jump Shot,[],1628386,79.188567674113,70.34313725490196,1610612739,84,81,2023-01-16T21:59:18Z,4840000,False,102.0,143.0,1,right,MISS J. Allen 17' turnaround Shot,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,17.56,Missed,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,
496,PT09M35.00S,2023-01-16T21:59:15.0Z,4,REGULAR,rebound,offensive,[],1630205,,,1610612739,84,81,2023-01-16T21:59:18Z,4850000,False,,,0,,L. Stevens REBOUND (Off:1 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,Mid-Range,16-24 Right Center,495.0,2.0,1.0,1.0,,,,,,,,,,
497,PT09M27.00S,2023-01-16T21:59:25.5Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612739,84,81,2023-01-16T21:59:39Z,4860000,False,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Mobley 2 FT),"[1626204, 1630596]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,2.0,0.0,Mobley,1630596.0
500,PT09M27.00S,2023-01-16T21:59:47.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,85,81,2023-01-16T22:00:11Z,4880000,False,,,0,,E. Mobley Free Throw 1 of 2 (19 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,,
501,PT09M27.00S,2023-01-16T21:59:47.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,85,81,2023-01-16T22:00:11Z,4890000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,,,
502,PT09M25.00S,2023-01-16T21:59:49.4Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,85,81,2023-01-16T22:00:11Z,4900000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,501.0,12.0,10.0,2.0,,,,,,,,,,
503,PT09M08.00S,2023-01-16T22:00:23.2Z,4,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,85,81,2023-01-16T22:00:30Z,4910000,False,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (3 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Mid-Range,8-16 Right,,,,,3.0,,,,,2530.0,,,,
504,PT09M01.00S,2023-01-16T22:00:33.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,79.58278580814718,94.36274509803921,1610612739,85,81,2023-01-16T22:05:04Z,4920000,False,222.0,139.0,1,right,MISS D. Garland 26' running 3PT,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,26.2,Missed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
505,PT08M59.00S,2023-01-16T22:00:35.8Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,85,81,2023-01-16T22:00:35Z,4930000,False,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Above the Break 3,24+ Right Center,504.0,3.0,2.0,1.0,,,,,,,,,,
506,PT08M56.00S,2023-01-16T22:00:38.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201937,72.48685939553219,18.627450980392158,1610612739,85,81,2023-01-16T22:00:44Z,4940000,False,-157.0,206.0,1,right,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,25.9,Missed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,
507,PT08M53.00S,2023-01-16T22:00:41.3Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,85,81,2023-01-16T22:06:52Z,4950000,False,,,0,,D. Garland REBOUND (Off:2 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Above the Break 3,24+ Left Center,506.0,4.0,2.0,2.0,,,,,,,,,,
508,PT08M44.00S,2023-01-16T22:00:51.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629636,90.88370565045992,53.92156862745098,1610612739,85,81,2023-01-16T22:00:58Z,4960000,False,20.0,33.0,1,right,MISS D. Garland driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,3.86,Missed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,
509,PT08M44.00S,2023-01-16T22:00:51.3Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,85,81,2023-01-16T22:00:58Z,4970000,False,,,0,,J. Allen REBOUND (Off:5 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Restricted Area,0-8 Center,508.0,9.0,4.0,5.0,,,,,,,,,,
510,PT08M44.00S,2023-01-16T22:00:56.4Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612739,85,81,2023-01-16T22:01:05Z,4980000,False,,,0,,L. Nance Jr. shooting personal FOUL (3 PF) (Allen 2 FT),"[1626204, 1628386]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,3.0,0.0,Allen,1628386.0
512,PT08M44.00S,2023-01-16T22:01:18.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628386,,,1610612739,86,81,2023-01-16T22:01:18Z,5000000,False,,,0,,J. Allen Free Throw 1 of 2 (15 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,,
513,PT08M44.00S,2023-01-16T22:01:36.2Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628386,,,1610612739,87,81,2023-01-16T22:01:36Z,5010000,False,,,0,,J. Allen Free Throw 2 of 2 (16 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,,
514,PT08M28.00S,2023-01-16T22:01:54.2Z,4,REGULAR,3pt,Jump Shot,[],203468,26.888961892247043,7.352941176470589,1610612740,87,81,2023-01-16T22:02:00Z,5020000,False,213.0,200.0,1,left,MISS C. McCollum 29' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,29.25,Missed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,
515,PT08M24.00S,2023-01-16T22:01:58.2Z,4,REGULAR,rebound,defensive,[],1629636,,,1610612739,87,81,2023-01-16T22:02:00Z,5030000,False,,,0,,D. Garland REBOUND (Off:2 Def:3),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,Above the Break 3,24+ Right Center,514.0,5.0,3.0,2.0,,,,,,,,,,
516,PT08M19.00S,2023-01-16T22:02:03.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.24901445466492,50.73529411764706,1610612739,89,81,2023-01-16T22:02:08Z,5040000,False,4.0,11.0,1,right,J. Allen cutting DUNK (18 PTS) (D. Garland 10 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,1.16,Made,18.0,D. Garland,1629636.0,10.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,
518,PT08M19.00S,2023-01-16T22:02:09.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,89,81,2023-01-16T22:02:09Z,5060000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT08M19.00S,2023-01-16T22:03:42.4Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,89,81,2023-01-16T22:04:48Z,5070000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M19.00S,2023-01-16T22:03:42.4Z,4,REGULAR,substitution,out,[],1626204,,,1610612740,89,81,2023-01-16T22:04:48Z,5080000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M19.00S,2023-01-16T22:03:42.4Z,4,REGULAR,substitution,in,[],1630700,,,1610612740,89,81,2023-01-16T22:04:48Z,5090000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
