actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
496,PT11M15.00S,2023-12-24T01:46:49.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631121,7.835085413929041,44.85294117647059,1610612766,70,84,2023-12-24T01:47:25Z,4870000,False,26.0,21.0,1,left,MISS B. McGowens driving Layup,[1631121],1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
501,PT11M10.00S,2023-12-24T01:46:54.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,70,84,2023-12-24T01:47:25Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,496.0,,,,,,,,,,,,,,
498,PT11M10.00S,2023-12-24T01:47:22.9Z,4,REGULAR,jumpball,recovered,[],1641733,,,1610612766,70,84,2023-12-24T01:59:12Z,4900000,False,,,0,,Jump Ball B. McGowens vs. Z. Nnaji: Tip to N. Smith Jr.,"[1641733, 1631121, 1630192]",1610612766.0,CHA,heldball,N. Smith Jr.,1641733.0,Smith Jr.,N. Smith Jr.,McGowens,1631121.0,Nnaji,1630192.0,,,,,,,,,,,,,,,,,,,,,,
502,PT11M05.00S,2023-12-24T01:47:28.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631121,12.959921156373195,53.92156862745098,1610612766,70,84,2023-12-24T01:47:34Z,4930000,False,-20.0,69.0,1,left,MISS B. McGowens 7' driving Layup - blocked,"[1631121, 1630192]",1610612766.0,CHA,driving,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,Nnaji,1630192.0,,,,,,,,,,,,,,,
503,PT11M05.00S,2023-12-24T01:47:28.4Z,4,REGULAR,block,,[],1630192,,,1610612766,70,84,2023-12-24T01:47:31Z,4940000,False,,,0,,Z. Nnaji BLOCK (2 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
504,PT11M03.00S,2023-12-24T01:47:30.4Z,4,REGULAR,rebound,offensive,[],202397,,,1610612766,70,84,2023-12-24T01:47:34Z,4950000,False,,,0,,I. Smith REBOUND (Off:1 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,502.0,3.0,2.0,1.0,,,,,,,,,,,
505,PT11M03.00S,2023-12-24T01:47:38.0Z,4,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612766,70,84,2023-12-24T01:48:03Z,4960000,False,,,0,,Z. Nnaji shooting personal FOUL (4 PF) (Richards 2 FT),"[1630192, 1630208]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,200834.0,,,,,,,4.0,0.0,Richards,1630208.0
508,PT11M03.00S,2023-12-24T01:48:09.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612766,71,84,2023-12-24T01:48:09Z,4980000,False,,,0,,N. Richards Free Throw 1 of 2 (11 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
509,PT11M03.00S,2023-12-24T01:48:33.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612766,71,84,2023-12-24T01:48:33Z,4990000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
510,PT11M01.00S,2023-12-24T01:48:34.8Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,71,84,2023-12-24T01:48:34Z,5000000,False,,,0,,C. Braun REBOUND (Off:1 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,509.0,5.0,4.0,1.0,,,,,,,,,,,
513,PT10M46.00S,2023-12-24T01:48:49.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,85.23324572930355,50.98039215686274,1610612743,71,86,2023-12-24T01:49:29Z,5010000,False,5.0,86.0,1,right,R. Jackson 8' Jump Shot (2 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,8.64,Made,2.0,,,,,,,,,,,,,,,,,
514,PT10M37.00S,2023-12-24T01:49:11.3Z,4,REGULAR,foul,personal,[],202704,,,1610612766,71,86,2023-12-24T01:49:40Z,5020000,False,,,0,,R. Jackson personal FOUL (3 PF),"[202704, 1631121]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,201638.0,,,,,,,3.0,0.0,McGowens,1631121.0
516,PT10M25.00S,2023-12-24T01:49:47.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,13.354139290407357,65.44117647058823,1610612766,71,86,2023-12-24T02:01:07Z,5040000,False,-77.0,73.0,1,left,MISS P. Washington 10' floating Shot,[1629023],1610612766.0,CHA,floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,10.62,Missed,,,,,,,,,,,,,,,,,,
517,PT10M22.00S,2023-12-24T01:49:50.6Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,71,86,2023-12-24T01:49:52Z,5050000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,516.0,3.0,3.0,0.0,,,,,,,,,,,
518,PT10M13.00S,2023-12-24T01:49:59.0Z,4,REGULAR,3pt,Jump Shot,[],1631124,67.36202365308804,23.03921568627451,1610612743,71,86,2023-12-24T01:50:07Z,5060000,False,-135.0,254.0,1,right,MISS J. Strawther 28' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,28.78,Missed,,,,,,,,,,,,,,,,,,
519,PT10M10.00S,2023-12-24T01:50:02.0Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,71,86,2023-12-24T01:50:07Z,5070000,False,,,0,,P. Washington REBOUND (Off:0 Def:6),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,518.0,6.0,6.0,0.0,,,,,,,,,,,
520,PT09M58.00S,2023-12-24T01:50:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641733,12.697109067017081,46.568627450980394,1610612766,73,86,2023-12-24T01:50:18Z,5080000,False,17.0,67.0,1,left,N. Smith Jr. 6' driving Layup (4 PTS),[1641733],1610612766.0,CHA,driving,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.91,Made,4.0,,,,,,,,,,,,,,,,,
521,PT09M48.00S,2023-12-24T01:50:32.7Z,4,REGULAR,foul,personal,[],1641733,,,1610612743,73,86,2023-12-24T01:50:47Z,5090000,False,,,0,,N. Smith Jr. personal FOUL (1 PF),"[1641733, 202704]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627524.0,,,,,,,1.0,0.0,Jackson,202704.0
523,PT09M34.00S,2023-12-24T01:51:06.2Z,4,REGULAR,3pt,Jump Shot,[],202704,90.48948751642575,95.83333333333334,1610612743,73,86,2023-12-24T02:02:21Z,5110000,False,229.0,37.0,1,right,MISS R. Jackson 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
524,PT09M33.00S,2023-12-24T01:51:07.2Z,4,REGULAR,rebound,offensive,[],1631128,,,1610612743,73,86,2023-12-24T02:02:21Z,5120000,False,,,0,,C. Braun REBOUND (Off:2 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,,,,,523.0,6.0,4.0,2.0,,,,,,,,,,,
525,PT09M32.00S,2023-12-24T01:51:09.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631128,90.09526938239159,51.225490196078425,1610612743,73,86,2023-12-24T02:03:40Z,5130000,False,6.0,41.0,1,right,MISS C. Braun Hook,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
526,PT09M31.00S,2023-12-24T01:51:10.9Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,73,86,2023-12-24T02:03:40Z,5140000,False,,,0,,P. Washington REBOUND (Off:0 Def:7),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,525.0,7.0,7.0,0.0,,,,,,,,,,,
527,PT09M23.00S,2023-12-24T01:51:14.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,32.14520367936925,42.40196078431372,1610612766,73,86,2023-12-24T01:51:19Z,5150000,False,38.0,250.0,1,left,MISS P. Washington 25' running pullup 3PT,[1629023],1610612766.0,CHA,running pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.26,Missed,,,,,,,,,,,,,,,,,,
528,PT09M20.00S,2023-12-24T01:51:17.3Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,73,86,2023-12-24T01:51:19Z,5160000,False,,,0,,C. Braun REBOUND (Off:2 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,527.0,7.0,5.0,2.0,,,,,,,,,,,
529,PT09M16.00S,2023-12-24T01:51:21.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,90.75229960578186,47.549019607843135,1610612743,73,86,2023-12-24T01:51:28Z,5170000,False,-12.0,34.0,1,right,MISS C. Braun running Layup - blocked,"[1631128, 1629023]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.65,Missed,,Washington,1629023.0,,,,,,,,,,,,,,,
530,PT09M16.00S,2023-12-24T01:51:21.6Z,4,REGULAR,block,,[],1629023,,,1610612743,73,86,2023-12-24T01:51:24Z,5180000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
531,PT09M11.00S,2023-12-24T01:51:26.6Z,4,REGULAR,rebound,offensive,[],1631124,,,1610612743,73,86,2023-12-24T01:51:28Z,5190000,False,,,0,,J. Strawther REBOUND (Off:1 Def:0),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,529.0,1.0,0.0,1.0,,,,,,,,,,,
532,PT09M11.00S,2023-12-24T01:51:27.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631124,94.40999984741211,50.0,1610612743,73,88,2023-12-24T01:51:27Z,5200000,False,0.0,0.0,1,right,J. Strawther putback Layup (10 PTS),[1631124],1610612743.0,DEN,putback,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Left,0.0,Made,10.0,,,,,,,,,,,,,,,,,
533,PT08M53.00S,2023-12-24T01:51:44.3Z,4,REGULAR,3pt,Jump Shot,[],1641733,7.966491458607096,95.34313725490196,1610612766,76,88,2023-12-24T01:51:48Z,5210000,False,-227.0,22.0,1,left,N. Smith Jr. 3PT  (7 PTS) (I. Smith 8 AST),"[1641733, 202397]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Left Corner 3,24+ Left,22.78,Made,7.0,,,,,,,,I. Smith,202397.0,8.0,,,,,,,
535,PT08M41.00S,2023-12-24T01:51:56.5Z,4,REGULAR,3pt,Jump Shot,[],1631128,72.35545335085413,81.37254901960785,1610612743,76,91,2023-12-24T01:52:01Z,5230000,False,157.0,207.0,1,right,C. Braun 26' 3PT  (11 PTS) (Z. Nnaji 1 AST),"[1631128, 1630192]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,26.01,Made,11.0,,,,,,,,Z. Nnaji,1630192.0,1.0,,,,,,,
537,PT08M28.00S,2023-12-24T01:52:11.4Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612766,76,91,2023-12-24T02:05:27Z,5242500,False,,,0,,P. Watson shooting personal FOUL (2 PF) (Richards 2 FT),"[1631212, 1630208]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,,,,,,,2.0,0.0,Richards,1630208.0
539,PT08M28.00S,2023-12-24T01:52:40.8Z,4,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,76,91,2023-12-24T02:05:36Z,5244375,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
540,PT08M28.00S,2023-12-24T01:52:40.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,76,91,2023-12-24T02:05:36Z,5244687,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,539.0,,,,,,,,,,,,,,
544,PT08M28.00S,2023-12-24T01:52:40.8Z,4,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,77,91,2023-12-24T02:05:36Z,5244843,False,,,0,,N. Richards Free Throw 2 of 2 (12 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
541,PT08M28.00S,2023-12-24T01:52:42.8Z,4,REGULAR,substitution,out,[],1631121,,,1610612743,77,91,2023-12-24T02:05:36Z,5245000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M28.00S,2023-12-24T01:52:42.8Z,4,REGULAR,substitution,in,[],1628970,,,1610612743,77,91,2023-12-24T02:05:36Z,5247500,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M15.00S,2023-12-24T01:53:20.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,82.34231274638634,56.61764705882353,1610612743,77,91,2023-12-24T02:06:06Z,5320000,False,33.0,113.0,1,right,MISS R. Jackson 11' floating Shot,[202704],1610612743.0,DEN,floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,11.82,Missed,,,,,,,,,,,,,,,,,,
546,PT08M12.00S,2023-12-24T01:53:23.5Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,77,91,2023-12-24T01:53:23Z,5330000,False,,,0,,N. Richards REBOUND (Off:5 Def:7),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,545.0,12.0,7.0,5.0,,,,,,,,,,,
547,PT08M09.00S,2023-12-24T01:53:27.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,7.966491458607096,56.372549019607845,1610612766,77,91,2023-12-24T01:53:37Z,5340000,False,-32.0,22.0,1,left,MISS P. Washington running Layup - blocked,"[1629023, 1631128]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.9,Missed,,Braun,1631128.0,,,,,,,,,,,,,,,
548,PT08M09.00S,2023-12-24T01:53:27.7Z,4,REGULAR,block,,[],1631128,,,1610612766,77,91,2023-12-24T02:08:31Z,5350000,False,,,0,,C. Braun BLOCK (2 BLK),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
549,PT08M07.00S,2023-12-24T01:53:29.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,77,91,2023-12-24T01:53:37Z,5360000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,547.0,,,,,,,,,,,,,,
551,PT08M07.00S,2023-12-24T01:53:38.2Z,4,REGULAR,substitution,out,[],202704,,,1610612766,77,91,2023-12-24T01:53:42Z,5380000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M07.00S,2023-12-24T01:53:38.2Z,4,REGULAR,substitution,in,[],1627750,,,1610612766,77,91,2023-12-24T01:53:42Z,5390000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M07.00S,2023-12-24T01:53:57.1Z,4,REGULAR,substitution,out,[],202397,,,1610612766,77,91,2023-12-24T01:54:09Z,5400000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M07.00S,2023-12-24T01:53:57.1Z,4,REGULAR,substitution,out,[],1629023,,,1610612766,77,91,2023-12-24T01:54:09Z,5410000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M07.00S,2023-12-24T01:53:57.1Z,4,REGULAR,substitution,in,[],202330,,,1610612766,77,91,2023-12-24T01:54:09Z,5420000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M07.00S,2023-12-24T01:53:57.1Z,4,REGULAR,substitution,in,[],1628998,,,1610612766,77,91,2023-12-24T01:54:09Z,5430000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M53.00S,2023-12-24T01:54:21.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628998,12.959921156373195,24.509803921568626,1610612766,79,91,2023-12-24T01:54:25Z,5440000,False,127.0,69.0,1,left,C. Martin 14' pullup Jump Shot (6 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,14.51,Made,6.0,,,,,,,,,,,,,,,,,
558,PT07M53.00S,2023-12-24T01:54:28.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,79,91,2023-12-24T01:54:28Z,5450000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M53.00S,2023-12-24T01:55:08.9Z,4,REGULAR,substitution,out,[],1630192,,,1610612743,79,91,2023-12-24T01:57:27Z,5460000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M53.00S,2023-12-24T01:55:08.9Z,4,REGULAR,substitution,in,[],203999,,,1610612743,79,91,2023-12-24T01:57:27Z,5470000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M30.00S,2023-12-24T01:57:42.8Z,4,REGULAR,2pt,Jump Shot,[],203999,85.3646517739816,67.8921568627451,1610612743,79,93,2023-12-24T01:57:48Z,5480000,False,89.0,85.0,1,right,N. Jokic 12' Jump Shot (12 PTS) (J. Strawther 1 AST),"[203999, 1631124]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Right,12.35,Made,12.0,,,,,,,,J. Strawther,1631124.0,1.0,,,,,,,
564,PT07M13.00S,2023-12-24T01:58:01.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,17.16491458607096,41.17647058823529,1610612766,79,93,2023-12-24T01:58:04Z,5500000,False,44.0,109.0,1,left,MISS G. Hayward 11' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,11.75,Missed,,,,,,,,,,,,,,,,,,
565,PT07M10.00S,2023-12-24T01:58:04.0Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,79,93,2023-12-24T01:58:04Z,5510000,False,,,0,,J. Murray REBOUND (Off:2 Def:8),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,564.0,10.0,8.0,2.0,,,,,,,,,,,
566,PT06M59.00S,2023-12-24T01:58:14.3Z,4,REGULAR,2pt,Jump Shot,[],1627750,79.31997371879106,44.85294117647059,1610612743,79,93,2023-12-24T01:58:19Z,5520000,False,-26.0,142.0,1,right,MISS J. Murray 14' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,14.42,Missed,,,,,,,,,,,,,,,,,,
567,PT06M57.00S,2023-12-24T01:58:16.3Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,79,93,2023-12-24T01:58:19Z,5530000,False,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,,,,,,566.0,6.0,4.0,2.0,,,,,,,,,,,
568,PT06M47.00S,2023-12-24T01:58:26.4Z,4,REGULAR,3pt,Jump Shot,[],1628970,9.411957950065702,3.431372549019608,1610612766,79,93,2023-12-24T01:58:32Z,5540000,False,233.0,36.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
569,PT06M44.00S,2023-12-24T01:58:29.4Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,79,93,2023-12-24T01:58:32Z,5550000,False,,,0,,J. Murray REBOUND (Off:2 Def:9),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,,,,,,568.0,11.0,9.0,2.0,,,,,,,,,,,
570,PT06M33.00S,2023-12-24T01:58:40.6Z,4,REGULAR,turnover,bad pass,[],1631124,,,1610612743,79,93,2023-12-24T01:58:45Z,5560000,False,,,0,,J. Strawther bad pass TURNOVER (1 TO),"[1631124, 1628970]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Bridges,1628970.0,,,,
571,PT06M33.00S,2023-12-24T01:58:40.6Z,4,REGULAR,steal,,[],1628970,,,1610612766,79,93,2023-12-24T01:58:42Z,5570000,False,,,0,,M. Bridges STEAL (2 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
572,PT06M25.00S,2023-12-24T01:58:48.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641733,31.61957950065703,14.215686274509803,1610612766,82,93,2023-12-24T01:58:52Z,5580000,False,179.0,245.0,1,left,N. Smith Jr. 30' 3PT  (10 PTS) (M. Bridges 2 AST),"[1641733, 1628970]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,30.31,Made,10.0,,,,,,,,M. Bridges,1628970.0,2.0,,,,,,,
574,PT05M57.00S,2023-12-24T01:59:15.6Z,4,REGULAR,3pt,Jump Shot,[],1631128,89.30683311432325,5.147058823529411,1610612743,82,93,2023-12-24T02:00:33Z,5600000,False,-224.0,48.0,1,right,MISS C. Braun 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
575,PT05M55.00S,2023-12-24T01:59:18.3Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,82,93,2023-12-24T01:59:18Z,5610000,False,,,0,,M. Bridges REBOUND (Off:2 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,574.0,7.0,5.0,2.0,,,,,,,,,,,
576,PT05M51.00S,2023-12-24T01:59:25.7Z,4,REGULAR,turnover,out-of-bounds,[],1641733,,,1610612766,82,93,2023-12-24T02:09:58Z,5620000,False,,,0,,N. Smith Jr. lost ball out-of-bounds TURNOVER (1 TO),[1641733],1610612766.0,CHA,lost ball,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,1.0,,,,,,
577,PT05M51.00S,2023-12-24T01:59:32.0Z,4,REGULAR,substitution,out,[],1631124,,,1610612743,82,93,2023-12-24T01:59:38Z,5630000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT05M51.00S,2023-12-24T01:59:32.0Z,4,REGULAR,substitution,out,[],1631212,,,1610612743,82,93,2023-12-24T01:59:38Z,5640000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT05M51.00S,2023-12-24T01:59:32.0Z,4,REGULAR,substitution,in,[],203484,,,1610612743,82,93,2023-12-24T01:59:38Z,5650000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT05M51.00S,2023-12-24T01:59:32.0Z,4,REGULAR,substitution,in,[],203932,,,1610612743,82,93,2023-12-24T01:59:38Z,5660000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT05M33.00S,2023-12-24T01:59:53.9Z,4,REGULAR,turnover,bad pass,[],203999,,,1610612743,82,93,2023-12-24T02:00:41Z,5670000,False,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 202330]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Hayward,202330.0,,,,
584,PT05M33.00S,2023-12-24T01:59:53.9Z,4,REGULAR,steal,,[],202330,,,1610612766,82,93,2023-12-24T01:59:56Z,5680000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
585,PT05M21.00S,2023-12-24T02:00:05.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,6.389618922470433,97.05882352941177,1610612766,85,93,2023-12-24T02:00:44Z,5690000,False,-235.0,8.0,1,left,M. Bridges 3PT  (22 PTS) (G. Hayward 3 AST),"[1628970, 202330]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.54,Made,22.0,,,,,,,,G. Hayward,202330.0,3.0,,,,,,,
