actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
555,PT06M40.00S,2021-12-04T04:08:41.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202355,,,1610612738,109,109,2021-12-04T04:08:54Z,5500000,,,0,,H. Whiteside loose ball personal FOUL (3 PF) (Williams III 2 FT),"[202355, 1629057]",1610612762.0,UTA,loose ball,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,2004.0,3.0,0.0,Williams III,1629057.0,,,,,,
557,PT06M40.00S,2021-12-04T04:09:24.9Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,109,110,2021-12-04T04:09:24Z,5520000,,,0,,R. Williams III Free Throw 1 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
558,PT06M40.00S,2021-12-04T04:09:42.7Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,109,111,2021-12-04T04:09:42Z,5530000,,,0,,R. Williams III Free Throw 2 of 2 (6 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
559,PT06M26.00S,2021-12-04T04:10:02.8Z,4,REGULAR,3pt,Jump Shot,[],203903,67.7562417871222,76.7156862745098,1610612762,109,111,2021-12-04T04:10:08Z,5540000,134.0,251.0,1,right,MISS J. Clarkson 28' 3PT - blocked,"[203903, 1629057]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,28.4,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
560,PT06M26.00S,2021-12-04T04:10:02.8Z,4,REGULAR,block,,[],1629057,,,1610612762,109,111,2021-12-04T04:10:05Z,5550000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M22.00S,2021-12-04T04:10:06.8Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612738,109,111,2021-12-04T04:10:08Z,5560000,,,0,,J. Richardson REBOUND (Off:0 Def:3),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,559.0,3.0,3.0,0.0,,,,,,,,,,,,,,
562,PT06M13.00S,2021-12-04T04:10:15.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.732588699080158,45.83333333333333,1610612738,109,113,2021-12-04T04:10:19Z,5570000,21.0,1.0,1,left,R. Williams III DUNK (8 PTS) (J. Tatum 5 AST),"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.08,Made,8.0,,,,,J. Tatum,1628369.0,5.0,,,,,,,,,,,
564,PT06M13.00S,2021-12-04T04:10:20.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,109,113,2021-12-04T04:10:20Z,5590000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M13.00S,2021-12-04T04:11:23.4Z,4,REGULAR,substitution,out,[],203903,,,1610612762,109,113,2021-12-04T04:11:40Z,5600000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M13.00S,2021-12-04T04:11:23.4Z,4,REGULAR,substitution,out,[],202355,,,1610612762,109,113,2021-12-04T04:11:40Z,5610000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M13.00S,2021-12-04T04:11:23.4Z,4,REGULAR,substitution,in,[],203497,,,1610612762,109,113,2021-12-04T04:11:40Z,5620000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M13.00S,2021-12-04T04:11:23.4Z,4,REGULAR,substitution,in,[],201144,,,1610612762,109,113,2021-12-04T04:11:40Z,5630000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M01.00S,2021-12-04T04:12:23.3Z,4,REGULAR,foul,offensive,['inpenalty'],203497,,,1610612762,109,113,2021-12-04T04:12:33Z,5640000,,,0,,R. Gobert offensive FOUL (5 PF),"[203497, 1626196]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,1201.0,5.0,0.0,Richardson,1626196.0,,,,,,
571,PT06M01.00S,2021-12-04T04:12:23.3Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612762,109,113,2021-12-04T04:12:23Z,5660000,,,0,,R. Gobert offensive foul TURNOVER (4 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,1201.0,,,,,4.0,,,,,
572,PT05M41.00S,2021-12-04T04:12:54.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,7.5722733245729295,52.94117647058824,1610612738,109,113,2021-12-04T04:13:00Z,5670000,-15.0,19.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.38,Missed,,,,,,,,,,,,,,,,,,,
573,PT05M39.00S,2021-12-04T04:12:56.9Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,109,113,2021-12-04T04:13:00Z,5680000,,,0,,R. O'Neale REBOUND (Off:3 Def:5),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,572.0,8.0,5.0,3.0,,,,,,,,,,,,,,
574,PT05M35.00S,2021-12-04T04:13:03.2Z,4,REGULAR,turnover,out-of-bounds,[],1626220,,,1610612762,109,113,2021-12-04T04:13:11Z,5690000,,,0,,R. O'Neale bad pass out-of-bounds TURNOVER (2 TO),[1626220],1610612762.0,UTA,bad pass,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,2004.0,,,,,2.0,,,,,
575,PT05M14.00S,2021-12-04T04:13:38.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,12.434296977660972,52.69607843137255,1610612738,109,113,2021-12-04T04:17:37Z,5700000,-13.0,64.0,1,left,MISS J. Tatum 6' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,6.58,Missed,,,,,,,,,,,,,,,,,,,
576,PT05M11.00S,2021-12-04T04:13:41.4Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,109,113,2021-12-04T04:13:45Z,5710000,,,0,,R. Gobert REBOUND (Off:2 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,575.0,10.0,8.0,2.0,,,,,,,,,,,,,,
577,PT04M58.00S,2021-12-04T04:13:54.2Z,4,REGULAR,3pt,Jump Shot,[],201144,67.7562417871222,57.35294117647059,1610612762,112,113,2021-12-04T04:18:01Z,5720000,37.0,251.0,1,right,M. Conley 25' 3PT pullup (19 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,25.33,Made,19.0,,,,,,,,,,,,,,,,,,
578,PT04M47.00S,2021-12-04T04:14:11.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612738,112,113,2021-12-04T04:14:16Z,5730000,,,0,,R. O'Neale personal FOUL (2 PF) (Tatum 2 FT),"[1626220, 1628369]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,2004.0,2.0,0.0,Tatum,1628369.0,,,,,,
580,PT04M47.00S,2021-12-04T04:14:36.4Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,112,114,2021-12-04T04:14:36Z,5750000,,,0,,J. Tatum Free Throw 1 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
581,PT04M47.00S,2021-12-04T04:14:37.2Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,112,114,2021-12-04T04:14:40Z,5760000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M47.00S,2021-12-04T04:14:37.2Z,4,REGULAR,substitution,in,[],201143,,,1610612738,112,114,2021-12-04T04:14:40Z,5770000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M47.00S,2021-12-04T04:14:57.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,112,115,2021-12-04T04:14:57Z,5780000,,,0,,J. Tatum Free Throw 2 of 2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
584,PT04M35.00S,2021-12-04T04:15:11.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.64323258869908,44.85294117647059,1610612762,114,115,2021-12-04T04:15:17Z,5790000,-26.0,7.0,1,right,R. Gobert alley-oop DUNK (16 PTS) (M. Conley 5 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.67,Made,16.0,,,,,M. Conley,201144.0,5.0,,,,,,,,,,,
586,PT04M22.00S,2021-12-04T04:15:24.1Z,4,REGULAR,2pt,Jump Shot,[],203471,23.73521681997372,58.82352941176471,1610612738,114,117,2021-12-04T04:16:01Z,5810000,-44.0,171.0,1,left,D. Schroder 17' pullup Jump Shot (22 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,17.62,Made,22.0,,,,,,,,,,,,,,,,,,
587,PT04M22.00S,2021-12-04T04:15:28.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201144,,,1610612738,114,117,2021-12-04T04:15:40Z,5820000,,,0,,M. Conley shooting personal FOUL (3 PF) (Schroder 1 FT),"[201144, 203471]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,,,,,2004.0,3.0,0.0,Schroder,203471.0,,,,,,
589,PT04M22.00S,2021-12-04T04:15:58.0Z,4,REGULAR,freethrow,1 of 1,[],203471,,,1610612738,114,118,2021-12-04T04:15:58Z,5840000,,,0,,D. Schroder Free Throw 1 of 1 (23 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
590,PT04M07.00S,2021-12-04T04:16:14.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.59198423127464,44.85294117647059,1610612762,116,118,2021-12-04T04:16:21Z,5850000,-26.0,17.0,1,right,R. Gobert alley-oop DUNK (18 PTS) (M. Conley 6 AST),"[203497, 201144]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,3.09,Made,18.0,,,,,M. Conley,201144.0,6.0,,,,,,,,,,,
592,PT03M50.00S,2021-12-04T04:16:30.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,8.492115637319317,43.38235294117647,1610612738,116,118,2021-12-04T04:16:34Z,5870000,33.0,27.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 201144]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,4.29,Missed,,,,,,,,,,,,,,,,,Conley,201144.0,
593,PT03M50.00S,2021-12-04T04:16:30.2Z,4,REGULAR,block,,[],201144,,,1610612738,116,118,2021-12-04T04:16:32Z,5880000,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M48.00S,2021-12-04T04:16:32.2Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,116,118,2021-12-04T04:16:34Z,5890000,,,0,,R. O'Neale REBOUND (Off:3 Def:6),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,592.0,9.0,6.0,3.0,,,,,,,,,,,,,,
595,PT03M43.00S,2021-12-04T04:16:40.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.59198423127464,55.14705882352941,1610612762,118,118,2021-12-04T04:16:46Z,5900000,26.0,17.0,1,right,D. Mitchell driving Layup (25 PTS),[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.09,Made,25.0,,,,,,,,,,,,,,,,,,
596,PT03M43.00S,2021-12-04T04:16:42.3Z,4,REGULAR,foul,personal,['1freethrow'],203935,,,1610612762,118,118,2021-12-04T04:16:51Z,5910000,,,0,,M. Smart shooting personal FOUL (3 PF) (Mitchell 1 FT),"[203935, 1628378]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1201.0,3.0,0.0,Mitchell,1628378.0,,,,,,
598,PT03M43.00S,2021-12-04T04:17:12.7Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612762,119,118,2021-12-04T04:17:12Z,5930000,,,0,,D. Mitchell Free Throw 1 of 1 (26 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
599,PT03M20.00S,2021-12-04T04:17:38.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.915243101182654,54.65686274509803,1610612738,119,120,2021-12-04T04:17:46Z,5940000,-23.0,13.0,1,left,J. Tatum driving Layup (30 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.64,Made,30.0,,,,,,,,,,,,,,,,,,
600,PT03M05.00S,2021-12-04T04:17:52.5Z,4,REGULAR,3pt,Jump Shot,[],1628378,75.3777923784494,5.147058823529411,1610612762,122,120,2021-12-04T04:17:57Z,5950000,-224.0,179.0,1,right,D. Mitchell 28' 3PT  (29 PTS) (M. Conley 7 AST),"[1628378, 201144]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,28.69,Made,29.0,,,,,M. Conley,201144.0,7.0,,,,,,,,,,,
602,PT02M44.00S,2021-12-04T04:18:14.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.09395532194481,24.509803921568626,1610612738,122,120,2021-12-04T04:22:03Z,5970000,127.0,240.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
603,PT02M41.00S,2021-12-04T04:18:17.1Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,122,120,2021-12-04T04:18:19Z,5980000,,,0,,R. O'Neale REBOUND (Off:3 Def:7),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,602.0,10.0,7.0,3.0,,,,,,,,,,,,,,
604,PT02M33.00S,2021-12-04T04:18:25.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.24901445466492,53.18627450980392,1610612762,124,120,2021-12-04T04:18:31Z,5990000,16.0,11.0,1,right,D. Mitchell driving Layup (31 PTS) (R. O'Neale 4 AST),"[1628378, 1626220]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,1.93,Made,31.0,,,,,R. O'Neale,1626220.0,4.0,,,,,,,,,,,
606,PT02M33.00S,2021-12-04T04:18:31.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,124,120,2021-12-04T04:18:31Z,6010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M16.00S,2021-12-04T04:20:25.4Z,4,REGULAR,3pt,Jump Shot,[],201143,6.1268068331143235,95.83333333333334,1610612738,124,120,2021-12-04T04:20:32Z,6020000,-229.0,5.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
608,PT02M11.00S,2021-12-04T04:20:30.4Z,4,REGULAR,rebound,defensive,[],201144,,,1610612762,124,120,2021-12-04T04:25:35Z,6030000,,,0,,M. Conley REBOUND (Off:1 Def:3),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,607.0,4.0,3.0,1.0,,,,,,,,,,,,,,
609,PT02M06.00S,2021-12-04T04:20:34.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202711,72.48685939553219,79.16666666666666,1610612762,124,120,2021-12-04T04:20:43Z,6040000,146.0,206.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
610,PT02M06.00S,2021-12-04T04:20:34.7Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,124,120,2021-12-04T04:20:43Z,6050000,,,0,,R. Gobert REBOUND (Off:3 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,609.0,11.0,8.0,3.0,,,,,,,,,,,,,,
611,PT02M06.00S,2021-12-04T04:20:41.1Z,4,REGULAR,foul,personal,[],1626196,,,1610612762,124,120,2021-12-04T04:21:02Z,6060000,,,0,,J. Richardson personal FOUL (3 PF),"[1626196, 203497]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,2002.0,3.0,0.0,Gobert,203497.0,,,,,,
613,PT01M57.00S,2021-12-04T04:21:24.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201144,68.67608409986859,68.87254901960785,1610612762,127,120,2021-12-04T04:21:34Z,6080000,94.0,242.0,1,right,M. Conley 25' 3PT pullup (22 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,25.97,Made,22.0,,,,,,,,,,,,,,,,,,
614,PT01M45.00S,2021-12-04T04:21:46.1Z,4,REGULAR,3pt,Jump Shot,[],203471,23.73521681997372,86.76470588235294,1610612738,127,123,2021-12-04T04:21:51Z,6090000,-184.0,171.0,1,left,D. Schroder 25' 3PT  (26 PTS) (A. Horford 8 AST),"[203471, 201143]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.08,Made,26.0,,,,,A. Horford,201143.0,8.0,,,,,,,,,,,
616,PT01M21.00S,2021-12-04T04:22:14.1Z,4,REGULAR,3pt,Jump Shot,[],202711,66.04796320630749,36.029411764705884,1610612762,127,123,2021-12-04T04:22:19Z,6110000,-70.0,267.0,1,right,MISS B. Bogdanovic 27' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,,
617,PT01M18.00S,2021-12-04T04:22:17.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,127,123,2021-12-04T04:22:19Z,6120000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,616.0,6.0,5.0,1.0,,,,,,,,,,,,,,
618,PT01M16.00S,2021-12-04T04:22:20.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,5.863994743758213,54.90196078431373,1610612738,127,125,2021-12-04T04:22:34Z,6130000,-25.0,3.0,1,left,J. Tatum running Layup (32 PTS) (A. Horford 9 AST),"[1628369, 201143]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.46,Made,32.0,,,,,A. Horford,201143.0,9.0,,,,,,,,,,,
620,PT00M58.10S,2021-12-04T04:22:43.4Z,4,REGULAR,3pt,Jump Shot,[],201144,73.27529566360053,12.745098039215685,1610612762,130,125,2021-12-04T04:22:48Z,6150000,-186.0,199.0,1,right,M. Conley 27' 3PT  (25 PTS) (R. O'Neale 5 AST),"[201144, 1626220]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,27.24,Made,25.0,,,,,R. O'Neale,1626220.0,5.0,,,,,,,,,,,
622,PT00M57.00S,2021-12-04T04:22:50.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,130,125,2021-12-04T04:22:50Z,6170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M48.80S,2021-12-04T04:24:44.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201144,,,1610612738,130,125,2021-12-04T04:24:51Z,6180000,,,0,,M. Conley shooting personal FOUL (4 PF) (Tatum 2 FT),"[201144, 1628369]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,,,,,2002.0,4.0,0.0,Tatum,1628369.0,,,,,,
625,PT00M48.80S,2021-12-04T04:25:08.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,130,126,2021-12-04T04:25:08Z,6200000,,,0,,J. Tatum Free Throw 1 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,33.0,,,,,,,,,,,,,,,,,,
626,PT00M48.80S,2021-12-04T04:25:25.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,130,127,2021-12-04T04:25:25Z,6210000,,,0,,J. Tatum Free Throw 2 of 2 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,34.0,,,,,,,,,,,,,,,,,,
627,PT00M28.20S,2021-12-04T04:25:47.6Z,4,REGULAR,3pt,Jump Shot,[],1628378,75.24638633377135,4.6568627450980395,1610612762,133,127,2021-12-04T04:25:53Z,6220000,-227.0,180.0,1,right,D. Mitchell 28' 3PT step back (34 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,28.96,Made,34.0,,,,,,,,,,,,,,,,,,
628,PT00M20.70S,2021-12-04T04:26:11.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.389618922470433,55.14705882352941,1610612738,133,127,2021-12-04T04:26:16Z,6230000,-26.0,8.0,1,left,MISS D. Schroder driving Layup,[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,,
629,PT00M18.90S,2021-12-04T04:26:12.8Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,133,127,2021-12-04T04:26:12Z,6240000,,,0,,R. Gobert REBOUND (Off:3 Def:9),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,628.0,12.0,9.0,3.0,,,,,,,,,,,,,,
630,PT00M18.20S,2021-12-04T04:26:14.5Z,4,REGULAR,foul,personal,[],201143,,,1610612762,133,127,2021-12-04T04:26:22Z,6250000,,,0,,A. Horford take personal FOUL (3 PF),"[201143, 1628378]",1610612738.0,BOS,take,,,Horford,A. Horford,,,,,,,,,,,,,,,1201.0,3.0,0.0,Mitchell,1628378.0,,,,,,
632,PT00M14.70S,2021-12-04T04:27:11.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612762,133,127,2021-12-04T04:27:23Z,6270000,,,0,,M. Smart take personal FOUL (4 PF) (Conley 2 FT),"[203935, 201144]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,1201.0,4.0,0.0,Conley,201144.0,,,,,,
634,PT00M14.70S,2021-12-04T04:27:42.4Z,4,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,134,127,2021-12-04T04:27:42Z,6290000,,,0,,M. Conley Free Throw 1 of 2 (26 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
635,PT00M14.70S,2021-12-04T04:27:59.8Z,4,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,135,127,2021-12-04T04:27:59Z,6300000,,,0,,M. Conley Free Throw 2 of 2 (27 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
636,PT00M07.00S,2021-12-04T04:28:13.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,8.754927726675426,96.07843137254902,1610612738,135,130,2021-12-04T04:29:33Z,6310000,-230.0,30.0,1,left,J. Tatum 3PT pullup (37 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,23.23,Made,37.0,,,,,,,,,,,,,,,,,,
637,PT00M05.40S,2021-12-04T04:28:18.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612762,135,130,2021-12-04T04:28:23Z,6320000,,,0,,J. Tatum take personal FOUL (1 PF) (Conley 2 FT),"[1628369, 201144]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1201.0,1.0,0.0,Conley,201144.0,,,,,,
639,PT00M05.40S,2021-12-04T04:28:56.6Z,4,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,136,130,2021-12-04T04:28:56Z,6340000,,,0,,M. Conley Free Throw 1 of 2 (28 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
640,PT00M05.40S,2021-12-04T04:29:12.3Z,4,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,137,130,2021-12-04T04:29:12Z,6350000,,,0,,M. Conley Free Throw 2 of 2 (29 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
641,PT00M00.00S,2021-12-04T04:29:23.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.09395532194481,24.264705882352942,1610612738,137,130,2021-12-04T04:29:55Z,6360000,129.0,240.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,,
642,PT00M00.00S,2021-12-04T04:29:25.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,137,130,2021-12-04T04:29:25Z,6370000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,
643,PT00M00.00S,2021-12-04T04:29:26.5Z,4,REGULAR,period,end,[],0,,,1610612738,137,130,2021-12-04T04:29:26Z,6380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M00.00S,2021-12-04T04:29:28.8Z,4,REGULAR,game,end,[],0,,,0,137,130,2021-12-04T04:29:28Z,6390000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
