actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
437,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,out,[],203991,,,1610612737,80,81,2024-11-28T01:36:23Z,4300000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,out,[],1642258,,,1610612737,80,81,2024-11-28T01:36:23Z,4310000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,in,[],1627777,,,1610612737,80,81,2024-11-28T01:36:23Z,4320000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,in,[],1629660,,,1610612737,80,81,2024-11-28T01:36:23Z,4330000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,80,81,2024-11-28T01:36:23Z,4340000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,in,[],1629631,,,1610612737,80,81,2024-11-28T01:36:23Z,4350000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M51.00S,2024-11-28T01:33:39.8Z,3,REGULAR,substitution,in,[],203992,,,1610612737,80,81,2024-11-28T01:36:23Z,4360000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M34.00S,2024-11-28T01:36:41.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.9862023653088,40.19607843137255,1610612737,80,83,2024-11-28T01:42:36Z,4370000,False,-49.0,13.0,1,right,D. Hunter Layup (11 PTS) (T. Young 11 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,5.08,Made,,,,,,,,,,11.0,,,T. Young,1629027.0,11.0
446,PT06M27.00S,2024-11-28T01:36:51.6Z,3,REGULAR,foul,personal,['2freethrow'],203992,,,1610612739,80,83,2024-11-28T01:37:00Z,4390000,False,,,0,,B. Bogdanović shooting personal FOUL (1 PF) (Allen 2 FT),"[203992, 1628386]",1610612737.0,ATL,shooting,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,1.0,0.0,Allen,1628386.0,,,,,,
448,PT06M27.00S,2024-11-28T01:37:17.6Z,3,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,81,83,2024-11-28T01:37:17Z,4410000,False,,,0,,J. Allen Free Throw 1 of 2 (11 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,,,,,,11.0,,,,,
449,PT06M27.00S,2024-11-28T01:37:33.9Z,3,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,82,83,2024-11-28T01:37:33Z,4420000,False,,,0,,J. Allen Free Throw 2 of 2 (12 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,,,,,,12.0,,,,,
450,PT06M11.00S,2024-11-28T01:37:51.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,85.89027595269383,41.911764705882355,1610612737,82,83,2024-11-28T01:43:12Z,4430000,False,-40.0,80.0,1,right,MISS D. Hunter 8' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,8.97,Missed,,,,,,,,,,,,,,,
451,PT06M09.00S,2024-11-28T01:37:53.1Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,82,83,2024-11-28T01:43:12Z,4440000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,450.0,3.0,1.0,2.0,,,,,,,,,,,
452,PT06M04.00S,2024-11-28T01:37:58.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630700,87.86136662286465,43.872549019607845,1610612737,82,83,2024-11-28T01:38:02Z,4450000,False,-31.0,62.0,1,right,MISS D. Daniels 6' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,6.88,Missed,,,,,,,,,,,,,,,
453,PT06M02.00S,2024-11-28T01:38:00.7Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,82,83,2024-11-28T01:38:02Z,4460000,False,,,0,,J. Allen REBOUND (Off:2 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,452.0,9.0,7.0,2.0,,,,,,,,,,,
454,PT05M50.00S,2024-11-28T01:38:12.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,13.354139290407357,49.754901960784316,1610612739,84,83,2024-11-28T01:45:59Z,4470000,False,1.0,73.0,1,left,J. Allen 7' floating Jump Shot (14 PTS) (D. Garland 7 AST),"[1628386, 1629636]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,7.3,Made,,,,,,,,,,14.0,,,D. Garland,1629636.0,7.0
456,PT05M36.00S,2024-11-28T01:38:25.2Z,3,REGULAR,3pt,Jump Shot,[],1629631,91.40932982917214,2.696078431372549,1610612737,84,86,2024-11-28T01:38:29Z,4490000,False,-237.0,28.0,1,right,D. Hunter 3PT  (14 PTS) (T. Young 12 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,23.82,Made,,,,,,,,,,14.0,,,T. Young,1629027.0,12.0
458,PT05M12.00S,2024-11-28T01:38:49.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,6.783837056504599,50.0,1610612739,84,86,2024-11-28T01:38:54Z,4510000,False,0.0,11.0,1,left,MISS I. Okoro driving finger roll Layup,[1630171],1610612739.0,CLE,driving finger roll,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,1.13,Missed,,,,,,,,,,,,,,,
459,PT05M09.00S,2024-11-28T01:38:52.8Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,84,86,2024-11-28T01:38:54Z,4520000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,
460,PT05M05.00S,2024-11-28T01:38:56.9Z,3,REGULAR,3pt,Jump Shot,[],203992,75.90341655716163,9.558823529411764,1610612737,84,86,2024-11-28T01:47:12Z,4530000,False,-202.0,174.0,1,right,MISS B. Bogdanović 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Left Center,,,,26.68,Missed,,,,,,,,,,,,,,,
461,PT05M01.00S,2024-11-28T01:39:00.9Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612739,84,86,2024-11-28T01:39:03Z,4540000,False,,,0,,G. Niang REBOUND (Off:0 Def:4),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,460.0,4.0,4.0,0.0,,,,,,,,,,,
462,PT04M53.00S,2024-11-28T01:39:11.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612739,84,86,2024-11-28T01:39:20Z,4550000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Allen 2 FT),"[1630168, 1628386]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,2.0,0.0,Allen,1628386.0,,,,,,
464,PT04M53.00S,2024-11-28T01:39:37.9Z,3,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,85,86,2024-11-28T01:40:02Z,4570000,False,,,0,,J. Allen Free Throw 1 of 2 (15 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,,,,,,15.0,,,,,
465,PT04M53.00S,2024-11-28T01:39:38.5Z,3,REGULAR,substitution,out,[],1630171,,,1610612739,85,86,2024-11-28T01:39:46Z,4580000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M53.00S,2024-11-28T01:39:38.5Z,3,REGULAR,substitution,in,[],1630241,,,1610612739,85,86,2024-11-28T01:39:46Z,4590000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M53.00S,2024-11-28T01:39:37.9Z,3,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,85,86,2024-11-28T01:40:02Z,4600000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
468,PT04M51.00S,2024-11-28T01:39:39.9Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,85,86,2024-11-28T01:40:02Z,4610000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,467.0,3.0,3.0,0.0,,,,,,,,,,,
469,PT04M40.00S,2024-11-28T01:40:12.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,84.83902759526939,50.73529411764706,1610612737,85,88,2024-11-28T01:48:07Z,4620000,False,4.0,90.0,1,right,O. Okongwu 9' floating Jump Shot (6 PTS) (T. Young 13 AST),"[1630168, 1629027]",1610612737.0,ATL,floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,9.01,Made,,,,,,,,,,6.0,,,T. Young,1629027.0,13.0
471,PT04M26.00S,2024-11-28T01:40:25.8Z,3,REGULAR,3pt,Jump Shot,[],1629660,30.699737187910642,15.686274509803921,1610612739,85,88,2024-11-28T01:40:31Z,4640000,False,172.0,236.0,1,left,MISS T. Jerome 29' 3PT,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,,,,29.19,Missed,,,,,,,,,,,,,,,
472,PT04M21.00S,2024-11-28T01:40:30.7Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,85,88,2024-11-28T01:40:30Z,4650000,False,,,0,,D. Daniels REBOUND (Off:3 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,471.0,9.0,6.0,3.0,,,,,,,,,,,
473,PT04M17.00S,2024-11-28T01:40:34.3Z,3,REGULAR,3pt,Jump Shot,[],1629027,57.24375821287779,47.30392156862745,1610612737,85,88,2024-11-28T01:48:55Z,4660000,False,-13.0,349.0,1,right,MISS T. Young 34' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,34.97,Missed,,,,,,,,,,,,,,,
474,PT04M15.00S,2024-11-28T01:40:36.3Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,85,88,2024-11-28T01:40:39Z,4670000,False,,,0,,J. Allen REBOUND (Off:2 Def:8),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,473.0,10.0,8.0,2.0,,,,,,,,,,,
475,PT03M56.00S,2024-11-28T01:40:56.4Z,3,REGULAR,3pt,Jump Shot,[],1630241,16.245072273324574,97.05882352941177,1610612739,85,88,2024-11-28T01:40:59Z,4680000,False,-235.0,100.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,25.57,Missed,,,,,,,,,,,,,,,
476,PT03M53.00S,2024-11-28T01:40:59.4Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,85,88,2024-11-28T01:40:59Z,4690000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,475.0,3.0,3.0,0.0,,,,,,,,,,,
477,PT03M49.00S,2024-11-28T01:41:03.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630700,93.38042049934296,50.73529411764706,1610612737,85,90,2024-11-28T01:41:09Z,4700000,False,4.0,10.0,1,right,D. Daniels running Layup (8 PTS) (T. Young 14 AST),"[1630700, 1629027]",1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,1.04,Made,,,,,,,,,,8.0,,,T. Young,1629027.0,14.0
479,PT03M48.00S,2024-11-28T01:41:15.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612739,85,90,2024-11-28T01:41:15Z,4720000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M48.00S,2024-11-28T01:42:04.6Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,85,90,2024-11-28T01:42:51Z,4730000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M48.00S,2024-11-28T01:42:04.6Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,85,90,2024-11-28T01:42:51Z,4740000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M48.00S,2024-11-28T01:42:04.6Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,85,90,2024-11-28T01:42:51Z,4750000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M48.00S,2024-11-28T01:42:04.6Z,3,REGULAR,substitution,in,[],1630596,,,1610612739,85,90,2024-11-28T01:42:51Z,4760000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M32.00S,2024-11-28T01:43:11.6Z,3,REGULAR,turnover,out-of-bounds,[],1627777,,,1610612739,85,90,2024-11-28T01:43:21Z,4770000,False,,,0,,G. Niang lost ball out-of-bounds TURNOVER (1 TO),[1627777],1610612739.0,CLE,lost ball,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,1627524.0,,,,,,,,,,
485,PT03M24.00S,2024-11-28T01:43:23.7Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,85,90,2024-11-28T01:43:26Z,4780000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1630596]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,3.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,
486,PT03M24.00S,2024-11-28T01:43:23.7Z,3,REGULAR,steal,,[],1630596,,,1610612739,85,90,2024-11-28T01:43:25Z,4790000,False,,,0,,E. Mobley STEAL (3 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
487,PT03M17.00S,2024-11-28T01:43:29.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630241,9.411957950065702,2.696078431372549,1610612739,88,90,2024-11-28T01:43:35Z,4800000,False,237.0,36.0,1,left,S. Merrill 3PT running (6 PTS) (T. Jerome 6 AST),"[1630241, 1629660]",1610612739.0,CLE,running,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,,,,23.92,Made,,,,,,,,,,6.0,,,T. Jerome,1629660.0,6.0
489,PT02M55.00S,2024-11-28T01:43:52.1Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,88,90,2024-11-28T01:43:55Z,4820000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1629660]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,4.0,Jerome,1629660.0,,,,,,,,,,,,,,,,,
490,PT02M55.00S,2024-11-28T01:43:52.1Z,3,REGULAR,steal,,[],1629660,,,1610612739,88,90,2024-11-28T01:43:54Z,4830000,False,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
493,PT02M48.00S,2024-11-28T01:44:01.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627777,3.3672798948751645,96.56862745098039,1610612739,88,90,2024-11-28T01:50:46Z,4840000,False,-233.0,-21.0,1,left,MISS G. Niang running 3PT,[1627777],1610612739.0,CLE,running,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,23.37,Missed,,,,,,,,,,,,,,,
494,PT02M48.00S,2024-11-28T01:44:01.5Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,88,90,2024-11-28T01:44:07Z,4850000,False,,,0,,E. Mobley REBOUND (Off:2 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,,,493.0,9.0,7.0,2.0,,,,,,,,,,,
496,PT02M48.00S,2024-11-28T01:44:40.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,5.863994743758213,51.71568627450981,1610612739,88,90,2024-11-28T01:51:05Z,4870000,False,-9.0,3.0,1,left,MISS E. Mobley tip Layup,[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,0.9,Missed,,,,,,,,,,,,,,,
497,PT02M48.00S,2024-11-28T01:44:45.4Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,88,90,2024-11-28T01:44:45Z,4880000,False,,,0,,E. Mobley REBOUND (Off:3 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,496.0,10.0,7.0,3.0,,,,,,,,,,,
498,PT02M48.00S,2024-11-28T01:44:47.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630596,5.732588699080158,49.01960784313725,1610612739,90,90,2024-11-28T01:51:24Z,4890000,False,5.0,1.0,1,left,E. Mobley putback Layup (18 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,0.51,Made,,,,,,,,,,18.0,,,,,
499,PT02M48.00S,2024-11-28T01:44:52.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612739,90,90,2024-11-28T01:45:03Z,4900000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Mobley 1 FT),"[1630168, 1630596]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,3.0,0.0,Mobley,1630596.0,,,,,,
501,PT02M48.00S,2024-11-28T01:45:08.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612739,90,90,2024-11-28T01:46:20Z,4920000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M48.00S,2024-11-28T01:45:27.0Z,3,REGULAR,substitution,out,[],1630700,,,1610612739,90,90,2024-11-28T01:46:20Z,4930000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M48.00S,2024-11-28T01:45:27.0Z,3,REGULAR,substitution,out,[],1629027,,,1610612739,90,90,2024-11-28T01:46:20Z,4940000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M48.00S,2024-11-28T01:45:27.0Z,3,REGULAR,substitution,in,[],1630552,,,1610612739,90,90,2024-11-28T01:46:20Z,4950000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M48.00S,2024-11-28T01:45:27.0Z,3,REGULAR,substitution,in,[],1641723,,,1610612739,90,90,2024-11-28T01:46:20Z,4960000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M48.00S,2024-11-28T01:46:02.5Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630596,,,1610612739,91,90,2024-11-28T01:46:02Z,4970000,False,,,0,,E. Mobley Free Throw 1 of 1 (19 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,Made,,,,,,,,,,19.0,,,,,
507,PT02M33.00S,2024-11-28T01:46:18.2Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,91,90,2024-11-28T01:46:22Z,4980000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1628378]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left Center,2.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
508,PT02M33.00S,2024-11-28T01:46:18.2Z,3,REGULAR,steal,,[],1628378,,,1610612739,91,90,2024-11-28T01:46:20Z,4990000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
510,PT02M22.00S,2024-11-28T01:46:45.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,5.075558475689881,96.07843137254902,1610612739,91,90,2024-11-28T01:46:48Z,5010000,False,-230.0,-5.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
511,PT02M19.00S,2024-11-28T01:46:48.5Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,91,90,2024-11-28T01:46:48Z,5020000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Left Corner 3,24+ Left,,,,,,510.0,4.0,2.0,2.0,,,,,,,,,,,
512,PT02M05.00S,2024-11-28T01:47:01.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.24901445466492,49.26470588235294,1610612737,91,92,2024-11-28T01:47:06Z,5030000,False,-4.0,11.0,1,right,J. Johnson cutting Layup (15 PTS) (O. Okongwu 4 AST),"[1630552, 1630168]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,1.16,Made,,,,,,,,,,15.0,,,O. Okongwu,1630168.0,4.0
514,PT01M56.00S,2024-11-28T01:47:11.7Z,3,REGULAR,turnover,bad pass,[],1629660,,,1610612739,91,92,2024-11-28T01:47:14Z,5050000,False,,,0,,T. Jerome bad pass TURNOVER (1 TO),"[1629660, 1641723]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,1.0,Bufkin,1641723.0,,,,,,,,,,,,,,,,,
515,PT01M56.00S,2024-11-28T01:47:11.7Z,3,REGULAR,steal,,[],1641723,,,1610612737,91,92,2024-11-28T01:54:39Z,5060000,False,,,0,,K. Bufkin STEAL (1 STL),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
516,PT01M50.00S,2024-11-28T01:47:17.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629631,76.42904073587385,87.00980392156863,1610612737,91,95,2024-11-28T01:47:23Z,5070000,False,185.0,169.0,1,right,D. Hunter 25' 3PT running (17 PTS) (J. Johnson 7 AST),"[1629631, 1630552]",1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,25.06,Made,,,,,,,,,,17.0,,,J. Johnson,1630552.0,7.0
518,PT01M29.00S,2024-11-28T01:47:37.6Z,3,REGULAR,3pt,Jump Shot,[],1627777,25.443495400788436,80.3921568627451,1610612739,91,95,2024-11-28T01:47:40Z,5090000,False,-152.0,187.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,24.08,Missed,,,,,,,,,,,,,,,
519,PT01M27.00S,2024-11-28T01:47:39.6Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,91,95,2024-11-28T01:47:40Z,5100000,False,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,518.0,4.0,4.0,0.0,,,,,,,,,,,
520,PT01M22.00S,2024-11-28T01:47:47.8Z,3,REGULAR,foul,personal,[],1628378,,,1610612737,91,95,2024-11-28T01:48:38Z,5110000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1628378, 1629631]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202041.0,2.0,0.0,Hunter,1629631.0,,,,,,
522,PT01M22.00S,2024-11-28T01:48:09.0Z,3,REGULAR,foul,technical,['1freethrow'],201690,,,1610612737,91,95,2024-11-28T01:54:00Z,5130000,False,,,0,,TEAM foul technical,[201690],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,
523,PT01M22.00S,2024-11-28T01:48:19.1Z,3,REGULAR,freethrow,1 of 1,[],203992,,,1610612737,91,96,2024-11-28T01:48:19Z,5140000,False,,,0,,B. Bogdanović technical Free Throw 1 of 1 (15 PTS),[203992],1610612737.0,ATL,technical,,,Bogdanović,B. Bogdanović,,,,,,,,,,,Made,,,,,,,,,,15.0,,,,,
