actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
524,PT08M38.00S,2026-03-26T01:31:43.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,90,93,2026-03-26T01:31:43Z,5090000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M38.00S,2026-03-26T01:32:30.5Z,4,REGULAR,substitution,out,[],1641772,,,1610612739,90,93,2026-03-26T01:34:37Z,5100000,False,,,0,,SUB out: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,
526,PT08M38.00S,2026-03-26T01:32:30.5Z,4,REGULAR,substitution,out,[],1628378,,,1610612739,90,93,2026-03-26T01:34:37Z,5110000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
527,PT08M38.00S,2026-03-26T01:32:30.5Z,4,REGULAR,substitution,in,[],1630241,,,1610612739,90,93,2026-03-26T01:34:37Z,5120000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
528,PT08M38.00S,2026-03-26T01:32:30.5Z,4,REGULAR,substitution,in,[],1628418,,,1610612739,90,93,2026-03-26T01:34:37Z,5130000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
529,PT08M25.00S,2026-03-26T01:35:03.0Z,4,REGULAR,turnover,bad pass,[],201935,,,1610612739,90,93,2026-03-26T01:35:09Z,5140000,False,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 1629639]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Harden,J. Harden,,,,,5.0,Herro,1629639.0,,,,,,,,,,,,
530,PT08M25.00S,2026-03-26T01:35:03.0Z,4,REGULAR,steal,,[],1629639,,,1610612748,90,93,2026-03-26T01:35:07Z,5150000,False,,,0,,T. Herro STEAL (3 STL),[1629639],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
531,PT08M09.00S,2026-03-26T01:35:19.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,79.97700394218134,19.362745098039216,1610612748,90,95,2026-03-26T01:35:28Z,5160000,False,-153.0,136.0,1,right,T. Herro 20' pullup Jump Shot (18 PTS) (J. Jaquez Jr. 4 AST),"[1629639, 1631170]",1610612748.0,MIA,pullup,,,,,,Mid-Range,16-24 Left Center,20.47,Made,Herro,T. Herro,,,,,,,,18.0,,,,,,J. Jaquez Jr.,1631170.0,4.0,,,
533,PT07M57.00S,2026-03-26T01:35:34.7Z,4,REGULAR,foul,personal,['3freethrow'],203952,,,1610612739,90,95,2026-03-26T01:35:44Z,5180000,False,,,0,,A. Wiggins shooting personal FOUL (5 PF) (Harden 3 FT),"[203952, 201935]",1610612748.0,MIA,shooting,,,,,,Above the Break 3,24+ Center,,,Wiggins,A. Wiggins,,,,,,,,,2004.0,5.0,0.0,Harden,201935.0,,,,,,
535,PT07M57.00S,2026-03-26T01:36:06.8Z,4,REGULAR,freethrow,1 of 3,[],201935,,,1610612739,91,95,2026-03-26T01:36:06Z,5200000,False,,,0,,J. Harden Free Throw 1 of 3 (13 PTS),[201935],1610612739.0,CLE,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,13.0,,,,,,,,,,,
536,PT07M57.00S,2026-03-26T01:36:25.5Z,4,REGULAR,freethrow,2 of 3,[],201935,,,1610612739,92,95,2026-03-26T01:36:25Z,5210000,False,,,0,,J. Harden Free Throw 2 of 3 (14 PTS),[201935],1610612739.0,CLE,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,14.0,,,,,,,,,,,
537,PT07M57.00S,2026-03-26T01:36:28.3Z,4,REGULAR,substitution,out,[],203952,,,1610612739,92,95,2026-03-26T01:36:33Z,5220000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,
538,PT07M57.00S,2026-03-26T01:36:28.3Z,4,REGULAR,substitution,in,[],1630558,,,1610612739,92,95,2026-03-26T01:36:33Z,5230000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
539,PT07M57.00S,2026-03-26T01:36:46.9Z,4,REGULAR,freethrow,3 of 3,[],201935,,,1610612739,93,95,2026-03-26T01:36:46Z,5240000,False,,,0,,J. Harden Free Throw 3 of 3 (15 PTS),[201935],1610612739.0,CLE,,,,,,,,,,Made,Harden,J. Harden,,,,,,,,15.0,,,,,,,,,,,
540,PT07M38.00S,2026-03-26T01:37:08.1Z,4,REGULAR,3pt,Jump Shot,[],1631170,77.61169513797634,6.61764705882353,1610612748,93,95,2026-03-26T01:37:17Z,5250000,False,-217.0,158.0,1,right,MISS J. Jaquez Jr. 26' 3PT,[1631170],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,26.83,Missed,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
541,PT07M32.00S,2026-03-26T01:37:14.1Z,4,REGULAR,rebound,offensive,[],1641796,,,1610612748,93,95,2026-03-26T01:37:17Z,5260000,False,,,0,,P. Larsson REBOUND (Off:2 Def:0),[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Larsson,P. Larsson,540.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
542,PT07M30.00S,2026-03-26T01:37:15.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631170,93.9060446780552,50.245098039215684,1610612748,93,97,2026-03-26T01:37:20Z,5270000,False,1.0,5.0,1,right,J. Jaquez Jr. cutting DUNK (14 PTS) (K. Ware 3 AST),"[1631170, 1642276]",1610612748.0,MIA,cutting,,,,,,Restricted Area,0-8 Center,0.49,Made,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,14.0,,,,,,K. Ware,1642276.0,3.0,,,
544,PT07M13.00S,2026-03-26T01:37:36.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,16.376478318002626,48.28431372549019,1610612739,95,97,2026-03-26T01:45:29Z,5290000,False,9.0,101.0,1,left,T. Bryant 10' floating Jump Shot (4 PTS) (S. Merrill 4 AST),"[1628418, 1630241]",1610612739.0,CLE,floating,,,,,,In The Paint (Non-RA),8-16 Center,10.18,Made,Bryant,T. Bryant,,,,,,,,4.0,,,,,,S. Merrill,1630241.0,4.0,,,
546,PT06M58.00S,2026-03-26T01:37:47.7Z,4,REGULAR,3pt,Jump Shot,[],1642276,64.07687253613666,52.69607843137255,1610612748,95,100,2026-03-26T01:37:51Z,5310000,False,13.0,285.0,1,right,K. Ware 28' 3PT  (9 PTS) (J. Jaquez Jr. 5 AST),"[1642276, 1631170]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,28.55,Made,Ware,K. Ware,,,,,,,,9.0,,,,,,J. Jaquez Jr.,1631170.0,5.0,,,
548,PT06M46.00S,2026-03-26T01:38:04.2Z,4,REGULAR,3pt,Jump Shot,[],203471,32.53942181340342,53.431372549019606,1610612739,95,100,2026-03-26T01:46:23Z,5330000,False,-17.0,253.0,1,left,MISS D. Schröder 25' 3PT,[203471],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,25.4,Missed,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
549,PT06M42.00S,2026-03-26T01:38:08.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,95,100,2026-03-26T01:46:23Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,,,548.0,,,,,,,,,,,,,,,,,,
550,PT06M42.00S,2026-03-26T01:38:13.1Z,4,REGULAR,foul,personal,[],1642276,,,1610612739,95,100,2026-03-26T01:38:24Z,5350000,False,,,0,,K. Ware loose ball personal FOUL (1 PF),"[1642276, 1628418]",1610612748.0,MIA,loose ball,,,,,,Restricted Area,0-8 Center,,,Ware,K. Ware,,,,,,,,,201246.0,1.0,0.0,Bryant,1628418.0,,,,,,
552,PT06M42.00S,2026-03-26T01:38:20.5Z,4,REGULAR,substitution,out,[],203471,,,1610612739,95,100,2026-03-26T01:38:28Z,5370000,False,,,0,,SUB out: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
553,PT06M42.00S,2026-03-26T01:38:20.5Z,4,REGULAR,substitution,out,[],1631170,,,1610612739,95,100,2026-03-26T01:38:28Z,5380000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,,,,,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,
554,PT06M42.00S,2026-03-26T01:38:20.5Z,4,REGULAR,substitution,in,[],1630596,,,1610612739,95,100,2026-03-26T01:38:28Z,5390000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
555,PT06M42.00S,2026-03-26T01:38:20.5Z,4,REGULAR,substitution,in,[],1628389,,,1610612739,95,100,2026-03-26T01:38:28Z,5400000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
556,PT06M28.00S,2026-03-26T01:38:56.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631165,27.808804204993432,13.970588235294118,1610612739,95,100,2026-03-26T01:39:04Z,5410000,False,180.0,209.0,1,left,MISS K. Ellis 27' 3PT,[1631165],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,27.58,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
557,PT06M25.00S,2026-03-26T01:38:59.0Z,4,REGULAR,rebound,offensive,[],1628418,,,1610612739,95,100,2026-03-26T01:38:59Z,5420000,False,,,0,,T. Bryant REBOUND (Off:1 Def:4),[1628418],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Bryant,T. Bryant,556.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
558,PT06M25.00S,2026-03-26T01:39:00.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,9.017739816031538,48.03921568627451,1610612739,95,100,2026-03-26T01:47:29Z,5430000,False,10.0,32.0,1,left,MISS T. Bryant putback Layup,[1628418],1610612739.0,CLE,putback,,,,,,Restricted Area,0-8 Center,3.38,Missed,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
559,PT06M25.00S,2026-03-26T01:39:00.4Z,4,REGULAR,rebound,defensive,[],1641796,,,1610612748,95,100,2026-03-26T01:47:29Z,5440000,False,,,0,,P. Larsson REBOUND (Off:2 Def:1),[1641796],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Larsson,P. Larsson,558.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
560,PT06M19.00S,2026-03-26T01:39:08.1Z,4,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612748,95,100,2026-03-26T01:39:17Z,5450000,False,,,0,,K. Ellis shooting personal FOUL (2 PF) (Larsson 2 FT),"[1631165, 1641796]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Ellis,K. Ellis,,,,,,,,,2004.0,2.0,0.0,Larsson,1641796.0,,,,,,
562,PT06M19.00S,2026-03-26T01:39:39.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1641796,,,1610612748,95,101,2026-03-26T01:48:12Z,5470000,False,,,0,,P. Larsson Free Throw 1 of 2 (8 PTS),[1641796],1610612748.0,MIA,,,,,,,,,,Made,Larsson,P. Larsson,,,,,,,,8.0,,,,,,,,,,,
563,PT06M19.00S,2026-03-26T01:39:40.6Z,4,REGULAR,substitution,out,[],1628418,,,1610612748,95,101,2026-03-26T01:39:51Z,5480000,False,,,0,,SUB out: T. Bryant,[1628418],1610612739.0,CLE,,,,,,,,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,
564,PT06M19.00S,2026-03-26T01:39:40.6Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,95,101,2026-03-26T01:39:51Z,5490000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
565,PT06M19.00S,2026-03-26T01:39:40.6Z,4,REGULAR,substitution,in,[],1628378,,,1610612748,95,101,2026-03-26T01:39:51Z,5500000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
566,PT06M19.00S,2026-03-26T01:39:40.6Z,4,REGULAR,substitution,in,[],1626181,,,1610612748,95,101,2026-03-26T01:39:51Z,5510000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
567,PT06M19.00S,2026-03-26T01:39:39.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1641796,,,1610612748,95,102,2026-03-26T01:48:12Z,5520000,False,,,0,,P. Larsson Free Throw 2 of 2 (9 PTS),[1641796],1610612748.0,MIA,,,,,,,,,,Made,Larsson,P. Larsson,,,,,,,,9.0,,,,,,,,,,,
568,PT06M08.00S,2026-03-26T01:40:19.0Z,4,REGULAR,3pt,Jump Shot,[],201935,21.23850197109067,7.352941176470589,1610612739,95,102,2026-03-26T01:40:22Z,5530000,False,213.0,147.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,25.9,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
569,PT06M05.00S,2026-03-26T01:40:22.0Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,95,102,2026-03-26T01:40:22Z,5540000,False,,,0,,K. Ware REBOUND (Off:0 Def:10),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Ware,K. Ware,568.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
570,PT05M42.00S,2026-03-26T01:40:44.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,86.02168199737189,51.470588235294116,1610612748,95,104,2026-03-26T01:40:49Z,5550000,False,7.0,79.0,1,right,N. Powell 7' turnaround Jump Shot (17 PTS),[1626181],1610612748.0,MIA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,Powell,N. Powell,,,,,,,,17.0,,,,,,,,,,,
571,PT05M28.00S,2026-03-26T01:41:00.5Z,4,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612739,95,104,2026-03-26T01:41:08Z,5560000,False,,,0,,K. Ware shooting personal FOUL (2 PF) (Mobley 2 FT),"[1642276, 1630596]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,Ware,K. Ware,,,,,,,,,201246.0,2.0,0.0,Mobley,1630596.0,,,,,,
573,PT05M28.00S,2026-03-26T01:41:32.9Z,4,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,95,104,2026-03-26T01:41:32Z,5580000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,,,,,,,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
574,PT05M28.00S,2026-03-26T01:41:32.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,95,104,2026-03-26T01:41:32Z,5590000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,573.0,,,,,,,,,,,,,,,,,,
575,PT05M28.00S,2026-03-26T01:41:51.6Z,4,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,96,104,2026-03-26T01:41:51Z,5600000,False,,,0,,E. Mobley Free Throw 2 of 2 (8 PTS),[1630596],1610612739.0,CLE,,,,,,,,,,Made,Mobley,E. Mobley,,,,,,,,8.0,,,,,,,,,,,
576,PT05M09.00S,2026-03-26T01:42:13.0Z,4,REGULAR,3pt,Jump Shot,[],1641796,62.76281208935611,47.30392156862745,1610612748,96,107,2026-03-26T01:42:17Z,5610000,False,-13.0,298.0,1,right,P. Larsson 29' 3PT  (12 PTS) (B. Adebayo 6 AST),"[1641796, 1628389]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,29.78,Made,Larsson,P. Larsson,,,,,,,,12.0,,,,,,B. Adebayo,1628389.0,6.0,,,
578,PT04M57.00S,2026-03-26T01:42:25.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.14257555847569,50.98039215686274,1610612739,98,107,2026-03-26T01:49:39Z,5630000,False,-5.0,80.0,1,left,D. Mitchell 8' driving floating Jump Shot (28 PTS),[1628378],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.05,Made,Mitchell,D. Mitchell,,,,,,,,28.0,,,,,,,,,,,
579,PT04M54.00S,2026-03-26T01:42:33.1Z,4,REGULAR,turnover,out-of-bounds,[],1641796,,,1610612748,98,107,2026-03-26T01:42:42Z,5640000,False,,,0,,P. Larsson bad pass out-of-bounds TURNOVER (5 TO),[1641796],1610612748.0,MIA,bad pass,,,,,,Mid-Range,16-24 Right Center,,,Larsson,P. Larsson,,,,,5.0,,,,2004.0,,,,,,,,,,
580,PT04M46.00S,2026-03-26T01:43:01.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,26.231931668856767,81.37254901960785,1610612739,98,107,2026-03-26T01:50:32Z,5650000,False,-157.0,194.0,1,left,MISS S. Merrill 24' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Left Center,24.96,Missed,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
581,PT04M44.00S,2026-03-26T01:43:04.6Z,4,REGULAR,rebound,offensive,[],1628378,,,1610612739,98,107,2026-03-26T01:43:04Z,5660000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:5),[1628378],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Mitchell,D. Mitchell,580.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
582,PT04M38.00S,2026-03-26T01:43:10.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631165,8.754927726675426,1.2254901960784315,1610612739,98,107,2026-03-26T01:43:16Z,5670000,False,244.0,30.0,1,left,MISS K. Ellis 24' 3PT,[1631165],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,24.57,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
583,PT04M33.00S,2026-03-26T01:43:15.6Z,4,REGULAR,rebound,offensive,[],1631165,,,1610612739,98,107,2026-03-26T01:43:16Z,5680000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Ellis,K. Ellis,582.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
584,PT04M30.00S,2026-03-26T01:43:23.9Z,4,REGULAR,foul,offensive,[],1628378,,,1610612739,98,107,2026-03-26T01:43:34Z,5690000,False,,,0,,D. Mitchell offensive FOUL (4 PF),"[1628378, 1630558]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Mitchell,D. Mitchell,,,,,,,,,201246.0,4.0,0.0,Mitchell,1630558.0,,,,,,
586,PT04M30.00S,2026-03-26T01:43:23.9Z,4,REGULAR,turnover,offensive foul,[],1628378,,,1610612739,98,107,2026-03-26T01:43:23Z,5710000,False,,,0,,D. Mitchell offensive foul TURNOVER (3 TO),[1628378],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Mitchell,D. Mitchell,,,,,3.0,,,,201246.0,,,,,,,,,,
587,PT04M30.00S,2026-03-26T01:43:45.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,98,107,2026-03-26T01:43:45Z,5720000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M10.00S,2026-03-26T01:47:06.4Z,4,REGULAR,turnover,traveling,[],1626181,,,1610612748,98,107,2026-03-26T01:47:16Z,5740000,False,,,0,,N. Powell traveling TURNOVER (1 TO),[1626181],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Powell,N. Powell,,,,,1.0,,,,2004.0,,,,,,,,,,
590,PT03M58.00S,2026-03-26T01:47:28.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630596,7.30946123521682,51.470588235294116,1610612739,98,107,2026-03-26T01:52:06Z,5750000,False,-7.0,16.0,1,left,MISS E. Mobley turnaround Hook - blocked,"[1630596, 1642276]",1610612739.0,CLE,turnaround,,,,,,Restricted Area,0-8 Center,1.78,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,Ware,1642276.0,
591,PT03M58.00S,2026-03-26T01:47:28.6Z,4,REGULAR,block,,[],1642276,,,1610612739,98,107,2026-03-26T01:47:30Z,5760000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
592,PT03M54.00S,2026-03-26T01:47:32.6Z,4,REGULAR,rebound,defensive,[],1641796,,,1610612748,98,107,2026-03-26T01:47:39Z,5770000,False,,,0,,P. Larsson REBOUND (Off:2 Def:2),[1641796],1610612748.0,MIA,,,,,,,Restricted Area,0-8 Center,,,Larsson,P. Larsson,590.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
593,PT03M50.00S,2026-03-26T01:47:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.77463863337714,50.245098039215684,1610612748,98,109,2026-03-26T01:52:55Z,5780000,False,1.0,6.0,1,right,B. Adebayo driving Layup (16 PTS) (K. Ware 4 AST),"[1628389, 1642276]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,0.61,Made,Adebayo,B. Adebayo,,,,,,,,16.0,,,,,,K. Ware,1642276.0,4.0,,,
595,PT03M50.00S,2026-03-26T01:47:50.7Z,4,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612748,98,109,2026-03-26T01:52:32Z,5800000,False,,,0,,D. Mitchell shooting personal FOUL (5 PF) (Adebayo 1 FT),"[1628378, 1628389]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,Mitchell,D. Mitchell,,,,,,,,,201246.0,5.0,0.0,Adebayo,1628389.0,,,,,,
597,PT03M50.00S,2026-03-26T01:48:13.4Z,4,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,98,110,2026-03-26T01:48:13Z,5820000,False,,,0,,B. Adebayo Free Throw 1 of 1 (17 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,,,,17.0,,,,,,,,,,,
598,PT03M43.00S,2026-03-26T01:48:25.4Z,4,REGULAR,turnover,lost ball,[],1630596,,,1610612739,98,110,2026-03-26T01:48:29Z,5830000,False,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 1626181]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Mobley,E. Mobley,,,,,2.0,Powell,1626181.0,,,,,,,,,,,,
599,PT03M43.00S,2026-03-26T01:48:25.4Z,4,REGULAR,steal,,[],1626181,,,1610612748,98,110,2026-03-26T01:56:04Z,5840000,False,,,0,,N. Powell STEAL (2 STL),[1626181],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Right,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,
600,PT03M39.00S,2026-03-26T01:48:31.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642276,94.03745072273325,48.28431372549019,1610612748,98,112,2026-03-26T01:48:42Z,5850000,False,-9.0,4.0,1,right,K. Ware running Layup (11 PTS) (N. Powell 2 AST),"[1642276, 1626181]",1610612748.0,MIA,running,,,,,,Restricted Area,0-8 Center,0.93,Made,Ware,K. Ware,,,,,,,,11.0,,,,,,N. Powell,1626181.0,2.0,,,
602,PT03M39.00S,2026-03-26T01:48:37.4Z,4,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612748,98,112,2026-03-26T01:48:50Z,5870000,False,,,0,,D. Mitchell shooting personal FOUL (6 PF) (Ware 1 FT),"[1628378, 1642276]",1610612739.0,CLE,shooting,,,,,,Restricted Area,0-8 Center,,,Mitchell,D. Mitchell,,,,,,,,,2004.0,6.0,0.0,Ware,1642276.0,,,,,,
604,PT03M39.00S,2026-03-26T01:48:51.8Z,4,REGULAR,substitution,out,[],1628378,,,1610612748,98,112,2026-03-26T01:49:19Z,5890000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
605,PT03M39.00S,2026-03-26T01:48:51.8Z,4,REGULAR,substitution,in,[],203471,,,1610612748,98,112,2026-03-26T01:49:19Z,5900000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,
606,PT03M39.00S,2026-03-26T01:49:17.0Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642276,,,1610612748,98,112,2026-03-26T01:49:17Z,5910000,False,,,0,,MISS K. Ware Free Throw 1 of 1,[1642276],1610612748.0,MIA,,,,,,,,,,Missed,Ware,K. Ware,,,,,,,,,,,,,,,,,,,
607,PT03M37.00S,2026-03-26T01:49:19.0Z,4,REGULAR,rebound,defensive,[],1630241,,,1610612739,98,112,2026-03-26T01:49:19Z,5920000,False,,,0,,S. Merrill REBOUND (Off:0 Def:2),[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,606.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
608,PT03M24.00S,2026-03-26T01:49:32.2Z,4,REGULAR,3pt,Jump Shot,[],201935,28.991458607095925,73.77450980392157,1610612739,98,112,2026-03-26T01:49:35Z,5930000,False,-119.0,220.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.01,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
609,PT03M22.00S,2026-03-26T01:49:34.2Z,4,REGULAR,rebound,defensive,[],1642276,,,1610612748,98,112,2026-03-26T01:49:35Z,5940000,False,,,0,,K. Ware REBOUND (Off:0 Def:11),[1642276],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Ware,K. Ware,608.0,11.0,11.0,0.0,,,,,,,,,,,,,,,
