actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
439,PT08M06.00S,2025-12-23T01:41:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,7.440867279894875,50.49019607843137,1610612766,80,74,2025-12-23T01:43:07Z,4340000,False,-2.0,17.0,1,left,M. Bridges driving Layup (5 PTS) (L. Ball 4 AST),"[1628970, 1630163]",1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,1.76,Made,,,,,,,,,5.0,L. Ball,1630163.0,4.0,,,,,
441,PT07M54.00S,2025-12-23T01:41:47.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.28449408672799,62.745098039215684,1610612739,80,74,2025-12-23T01:43:12Z,4360000,False,64.0,76.0,1,right,MISS D. Garland 9' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,,,Garland,D. Garland,9.95,Missed,,,,,,,,,,,,,,,,,
442,PT07M54.00S,2025-12-23T01:41:47.4Z,3,REGULAR,rebound,offensive,[],1629636,,,1610612739,80,74,2025-12-23T01:43:12Z,4370000,False,,,0,,D. Garland REBOUND (Off:2 Def:2),[1629636],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Right,,,Garland,D. Garland,,,441.0,4.0,2.0,2.0,,,,,,,,,,,,,
443,PT07M53.00S,2025-12-23T01:41:59.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,80,74,2025-12-23T01:41:59Z,4380000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT07M53.00S,2025-12-23T01:42:03.2Z,3,REGULAR,substitution,out,[],1629731,,,1610612739,80,74,2025-12-23T01:45:12Z,4390000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
451,PT07M53.00S,2025-12-23T01:42:03.2Z,3,REGULAR,substitution,out,[],1641706,,,1610612739,80,74,2025-12-23T01:45:12Z,4400000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
452,PT07M53.00S,2025-12-23T01:42:03.2Z,3,REGULAR,substitution,in,[],1629631,,,1610612739,80,74,2025-12-23T01:45:12Z,4410000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
453,PT07M53.00S,2025-12-23T01:42:03.2Z,3,REGULAR,substitution,in,[],1642883,,,1610612739,80,74,2025-12-23T01:45:12Z,4420000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
454,PT07M44.00S,2025-12-23T01:45:52.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642281,86.28449408672799,50.73529411764706,1610612739,80,74,2025-12-23T01:45:55Z,4430000,False,4.0,76.0,1,right,MISS J. Tyson 7' driving floating Shot,[1642281],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,Tyson,J. Tyson,7.65,Missed,,,,,,,,,,,,,,,,,
455,PT07M42.00S,2025-12-23T01:45:54.0Z,3,REGULAR,rebound,defensive,[],1642883,,,1610612766,80,74,2025-12-23T01:45:55Z,4440000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,James,S. James,,,454.0,1.0,1.0,0.0,,,,,,,,,,,,,
456,PT07M27.00S,2025-12-23T01:46:11.2Z,3,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612766,80,74,2025-12-23T01:46:19Z,4450000,False,,,0,,D. Garland shooting personal FOUL (2 PF) (Knueppel 2 FT),"[1629636, 1642851]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,,Garland,D. Garland,,,,,,,2.0,1.0,Knueppel,1642851.0,,,,,,,,,
458,PT07M27.00S,2025-12-23T01:46:38.0Z,3,REGULAR,freethrow,1 of 2,[],1642851,,,1610612766,80,75,2025-12-23T01:46:38Z,4470000,False,,,0,,K. Knueppel Free Throw 1 of 2 (16 PTS),[1642851],1610612766.0,CHA,,,,,,,,,,,Knueppel,K. Knueppel,,Made,,,,,,,,,16.0,,,,,,,,
459,PT07M27.00S,2025-12-23T01:46:40.2Z,3,REGULAR,substitution,out,[],1628378,,,1610612766,80,75,2025-12-23T01:46:44Z,4480000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
460,PT07M27.00S,2025-12-23T01:46:40.2Z,3,REGULAR,substitution,in,[],1630241,,,1610612766,80,75,2025-12-23T01:46:44Z,4490000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
461,PT07M27.00S,2025-12-23T01:46:52.7Z,3,REGULAR,freethrow,2 of 2,[],1642851,,,1610612766,80,76,2025-12-23T01:46:52Z,4500000,False,,,0,,K. Knueppel Free Throw 2 of 2 (17 PTS),[1642851],1610612766.0,CHA,,,,,,,,,,,Knueppel,K. Knueppel,,Made,,,,,,,,,17.0,,,,,,,,
462,PT07M18.00S,2025-12-23T01:47:06.2Z,3,REGULAR,turnover,traveling,[],1629631,,,1610612739,80,76,2025-12-23T01:47:10Z,4510000,False,,,0,,D. Hunter traveling TURNOVER (1 TO),[1629631],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right,1627541.0,1.0,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
463,PT06M59.00S,2025-12-23T01:47:38.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642851,31.882391590013142,64.4607843137255,1610612766,80,76,2025-12-23T01:47:48Z,4520000,False,-72.0,247.0,1,left,MISS K. Knueppel 25' 3PT,[1642851],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Knueppel,K. Knueppel,25.76,Missed,,,,,,,,,,,,,,,,,
464,PT06M53.00S,2025-12-23T01:47:44.4Z,3,REGULAR,rebound,defensive,[],1628418,,,1610612739,80,76,2025-12-23T01:54:53Z,4530000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Bryant,T. Bryant,,,463.0,1.0,1.0,0.0,,,,,,,,,,,,,
465,PT06M47.00S,2025-12-23T01:47:50.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,80.15768725361366,95.12101715686273,1610612739,83,76,2025-12-23T01:55:20Z,4540000,False,226.0,134.0,1,right,D. Garland 26' 3PT running (25 PTS) (J. Tyson 3 AST),"[1629636, 1642281]",1610612739.0,CLE,running,,,,,,Above the Break 3,24+ Right Center,,,Garland,D. Garland,26.24,Made,,,,,,,,,25.0,J. Tyson,1642281.0,3.0,,,,,
467,PT06M33.00S,2025-12-23T01:48:03.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631217,9.543363994743759,46.81372549019608,1610612766,83,78,2025-12-23T01:48:07Z,4560000,False,16.0,37.0,1,left,M. Diabaté Hook (3 PTS) (L. Ball 5 AST),"[1631217, 1630163]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,4.05,Made,,,,,,,,,3.0,L. Ball,1630163.0,5.0,,,,,
469,PT06M24.00S,2025-12-23T01:48:13.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,93.9060446780552,54.90196078431373,1610612739,83,78,2025-12-23T01:48:17Z,4580000,False,25.0,5.0,1,right,MISS J. Tyson cutting Layup,[1642281],1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,,,Tyson,J. Tyson,2.5,Missed,,,,,,,,,,,,,,,,,
470,PT06M22.00S,2025-12-23T01:48:15.4Z,3,REGULAR,rebound,defensive,[],1631217,,,1610612766,83,78,2025-12-23T01:48:17Z,4590000,False,,,0,,M. Diabaté REBOUND (Off:6 Def:6),[1631217],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,,,469.0,12.0,6.0,6.0,,,,,,,,,,,,,
471,PT06M19.00S,2025-12-23T01:48:18.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628970,6.521024967148489,50.49019607843137,1610612766,83,80,2025-12-23T01:57:48Z,4600000,False,-2.0,9.0,1,left,M. Bridges running alley-oop DUNK (7 PTS) (L. Ball 6 AST),"[1628970, 1630163]",1610612766.0,CHA,running alley-oop,,,,,,Restricted Area,0-8 Center,,,Bridges,M. Bridges,0.91,Made,,,,,,,,,7.0,L. Ball,1630163.0,6.0,,,,,
473,PT06M07.00S,2025-12-23T01:48:29.5Z,3,REGULAR,turnover,bad pass,[],1629631,,,1610612739,83,80,2025-12-23T01:48:32Z,4620000,False,,,0,,D. Hunter bad pass TURNOVER (2 TO),"[1629631, 1631217]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,2.0,Hunter,D. Hunter,,,,,,,,,,,,,,,Diabaté,1631217.0,,,
474,PT06M07.00S,2025-12-23T01:48:29.5Z,3,REGULAR,steal,,[],1631217,,,1610612766,83,80,2025-12-23T01:48:31Z,4630000,False,,,0,,M. Diabaté STEAL (4 STL),[1631217],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Left,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
475,PT05M59.00S,2025-12-23T01:48:41.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612766,83,80,2025-12-23T01:48:49Z,4640000,False,,,0,,D. Garland shooting personal FOUL (3 PF) (James 2 FT),"[1629636, 1642883]",1610612739.0,CLE,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,,Garland,D. Garland,,,,,,,3.0,1.0,James,1642883.0,,,,,,,,,
477,PT05M59.00S,2025-12-23T01:49:11.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1642883,,,1610612766,83,81,2025-12-23T01:49:11Z,4660000,False,,,0,,S. James Free Throw 1 of 2 (6 PTS),[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,Made,,,,,,,,,6.0,,,,,,,,
478,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,out,[],1642281,,,1610612766,83,81,2025-12-23T01:49:31Z,4670000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,
479,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,83,81,2025-12-23T01:49:31Z,4680000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,
480,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,83,81,2025-12-23T01:49:31Z,4690000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
481,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,out,[],1642851,,,1610612766,83,81,2025-12-23T01:49:31Z,4700000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,,,,,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,
482,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,out,[],1631217,,,1610612766,83,81,2025-12-23T01:49:31Z,4710000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
483,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,in,[],1628366,,,1610612766,83,81,2025-12-23T01:49:31Z,4720000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
484,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,in,[],1630182,,,1610612766,83,81,2025-12-23T01:49:31Z,4730000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
485,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,in,[],1642275,,,1610612766,83,81,2025-12-23T01:49:31Z,4740000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,,,,,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,
486,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,in,[],1630544,,,1610612766,83,81,2025-12-23T01:49:31Z,4750000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,
487,PT05M59.00S,2025-12-23T01:49:12.0Z,3,REGULAR,substitution,in,[],1641706,,,1610612766,83,81,2025-12-23T01:49:31Z,4760000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,
488,PT05M59.00S,2025-12-23T01:49:35.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1642883,,,1610612766,83,82,2025-12-23T01:49:35Z,4770000,False,,,0,,S. James Free Throw 2 of 2 (7 PTS),[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,Made,,,,,,,,,7.0,,,,,,,,
489,PT05M32.00S,2025-12-23T01:50:02.9Z,3,REGULAR,3pt,Jump Shot,[],1630241,77.21747700394218,90.93137254901961,1610612739,83,82,2025-12-23T01:58:53Z,4780000,False,205.0,162.0,1,right,MISS S. Merrill 26' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Right Center,,,Merrill,S. Merrill,26.09,Missed,,,,,,,,,,,,,,,,,
490,PT05M30.00S,2025-12-23T01:50:05.5Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612766,83,82,2025-12-23T01:50:05Z,4790000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1630544],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Mann,T. Mann,,,489.0,2.0,1.0,1.0,,,,,,,,,,,,,
491,PT05M24.00S,2025-12-23T01:50:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,7.5722733245729295,50.49019607843137,1610612766,83,82,2025-12-23T01:59:18Z,4800000,False,-2.0,19.0,1,left,MISS T. Mann driving finger roll Layup,[1630544],1610612766.0,CHA,driving finger roll,,,,,,Restricted Area,0-8 Center,,,Mann,T. Mann,1.89,Missed,,,,,,,,,,,,,,,,,
492,PT05M22.00S,2025-12-23T01:50:12.9Z,3,REGULAR,rebound,defensive,[],1630241,,,1610612739,83,82,2025-12-23T01:50:15Z,4810000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Merrill,S. Merrill,,,491.0,1.0,1.0,0.0,,,,,,,,,,,,,
493,PT05M12.00S,2025-12-23T01:50:23.2Z,3,REGULAR,3pt,Jump Shot,[],1628418,94.1688567674113,2.941176470588235,1610612739,86,82,2025-12-23T01:50:26Z,4820000,False,-235.0,2.0,1,right,T. Bryant 3PT  (7 PTS) (D. Garland 5 AST),"[1628418, 1629636]",1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,Bryant,T. Bryant,23.53,Made,,,,,,,,,7.0,D. Garland,1629636.0,5.0,,,,,
496,PT04M57.00S,2025-12-23T01:51:24.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612766,86,82,2025-12-23T03:45:57Z,4850000,False,,,0,,D. Hunter personal FOUL (3 PF) (Miller 2 FT),"[1629631, 1641706]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,1627541.0,,Hunter,D. Hunter,,,,,,,3.0,0.0,Miller,1641706.0,,,,,,,,,
498,PT04M57.00S,2025-12-23T01:51:55.0Z,3,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,86,82,2025-12-23T01:52:56Z,4870000,False,,,0,,MISS B. Miller Free Throw 1 of 2,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,Missed,,,,,,,,,,,,,,,,,
499,PT04M57.00S,2025-12-23T01:51:55.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,86,82,2025-12-23T01:52:56Z,4880000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,
500,PT04M57.00S,2025-12-23T01:51:56.1Z,3,REGULAR,substitution,out,[],1642883,,,1610612766,86,82,2025-12-23T01:52:01Z,4890000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,,,
501,PT04M57.00S,2025-12-23T01:51:56.1Z,3,REGULAR,substitution,in,[],1631217,,,1610612766,86,82,2025-12-23T01:52:01Z,4900000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,,,,,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
502,PT04M57.00S,2025-12-23T01:51:55.0Z,3,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,86,83,2025-12-23T01:52:56Z,4910000,False,,,0,,B. Miller Free Throw 2 of 2 (11 PTS),[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,Made,,,,,,,,,11.0,,,,,,,,
503,PT04M40.00S,2025-12-23T01:52:35.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630241,94.43166885676742,50.49019607843137,1610612739,88,83,2025-12-23T01:52:39Z,4920000,False,2.0,0.0,1,right,S. Merrill driving Layup (4 PTS) (D. Garland 6 AST),"[1630241, 1629636]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,,,Merrill,S. Merrill,0.25,Made,,,,,,,,,4.0,D. Garland,1629636.0,6.0,,,,,
505,PT04M30.00S,2025-12-23T01:52:44.0Z,3,REGULAR,3pt,Jump Shot,[],1630544,36.61300919842313,43.627450980392155,1610612766,88,83,2025-12-23T01:52:50Z,4940000,False,32.0,292.0,1,left,MISS T. Mann 29' step back 3PT,[1630544],1610612766.0,CHA,step back,,,,,,Above the Break 3,24+ Center,,,Mann,T. Mann,29.34,Missed,,,,,,,,,,,,,,,,,
506,PT04M28.00S,2025-12-23T01:52:46.0Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,88,83,2025-12-23T01:52:50Z,4950000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Center,,,Hunter,D. Hunter,,,505.0,3.0,3.0,0.0,,,,,,,,,,,,,
507,PT04M18.00S,2025-12-23T01:52:57.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,94.95729303547962,49.754901960784316,1610612739,90,83,2025-12-23T01:53:01Z,4960000,False,-1.0,-5.0,1,right,D. Hunter driving Layup (14 PTS) (D. Garland 7 AST),"[1629631, 1629636]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,,,Hunter,D. Hunter,0.52,Made,,,,,,,,,14.0,D. Garland,1629636.0,7.0,,,,,
509,PT03M51.00S,2025-12-23T01:53:25.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,8.623521681997373,65.68627450980392,1610612766,90,83,2025-12-23T01:53:59Z,4980000,False,-78.0,29.0,1,left,MISS T. Mann 8' driving floating Shot,[1630544],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,,,Mann,T. Mann,8.35,Missed,,,,,,,,,,,,,,,,,
510,PT03M51.00S,2025-12-23T01:53:25.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,90,83,2025-12-23T01:53:33Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,509.0,,,,,,,,,,,,,,,,
511,PT03M51.00S,2025-12-23T01:53:31.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612766,90,83,2025-12-23T01:53:42Z,5000000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Center,1629178.0,,,,,,,,,,,,,,,,,,,,,,
512,PT03M51.00S,2025-12-23T01:53:36.8Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,90,83,2025-12-23T01:53:44Z,5010000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
513,PT03M51.00S,2025-12-23T01:53:36.8Z,3,REGULAR,substitution,in,[],1628378,,,1610612739,90,83,2025-12-23T01:53:44Z,5020000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
514,PT03M42.00S,2025-12-23T01:53:56.8Z,3,REGULAR,turnover,bad pass,[],1628366,,,1610612739,90,83,2025-12-23T01:54:02Z,5030000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1631217]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,1.0,Ball,L. Ball,,,,,,,,,,,,,,,Diabaté,1631217.0,,,
515,PT03M42.00S,2025-12-23T01:53:56.8Z,3,REGULAR,steal,,[],1631217,,,1610612766,90,83,2025-12-23T01:53:58Z,5040000,False,,,0,,M. Diabaté STEAL (5 STL),[1631217],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Right Center,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
516,PT03M39.00S,2025-12-23T01:54:00.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631217,6.783837056504599,49.01960784313725,1610612766,90,85,2025-12-23T01:54:08Z,5050000,False,5.0,11.0,1,left,M. Diabaté running DUNK (5 PTS),[1631217],1610612766.0,CHA,running,,,,,,Restricted Area,0-8 Center,,,Diabaté,M. Diabaté,1.23,Made,,,,,,,,,5.0,,,,,,,,
517,PT03M21.00S,2025-12-23T01:54:17.2Z,3,REGULAR,3pt,Jump Shot,[],1628378,83.52496714848883,96.32352941176471,1610612739,93,85,2025-12-23T01:54:20Z,5060000,False,232.0,102.0,1,right,D. Mitchell 25' 3PT  (24 PTS) (S. Merrill 3 AST),"[1628378, 1630241]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Mitchell,D. Mitchell,25.32,Made,,,,,,,,,24.0,S. Merrill,1630241.0,3.0,,,,,
519,PT03M12.00S,2025-12-23T01:54:30.7Z,3,REGULAR,foul,personal,['2freethrow'],1631217,,,1610612766,93,85,2025-12-23T01:59:56Z,5080000,False,,,0,,M. Diabaté flagrant-type-1 personal FOUL (2 PF) (Hunter 2 FT),"[1631217, 1629631]",1610612766.0,CHA,flagrant-type-1,,,,,,Above the Break 3,24+ Center,202058.0,,Diabaté,M. Diabaté,,,,,,,2.0,0.0,Hunter,1629631.0,,,,,,,,,
521,PT03M12.00S,2025-12-23T01:54:30.7Z,3,REGULAR,turnover,offensive foul,[],1631217,,,1610612766,93,85,2025-12-23T01:54:30Z,5100000,False,,,0,,M. Diabaté offensive foul TURNOVER (3 TO),[1631217],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,202058.0,3.0,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,
525,PT03M12.00S,2025-12-23T01:59:59.7Z,3,REGULAR,freethrow,1 of 2,[],1629631,,,1610612739,94,85,2025-12-23T01:59:59Z,5140000,False,,,0,,D. Hunter flagrant Free Throw 1 of 2 (15 PTS),[1629631],1610612739.0,CLE,flagrant,,,,,,,,,,Hunter,D. Hunter,,Made,,,,,,,,,15.0,,,,,,,,
526,PT03M12.00S,2025-12-23T02:00:00.5Z,3,REGULAR,freethrow,2 of 2,[],1629631,,,1610612739,95,85,2025-12-23T02:00:00Z,5150000,False,,,0,,D. Hunter flagrant Free Throw 2 of 2 (16 PTS),[1629631],1610612739.0,CLE,flagrant,,,,,,,,,,Hunter,D. Hunter,,Made,,,,,,,,,16.0,,,,,,,,
527,PT02M54.00S,2025-12-23T02:00:42.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,78.9257555847569,91.66666666666666,1610612739,98,85,2025-12-23T02:00:46Z,5160000,False,208.0,146.0,1,right,D. Hunter 25' 3PT  (19 PTS) (L. Ball 2 AST),"[1629631, 1628366]",1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Hunter,D. Hunter,25.41,Made,,,,,,,,,19.0,L. Ball,1628366.0,2.0,,,,,
529,PT02M42.00S,2025-12-23T02:00:53.8Z,3,REGULAR,3pt,Jump Shot,[],1642275,3.892904073587385,96.32352941176471,1610612766,98,85,2025-12-23T02:01:08Z,5180000,False,-232.0,-16.0,1,left,MISS T. Salaün 3PT,[1642275],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Salaün,T. Salaün,23.21,Missed,,,,,,,,,,,,,,,,,
530,PT02M41.00S,2025-12-23T02:00:54.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,98,85,2025-12-23T02:01:08Z,5190000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,,,,,529.0,,,,,,,,,,,,,,,,
532,PT02M32.00S,2025-12-23T02:01:21.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1641706,6.783837056504599,28.186274509803923,1610612766,98,87,2025-12-23T02:05:51Z,5210000,False,109.0,11.0,1,left,B. Miller 10' driving floating Jump Shot (13 PTS) (M. Diabaté 2 AST),"[1641706, 1631217]",1610612766.0,CHA,driving floating,,,,,,Mid-Range,8-16 Right,,,Miller,B. Miller,10.97,Made,,,,,,,,,13.0,M. Diabaté,1631217.0,2.0,,,,,
534,PT02M16.00S,2025-12-23T02:01:37.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630241,88.91261498028909,49.754901960784316,1610612739,98,87,2025-12-23T02:06:37Z,5230000,False,-1.0,52.0,1,right,MISS S. Merrill driving Hook,[1630241],1610612739.0,CLE,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,Merrill,S. Merrill,5.17,Missed,,,,,,,,,,,,,,,,,
