actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
504,PT09M14.00S,2025-03-01T02:32:56.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,101,100,2025-03-01T02:33:08Z,4930000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Right,,,,503.0,,,,,,,,,,,,,,,,
505,PT09M14.00S,2025-03-01T02:33:01.8Z,4,REGULAR,foul,personal,[],1628401,,,1610612739,101,100,2025-03-01T02:33:10Z,4940000,False,,,0,,D. White loose ball personal FOUL (2 PF),"[1628401, 1630596]",1610612738.0,BOS,loose ball,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202049.0,2.0,0.0,Mobley,1630596.0,,
507,PT09M09.00S,2025-03-01T02:33:27.5Z,4,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612739,101,100,2025-03-01T02:33:35Z,4960000,False,,,0,,L. Kornet shooting personal FOUL (4 PF) (Mobley 2 FT),"[1628436, 1630596]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1628487.0,4.0,0.0,Mobley,1630596.0,,
509,PT09M09.00S,2025-03-01T02:33:55.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630596,,,1610612739,101,100,2025-03-01T02:33:55Z,4980000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
510,PT09M09.00S,2025-03-01T02:33:55.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,101,100,2025-03-01T02:33:55Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,,,,
511,PT09M09.00S,2025-03-01T02:33:56.4Z,4,REGULAR,substitution,out,[],1630241,,,1610612739,101,100,2025-03-01T02:34:04Z,5000000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT09M09.00S,2025-03-01T02:33:56.4Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,101,100,2025-03-01T02:34:04Z,5010000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M09.00S,2025-03-01T02:34:19.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630596,,,1610612739,101,101,2025-03-01T02:34:19Z,5020000,False,,,0,,E. Mobley Free Throw 2 of 2 (12 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
515,PT08M53.00S,2025-03-01T02:34:51.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,80.1084099868594,65.68627450980392,1610612738,101,101,2025-03-01T02:34:57Z,5040000,False,78.0,134.0,1,right,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,15.57,Missed,,,,,,,,,,,,,,,,,,
516,PT08M50.00S,2025-03-01T02:34:54.0Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,101,101,2025-03-01T02:34:57Z,5050000,False,,,0,,E. Mobley REBOUND (Off:2 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Right,,,,515.0,7.0,5.0,2.0,,,,,,,,,,,,,
517,PT08M43.00S,2025-03-01T02:35:01.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630596,30.17411300919842,72.05882352941177,1610612739,101,104,2025-03-01T02:37:00Z,5060000,False,-110.0,231.0,1,left,E. Mobley 25' 3PT running (15 PTS) (D. Mitchell 4 AST),"[1630596, 1628378]",1610612739.0,CLE,running,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.61,Made,15.0,,,,,,D. Mitchell,1628378.0,4.0,,,,,,,,,
519,PT08M42.00S,2025-03-01T02:35:11.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,101,104,2025-03-01T02:35:11Z,5080000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M42.00S,2025-03-01T02:37:41.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,101,104,2025-03-01T02:38:02Z,5090000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M42.00S,2025-03-01T02:37:41.4Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,101,104,2025-03-01T02:38:02Z,5100000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M42.00S,2025-03-01T02:37:41.4Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,101,104,2025-03-01T02:38:02Z,5110000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M42.00S,2025-03-01T02:37:41.4Z,4,REGULAR,substitution,in,[],201143,,,1610612738,101,104,2025-03-01T02:38:02Z,5120000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M22.00S,2025-03-01T02:38:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.06636005256242,43.38235294117647,1610612738,103,104,2025-03-01T02:38:57Z,5130000,False,-33.0,22.0,1,right,J. Tatum driving Layup (42 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.98,Made,42.0,,,,,,,,,,,,,,,,,
525,PT08M13.00S,2025-03-01T02:39:00.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,14.931011826544022,34.068627450980394,1610612739,103,106,2025-03-01T02:39:07Z,5140000,False,80.0,88.0,1,left,D. Mitchell 11' driving floating Jump Shot (31 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,11.87,Made,31.0,,,,,,,,,,,,,,,,,
526,PT07M49.00S,2025-03-01T02:39:24.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,70.64717477003943,77.94117647058823,1610612738,106,106,2025-03-01T02:39:29Z,5150000,False,140.0,223.0,1,right,J. Brown 26' 3PT  (33 PTS) (D. White 5 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.35,Made,33.0,,,,,,D. White,1628401.0,5.0,,,,,,,,,
528,PT07M31.00S,2025-03-01T02:39:42.2Z,4,REGULAR,3pt,Jump Shot,[],1628378,30.962549277266753,31.862745098039213,1610612739,106,109,2025-03-01T02:39:47Z,5170000,False,91.0,239.0,1,left,D. Mitchell 25' 3PT step back (34 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.52,Made,34.0,,,,,,,,,,,,,,,,,
529,PT07M06.00S,2025-03-01T02:40:07.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,85.23324572930355,32.35294117647059,1610612738,106,109,2025-03-01T02:40:18Z,5180000,False,-88.0,86.0,1,right,MISS J. Tatum 12' turnaround bank Shot,[1628369],1610612738.0,BOS,turnaround bank,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,12.34,Missed,,,,,,,,,,,,,,,,,,
530,PT07M03.00S,2025-03-01T02:40:10.8Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,106,109,2025-03-01T02:40:12Z,5190000,False,,,0,,E. Mobley REBOUND (Off:2 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,529.0,8.0,6.0,2.0,,,,,,,,,,,,,
531,PT06M58.00S,2025-03-01T02:40:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,8.754927726675426,54.166666666666664,1610612739,106,109,2025-03-01T02:41:23Z,5200000,False,-21.0,30.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
533,PT06M57.00S,2025-03-01T02:40:18.5Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,106,109,2025-03-01T02:41:23Z,5220000,False,,,0,,E. Mobley REBOUND (Off:3 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,531.0,9.0,6.0,3.0,,,,,,,,,,,,,
534,PT06M56.00S,2025-03-01T02:40:20.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,7.30946123521682,51.71568627450981,1610612739,106,111,2025-03-01T02:41:29Z,5230000,False,-9.0,16.0,1,left,E. Mobley putback Layup (17 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.83,Made,17.0,,,,,,,,,,,,,,,,,
535,PT06M44.00S,2025-03-01T02:40:32.6Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,106,111,2025-03-01T02:40:37Z,5240000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,202049.0,,,,,,
536,PT06M44.00S,2025-03-01T02:40:36.0Z,4,REGULAR,substitution,out,[],1629660,,,1610612739,106,111,2025-03-01T02:40:38Z,5250000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M44.00S,2025-03-01T02:40:36.0Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,106,111,2025-03-01T02:40:38Z,5260000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M24.00S,2025-03-01T02:41:06.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,10.200394218134035,97.54901960784314,1610612739,106,111,2025-03-01T02:42:19Z,5270000,False,-238.0,43.0,1,left,MISS I. Okoro 24' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
539,PT06M21.00S,2025-03-01T02:41:09.8Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,106,111,2025-03-01T02:41:27Z,5280000,False,,,0,,E. Mobley REBOUND (Off:4 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,538.0,10.0,6.0,4.0,,,,,,,,,,,,,
540,PT06M16.00S,2025-03-01T02:41:14.7Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,13.354139290407357,72.79411764705883,1610612739,106,111,2025-03-01T02:41:31Z,5290000,False,-114.0,73.0,1,left,MISS D. Garland 13' pullup Shot - blocked,"[1629636, 1628369]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,13.54,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
541,PT06M16.00S,2025-03-01T02:41:14.7Z,4,REGULAR,block,,[],1628369,,,1610612739,106,111,2025-03-01T02:41:16Z,5300000,False,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
542,PT06M13.00S,2025-03-01T02:41:17.7Z,4,REGULAR,rebound,offensive,[],1629636,,,1610612739,106,111,2025-03-01T02:41:31Z,5310000,False,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,,,,540.0,3.0,2.0,1.0,,,,,,,,,,,,,
543,PT06M10.00S,2025-03-01T02:41:20.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,35.955978975032856,34.80392156862745,1610612739,106,111,2025-03-01T02:42:00Z,5320000,False,76.0,285.0,1,left,MISS D. Garland 29' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,29.54,Missed,,,,,,,,,,,,,,,,,,
544,PT06M06.00S,2025-03-01T02:41:24.3Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,106,111,2025-03-01T02:41:34Z,5330000,False,,,0,,E. Mobley REBOUND (Off:5 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,543.0,11.0,6.0,5.0,,,,,,,,,,,,,
545,PT05M54.00S,2025-03-01T02:41:37.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630596,15.325229960578188,4.6568627450980395,1610612739,106,111,2025-03-01T02:42:36Z,5340000,False,227.0,92.0,1,left,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
546,PT05M53.00S,2025-03-01T02:41:38.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,106,111,2025-03-01T02:42:36Z,5350000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right,,,,545.0,,,,,,,,,,,,,,,,
547,PT05M53.00S,2025-03-01T02:41:42.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,106,111,2025-03-01T02:41:49Z,5360000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,202049.0,,,,,,
548,PT05M42.00S,2025-03-01T02:42:04.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,92.9862023653088,53.67647058823529,1610612738,106,111,2025-03-01T02:43:50Z,5370000,False,18.0,13.0,1,right,MISS J. Brown driving reverse Layup - blocked,"[1627759, 1630171]",1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,Okoro,1630171.0
555,PT05M42.00S,2025-03-01T02:42:04.0Z,4,REGULAR,block,,[],1630171,,,1610612738,106,111,2025-03-01T02:42:53Z,5375000,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
549,PT05M40.00S,2025-03-01T02:42:06.0Z,4,REGULAR,rebound,defensive,[],1630171,,,1610612739,106,111,2025-03-01T02:43:50Z,5380000,False,,,0,,I. Okoro REBOUND (Off:0 Def:3),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,548.0,3.0,3.0,0.0,,,,,,,,,,,,,
550,PT05M30.00S,2025-03-01T02:42:14.1Z,4,REGULAR,3pt,Jump Shot,[],1630171,35.167542706964525,27.941176470588236,1610612739,106,111,2025-03-01T02:42:19Z,5390000,False,110.0,278.0,1,left,MISS I. Okoro 29' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,29.92,Missed,,,,,,,,,,,,,,,,,,
551,PT05M27.00S,2025-03-01T02:42:17.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,106,111,2025-03-01T02:42:19Z,5400000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,550.0,,,,,,,,,,,,,,,,
553,PT05M27.00S,2025-03-01T02:42:19.8Z,4,REGULAR,substitution,out,[],1630596,,,1610612738,106,111,2025-03-01T02:42:24Z,5420000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M27.00S,2025-03-01T02:42:19.8Z,4,REGULAR,substitution,in,[],1629631,,,1610612738,106,111,2025-03-01T02:42:24Z,5430000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M07.00S,2025-03-01T02:42:55.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,60.29411764705882,1610612738,106,111,2025-03-01T02:44:41Z,5440000,False,51.0,20.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
557,PT05M04.00S,2025-03-01T02:42:58.0Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,106,111,2025-03-01T02:43:04Z,5450000,False,,,0,,J. Tatum REBOUND (Off:3 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,556.0,13.0,10.0,3.0,,,,,,,,,,,,,
558,PT05M04.00S,2025-03-01T02:42:57.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,94.40999984741211,50.0,1610612738,106,111,2025-03-01T02:45:12Z,5460000,False,0.0,0.0,1,right,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
559,PT05M03.00S,2025-03-01T02:42:58.1Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,106,111,2025-03-01T02:45:12Z,5470000,False,,,0,,J. Tatum REBOUND (Off:4 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,558.0,14.0,10.0,4.0,,,,,,,,,,,,,
560,PT05M03.00S,2025-03-01T02:42:58.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,94.40999984741211,50.0,1610612738,106,111,2025-03-01T02:45:07Z,5480000,False,0.0,0.0,1,right,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
561,PT05M03.00S,2025-03-01T02:42:58.1Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,106,111,2025-03-01T02:45:07Z,5490000,False,,,0,,J. Tatum REBOUND (Off:5 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,560.0,15.0,10.0,5.0,,,,,,,,,,,,,
562,PT05M03.00S,2025-03-01T02:42:59.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,94.40999984741211,50.0,1610612738,108,111,2025-03-01T02:42:59Z,5500000,False,0.0,0.0,1,right,J. Tatum tip Layup (44 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,0.0,Made,44.0,,,,,,,,,,,,,,,,,
563,PT04M51.00S,2025-03-01T02:43:10.8Z,4,REGULAR,3pt,Jump Shot,[],1629636,33.98488830486202,72.79411764705883,1610612739,108,114,2025-03-01T02:43:16Z,5510000,False,-114.0,267.0,1,left,D. Garland 29' 3PT  (18 PTS) (D. Mitchell 5 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,29.03,Made,18.0,,,,,,D. Mitchell,1628378.0,5.0,,,,,,,,,
565,PT04M49.00S,2025-03-01T02:43:17.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,108,114,2025-03-01T02:43:17Z,5530000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M49.00S,2025-03-01T02:46:06.5Z,4,REGULAR,substitution,out,[],1629636,,,1610612738,108,114,2025-03-01T02:46:12Z,5540000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT04M49.00S,2025-03-01T02:46:06.5Z,4,REGULAR,substitution,in,[],1629622,,,1610612738,108,114,2025-03-01T02:46:12Z,5550000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M26.00S,2025-03-01T02:47:04.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.9060446780552,51.470588235294116,1610612738,110,114,2025-03-01T02:47:20Z,5560000,False,7.0,5.0,1,right,J. Tatum cutting DUNK (46 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.88,Made,46.0,,,,,,J. Brown,1627759.0,2.0,,,,,,,,,
570,PT04M26.00S,2025-03-01T02:47:09.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,110,114,2025-03-01T02:47:09Z,5580000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M26.00S,2025-03-01T02:48:27.7Z,4,REGULAR,substitution,out,[],1630171,,,1610612739,110,114,2025-03-01T02:48:35Z,5590000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M26.00S,2025-03-01T02:48:27.7Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,110,114,2025-03-01T02:48:35Z,5600000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M13.00S,2025-03-01T02:48:58.2Z,4,REGULAR,2pt,Jump Shot,[],1628378,26.488584099868596,73.79748774509804,1610612739,110,114,2025-03-01T03:26:06Z,5610000,False,-119.0,196.0,1,left,MISS D. Mitchell 22' step back Shot,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,22.97,Missed,,,,,,,,,,,,,,,,,,
574,PT04M09.00S,2025-03-01T02:49:02.2Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612739,110,114,2025-03-01T03:26:06Z,5620000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,,573.0,3.0,2.0,1.0,,,,,,,,,,,,,
575,PT04M04.00S,2025-03-01T02:49:06.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629731,24.917871222076215,14.950980392156863,1610612739,110,114,2025-03-01T02:49:17Z,5630000,False,175.0,182.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
576,PT04M01.00S,2025-03-01T02:49:09.7Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,110,114,2025-03-01T02:49:17Z,5640000,False,,,0,,J. Brown REBOUND (Off:4 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,575.0,5.0,1.0,4.0,,,,,,,,,,,,,
577,PT03M51.00S,2025-03-01T02:49:20.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,47.549019607843135,1610612738,112,114,2025-03-01T02:49:24Z,5650000,False,-12.0,12.0,1,right,J. Brown driving Layup (35 PTS) (J. Tatum 9 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.73,Made,35.0,,,,,,J. Tatum,1628369.0,9.0,,,,,,,,,
579,PT03M30.00S,2025-03-01T02:49:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.915243101182654,47.30392156862745,1610612739,112,114,2025-03-01T02:49:45Z,5670000,False,13.0,13.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
580,PT03M28.00S,2025-03-01T02:49:42.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,112,114,2025-03-01T02:49:45Z,5680000,False,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,579.0,7.0,6.0,1.0,,,,,,,,,,,,,
581,PT03M15.00S,2025-03-01T02:49:59.6Z,4,REGULAR,2pt,Jump Shot,[],1627759,75.64060446780552,33.088235294117645,1610612738,114,114,2025-03-01T02:50:14Z,5690000,False,-85.0,176.0,1,right,J. Brown 19' pullup Jump Shot (37 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,19.57,Made,37.0,,,,,,,,,,,,,,,,,
582,PT02M45.00S,2025-03-01T02:50:29.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,10.988830486202366,38.23529411764706,1610612739,114,116,2025-03-01T02:51:31Z,5700000,False,59.0,51.0,1,left,D. Mitchell 7' driving floating Jump Shot (36 PTS) (D. Wade 1 AST),"[1628378, 1629731]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,36.0,,,,,,D. Wade,1629731.0,1.0,,,,,,,,,
584,PT02M18.00S,2025-03-01T02:50:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,41.911764705882355,1610612738,114,116,2025-03-01T02:50:58Z,5720000,False,-40.0,13.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,,
